pert_id	cmap_name	target	moa	n_opposite_queries	opposite_queries	best_opposite_rank	min_opposite_qval	max_opposite_abs_score	n_opposite_signatures	n_similar_queries	similar_queries	target_antigen_presentation_best_rank	target_antigen_presentation_min_qval	target_antigen_presentation_max_reversal_strength	generic_ifn_jak_best_rank	generic_ifn_jak_min_qval	generic_ifn_jak_max_reversal_strength	l1000_target_minus_generic_reversal_strength	l1000_selectivity_call	wave24_call	wave24_blocker	recurrence_strength	contradicted_by_similar_hit	promotion_gate
BRD-K44779798	miglitol	GAA	Glucosidase inhibitor	1	gse111972_ms_wm_full_top150	10	0.885415802724685	4.595228987965119	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.5623071578835654	False	NO_GO
BRD-A01346607	flumetasone	NR3C1	Glucocorticoid receptor agonist	1	gse111972_ms_wm_full_top150	11	0.805603902146875	5.690286336193343	1											NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	3.6451341207184322	False	NO_GO
BRD-A47513740	calyculin	PPP1CA	Protein phosphatase inhibitor	1	gse111972_ms_wm_full_top150	12	0.800757396434433	5.864511375214246	1											NO_GO	oncology/cell-cycle/stress target PPP1CA	3.648231833009372	False	NO_GO
BRD-K42500029	CGP-57380	MKNK1	MAP kinase inhibitor	1	ifn_lysosomal_apc_state	13	5.87567820342275e-05	10.98277098445736	1			12.0	4.02605924679944e-07	15.415784461775669			0.0	15.415784461775669	target_opposite_hit_absent_from_generic_top50	PARK_REVIEW	non-obvious target requires prior-art and safety review	3.910711927676272	False	NO_GO
BRD-K14791739	fluticasone	NR3C1	Glucocorticoid receptor agonist	1	gse111972_ms_wm_full_top150	14	0.988109102987716	4.295545639855284	1											NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	3.493018337742864	False	NO_GO
BRD-K38775274	dexamethasone	NR3C1	Glucocorticoid receptor agonist	1	gse111972_ms_wm_full_top150	15	0.879621510318152	4.628704135749876	1											NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	3.515459421802964	False	NO_GO
BRD-A20968261	WAY-213613	SLC1A2	Glutamate inhibitor	1	ifn_lysosomal_apc_state	16	6.03624873173514e-05	10.610461329784936	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.8657342669008052	False	NO_GO
BRD-K60230970	MG-132	PSMB1	Proteasome inhibitor	1	gse111972_ms_wm_full_top150	16	0.843182058232008	5.206287510626712	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.5565281477975867	False	NO_GO
BRD-K90382497	GW-843682X	PLK3	PLK inhibitor	1	ifn_lysosomal_apc_state	17	5.87567820342275e-05	11.272585056707127	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.8820235209375076	False	NO_GO
BRD-K84895041	BMY-45778	PTGIR	IP receptor activator	1	ifn_lysosomal_apc_state	20	6.03624873173514e-05	11.465620672655405	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.8593975695250267	False	NO_GO
BRD-A41451487	PK-11195	TSPO	Benzodiazepine receptor antagonist	1	gse111972_ms_wm_full_top150	20	1.0	3.809436687677312	2											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.38086076005344	False	NO_GO
BRD-K08502430	angiogenesis-inhibitor	EGFR	Angiogenesis inhibitor	1	ifn_lysosomal_apc_state	21	6.03624873173514e-05	11.586956961065882	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.8539693938115467	False	NO_GO
BRD-K32398298	alprazolam	GABRA1	Benzodiazepine receptor agonist	1	gse111972_ms_wm_full_top150	21	1.0	4.049253381662196	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.3973749535564335	False	NO_GO
BRD-A77216878	manumycin-a	FNTA	NFKB pathway inhibitor	1	gse111972_ms_wm_full_top150	25	0.909831846556634	4.887911434391583	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.4391233281871396	False	NO_GO
BRD-A35108200	dexamethasone	NR3C1	Glucocorticoid receptor agonist	1	gse111972_ms_wm_full_top150	26	1.0	3.5997912158887857	1											NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	3.296277312873718	False	NO_GO
BRD-A18917088	estradiol	ESR1	Estrogen receptor agonist	1	gse111972_ms_wm_full_top150	28	1.0	3.606388785355509	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.277072543859748	False	NO_GO
BRD-K30867024	SB-216641	HTR1B	Serotonin receptor antagonist	1	ifn_lysosomal_apc_state	29	5.87567820342275e-05	11.690597573938415	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.7778367110276236	False	NO_GO
BRD-K01436366	XMD-1150	LRRK2	Leucine rich repeat kinase inhibitor	1	mif_cd74_receptor_state	30	9.36227738231777e-06	11.65196046954043	1			4.0	8.02398541407672e-10	20.268036448597787			0.0	20.268036448597787	target_opposite_hit_absent_from_generic_top50	PARK_REVIEW	non-obvious target requires prior-art and safety review	3.766399002569981	False	NO_GO
BRD-K27305650	LY-294002	MTOR	PLK inhibitor	1	mif_cd74_receptor_state	32	8.83733908701768e-06	12.33797579119699	1			41.0	8.1484685461735e-06	12.097210035935046			0.0	12.097210035935046	target_opposite_hit_absent_from_generic_top50	PARK_REVIEW	non-obvious target requires prior-art and safety review	3.771243913763377	False	NO_GO
BRD-A56359832	zileuton	ALOX5	Leukotriene inhibitor	1	gse111972_ms_wm_full_top150	32	1.0	3.905339840221639	1											NO_GO_PRIOR	generic/prior-art inflammatory target ALOX5	3.2716588318909565	False	NO_GO
BRD-K41895714	AS-605240	PIK3CG	PI3K inhibitor	1	ifn_lysosomal_apc_state	33	6.09760480042738e-05	11.125735382487234	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.7163287263497073	False	NO_GO
BRD-A93424738	dexamethasone-acetate	NR3C1	Corticosteroid agonist	1	gse111972_ms_wm_full_top150	33	1.0	3.781254946402984	1											NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	3.247635960113996	False	NO_GO
BRD-K99621550	tubocurarine	CHRNA2	Acetylcholine receptor antagonist	1	gse111972_ms_wm_full_top150	34	1.0	4.533147125528841	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.3163998145293316	False	NO_GO
BRD-K87947369	tozasertib	FLT3	JAK inhibitor	1	ifn_lysosomal_apc_state	35	6.09760480042738e-05	11.201360157681972	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.6992707613407236	False	NO_GO
BRD-K86930074	cediranib	FLT1	KIT inhibitor	1	mif_cd74_receptor_state	38	8.83733908701768e-06	13.020553292819171	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.734629439448203	False	NO_GO
BRD-K74133369	oligomycin-a	ATP5F1A	ATPase inhibitor	1	mif_cd74_receptor_state	39	8.92001488176717e-06	12.35478687391134	1			24.0	9.08872765809517e-06	12.10488718004912			0.0	12.10488718004912	target_opposite_hit_absent_from_generic_top50	PARK_REVIEW	non-obvious target requires prior-art and safety review	3.701835258011461	False	NO_GO
BRD-K50464341	berbamine	CALM1	Calmodulin antagonist	1	ifn_lysosomal_apc_state	39	0.0005871982494016	9.32209861539278	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.579513692878307	False	NO_GO
BRD-K48935217	epothilone	TUBB	Microtubule inhibitor	1	gse111972_ms_wm_full_top150	39	1.0	3.210923676905257	1											NO_GO	oncology/cell-cycle/stress target TUBB	3.116629982585241	False	NO_GO
BRD-A19500257	geldanamycin	HSP90AA1	HSP inhibitor	1	mif_cd74_receptor_state	40	8.83733908701768e-06	12.236705548981242	1			29.0	8.11131886327998e-06	12.04076155157386			0.0	12.04076155157386	target_opposite_hit_absent_from_generic_top50	NO_GO	oncology/cell-cycle/stress target HSP90AA1	3.6876645097637173	False	NO_GO
BRD-A09828896	SKF-81297	DRD1	Dopamine receptor agonist	1	gse111972_ms_wm_full_top150	40	1.0	3.290981219039527	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.1173254038711673	False	NO_GO
BRD-K71430621	clobenpropit	HRH3	Histamine receptor antagonist	1	ifn_lysosomal_apc_state	42	0.0005871982494016	8.601527641099688	1					0.0	14.0	2.15740486115298e-06	13.730241560332695	-13.730241560332695	generic_ifn_reversal_at_least_as_strong	PARK_REVIEW	non-obvious target requires prior-art and safety review	3.5145755892879915	False	NO_GO
BRD-K85402309	dovitinib	EGFR	EGFR inhibitor	1	gse111972_ms_wm_full_top150	43	1.0	2.9961115236899127	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.046557974989275	False	NO_GO
BRD-K08316444	rotenone	ND1	Mitochondrial complex I inhibitor	1	mif_cd74_receptor_state	44	0.0002426697405796	10.113180817307558	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.564887772222033	False	NO_GO
BRD-K37865504	LY-2183240	FAAH	FAAH inhibitor	1	mif_cd74_receptor_state	45	0.0002426697405796	9.832139601459511	1			19.0	4.02605924679944e-07	16.384458896893634			0.0	16.384458896893634	target_opposite_hit_absent_from_generic_top50	PARK_REVIEW	non-obvious target requires prior-art and safety review	3.542648036244662	False	NO_GO
BRD-K49865102	PD-0325901	MAP2K1	MEK inhibitor	1	gse111972_ms_wm_full_top150	45	1.0	3.014990717673959	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.02928597940513	False	NO_GO
BRD-K73290745	ICI-199441	OPRK1	Opioid receptor agonist	1	mif_cd74_receptor_state	46	0.0002426697405796	10.12646901358551	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.5454580381303242	False	NO_GO
BRD-K54256913	MK-1775	WEE1	WEE1 kinase inhibitor	1	gse111972_ms_wm_full_top150	50	1.0	3.20450167134544	1											PARK_REVIEW	non-obvious target requires prior-art and safety review	3.0057605024315266	False	NO_GO
BRD-K05197617	BRD-K05197617			2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	1	2.85209566712362e-08	19.461953479995746	2											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	6.279186430125714	False	PARK_UNKNOWN_ONLY
BRD-A20131130	BRD-A20131130			2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	3	3.08543314439944e-07	16.972606567312337	2			14.0	4.02605924679944e-07	15.869414075873902			0.0	15.869414075873902	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	6.199748544195767	False	PARK_UNKNOWN_ONLY
BRD-K53561341	KIN-001-220			2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	11	8.83733908701768e-06	12.2705567486579	2			30.0	8.11131886327998e-06	12.05804225221134			0.0	12.05804225221134	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	5.978864268300309	False	PARK_UNKNOWN_ONLY
BRD-K92301463	BRD-K92301463			2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	14	8.92001488176717e-06	13.109317894857178	2			6.0	1.76565345626072e-08	19.253125522260586			0.0	19.253125522260586	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	5.9775800950305635	False	PARK_UNKNOWN_ONLY
BRD-K35024477	BRD-K35024477			2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	18	8.83733908701768e-06	12.824656850591712	2			11.0	4.02605924679944e-07	15.6781536503504			0.0	15.6781536503504	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	5.928045753519664	False	PARK_UNKNOWN_ONLY
BRD-K33583600	BRD-K33583600			2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	23	8.83733908701768e-06	13.346524291237044	2			5.0	5.809771525448331e-10	23.215496126639767			0.0	23.215496126639767	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	5.895368181230982	False	PARK_UNKNOWN_ONLY
BRD-U33728988	QL-X-138			1	mif_cd74_receptor_state	1	3.08543314439944e-07	16.845859883731617	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.216493184104822	False	PARK_UNKNOWN_ONLY
BRD-K94353609	fluocinolone			1	gse111972_ms_wm_full_top150	1	0.566910809286373	7.492613130981653	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.864633309080497	False	PARK_UNKNOWN_ONLY
BRD-K05153001	BRD-K05153001			1	mif_cd74_receptor_state	6	3.22959318770476e-07	17.020802134374406	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.170980023100146	False	PARK_UNKNOWN_ONLY
BRD-A26595446	BRD-A26595446			1	ifn_lysosomal_apc_state	6	4.71443193564889e-06	13.819174896091129	1					0.0	25.0	2.15740486115298e-06	13.6486276170124	-13.6486276170124	generic_ifn_reversal_at_least_as_strong	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.080482113315163	False	PARK_UNKNOWN_ONLY
BRD-K81142122	STK-249718			1	gse111972_ms_wm_full_top150	7	0.844712216679552	4.684185153620095	3											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.6006340532675907	False	PARK_UNKNOWN_ONLY
BRD-A36275421	BRD-A36275421			1	mif_cd74_receptor_state	8	8.83733908701768e-06	13.230134814124764	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.041564269639667	False	PARK_UNKNOWN_ONLY
BRD-K43637719	KU-C104141			1	gse111972_ms_wm_full_top150	8	0.879621510318152	4.703804360071263	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.5924492503324528	False	PARK_UNKNOWN_ONLY
BRD-K39345836	BRD-K39345836			1	ifn_lysosomal_apc_state	10	4.71443193564889e-06	14.390388546436828	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.058072520225374	False	PARK_UNKNOWN_ONLY
BRD-K07005393	BRD-K07005393			1	mif_cd74_receptor_state	10	8.83733908701768e-06	13.053426287481226	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.015724521056721	False	PARK_UNKNOWN_ONLY
BRD-A18411371	BRD-A18411371			1	mif_cd74_receptor_state	13	8.83733908701768e-06	13.499473221234853	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	4.000316821711708	False	PARK_UNKNOWN_ONLY
BRD-K30697463	BRD-K30697463			1	gse111972_ms_wm_full_top150	13	0.805603902146875	5.146876653537675	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.5815437603757108	False	PARK_UNKNOWN_ONLY
BRD-K30468800	BRD-K30468800			1	ifn_lysosomal_apc_state	15	5.87567820342275e-05	10.855979967315806	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8856690332430377	False	PARK_UNKNOWN_ONLY
BRD-K51556300	BRD-K51556300			1	mif_cd74_receptor_state	17	9.07597147335517e-06	11.859543436485025	1	1.0	gse111972_ms_wm_full_top150									PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.9040679700710896	True	PARK_UNKNOWN_ONLY
BRD-K56287385	ST-001903			1	gse111972_ms_wm_full_top150	17	1.0	3.4813378860617656	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.3717461763813237	False	PARK_UNKNOWN_ONLY
BRD-A37735495	BRD-A37735495			1	mif_cd74_receptor_state	18	8.83733908701768e-06	12.885656315601116	1			22.0	8.29616302467671e-06	12.615870959453028			0.0	12.615870959453028	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.9301065437239346	False	PARK_UNKNOWN_ONLY
BRD-K88429204	pyrimethamine			1	gse111972_ms_wm_full_top150	18	1.0	3.875496799881182	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.408327382614573	False	PARK_UNKNOWN_ONLY
BRD-K52219182	ICI-63197			1	ifn_lysosomal_apc_state	19	5.87567820342275e-05	12.060641024749144	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.891370391229743	False	PARK_UNKNOWN_ONLY
BRD-K50204028	BRD-K50204028			1	ifn_lysosomal_apc_state	22	5.87567820342275e-05	10.707519840654928	1			18.0	4.02605924679944e-07	15.006588596511758			0.0	15.006588596511758	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.809688887801642	False	PARK_UNKNOWN_ONLY
BRD-K05979026	BRD-K05979026			1	gse111972_ms_wm_full_top150	22	1.0	3.6878730755483815	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.346775965652331	False	PARK_UNKNOWN_ONLY
BRD-K69516039	BRD-K69516039			1	mif_cd74_receptor_state	23	8.83733908701768e-06	13.049837235872364	1			23.0	8.19840637673327e-06	12.771228213212703			0.0	12.771228213212703	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8856050949690655	False	PARK_UNKNOWN_ONLY
BRD-K83643280	BG-FA-0953			1	gse111972_ms_wm_full_top150	23	1.0	4.250938051917775	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.3984847761253665	False	PARK_UNKNOWN_ONLY
BRD-K15025317	BAY-11-7082			1	mif_cd74_receptor_state	24	8.83733908701768e-06	13.128937812776554	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.878229591229613	False	PARK_UNKNOWN_ONLY
BRD-K05562558	BRD-K05562558			1	ifn_lysosomal_apc_state	24	5.87567820342275e-05	11.590946164451555	2											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8241188887011672	False	PARK_UNKNOWN_ONLY
BRD-K72381041	BRD-K72381041			1	gse111972_ms_wm_full_top150	24	1.0	3.947999512621361	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.3563770903841577	False	PARK_UNKNOWN_ONLY
BRD-K72864428	BRD-K72864428			1	ifn_lysosomal_apc_state	25	3.07544512029992e-05	13.371809411005424	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.876190177946067	False	PARK_UNKNOWN_ONLY
BRD-A72180425	K784-3188			1	mif_cd74_receptor_state	26	8.83733908701768e-06	13.472385956940853	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8694445160030115	False	PARK_UNKNOWN_ONLY
BRD-K28040935	BRD-K28040935			1	mif_cd74_receptor_state	27	8.83733908701768e-06	12.67213517355033	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8328497968854043	False	PARK_UNKNOWN_ONLY
BRD-K05396879	BRD-K05396879			1	ifn_lysosomal_apc_state	27	5.87567820342275e-05	11.04831775592356	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.7732961563073326	False	PARK_UNKNOWN_ONLY
BRD-A14985772	L-ascorbyl-6-palmitate			1	gse111972_ms_wm_full_top150	27	1.0	3.4951130708215055	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.2734612302217627	False	PARK_UNKNOWN_ONLY
BRD-K60870698	BRD-K60870698			1	mif_cd74_receptor_state	28	8.83733908701768e-06	13.678191672929724	1			27.0	8.11131886327998e-06	13.437059290176718			0.0	13.437059290176718	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8560286852218733	False	PARK_UNKNOWN_ONLY
