gene	gate	passed	wave62_call
HINT1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
HINT1	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
HINT1	module_link	True	NO_GO_WAVE62_TARGET_RESOLUTION
HINT1	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
HINT1	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
HINT1	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGAX	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
MTX1	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
SLC12A5	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PLAU	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	ms_relevant_qtl_h4_ge_0_8	True	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	druggable_or_modality	False	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
GAL	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ICAM5	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
LNPEP	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
LAMB1	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
F13B	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	druggable_or_modality	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
IL1F10	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
IL10RB	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	ms_relevant_qtl_h4_ge_0_8	True	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
DHCR7	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	module_link	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ITGB8	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	module_link	True	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	druggable_or_modality	False	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
NUP205	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ORMDL3	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ARFRP1	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
KCP	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CDHR5	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	module_link	True	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
BCL11A	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	ms_relevant_qtl_h4_ge_0_8	True	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
GPR25	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	druggable_or_modality	False	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
DPEP2	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
SGF29	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CCL7	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	module_link	True	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	druggable_or_modality	False	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
GORASP2	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
TOP3A	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ELP6	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	module_link	True	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
NLRC5	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PIM3	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
ALDH2	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
HSPA6	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
RAB2A	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	qtl_coloc_multiple_diseases	True	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CEP72	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
CDKN1B	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PEPD	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
TREH	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
PHF19	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	ms_l2g_ge_0_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	ms_relevant_qtl_h4_ge_0_8	False	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	cross_disease_l2g_ge_4_or_supporting_ge_5	False	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	qtl_coloc_multiple_diseases	False	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	module_link	False	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	druggable_or_modality	True	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	no_manual_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
LCE3D	no_prior_context_blocker	True	NO_GO_WAVE62_TARGET_RESOLUTION
