analysis	dataset_path	disease_name	compartment	role	module	module_class	n_genes_present	genes_present	mean_effect	median_effect	combined_z	combined_p	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.011438658676733956	0.0223444350653974	0.38609275992736275	0.6994279716716544	0.752325885495561	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.601942994619729	0.601942994619729	1.158953484498781	0.24647514597878117	0.3544811088234156	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.29383828047870886	0.11554571283699881	0.5102354376792778	0.6098865278849033	0.6880359287822011	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.6731743726654338	0.6731743726654338	1.1715829862342448	0.24136452213284187	0.3544811088234156	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	lymphoid_trafficking_response	receptor_response	8	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183;LTA;LTB	0.8614916703072111	0.4339638738270031	1.6690200535544668	0.09511340563430085	0.18446236244228043	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	myeloid_apc_migration_response	receptor_response	6	CCL19;CCR7;CD83;GPR183;ITGAX;LAMP3	0.017731347614062212	0.1126576543005373	0.780635578269882	0.4350168601501796	0.5253033782945565	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.45760872712726547	0.3177006463684801	1.9908316343950014	0.04649940025580644	0.1062843434418433	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.2042345466763171	1.425239357281865	2.5747642635257235	0.010030842691249391	0.03209869661199805	True	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.41955741977329397	0.5666567861023593	1.1398266885794526	0.25435851249659003	0.36175432888403913	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.616065757268379	0.616065757268379	1.1603097654199042	0.24592271000783317	0.3544811088234156	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.3791479341962611	0.3791479341962611	0.7596921301124911	0.44743863403135664	0.5352536930468565	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	lymphoid_trafficking_response	receptor_response	3	GPR183;LTA;LTB	0.4780902242404443	0.3791479341962611	1.2168930162227023	0.22364492311887996	0.3367829430496075	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	myeloid_apc_migration_response	receptor_response	4	CD83;GPR183;ITGAX;LAMP3	-0.3730296461349243	-0.33930077128757563	-1.889912098409999	0.05876971720779052	0.12969868625167563	False	True	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	1.2368234242897058	0.7558056118653051	3.430218080411747	0.0006030963195862105	0.002969089573347498	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	generic_inflammation_comparator	specificity_comparator	8	CCL2;CCL3;CCL4;CXCL8;IL1B;NFKBIA;TNF;TNFAIP3	0.765443146360715	0.6593812330713479	2.3192379904120726	0.02038213561455784	0.05790599891922471	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	1.8868401567597404	3.3013412021683046	3.8680207700743825	0.00010972232103967869	0.0007802476162821596	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.06017636325505206	-0.023595079260831403	0.09970916603406194	0.9205752233676625	0.9502711983150065	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	gpr183_receptor_anchor	receptor_anchor	1	GPR183	1.0385480940916807	1.0385480940916807	1.659912267718123	0.09693210316192737	0.18518371947353288	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	lymphoid_trafficking_response	receptor_response	5	CCL19;CCR7;CXCL13;GPR183;LTB	2.3213772661445233	1.3454575559629285	4.210252440720472	2.550855015560786e-05	0.00029682676544707327	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	myeloid_apc_migration_response	receptor_response	8	CCL17;CCL19;CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	2.466632101351478	2.8882883070961625	5.6135217926008885	1.9824962091908655e-08	8.458650492547693e-07	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	1.0617559033015507	0.954651925167818	4.2333466072316135	2.302392403417607e-05	0.0002947062276374537	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.6406067611682977	2.3614523373868455	4.143446362767918	3.4212511742803187e-05	0.00036493345858990066	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	-0.011053354477186595	-0.0051571256337741	0.05470139459457668	0.9563763583023386	0.9715569354182487	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.8915592200119526	0.8915592200119526	1.70727592864502	0.08777077802956	0.17972028673773102	True	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.019006504747335437	0.012547666694758153	0.07309409835511627	0.9417312379281083	0.9643327876383829	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.4366689388990394	0.4366689388990394	0.81806817343002	0.4133182608369611	0.5062910712032337	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	lymphoid_trafficking_response	receptor_response	7	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183;LTB	0.9797626305949819	0.4366689388990394	1.1850640311572584	0.2359921311252784	0.3512441021399492	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	myeloid_apc_migration_response	receptor_response	6	CCL19;CCR7;CD83;GPR183;ITGAX;LAMP3	0.5130185044965384	0.4059551471372733	0.8792089998852407	0.3792879655464305	0.4806817781182486	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	-0.2860837014958044	-0.04205855161631521	-1.0851447456029635	0.27785755199891404	0.3908326006138571	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.8598656130854461	0.7289994899477309	3.460067667998492	0.0005400396589291428	0.002765003053717211	True	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	-0.1790350494404644	0.036503316087141	-1.3819893899746323	0.16697495890984293	0.28679390401377985	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.28621966983641256	0.29444063804472026	1.3197248238443438	0.18692690886041696	0.3051782166440654	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	-0.6470595637869949	-0.6470595637869949	-0.94529430874454	0.3445086431728491	0.44997047271555807	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	lymphoid_trafficking_response	receptor_response	6	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183	0.00246680875362702	0.06960164650563429	0.23309177861598757	0.8156901388113241	0.8505557306734908	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	myeloid_apc_migration_response	receptor_response	8	CCL17;CCL19;CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	0.17530876637701656	0.19717343414047925	1.3785183603448192	0.16804330313307414	0.28679390401377985	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ifn_apc_comparator	specificity_comparator	7	CD74;CXCL10;GBP1;IFI30;IRF1;ISG15;STAT1	1.346213068573638	1.7050972084118987	2.7823964568687445	0.005395908015962229	0.019018862525400134	True	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	generic_inflammation_comparator	specificity_comparator	6	CCL2;CXCL8;IL1B;IL6;NFKBIA;TNFAIP3	-0.42083239831692043	-0.1399043207573136	-1.2976850657130847	0.19439557757426273	0.30764360514600786	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	apc_lysosome_comparator	specificity_comparator	5	CD74;CTSS;IFI30;LAMP1;LAMP2	0.5253855875849288	0.3597710127934822	1.5385362677553736	0.12391754789113522	0.22987603087051173	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	-0.1665030857442698	-0.1665030857442698	-0.9376896576524587	0.34840392036262424	0.45046163440824144	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	-0.013294453612385702	0.25404917360500473	0.49084997548457254	0.6235325604588697	0.6880359287822011	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	gpr183_receptor_anchor	receptor_anchor	1	GPR183	-1.2498901037911736	-1.2498901037911736	-1.96332688026302	0.04960820400152706	0.11140087916132392	False	True	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	lymphoid_trafficking_response	receptor_response	6	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183	-0.27439277131225565	-0.8286096170841812	-0.49271115685328415	0.6222166932721391	0.6880359287822011	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	myeloid_apc_migration_response	receptor_response	8	CCL17;CCL19;CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	0.030975258602004146	-0.0532629088941565	-0.3442174410358209	0.7306827668035591	0.7793949512571298	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ifn_apc_comparator	specificity_comparator	7	CD74;CXCL10;GBP1;IFI30;IRF1;ISG15;STAT1	1.3331344813298849	1.2590341051800884	3.851735121512348	0.00011728384610508923	0.0007901227527079695	True	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	generic_inflammation_comparator	specificity_comparator	6	CCL2;CXCL8;IL1B;IL6;NFKBIA;TNFAIP3	-1.1892787782973235	-1.0639722394712328	-2.7763298660874525	0.005497639948748476	0.019018862525400134	False	True	False	True
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	apc_lysosome_comparator	specificity_comparator	5	CD74;CTSS;IFI30;LAMP1;LAMP2	0.3210472040264178	0.315190222693448	2.311414544150069	0.02080996836159638	0.05790599891922471	True	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.761180218263811	0.761180218263811	0.8145727840284392	0.4153168943464026	0.5062910712032337	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	-0.10382131438222414	-0.4762719289126607	-1.5300625562074281	0.12600124540748392	0.22992710835486568	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	-0.0164242098812343	-0.0164242098812343	-0.024082790060047814	0.9807865708845726	0.9807865708845726	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	lymphoid_trafficking_response	receptor_response	6	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183	0.39061706129643875	0.25012141089511825	0.24950880335208722	0.8029672321087424	0.8494198819001573	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	myeloid_apc_migration_response	receptor_response	8	CCL17;CCL19;CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	0.3642325934719183	0.1078282641405262	0.8666013696583518	0.3861604628194092	0.48459352196945465	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ifn_apc_comparator	specificity_comparator	7	CD74;CXCL10;GBP1;IFI30;IRF1;ISG15;STAT1	0.7587120411563969	0.8689731828034368	2.652805094076002	0.007982595020504843	0.0261992862211441	True	False	True	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	generic_inflammation_comparator	specificity_comparator	6	CCL2;CXCL8;IL1B;IL6;NFKBIA;TNFAIP3	-0.43697246443723836	-0.8029192560323923	-1.770644977897168	0.07661975751179334	0.1634554826918258	False	True	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	apc_lysosome_comparator	specificity_comparator	5	CD74;CTSS;IFI30;LAMP1;LAMP2	0.1408458203339716	0.2498843889811599	1.5990550644228858	0.10980836800015727	0.20669810447088427	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.2538290332116675	0.2538290332116675	1.3405398640137558	0.18006989315840516	0.30327560952994553	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	-0.5391453845917977	-0.6204237564831572	-1.2342254754873325	0.2171188970040956	0.3345136140547022	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.2633994006448397	0.2633994006448397	1.0419099123665247	0.2974534480328356	0.4093982940666984	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	lymphoid_trafficking_response	receptor_response	8	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183;LTA;LTB	0.7796797951445484	0.8376171520700522	2.948881546254516	0.0031892619029491765	0.01237047041143923	True	False	True	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	myeloid_apc_migration_response	receptor_response	8	CCL17;CCL19;CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	0.6634828174374192	0.44669343441031817	2.0751520176456304	0.03797244801592884	0.09000876566738689	True	False	True	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.5642974540017329	0.39052764979607124	3.2392943516844577	0.00119825841594616	0.0052888647324520165	True	False	True	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.21415722980110685	0.2060475381910755	1.7951896840287789	0.07262348351336731	0.15755603202900026	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.11834423411626643	0.1387204107981947	2.1673984496850647	0.030204485385193703	0.07732348258609588	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.4584541678418983	0.4584541678418983	0.6256668848938608	0.5315334581473126	0.6185116603896	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	-0.20888904304254252	-0.15681575912154638	-0.8491404428595515	0.3958031485946921	0.4918718739817533	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.5942491932699276	0.5942491932699276	2.019360384068018	0.043449775949122874	0.10111947857250414	True	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	lymphoid_trafficking_response	receptor_response	8	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183;LTA;LTB	0.549897549796837	0.5147054229811046	4.010326484483749	6.0634846494905525e-05	0.0005656593188713541	True	False	True	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	myeloid_apc_migration_response	receptor_response	8	CCL17;CCL19;CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	0.24571213676642156	0.25494246212955324	2.518938900213315	0.011770908046004789	0.03674820072899056	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.6446888152896734	0.5339698202535995	3.908373359218311	9.291963282490897e-05	0.0006996301765640205	True	False	True	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.2521133755271658	0.3247157981742801	1.6969472915563681	0.08970662598610114	0.17972028673773102	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.733144775835781	0.8590443949871895	3.93953169815677	8.164081522493079e-05	0.0006531265217994463	True	False	True	False
