accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	gene	n_cells	mean_log_norm	detection_fraction
GSE227835	GSM7266251	H5	HC_5	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	NLRP3	2551	0.005416639385761723	0.00431203449627597
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNG	1637	0.0023748613598147178	0.002443494196701283
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNGR1	1637	0.16395908180867744	0.13500305436774587
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNGR2	1637	0.2409147832476663	0.20830788026878436
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	STAT1	1637	0.16914394485127585	0.14355528405620036
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IRF1	1637	0.7009787360705758	0.4538790470372633
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CXCL10	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CD74	1637	3.4184589640134417	0.8643860720830788
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DRA	1637	3.087325305711517	0.8393402565668907
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DRB1	1637	2.6047647094755693	0.8283445326817349
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DPA1	1637	2.177020301870551	0.8252901649358583
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DPB1	1637	2.408545800805019	0.8332315210751374
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CIITA	1637	0.41154668190236054	0.3286499694563225
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	RFX5	1637	0.08363836109820269	0.07880268784361637
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFI30	1637	0.09657488758781005	0.08918753817959682
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSS	1637	0.9563055428412897	0.6255345143555284
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSB	1637	0.06058116421950031	0.06414172266340867
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSD	1637	0.10912790151725983	0.08063530849114234
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LAMP1	1637	0.20975547657554733	0.1795968234575443
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LAMP2	1637	0.13423053442375937	0.11362248014660965
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LIPA	1637	0.16745611999773294	0.13500305436774587
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ACSL1	1637	0.014676578975553984	0.013439218081857055
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	APOE	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	GPNMB	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LPL	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	PLIN2	1637	0.050841554990248776	0.04948075748320098
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CD36	1637	0.11939322025439472	0.05864386072083079
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	FABP5	1637	0.04116599217157358	0.03909590714722053
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TREM2	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	MSR1	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	MERTK	1637	0.0007837184624622418	0.0012217470983506415
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	SLC15A4	1637	0.07719020178642809	0.07147220525351253
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TASL	1637	0.04253220212262945	0.03970678069639585
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CXorf21	1637	0.04253220212262945	0.03970678069639585
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IRF5	1637	0.02601290195179044	0.02748930971288943
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	GPR65	1637	0.12082199050510666	0.10507025045815516
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TNFAIP3	1637	0.1768526796276568	0.14844227244960292
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	PTPN2	1637	0.3795716497653421	0.31398900427611487
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CLEC16A	1637	0.04064600587473749	0.037874160048869884
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	SH2B3	1637	0.04311559217764098	0.03726328649969456
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IL10	1637	0.0006963931429145827	0.0006108735491753207
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	OSMR	1637	0.000701380926585445	0.0006108735491753207
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IL6R	1637	0.005973636066323748	0.00855222968845449
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ATG16L1	1637	0.027810828636241673	0.02626756261453879
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CARD9	1637	0.002550432138786712	0.002443494196701283
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	AXL	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CFB	1637	0.0003291314960472745	0.0006108735491753207
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CFH	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	P2RX7	1637	0.005890383615534555	0.006719609040928528
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	NLRP3	1637	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFNG	1450	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFNGR1	1450	0.4641539795850885	0.40827586206896554
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFNGR2	1450	0.3937010091748731	0.3662068965517241
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	STAT1	1450	0.36227057592622164	0.31517241379310346
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IRF1	1450	0.44831345765755093	0.36551724137931035
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CXCL10	1450	0.0015227735453638537	0.0020689655172413794
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CD74	1450	1.611473097266822	0.5972413793103448
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DRA	1450	1.6211319826800248	0.5924137931034483
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DRB1	1450	1.1987572850030044	0.5496551724137931
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DPA1	1450	0.8861644862027004	0.47793103448275864
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DPB1	1450	0.8692373731629602	0.4806896551724138
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CIITA	1450	0.2378927774470428	0.23655172413793105
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	RFX5	1450	0.05819229567873067	0.07517241379310345
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFI30	1450	1.3949709914881607	0.5937931034482758
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CTSS	1450	2.257523436381899	0.6124137931034482
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CTSB	1450	0.755044039508392	0.5241379310344828
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CTSD	1450	0.9972088026589361	0.5772413793103448
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LAMP1	1450	0.5183501411717514	0.42344827586206896
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LAMP2	1450	0.5203221180932275	0.43655172413793103
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LIPA	1450	0.22954401227934607	0.21310344827586206
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ACSL1	1450	0.2458885893739503	0.22620689655172413
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	APOE	1450	0.0008702955985891408	0.001379310344827586
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	GPNMB	1450	0.0064949100181974214	0.008275862068965517
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LPL	1450	0.005790073707185942	0.005517241379310344
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PLIN2	1450	0.16409737387607837	0.1813793103448276
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CD36	1450	1.0178613581739624	0.5896551724137931
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	FABP5	1450	0.07985967046227949	0.0910344827586207
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TREM2	1450	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	MSR1	1450	0.013535473038410318	0.01793103448275862
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	MERTK	1450	0.017932047268439985	0.02
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SLC15A4	1450	0.18599844258407067	0.1889655172413793
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TASL	1450	0.07246851847089571	0.08896551724137931
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CXorf21	1450	0.07246851847089571	0.08896551724137931
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IRF5	1450	0.1731164391287442	0.19379310344827586
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	GPR65	1450	0.16519643479380114	0.1793103448275862
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TNFAIP3	1450	0.32490191328114476	0.2751724137931034
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PTPN2	1450	0.4774107692364989	0.4089655172413793
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CLEC16A	1450	0.042426762272571694	0.05517241379310345
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SH2B3	1450	0.2885449704425088	0.28344827586206894
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL10	1450	0.0016183264913230107	0.0020689655172413794
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	OSMR	1450	0.0010481625384297865	0.0020689655172413794
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL6R	1450	0.34855468129289563	0.3179310344827586
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ATG16L1	1450	0.03873039829319921	0.05103448275862069
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CARD9	1450	0.066847559131425	0.08482758620689655
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	AXL	1450	0.000556174948297698	0.001379310344827586
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFB	1450	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFH	1450	0.0009362886280849062	0.001379310344827586
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	P2RX7	1450	0.1278212700424523	0.14482758620689656
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	NLRP3	1450	0.17837286127024685	0.18413793103448275
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFNG	1021	0.07427342263771902	0.061704211557296766
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFNGR1	1021	0.24155438013455077	0.1939275220372184
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFNGR2	1021	0.011730765356489774	0.012732615083251714
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	STAT1	1021	0.36076013412578334	0.2781586679725759
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IRF1	1021	0.8739478387281546	0.5514201762977473
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CXCL10	1021	0.0013803165409637362	0.0009794319294809011
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CD74	1021	1.1514983318461494	0.653281096963761
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	HLA-DRA	1021	0.4066086855737983	0.2615083251714006
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	HLA-DRB1	1021	0.6858724525579626	0.4240940254652302
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	HLA-DPA1	1021	0.6723540143623408	0.4603330068560235
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	HLA-DPB1	1021	0.9705316373580349	0.6082272282076395
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CIITA	1021	0.024621024829984062	0.022526934378060724
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	RFX5	1021	0.03948631004068223	0.03525954946131244
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFI30	1021	0.027663410819125572	0.025465230166503428
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CTSS	1021	0.6438880491852177	0.46131243878550443
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CTSB	1021	0.06409211005800268	0.05778648383937316
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CTSD	1021	0.4592247620794145	0.35063663075416257
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	LAMP1	1021	0.36536103901503486	0.2899118511263467
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	LAMP2	1021	0.2131381889807022	0.1762977473065622
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	LIPA	1021	0.1335378016302331	0.11459353574926542
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ACSL1	1021	0.013886237121118737	0.012732615083251714
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	APOE	1021	0.0018509738475638903	0.0019588638589618022
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	GPNMB	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	LPL	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	PLIN2	1021	0.16961590859612102	0.13712047012732614
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CD36	1021	0.061622124431649335	0.03721841332027424
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	FABP5	1021	0.09238514990110705	0.08129285014691479
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	TREM2	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	MSR1	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	MERTK	1021	0.0020652586752941044	0.0019588638589618022
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	SLC15A4	1021	0.20359410878259918	0.16748285994123407
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	TASL	1021	0.00504339751253866	0.005876591576885406
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CXorf21	1021	0.00504339751253866	0.005876591576885406
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IRF5	1021	0.00786978374148676	0.007835455435847209
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	GPR65	1021	0.6275571167293889	0.43780607247796277
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	TNFAIP3	1021	0.56855194864614	0.3868756121449559
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	PTPN2	1021	0.5781710011835313	0.42703232125367285
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CLEC16A	1021	0.03142474782922242	0.02840352595494613
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	SH2B3	1021	0.060880820793222844	0.05288932419196866
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IL10	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	OSMR	1021	0.0010546814799892565	0.0009794319294809011
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IL6R	1021	0.008707452182321426	0.011753183153770812
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ATG16L1	1021	0.08566901376735452	0.07443682664054849
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CARD9	1021	0.0012938520934042338	0.0009794319294809011
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	AXL	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CFB	1021	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	CFH	1021	0.010874005361121736	0.009794319294809012
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	P2RX7	1021	0.024761163639625303	0.02056807051909892
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	NLRP3	1021	0.0007395473446598483	0.0009794319294809011
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNG	53	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR1	53	0.16478336869545704	0.18867924528301888
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR2	53	0.09933879887158016	0.09433962264150944
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	STAT1	53	0.24860299870652972	0.18867924528301888
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF1	53	0.32911476886497354	0.22641509433962265
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	CXCL10	53	0.0	0.0
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	CD74	53	1.0688052604783256	0.3018867924528302
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRA	53	0.9240623408893369	0.3018867924528302
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRB1	53	0.7537822453480847	0.3018867924528302
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPA1	53	0.6839000144094791	0.3018867924528302
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPB1	53	0.6915622645953916	0.32075471698113206
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	CIITA	53	0.04668623658846009	0.05660377358490566
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	RFX5	53	0.03696089476909278	0.07547169811320754
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	IFI30	53	0.026391821649839293	0.05660377358490566
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSS	53	0.4595201757718932	0.2830188679245283
GSE227835	GSM7266252	H6	HC_6	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSB	53	0.24320656960865236	0.20754716981132076
