accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	gene	n_cells	mean_log_norm	detection_fraction
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	GPNMB	7447	0.00036935294348392866	0.00040284678393984153
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LPL	7447	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	PLIN2	7447	0.15225353071445327	0.13817644689136566
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CD36	7447	0.008648322895419377	0.007251242110917148
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	FABP5	7447	0.10434379646629875	0.09104337317040419
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	TREM2	7447	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	MSR1	7447	0.0	0.0
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	MERTK	7447	9.791122213440228e-05	0.0001342822613132805
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	SLC15A4	7447	0.02951125227334084	0.026856452262656105
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	TASL	7447	0.00242142284238228	0.00255136296495233
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CXorf21	7447	0.00242142284238228	0.00255136296495233
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IRF5	7447	0.001884379342240392	0.0017456693970726467
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	GPR65	7447	0.25973298889975655	0.20585470659325902
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	TNFAIP3	7447	0.8130594132105681	0.527057875654626
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	PTPN2	7447	0.35676154801233095	0.30092654760306164
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CLEC16A	7447	0.02634694280681377	0.0255136296495233
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	SH2B3	7447	0.02613432768032473	0.024573653820330336
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IL10	7447	0.0014770179086521006	0.0016113871357593661
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	OSMR	7447	0.0009931683204182685	0.001074258090506244
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IL6R	7447	0.11034776290999461	0.10124882503021351
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ATG16L1	7447	0.04771067197889198	0.04404458171075601
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CARD9	7447	0.001985527519989577	0.0016113871357593661
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	AXL	7447	0.0003391585126569227	0.000268564522626561
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CFB	7447	0.00042972661383731167	0.00040284678393984153
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CFH	7447	0.017674133127545996	0.01624815361890694
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	P2RX7	7447	0.009619676500130648	0.009534040553242917
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	NLRP3	7447	0.0033827358657951656	0.0032227742715187323
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNG	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNGR1	1004	0.18731582808898264	0.17231075697211157
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNGR2	1004	0.3858407767586024	0.3466135458167331
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	STAT1	1004	0.26997151249552154	0.2360557768924303
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IRF1	1004	0.8795085533919087	0.6075697211155379
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CXCL10	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CD74	1004	3.9195074862930404	0.9482071713147411
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DRA	1004	3.7076394960462333	0.9272908366533864
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DRB1	1004	2.3575638355724364	0.9093625498007968
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DPA1	1004	2.5179155782993097	0.9203187250996016
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DPB1	1004	2.8761047814709255	0.9272908366533864
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CIITA	1004	0.5660330431157374	0.47410358565737054
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	RFX5	1004	0.16609350957006097	0.17330677290836655
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFI30	1004	0.1917510125860275	0.17828685258964144
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSS	1004	1.1223976937126354	0.7619521912350598
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSB	1004	0.07119799512197297	0.07768924302788845
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSD	1004	0.12268992264076058	0.11155378486055777
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LAMP1	1004	0.2755975898696607	0.26095617529880477
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LAMP2	1004	0.12922251782569277	0.13147410358565736
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LIPA	1004	0.1729882105413186	0.1693227091633466
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ACSL1	1004	0.014541855311963663	0.014940239043824702
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	APOE	1004	0.0025043111457767712	0.00298804780876494
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	GPNMB	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LPL	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	PLIN2	1004	0.08514437106144855	0.08665338645418327
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CD36	1004	0.07248884751146058	0.037848605577689244
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	FABP5	1004	0.08848331334343944	0.08565737051792828
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TREM2	1004	0.0014749960120455678	0.00099601593625498
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	MSR1	1004	0.002144734015265309	0.00298804780876494
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	MERTK	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	SLC15A4	1004	0.09511015712621203	0.0946215139442231
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TASL	1004	0.044314908435145225	0.046812749003984064
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CXorf21	1004	0.044314908435145225	0.046812749003984064
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IRF5	1004	0.041665362646855206	0.043824701195219126
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	GPR65	1004	0.16468244060814619	0.1643426294820717
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TNFAIP3	1004	0.2692794458443425	0.2360557768924303
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	PTPN2	1004	0.4814666403657887	0.41932270916334663
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CLEC16A	1004	0.04863660325448352	0.04880478087649402
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	SH2B3	1004	0.07617710625745386	0.07569721115537849
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IL10	1004	0.000718577390173042	0.00099601593625498
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	OSMR	1004	0.0017823916507432186	0.00199203187250996
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IL6R	1004	0.019872371389333947	0.022908366533864542
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ATG16L1	1004	0.03409639265076573	0.03884462151394422
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CARD9	1004	0.0027044866961312007	0.00298804780876494
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	AXL	1004	0.0008906886515864338	0.00099601593625498
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CFB	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CFH	1004	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	P2RX7	1004	0.010790022067814709	0.01195219123505976
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	NLRP3	1004	0.0068404357509309075	0.0049800796812749
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFNG	1000	0.0006057071387767792	0.002
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFNGR1	1000	0.49565129047632217	0.503
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFNGR2	1000	0.7214096831977368	0.588
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	STAT1	1000	0.6465767493546009	0.529
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IRF1	1000	0.5939611205160618	0.453
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CXCL10	1000	0.0072902729511260984	0.004
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CD74	1000	2.1059362310767176	0.712
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DRA	1000	2.0469730516672136	0.716
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DRB1	1000	1.5393885851502418	0.677
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DPA1	1000	1.2801460336148738	0.65
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	HLA-DPB1	1000	1.287851619720459	0.678
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CIITA	1000	0.18776863706111907	0.234
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	RFX5	1000	0.06412049895524978	0.097
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IFI30	1000	1.9014438885450362	0.716
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CTSS	1000	2.6551448066234586	0.734
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CTSB	1000	0.896318054318428	0.644
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CTSD	1000	1.1063414884209632	0.673
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LAMP1	1000	0.5843260171115399	0.544
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LAMP2	1000	0.5186997714042664	0.514
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LIPA	1000	0.266914468228817	0.287
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ACSL1	1000	0.30083522415161135	0.318
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	APOE	1000	0.0004006081223487854	0.001
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	GPNMB	1000	0.005409820318222046	0.01
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	LPL	1000	0.012378929525613785	0.015
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PLIN2	1000	0.32715224295854567	0.366
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CD36	1000	0.972324232429266	0.645
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	FABP5	1000	0.11359949633479119	0.141
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TREM2	1000	0.001534046471118927	0.003
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	MSR1	1000	0.08498951044678688	0.109
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	MERTK	1000	0.031045937150716782	0.047
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SLC15A4	1000	0.11908137694001197	0.159
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TASL	1000	0.09833711549639702	0.135
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CXorf21	1000	0.09833711549639702	0.135
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IRF5	1000	0.13430328518152237	0.188
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	GPR65	1000	0.22256029853224754	0.248
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	TNFAIP3	1000	0.31361079853773116	0.301
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	PTPN2	1000	0.4718842711448669	0.485
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CLEC16A	1000	0.036437839448452	0.059
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	SH2B3	1000	0.4351018316149712	0.434
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL10	1000	0.006798225730657578	0.009
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	OSMR	1000	0.0	0.0
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	IL6R	1000	0.32703350672125814	0.372
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ATG16L1	1000	0.039603664457798005	0.063
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CARD9	1000	0.0967667039334774	0.131
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	AXL	1000	0.00205222687125206	0.004
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFB	1000	0.0009021864533424377	0.001
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	CFH	1000	0.0023269883990287782	0.004
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	P2RX7	1000	0.10325274759531021	0.139
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	NLRP3	1000	0.38158377569913865	0.4
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFNG	984	0.03827943240966254	0.036585365853658534
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFNGR1	984	0.39130515792990117	0.3160569105691057
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IFNGR2	984	0.008589359257763964	0.012195121951219513
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	STAT1	984	0.37948808370809245	0.31808943089430897
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	IRF1	984	1.264473631251149	0.7550813008130082
