route	direction	source	query	status	count	raw_path	url
TAM_receptor_inhibition	inhibition	EuropePMC	(AXL inhibitor OR MERTK inhibitor OR bemcentinib) AND (autoimmune OR inflammatory disease)	200	15592	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__TAM_receptor_inhibition__AXL_inhibitor_OR_MERTK_inhibitor_OR_bemcentinib_AND_autoimmune_OR_inflammatory_disease.json	https://europepmc.org/search?query=%28AXL+inhibitor+OR+MERTK+inhibitor+OR+bemcentinib%29+AND+%28autoimmune+OR+inflammatory+disease%29
TAM_receptor_inhibition	inhibition	ClinicalTrials.gov	AXL inhibitor	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TAM_receptor_inhibition__AXL_inhibitor.json	https://clinicaltrials.gov/search?term=AXL+inhibitor
TAM_receptor_inhibition	inhibition	ClinicalTrials.gov	MERTK inhibitor	200	3	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TAM_receptor_inhibition__MERTK_inhibitor.json	https://clinicaltrials.gov/search?term=MERTK+inhibitor
TAM_receptor_inhibition	inhibition	ClinicalTrials.gov	bemcentinib autoimmune	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TAM_receptor_inhibition__bemcentinib_autoimmune.json	https://clinicaltrials.gov/search?term=bemcentinib+autoimmune
TREM2_agonism	agonism	PubMed	"(TREM2 AND (agonist OR ""agonistic antibody"" OR activation) AND (""multiple sclerosis"" OR EAE OR autoimmune OR remyelination OR microglia))"	200	930	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__TREM2_agonism__TREM2_AND_agonist_OR_agonistic_antibody_OR_activation_AND_multiple_sclerosis_OR_EAE_OR_aut.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28TREM2+AND+%28agonist+OR+%22agonistic+antibody%22+OR+activation%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+autoimmune+OR+remyelination+OR+microglia%29%29
TREM2_agonism	agonism	PubMed	"(TREM2 AND (""multiple sclerosis"" OR EAE OR remyelination) AND (microglia OR macrophage OR lipid))"	200	97	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__TREM2_agonism__TREM2_AND_multiple_sclerosis_OR_EAE_OR_remyelination_AND_microglia_OR_macrophage_OR_lipid.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28TREM2+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+remyelination%29+AND+%28microglia+OR+macrophage+OR+lipid%29%29
TREM2_agonism	agonism	EuropePMC	TREM2 agonist antibody autoimmune microglia	200	375	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__TREM2_agonism__TREM2_agonist_antibody_autoimmune_microglia.json	https://europepmc.org/search?query=TREM2+agonist+antibody+autoimmune+microglia
TREM2_agonism	agonism	EuropePMC	TREM2 multiple sclerosis remyelination microglia lipid	200	529	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__TREM2_agonism__TREM2_multiple_sclerosis_remyelination_microglia_lipid.json	https://europepmc.org/search?query=TREM2+multiple+sclerosis+remyelination+microglia+lipid
TREM2_agonism	agonism	ClinicalTrials.gov	TREM2 agonist	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TREM2_agonism__TREM2_agonist.json	https://clinicaltrials.gov/search?term=TREM2+agonist
TREM2_agonism	agonism	ClinicalTrials.gov	AL002	200	4	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TREM2_agonism__AL002.json	https://clinicaltrials.gov/search?term=AL002
TREM2_agonism	agonism	ClinicalTrials.gov	INVOKE-2	200	1	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TREM2_agonism__INVOKE_2.json	https://clinicaltrials.gov/search?term=INVOKE-2
TREM2_agonism	agonism	ClinicalTrials.gov	TREM2 antibody	200	5	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__TREM2_agonism__TREM2_antibody.json	https://clinicaltrials.gov/search?term=TREM2+antibody
LXR_ABCA1_activation	agonism	PubMed	"(""LXR agonist"" OR ""liver X receptor agonist"" OR T0901317 OR GW3965) AND (""experimental autoimmune encephalomyelitis"" OR ""multiple sclerosis"" OR autoimmune)"	200	24	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__LXR_ABCA1_activation__LXR_agonist_OR_liver_X_receptor_agonist_OR_T0901317_OR_GW3965_AND_experimental_autoimmune_.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28%22LXR+agonist%22+OR+%22liver+X+receptor+agonist%22+OR+T0901317+OR+GW3965%29+AND+%28%22experimental+autoimmune+encephalomyelitis%22+OR+%22multiple+sclerosis%22+OR+autoimmune%29
LXR_ABCA1_activation	agonism	PubMed	"(ABCA1 OR ABCG1) AND (microglia OR macrophage) AND (""multiple sclerosis"" OR EAE OR remyelination OR autoimmune)"	200	30	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__LXR_ABCA1_activation__ABCA1_OR_ABCG1_AND_microglia_OR_macrophage_AND_multiple_sclerosis_OR_EAE_OR_remyelination_.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28ABCA1+OR+ABCG1%29+AND+%28microglia+OR+macrophage%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+remyelination+OR+autoimmune%29
LXR_ABCA1_activation	agonism	EuropePMC	"""LXR agonist"" ""experimental autoimmune encephalomyelitis"""	200	98	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__LXR_ABCA1_activation__LXR_agonist_experimental_autoimmune_encephalomyelitis.json	https://europepmc.org/search?query=%22LXR+agonist%22+%22experimental+autoimmune+encephalomyelitis%22
LXR_ABCA1_activation	agonism	EuropePMC	(ABCA1 OR ABCG1) microglia multiple sclerosis remyelination	200	235	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__LXR_ABCA1_activation__ABCA1_OR_ABCG1_microglia_multiple_sclerosis_remyelination.json	https://europepmc.org/search?query=%28ABCA1+OR+ABCG1%29+microglia+multiple+sclerosis+remyelination
LXR_ABCA1_activation	agonism	ClinicalTrials.gov	LXR agonist autoimmune	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__LXR_ABCA1_activation__LXR_agonist_autoimmune.json	https://clinicaltrials.gov/search?term=LXR+agonist+autoimmune
LXR_ABCA1_activation	agonism	ClinicalTrials.gov	LXR-623	200	3	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__LXR_ABCA1_activation__LXR_623.json	https://clinicaltrials.gov/search?term=LXR-623
LXR_ABCA1_activation	agonism	ClinicalTrials.gov	ABCA1 multiple sclerosis	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__LXR_ABCA1_activation__ABCA1_multiple_sclerosis.json	https://clinicaltrials.gov/search?term=ABCA1+multiple+sclerosis
PPAR_retinoid_modulation	agonism_or_modulation	PubMed	"(""PPAR gamma"" OR pioglitazone OR rosiglitazone) AND (""multiple sclerosis"" OR EAE OR autoimmune OR ulcerative colitis OR Crohn)"	200	611	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__PPAR_retinoid_modulation__PPAR_gamma_OR_pioglitazone_OR_rosiglitazone_AND_multiple_sclerosis_OR_EAE_OR_autoimmune_OR.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28%22PPAR+gamma%22+OR+pioglitazone+OR+rosiglitazone%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+autoimmune+OR+ulcerative+colitis+OR+Crohn%29
PPAR_retinoid_modulation	agonism_or_modulation	PubMed	"(retinoid OR ""retinoic acid"" OR bexarotene OR ""RXR agonist"") AND (""multiple sclerosis"" OR EAE OR autoimmune OR Treg)"	200	2148	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__PPAR_retinoid_modulation__retinoid_OR_retinoic_acid_OR_bexarotene_OR_RXR_agonist_AND_multiple_sclerosis_OR_EAE_OR_au.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28retinoid+OR+%22retinoic+acid%22+OR+bexarotene+OR+%22RXR+agonist%22%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+autoimmune+OR+Treg%29
PPAR_retinoid_modulation	agonism_or_modulation	EuropePMC	pioglitazone multiple sclerosis clinical trial	200	1270	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__PPAR_retinoid_modulation__pioglitazone_multiple_sclerosis_clinical_trial.json	https://europepmc.org/search?query=pioglitazone+multiple+sclerosis+clinical+trial
PPAR_retinoid_modulation	agonism_or_modulation	EuropePMC	retinoic acid autoimmune Treg multiple sclerosis EAE	200	1040	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__PPAR_retinoid_modulation__retinoic_acid_autoimmune_Treg_multiple_sclerosis_EAE.json	https://europepmc.org/search?query=retinoic+acid+autoimmune+Treg+multiple+sclerosis+EAE
PPAR_retinoid_modulation	agonism_or_modulation	ClinicalTrials.gov	pioglitazone multiple sclerosis	200	2	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__PPAR_retinoid_modulation__pioglitazone_multiple_sclerosis.json	https://clinicaltrials.gov/search?term=pioglitazone+multiple+sclerosis
PPAR_retinoid_modulation	agonism_or_modulation	ClinicalTrials.gov	PPAR gamma ulcerative colitis	200	2	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__PPAR_retinoid_modulation__PPAR_gamma_ulcerative_colitis.json	https://clinicaltrials.gov/search?term=PPAR+gamma+ulcerative+colitis
PPAR_retinoid_modulation	agonism_or_modulation	ClinicalTrials.gov	bexarotene multiple sclerosis	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__PPAR_retinoid_modulation__bexarotene_multiple_sclerosis.json	https://clinicaltrials.gov/search?term=bexarotene+multiple+sclerosis
GPNMB_modulation	agonism_or_inhibition_ambiguous	PubMed	"(GPNMB OR ""glycoprotein nonmetastatic melanoma protein B"") AND (""multiple sclerosis"" OR EAE OR autoimmune OR macrophage OR microglia)"	200	238	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__GPNMB_modulation__GPNMB_OR_glycoprotein_nonmetastatic_melanoma_protein_B_AND_multiple_sclerosis_OR_EAE_OR_au.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28GPNMB+OR+%22glycoprotein+nonmetastatic+melanoma+protein+B%22%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+autoimmune+OR+macrophage+OR+microglia%29
GPNMB_modulation	agonism_or_inhibition_ambiguous	PubMed	"(GPNMB OR ""glycoprotein nonmetastatic melanoma protein B"") AND (antibody OR inhibitor OR agonist OR ""antibody-drug conjugate"" OR glembatumumab)"	200	177	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__GPNMB_modulation__GPNMB_OR_glycoprotein_nonmetastatic_melanoma_protein_B_AND_antibody_OR_inhibitor_OR_agonis.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28GPNMB+OR+%22glycoprotein+nonmetastatic+melanoma+protein+B%22%29+AND+%28antibody+OR+inhibitor+OR+agonist+OR+%22antibody-drug+conjugate%22+OR+glembatumumab%29
GPNMB_modulation	agonism_or_inhibition_ambiguous	EuropePMC	GPNMB multiple sclerosis microglia	200	536	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__GPNMB_modulation__GPNMB_multiple_sclerosis_microglia.json	https://europepmc.org/search?query=GPNMB+multiple+sclerosis+microglia
GPNMB_modulation	agonism_or_inhibition_ambiguous	EuropePMC	GPNMB antibody drug conjugate glembatumumab	200	163	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__GPNMB_modulation__GPNMB_antibody_drug_conjugate_glembatumumab.json	https://europepmc.org/search?query=GPNMB+antibody+drug+conjugate+glembatumumab
GPNMB_modulation	agonism_or_inhibition_ambiguous	ClinicalTrials.gov	GPNMB	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__GPNMB_modulation__GPNMB.json	https://clinicaltrials.gov/search?term=GPNMB
GPNMB_modulation	agonism_or_inhibition_ambiguous	ClinicalTrials.gov	glembatumumab vedotin	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__GPNMB_modulation__glembatumumab_vedotin.json	https://clinicaltrials.gov/search?term=glembatumumab+vedotin
CD300_family_modulation	agonism_or_inhibition_ambiguous	PubMed	"(CD300A OR CD300F OR CD300LF OR CD300E OR ""CD300 family"") AND (autoimmune OR ""multiple sclerosis"" OR lupus OR colitis OR psoriasis OR rheumatoid)"	200	26	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__CD300_family_modulation__CD300A_OR_CD300F_OR_CD300LF_OR_CD300E_OR_CD300_family_AND_autoimmune_OR_multiple_sclerosis.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD300A+OR+CD300F+OR+CD300LF+OR+CD300E+OR+%22CD300+family%22%29+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+colitis+OR+psoriasis+OR+rheumatoid%29
CD300_family_modulation	agonism_or_inhibition_ambiguous	PubMed	(CD300A OR CD300F OR CD300LF) AND (agonist OR antibody OR phosphatidylserine OR ceramide OR efferocytosis OR macrophage)	200	145	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__CD300_family_modulation__CD300A_OR_CD300F_OR_CD300LF_AND_agonist_OR_antibody_OR_phosphatidylserine_OR_ceramide_OR_e.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD300A+OR+CD300F+OR+CD300LF%29+AND+%28agonist+OR+antibody+OR+phosphatidylserine+OR+ceramide+OR+efferocytosis+OR+macrophage%29
CD300_family_modulation	agonism_or_inhibition_ambiguous	EuropePMC	CD300F autoimmune efferocytosis macrophage	200	42	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__CD300_family_modulation__CD300F_autoimmune_efferocytosis_macrophage.json	https://europepmc.org/search?query=CD300F+autoimmune+efferocytosis+macrophage
CD300_family_modulation	agonism_or_inhibition_ambiguous	EuropePMC	CD300A CD300F antibody autoimmune disease	200	39	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__CD300_family_modulation__CD300A_CD300F_antibody_autoimmune_disease.json	https://europepmc.org/search?query=CD300A+CD300F+antibody+autoimmune+disease
CD300_family_modulation	agonism_or_inhibition_ambiguous	ClinicalTrials.gov	CD300 autoimmune	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__CD300_family_modulation__CD300_autoimmune.json	https://clinicaltrials.gov/search?term=CD300+autoimmune
CD300_family_modulation	agonism_or_inhibition_ambiguous	ClinicalTrials.gov	CD300F antibody	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__CD300_family_modulation__CD300F_antibody.json	https://clinicaltrials.gov/search?term=CD300F+antibody
CD300_family_modulation	agonism_or_inhibition_ambiguous	ClinicalTrials.gov	CD300A antibody	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__CD300_family_modulation__CD300A_antibody.json	https://clinicaltrials.gov/search?term=CD300A+antibody
LIPA_LAL_enhancement	enhancement_replacement	PubMed	"(""lysosomal acid lipase"" OR LIPA OR sebelipase) AND (""multiple sclerosis"" OR EAE OR remyelination OR autoimmune)"	200	24	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__LIPA_LAL_enhancement__lysosomal_acid_lipase_OR_LIPA_OR_sebelipase_AND_multiple_sclerosis_OR_EAE_OR_remyelination.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28%22lysosomal+acid+lipase%22+OR+LIPA+OR+sebelipase%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+remyelination+OR+autoimmune%29
LIPA_LAL_enhancement	enhancement_replacement	PubMed	"(""lysosomal acid lipase"" OR LIPA) AND (macrophage OR microglia OR efferocytosis OR inflammation)"	200	216	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__LIPA_LAL_enhancement__lysosomal_acid_lipase_OR_LIPA_AND_macrophage_OR_microglia_OR_efferocytosis_OR_inflammation.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28%22lysosomal+acid+lipase%22+OR+LIPA%29+AND+%28macrophage+OR+microglia+OR+efferocytosis+OR+inflammation%29
LIPA_LAL_enhancement	enhancement_replacement	EuropePMC	"""lysosomal acid lipase"" autoimmune"	200	443	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__LIPA_LAL_enhancement__lysosomal_acid_lipase_autoimmune.json	https://europepmc.org/search?query=%22lysosomal+acid+lipase%22+autoimmune
LIPA_LAL_enhancement	enhancement_replacement	EuropePMC	LIPA multiple sclerosis remyelination microglia	200	22	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__LIPA_LAL_enhancement__LIPA_multiple_sclerosis_remyelination_microglia.json	https://europepmc.org/search?query=LIPA+multiple+sclerosis+remyelination+microglia
LIPA_LAL_enhancement	enhancement_replacement	ClinicalTrials.gov	sebelipase alfa autoimmune	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__LIPA_LAL_enhancement__sebelipase_alfa_autoimmune.json	https://clinicaltrials.gov/search?term=sebelipase+alfa+autoimmune
LIPA_LAL_enhancement	enhancement_replacement	ClinicalTrials.gov	lysosomal acid lipase	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__LIPA_LAL_enhancement__lysosomal_acid_lipase.json	https://clinicaltrials.gov/search?term=lysosomal+acid+lipase
LIPA_LAL_enhancement	enhancement_replacement	ClinicalTrials.gov	LIPA	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__LIPA_LAL_enhancement__LIPA.json	https://clinicaltrials.gov/search?term=LIPA
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	PubMed	"(NPC1 OR NPC2 OR ""Niemann-Pick type C"" OR cyclodextrin) AND (autoimmune OR macrophage OR microglia OR ""multiple sclerosis"")"	200	858	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__NPC1_NPC2_cholesterol_egress__NPC1_OR_NPC2_OR_Niemann_Pick_type_C_OR_cyclodextrin_AND_autoimmune_OR_macrophage_OR_microg.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28NPC1+OR+NPC2+OR+%22Niemann-Pick+type+C%22+OR+cyclodextrin%29+AND+%28autoimmune+OR+macrophage+OR+microglia+OR+%22multiple+sclerosis%22%29
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	PubMed	"(""hydroxypropyl beta cyclodextrin"" OR HPBCD OR adrabetadex) AND (clinical trial OR CNS OR intrathecal OR ""Niemann-Pick"")"	200	311	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__NPC1_NPC2_cholesterol_egress__hydroxypropyl_beta_cyclodextrin_OR_HPBCD_OR_adrabetadex_AND_clinical_trial_OR_CNS_OR_intra.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28%22hydroxypropyl+beta+cyclodextrin%22+OR+HPBCD+OR+adrabetadex%29+AND+%28clinical+trial+OR+CNS+OR+intrathecal+OR+%22Niemann-Pick%22%29
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	EuropePMC	NPC1 NPC2 autoimmune macrophage	200	103	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__NPC1_NPC2_cholesterol_egress__NPC1_NPC2_autoimmune_macrophage.json	https://europepmc.org/search?query=NPC1+NPC2+autoimmune+macrophage
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	EuropePMC	hydroxypropyl beta cyclodextrin Niemann Pick clinical trial CNS	200	107	results_v3/wave32c_resolution_prior_art_audit/raw_api/europepmc__NPC1_NPC2_cholesterol_egress__hydroxypropyl_beta_cyclodextrin_Niemann_Pick_clinical_trial_CNS.json	https://europepmc.org/search?query=hydroxypropyl+beta+cyclodextrin+Niemann+Pick+clinical+trial+CNS
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	ClinicalTrials.gov	hydroxypropyl beta cyclodextrin Niemann-Pick	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__NPC1_NPC2_cholesterol_egress__hydroxypropyl_beta_cyclodextrin_Niemann_Pick.json	https://clinicaltrials.gov/search?term=hydroxypropyl+beta+cyclodextrin+Niemann-Pick
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	ClinicalTrials.gov	adrabetadex	200	8	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__NPC1_NPC2_cholesterol_egress__adrabetadex.json	https://clinicaltrials.gov/search?term=adrabetadex
NPC1_NPC2_cholesterol_egress	enhancement_functional_rescue	ClinicalTrials.gov	NPC1 autoimmune	200	0	results_v3/wave32c_resolution_prior_art_audit/raw_api/clinicaltrials__NPC1_NPC2_cholesterol_egress__NPC1_autoimmune.json	https://clinicaltrials.gov/search?term=NPC1+autoimmune
specialized_pro_resolving_mediator_FPR2_axis	agonism	PubMed	"(FPR2 OR ALX OR resolvin OR ""lipoxin A4"" OR annexin A1) AND (""multiple sclerosis"" OR EAE OR autoimmune OR colitis OR arthritis OR psoriasis)"	200	545	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubmed__specialized_pro_resolving_mediator_FPR2_axis__FPR2_OR_ALX_OR_resolvin_OR_lipoxin_A4_OR_annexin_A1_AND_multiple_sclerosis_OR_EAE_OR_autoi.json	https://pubmed.ncbi.nlm.nih.gov/?term=%28FPR2+OR+ALX+OR+resolvin+OR+%22lipoxin+A4%22+OR+annexin+A1%29+AND+%28%22multiple+sclerosis%22+OR+EAE+OR+autoimmune+OR+colitis+OR+arthritis+OR+psoriasis%29
