database	query	status	id	name	type	organism	url	raw_path
ChEMBL target	GAS6	200	CHEMBL4804247	Growth arrest-specific protein 6	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4804247/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__GAS6.json
ChEMBL target	GPNMB	200	CHEMBL3712919	Transmembrane glycoprotein NMB	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3712919/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__GPNMB.json
ChEMBL target	LIPA	200	CHEMBL4184	Lysosomal acid lipase/cholesteryl ester hydrolase	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4184/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__LIPA.json
ChEMBL target	LIPA	200	CHEMBL2352	Lysosomal acid lipase/cholesteryl ester hydrolase	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2352/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__LIPA.json
ChEMBL target	MERTK	200	CHEMBL5331	Tyrosine-protein kinase Mer	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL5331/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__MERTK.json
ChEMBL target	MERTK	200	CHEMBL4879469	Tyrosine-protein kinase Mer	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4879469/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__MERTK.json
ChEMBL target	MERTK	200	CHEMBL6066566	Tyrosine-protein kinase Mer/Tyrosine-protein kinase receptor UFO	PROTEIN FAMILY	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL6066566/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__MERTK.json
ChEMBL target	MERTK	200	CHEMBL3137284	MER intracellular domain/EGFR extracellular domain chimera	CHIMERIC PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3137284/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__MERTK.json
ChEMBL target	NPC1	200	CHEMBL1293277	NPC intracellular cholesterol transporter 1	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL1293277/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NPC1.json
ChEMBL target	NPC1	200	CHEMBL2321610	NPC intracellular cholesterol transporter 1	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2321610/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NPC1.json
ChEMBL target	NPC1	200	CHEMBL2027	NPC1-like intracellular cholesterol transporter 1	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2027/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NPC1.json
ChEMBL target	NPC1	200	CHEMBL5161	NPC1-like intracellular cholesterol transporter 1	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL5161/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NPC1.json
ChEMBL target	NPC1	200	CHEMBL1075296	NPC1-like intracellular cholesterol transporter 1	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL1075296/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NPC1.json
ChEMBL target	NR1H2	200	CHEMBL4093	Oxysterols receptor LXR-beta	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4093/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H2.json
ChEMBL target	NR1H2	200	CHEMBL2417346	Oxysterols receptor LXR-beta	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2417346/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H2.json
ChEMBL target	NR1H2	200	CHEMBL4105785	Oxysterols receptor LXR-beta	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4105785/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H2.json
ChEMBL target	NR1H2	200	CHEMBL3430878	Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-beta	PROTEIN COMPLEX	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3430878/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H2.json
ChEMBL target	NR1H2	200	CHEMBL3706564	Liver X receptor	PROTEIN FAMILY	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3706564/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H2.json
ChEMBL target	NR1H3	200	CHEMBL2808	Oxysterols receptor LXR-alpha	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2808/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H3.json
ChEMBL target	NR1H3	200	CHEMBL2189152	Oxysterols receptor LXR-alpha	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2189152/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H3.json
ChEMBL target	NR1H3	200	CHEMBL4523336	Oxysterols receptor LXR-alpha	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4523336/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H3.json
ChEMBL target	NR1H3	200	CHEMBL3706564	Liver X receptor	PROTEIN FAMILY	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3706564/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H3.json
ChEMBL target	NR1H3	200	CHEMBL3706565	Liver X receptor (LXR alpha AND LXR beta)	SELECTIVITY GROUP	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3706565/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__NR1H3.json
ChEMBL target	PPARA	200	CHEMBL1075150	Peroxisome proliferator activated receptor alpha	SINGLE PROTEIN	Mesocricetus auratus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL1075150/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARA.json
ChEMBL target	PPARA	200	CHEMBL2847	Peroxisome proliferator-activated receptor alpha	SINGLE PROTEIN	Canis lupus familiaris	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2847/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARA.json
ChEMBL target	PPARA	200	CHEMBL239	Peroxisome proliferator-activated receptor alpha	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL239/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARA.json
ChEMBL target	PPARA	200	CHEMBL2128	Peroxisome proliferator-activated receptor alpha	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2128/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARA.json
ChEMBL target	PPARA	200	CHEMBL2129	Peroxisome proliferator-activated receptor alpha	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2129/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARA.json
ChEMBL target	PPARG	200	CHEMBL235	Peroxisome proliferator-activated receptor gamma	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL235/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARG.json
ChEMBL target	PPARG	200	CHEMBL2459	Peroxisome proliferator-activated receptor gamma	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2459/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARG.json
ChEMBL target	PPARG	200	CHEMBL4797	Peroxisome proliferator-activated receptor gamma	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4797/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARG.json
ChEMBL target	PPARG	200	CHEMBL1932903	Peroxisome proliferator-activated receptor gamma	SINGLE PROTEIN	Canis familiaris	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL1932903/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARG.json
ChEMBL target	PPARG	200	CHEMBL2095163	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2	PROTEIN-PROTEIN INTERACTION	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2095163/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PPARG.json
ChEMBL target	PROS1	200	CHEMBL5498501	Vitamin K-dependent protein S	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL5498501/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__PROS1.json
ChEMBL target	RARA	200	CHEMBL2269	Retinoic acid receptor alpha	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2269/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARA.json
ChEMBL target	RARA	200	CHEMBL2055	Retinoic acid receptor alpha	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2055/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARA.json
ChEMBL target	RARA	200	CHEMBL2792	Retinoic acid receptor alpha	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2792/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARA.json
ChEMBL target	RARA	200	CHEMBL2363072	Retinoid X receptor gamma/retinoic acid receptor alpha	PROTEIN COMPLEX	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2363072/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARA.json
ChEMBL target	RARA	200	CHEMBL3430883	Retinoic acid receptor alpha/Retinoid X receptor alpha	PROTEIN COMPLEX	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3430883/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARA.json
ChEMBL target	RARG	200	CHEMBL2630	Retinoic acid receptor gamma	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2630/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARG.json
ChEMBL target	RARG	200	CHEMBL2003	Retinoic acid receptor gamma	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2003/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARG.json
ChEMBL target	RARG	200	CHEMBL4177	Retinoic acid receptor gamma	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4177/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARG.json
ChEMBL target	RARG	200	CHEMBL3885633	Retinoic acid receptor RXR-alpha/gamma	PROTEIN COMPLEX	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3885633/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARG.json
ChEMBL target	RARG	200	CHEMBL2363069	Retinoic acid receptor	PROTEIN FAMILY	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2363069/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RARG.json
ChEMBL target	RXRA	200	CHEMBL2061	Retinoic acid receptor RXR-alpha	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2061/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRA.json
ChEMBL target	RXRA	200	CHEMBL3084	Retinoic acid receptor RXR-alpha	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3084/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRA.json
ChEMBL target	RXRA	200	CHEMBL4431	Retinoic acid receptor RXR-alpha	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4431/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRA.json
ChEMBL target	RXRA	200	CHEMBL2111394	RXR alpha/PPAR gamma	PROTEIN COMPLEX	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2111394/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRA.json
ChEMBL target	RXRA	200	CHEMBL3430879	Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-alpha	PROTEIN COMPLEX	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL3430879/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRA.json
ChEMBL target	RXRB	200	CHEMBL1870	Retinoic acid receptor RXR-beta	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL1870/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRB.json
ChEMBL target	RXRB	200	CHEMBL4047	Retinoic acid receptor RXR-beta	SINGLE PROTEIN	Mus musculus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4047/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRB.json
ChEMBL target	RXRB	200	CHEMBL2805	Retinoic acid receptor RXR-beta	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2805/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRB.json
ChEMBL target	RXRB	200	CHEMBL2096	MHC class II	SINGLE PROTEIN	Rattus norvegicus	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2096/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRB.json
ChEMBL target	RXRB	200	CHEMBL2363070	Retinoid X receptor	PROTEIN FAMILY	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL2363070/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__RXRB.json
ChEMBL target	TREM2	200	CHEMBL6196124	Triggering receptor expressed on myeloid cells 2	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL6196124/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__TREM2.json
ChEMBL target	TYRO3	200	CHEMBL5314	Tyrosine-protein kinase receptor TYRO3	SINGLE PROTEIN	Homo sapiens	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL5314/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_target__TYRO3.json
ChEMBL molecule	bemcentinib	200	CHEMBL3809489	BEMCENTINIB	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3809489/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__bemcentinib.json
PubChem compound	bemcentinib	200	46215462	bemcentinib	compound		https://pubchem.ncbi.nlm.nih.gov/compound/46215462	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__bemcentinib.json
ChEMBL molecule	gilteritinib	200	CHEMBL3301622	GILTERITINIB	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301622/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__gilteritinib.json
ChEMBL molecule	gilteritinib	200	CHEMBL3301603	GILTERITINIB FUMARATE	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301603/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__gilteritinib.json
ChEMBL molecule	gilteritinib	200	CHEMBL5173987				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5173987/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__gilteritinib.json
ChEMBL molecule	gilteritinib	200	CHEMBL5075192		Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5075192/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__gilteritinib.json
ChEMBL molecule	gilteritinib	200	CHEMBL4524472		Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4524472/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__gilteritinib.json
PubChem compound	gilteritinib	200	49803313	gilteritinib	compound		https://pubchem.ncbi.nlm.nih.gov/compound/49803313	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__gilteritinib.json
ChEMBL molecule	UNC2025	200	CHEMBL3326006		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3326006/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__UNC2025.json
ChEMBL molecule	UNC2025	200	CHEMBL3326251		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3326251/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__UNC2025.json
PubChem compound	UNC2025	200	73425588	UNC2025	compound		https://pubchem.ncbi.nlm.nih.gov/compound/73425588	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__UNC2025.json
ChEMBL molecule	TREM2 agonist antibody	200	CHEMBL575966		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL575966/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__TREM2_agonist_antibody.json
ChEMBL molecule	TREM2 agonist antibody	200	CHEMBL2109418	ANTI-GD2 MONOCLONAL ANTIBODY 3F8	Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2109418/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__TREM2_agonist_antibody.json
ChEMBL molecule	TREM2 agonist antibody	200	CHEMBL4594606	ANTI-PSGL-1 ANTIBODY SELK2	Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594606/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__TREM2_agonist_antibody.json
ChEMBL molecule	TREM2 agonist antibody	200	CHEMBL2074774		Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2074774/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__TREM2_agonist_antibody.json
ChEMBL molecule	TREM2 agonist antibody	200	CHEMBL1738889	ENOBOSARM	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1738889/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__TREM2_agonist_antibody.json
ChEMBL molecule	T0901317	200	CHEMBL2326845		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2326845/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__T0901317.json
ChEMBL molecule	T0901317	200	CHEMBL62136	T091317	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL62136/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__T0901317.json
ChEMBL molecule	T0901317	200	CHEMBL3781118		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3781118/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__T0901317.json
PubChem compound	T0901317	200	447912	T0901317	compound		https://pubchem.ncbi.nlm.nih.gov/compound/447912	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__T0901317.json
ChEMBL molecule	GW3965	200	CHEMBL4060455		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4060455/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__GW3965.json
ChEMBL molecule	GW3965	200	CHEMBL59030		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL59030/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__GW3965.json
ChEMBL molecule	GW3965	200	CHEMBL3609361		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3609361/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__GW3965.json
ChEMBL molecule	GW3965	200	CHEMBL62136	T091317	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL62136/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__GW3965.json
PubChem compound	GW3965	200	447905	GW3965	compound		https://pubchem.ncbi.nlm.nih.gov/compound/447905	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__GW3965.json
ChEMBL molecule	LXR-623	200	CHEMBL456237	LXR-623	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL456237/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__LXR_623.json
ChEMBL molecule	LXR-623	200	CHEMBL3697300		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3697300/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__LXR_623.json
ChEMBL molecule	LXR-623	200	CHEMBL6001645				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL6001645/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__LXR_623.json
ChEMBL molecule	LXR-623	200	CHEMBL5785662				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5785662/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__LXR_623.json
ChEMBL molecule	LXR-623	200	CHEMBL5867499				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5867499/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__LXR_623.json
PubChem compound	LXR-623	200	16734800	LXR-623	compound		https://pubchem.ncbi.nlm.nih.gov/compound/16734800	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__LXR_623.json
ChEMBL molecule	pioglitazone	200	CHEMBL595	PIOGLITAZONE	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL595/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__pioglitazone.json
ChEMBL molecule	pioglitazone	200	CHEMBL1715	PIOGLITAZONE HYDROCHLORIDE	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1715/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__pioglitazone.json
PubChem compound	pioglitazone	200	4829	pioglitazone	compound		https://pubchem.ncbi.nlm.nih.gov/compound/4829	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__pioglitazone.json
