dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_pairs	mean_post_minus_pre	median_post_minus_pre	one_sample_t	p	confounders	fdr
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	hla_ii_apc	18	-1.5433169298631606	-1.2968201940230437	-4.864185004439303	0.00014573119605128392	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.0002185967940769259
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	lysosomal_apc	18	-1.2616681371883245	-1.2062006076816407	-11.193797903868557	2.893684255842793e-09	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	1.302157915129257e-08
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	mif_cd74_receptor_state	18	-0.5618812534990236	-0.6089322340244576	-2.091768717877133	0.05177769394395889	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.06657132078509
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	mixscale_validated_ifng_readout	18	-1.1201562372342837	-0.9457613556242669	-7.103040831632009	1.771190605636566e-06	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	3.985178862682273e-06
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	lipid_loader_repair	18	-0.1871932662178878	-0.2042972856658795	-1.977110192674494	0.06447888103777862	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.07253874116750095
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	complement_phagocytosis	18	-0.21129057244916077	-0.32584576375167146	-1.019390299633736	0.32230663308722196	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.32230663308722196
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	hif_nampt_metabolic	18	-1.1486655372307017	-1.2109045726327863	-8.220651618691187	2.5150546298641646e-07	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	7.545163889592494e-07
GSE106992	IL-17/IL-23	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=ustekinumab;response=R	inflammatory_nfkb	18	-1.0522317144798436	-0.8567146827595394	-5.515899489031408	3.779531693084581e-05	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	6.803157047552245e-05
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	ifn_apc	10	-1.9803588055335577	-1.9520467153221954	-4.974944889407972	0.0007647101859491363	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.0017205979183855568
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	hla_ii_apc	10	-1.086859751088067	-0.6508512963946049	-1.9306440124853756	0.08558407853363488	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.12837611780045233
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	lysosomal_apc	10	-1.1482414592045278	-1.186282522170092	-5.928128112872959	0.0002212335655520849	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.000995551044984382
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	mif_cd74_receptor_state	10	-0.08656608597201092	-0.21295759223815391	-0.2543106189652074	0.8049707363391794	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.8049707363391794
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	mixscale_validated_ifng_readout	10	-0.7777365198982842	-0.4870630419340751	-2.8106462802418726	0.020355557627436623	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.03664000372938592
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	lipid_loader_repair	10	0.09665594951661946	0.1910611039551351	0.6725959843873319	0.5180984411705862	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.5828607463169095
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	complement_phagocytosis	10	-0.15909022663744268	-0.1325641853321982	-0.8803238238985817	0.4015793891304775	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.516316357453471
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	hif_nampt_metabolic	10	-1.0616628124663001	-1.1985882471912976	-7.649880978779616	3.159091168321557e-05	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.00028431820514894014
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=NR	inflammatory_nfkb	10	-0.824018295311429	-0.7378984811184172	-5.087551348625912	0.000656097825640899	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.0017205979183855568
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	ifn_apc	19	-2.5235495487219666	-2.6144319709869928	-10.005882041284645	8.85048425367747e-09	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	7.965435828309724e-08
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	hla_ii_apc	19	-0.918854352649822	-1.045585749436473	-3.7845613348251406	0.0013572913645595837	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.002035937046839376
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	lysosomal_apc	19	-1.4010476555518174	-1.3697805979561428	-6.518736068199304	3.964760770763244e-06	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	1.1894282312289733e-05
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	mif_cd74_receptor_state	19	-0.3578626856947589	-0.36547398769221584	-1.2450280740810773	0.22908724560227525	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.2577231513025597
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	mixscale_validated_ifng_readout	19	-0.9335249075957097	-0.9832566225257213	-5.508343033348977	3.1321348523012934e-05	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	5.6378427341423276e-05
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	lipid_loader_repair	19	0.12089319652019032	0.03452503663234424	0.9234357834008999	0.36799402296420447	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.36799402296420447
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	complement_phagocytosis	19	-0.15986105192813346	-0.17874848712119928	-1.6166750180107805	0.12333889466446764	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	0.15857857885431553
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	hif_nampt_metabolic	19	-1.0158575230597922	-1.2937963459720718	-6.9449391806472685	1.7265618669663586e-06	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	7.769528401348614e-06
GSE106992	anti-TNF	etanercept/ustekinumab	psoriasis	lesional skin bulk biopsy	W12 minus baseline	therapy=etanercept;response=R	inflammatory_nfkb	19	-0.7781073125362085	-0.7507440025109752	-6.307483792451568	6.041078733779758e-06	post-treatment clinical response and lesion resolution; bulk-cell composition and generic inflammation dominate	1.3592427151004456e-05
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	ifn_apc	3	-1.0482997428240506	-0.06653228219890495	-1.0347732640350038	0.40949637882337764	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	hla_ii_apc	3	-0.6974514184893393	-0.2100555333473897	-1.0667656937606071	0.39779642533718457	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	lysosomal_apc	3	-0.2016023063058933	-0.08634536302368301	-0.3780640016735382	0.7417376536372075	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.7548981504943476
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	mif_cd74_receptor_state	3	-0.8409149802620689	-0.457907678800897	-1.6424117894375434	0.24221169704565368	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	mixscale_validated_ifng_readout	3	-0.6050417572337567	-0.25216332212028325	-0.916446110335202	0.45617716851254303	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	lipid_loader_repair	3	-0.0543364565557917	-0.03130282227134534	-2.1510798900261747	0.1644098463288913	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	complement_phagocytosis	3	-0.21707575394936526	-0.2086750768434814	-0.3575320396179319	0.7548981504943476	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.7548981504943476
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	hif_nampt_metabolic	3	-0.6374860548550757	-0.41818298003549603	-1.2718795540652816	0.3313004121523496	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	inflammatory_nfkb	3	-0.7443956446348216	-0.2125191790649541	-1.0343891786898838	0.40963916104828874	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	ifn_apc	6	-0.4318755444356969	-0.4045053851141782	-2.871910659230873	0.03491653734871339	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.2274064637746659
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	hla_ii_apc	6	-0.47531854314326977	-0.42505170348306887	-2.561819459459732	0.05053476972770353	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.2274064637746659
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	lysosomal_apc	6	-0.06653283543315675	-0.2326988299021629	-0.33872692186692915	0.7485770483169657	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.8421491793565865
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	mif_cd74_receptor_state	6	-0.14504714219890671	-0.2242027715123258	-0.7854112389454834	0.46777906039585276	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.7016685905937792
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	mixscale_validated_ifng_readout	6	-0.23083744080786095	-0.2745349006549009	-1.2079338295386715	0.28108451114966554	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.6454599772427524
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	lipid_loader_repair	6	-0.011333554963097023	0.04615249018372013	-0.043952259757592455	0.9666437428617113	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9666437428617113
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	complement_phagocytosis	6	-0.16640938846618783	-0.10969534920370025	-1.0381260704880082	0.3467843186573269	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.6454599772427524
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	hif_nampt_metabolic	6	-0.18268126871621895	-0.5027925792677554	-0.5314202038153183	0.6178796665932477	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.7944167141913184
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	inflammatory_nfkb	6	-0.2851792887072478	-0.40835785498380556	-1.0105908754496298	0.3585888762459736	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.6454599772427524
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	ifn_apc	3	-0.005212183658133751	0.029184798891624397	-0.047592947960983956	0.9663657445135029	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9663657445135029
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	hla_ii_apc	3	-0.11338892329274623	-0.2791850245657558	-0.49262351796735104	0.6710486396918615	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	lysosomal_apc	3	-0.1882850003112325	-0.46516713772479135	-0.6692378026739834	0.5722544793225443	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	mif_cd74_receptor_state	3	0.16898535467177833	0.05633836192050223	0.4030342584532541	0.7259244651459698	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	mixscale_validated_ifng_readout	3	-0.14162852027315853	-0.12332425145650638	-0.5394969954865788	0.6435726000994787	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	lipid_loader_repair	3	-0.3009408092478679	-0.5168969387867416	-1.211733578610306	0.34934776860730393	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	complement_phagocytosis	3	-0.40839567230032275	-0.7879680121854638	-0.5660700358646573	0.6283916737201665	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	hif_nampt_metabolic	3	-0.13989963386883444	-0.42327321335656554	-0.42511420826146823	0.7121240004849351	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9333314551876754
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	inflammatory_nfkb	3	-0.037985879358548934	-0.13177434704247615	-0.18945530374545738	0.8672210408613212	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9663657445135029
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	ifn_apc	5	-0.7077742909096902	-0.3820977392788806	-2.144709841801568	0.09856508856897918	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.29569526570693755
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hla_ii_apc	5	-2.871981964801433	-2.5254389522553806	-7.409504130893698	0.0017701726150862584	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.015931553535776327
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lysosomal_apc	5	-0.29791801326355666	0.1654766780129724	-0.5845992772687579	0.5902021673114803	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.8070158416819948
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mif_cd74_receptor_state	5	-0.4131488049775774	-0.8421967266013869	-0.5436613026461424	0.6155565419614907	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.8070158416819948
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mixscale_validated_ifng_readout	5	-1.1359868411670504	-0.9808312582396587	-5.236087849091893	0.0063572065334867	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.02860742940069015
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lipid_loader_repair	5	-0.5836812479192227	0.5957607288520199	-0.5220745405282284	0.6291955548329773	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.8070158416819948
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	complement_phagocytosis	5	-0.13812300529914281	0.09366465102756422	-0.2609491398771383	0.8070158416819948	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.8070158416819948
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hif_nampt_metabolic	5	0.28603938551771213	-0.0018960941799908149	0.3289827961953532	0.7586726895832427	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.8070158416819948
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	inflammatory_nfkb	5	0.3522007495650432	0.1212531557148887	0.4064665967998394	0.7052071512213368	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.8070158416819948
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	ifn_apc	5	-0.6324245181929237	-1.4707353734136972	-0.7420291033897058	0.499275924058868	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.499275924058868
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hla_ii_apc	5	-2.050343323485505	-1.588142070503184	-2.9888613380235918	0.040383519250341816	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.2244293514715499
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lysosomal_apc	5	0.3430927161985056	0.2726673578730554	2.778927384427538	0.04987318921589998	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.2244293514715499
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mif_cd74_receptor_state	5	-1.410167661178976	-1.814371146314002	-1.8873016742017747	0.13216168979166315	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.23789104162499367
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mixscale_validated_ifng_readout	5	-0.779136993220621	-0.6293388690375272	-2.197223117678512	0.09294000524608273	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.23789104162499367
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lipid_loader_repair	5	0.3727254082167527	0.5259380620581625	0.9161116867438349	0.41144228221968127	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.46287256749714145
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	complement_phagocytosis	5	0.5103135063638671	0.5087138038768141	2.0297082010109637	0.11224997102923215	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.23789104162499367
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hif_nampt_metabolic	5	-0.45900275987284367	-0.3140295050412979	-1.421009767931435	0.2283573398619301	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.2936022941081958
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	inflammatory_nfkb	5	-0.3316795135101113	-0.3426430650870936	-1.5939462838443592	0.18617219857492004	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.2792582978623801
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	ifn_apc	5	-1.6194149574448098	-2.0753024971581215	-3.2453816748855675	0.031513051656089905	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.28361746490480916
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hla_ii_apc	5	-0.5626833860082506	-1.0002729212049521	-0.6547622287694471	0.5483611376449998	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.705035748400714
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lysosomal_apc	5	0.0397964651893382	0.27914144119173084	0.1316218000776686	0.9016383270458436	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.9016383270458436
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mif_cd74_receptor_state	5	-0.6804466770967735	-0.5137753329979524	-1.1274333226295852	0.32261008810474184	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mixscale_validated_ifng_readout	5	-0.5247613495730622	-0.7857958261660941	-1.46769742881795	0.21609422593846228	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lipid_loader_repair	5	0.40464072701812226	0.7788817504638924	1.1203140971579197	0.3252987869072052	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	complement_phagocytosis	5	0.2897530072957245	0.4251889398300063	1.1700603203108726	0.30693473369214996	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
