dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_pairs	mean_post_minus_pre	median_post_minus_pre	one_sample_t	p	confounders	fdr
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=myeloid_apc_like	inflammatory_nfkb	5	-0.2807926812214915	-0.1908054437184851	-1.7909515659406599	0.1477867791430257	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1900115731838902
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	ifn_apc	4	-0.39327655709639986	-0.34653509580970915	-1.4607524194035242	0.24021882255562976	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.30885277185723825
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	hla_ii_apc	4	-0.0634193140307078	-0.06883800341224129	-1.4948669375861012	0.23181959702420724	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.30885277185723825
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	lysosomal_apc	4	-0.24830290012863143	-0.22927900272920537	-4.826454780820158	0.01695249206943537	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.09390455523826323
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	mif_cd74_receptor_state	4	-0.24615054387710456	-0.225715541552406	-4.46953771845877	0.020867678941836273	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.09390455523826323
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	mixscale_validated_ifng_readout	4	-0.2333478590075251	-0.1957407806238156	-2.166279687562587	0.11887113744335243	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.26746005924754296
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	lipid_loader_repair	4	0.0303561409237395	0.035772587375963	1.072473638812967	0.36210675216612526	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.40737009618689096
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	complement_phagocytosis	4	-0.022520542744152924	-0.04044650420820124	-0.6847484628194799	0.5426619010345619	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.5426619010345619
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	hif_nampt_metabolic	4	-0.32877208170744193	-0.28887003824660096	-2.520681120029233	0.08612524839567966	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.258375745187039
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	inflammatory_nfkb	4	-0.09595995647861602	-0.07831991926364686	-1.6311147373115749	0.2013636628270821	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.30885277185723825
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	ifn_apc	5	-0.17471137552180646	-0.1031825545088336	-2.556647639054533	0.06286089284052385	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.11314960711294292
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	hla_ii_apc	5	-0.05285638425770376	-0.0682789619358681	-3.702936921009115	0.020781958620864117	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.0630187585541675
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	lysosomal_apc	5	-0.0768578888272996	-0.1010545332849433	-3.030947268734319	0.03874452612494046	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.08717518378111605
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	mif_cd74_receptor_state	5	0.05564735344456462	0.1423683967187541	0.44264646381548445	0.6809045229468945	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6809045229468945
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	mixscale_validated_ifng_readout	5	-0.09044075866343501	-0.1054575827812968	-3.6906774259420856	0.021006252851389164	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.0630187585541675
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	lipid_loader_repair	5	-0.02349201196430082	-0.0265681692443809	-2.3049453296296694	0.0824892171908134	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.1237338257862201
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	complement_phagocytosis	5	-0.02060787852042174	-0.005132759255128898	-0.855699755982007	0.44039425264072474	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.5662211819666461
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	hif_nampt_metabolic	5	-0.12973492737185693	-0.10277014397433959	-3.7009121246365386	0.020818805367701483	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.0630187585541675
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	inflammatory_nfkb	5	-0.010892990470829176	-0.018664378189782192	-0.5377266484748107	0.619287913184021	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6809045229468945
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	ifn_apc	4	-0.0715241117885092	-0.07791354882669047	-3.0520445380056023	0.05533873174097634	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.24902429283439353
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	hla_ii_apc	4	-0.004943171357004637	-0.04642284419275232	-0.08410972554890137	0.9382675001537557	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9382675001537557
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	lysosomal_apc	4	0.05915579513240747	0.06999860187283719	1.0433942774904785	0.37344524565671405	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6722014421820852
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	mif_cd74_receptor_state	4	-0.19778509671342331	-0.18431544408617717	-4.459678781265783	0.020991704730764848	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.18892534257688365
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	mixscale_validated_ifng_readout	4	-0.086615111448826	-0.0592340193257133	-1.079432285594103	0.35944347522524733	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6722014421820852
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	lipid_loader_repair	4	0.011958165350129835	-0.017580068807369197	0.1662179866837194	0.8785563203423731	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.9382675001537557
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	complement_phagocytosis	4	-0.07269976837925027	-0.03875961299024354	-1.654492572817841	0.19660108963009237	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.5898032688902771
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	hif_nampt_metabolic	4	-0.032678915251056415	-0.048176714927165805	-0.5369801673845905	0.6285519266696898	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.8081381914324584
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	inflammatory_nfkb	4	0.030532007561528733	0.04334005154097799	0.8474393290648474	0.4590041635274367	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6885062452911551
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	ifn_apc	4	-0.15602217462202397	-0.14244191813997492	-6.002654432702974	0.00926117823771771	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.0833506041394594
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	hla_ii_apc	4	-0.07421719598038963	-0.036384216657997126	-0.5589007222413663	0.6152367159516426	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6415411114457787
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	lysosomal_apc	4	-0.17555627890685316	-0.15655915278477256	-2.993657580237653	0.05796120859295327	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.2608254386682897
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	mif_cd74_receptor_state	4	-0.22151024400480163	-0.1266349049548209	-1.7955803792820142	0.17043279143149842	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.34164306967549346
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	mixscale_validated_ifng_readout	4	-0.17902104575696362	-0.18755169606710365	-1.5118356121130456	0.22776204645032896	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.34164306967549346
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	lipid_loader_repair	4	-0.051651793536301255	-0.11341737892880567	-0.5158946745610744	0.6415411114457787	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6415411114457787
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	complement_phagocytosis	4	-0.20551325719607033	-0.15539931381108466	-2.2660068834498657	0.10832341277726291	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.3249702383317888
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	hif_nampt_metabolic	4	-0.04328973226846686	-0.041115546254324314	-0.7961083548048516	0.48414549837574056	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6224727836259522
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	inflammatory_nfkb	4	-0.08001168050185178	-0.12011990399785313	-1.535385386213498	0.22225978858653983	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.34164306967549346
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	ifn_apc	4	-0.09653897105201878	-0.09921399964686761	-2.692091231462048	0.07428225820409796	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6685403238368817
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	hla_ii_apc	4	0.02241177862988807	0.026705269590386774	0.43782509670326514	0.691119291542083	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	lysosomal_apc	4	0.013425200238618713	0.03755985735193811	0.32202832435834633	0.7685663006354021	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	mif_cd74_receptor_state	4	0.05746530760675317	0.1523605645729348	0.36860968321922544	0.7368949693429212	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	mixscale_validated_ifng_readout	4	-0.037383497422117995	-0.026765003326392534	-0.6375588271474544	0.5690882443624634	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	lipid_loader_repair	4	0.04656041600825256	-0.00037988047267104204	0.6938615959782958	0.5376694428088247	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	complement_phagocytosis	4	0.002506350146009695	-0.04990301457002054	0.038674463152532236	0.971579646549729	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	hif_nampt_metabolic	4	0.004120659005389042	0.0249094567292292	0.07289567589747951	0.9464771858091244	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.971579646549729
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	inflammatory_nfkb	4	0.056254792488060965	0.04707726511396475	1.9151454148695866	0.1513580413740813	V53 de-overlap sensitivity; same marker-derived compartments and pairing as V26	0.6811111861833659
