gene	target_chembl_id	molecule_chembl_id	canonical_smiles	standard_type	standard_relation	standard_value_nM	assay_type	document_chembl_id	bao_label
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	Kd	=	2.512	B	CHEMBL3856275	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	141.25	B	CHEMBL3856275	assay format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	61.66	B	CHEMBL3856275	assay format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	208.93	B	CHEMBL3856275	assay format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	114.82	B	CHEMBL3856275	assay format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	3.981	B	CHEMBL3856275	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	3.981	B	CHEMBL3856275	cell-based format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	19.4	B	CHEMBL4828733	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	10.3	B	CHEMBL4828733	cell-based format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	15.2	B	CHEMBL4828733	cell-based format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	19.4	B	CHEMBL5154871	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	10.3	B	CHEMBL5154871	cell-based format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	15.2	B	CHEMBL5154871	cell-based format
CTSC	CHEMBL4160	CHEMBL448143	[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN	IC50	=	50.0	B	CHEMBL5233276	single protein format
CTSC	CHEMBL4160	CHEMBL450997	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN	IC50	=	1.0	B	CHEMBL5233276	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5726916	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5727745	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5728740	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5729717	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5729736	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5729752	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	4.47	B	CHEMBL5729764	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	21.27	B	CHEMBL6092168	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	10.43	B	CHEMBL6109067	single protein format
CTSC	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	=	10.72	B	CHEMBL6109067	single protein format
CTSZ	CHEMBL4160	CHEMBL212604	C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	Ki	>	30000.0	B	CHEMBL1149524	single protein format
CTSZ	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	>	10.0	B	CHEMBL1141480	single protein format
CTSZ	CHEMBL4160	CHEMBL567785	N#Cc1nc(Nc2cccc(Cl)c2)nc(NC2CCCC2)n1	IC50	=	6456.54	B	CHEMBL1156759	single protein format
CTSZ	CHEMBL4160	CHEMBL568171	N#Cc1nc(Nc2cc(F)cc(F)c2)nc(NC2CCCC2)n1	IC50	=	3162.28	B	CHEMBL1156759	single protein format
CTSZ	CHEMBL4160	CHEMBL567341	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	=	933.25	B	CHEMBL1156759	single protein format
CTSZ	CHEMBL4160	CHEMBL567134	CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1	IC50	=	316.23	B	CHEMBL1156759	single protein format
CTSZ	CHEMBL4160	CHEMBL567893	COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O	IC50	=	10000.0	B	CHEMBL1156023	single protein format
CTSZ	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	>	20000.0	B	CHEMBL3856275	single protein format
CTSZ	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSZ	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSZ	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSZ	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSZ	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSZ	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
