gene	target_chembl_id	molecule_chembl_id	canonical_smiles	standard_type	standard_relation	standard_value_nM	assay_type	document_chembl_id	bao_label
CTSB	CHEMBL4160	CHEMBL2312204	CC1CCN(c2ccc([N+](=O)[O-])c3cccnc23)CC1	Ki	=	24000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL2312216	N#CCNCc1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	426000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL2312203	Nc1c(Br)cc([N+](=O)[O-])c2ccccc12	Ki	=	32000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL2312216	N#CCNCc1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	5000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL2312204	CC1CCN(c2ccc([N+](=O)[O-])c3cccnc23)CC1	Ki	=	105000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL2312204	CC1CCN(c2ccc([N+](=O)[O-])c3cccnc23)CC1	Ki	=	207000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL2368566	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1	IC50	=	65.6	B	CHEMBL2380225	single protein format
CTSB	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	Ki	=	5.0	B	CHEMBL2384980	assay format
CTSB	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	5.0	B	CHEMBL3217636	single protein format
CTSB	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	Ki	=	7.0	B	CHEMBL3232985	assay format
CTSB	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	Ki	=	7.0	B	CHEMBL3352119	assay format
CTSB	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	40.0	B	CHEMBL3352268	single protein format
CTSB	CHEMBL4160	CHEMBL2368566	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1	IC50	=	65.6	B	CHEMBL4715741	single protein format
CTSB	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	4.6	B	CHEMBL5107962	single protein format
CTSB	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	Ki	=	18.0	B	CHEMBL1145789	single protein format
CTSB	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	Ki	=	25.0	B	CHEMBL1132743	single protein format
CTSB	CHEMBL4160	CHEMBL426611	CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	5000.0	B	CHEMBL1137872	single protein format
CTSB	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	100.0	B	CHEMBL1141207	single protein format
CTSB	CHEMBL4160	CHEMBL426308	CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	=	1800.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL397972	O=C1O[C@H]2CN1CC[C@@H]2Br	IC50	=	158.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL390475	O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	IC50	=	2.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL390643	S=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	=	519.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL390474	Cc1cccc(O[C@H]2CCN3C[C@H]2OC3=O)c1C	IC50	=	1.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL397973	Cc1cccc(OCC2CN(C)C(=O)O2)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL441907	Cc1cccc(O[C@@H]2CCNC[C@@H]2O)c1C	IC50	>	100000.0	B	CHEMBL1144593	single protein format
CTSB	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	282.0	B	CHEMBL1140679	single protein format
CTSB	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	1034.0	B	CHEMBL1141480	single protein format
CTSB	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	1050.0	B	CHEMBL1141480	cell-based format
CTSB	CHEMBL4160	CHEMBL448143	[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN	IC50	>	30000.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL478737	N#C[C@]1(NC(=O)[C@H](N)Cc2cccs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	>	50000.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL516292	N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	>	50000.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL450997	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN	IC50	=	2940.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL400387	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	=	280.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL515494	N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	>	50000.0	B	CHEMBL1156470	single protein format
CTSB	CHEMBL4160	CHEMBL461619	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	IC50	>	30000.0	B	CHEMBL1140079	single protein format
CTSB	CHEMBL4160	CHEMBL514348	CCC[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	Ki	=	1100.0	B	CHEMBL1140981	single protein format
CTSB	CHEMBL4160	CHEMBL486232	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1	Ki	=	64.0	B	CHEMBL1140981	single protein format
CTSB	CHEMBL4160	CHEMBL492175	CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O	IC50	=	14.2	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL521636	CC(=O)c1c(Nc2ccc(C(C)(C)C)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O	IC50	=	3.11	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL521771	CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O	IC50	=	396.8	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL491348	CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O	IC50	=	12690.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL470707	CC(=O)c1c(Nc2ccc(Br)cc2)[nH]c2c(Br)ccc(Br)c2c1=O	IC50	=	1640.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL513042	CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O	IC50	=	1530.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL471915	CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c(Cl)ccc(Cl)c2c1=O	IC50	=	3890.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL523822	CC(=O)c1c(Nc2ccc(Br)cc2Br)[nH]c2c(Cl)ccc(C)c2c1=O	IC50	=	1750.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	1360.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL490920	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	=	7560.0	B	CHEMBL1138527	assay format
CTSB	CHEMBL4160	CHEMBL568171	N#Cc1nc(Nc2cc(F)cc(F)c2)nc(NC2CCCC2)n1	IC50	=	10000.0	B	CHEMBL1156759	single protein format
CTSB	CHEMBL4160	CHEMBL567341	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	=	10715.19	B	CHEMBL1156759	single protein format
CTSB	CHEMBL4160	CHEMBL567893	COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O	IC50	=	10000.0	B	CHEMBL1156023	single protein format
CTSB	CHEMBL4160	CHEMBL570897	O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12	Ki	=	34000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL570897	O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12	Ki	=	277000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL570897	O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12	Ki	=	170000.0	B	CHEMBL2311469	single protein format
CTSB	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	1700.0	B	CHEMBL3102856	single protein format
CTSB	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	4200.0	B	CHEMBL3102856	single protein format
CTSB	CHEMBL4160	CHEMBL3900409	Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	IC50	>	20000.0	B	CHEMBL3856275	single protein format
CTSB	CHEMBL4160	CHEMBL4228576	N#CC1(NC(=O)c2cc([N+](=O)[O-])c3cccnc3c2O)CC1	Ki	=	185000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228576	N#CC1(NC(=O)c2cc([N+](=O)[O-])c3cccnc3c2O)CC1	Ki	=	124000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228576	N#CC1(NC(=O)c2cc([N+](=O)[O-])c3cccnc3c2O)CC1	Ki	=	185000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228921	O=C(NCC1CCN(c2nc3ccccc3o2)CC1)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	8000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228921	O=C(NCC1CCN(c2nc3ccccc3o2)CC1)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	13000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228921	O=C(NCC1CCN(c2nc3ccccc3o2)CC1)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	8200.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228921	O=C(NCC1CCN(c2nc3ccccc3o2)CC1)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	237000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4229176	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1	Ki	=	181000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4229176	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1	Ki	=	99000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4229176	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1	Ki	=	469000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4229176	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1	Ki	=	77000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4229176	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1	Ki	=	153000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228126	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	30000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228126	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	128000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228126	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	67000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL4228126	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	Ki	=	206000.0	B	CHEMBL4219118	single protein format
CTSB	CHEMBL4160	CHEMBL490920	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	=	2.24	B	CHEMBL4342401	single protein format
CTSB	CHEMBL4160	CHEMBL423112	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	IC50	=	95.8	B	CHEMBL4715741	single protein format
CTSB	CHEMBL4160	CHEMBL490920	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	=	3.7	B	CHEMBL4715741	single protein format
CTSB	CHEMBL4160	CHEMBL490920	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	=	2.44	B	CHEMBL4715741	cell-based format
CTSB	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	=	7.34	B	CHEMBL5154645	single protein format
CTSB	CHEMBL4160	CHEMBL541700	CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	Ki	=	117.0	B	CHEMBL5154645	single protein format
CTSB	CHEMBL4160	CHEMBL481611	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	<	2000.0	B	CHEMBL5214986	single protein format
CTSB	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	380.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	485.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	485.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	380.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5751174	COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5986403	NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5764494	NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL5783659	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	380.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	485.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5848986	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)c(F)cc(F)c1F	IC50	=	485.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5095230	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	IC50	=	380.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5870472	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5751174	COC(C)(C)C(=O)NC(CCCCN)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5986403	NCCCCC(NC(=O)c1ccccn1)C(=O)COc1c(F)ccc(F)c1F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5764494	NCCCCC(NC(=O)c1ccc(F)nc1)C(=O)COc1ccon1	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL5817878	COC(C)(C)C(=O)NC(CCCCN)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSB	CHEMBL4160	CHEMBL96875	CCCC[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	=	32000.0	B	CHEMBL1138109	single protein format
CTSB	CHEMBL4160	CHEMBL6007410	NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5727839	single protein format
CTSB	CHEMBL4160	CHEMBL6007410	NCCCCC(NC(=O)C1CCCC1)C(=O)COC(C(F)(F)F)C(F)(F)F	IC50	>	10000.0	B	CHEMBL5729097	single protein format
CTSL	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	IC50	=	6.6	B	CHEMBL1131158	single protein format
CTSL	CHEMBL4160	CHEMBL191881	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	IC50	=	2.5	B	CHEMBL1131158	single protein format
CTSL	CHEMBL4160	CHEMBL374508	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	=	47.0	B	CHEMBL1131158	single protein format
CTSL	CHEMBL4160	CHEMBL117658	CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	=	2000.0	B	CHEMBL1147461	single protein format
CTSL	CHEMBL4160	CHEMBL114161	CCCC[C@@H](C=O)NC(=O)O[C@@H](C)Cc1ccccc1	IC50	=	740.0	B	CHEMBL1147461	single protein format
CTSL	CHEMBL4160	CHEMBL180839	C[C@@H](CC1CCCCC1)OC(=O)C1CCCN1C#N	IC50	=	130.0	B	CHEMBL1140268	single protein format
CTSL	CHEMBL4160	CHEMBL183812	C[C@@H](CC1CCCCC1)OC(=O)C1CCN1C#N	IC50	=	0.71	B	CHEMBL1140268	single protein format
CTSL	CHEMBL4160	CHEMBL183660	C[C@@H](CC1CCCCC1)OC(=O)N[C@H]1CCN(C#N)C1	IC50	=	81.0	B	CHEMBL1140268	single protein format
CTSL	CHEMBL4160	CHEMBL180528	C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1	IC50	=	680.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL362134	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	3000.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL182775	CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1200.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL366268	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1300.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL184403	CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	2200.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL184329	CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1600.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL187687	CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1300.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL185097	CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1	IC50	=	330.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL186650	CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc1cccnc1	IC50	>	5000.0	B	CHEMBL1137872	single protein format
CTSL	CHEMBL4160	CHEMBL190121	C[C@@H](CC1CCCCC1)OC(=O)NN(C)C#N	Ki	=	0.025	B	CHEMBL1139621	single protein format
CTSL	CHEMBL4160	CHEMBL189149	C[C@@H](CC1CCCCC1)OC(=O)CN(C)C#N	Ki	=	1500.0	B	CHEMBL1139621	single protein format
CTSL	CHEMBL4160	CHEMBL371420	CC(C)N(C#N)NC(=O)O[C@@H](C)CC1CCCCC1	Ki	=	0.79	B	CHEMBL1139621	single protein format
CTSL	CHEMBL4160	CHEMBL371749	CCCC[C@H](NC(=O)O[C@@H]1C[C@H](C)C[C@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	4400.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL195301	CCCC[C@H](NC(=O)OC1C[C@H](C)C[C@@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	6800.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL196240	CCCC[C@H](NC(=O)O[C@H]1CCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	460.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL195963	CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	660.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL196298	CCCC[C@H](NC(=O)OC1CC2CCC1C2)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1000.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL193582	CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	1700.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL197509	CCCC[C@H](NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	2600.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL196896	CCCC[C@H](NC(=O)O[C@@H]1C(=O)OCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	410.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL194068	CCCC[C@H](NC(=O)O[C@@H]1C(=O)NCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	=	150.0	B	CHEMBL1143550	single protein format
CTSL	CHEMBL4160	CHEMBL203663	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@H](Cc1ccccc1)C(C)C	IC50	=	12.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL204605	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1	IC50	=	540.0	B	CHEMBL1138109	single protein format
CTSL	CHEMBL4160	CHEMBL381715	CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C	IC50	=	14000.0	B	CHEMBL1138109	single protein format
