analysis_route	n_requested	event_probability_before_dropout	molecular_hazard_ratio_per_latent_sd	dropout_probability	assignment_strength	source_hazard_ratio	treatment_hazard_ratio	measurement_reliability	missing_rate	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	median_usable_n_across_seeds	median_observed_events_across_seeds	median_observed_dropout_fraction_across_seeds	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	minimum_seed_probability	maximum_seed_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds
source_treatment_stratified	160	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	43.0	0.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.04	0.056	-0.0041146105530975195	-0.0006374025787661708
source_treatment_stratified	160	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	43.0	0.0	0.058666666666666666	0.04399005168763517	0.07784121368793924	0.04	0.084	-0.0004530847955755053	-3.914252195778026e-05
source_treatment_stratified	160	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	38.0	0.25	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.032	0.056	0.07318005908291579	0.012218538618360673
source_treatment_stratified	160	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	39.0	0.2483221476510067	0.032	0.021596719599392245	0.04717299081398123	0.02	0.04	-0.003909850255155765	-0.0007118729922796485
source_treatment_stratified	240	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	32.0	0.0	0.04	0.02816046487022794	0.0565277120318058	0.028	0.052	0.11571998377811245	0.020761988186358514
source_treatment_stratified	240	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	217.0	32.0	0.0	0.03866666666666667	0.027055203217622517	0.05497989593630119	0.032	0.044	0.04634649276368469	0.0093326162086102
source_treatment_stratified	240	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	28.0	0.2482663565490804	0.06266666666666666	0.04745121825964366	0.08233928036026089	0.048	0.072	-0.02293723087199934	-0.004695557733491532
source_treatment_stratified	240	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	29.0	0.2533634992458522	0.03866666666666667	0.027055203217622517	0.05497989593630119	0.02	0.048	-0.05059574714765018	-0.01033300338907988
source_treatment_stratified	240	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	65.0	0.0	0.04133333333333333	0.02926975187681717	0.05807150277332662	0.028	0.052	0.013933428522691558	0.0018707327049236147
source_treatment_stratified	240	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	65.0	0.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.052	0.056	0.043667705124222835	0.006145734173211228
source_treatment_stratified	240	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	57.0	0.25	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.036	0.064	0.042834207633933606	0.00538516008809352
source_treatment_stratified	240	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	57.0	0.25	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.052	0.06	0.00038009925869728935	5.8948358302078835e-06
source_treatment_stratified	320	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	42.5	0.0	0.052	0.03826992623985369	0.07029595039517048	0.036	0.068	0.02489147926344528	0.0038459149543201548
source_treatment_stratified	320	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	43.0	0.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.036	0.064	0.04317361835615666	0.007418829962939749
source_treatment_stratified	320	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	38.0	0.2491465986275675	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.048	0.06	-0.10167488773201933	-0.01745057079399879
source_treatment_stratified	320	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	38.5	0.24742268041237114	0.030666666666666665	0.020520366224465396	0.04559626644079801	0.016	0.044	-0.0789749594008558	-0.013550153411006136
source_treatment_stratified	320	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	87.0	0.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.036	0.052	-0.050005849850069	-0.005048933931481607
source_treatment_stratified	320	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	87.0	0.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.048	0.06	-0.043447445473904535	-0.005174175219635508
source_treatment_stratified	320	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	77.0	0.2508710801393728	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.028	0.052	0.03869975455334728	0.0042752295440724375
source_treatment_stratified	320	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	77.0	0.2487110633727175	0.044	0.03149969729595624	0.06114771285040764	0.032	0.052	-0.042657112232569266	-0.00519924938474711
unadjusted	80	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	486	0.648	72.0	10.0	0.0	0.02266666666666667	0.014199343378675632	0.0359988227979275	0.02	0.024	-0.0580428329460426	-0.013510199568025369
unadjusted	80	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	453	0.604	72.0	10.0	0.0	0.030666666666666665	0.020520366224465396	0.04559626644079801	0.024	0.036	0.26165801233734876	0.07367688162794823
unadjusted	80	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	355	0.47333333333333333	72.0	9.0	0.25	0.025333333333333333	0.016277185758229215	0.03922713591459401	0.02	0.028	-0.0005915305822005177	-9.498962855922894e-05
unadjusted	80	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	357	0.476	72.0	9.0	0.24647607702997815	0.034666666666666665	0.02376560187032787	0.05031026403926569	0.024	0.052	0.4551075939113548	0.12955451526492562
unadjusted	80	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	72.0	22.0	0.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.036	0.064	-0.09060303536516127	-0.019782828488568334
unadjusted	80	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	72.0	22.0	0.0	0.07466666666666667	0.05794554221178158	0.09572265614111342	0.056	0.104	0.5430913285964614	0.12187790073600138
unadjusted	80	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	749	0.9986666666666667	72.0	19.0	0.25	0.052	0.03826992623985369	0.07029595039517048	0.032	0.08	0.0981826331506504	0.02009090935254173
unadjusted	80	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	746	0.9946666666666667	72.0	19.0	0.25	0.068	0.05209614530686504	0.0883066643054797	0.036	0.104	0.4952016931397676	0.11383548194215207
unadjusted	120	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	721	0.9613333333333334	108.0	16.0	0.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.04	0.088	0.08895452913792466	0.025308421735188213
unadjusted	120	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	736	0.9813333333333333	108.0	16.0	0.0	0.064	0.048609354814637365	0.08383422155337723	0.06	0.068	0.4451221540935746	0.1106526550090775
unadjusted	120	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	706	0.9413333333333334	108.0	14.0	0.25	0.044	0.03149969729595624	0.06114771285040764	0.036	0.052	0.019032346948379276	0.0055294517456904654
unadjusted	120	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	694	0.9253333333333333	108.0	15.0	0.25	0.07333333333333333	0.05677208048118589	0.09424304012359902	0.064	0.084	0.4553176057162154	0.12733629307993227
unadjusted	120	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	108.0	33.0	0.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.044	0.072	-0.05448000154241048	-0.010075613210318834
unadjusted	120	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	108.0	32.0	0.0	0.10666666666666667	0.08654424211478845	0.1307978221927477	0.092	0.116	0.6034054556320438	0.10404507864988224
unadjusted	120	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	108.0	29.0	0.25	0.048	0.03487072634594164	0.06573591704475239	0.044	0.056	0.05494684339772565	0.01053032505172211
unadjusted	120	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	108.0	29.0	0.2465693937814834	0.092	0.07334244284087031	0.11481576623745528	0.076	0.124	0.5570614201224114	0.10495591096915957
unadjusted	160	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	145.0	22.0	0.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.048	0.052	-0.0018833797264330996	-0.00040620725258793636
unadjusted	160	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	145.0	21.0	0.0	0.068	0.05209614530686504	0.0883066643054797	0.064	0.076	0.4863980391835018	0.10146503384351138
unadjusted	160	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	747	0.996	144.0	19.0	0.2465753424657534	0.044	0.03149969729595624	0.06114771285040764	0.036	0.048	-0.024405251353604423	-0.005514661107660289
unadjusted	160	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	749	0.9986666666666667	144.0	19.0	0.24822695035460993	0.072	0.05560036487843248	0.09276167797824239	0.036	0.092	0.5570555101962036	0.13603821315040737
unadjusted	160	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	43.0	0.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.048	0.064	0.021927333709971335	0.0035273259859738837
unadjusted	160	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	43.0	0.0	0.12266666666666666	0.10109248183952278	0.14808651544533386	0.112	0.136	0.7831796677818346	0.11993089431717793
unadjusted	160	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	38.0	0.25	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.028	0.068	0.07109529863638914	0.011978954416930244
unadjusted	160	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	144.0	39.0	0.2483221476510067	0.12	0.09865830025020086	0.14521454153843572	0.112	0.132	0.6478036627744592	0.10858581668995704
unadjusted	240	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	32.0	0.0	0.048	0.03487072634594164	0.06573591704475239	0.036	0.056	0.054444178413728776	0.009854221955749958
unadjusted	240	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	217.0	32.0	0.0	0.08533333333333333	0.06739139382418796	0.10750142651358738	0.068	0.096	0.6617349849769965	0.1109008129996312
unadjusted	240	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	28.0	0.2482663565490804	0.064	0.048609354814637365	0.08383422155337723	0.056	0.068	-0.04392834411247409	-0.007865846949143036
unadjusted	240	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	29.0	0.2533634992458522	0.076	0.05912070795464086	0.09720056814636416	0.06	0.088	0.5106108796502682	0.09657848266815361
unadjusted	240	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	65.0	0.0	0.048	0.03487072634594164	0.06573591704475239	0.032	0.056	0.04357363899308428	0.00552965242772532
unadjusted	240	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	65.0	0.0	0.14266666666666666	0.11945553851206886	0.1695196249944385	0.128	0.152	0.957667655666989	0.11633151081635512
unadjusted	240	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	57.0	0.25	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.036	0.052	0.05719930738516696	0.007758062609911332
unadjusted	240	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	216.0	57.0	0.25	0.12933333333333333	0.10719321915990979	0.15525116686549714	0.112	0.164	0.8582637445374794	0.11435646221376294
unadjusted	320	0.15	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	42.5	0.0	0.056	0.04169433607579553	0.07483077380355879	0.044	0.064	-0.013652102610995667	-0.0022008979101567185
unadjusted	320	0.15	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	43.0	0.0	0.104	0.0841336378747305	0.12790227093658552	0.096	0.12	0.7369864746121689	0.11377783661271797
unadjusted	320	0.15	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	38.0	0.2491465986275675	0.05333333333333334	0.039408725494952175	0.07181022888818206	0.048	0.06	-0.07337137058829327	-0.011246994716273438
unadjusted	320	0.15	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	38.5	0.24742268041237114	0.092	0.07334244284087031	0.11481576623745528	0.068	0.108	0.6607991150357715	0.11224629343598044
unadjusted	320	0.3	1.0	0.0	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	87.0	0.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.036	0.06	-0.04596431866599877	-0.005238134373501885
unadjusted	320	0.3	1.0	0.0	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	87.0	0.0	0.168	0.14294973721041548	0.1964339035101828	0.14	0.192	0.9477309975046829	0.1057168127118717
unadjusted	320	0.3	1.0	0.25	0.0	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	77.0	0.2508710801393728	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.036	0.06	0.04995465560147618	0.005815144102666099
unadjusted	320	0.3	1.0	0.25	0.8	1.6	0.7	0.7	0.1	0.05	750	750	1.0	288.0	77.0	0.2487110633727175	0.19066666666666668	0.16415669902802849	0.22032926341044062	0.152	0.216	1.0077127708305533	0.1159746534942061
