candidate	metric	value
SEL1L3	w68_remission_adjusted_p	
C15ORF48	w68_remission_adjusted_p	
PLEK2	w68_remission_adjusted_p	
CHI3L1	w68_remission_adjusted_p	0.0012430147407245
NRCAM	w68_remission_adjusted_p	
CD58	w68_remission_adjusted_p	
MFGE8	w68_remission_adjusted_p	0.0051610099721996
CD82	w68_remission_adjusted_p	0.000462010906814
CD200	w68_remission_adjusted_p	
FXYD5	w68_remission_adjusted_p	
ROMO1	w68_remission_adjusted_p	
FPR2_ANXA1_BIASED_RESOLUTION	w68_remission_adjusted_p	
CD300_RECEPTOR_SPECIFIC_TUNING	w68_remission_adjusted_p	
P4HB	w68_remission_adjusted_p	
P2RX7	w68_remission_adjusted_p	
SEL1L3	w68_remission_adjusted_fdr	
C15ORF48	w68_remission_adjusted_fdr	
PLEK2	w68_remission_adjusted_fdr	
CHI3L1	w68_remission_adjusted_fdr	0.0127787096573055
NRCAM	w68_remission_adjusted_fdr	
CD58	w68_remission_adjusted_fdr	
MFGE8	w68_remission_adjusted_fdr	0.0224142446553593
CD82	w68_remission_adjusted_fdr	0.0106542515177422
CD200	w68_remission_adjusted_fdr	
FXYD5	w68_remission_adjusted_fdr	
ROMO1	w68_remission_adjusted_fdr	
FPR2_ANXA1_BIASED_RESOLUTION	w68_remission_adjusted_fdr	
CD300_RECEPTOR_SPECIFIC_TUNING	w68_remission_adjusted_fdr	
P4HB	w68_remission_adjusted_fdr	
P2RX7	w68_remission_adjusted_fdr	
SEL1L3	w37_contrast_lfc	-0.1018527985910833
C15ORF48	w37_contrast_lfc	
PLEK2	w37_contrast_lfc	-0.0251894239467287
CHI3L1	w37_contrast_lfc	
NRCAM	w37_contrast_lfc	0.2092097024064988
CD58	w37_contrast_lfc	
MFGE8	w37_contrast_lfc	0.1589236226146265
CD82	w37_contrast_lfc	-0.7753564927591152
CD200	w37_contrast_lfc	-0.135588233704518
FXYD5	w37_contrast_lfc	-0.2178873508531571
ROMO1	w37_contrast_lfc	-0.5905002775232864
FPR2_ANXA1_BIASED_RESOLUTION	w37_contrast_lfc	
CD300_RECEPTOR_SPECIFIC_TUNING	w37_contrast_lfc	
P4HB	w37_contrast_lfc	-0.502659510369641
P2RX7	w37_contrast_lfc	0.2973821665193631
SEL1L3	w37_contrast_fdr	1.0
C15ORF48	w37_contrast_fdr	
PLEK2	w37_contrast_fdr	1.0
CHI3L1	w37_contrast_fdr	
NRCAM	w37_contrast_fdr	1.0
CD58	w37_contrast_fdr	
MFGE8	w37_contrast_fdr	1.0
CD82	w37_contrast_fdr	0.9971256078463696
CD200	w37_contrast_fdr	0.9971256078463696
FXYD5	w37_contrast_fdr	1.0
ROMO1	w37_contrast_fdr	0.920009505703422
FPR2_ANXA1_BIASED_RESOLUTION	w37_contrast_fdr	
CD300_RECEPTOR_SPECIFIC_TUNING	w37_contrast_fdr	
P4HB	w37_contrast_fdr	0.9971256078463696
P2RX7	w37_contrast_fdr	0.9965506589785832
SEL1L3	w18_geneformer_support_contexts	1.0
C15ORF48	w18_geneformer_support_contexts	0.0
PLEK2	w18_geneformer_support_contexts	0.0
CHI3L1	w18_geneformer_support_contexts	2.0
NRCAM	w18_geneformer_support_contexts	0.0
CD58	w18_geneformer_support_contexts	0.0
MFGE8	w18_geneformer_support_contexts	0.0
CD82	w18_geneformer_support_contexts	0.0
CD200	w18_geneformer_support_contexts	0.0
FXYD5	w18_geneformer_support_contexts	0.0
ROMO1	w18_geneformer_support_contexts	0.0
FPR2_ANXA1_BIASED_RESOLUTION	w18_geneformer_support_contexts	0.0
CD300_RECEPTOR_SPECIFIC_TUNING	w18_geneformer_support_contexts	0.0
P4HB	w18_geneformer_support_contexts	0.0
P2RX7	w18_geneformer_support_contexts	0.0
SEL1L3	w18_strong_support_contexts	1.0
C15ORF48	w18_strong_support_contexts	0.0
PLEK2	w18_strong_support_contexts	0.0
CHI3L1	w18_strong_support_contexts	1.0
NRCAM	w18_strong_support_contexts	0.0
CD58	w18_strong_support_contexts	0.0
MFGE8	w18_strong_support_contexts	0.0
CD82	w18_strong_support_contexts	0.0
CD200	w18_strong_support_contexts	0.0
FXYD5	w18_strong_support_contexts	0.0
ROMO1	w18_strong_support_contexts	0.0
FPR2_ANXA1_BIASED_RESOLUTION	w18_strong_support_contexts	0.0
CD300_RECEPTOR_SPECIFIC_TUNING	w18_strong_support_contexts	0.0
P4HB	w18_strong_support_contexts	0.0
P2RX7	w18_strong_support_contexts	0.0
SEL1L3	wave62_strong_l2g_disease_count	0.0
C15ORF48	wave62_strong_l2g_disease_count	0.0
PLEK2	wave62_strong_l2g_disease_count	0.0
CHI3L1	wave62_strong_l2g_disease_count	0.0
NRCAM	wave62_strong_l2g_disease_count	0.0
CD58	wave62_strong_l2g_disease_count	1.0
MFGE8	wave62_strong_l2g_disease_count	0.0
CD82	wave62_strong_l2g_disease_count	0.0
CD200	wave62_strong_l2g_disease_count	0.0
FXYD5	wave62_strong_l2g_disease_count	0.0
ROMO1	wave62_strong_l2g_disease_count	0.0
FPR2_ANXA1_BIASED_RESOLUTION	wave62_strong_l2g_disease_count	0.0
CD300_RECEPTOR_SPECIFIC_TUNING	wave62_strong_l2g_disease_count	0.0
P4HB	wave62_strong_l2g_disease_count	0.0
P2RX7	wave62_strong_l2g_disease_count	0.0
SEL1L3	wave62_strong_qtl_coloc_disease_count	0.0
C15ORF48	wave62_strong_qtl_coloc_disease_count	0.0
PLEK2	wave62_strong_qtl_coloc_disease_count	0.0
CHI3L1	wave62_strong_qtl_coloc_disease_count	0.0
NRCAM	wave62_strong_qtl_coloc_disease_count	0.0
CD58	wave62_strong_qtl_coloc_disease_count	2.0
MFGE8	wave62_strong_qtl_coloc_disease_count	0.0
CD82	wave62_strong_qtl_coloc_disease_count	0.0
CD200	wave62_strong_qtl_coloc_disease_count	0.0
FXYD5	wave62_strong_qtl_coloc_disease_count	0.0
ROMO1	wave62_strong_qtl_coloc_disease_count	0.0
FPR2_ANXA1_BIASED_RESOLUTION	wave62_strong_qtl_coloc_disease_count	0.0
CD300_RECEPTOR_SPECIFIC_TUNING	wave62_strong_qtl_coloc_disease_count	0.0
P4HB	wave62_strong_qtl_coloc_disease_count	0.0
P2RX7	wave62_strong_qtl_coloc_disease_count	0.0
SEL1L3	wave55_n_genetic_diseases_ge_0_25	0.0
C15ORF48	wave55_n_genetic_diseases_ge_0_25	0.0
PLEK2	wave55_n_genetic_diseases_ge_0_25	0.0
CHI3L1	wave55_n_genetic_diseases_ge_0_25	0.0
NRCAM	wave55_n_genetic_diseases_ge_0_25	0.0
CD58	wave55_n_genetic_diseases_ge_0_25	3.0
MFGE8	wave55_n_genetic_diseases_ge_0_25	0.0
CD82	wave55_n_genetic_diseases_ge_0_25	0.0
CD200	wave55_n_genetic_diseases_ge_0_25	2.0
FXYD5	wave55_n_genetic_diseases_ge_0_25	0.0
ROMO1	wave55_n_genetic_diseases_ge_0_25	0.0
FPR2_ANXA1_BIASED_RESOLUTION	wave55_n_genetic_diseases_ge_0_25	0.0
CD300_RECEPTOR_SPECIFIC_TUNING	wave55_n_genetic_diseases_ge_0_25	0.0
P4HB	wave55_n_genetic_diseases_ge_0_25	0.0
P2RX7	wave55_n_genetic_diseases_ge_0_25	0.0
SEL1L3	chembl_activity_count	0.0
C15ORF48	chembl_activity_count	0.0
PLEK2	chembl_activity_count	0.0
CHI3L1	chembl_activity_count	0.0
NRCAM	chembl_activity_count	0.0
CD58	chembl_activity_count	0.0
MFGE8	chembl_activity_count	0.0
CD82	chembl_activity_count	0.0
CD200	chembl_activity_count	0.0
FXYD5	chembl_activity_count	0.0
ROMO1	chembl_activity_count	0.0
FPR2_ANXA1_BIASED_RESOLUTION	chembl_activity_count	
CD300_RECEPTOR_SPECIFIC_TUNING	chembl_activity_count	
P4HB	chembl_activity_count	702.0
P2RX7	chembl_activity_count	0.0
