gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score
POMP	17	7	0	1	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0009127889703019539	0.080192932501807	0.8557603268470446	1.451606068795152			ibd_uc_stromal:0.856,p=0.00091;ibd_uc_myeloid:0.649,p=0.0079;t1d_acinar_cell:0.359,p=0.021;sjogren_gland_epithelial:0.31,p=0.024;ibd_crohn_stromal:0.481,p=0.032;psoriasis_skin_stromal:0.78,p=0.038;ibd_crohn_myeloid:0.385,p=0.042	False	-0.0430089608388559	-0.129192857817032	0.762824900529835	0.9720939505346544															False	False	0.0	24.0
C15ORF48	17	4	0	2	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		2.9480144785423246e-05	0.028747352615042725	4.446094548919012	2.192391202215459			ibd_uc_myeloid:4.45,p=2.9e-05;ibd_crohn_myeloid:3.88,p=0.00061;t1d_endothelial_cell:3.21,p=0.0014;t1d_stellate_cell:3.09,p=0.015	False	1.223015588579818	1.4379284490095372	0.0037534871126623	0.8344760564031432															True	True	0.0	24.0
LYZ	17	7	0	4	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.396638510015472e-07	0.00259486198972632	4.311513030151353	2.236591957838187			t1d_endothelial_cell:4.31,p=3.4e-07;t1d_acinar_cell:3.12,p=3.5e-06;t1d_stellate_cell:4.13,p=4e-06;ibd_uc_epithelial:4.12,p=0.00025;t1d_ductal_cell:1.86,p=0.0045;ibd_crohn_epithelial:2.46,p=0.019;t1d_beta_cell:3.08,p=0.023	False	0.0562800383572401	0.0771782961760323	0.8529867596187362	0.977985717637342															False	False	0.0	24.0
PTPRE	17	6	0	3	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0005462253501529332	0.08461715733701765	1.863229429299393	2.59263420784311			ibd_crohn_myeloid:0.745,p=0.00055;ibd_uc_myeloid:0.803,p=0.00089;ibd_uc_stromal:1.86,p=0.0015;t1d_acinar_cell:1.28,p=0.032;ibd_crohn_stromal:1.06,p=0.032;psoriasis_keratinocyte:1.11,p=0.047	False	-0.2158191727655953	-0.2693364660712024	0.5499680359747707	0.9390010612097776							-1.4203410724794785	-2.9203410724794785	1.5	0.0	1.0		MS		False	False	0.0	23.928982946376028
CHI3L1	16	4	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0005617189029733257	0.06265604836773754	5.935692735666803	1.7017607091962836			ibd_uc_stromal:5.94,p=0.00056;ibd_crohn_stromal:4.7,p=0.011;t1d_endothelial_cell:2.71,p=0.038;t1d_stellate_cell:1.53,p=0.043	True	2.006853151074319	1.3467454734949036	0.0046126032857275	0.8344760564031432							4.938511651385653	1.7192558256928263	3.2192558256928265	1.0	0.0	MS			True	True	0.0	23.246925582569283
TMSB10	17	9	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.00023585000493773678	0.06434914688292287	1.731667124423069	1.3919162621604195			t1d_endothelial_cell:0.435,p=0.00024;ibd_crohn_myeloid:0.633,p=0.0018;t1d_beta_cell:0.523,p=0.0026;ibd_uc_myeloid:0.509,p=0.0081;psoriasis_keratinocyte:1.73,p=0.015;ibd_uc_stromal:0.535,p=0.031;t1d_ductal_cell:0.214,p=0.036;psoriasis_skin_apc:0.89,p=0.039	False	0.1355995347879997	0.4473531914622168	0.2921719507155929	0.9055783835864206							1.9856530107857215	0.2428265053928607	1.7428265053928609	0.0	0.0				False	False	0.0	23.099282650539287
PSME1	17	8	0	0	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.007121697466318964	0.22711272926086568	1.0892691229545637	1.7012017253380924			t1d_acinar_cell:1.09,p=0.0071;t1d_ductal_cell:0.504,p=0.0071;ibd_uc_myeloid:0.818,p=0.0095;sjogren_gland_apc:0.492,p=0.012;t1d_endothelial_cell:0.771,p=0.016;psoriasis_keratinocyte:0.585,p=0.022;psoriasis_skin_apc:0.884,p=0.022;ibd_crohn_myeloid:0.633,p=0.025	False	-0.2037368565985371	-0.3763316073754016	0.3993275020823	0.9157809859344704							1.6098453529562995	0.0549226764781499	1.55492267647815	0.0	0.0				False	False	0.0	23.080492267647816
NCK1	17	5	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0018453507303069995	0.09354855980519611	0.8863146458211997	1.4531818518547293			ibd_uc_epithelial:0.886,p=0.0018;t1d_endothelial_cell:0.672,p=0.02;ibd_crohn_stromal:0.523,p=0.026;t1d_acinar_cell:0.595,p=0.04;ibd_crohn_epithelial:0.482,p=0.042	False	0.4449989986308154	1.2992882055107169	0.0055557148533128	0.8344760564031432							1.0915679669046232	-0.4084320330953768	1.5	0.0	1.0		MS		True	True	0.0	23.05457839834523
NME1	17	6	0	1	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0010242764106840607	0.08504745879822732	1.3202604446014234	1.7050968384856207			ibd_uc_stromal:1.32,p=0.001;ibd_uc_epithelial:1.06,p=0.0027;t1d_endothelial_cell:0.386,p=0.0087;psoriasis_keratinocyte:1.07,p=0.022;ibd_crohn_stromal:0.684,p=0.042;sjogren_gland_stromal:0.547,p=0.049	False	-0.386249849366223	-0.3945835465754231	0.3480428652732463	0.9141270983319502							0.3169091117414213	-1.1830908882585789	1.5	0.0	1.0		MS		False	False	0.0	23.015845455587073
TMEM167A	17	6	0	1	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.00020205211184284354	0.05142848120568969	0.9307379356997059	1.8852361600069392			ibd_uc_myeloid:0.931,p=0.0002;ibd_uc_stromal:0.638,p=0.0044;ibd_crohn_myeloid:0.666,p=0.0085;sjogren_gland_apc:0.428,p=0.027;psoriasis_keratinocyte:0.659,p=0.039;t1d_acinar_cell:0.296,p=0.04	False	-0.0593616890394788	-0.1221337378269652	0.7752687424411747	0.973344149072204															False	False	0.0	23.0
CARD16	16	6	0	1	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0009806326485680787	0.09768046016710227	2.1589492804314174	1.9216461843266979			ibd_uc_myeloid:1.31,p=0.00098;ibd_crohn_myeloid:1.34,p=0.0012;sjogren_gland_apc:0.729,p=0.0075;ibd_crohn_epithelial:0.544,p=0.026;psoriasis_keratinocyte:0.658,p=0.031;t1d_endothelial_cell:2.16,p=0.032	False	0.427054014710313	0.2844455379670491	0.494819097605486	0.9274484982877348															False	False	0.0	23.0
TNFAIP8L1	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.02439646440966061	0.2900620625148351	1.4268643464216266	1.3831822236030145			ibd_crohn_stromal:1.43,p=0.024;ibd_uc_epithelial:1.28,p=0.031;t1d_beta_cell:0.593,p=0.034;psoriasis_skin_stromal:0.466,p=0.043	False	0.4563149724166724	1.2714440874720627	0.0085624242089706	0.8349413280632139															True	True	0.0	23.0
CASP4	17	7	0	2	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		8.269289671881575e-05	0.03282276396253697	1.398421123265413	1.7598501493950003			ibd_uc_myeloid:1.4,p=8.3e-05;ibd_crohn_myeloid:1.21,p=0.0009;t1d_acinar_cell:0.784,p=0.00097;t1d_stellate_cell:0.877,p=0.0034;psoriasis_skin_apc:0.618,p=0.011;ibd_uc_epithelial:1.02,p=0.014;t1d_ductal_cell:0.819,p=0.017	False	0.2066862758954002	0.3001486595291572	0.4927047679399916	0.9271619615463814															False	False	0.0	23.0
AGRN	17	4	0	3	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.000196432947632549	0.04524146778830201	1.4364621425982889	2.5848251740890946			t1d_beta_cell:1.44,p=0.0002;ibd_uc_epithelial:1.19,p=0.001;ibd_crohn_epithelial:0.924,p=0.001;psoriasis_skin_stromal:1.19,p=0.025	False	-0.1994784498572919	-0.2733984445517583	0.5354048479004957	0.9369525137394764							3.4774248916181216	0.9887124458090608	2.488712445809061	0.0	0.0				False	False	0.0	22.173871244580905
LRRC59	17	7	0	0	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.001794137202843906	0.11202747028940391	1.0999230849160515	1.1958555055172058			ibd_crohn_epithelial:0.87,p=0.0018;ibd_crohn_stromal:1.1,p=0.002;t1d_stellate_cell:0.365,p=0.014;t1d_endothelial_cell:0.649,p=0.018;psoriasis_skin_stromal:0.77,p=0.035;sjogren_gland_stromal:0.484,p=0.046;ibd_uc_stromal:0.676,p=0.049	False	0.0422703381969409	0.0849415488423975	0.8419061527165945	0.9761732664217524							1.8911529578967183	0.1955764789483592	1.6955764789483592	1.0	0.0	MS			False	False	0.0	22.094557647894835
SERPINA1	14	7	0	3	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		6.562195492203515e-05	0.033179504334826415	3.5205968722394765	1.576980063566067			ibd_crohn_myeloid:2.86,p=6.6e-05;ibd_uc_myeloid:3.01,p=9e-05;t1d_endothelial_cell:3.52,p=0.00018;t1d_stellate_cell:3.4,p=0.0034;ibd_uc_epithelial:2.03,p=0.012;t1d_acinar_cell:1.92,p=0.026;t1d_ductal_cell:0.819,p=0.035	False	-0.2970372840590478	-0.4052807306025106	0.334044421696787	0.9141270983319502							0.0977251256976665	-1.4022748743023334	1.5	0.0	1.0		MS		False	False	0.0	22.004886256284884
FAM136A	17	7	0	0	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.001741684204286355	0.22405364344376633	1.1063340467484233	1.4844478645916026			psoriasis_keratinocyte:0.631,p=0.0017;ibd_uc_stromal:0.681,p=0.012;ibd_crohn_stromal:0.469,p=0.017;ibd_uc_epithelial:0.551,p=0.026;sjogren_gland_stromal:0.276,p=0.027;ibd_crohn_epithelial:0.457,p=0.034;t1d_endothelial_cell:1.11,p=0.05	False	-0.3296785879844943	-0.4148211854848093	0.3541914497691751	0.9141270983319502															False	False	0.0	22.0
IL15	17	5	0	0	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.008207391020524167	0.21771234695794806	2.3513313197404844	1.2476840280616521			ibd_crohn_myeloid:2.35,p=0.0082;t1d_ductal_cell:0.78,p=0.02;sjogren_gland_apc:1.81,p=0.026;psoriasis_skin_stromal:1.02,p=0.042;ibd_uc_myeloid:1.63,p=0.045	False	1.1957614008388182	0.6680541029650515	0.1225512579945805	0.8989378106274888															False	True	0.0	22.0
NLRC5	17	7	0	0	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.017507995135621922	0.2895486001666585	2.2015875975547057	1.4381302297400378			t1d_stellate_cell:1.26,p=0.018;ibd_crohn_myeloid:2.2,p=0.02;psoriasis_skin_apc:1.72,p=0.021;psoriasis_skin_stromal:1.34,p=0.024;ibd_uc_myeloid:1.9,p=0.035;sjogren_gland_epithelial:0.859,p=0.036;ibd_crohn_stromal:1.18,p=0.044	False	-0.1754720644354748	-0.2938979363454603	0.4867392295596717	0.926038761164836															False	False	0.0	22.0
PI3	16	8	0	1	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		1.602160067805477e-05	0.010215002863081305	7.583056062396253	2.7639343685828752			ibd_uc_epithelial:4.4,p=1.6e-05;psoriasis_keratinocyte:7.58,p=0.00096;ibd_uc_myeloid:4.31,p=0.0077;psoriasis_skin_apc:3.77,p=0.013;psoriasis_skin_stromal:3.21,p=0.034;sjogren_gland_epithelial:1.52,p=0.036;ibd_crohn_myeloid:4.7,p=0.04;ibd_crohn_epithelial:1.95,p=0.048	False																			False	False	0.0	22.0
CD24	17	6	0	2	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0004386490397471766	0.08494847578980062	3.0633418648110293	1.318664081263189			t1d_endothelial_cell:3.04,p=0.00044;ibd_uc_stromal:1.9,p=0.001;t1d_stellate_cell:3.06,p=0.0012;t1d_ductal_cell:0.285,p=0.014;ibd_crohn_epithelial:0.563,p=0.03;sjogren_gland_stromal:1.07,p=0.046	False	-0.3131457372415891	-0.1112269109762726	0.79096128985077	0.9747766810218778															False	False	0.0	22.0
MTHFD2	17	8	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0009513198522795202	0.0999672650786359	1.658403383426843	2.163146731150202			ibd_crohn_myeloid:1.04,p=0.00095;t1d_stellate_cell:1.66,p=0.0024;ibd_crohn_epithelial:1.08,p=0.0025;ibd_uc_myeloid:0.788,p=0.0055;ibd_crohn_stromal:1.32,p=0.0066;ibd_uc_stromal:1.3,p=0.0094;psoriasis_keratinocyte:1.26,p=0.02;psoriasis_skin_apc:0.668,p=0.021	False	0.0461599204982174	0.0986393692526818	0.8145219094018459	0.9761732664217524															False	False	0.0	22.0
CCL20	16	8	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0016712706999653262	0.12172907664317931	6.085702345455086	2.0089339263285684			ibd_uc_myeloid:6.09,p=0.0017;ibd_crohn_epithelial:1.79,p=0.0035;ibd_crohn_myeloid:5.13,p=0.0043;ibd_uc_epithelial:2.07,p=0.0099;t1d_ductal_cell:3.36,p=0.012;t1d_acinar_cell:3.14,p=0.021;t1d_endothelial_cell:3.8,p=0.023;psoriasis_skin_stromal:1.64,p=0.046	False	1.1469018183892334	0.8573650161165193	0.0611072952242856	0.8989378106274888															False	True	0.0	22.0
SNX10	17	4	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.00012074595995397217	0.06020103215929445	2.5310125109687025	2.0744762631237723			ibd_crohn_myeloid:1.94,p=0.00012;ibd_uc_myeloid:1.31,p=0.0026;t1d_endothelial_cell:2.53,p=0.0028;t1d_stellate_cell:1.72,p=0.017	False	0.712408223548989	1.1823545258857546	0.0127398445881719	0.8349413280632139															True	True	0.0	22.0
REG3A	9	7	0	3	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		1.7005033789971872e-05	0.02462803430612091	6.637034017905869	1.7329281186426895			t1d_endothelial_cell:5.27,p=1.7e-05;t1d_ductal_cell:3.72,p=4.6e-05;t1d_stellate_cell:5.19,p=5.7e-05;t1d_acinar_cell:1.81,p=0.0022;ibd_uc_epithelial:6.64,p=0.0052;t1d_beta_cell:3.83,p=0.0095;ibd_crohn_epithelial:5.97,p=0.023	False																			False	False	0.0	22.0
HIF1A	17	7	0	2	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.0133573988261856e-05	0.032647953554855245	1.8653548368084722	2.1213508325477384			ibd_crohn_epithelial:1.32,p=3e-05;ibd_uc_stromal:1.87,p=0.00015;ibd_crohn_stromal:1.76,p=0.00046;ibd_uc_epithelial:1.38,p=0.0056;ibd_uc_myeloid:1.38,p=0.019;ibd_crohn_myeloid:1.21,p=0.028;t1d_stellate_cell:0.443,p=0.047	False	-0.1231736174707265	-0.1509074129292437	0.7282461776522897	0.9681291199669212	4.0	MS;UC;celiac;psoriasis	0.2959646025331924			datatype_affected_pathway;datatype_literature;datatype_rna_expression									False	False	4.0	22.0
IGHG1	10	7	0	3	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		0.00043078450874768886	0.07001273944551724	4.341643460347477	2.282379293299488			ibd_uc_myeloid:4.34,p=0.00043;ibd_uc_stromal:3.83,p=0.0012;ibd_crohn_myeloid:3.52,p=0.0015;ibd_uc_epithelial:3.47,p=0.0017;ibd_crohn_stromal:2.91,p=0.018;sjogren_gland_stromal:2.16,p=0.018;ibd_crohn_epithelial:2.66,p=0.025	False											-0.7645924493483469	-2.264592449348347	1.5	0.0	0.0				False	False	0.0	21.961770377532584
TGM2	17	7	0	2	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.00025952447765687517	0.036892021455925565	4.693655875623536	2.067386583412337			ibd_uc_epithelial:4.69,p=0.00026;ibd_uc_stromal:1.44,p=0.00042;ibd_crohn_stromal:1.02,p=0.0031;ibd_crohn_myeloid:3.18,p=0.0043;ibd_uc_myeloid:3.21,p=0.0044;ibd_crohn_epithelial:2.62,p=0.013;psoriasis_skin_stromal:1.36,p=0.042	False	-0.9454639666769412	-0.4275164567037642	0.3323926040170903	0.9141270983319502	3.0	MS;UC;celiac	0.2098056843011675			datatype_affected_pathway;datatype_literature;datatype_rna_expression	4.091621589868462	1.295810794934231	2.795810794934231	0.0	0.0				False	False	3.0	21.704581079493423
PKM	17	7	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.00010610480325228874	0.02502483855265334	1.1126863304662082	2.00625856059578			ibd_uc_epithelial:1.11,p=0.00011;psoriasis_keratinocyte:0.949,p=0.0034;ibd_crohn_epithelial:0.548,p=0.0065;psoriasis_skin_apc:0.542,p=0.017;ibd_uc_stromal:0.734,p=0.035;psoriasis_skin_stromal:0.582,p=0.041;t1d_endothelial_cell:1.05,p=0.042	False	0.2079528837975353	0.3734962823418621	0.3934173353018323	0.9157809859344704							1.728659970244652	0.1143299851223261	1.614329985122326	0.0	0.0				False	False	0.0	21.086432998512233
PSMA5	17	7	0	1	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0008766227770088629	0.09257800887984463	0.8450957626122797	1.653251976174746			ibd_uc_myeloid:0.845,p=0.00088;ibd_uc_stromal:0.677,p=0.003;ibd_crohn_myeloid:0.631,p=0.011;sjogren_gland_apc:0.405,p=0.015;ibd_uc_epithelial:0.667,p=0.021;psoriasis_skin_stromal:0.628,p=0.022;ibd_crohn_stromal:0.527,p=0.034	False	-0.1820091427843166	-0.1930274329819929	0.6669236814806572	0.9572241788020496							1.5136697075882326	0.0068348537941163	1.5068348537941163	0.0	0.0				False	False	0.0	21.07568348537941
PPIL3	17	5	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.004922253173472926	0.14909153649825588	1.6188990139096036	1.3189637563731904			ibd_uc_epithelial:0.996,p=0.0049;t1d_endothelial_cell:1.62,p=0.025;ibd_crohn_epithelial:0.629,p=0.028;t1d_ductal_cell:1.31,p=0.03;t1d_stellate_cell:1.53,p=0.035	False	0.6072339458133413	1.0821472724885264	0.0182948169279802	0.8372898579012464							1.2937852196614783	-0.2062147803385215	1.5	0.0	1.0		MS		True	True	0.0	21.064689260983073
PPIA	17	6	0	0	0	5	0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.005998480947095858	0.17794737524154122	0.6032286382537198	1.3237794114884152			ibd_uc_stromal:0.365,p=0.006;sjogren_gland_epithelial:0.298,p=0.016;t1d_acinar_cell:0.603,p=0.025;ibd_crohn_epithelial:0.327,p=0.035;psoriasis_skin_apc:0.603,p=0.039;sjogren_gland_apc:0.282,p=0.044	False	0.0798111319015699	0.227219782558099	0.5869705544995741	0.9464449594593544							0.4892503554771201	-1.01074964452288	1.5	0.0	0.0				False	False	0.0	21.024462517773856
