analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	nominal_positive	nominal_negative
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	SPNS1	3	3	4.787471151934617	4.066863044842289	0.7206081070923283	1.1593111949532329	1.7748255504572832	0.1541076730954763	0.1648269980506822	0.118747591522158	1.0	4.427167098388452	False	0.7297013371935511	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SPNS1	10	14	5.8019405050852795	5.549434174427619	0.2525063306576607	0.4740966341903182	1.3031631462681446	0.206723102949987	0.0823441252277583	0.0829561339789463	1.0	5.654645145534978	False	0.8669837867647283	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	SPNS1	6	6	4.459760758931208	3.851042210684964	0.608718548246244	0.572362110979934	1.0739736112566738	0.3209351898645047	0.0574568695801717	0.0417773656281787	1.0	4.155401484808086	False	0.6626983859471717	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SPNS1	5	18	5.479854738230382	5.2965842431553725	0.1832704950750097	0.3555517926067931	0.9994246690236251	0.3373361782176453	0.1637026607615868	0.1656369034930362	1.0	5.336425655128201	False	0.6891539829422523	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SPNS1	5	17	6.884489970998848	6.720003846203155	0.164486124795693	0.253054543900705	0.926385069451014	0.3660416495258774	0.2655531659633382	0.2500076258574349	1.0	6.757387056383994	False	0.7160966531660833	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	SPNS1	6	6	4.684071054703939	4.197958953895887	0.486112100808052	0.4414623789067881	0.8283548757215117	0.4375635250694836	0.1541586009893416	0.1129555976753374	1.0	4.441015004299913	False	0.8168092077037525	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	SPNS1	11	14	5.314971736307894	5.359193918653841	-0.0442221823459476	-0.1191775718184289	-0.2977197727777365	0.769154317078498	0.0790613723210714	0.1207208280289731	1.0	5.3397361584216245	False	0.9285033490317616	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SPNS1	4	17	6.9201908719283045	6.85903422080293	0.0611566511253744	0.1016035634176882	0.2772932364931406	0.7878570887132599	0.4987924413435565	0.4302127994941034	1.0	6.870683106731572	False	0.9389337366225584	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SPNS1	3	19	5.732686544663539	5.705044682341256	0.0276418623222829	0.065993185548334	0.0960627106697848	0.9307436222994844	0.1937655386415876	0.2482334143215706	1.0	5.708814027203386	False	0.9801197871552818	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	SPNS1	6	6	4.260473690770019	4.197958953895887	0.0625147368741325	0.0460521806515904	0.0864117764118863	0.932887039110246	0.1201944508028032	0.1129555976753374	1.0	4.229216322332953	False	0.9823948816257616	False	False	False	False	False	False
