seed	donors	effect_scale	method	truth_class	candidate_selection_probability
57061	11	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57061	11	1.00	replicated_broad_rescue	tradeoff	0.000000
57061	11	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57061	11	1.00	replicated_broad_rescue	null	0.000000
57062	9	0.80	averaged_endpoint	broad_rescue	0.990750
57062	9	0.80	averaged_endpoint	narrow_one_endpoint	0.157250
57062	9	0.80	averaged_endpoint	tradeoff	0.086000
57062	9	0.80	averaged_endpoint	toxic_pseudorescue	0.000500
57062	9	0.80	averaged_endpoint	null	0.003125
57062	9	0.80	replicated_broad_rescue	broad_rescue	0.203250
57062	9	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	9	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	9	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	9	0.80	replicated_broad_rescue	null	0.000000
57062	9	1.00	averaged_endpoint	broad_rescue	0.998750
57062	9	1.00	averaged_endpoint	narrow_one_endpoint	0.271375
57062	9	1.00	averaged_endpoint	tradeoff	0.157000
57062	9	1.00	averaged_endpoint	toxic_pseudorescue	0.000250
57062	9	1.00	averaged_endpoint	null	0.002875
57062	9	1.00	replicated_broad_rescue	broad_rescue	0.298500
57062	9	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	9	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	9	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	9	1.00	replicated_broad_rescue	null	0.000000
57062	10	0.80	averaged_endpoint	broad_rescue	0.997500
57062	10	0.80	averaged_endpoint	narrow_one_endpoint	0.188875
57062	10	0.80	averaged_endpoint	tradeoff	0.110250
57062	10	0.80	averaged_endpoint	toxic_pseudorescue	0.000625
57062	10	0.80	averaged_endpoint	null	0.003187
57062	10	0.80	replicated_broad_rescue	broad_rescue	0.316750
57062	10	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	10	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	10	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	10	0.80	replicated_broad_rescue	null	0.000000
57062	10	1.00	averaged_endpoint	broad_rescue	0.999250
57062	10	1.00	averaged_endpoint	narrow_one_endpoint	0.340875
57062	10	1.00	averaged_endpoint	tradeoff	0.204375
57062	10	1.00	averaged_endpoint	toxic_pseudorescue	0.000250
57062	10	1.00	averaged_endpoint	null	0.003750
57062	10	1.00	replicated_broad_rescue	broad_rescue	0.395500
57062	10	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	10	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	10	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	10	1.00	replicated_broad_rescue	null	0.000000
57062	11	0.80	averaged_endpoint	broad_rescue	0.999375
57062	11	0.80	averaged_endpoint	narrow_one_endpoint	0.245500
57062	11	0.80	averaged_endpoint	tradeoff	0.141750
57062	11	0.80	averaged_endpoint	toxic_pseudorescue	0.000125
57062	11	0.80	averaged_endpoint	null	0.002625
57062	11	0.80	replicated_broad_rescue	broad_rescue	0.428875
57062	11	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	11	0.80	replicated_broad_rescue	tradeoff	0.000000
57062	11	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	11	0.80	replicated_broad_rescue	null	0.000000
57062	11	1.00	averaged_endpoint	broad_rescue	0.999625
57062	11	1.00	averaged_endpoint	narrow_one_endpoint	0.405875
57062	11	1.00	averaged_endpoint	tradeoff	0.258250
57062	11	1.00	averaged_endpoint	toxic_pseudorescue	0.000000
57062	11	1.00	averaged_endpoint	null	0.003000
57062	11	1.00	replicated_broad_rescue	broad_rescue	0.470000
57062	11	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57062	11	1.00	replicated_broad_rescue	tradeoff	0.000000
57062	11	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57062	11	1.00	replicated_broad_rescue	null	0.000000
57063	9	0.80	averaged_endpoint	broad_rescue	0.991875
57063	9	0.80	averaged_endpoint	narrow_one_endpoint	0.150375
57063	9	0.80	averaged_endpoint	tradeoff	0.090125
57063	9	0.80	averaged_endpoint	toxic_pseudorescue	0.000500
57063	9	0.80	averaged_endpoint	null	0.003625
57063	9	0.80	replicated_broad_rescue	broad_rescue	0.211750
57063	9	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	9	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	9	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	9	0.80	replicated_broad_rescue	null	0.000000
57063	9	1.00	averaged_endpoint	broad_rescue	0.998125
57063	9	1.00	averaged_endpoint	narrow_one_endpoint	0.275375
57063	9	1.00	averaged_endpoint	tradeoff	0.161625
57063	9	1.00	averaged_endpoint	toxic_pseudorescue	0.000625
57063	9	1.00	averaged_endpoint	null	0.004063
57063	9	1.00	replicated_broad_rescue	broad_rescue	0.308750
57063	9	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	9	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	9	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	9	1.00	replicated_broad_rescue	null	0.000000
57063	10	0.80	averaged_endpoint	broad_rescue	0.998000
57063	10	0.80	averaged_endpoint	narrow_one_endpoint	0.189750
57063	10	0.80	averaged_endpoint	tradeoff	0.115875
57063	10	0.80	averaged_endpoint	toxic_pseudorescue	0.000000
57063	10	0.80	averaged_endpoint	null	0.003375
57063	10	0.80	replicated_broad_rescue	broad_rescue	0.322000
57063	10	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	10	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	10	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	10	0.80	replicated_broad_rescue	null	0.000000
57063	10	1.00	averaged_endpoint	broad_rescue	0.999000
57063	10	1.00	averaged_endpoint	narrow_one_endpoint	0.336125
57063	10	1.00	averaged_endpoint	tradeoff	0.196250
57063	10	1.00	averaged_endpoint	toxic_pseudorescue	0.000250
57063	10	1.00	averaged_endpoint	null	0.003875
57063	10	1.00	replicated_broad_rescue	broad_rescue	0.395625
57063	10	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	10	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	10	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	10	1.00	replicated_broad_rescue	null	0.000000
57063	11	0.80	averaged_endpoint	broad_rescue	0.999000
57063	11	0.80	averaged_endpoint	narrow_one_endpoint	0.232250
57063	11	0.80	averaged_endpoint	tradeoff	0.144000
57063	11	0.80	averaged_endpoint	toxic_pseudorescue	0.000000
57063	11	0.80	averaged_endpoint	null	0.003375
57063	11	0.80	replicated_broad_rescue	broad_rescue	0.414500
57063	11	0.80	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	11	0.80	replicated_broad_rescue	tradeoff	0.000000
57063	11	0.80	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	11	0.80	replicated_broad_rescue	null	0.000000
57063	11	1.00	averaged_endpoint	broad_rescue	0.999375
57063	11	1.00	averaged_endpoint	narrow_one_endpoint	0.410750
57063	11	1.00	averaged_endpoint	tradeoff	0.246000
57063	11	1.00	averaged_endpoint	toxic_pseudorescue	0.000000
57063	11	1.00	averaged_endpoint	null	0.003563
57063	11	1.00	replicated_broad_rescue	broad_rescue	0.471750
57063	11	1.00	replicated_broad_rescue	narrow_one_endpoint	0.000000
57063	11	1.00	replicated_broad_rescue	tradeoff	0.000000
57063	11	1.00	replicated_broad_rescue	toxic_pseudorescue	0.000000
57063	11	1.00	replicated_broad_rescue	null	0.000000
