dataset	arm	time_h	gene	log2_cpm_plus_0_5	delta_vs_arm_0h
GSE294918	IFNy_memory_rux_LPS	0	CCL2	5.923930537470606	0.0
GSE294918	IFNy_memory_rux_LPS	1	CCL2	7.1010626316037655	1.1771320941331593
GSE294918	IFNy_memory_rux_LPS	3	CCL2	6.583775361644361	0.6598448241737547
GSE294918	IFNy_memory_rux_LPS	6	CCL2	8.439554591708925	2.5156240542383186
GSE294918	IFNy_memory_rux_LPS	0	CCL20	1.2113109867507712	0.0
GSE294918	IFNy_memory_rux_LPS	1	CCL20	6.298822042997361	5.08751105624659
GSE294918	IFNy_memory_rux_LPS	3	CCL20	8.323768887222672	7.112457900471901
GSE294918	IFNy_memory_rux_LPS	6	CCL20	7.609062015142837	6.397751028392066
GSE294918	IFNy_memory_rux_LPS	0	CD74	12.861066797323568	0.0
GSE294918	IFNy_memory_rux_LPS	1	CD74	12.911204890524745	0.050138093201177014
GSE294918	IFNy_memory_rux_LPS	3	CD74	12.620868529444829	-0.2401982678787391
GSE294918	IFNy_memory_rux_LPS	6	CD74	12.751082229039293	-0.1099845682842755
GSE294918	IFNy_memory_rux_LPS	0	CIITA	6.866773642543929	0.0
GSE294918	IFNy_memory_rux_LPS	1	CIITA	7.052571232880553	0.18579759033662402
GSE294918	IFNy_memory_rux_LPS	3	CIITA	4.739633506909905	-2.1271401356340247
GSE294918	IFNy_memory_rux_LPS	6	CIITA	5.158370655725093	-1.7084029868188368
GSE294918	IFNy_memory_rux_LPS	0	CTSS	12.579016262941394	0.0
GSE294918	IFNy_memory_rux_LPS	1	CTSS	12.517697414623804	-0.06131884831759038
GSE294918	IFNy_memory_rux_LPS	3	CTSS	12.414655873229345	-0.16436038971204958
GSE294918	IFNy_memory_rux_LPS	6	CTSS	12.364016703025518	-0.21499955991587605
GSE294918	IFNy_memory_rux_LPS	0	CXCL10	2.370068777664775	0.0
GSE294918	IFNy_memory_rux_LPS	1	CXCL10	2.7317987186703414	0.3617299410055663
GSE294918	IFNy_memory_rux_LPS	3	CXCL10	4.515304200528666	2.145235422863891
GSE294918	IFNy_memory_rux_LPS	6	CXCL10	2.687131149278746	0.3170623716139711
GSE294918	IFNy_memory_rux_LPS	0	CXCL8	5.633971543765896	0.0
GSE294918	IFNy_memory_rux_LPS	1	CXCL8	10.442326415883445	4.808354872117548
GSE294918	IFNy_memory_rux_LPS	3	CXCL8	11.944615363565012	6.3106438197991155
GSE294918	IFNy_memory_rux_LPS	6	CXCL8	12.466270329703335	6.8322987859374384
GSE294918	IFNy_memory_rux_LPS	0	GBP1	5.190627275155272	0.0
GSE294918	IFNy_memory_rux_LPS	1	GBP1	5.868313979794129	0.677686704638857
GSE294918	IFNy_memory_rux_LPS	3	GBP1	9.953681660765026	4.763054385609754
GSE294918	IFNy_memory_rux_LPS	6	GBP1	9.878532304661732	4.68790502950646
GSE294918	IFNy_memory_rux_LPS	0	GBP2	6.5952139097968105	0.0
GSE294918	IFNy_memory_rux_LPS	1	GBP2	6.88333346190395	0.2881195521071396
GSE294918	IFNy_memory_rux_LPS	3	GBP2	9.259498289043686	2.664284379246875
GSE294918	IFNy_memory_rux_LPS	6	GBP2	9.521098360838593	2.9258844510417825
GSE294918	IFNy_memory_rux_LPS	0	GBP5	5.661350225165014	0.0
GSE294918	IFNy_memory_rux_LPS	1	GBP5	5.778027236268803	0.11667701110378914
GSE294918	IFNy_memory_rux_LPS	3	GBP5	9.720168460502613	4.058818235337599
GSE294918	IFNy_memory_rux_LPS	6	GBP5	9.61862915984898	3.9572789346839663
GSE294918	IFNy_memory_rux_LPS	0	GSDMD	5.448848505518781	0.0
GSE294918	IFNy_memory_rux_LPS	1	GSDMD	5.362121574723029	-0.08672693079575211
GSE294918	IFNy_memory_rux_LPS	3	GSDMD	5.234782225193324	-0.21406628032545783
GSE294918	IFNy_memory_rux_LPS	6	GSDMD	5.382497236747352	-0.06635126877142916
GSE294918	IFNy_memory_rux_LPS	0	HLA-DPA1	10.670226228281573	0.0
GSE294918	IFNy_memory_rux_LPS	1	HLA-DPA1	10.69839315597673	0.02816692769515683
GSE294918	IFNy_memory_rux_LPS	3	HLA-DPA1	10.47082133636843	-0.19940489191314192
GSE294918	IFNy_memory_rux_LPS	6	HLA-DPA1	10.595934473462814	-0.07429175481875916
GSE294918	IFNy_memory_rux_LPS	0	HLA-DPB1	9.490365305996702	0.0
GSE294918	IFNy_memory_rux_LPS	1	HLA-DPB1	9.50946539903136	0.019100093034657206
GSE294918	IFNy_memory_rux_LPS	3	HLA-DPB1	9.193185884605223	-0.2971794213914798
GSE294918	IFNy_memory_rux_LPS	6	HLA-DPB1	9.274855340205377	-0.2155099657913251
GSE294918	IFNy_memory_rux_LPS	0	HLA-DQA1	9.442320640341775	0.0
GSE294918	IFNy_memory_rux_LPS	1	HLA-DQA1	9.5990968990764	0.15677625873462553
GSE294918	IFNy_memory_rux_LPS	3	HLA-DQA1	9.371055979637891	-0.07126466070388382
GSE294918	IFNy_memory_rux_LPS	6	HLA-DQA1	9.476912423407368	0.03459178306559352
GSE294918	IFNy_memory_rux_LPS	0	HLA-DQB1	7.426481354908068	0.0
GSE294918	IFNy_memory_rux_LPS	1	HLA-DQB1	7.580741685217416	0.15426033030934772
GSE294918	IFNy_memory_rux_LPS	3	HLA-DQB1	7.282347502191124	-0.14413385271694423
GSE294918	IFNy_memory_rux_LPS	6	HLA-DQB1	7.17530767853719	-0.25117367637087806
GSE294918	IFNy_memory_rux_LPS	0	HLA-DRA	11.819537002248524	0.0
GSE294918	IFNy_memory_rux_LPS	1	HLA-DRA	11.909599000081117	0.09006199783259383
GSE294918	IFNy_memory_rux_LPS	3	HLA-DRA	11.869165171133995	0.04962816888547117
GSE294918	IFNy_memory_rux_LPS	6	HLA-DRA	12.047683299674924	0.22814629742640058
GSE294918	IFNy_memory_rux_LPS	0	IFI30	1.646604620613428	0.0
GSE294918	IFNy_memory_rux_LPS	1	IFI30	1.2414385747046452	-0.4051660459087827
GSE294918	IFNy_memory_rux_LPS	3	IFI30	1.0400057600880475	-0.6065988605253805
GSE294918	IFNy_memory_rux_LPS	6	IFI30	1.408320077824797	-0.23828454278863087
GSE294918	IFNy_memory_rux_LPS	0	IFIT1	4.5777540071764635	0.0
GSE294918	IFNy_memory_rux_LPS	1	IFIT1	4.578120611323751	0.0003666041472873971
GSE294918	IFNy_memory_rux_LPS	3	IFIT1	7.985434925203107	3.407680918026643
GSE294918	IFNy_memory_rux_LPS	6	IFIT1	7.05122096649607	2.473466959319606
GSE294918	IFNy_memory_rux_LPS	0	IL18	4.976891671796707	0.0
GSE294918	IFNy_memory_rux_LPS	1	IL18	5.1038418270228405	0.12695015522613318
GSE294918	IFNy_memory_rux_LPS	3	IL18	7.87154800061793	2.894656328821223
GSE294918	IFNy_memory_rux_LPS	6	IL18	7.259446169720158	2.282554497923451
GSE294918	IFNy_memory_rux_LPS	0	IL1B	3.0444567432050835	0.0
GSE294918	IFNy_memory_rux_LPS	1	IL1B	9.948832909486876	6.904376166281793
GSE294918	IFNy_memory_rux_LPS	3	IL1B	11.835251616886373	8.790794873681289
GSE294918	IFNy_memory_rux_LPS	6	IL1B	11.811016852736362	8.766560109531278
GSE294918	IFNy_memory_rux_LPS	0	IRF1	4.889183557970025	0.0
GSE294918	IFNy_memory_rux_LPS	1	IRF1	6.751244101316645	1.8620605433466197
GSE294918	IFNy_memory_rux_LPS	3	IRF1	8.198244842882122	3.3090612849120973
GSE294918	IFNy_memory_rux_LPS	6	IRF1	7.079568642238916	2.1903850842688914
GSE294918	IFNy_memory_rux_LPS	0	ISG15	3.8263183231008977	0.0
GSE294918	IFNy_memory_rux_LPS	1	ISG15	4.005773483321261	0.17945516022036312
GSE294918	IFNy_memory_rux_LPS	3	ISG15	8.817973021015321	4.991654697914424
GSE294918	IFNy_memory_rux_LPS	6	ISG15	8.70372411696852	4.877405793867622
GSE294918	IFNy_memory_rux_LPS	0	LITAF	9.606177247761055	0.0
GSE294918	IFNy_memory_rux_LPS	1	LITAF	9.534735263693785	-0.07144198406727043
GSE294918	IFNy_memory_rux_LPS	3	LITAF	10.844689148611542	1.2385119008504866
GSE294918	IFNy_memory_rux_LPS	6	LITAF	10.669350722345145	1.0631734745840902
GSE294918	IFNy_memory_rux_LPS	0	NDUFA4	6.629945376130712	0.0
GSE294918	IFNy_memory_rux_LPS	1	NDUFA4	6.478769121902594	-0.1511762542281181
GSE294918	IFNy_memory_rux_LPS	3	NDUFA4	6.394846424120485	-0.2350989520102269
GSE294918	IFNy_memory_rux_LPS	6	NDUFA4	6.56699657870105	-0.06294879742966142
GSE294918	IFNy_memory_rux_LPS	0	NFKBIA	6.0377415060736235	0.0
GSE294918	IFNy_memory_rux_LPS	1	NFKBIA	10.348319657710501	4.310578151636878
GSE294918	IFNy_memory_rux_LPS	3	NFKBIA	9.525124273427561	3.487382767353938
GSE294918	IFNy_memory_rux_LPS	6	NFKBIA	8.783285633916872	2.7455441278432486
GSE294918	IFNy_memory_rux_LPS	0	NLRP3	2.382656791992336	0.0
GSE294918	IFNy_memory_rux_LPS	1	NLRP3	3.2206848145232208	0.8380280225308847
GSE294918	IFNy_memory_rux_LPS	3	NLRP3	2.098008263342235	-0.28464852865010126
GSE294918	IFNy_memory_rux_LPS	6	NLRP3	1.1326212302754481	-1.250035561716888
GSE294918	IFNy_memory_rux_LPS	0	RFX5	6.035750358388745	0.0
GSE294918	IFNy_memory_rux_LPS	1	RFX5	6.144327315890854	0.10857695750210894
GSE294918	IFNy_memory_rux_LPS	3	RFX5	5.958287340693951	-0.07746301769479391
GSE294918	IFNy_memory_rux_LPS	6	RFX5	5.927804428509651	-0.10794592987909368
GSE294918	IFNy_memory_rux_LPS	0	STAT1	8.315537312006915	0.0
GSE294918	IFNy_memory_rux_LPS	1	STAT1	8.373641876476784	0.058104564469868336
GSE294918	IFNy_memory_rux_LPS	3	STAT1	8.247265546603906	-0.06827176540300961
GSE294918	IFNy_memory_rux_LPS	6	STAT1	8.954042126041148	0.6385048140342331
GSE294918	IFNy_memory_rux_LPS	0	TNF	3.0523572073021787	0.0
GSE294918	IFNy_memory_rux_LPS	1	TNF	10.565971392978934	7.513614185676755
GSE294918	IFNy_memory_rux_LPS	3	TNF	9.465645657196854	6.413288449894675
GSE294918	IFNy_memory_rux_LPS	6	TNF	8.424705148798349	5.37234794149617
GSE294918	PBS_rux_LPS	0	C15ORF48	5.732973093604496	0.0
GSE294918	PBS_rux_LPS	1	C15ORF48	5.704348658611272	-0.028624434993224313
GSE294918	PBS_rux_LPS	3	C15ORF48	7.303927387023009	1.570954293418513
GSE294918	PBS_rux_LPS	6	C15ORF48	8.14413148346135	2.4111583898568547
GSE294918	PBS_rux_LPS	0	CASP1	5.893982062430174	0.0
GSE294918	PBS_rux_LPS	1	CASP1	6.116381824336945	0.2223997619067708
GSE294918	PBS_rux_LPS	3	CASP1	5.783804407244601	-0.11017765518557354
GSE294918	PBS_rux_LPS	6	CASP1	6.63020177079008	0.736219708359906
GSE294918	PBS_rux_LPS	0	CASP4	6.10104956104345	0.0
GSE294918	PBS_rux_LPS	1	CASP4	6.063701138984099	-0.03734842205935074
GSE294918	PBS_rux_LPS	3	CASP4	6.594922922732225	0.4938733616887756
GSE294918	PBS_rux_LPS	6	CASP4	7.134097266082301	1.0330477050388511
GSE294918	PBS_rux_LPS	0	CASP5	0.7820448710282294	0.0
GSE294918	PBS_rux_LPS	1	CASP5	0.8917116043266532	0.1096667332984238
GSE294918	PBS_rux_LPS	3	CASP5	2.8088742194839615	2.026829348455732
GSE294918	PBS_rux_LPS	6	CASP5	3.032607466796408	2.2505625957681783
GSE294918	PBS_rux_LPS	0	CCL2	6.4023119629639424	0.0
GSE294918	PBS_rux_LPS	1	CCL2	7.02464492163224	0.6223329586682977
GSE294918	PBS_rux_LPS	3	CCL2	5.604023784838288	-0.7982881781256541
GSE294918	PBS_rux_LPS	6	CCL2	7.73487802777057	1.3325660648066275
GSE294918	PBS_rux_LPS	0	CCL20	0.8885436301824141	0.0
GSE294918	PBS_rux_LPS	1	CCL20	6.403574327565101	5.515030697382687
GSE294918	PBS_rux_LPS	3	CCL20	8.177332049711259	7.288788419528845
GSE294918	PBS_rux_LPS	6	CCL20	7.784916796512265	6.896373166329851
GSE294918	PBS_rux_LPS	0	CD74	12.912777158213824	0.0
GSE294918	PBS_rux_LPS	1	CD74	12.984558042940867	0.07178088472704225
GSE294918	PBS_rux_LPS	3	CD74	12.66291361572193	-0.24986354249189446
GSE294918	PBS_rux_LPS	6	CD74	12.711436340715396	-0.20134081749842814
GSE294918	PBS_rux_LPS	0	CIITA	6.964080133209057	0.0
GSE294918	PBS_rux_LPS	1	CIITA	7.211509386749189	0.24742925354013146
GSE294918	PBS_rux_LPS	3	CIITA	4.641011881621241	-2.3230682515878165
GSE294918	PBS_rux_LPS	6	CIITA	4.507286549595479	-2.456793583613578
GSE294918	PBS_rux_LPS	0	CTSS	12.529775713758474	0.0
GSE294918	PBS_rux_LPS	1	CTSS	12.43917648714998	-0.09059922660849296
GSE294918	PBS_rux_LPS	3	CTSS	12.285696406462424	-0.2440793072960492
GSE294918	PBS_rux_LPS	6	CTSS	12.361099691678813	-0.16867602207966037
GSE294918	PBS_rux_LPS	0	CXCL10	2.3129990830970564	0.0
GSE294918	PBS_rux_LPS	1	CXCL10	4.303242719113554	1.9902436360164972
GSE294918	PBS_rux_LPS	3	CXCL10	5.273873527813156	2.9608744447160995
GSE294918	PBS_rux_LPS	6	CXCL10	3.032607466796408	0.7196083836993514
GSE294918	PBS_rux_LPS	0	CXCL8	3.9549723413743036	0.0
GSE294918	PBS_rux_LPS	1	CXCL8	10.164835363205322	6.209863021831018
GSE294918	PBS_rux_LPS	3	CXCL8	11.612622449361389	7.657650107987085
GSE294918	PBS_rux_LPS	6	CXCL8	12.544673527558363	8.589701186184058
GSE294918	PBS_rux_LPS	0	GBP1	5.411389867725931	0.0
GSE294918	PBS_rux_LPS	1	GBP1	5.807122796423263	0.3957329286973321
GSE294918	PBS_rux_LPS	3	GBP1	9.6297087203891	4.218318852663169
GSE294918	PBS_rux_LPS	6	GBP1	9.673119702208984	4.261729834483053
GSE294918	PBS_rux_LPS	0	GBP2	6.412760056962151	0.0
GSE294918	PBS_rux_LPS	1	GBP2	6.695863106087159	0.2831030491250077
GSE294918	PBS_rux_LPS	3	GBP2	9.165726761262539	2.7529667043003876
GSE294918	PBS_rux_LPS	6	GBP2	9.497279575758395	3.0845195187962435
GSE294918	PBS_rux_LPS	0	GBP5	5.350581939990696	0.0
GSE294918	PBS_rux_LPS	1	GBP5	5.572296239871802	0.22171429988110614
GSE294918	PBS_rux_LPS	3	GBP5	9.284469163763768	3.9338872237730724
GSE294918	PBS_rux_LPS	6	GBP5	9.086529228780273	3.7359472887895775
GSE294918	PBS_rux_LPS	0	GSDMD	5.18282097286652	0.0
GSE294918	PBS_rux_LPS	1	GSDMD	4.992107684194921	-0.1907132886715992
GSE294918	PBS_rux_LPS	3	GSDMD	4.6681482455641765	-0.5146727273023437
GSE294918	PBS_rux_LPS	6	GSDMD	5.248577629081348	0.06575665621482774
GSE294918	PBS_rux_LPS	0	HLA-DPA1	10.920246068208408	0.0
GSE294918	PBS_rux_LPS	1	HLA-DPA1	11.021775839826036	0.10152977161762777
GSE294918	PBS_rux_LPS	3	HLA-DPA1	10.66837037055092	-0.2518756976574892
GSE294918	PBS_rux_LPS	6	HLA-DPA1	10.69332091430548	-0.2269251539029291
GSE294918	PBS_rux_LPS	0	HLA-DPB1	9.595085550449712	0.0
GSE294918	PBS_rux_LPS	1	HLA-DPB1	9.698819419308887	0.1037338688591749
GSE294918	PBS_rux_LPS	3	HLA-DPB1	9.26599284857072	-0.32909270187899153
GSE294918	PBS_rux_LPS	6	HLA-DPB1	9.212018691497766	-0.3830668589519455
GSE294918	PBS_rux_LPS	0	HLA-DQA1	9.488788721810872	0.0
GSE294918	PBS_rux_LPS	1	HLA-DQA1	9.743165788164319	0.25437706635344703
GSE294918	PBS_rux_LPS	3	HLA-DQA1	9.513065660367612	0.02427693855674029
GSE294918	PBS_rux_LPS	6	HLA-DQA1	9.497398682324054	0.008609960513181747
GSE294918	PBS_rux_LPS	0	HLA-DQB1	7.561310948663157	0.0
GSE294918	PBS_rux_LPS	1	HLA-DQB1	7.881851112793047	0.3205401641298904
GSE294918	PBS_rux_LPS	3	HLA-DQB1	7.522736902419063	-0.03857404624409355
GSE294918	PBS_rux_LPS	6	HLA-DQB1	7.363638691619722	-0.19767225704343439
GSE294918	PBS_rux_LPS	0	HLA-DRA	11.935786523137933	0.0
GSE294918	PBS_rux_LPS	1	HLA-DRA	12.087820627683742	0.1520341045458089
GSE294918	PBS_rux_LPS	3	HLA-DRA	11.99363355011946	0.057847026981526994
GSE294918	PBS_rux_LPS	6	HLA-DRA	12.07408584431446	0.1382993211765271
GSE294918	PBS_rux_LPS	0	IFI30	1.6638933758477403	0.0
GSE294918	PBS_rux_LPS	1	IFI30	1.4561837835277944	-0.2077095923199459
GSE294918	PBS_rux_LPS	3	IFI30	1.1052824979605542	-0.5586108778871861
GSE294918	PBS_rux_LPS	6	IFI30	1.5809716515285024	-0.08292172431923794
GSE294918	PBS_rux_LPS	0	IFIT1	4.16731649863965	0.0
GSE294918	PBS_rux_LPS	1	IFIT1	4.563876383196805	0.3965598845571554
GSE294918	PBS_rux_LPS	3	IFIT1	8.351960652242415	4.184644153602765
GSE294918	PBS_rux_LPS	6	IFIT1	7.645700247985259	3.4783837493456087
GSE294918	PBS_rux_LPS	0	IL18	5.629275791627236	0.0
GSE294918	PBS_rux_LPS	1	IL18	5.548758518474609	-0.08051727315262625
GSE294918	PBS_rux_LPS	3	IL18	7.579671871598637	1.9503960799714015
GSE294918	PBS_rux_LPS	6	IL18	6.958349250634654	1.329073459007418
GSE294918	PBS_rux_LPS	0	IL1B	3.4224740209764284	0.0
GSE294918	PBS_rux_LPS	1	IL1B	10.511423621503095	7.088949600526666
GSE294918	PBS_rux_LPS	3	IL1B	11.920825910358667	8.498351889382239
GSE294918	PBS_rux_LPS	6	IL1B	12.042722612009737	8.620248591033308
GSE294918	PBS_rux_LPS	0	IRF1	4.6661220169771145	0.0
GSE294918	PBS_rux_LPS	1	IRF1	6.793841477513876	2.1277194605367615
GSE294918	PBS_rux_LPS	3	IRF1	8.123205805149583	3.4570837881724685
GSE294918	PBS_rux_LPS	6	IRF1	7.202905817104817	2.5367838001277025
GSE294918	PBS_rux_LPS	0	ISG15	3.7676620275831496	0.0
GSE294918	PBS_rux_LPS	1	ISG15	4.263753463437824	0.49609143585467397
GSE294918	PBS_rux_LPS	3	ISG15	8.975169776055447	5.207507748472297
GSE294918	PBS_rux_LPS	6	ISG15	8.857951814148775	5.090289786565625
GSE294918	PBS_rux_LPS	0	LITAF	9.59549506583149	0.0
GSE294918	PBS_rux_LPS	1	LITAF	9.562511451837779	-0.03298361399371075
GSE294918	PBS_rux_LPS	3	LITAF	10.947143657922307	1.3516485920908181
GSE294918	PBS_rux_LPS	6	LITAF	10.62033277017601	1.0248377043445203
GSE294918	PBS_rux_LPS	0	NDUFA4	6.84072300888831	0.0
GSE294918	PBS_rux_LPS	1	NDUFA4	6.68842577354778	-0.15229723534053008
GSE294918	PBS_rux_LPS	3	NDUFA4	6.525210873635478	-0.31551213525283206
GSE294918	PBS_rux_LPS	6	NDUFA4	6.673854690989584	-0.16686831789872603
GSE294918	PBS_rux_LPS	0	NFKBIA	6.303907812421303	0.0
GSE294918	PBS_rux_LPS	1	NFKBIA	10.594125371340706	4.2902175589194025
GSE294918	PBS_rux_LPS	3	NFKBIA	9.714114819376357	3.410207006955054
GSE294918	PBS_rux_LPS	6	NFKBIA	8.939639299695857	2.635731487274554
GSE294918	PBS_rux_LPS	0	NLRP3	2.2072193252802004	0.0
GSE294918	PBS_rux_LPS	1	NLRP3	4.209361331227173	2.002142005946973
GSE294918	PBS_rux_LPS	3	NLRP3	2.1763782112815657	-0.03084111399863465
GSE294918	PBS_rux_LPS	6	NLRP3	1.4610248866523026	-0.7461944386278978
GSE294918	PBS_rux_LPS	0	RFX5	6.033986267503846	0.0
GSE294918	PBS_rux_LPS	1	RFX5	6.168394978952329	0.13440871144848288
GSE294918	PBS_rux_LPS	3	RFX5	5.722021499632317	-0.3119647678715296
GSE294918	PBS_rux_LPS	6	RFX5	5.621606708525701	-0.41237955897814516
GSE294918	PBS_rux_LPS	0	STAT1	8.084929668989185	0.0
GSE294918	PBS_rux_LPS	1	STAT1	8.067854686065191	-0.017074982923993787
GSE294918	PBS_rux_LPS	3	STAT1	8.208281520891745	0.12335185190256048
GSE294918	PBS_rux_LPS	6	STAT1	9.12048709648427	1.0355574274950854
GSE294918	PBS_rux_LPS	0	TNF	2.6421552081411135	0.0
GSE294918	PBS_rux_LPS	1	TNF	10.553537599717675	7.911382391576561
GSE294918	PBS_rux_LPS	3	TNF	9.708917869808138	7.066762661667024
GSE294918	PBS_rux_LPS	6	TNF	8.775098232818054	6.1329430246769405
