terms_class	package_state	metric_format_state	check	status	detail
LOCAL_PREFLIGHT_ALLOWED	unscoreable	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
LOCAL_PREFLIGHT_ALLOWED	unscoreable	noncanonical	expected_status	PASS	expected=PASS;observed=PASS
LOCAL_PREFLIGHT_ALLOWED	unscoreable	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
LOCAL_PREFLIGHT_ALLOWED	unscoreable	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
LOCAL_PREFLIGHT_ALLOWED	unscoreable	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
LOCAL_PREFLIGHT_ALLOWED	unscoreable	unknown	expected_status	PASS	expected=PASS;observed=PASS
LOCAL_PREFLIGHT_ALLOWED	unscoreable	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
LOCAL_PREFLIGHT_ALLOWED	unscoreable	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter_branch;author_run_return_gate;author_run_return_gate_after_adapter;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
LOCAL_PREFLIGHT_ALLOWED	unscoreable	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	canonical	expected_status	PASS	expected=PASS;observed=PASS
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	SCORED_AGGREGATE_CANONICAL_PATH
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	noncanonical	expected_status	PASS	expected=PASS;observed=PASS
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	SCORED_AGGREGATE_ADAPTER_REQUIRED
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	unknown	expected_status	PASS	expected=PASS;observed=PASS
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter_branch;author_run_return_gate;author_run_return_gate_after_adapter;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AGGREGATE_ONLY_LOCAL_PREFLIGHT	scored	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	SCORED_AGGREGATE_ALIAS_BRANCH_REQUIRED
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	canonical	expected_status	PASS	expected=PASS;observed=PASS
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	noncanonical	expected_status	PASS	expected=PASS;observed=PASS
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	unknown	expected_status	PASS	expected=PASS;observed=PASS
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter_branch;author_run_return_gate;author_run_return_gate_after_adapter;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AGGREGATE_ONLY_LOCAL_PREFLIGHT	unscoreable	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
AUTHOR_RUN_ONLY	scored	canonical	expected_status	PASS	expected=PASS;observed=PASS
AUTHOR_RUN_ONLY	scored	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
AUTHOR_RUN_ONLY	scored	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AUTHOR_RUN_ONLY	scored	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	SCORED_AUTHOR_RUN_AGGREGATE_ONLY
AUTHOR_RUN_ONLY	scored	noncanonical	expected_status	PASS	expected=PASS;observed=PASS
AUTHOR_RUN_ONLY	scored	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
AUTHOR_RUN_ONLY	scored	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AUTHOR_RUN_ONLY	scored	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	SCORED_AGGREGATE_ADAPTER_REQUIRED
AUTHOR_RUN_ONLY	scored	unknown	expected_status	PASS	expected=PASS;observed=PASS
AUTHOR_RUN_ONLY	scored	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
AUTHOR_RUN_ONLY	scored	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter_branch;author_run_return_gate;author_run_return_gate_after_adapter;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AUTHOR_RUN_ONLY	scored	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	SCORED_AGGREGATE_ALIAS_BRANCH_REQUIRED
AUTHOR_RUN_ONLY	unscoreable	canonical	expected_status	PASS	expected=PASS;observed=PASS
AUTHOR_RUN_ONLY	unscoreable	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
AUTHOR_RUN_ONLY	unscoreable	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AUTHOR_RUN_ONLY	unscoreable	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
AUTHOR_RUN_ONLY	unscoreable	noncanonical	expected_status	PASS	expected=PASS;observed=PASS
AUTHOR_RUN_ONLY	unscoreable	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
AUTHOR_RUN_ONLY	unscoreable	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter;author_run_return_gate;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AUTHOR_RUN_ONLY	unscoreable	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
AUTHOR_RUN_ONLY	unscoreable	unknown	expected_status	PASS	expected=PASS;observed=PASS
AUTHOR_RUN_ONLY	unscoreable	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
AUTHOR_RUN_ONLY	unscoreable	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;metric_format_adapter_branch;author_run_return_gate;author_run_return_gate_after_adapter;aggregate_schema_validator;partial_label_classifier;safe_interpretation_classifier
AUTHOR_RUN_ONLY	unscoreable	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	UNSCOREABLE_AGGREGATE_PREFLIGHT_ONLY
NO_PROCESSING_ALLOWED	scored	canonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
NO_PROCESSING_ALLOWED	scored	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
NO_PROCESSING_ALLOWED	scored	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
NO_PROCESSING_ALLOWED	scored	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
NO_PROCESSING_ALLOWED	scored	noncanonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
NO_PROCESSING_ALLOWED	scored	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
NO_PROCESSING_ALLOWED	scored	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
NO_PROCESSING_ALLOWED	scored	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
NO_PROCESSING_ALLOWED	scored	unknown	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
NO_PROCESSING_ALLOWED	scored	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
NO_PROCESSING_ALLOWED	scored	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
NO_PROCESSING_ALLOWED	scored	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
NO_PROCESSING_ALLOWED	unscoreable	canonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
NO_PROCESSING_ALLOWED	unscoreable	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
NO_PROCESSING_ALLOWED	unscoreable	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
NO_PROCESSING_ALLOWED	unscoreable	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
NO_PROCESSING_ALLOWED	unscoreable	noncanonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
NO_PROCESSING_ALLOWED	unscoreable	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
NO_PROCESSING_ALLOWED	unscoreable	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
NO_PROCESSING_ALLOWED	unscoreable	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
NO_PROCESSING_ALLOWED	unscoreable	unknown	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
NO_PROCESSING_ALLOWED	unscoreable	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
NO_PROCESSING_ALLOWED	unscoreable	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
NO_PROCESSING_ALLOWED	unscoreable	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
AMBIGUOUS_TERMS_BLOCK	scored	canonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
AMBIGUOUS_TERMS_BLOCK	scored	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
AMBIGUOUS_TERMS_BLOCK	scored	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
AMBIGUOUS_TERMS_BLOCK	scored	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
AMBIGUOUS_TERMS_BLOCK	scored	noncanonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
AMBIGUOUS_TERMS_BLOCK	scored	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
AMBIGUOUS_TERMS_BLOCK	scored	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
AMBIGUOUS_TERMS_BLOCK	scored	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
AMBIGUOUS_TERMS_BLOCK	scored	unknown	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
AMBIGUOUS_TERMS_BLOCK	scored	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
AMBIGUOUS_TERMS_BLOCK	scored	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
AMBIGUOUS_TERMS_BLOCK	scored	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
AMBIGUOUS_TERMS_BLOCK	unscoreable	canonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
AMBIGUOUS_TERMS_BLOCK	unscoreable	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
AMBIGUOUS_TERMS_BLOCK	unscoreable	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
AMBIGUOUS_TERMS_BLOCK	unscoreable	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
AMBIGUOUS_TERMS_BLOCK	unscoreable	noncanonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
AMBIGUOUS_TERMS_BLOCK	unscoreable	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
AMBIGUOUS_TERMS_BLOCK	unscoreable	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
AMBIGUOUS_TERMS_BLOCK	unscoreable	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
AMBIGUOUS_TERMS_BLOCK	unscoreable	unknown	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
AMBIGUOUS_TERMS_BLOCK	unscoreable	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
AMBIGUOUS_TERMS_BLOCK	unscoreable	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
AMBIGUOUS_TERMS_BLOCK	unscoreable	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
UNKNOWN	scored	canonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
UNKNOWN	scored	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
UNKNOWN	scored	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
UNKNOWN	scored	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
UNKNOWN	scored	noncanonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
UNKNOWN	scored	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
UNKNOWN	scored	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
UNKNOWN	scored	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
UNKNOWN	scored	unknown	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
UNKNOWN	scored	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
UNKNOWN	scored	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
UNKNOWN	scored	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
UNKNOWN	unscoreable	canonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
UNKNOWN	unscoreable	canonical	score_values_read_false	PASS	all plan rows score_values_read=false
UNKNOWN	unscoreable	canonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
UNKNOWN	unscoreable	canonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
UNKNOWN	unscoreable	noncanonical	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
UNKNOWN	unscoreable	noncanonical	score_values_read_false	PASS	all plan rows score_values_read=false
UNKNOWN	unscoreable	noncanonical	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
UNKNOWN	unscoreable	noncanonical	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
UNKNOWN	unscoreable	unknown	expected_status	PASS	expected=BLOCKED;observed=BLOCKED
UNKNOWN	unscoreable	unknown	score_values_read_false	PASS	all plan rows score_values_read=false
UNKNOWN	unscoreable	unknown	blocked_routes_stop_before_package_gates	PASS	terms_governance;stop_terms_block
UNKNOWN	unscoreable	unknown	unscoreable_never_allows_score_interpretation_wording	PASS	BLOCKED_BEFORE_PACKAGE_HANDLING
