donor_id	disease	n_cells	analysis	dataset_path	disease_name	compartment	role	group	target_CD58	log2cpm_CD58	target_SPNS1	log2cpm_SPNS1	target_P4HB	log2cpm_P4HB	target_SEL1L3	log2cpm_SEL1L3	target_IFI30	log2cpm_IFI30	module_ifn_apc	module_ifn_apc_n_genes	module_hla_ii_apc	module_hla_ii_apc_n_genes	module_lysosomal_apc	module_lysosomal_apc_n_genes	module_inflammatory_nfkb	module_inflammatory_nfkb_n_genes	module_lipid_loader_repair	module_lipid_loader_repair_n_genes	module_er_upr_stress	module_er_upr_stress_n_genes	module_stromal_injury	module_stromal_injury_n_genes	module_t_cell_admixture	module_t_cell_admixture_n_genes	generic_inflammation_mean	injury_stress_mean
CD_1	Crohn disease	20	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case	-6.519326313367203	0.0	-0.09007761600930111	3.935461096207255	-0.4773185661994987	6.659640615441434	3.49285127229829	3.935461096207255	1.8451667579243574	3.935461096207255	1.1109122840053534	8	-0.49524471879292886	7	-0.43411862961692876	7	0.2506899178581054	9	-1.0014465557226948	12	1.1275930276943242	9	0.9558760863266523	8	0.24040948576295076	6	0.10805971336340028	1.0417345570104883
CD_2	Crohn disease	35	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case	2.225096283530958	4.409967792907266	-0.14592795646104245	3.858544593411896	0.9061744934610051	7.570457760556726	2.163352325609156	2.954723554134961	-2.8108143920672117	0.0	0.4186613529962966	8	1.3808551857438842	7	-0.5937335671760191	7	-0.5033677926597475	9	0.9526479875666802	12	0.5288403321626348	9	0.11189056752930186	8	-0.41083321587219085	6	0.17560379472610355	0.3203654498459683
CD_3	Crohn disease	177	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case	-0.2621332476011621	3.1556137170016374	0.6383243166749215	4.938608594293891	1.8250802880064623	8.175415730221694	1.0088827714984776	2.103100741107984	0.49419850965928164	2.7935572069984045	1.0959930300467227	8	1.4669661637160094	7	0.47177658831687996	7	1.2512688585273766	9	0.05044447927998965	12	1.7347212269006507	9	1.3350367266051868	8	1.0090693649144824	6	1.0715011601517472	1.5348789767529187
CD_4	Crohn disease	73	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case	1.1883021329457697	3.887094068394318	0.40110232326206297	4.6119089542939	1.5127857671289835	7.969817876329624	1.824119930772602	2.7044804486914997	0.7164899877569212	2.9814487460509738	0.9063422135799251	8	2.168985283033145	7	0.2116669715760637	7	0.286257314422143	9	0.750539179375068	12	0.188194337936187	9	1.0813735543794245	8	0.7994279693790585	6	0.8933129456528193	0.6347839461578058
CD_5	Crohn disease	110	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case	3.075568149980376	4.838875876689272	0.8511672210157987	5.23173360864995	2.538530139552451	8.645112598182497	1.9556174742256056	2.801482840363795	-0.4507235664104143	1.9948632369151247	-1.6132268984941438	8	-1.53622255641728	7	-0.4245822674020499	7	4.512661985567881	9	0.5083295418048229	12	2.1843542582116737	9	4.061329478480266	8	0.9100663799581676	6	0.23465756581360186	3.1228418683459696
CD_6	Crohn disease	364	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case	-0.1995084013913315	3.1871965404254605	0.4166626425997853	4.633338462801028	-0.009500043186170194	6.9676270766583865	1.119972588108421	2.1850488719903867	0.403489567112472	2.716885609117963	0.8710669652580721	8	0.31725804191545387	7	0.46732964292114365	7	0.5870345480571699	9	0.6460323396731019	12	0.3268647882356931	9	-0.08034369610583032	8	0.29966375259814376	6	0.5606722995379599	0.12326054606493139
HC_1	normal	144	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	control	-0.13119600470862686	3.2216476966783496	1.268540496437813	5.806535703785697	1.1509730556549864	7.731619918898572	-1.8421044703849299	0.0	-1.1373228358442908	1.4145162323860712	-0.07563117005208353	8	0.41891510917051794	7	0.2450956297898212	7	-0.35290622013677997	9	0.5371180262112917	12	0.11869900819152145	9	0.590820380744738	8	0.20297870215706412	6	0.05886833719286891	0.3547596944681297
HC_2	normal	45	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	control	0.6236207295215755	3.602315196518008	1.1355595152846525	5.62339569199947	1.3011351375086109	7.8304785273631845	1.1907762106884503	2.2372789026736593	-0.16392546508446146	2.2372789026736593	-0.7040106974789567	8	-0.6961212353450715	7	0.38069750694615356	7	-0.2040331875911565	9	-0.6724253242327071	12	0.5582575708052211	9	1.0290316588779687	8	-0.0207441890704033	6	-0.3058669033672578	0.7936446148415949
HC_3	normal	140	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	control	-0.14104339184387682	3.216681484257858	-0.7213890089730366	3.066025670588048	-0.334019624563187	6.753980902881153	0.20181566436910806	1.5077478730936178	1.1561630594012478	3.353081751590381	1.1938886757743492	8	1.3497327000758859	7	0.24845572899322446	7	0.507055827842942	9	0.25280960640006395	12	-0.13771036279799448	9	-0.5019580379330911	8	0.25279342287373924	6	0.8247832331716004	-0.3198342003655428
HC_4	normal	220	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	control	1.1429067785188203	3.864200384019838	-1.055789883622846	2.6054922951111803	-1.1391274615828735	6.22394136527468	0.09704628565093942	1.43046216841188	-1.1184574536844498	1.43046216841188	-0.3449513222995472	8	-0.07503355066205326	7	-0.7932701300133778	7	-0.2522234892942643	9	-0.16161008572331217	12	-0.37152403976781645	9	-0.7120918996297794	8	-0.2517785686324787	6	-0.36636962306731063	-0.5418079696987979
HC_5	normal	426	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	control	-1.7842812624879123	2.387967409048793	0.05375883719625269	4.133551150190348	-0.7062124976755201	6.508949207381632	-0.01926536507237616	1.3446620233806796	0.24856445699345148	2.585935391740014	-0.23113262549924934	8	-0.6931822561146758	7	-0.08953373585186565	7	-0.09064574713132714	9	-0.0977360646060532	12	-0.2328310474684096	9	-0.4888667083316961	8	-0.28262016174354215	6	-0.2761235911492795	-0.3608488779000528
HC_6	normal	197	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	control	0.28999315100002027	3.4340608767156238	-0.6806799563228346	3.1220897507107335	-0.27274860934200984	6.794318431698076	0.37173167474880625	1.6330905902078423	1.0149782382185035	3.233745492864189	0.1618371395554908	8	-0.3043107671246021	7	0.00855500013604674	7	0.3927528163105849	9	0.14184384195071562	12	0.06510887103748024	9	0.08306460627186973	8	0.09937079441562156	6	0.06470854721938009	0.074086738654675
HC_1	normal	144	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	control	-0.13119600470862686	3.2216476966783496	1.268540496437813	5.806535703785697	1.1509730556549864	7.731619918898572	-1.8421044703849299	0.0	-1.1373228358442908	1.4145162323860712	-0.07563117005208353	8	0.41891510917051794	7	0.2450956297898212	7	-0.35290622013677997	9	0.5371180262112917	12	0.11869900819152145	9	0.590820380744738	8	0.20297870215706412	6	0.05886833719286891	0.3547596944681297
HC_2	normal	45	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	control	0.6236207295215755	3.602315196518008	1.1355595152846525	5.62339569199947	1.3011351375086109	7.8304785273631845	1.1907762106884503	2.2372789026736593	-0.16392546508446146	2.2372789026736593	-0.7040106974789567	8	-0.6961212353450715	7	0.38069750694615356	7	-0.2040331875911565	9	-0.6724253242327071	12	0.5582575708052211	9	1.0290316588779687	8	-0.0207441890704033	6	-0.3058669033672578	0.7936446148415949
HC_3	normal	140	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	control	-0.14104339184387682	3.216681484257858	-0.7213890089730366	3.066025670588048	-0.334019624563187	6.753980902881153	0.20181566436910806	1.5077478730936178	1.1561630594012478	3.353081751590381	1.1938886757743492	8	1.3497327000758859	7	0.24845572899322446	7	0.507055827842942	9	0.25280960640006395	12	-0.13771036279799448	9	-0.5019580379330911	8	0.25279342287373924	6	0.8247832331716004	-0.3198342003655428
HC_4	normal	220	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	control	1.1429067785188203	3.864200384019838	-1.055789883622846	2.6054922951111803	-1.1391274615828735	6.22394136527468	0.09704628565093942	1.43046216841188	-1.1184574536844498	1.43046216841188	-0.3449513222995472	8	-0.07503355066205326	7	-0.7932701300133778	7	-0.2522234892942643	9	-0.16161008572331217	12	-0.37152403976781645	9	-0.7120918996297794	8	-0.2517785686324787	6	-0.36636962306731063	-0.5418079696987979
HC_5	normal	426	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	control	-1.7842812624879123	2.387967409048793	0.05375883719625269	4.133551150190348	-0.7062124976755201	6.508949207381632	-0.01926536507237616	1.3446620233806796	0.24856445699345148	2.585935391740014	-0.23113262549924934	8	-0.6931822561146758	7	-0.08953373585186565	7	-0.09064574713132714	9	-0.0977360646060532	12	-0.2328310474684096	9	-0.4888667083316961	8	-0.28262016174354215	6	-0.2761235911492795	-0.3608488779000528
HC_6	normal	197	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	control	0.28999315100002027	3.4340608767156238	-0.6806799563228346	3.1220897507107335	-0.27274860934200984	6.794318431698076	0.37173167474880625	1.6330905902078423	1.0149782382185035	3.233745492864189	0.1618371395554908	8	-0.3043107671246021	7	0.00855500013604674	7	0.3927528163105849	9	0.14184384195071562	12	0.06510887103748024	9	0.08306460627186973	8	0.09937079441562156	6	0.06470854721938009	0.074086738654675
UC_1	ulcerative colitis	243	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case	0.7003237669858253	3.640997902104022	-0.6874769744531575	3.112728968667286	0.15437189286143999	7.075511513022691	1.2358853815406112	2.2705547901473873	1.4967920573251676	3.640997902104022	0.29758160002819795	8	-0.36604972406562136	7	-1.7213240880781704	7	2.198058815319611	9	-1.1569502202168374	12	-1.1436487761678098	9	-2.38804487475267	8	1.7121608156011028	6	0.1020666508010043	-1.76584682546024
UC_2	ulcerative colitis	61	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case	-0.47721115333764585	3.0471461050177098	0.8442561175521692	5.222215709482646	1.732180487295483	8.114255516460942	2.2886413848913176	3.0471461050177098	-2.8108143920672117	0.0	-1.0113223149237631	8	-2.9959755417756213	7	-0.5382389949998749	7	-0.17347577789923319	9	-1.2008122798849235	12	2.3199582439579944	9	1.908650656454646	8	0.5525468700443731	6	-1.1797531573996232	2.11430445020632
UC_3	ulcerative colitis	161	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case	2.992499423574973	4.796982840987224	-0.05732810690234847	3.9805633764869635	0.9209846574617689	7.58020797303497	3.8704255171391453	4.2139880087386175	-1.6937497603966971	0.9441972074771732	-0.428692739137441	8	0.6558424349476903	7	0.4237453496377897	7	0.3714488138136525	9	0.0011390448981318801	12	2.034772364360038	9	1.226174522608589	8	0.7340751433013581	6	0.2555859648154229	1.6304734434843136
UC_4	ulcerative colitis	45	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case	4.35924860422159	5.486258753815591	0.4963470737812354	4.743079025242372	0.7731159782571307	7.482859217069264	3.9211567951923842	4.251411181632453	-2.8108143920672117	0.0	0.40190185836838277	8	2.563300485084907	7	0.056715797923632315	7	0.7900908242908745	9	0.3520540364506888	12	3.011929668044314	9	-1.8813517866703255	8	0.16494442006288143	6	0.953002241416949	0.5652889406869942
UC_5	ulcerative colitis	220	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case	1.0386106883393311	3.8116020113404514	0.8214889440736506	5.190860997079128	2.318532206953488	8.500277835548975	3.195482042139903	3.716099382081987	-2.8108143920672117	0.0	-0.4886164606048926	8	-0.05720277279085862	7	0.043420209213209784	7	0.9337163711733033	9	-0.2704238157300414	12	2.010637919897422	9	2.2373365233370603	8	0.9261299511751652	6	0.10782933674769046	2.123987221617241
UC_6	ulcerative colitis	140	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case	0.9292111504490514	3.756429879240362	-1.1257328281168013	2.509167605911954	-0.14713307658129113	6.877016917340881	2.2343313146344355	3.0070829481824584	-0.3906312387980881	2.045656186860654	-0.17480051995035867	8	-0.23477501596989164	7	-0.8028348603232037	7	0.7200937123464999	9	-0.433749352417974	12	1.3932718658403151	9	1.4608433493257298	8	0.9184665083786253	6	-0.12307917097423854	1.4270576075830226
Ctrl1	normal	173	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	control	0.40195597400316607	8.895833534415258	-0.8515785128685943	3.443599710906723	-1.0940467141923793	5.939636989396051	-1.1200840155231975	2.6979649973639472	-1.0219294725509784	3.2901553769400835	-0.6293352584883956	6	-0.4385787717695048	3	0.27854219182390855	7	0.49804161847584477	6	0.44954601182944715	12	0.0068261824587143825	9	0.3809657836677497	8	-0.12358765927118998	5	-0.07283255498953677	0.19389598306323202
Ctrl2	normal	100	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	control	0.7364779032793374	8.932391031006315	1.1011488105352112	4.514344841955686	0.22718536627325747	6.268856441509763	0.8030622715814537	4.072531754981691	0.9765236636399627	3.706764545245363	-0.2328306038755287	6	0.2913850477520333	3	-0.39445653534298525	7	-1.0752459669331162	6	-0.8347811844813239	12	-0.02040099183621691	9	0.11769870756868911	8	0.04724846896800279	5	-0.35278701459989925	0.0486488578662361
Ctrl3	normal	250	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	control	-1.1384338772824871	8.72749540226613	-0.24957029766661615	3.7737007739447486	0.8668613479191146	6.428248405511676	0.3170217439417444	3.725134806227279	0.04540580891102001	3.5126582997558224	0.8621658623639298	6	0.1471937240174804	3	0.11591434351907945	7	0.5772043484572602	6	0.3852351726518784	12	0.013574809377506793	9	-0.49866449123643936	8	0.07633919030318817	5	0.4256195695894375	-0.2425448409294663
Psor1	psoriasis	180	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case	-2.845614629199764	8.540929891737196	0.7421613357521112	4.317500107862681	2.9217925978978774	6.940288152541532	1.8084109329327258	4.791103638449523	4.1987139306406345	4.378481075869205	2.771817851564746	6	2.351295948195446	3	0.509429131780995	7	5.3741543312586835	6	-0.629054431189013	12	3.2413626442233987	9	2.2071735479901458	8	0.8882820539246458	5	2.751674315699968	2.7242680961067722
Psor2	psoriasis	95	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case	-11.359255170649645	7.610535326140315	1.090933237488446	4.508743304572764	3.2573748491995054	7.023907227907665	1.9717496289108771	4.907849797194534	1.4881439654020503	3.8134198900944574	3.1651667109307393	6	5.972912805662463	3	0.10272921769174068	7	-4.604576583712194	6	-1.1096682396056552	12	-0.713201922049685	9	-0.16404254716249084	8	0.48720709025944914	5	1.159058037643187	-0.43862223460608796
Psor3	psoriasis	288	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case	-18.669850615005714	6.8116129098612905	2.2314409113408584	5.134121473897903	5.649840003278367	7.620052355529305	-0.5094451679885853	3.1344184623755833	2.367505696282606	3.99673675287559	2.055505658428127	6	-1.2349251296882882	3	1.66634007818009	7	3.2562260643064693	6	0.2928223679848921	12	2.541262792153263	9	1.8339559182061251	8	0.6925163082416346	5	1.4357866678065996	2.1876093551796942
Ctrl1	normal	1373	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	control	0.9356565460911652	5.619466680082731	-0.9035008278446883	3.405208592726953	0.5675598165029633	7.739614115939845	0.2965340093024347	2.1056706040288975	-0.4511578886110293	0.3267123603832193	-0.08920848051013557	6	-0.16981481428314524	3	0.06297384592964336	7	-0.030423451810823083	6	0.5616270922309141	12	-0.5226012326818128	9	0.41986428607753856	8	0.12142607860052865	5	-0.05661822516861513	-0.05136847330213712
Ctrl2	normal	936	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	control	0.11818377530971129	5.244623977863676	1.0744579621044519	3.8935129726178985	0.5870856904595587	7.7454420527299375	0.8181959723920157	2.338825937566408	1.1460909864092712	0.6894470673618593	-0.48787487247684463	6	0.34838751708335886	3	0.3377259682241297	7	-0.4129260169689237	6	-0.0342520650501855	12	-0.03601985751577778	9	-0.16504730654988464	8	-0.6802828037203905	5	-0.05367185103456995	-0.1005335820328312
Ctrl3	normal	2256	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	control	-1.0538403214008727	4.707205858044377	-0.17095713425976528	3.586053762938111	-1.154645506962525	7.225583154404951	-1.1147299816944494	1.4749101694716773	-0.6949330977982424	0.27135108860141477	0.5770833529869811	6	-0.17857270280021362	3	-0.400699814153774	7	0.44334946877974635	6	-0.527375027180729	12	0.55862109019759	9	-0.25481697952765503	8	0.5588567251198621	5	0.11029007620318496	0.15190205533496748
Psor1	psoriasis	772	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case	0.8429317368285593	5.576948789201159	0.12020539538763898	3.6579338947231674	0.6814641204251931	7.7736114204832365	2.6942949440880675	3.177343047199065	0.9714557631257514	0.6497874641925713	5.650851719033747	6	8.41892332370515	3	1.3335010565252372	7	0.4028829862904737	6	1.0328866576191154	12	2.9851144938477767	9	11.485190504826475	8	1.422944095807899	5	3.951539771388652	7.235152499337126
Psor2	psoriasis	2530	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case	1.9642196020586598	6.091102395768995	3.4840659385963035	4.488379829662673	0.8413728235827185	7.821339773962285	4.322282366249656	3.9049674040927567	2.627957991998617	1.025978588817421	4.215444096715698	6	5.727313873944443	3	2.213354423901697	7	-0.869116406680677	6	2.2323822967784968	12	1.5752985461130895	9	4.2520896433548	8	0.4506421938024059	5	2.8217489969702902	2.9136940947339447
Psor3	psoriasis	1716	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case	0.4237594311113663	5.384742167297137	3.820395530112593	4.571410484021533	3.482749007047969	8.609717977688828	1.3587868374985714	2.580441490126076	0.3382915219026911	0.5059960681858089	0.8473855412495938	6	1.9529563905227283	3	1.3703859047048716	7	0.5434327309296538	6	2.238844957165495	12	2.095372242238546	9	1.6743810819225948	8	0.6590188244564467	5	1.1785401418517119	1.8848766620805704
Ctrl1	normal	1173	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	control	1.1388540425970863	5.305820116768201	-0.5268889634837428	3.7887416409357977	0.5525582715099958	7.091380109434838	-0.5949519848396331	3.5997581728234254	-1.13540253398496	0.12996696656072448	-0.018209797939830463	6	-0.1151337107934629	3	0.509214759565728	7	0.2540481058136101	6	0.20169520072657598	12	-0.15820297307882114	9	0.778084087433787	8	0.14645963349805224	5	0.1574798391615112	0.3099405571774829
Ctrl2	normal	1461	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	control	-0.734528814884218	4.825883259441388	1.1532708777985812	4.015502103746713	0.6017923405152465	7.104537346211563	-0.5595678231471197	3.60564991958456	0.7497611867040923	0.3264670823917218	-0.6382701432086194	6	0.39865946733060625	3	-0.054223294069012225	7	-0.8825336585411231	6	-0.2357601142594138	12	0.2962122139913238	9	0.2941023852531975	8	-0.6343480570524012	5	-0.29409190712203714	0.29515729962226067
Ctrl3	normal	2583	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	control	-0.40432522771286494	4.910477218050642	-0.626381914314835	3.775313711626606	-1.1543506120252491	6.635228408169331	1.1545198079867556	3.8910592599779763	0.3856413472808675	0.28851303636495257	0.6564799411484504	6	-0.2835257565371423	3	-0.45499146549671604	7	0.6284855527275142	6	0.0340649135328365	12	-0.138009240912501	9	-1.0721864726869923	8	0.48788842355434864	5	0.13661206796052655	-0.6050978567997467
Psor1	psoriasis	1853	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case	0.2414842458968349	5.07592539003447	2.7273848788513684	4.227950235540796	1.5677389154544625	7.36267542126659	5.248671313888903	4.572768327557719	3.5120237332010187	0.6143916294140231	2.057988693371669	6	-1.7997756382745493	3	2.617643419544516	7	1.6461427116868705	6	0.4071639842025055	12	2.3168393715866658	9	-2.067723877106759	8	3.9952351272252584	5	1.1304997965821266	0.12455774723995328
Psor2	psoriasis	1654	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case	1.228329640734108	5.328742626817777	5.164250533160062	4.5568384579597545	1.6077034926399747	7.3733554933251355	-2.0796328948485328	3.352546891717552	2.703767764311944	0.530143036167307	3.200893672012197	6	3.4102977381599158	3	1.7253932881611374	7	-1.4263146032896843	6	-1.251367027086361	12	-0.7802000217139397	9	-0.26628810783091017	8	0.41365998528917347	5	1.7275675237608916	-0.5232440647724249
Psor3	psoriasis	2573	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case	1.0975241186493383	5.2952319159987615	6.536062187805733	4.741983131730462	4.012240285043985	8.015940202556305	-2.167787604505672	3.3378684254134847	2.4138745226676495	0.4999260025290264	3.011434419825133	6	3.0908714396809915	3	1.8454800073489035	7	2.252006318366488	6	-0.3750694887758	12	-0.9619035538069762	9	0.457801331073184	8	2.144912463205287	5	2.549948046305379	-0.2520511113668961
NIDCRDC3556	normal	249	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	control	0.7838815910518967	7.364718763222337	0.030318732654511255	5.230740939182203	-0.5071508285910318	6.553053734744088	0.4448703871949959	5.61346916368006	-0.4933849248028517	7.792290914515853	1.2098607917949789	8	2.3724662270914836	7	-0.4209388011484786	7	1.3000820322569586	9	0.19924283642806215	12	-1.04857940619115	9	1.178427061016716	8	0.8064046259690496	6	1.1153675624987356	0.06492382741278302
NIDCRDC3559	Sjogren syndrome	65	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case	1.72194666107198	7.874997302697419	1.0993424724295455	6.304798227918694	0.8052343751967196	8.702612460744731	0.2859074581018219	5.351895946890709	-0.7324741271661983	7.685320487117578	0.0310961844609981	8	0.07006975137834821	7	-0.2783383208679643	7	0.4264646477425935	9	-0.8923733268851542	12	0.07616771863184152	9	0.010151954050935108	8	-0.922562858786041	6	0.06232306567849388	0.043159836341388313
NIDCRDC3560	Sjogren syndrome	21	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case	0.8605912752113604	7.406446471509831	1.0077145090043345	6.212738829883587	0.7615370425442154	8.631040499680978	-0.3992119452655319	4.224533188504703	1.972682238357322	8.89562914906816	0.511997941828764	8	-0.5969907336446398	7	-0.04323349826397609	7	0.04356388882567145	9	-0.24845818398192185	12	-0.01078216443003624	9	-0.5448048141803304	8	-0.4771503711843645	6	-0.02116560031354512	-0.2777934893051833
NIDCRDC3561	Sjogren syndrome	147	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case	0.2789067134171989	7.090027964826523	1.6071953724412593	6.815042377387566	0.7149324434846959	8.554706720321825	-0.06315864981664417	4.777508287823015	-0.8162772102487191	7.647826315377413	0.5083181150542868	8	0.021062386339434327	7	0.33640004155619596	7	0.9533853135606987	9	-0.7315689956013328	12	0.26290853192411073	9	0.6573606444668803	8	0.9959129004776414	6	0.4547914641276539	0.46013458819549546
NIDCRDC3564	normal	31	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	control	-0.3263870796300885	6.760766762655452	1.234027050688748	6.440116974900064	0.9370461101684195	8.91850720283718	-0.0488646911954078	4.801028971283869	-0.8671542982846151	7.62506349799301	0.29436970714544586	8	-0.22537616644530845	7	0.15846922730421623	7	0.0017126246889324502	9	0.24914115102557952	12	0.17352933641485363	9	-0.04331744814645079	8	1.0338438457953274	6	0.057293848173321525	0.06510594413420143
NIDCRDC3592	normal	25	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	control	0.32201393908202197	7.113476969438322	-0.7287187561777566	4.468129486347581	-0.02075175121317033	7.349727895713475	0.8954046560051485	6.3548225008309815	2.215474957677194	9.004256559666848	0.20820389055616312	8	-0.12761374127777383	7	0.27724283035008657	7	0.7996072650397061	9	-0.3297530008430932	12	0.20854352187227282	9	-0.1122095881980396	8	-0.4457640886798296	6	0.2893600611670455	0.04816696683711661
NIDCRDC3596	normal	53	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	control	-0.6011348598194112	6.611312422567907	0.3549319805029227	5.556882643898117	-0.036917500933611035	7.32324997728402	-0.045507876402825026	4.806552604048256	0.8104600194070257	8.375641603566425	-0.12982207368824067	8	-0.10960318403115211	7	-0.29441402898462726	7	0.264269925220812	9	0.25649801345016343	12	0.5873868140412284	9	0.15482365777926943	8	-0.20744974050572487	6	-0.06739234037080201	0.3711052359102489
NIDCRDC3598	Sjogren syndrome	120	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case	-1.7507234040405286	5.98597162043157	0.7206040332760248	5.924276480868319	-0.00030703719680872315	7.3832143395469005	0.43207044099549513	5.592406874999083	1.0814857510992442	8.496900690419656	0.35915266696499504	8	-0.3806927817500135	7	0.341747122930339	7	-0.8904721303822184	9	-0.5462365981690617	12	-0.39216795308050706	9	0.26768540540381996	8	1.1914073854768494	6	-0.14256628055922446	-0.06224127383834355
