gene	trajectory	hour	log2_cpm	delta_vs_0h
CASP1	PBS_RUX_LPS	6	6.6374655255031065	0.7314036645977584
CASP1	IFNY_RUX_LPS	0	5.671691776474174	0.0
CASP1	IFNY_RUX_LPS	1	5.67875538705507	0.007063610580896551
CASP1	IFNY_RUX_LPS	3	5.571828102101829	-0.09986367437234467
CASP1	IFNY_RUX_LPS	6	6.1863929023751485	0.5147011259009746
CASP5	PBS_LPS	0	1.1240649065007244	0.0
CASP5	PBS_LPS	1	1.2817698439737728	0.15770493747304837
CASP5	PBS_LPS	3	4.665427985197099	3.541363078696375
CASP5	PBS_LPS	6	4.564751354525917	3.440686448025193
CASP5	PBS_LPS	12	3.750605571263685	2.6265406647629606
CASP5	IFNY_LPS	0	2.6220927006070838	0.0
CASP5	IFNY_LPS	1	2.7945227497167244	0.17243004910964066
CASP5	IFNY_LPS	3	5.034990615444993	2.4128979148379095
CASP5	IFNY_LPS	6	4.521371436364488	1.8992787357574041
CASP5	IFNY_LPS	12	2.4679556764473487	-0.15413702415973507
CASP5	PBS_RUX_LPS	0	1.1502779037164022	0.0
CASP5	PBS_RUX_LPS	1	1.2359573978836937	0.08567949416729159
CASP5	PBS_RUX_LPS	3	2.9083086563014007	1.7580307525849985
CASP5	PBS_RUX_LPS	6	3.118172487738771	1.967894584022369
CASP5	IFNY_RUX_LPS	0	1.1251337465375246	0.0
CASP5	IFNY_RUX_LPS	1	1.061039404980975	-0.06409434155654958
CASP5	IFNY_RUX_LPS	3	3.004661116250763	1.8795273697132382
CASP5	IFNY_RUX_LPS	6	2.9409284350314517	1.8157946884939271
C15ORF48	PBS_LPS	0	5.488002208063639	0.0
C15ORF48	PBS_LPS	1	5.5175303933397	0.02952818527606116
C15ORF48	PBS_LPS	3	7.167371310423324	1.6793691023596846
C15ORF48	PBS_LPS	6	8.117067161793013	2.629064953729374
C15ORF48	PBS_LPS	12	8.595497858620405	3.107495650556766
C15ORF48	IFNY_LPS	0	5.819741262527611	0.0
C15ORF48	IFNY_LPS	1	5.356365988581492	-0.4633752739461192
C15ORF48	IFNY_LPS	3	7.665960714723511	1.8462194521959
C15ORF48	IFNY_LPS	6	8.661252734317385	2.841511471789774
C15ORF48	IFNY_LPS	12	9.35132478603383	3.531583523506219
C15ORF48	PBS_RUX_LPS	0	5.74647248633936	0.0
C15ORF48	PBS_RUX_LPS	1	5.718117280041372	-0.028355206297987934
C15ORF48	PBS_RUX_LPS	3	7.308485206425638	1.562012720086278
C15ORF48	PBS_RUX_LPS	6	8.146679094769896	2.400206608430536
C15ORF48	IFNY_RUX_LPS	0	5.991272558581272	0.0
C15ORF48	IFNY_RUX_LPS	1	6.222865214851349	0.23159265627007652
C15ORF48	IFNY_RUX_LPS	3	7.553277023684951	1.562004465103679
C15ORF48	IFNY_RUX_LPS	6	8.337782374717635	2.346509816136363
CIITA	PBS_LPS	0	7.268779956701461	0.0
CIITA	PBS_LPS	1	7.277395113928861	0.008615157227400694
CIITA	PBS_LPS	3	6.070225440448912	-1.1985545162525488
CIITA	PBS_LPS	6	5.7204894458709	-1.5482905108305607
CIITA	PBS_LPS	12	6.1325108405353195	-1.1362691161661411
CIITA	IFNY_LPS	0	8.827208501469237	0.0
CIITA	IFNY_LPS	1	8.8184449490876	-0.008763552381637396
CIITA	IFNY_LPS	3	7.50073749276196	-1.3264710087072764
CIITA	IFNY_LPS	6	5.9515164417939195	-2.875692059675317
CIITA	IFNY_LPS	12	6.310244106571309	-2.5169643948979274
CIITA	PBS_RUX_LPS	0	6.969846195941289	0.0
CIITA	PBS_RUX_LPS	1	7.2163682242048495	0.24652202826356007
CIITA	PBS_RUX_LPS	3	4.669636858498881	-2.300209337442408
CIITA	PBS_RUX_LPS	6	4.538661649067374	-2.431184546873915
CIITA	IFNY_RUX_LPS	0	6.872941169657609	0.0
CIITA	IFNY_RUX_LPS	1	7.05799489289534	0.18505372323773095
CIITA	IFNY_RUX_LPS	3	4.766384508104747	-2.1065566615528617
CIITA	IFNY_RUX_LPS	6	5.178429118631241	-1.6945120510263676
NDUFA4	PBS_LPS	0	6.7847038734288425	0.0
NDUFA4	PBS_LPS	1	6.673528041851824	-0.11117583157701816
NDUFA4	PBS_LPS	3	6.371408041696606	-0.4132958317322366
NDUFA4	PBS_LPS	6	6.234304859355553	-0.5503990140732897
NDUFA4	PBS_LPS	12	5.9764850269055545	-0.808218846523288
NDUFA4	IFNY_LPS	0	6.108698035793732	0.0
NDUFA4	IFNY_LPS	1	6.118315993596808	0.009617957803076393
NDUFA4	IFNY_LPS	3	5.858412568260562	-0.25028546753317027
NDUFA4	IFNY_LPS	6	5.84356018960752	-0.26513784618621195
NDUFA4	IFNY_LPS	12	5.782255944148915	-0.3264420916448172
NDUFA4	PBS_RUX_LPS	0	6.8470026698894655	0.0
NDUFA4	PBS_RUX_LPS	1	6.695402909329912	-0.15159976055955315
NDUFA4	PBS_RUX_LPS	3	6.533021470090907	-0.3139811997985582
NDUFA4	PBS_RUX_LPS	6	6.680902479525295	-0.16610019036417079
NDUFA4	IFNY_RUX_LPS	0	6.637210418622205	0.0
NDUFA4	IFNY_RUX_LPS	1	6.486834526763808	-0.15037589185839728
NDUFA4	IFNY_RUX_LPS	3	6.403393486149958	-0.233816932472247
NDUFA4	IFNY_RUX_LPS	6	6.574584781911353	-0.06262563671085175
LITAF	PBS_LPS	0	9.478122706890696	0.0
LITAF	PBS_LPS	1	9.462146180311843	-0.015976526578853623
LITAF	PBS_LPS	3	10.989682853204101	1.5115601463134052
LITAF	PBS_LPS	6	10.771611723646508	1.293489016755812
LITAF	PBS_LPS	12	9.966042735475563	0.4879200285848668
LITAF	IFNY_LPS	0	9.34854835379614	0.0
LITAF	IFNY_LPS	1	9.184260894682986	-0.16428745911315445
LITAF	IFNY_LPS	3	10.739944374206848	1.391396020410708
LITAF	IFNY_LPS	6	10.888627404814432	1.5400790510182922
LITAF	IFNY_LPS	12	10.009674993651938	0.661126639855798
LITAF	PBS_RUX_LPS	0	9.59642718706121	0.0
LITAF	PBS_RUX_LPS	1	9.563465122039291	-0.03296206502191801
LITAF	PBS_RUX_LPS	3	10.947508975818904	1.3510817887576945
LITAF	PBS_RUX_LPS	6	10.620790950938499	1.0243637638772896
LITAF	IFNY_RUX_LPS	0	9.60710249495579	0.0
LITAF	IFNY_RUX_LPS	1	9.535707466541563	-0.0713950284142264
LITAF	IFNY_RUX_LPS	3	10.845081349688995	1.2379788547332051
LITAF	IFNY_RUX_LPS	6	10.66979359950184	1.062691104546051
CASP4	PBS_LPS	0	6.241019005716878	0.0
CASP4	PBS_LPS	1	6.203659048661961	-0.03735995705491746
CASP4	PBS_LPS	3	7.305681033927376	1.0646620282104982
CASP4	PBS_LPS	6	7.721391544138335	1.4803725384214568
CASP4	PBS_LPS	12	7.816048213129457	1.5750292074125785
CASP4	IFNY_LPS	0	7.580433090062057	0.0
CASP4	IFNY_LPS	1	7.792894829465078	0.2124617394030217
CASP4	IFNY_LPS	3	8.042762417121475	0.4623293270594182
CASP4	IFNY_LPS	6	7.8921588323004634	0.31172574223840677
CASP4	IFNY_LPS	12	7.679397067553367	0.09896397749131047
CASP4	PBS_RUX_LPS	0	6.111520091763351	0.0
CASP4	PBS_RUX_LPS	1	6.074445249387058	-0.03707484237629277
CASP4	PBS_RUX_LPS	3	6.602366027702117	0.4908459359387658
CASP4	PBS_RUX_LPS	6	7.1392234652514235	1.0277033734880723
CASP4	IFNY_RUX_LPS	0	6.031796215403596	0.0
CASP4	IFNY_RUX_LPS	1	6.1009933680548025	0.0691971526512063
CASP4	IFNY_RUX_LPS	3	6.584323784057247	0.5525275686536508
CASP4	IFNY_RUX_LPS	6	7.187619349394369	1.155823133990773
TNF	PBS_LPS	0	3.3904211355876646	0.0
TNF	PBS_LPS	1	10.498749472677062	7.1083283370893975
TNF	PBS_LPS	3	9.940067470880141	6.5496463352924765
TNF	PBS_LPS	6	9.201193844614092	5.810772709026428
TNF	PBS_LPS	12	8.287223378185036	4.896802242597372
TNF	IFNY_LPS	0	4.878231651808262	0.0
TNF	IFNY_LPS	1	10.630089260256812	5.7518576084485495
TNF	IFNY_LPS	3	10.172300877219348	5.294069225411086
TNF	IFNY_LPS	6	9.214503819117967	4.336272167309705
TNF	IFNY_LPS	12	7.363921890183027	2.485690238374765
TNF	PBS_RUX_LPS	0	2.753312587968458	0.0
TNF	PBS_RUX_LPS	1	10.554017488869864	7.800704900901406
TNF	PBS_RUX_LPS	3	9.70977953656628	6.956466948597822
TNF	PBS_RUX_LPS	6	8.776743850884305	6.023431262915847
TNF	IFNY_RUX_LPS	0	3.1367922534043333	0.0
TNF	IFNY_RUX_LPS	1	10.566447164681454	7.429654911277121
TNF	IFNY_RUX_LPS	3	9.466665534099484	6.32987328069515
TNF	IFNY_RUX_LPS	6	8.426802831601671	5.290010578197338
