candidate	gene	evidence_tier	gate	passed	wave61_call
GpnmbR150X_OxLDL_vs_WT_OxLDL	GPNMB	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_vs_WT_OxLDL	GPNMB	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
StrokeAged_BEX_vs_StrokeAged_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
Young_BEX_vs_Young_vehicle	RXR_LXR_PPAR	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
IFNg_Tconv_phago_vs_IFNg_nonphago	UNRESOLVED	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
IL10_Tconv_phago_vs_IL10_nonphago	IL10	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	lipid_apc_reduced	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	profibrosis_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_6h_interaction	MERTK	resolution_perturbation_guardrail	replicated_or_statistical	False	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	lipid_apc_reduced	True	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	profibrosis_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
GpnmbR150X_OxLDL_interaction	GPNMB	resolution_perturbation_guardrail	replicated_or_statistical	False	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	lipid_apc_reduced	True	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	stress_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	profibrosis_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
LIPA_KO_vs_WT	LIPA	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	lipid_apc_reduced	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	ifn_not_collapsed	False	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_2h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	replicated_or_statistical	False	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
WT_6h_AC_vs_WT_Ctrl	UNRESOLVED	resolution_perturbation_guardrail	replicated_or_statistical	False	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	profibrosis_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
LipaOE_vs_Control_plaque	UNRESOLVED	resolution_perturbation_guardrail	replicated_or_statistical	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	stress_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	profibrosis_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
Mertk_dependency_2h_interaction	MERTK	resolution_perturbation_guardrail	replicated_or_statistical	False	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	count	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	lipid_apc_reduced	False	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	ifn_not_collapsed	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	stress_not_increased	False	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	resolution_gain	False	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	profibrosis_not_increased	True	NO_GO_RESOLUTION_GUARDRAIL
MertkKO_6h_AC_vs_MertkKO_Ctrl	MERTK	resolution_perturbation_guardrail	replicated_or_statistical	False	NO_GO_RESOLUTION_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	real_perturbation	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	selective_over_ifn	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1A	TNFRSF1A	real_direct_perturbation	no_manual_blocker	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
PLEK	PLEK	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
CASP10	CASP10	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
PTPN11	PTPN11	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
PRDM1	PRDM1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	ms_nominal_anchor	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
FMNL2	FMNL2	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
ETV7	ETV7	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IFI16	IFI16	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
MTF1	MTF1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
SP110	SP110	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
