evidence_tier	candidate	gene	source	dataset	system	perturbation_type	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	selectivity_score	stress_induction	manual_blocker	gate_count	direct_priority_score	wave61_call	gate_real_perturbation	gate_selective_over_ifn	gate_not_generic_collapse	gate_stress_guardrail	gate_primary_or_relevant_system	gate_repair_or_efferocytosis_guardrail	gate_cross_disease_recurrence	gate_ms_nominal_anchor	gate_residual_support	gate_genetic_support	gate_druggable_or_modality	gate_no_manual_blocker	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call	l1000_wave24_call	l1000_promotion_gate	l1000_opposite_queries	l1000_best_rank	l1000_min_qval	l1000_contradicted_by_similar_hit	gate_lipid_apc_reduced	gate_ifn_not_collapsed	gate_stress_not_increased	gate_resolution_gain	gate_profibrosis_not_increased	gate_replicated_or_statistical
real_direct_perturbation	CEBPB	CEBPB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0701576609399292	-0.0701576609399292	-0.0796322812704594	0.0210547118456226		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	0.0		-0.0039576040128572	0.989829783430383	0.9992380443970746	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	-1.3624283542748117	0.920009505703422	False													
real_direct_perturbation	IRF1	IRF1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0207263660195191	0.0752733214744276	-0.0545469554549085	-0.0993979008136388	0.0996687674638451	generic_IFN_transcription_axis	4	0.5207263660195189	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	False	1.0	0.0	Crohn disease	-0.0303981739668568	0.9222930745319916	0.9899194730321256	0.7600090616664058	6.0	1.0	0.0	ibd_crohn_myeloid|lipid_loader_repair:0.662,p=0.0018;ibd_crohn_myeloid|hla_ii_apc:0.623,p=0.0047;ibd_crohn_myeloid|core_lysosomal_lipid:0.581,p=0.0073;ibd_crohn_myeloid|complement_effector:0.599,p=0.0076;ibd_crohn_myeloid|lysosomal_apc:0.578,p=0.011;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.498,p=0.011;ibd_crohn_epithelial|lysosomal_apc:0.33,p=0.013;ibd_crohn_myeloid|mif_cd74_receptor_state:0.552,p=0.015	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	16.0			0.0	UNRESOLVED	-0.1569538749450338	0.9971256078463696	False													
real_direct_perturbation	IFNGR2	IFNGR2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	1.330709485184696	1.429418136274393	-0.0987086510896968	-0.1009923741845148	0.0	generic_IFN_blockade_host_defense	4	3.3307094851846957	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	True	True	False	1.0	0.0	type 1 diabetes mellitus	0.1589069164410972	0.3887701856855546	0.9157809859344704	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	9.0	CHEMBL2364171		0.0	UNRESOLVED	-0.3913940594869177	0.9965506589785832	False													
real_direct_perturbation	BIRC3	BIRC3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0999312268202109	-0.0999312268202109	-0.1039163547543835	0.0088558398537167		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	True	False	False	False	True	2.0	0.0	type 1 diabetes mellitus;ulcerative colitis	0.7690495898515248	0.0182090480476607	0.8372898579012464	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.6514025168103901	0.920009505703422	False													
real_direct_perturbation	CUL1	CUL1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.1116719932867584	0.2481599850816855		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	1.0	Crohn disease;ulcerative colitis	-0.1121931869555457	0.5735607085779054	0.9431647247323408	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0			0.0	UNRESOLVED	-0.5352852628480502	0.9971256078463696	False													
real_direct_perturbation	IFNGR1	IFNGR1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	1.4021573988750948	1.5104890888094789	-0.108331689934384	-0.1123163899158959	0.0	generic_IFN_blockade_host_defense	4	3.4021573988750946	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	True	False	False	False	True	False	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis	-0.0730197085267221	0.6518207324321686	0.953491203860913	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.017604257844289	1.0	False													
real_direct_perturbation	IRF1	IRF1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1460806309088673	0.2659897984561384	-0.119909167547271	-0.1370056516523468	0.0379921869001683	generic_IFN_transcription_axis	4	0.6460806309088674	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	False	1.0	0.0	Crohn disease	-0.0303981739668568	0.9222930745319916	0.9899194730321256	0.7600090616664058	6.0	1.0	0.0	ibd_crohn_myeloid|lipid_loader_repair:0.662,p=0.0018;ibd_crohn_myeloid|hla_ii_apc:0.623,p=0.0047;ibd_crohn_myeloid|core_lysosomal_lipid:0.581,p=0.0073;ibd_crohn_myeloid|complement_effector:0.599,p=0.0076;ibd_crohn_myeloid|lysosomal_apc:0.578,p=0.011;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.498,p=0.011;ibd_crohn_epithelial|lysosomal_apc:0.33,p=0.013;ibd_crohn_myeloid|mif_cd74_receptor_state:0.552,p=0.015	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	16.0			0.0	UNRESOLVED	-0.1569538749450338	0.9971256078463696	False													
real_direct_perturbation	IRF1	IRF1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0883973603435974	0.269850325887553	-0.1814529655439555	-0.1817641487206242	0.0006915181703749	generic_IFN_transcription_axis	4	0.5883973603435972	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	False	1.0	0.0	Crohn disease	-0.0303981739668568	0.9222930745319916	0.9899194730321256	0.7600090616664058	6.0	1.0	0.0	ibd_crohn_myeloid|lipid_loader_repair:0.662,p=0.0018;ibd_crohn_myeloid|hla_ii_apc:0.623,p=0.0047;ibd_crohn_myeloid|core_lysosomal_lipid:0.581,p=0.0073;ibd_crohn_myeloid|complement_effector:0.599,p=0.0076;ibd_crohn_myeloid|lysosomal_apc:0.578,p=0.011;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.498,p=0.011;ibd_crohn_epithelial|lysosomal_apc:0.33,p=0.013;ibd_crohn_myeloid|mif_cd74_receptor_state:0.552,p=0.015	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	16.0			0.0	UNRESOLVED	-0.1569538749450338	0.9971256078463696	False													
real_direct_perturbation	Med16_KO_unstimulated	MED16_KO_UNSTIMULATED	mouse_macrophage_RNAseq	GSE162464	primary mouse macrophage RNA-seq, triplicates	gene_knockout	0.0	0.1745347524555068	-0.1745347524555068	-0.1977047993470312	0.0514889930922764		4	3.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	True	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	Gsk3b_KO_unstimulated	GSK3B_KO_UNSTIMULATED	mouse_macrophage_RNAseq	GSE162464	primary mouse macrophage RNA-seq, triplicates	gene_knockout	0.2667613312426131	0.4713951094410252	-0.2046337781984121	-0.2072887748916699	0.005899992651684		4	3.766761331242613	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	True	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	TYK2	TYK2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.6408352558212436	1.0209059495107071	-0.3800706936894638	-0.4053316992344634	0.0561355678777768	generic_JAK_STAT_axis	4	2.6408352558212433	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	True	True	False	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.0976695299908261	0.5321339034622258	0.9357323188472788	0.0	0.0	1.0	0.0	psoriasis_skin_apc|complement_phagocytosis:0.576,p=0.0038;psoriasis_skin_apc|c1q_phagocytic_myeloid:0.572,p=0.007;psoriasis_skin_apc|lipid_loader_repair:0.474,p=0.009;psoriasis_skin_apc|mif_cd74_receptor_state:0.488,p=0.029;psoriasis_skin_apc|lysosomal_apc:0.581,p=0.046	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	36.0	CHEMBL3553	1.0	17132.0	UNRESOLVED	-0.2736605542448057	1.0	False													
real_direct_perturbation	JAK1	JAK1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.4545325872513008	-0.4545325872513008	-0.4802450736621226	0.0571388586907152	generic_JAK_collapse	4	0.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	True	False	True	False	2.0	2.0	Crohn disease;ulcerative colitis	0.2576120813511604	0.060997046211002	0.8989378106274888	0.0	0.0	2.0	0.0	ibd_uc_myeloid|c1q_phagocytic_myeloid:0.491,p=0.0032;ibd_uc_myeloid|hla_ii_apc:0.435,p=0.0036;ibd_uc_myeloid|lipid_loader_repair:0.391,p=0.0083;ibd_uc_epithelial|lipid_loader_repair:0.352,p=0.0086;ibd_uc_epithelial|complement_phagocytosis:0.319,p=0.016;ibd_uc_epithelial|lysosomal_apc:0.315,p=0.017;ibd_uc_myeloid|complement_phagocytosis:0.4,p=0.017;ibd_uc_epithelial|core_lysosomal_lipid:0.31,p=0.019	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.0294760225567655	1.0	False													
real_direct_perturbation	IFNG_8H	IFNG_8H	human_macrophage_RNAseq_descriptive	GSE294918	human macrophage IFN-gamma memory/ruxolitinib CPM table	cytokine_stimulation	0.1195928860505675	0.0	0.1195928860505675	0.1033312970150971	0.0		3	2.671258534558116	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	ZNF267	ZNF267	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1358552511315687	0.0455018789329695	0.0903533721985992	0.0899514955146346	0.0		3	2.680830998888886	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	1.0	Crohn disease	-0.3293744245070495	0.2364296562491086	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	JUN	JUN	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0880350296448546	0.0	0.0880350296448546	0.0686171525190816	0.0		3	2.6223436059043954	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.1265207912999919	0.779961469590927	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.7022407406555038	1.0	False													
real_direct_perturbation	FADD	FADD	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1737860249532461	0.1157411446565803	0.0580448802966657	0.0572866762740464	0.0		3	2.702429363090269	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	psoriasis	0.8375998606073969	0.2724952119969842	0.9049965616313804	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.0194573439678912	1.0	False													
real_direct_perturbation	POU2F1	POU2F1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1099964989990966	0.0555437510435193	0.0544527479555773	0.0540813502322408	0.0008253282740809		3	2.6370371741152168	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.2326238003108063	0.3044607532320671	0.9075477698307116	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.0272373262708706	1.0	False													
real_direct_perturbation	ZFP36	ZFP36	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0488979444668603	0.0	0.0488979444668603	0.0462024882789616	0.0		3	2.571999188606341	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	2.0	type 1 diabetes mellitus	-0.0829820599449746	0.7811125274181416	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.2995797856800198	0.9971256078463696	False													
real_direct_perturbation	MCRS1	MCRS1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.2746834809315896	0.213647804005595	0.0610356769259946	0.0397920265784559	0.0		3	2.7945794942208178	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	type 1 diabetes mellitus	-0.1693999240484078	0.5839101074520555	0.9462591791065748	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.4594896685883319	1.0	False													
real_direct_perturbation	ADAR	ADAR	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1086808389924466	0.0	0.1086808389924466	0.014209700037279	0.2099358643448167		3	2.615785689011086	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	1.0	Crohn disease;psoriasis	0.1540047451560671	0.2758121944135931	0.9049965616313804	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.6481674467312218	0.920009505703422	False													
real_direct_perturbation	CSF1	CSF1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0414031680913976	0.0187420171724233	0.0226611509189743	0.0118251092693067	0.0240800925548168		3	2.547315722726051	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		0.545936595391634	0.1035219143831556	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.0682033620680345	1.0	False													
real_direct_perturbation	BIRC2	BIRC2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0425663048504042	0.0221898929740089	0.0203764118763952	0.0033498647591914	0.037836771371564		3	2.54424123723	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	psoriasis	0.1266429038148384	0.3748722274276086	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.2160090242917458	0.9965506589785832	False													
real_direct_perturbation	ZNF267	ZNF267	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-8.046422829119151e-05	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	1.0	Crohn disease	-0.3293744245070495	0.2364296562491086	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	CEBPE	CEBPE	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0008583203898353	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.5818176677429463	0.5080890077684032	0.932018690087124	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.0643657817264545	0.9971256078463696	False													
real_direct_perturbation	TAPBPL	TAPBPL	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0011621622178167	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	1.0	psoriasis	-0.6998710886379609	0.2029568122177995	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.055200484756485	1.0	False													
real_direct_perturbation	MAPK9	MAPK9	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0028954911090973	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		0.0488018878275529	0.8029149219016007	0.9754873976997136	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.2256556376053937	1.0	False													
real_direct_perturbation	PIK3CA	PIK3CA	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0030035123575395	0.0066744719056434		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.2095050412142054	0.3410658394677561	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1790647935683836	1.0	False													
real_direct_perturbation	RARRES3	RARRES3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0041273244511597	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		-0.1617644455231666	0.6047244082005276	0.9468238779494486	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	TSC22D1	TSC22D1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0048101180633716	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		0.5011187293717914	0.1786542100198899	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.0150441963789547	1.0	False													
real_direct_perturbation	ELK1	ELK1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0048202998164576	0.0107117773699058		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Crohn disease	0.0902445114153565	0.7576237269390892	0.9709375242067292	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.4010059383021949	0.9965506589785832	False													
real_direct_perturbation	ID3	ID3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0052911286074983	0.0117580635722185		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Sjogren syndrome	-0.0502952005850794	0.892384278537022	0.9842134382901514	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.1602346463331077	0.9971256078463696	False													
real_direct_perturbation	MAPK8	MAPK8	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0076388067293417	0.016975126065204		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.0373930633409838	0.8477438062005698	0.9764789562278756	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.3040193755370265	0.920009505703422	False													
real_direct_perturbation	ZNFX1	ZNFX1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0077812935632473	0.0172917634738831		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Crohn disease	-0.0351199376286945	0.8865422410809203	0.9842134382901514	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.3245984315505537	0.9965506589785832	False													
real_direct_perturbation	CASP3	CASP3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0079887412386805	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	1.0		-0.0002103109430624	0.9993585933597678	0.999590665021506	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.5467185605210406	0.920009505703422	False													
real_direct_perturbation	JUN	JUN	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0082376975668491	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	2.0		0.1265207912999919	0.779961469590927	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.7022407406555038	1.0	False													
real_direct_perturbation	CRKL	CRKL	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0084402449256228	0.0187560998347175		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	1.0	Crohn disease	0.1898473632705588	0.371211179224841	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.6628878608575085	0.9965506589785832	False													
real_direct_perturbation	MAP2K3	MAP2K3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0030103046262191	-0.0030103046262191	-0.0102807929058019	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	ulcerative colitis	-0.1297219918740353	0.7811846489757214	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1799145918975532	0.9971256078463696	False													
real_direct_perturbation	MTOR	MTOR	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.011165392481969	0.0		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	Crohn disease	-0.209161511669091	0.3383389768553605	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.6142166064465732	0.920009505703422	False													
real_direct_perturbation	TRIM22	TRIM22	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.011492191273493	0.0255382028299845		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	1.0	Crohn disease;ulcerative colitis	-0.3234664427861329	0.0650580012010343	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	RNF14	RNF14	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0123813657826839	0.027514146183742		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	1.0	0.0	type 1 diabetes mellitus	-0.5227691977603879	0.2272307661272473	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.0714125178408917	0.9971256078463696	False													
real_direct_perturbation	TRAF2	TRAF2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0048493625380565	-0.0048493625380565	-0.0130149418103353	0.018145731716175		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.0564099476445365	0.859096591005766	0.9797533479060436	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.4611441240892201		False													
real_direct_perturbation	ETS2	ETS2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0144257685862167	0.0320572635249261		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.0607605098234369	0.8649092339386921	0.9801638168834976	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.143239649194892	0.9971256078463696	False													
real_direct_perturbation	TNFRSF1B	TNFRSF1B	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0158918919161392	0.0353153153691983		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0270147878477153	0.9446639557846565	0.9944057947422876	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.1722989187384183	0.9971256078463696	False													
real_direct_perturbation	HLA-DQB1	HLADQB1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0165988515579756	0.0368863367955013		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False													
real_direct_perturbation	DNM1L	DNM1L	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.01810613991651	0.0402358664811335		3	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	False	True	0.0	0.0		-0.1084471133018052	0.4251374779291153	0.9195199515584406	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.0501845919607857	0.9971256078463696	False													
