predictor	predictor_type	n_contexts	n_diseases	diseases	positive_context_fraction	nominal_positive_contexts	combined_fisher_z	combined_p	leave_one_disease_min_z	best_context	best_abs_rho	top_positive_contexts	combined_fdr	predictor_up_nominal_contexts	predictor_up_nominal_diseases	predictor_up_nominal_disease_list	max_case_control_delta_z	gene	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	in_lipid_lysosomal_myeloid_neighborhood	existing_prior_flag	retained_positive_disease_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	ms_microglia_gene_delta_log2	ms_microglia_gene_hedges_g	ms_microglia_gene_p	ms_microglia_gene_fdr	median_efficient_minus_noneater_lfc	contrast_fdr	screen_call	support_contexts	strong_support_contexts	best_context_geneformer	best_n_disease_cells_with_token	best_cosine_shift_z_vs_random	best_projection_minus_random	wave57_call	ms_microglia_module_delta_log2	ms_microglia_module_p	ms_microglia_module_fdr	highlight	passes_circuit_coupling	passes_disease_up	passes_ms_anchor	passes_perturbation_hint	wave60_call
gene:NMI	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	7	4.857507319510987	1.1887274451821617e-06	3.3528339817839368	ibd_uc_stromal	1.0	ibd_uc_stromal:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_ductal_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_apc:0.783,p=0.013	7.38529569131233e-05	5	3	Crohn disease;psoriasis;ulcerative colitis	1.6875124380858832	NMI	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.1366878120920951	0.5370361570982254	0.9373514284920804			False		3.0	0.0		-0.1366878120920951	-0.2602729926061011	0.5370361570982254	0.9373514284920804	-0.4932163072823445	0.9965506589785832	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:LRRC59	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	7	4.682620410401508	2.8323071119125544e-06	2.6333244786411685	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_apc:1,p=0;t1d_beta_cell:1,p=0;ibd_uc_stromal:0.943,p=0.0048;ibd_crohn_epithelial:0.829,p=0.042;t1d_endothelial_cell:0.7,p=0.19	0.0001302861271479775	6	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.670680698099792	LRRC59	5.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0422703381969409	0.8419061527165945	0.9761732664217524			False		1.0	0.0		0.0422703381969409	0.0849415488423975	0.8419061527165945	0.9761732664217524	0.1363246543732656	0.920009505703422	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
c1q_phagocytic_myeloid	module	18	6	Crohn disease;Sjogren syndrome;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0.8333333333333334	5	4.536036617781062	5.732123201361776e-06	1.8805811154191514	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_apc:1,p=0;psoriasis_skin_stromal:1,p=0;t1d_stellate_cell:1,p=0;t1d_endothelial_cell:0.7,p=0.19;ibd_crohn_stromal:0.543,p=0.27	0.0002260094290822643	3	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.3003457861630885																																	True	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:TMEM167A	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	3	4.488272145424663	7.180316648503094e-06	2.4328695489705168	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_apc:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_myeloid:0.657,p=0.16	0.00024772092437335677	5	3	Crohn disease;psoriasis;ulcerative colitis	1.4957228515953318	TMEM167A	5.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.0593616890394788	0.7752687424411747	0.973344149072204			False		1.0	0.0		-0.0593616890394788	-0.1221337378269652	0.7752687424411747	0.973344149072204														False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:IFI16	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	6	4.200616079872607	2.6618964642882745e-05	2.171361394591554	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;t1d_stellate_cell:1,p=0;sjogren_gland_apc:0.783,p=0.013;ibd_crohn_epithelial:0.771,p=0.072;t1d_ductal_cell:0.6,p=0.28	0.0008163149157150709	4	3	Crohn disease;psoriasis;ulcerative colitis	1.4559211892735715	IFI16	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.1455706960923652	0.4127338050377425	0.9182855687364296			False		2.0	0.0		-0.1455706960923652	-0.3651519371950188	0.4127338050377425	0.9182855687364296														False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:RAB11A	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	7	4.166748187636651	3.0897547428178464e-05	2.740646612552959	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;ibd_uc_stromal:0.829,p=0.042;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.782,p=0.0045	0.0008527723090177256	3	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.5400912195754568	RAB11A	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.0332515371723509	0.7858510052593756	0.9745041645639924			False		1.0	0.0		-0.0332515371723509	-0.1151136783834147	0.7858510052593756	0.9745041645639924	-0.4115507225521988	0.920009505703422	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:STAB1	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.875	5	4.097623884833728	4.1741278358338365e-05	1.9649389783020152	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_stromal:1,p=0;ibd_crohn_epithelial:0.778,p=0.069;ibd_uc_myeloid:0.771,p=0.072;ibd_crohn_stromal:0.657,p=0.16;sjogren_gland_epithelial:0.638,p=0.035	0.0009600494022417825	2	2	psoriasis;type 1 diabetes mellitus	1.979172770391639	STAB1	2.0	2.0	psoriasis;ulcerative colitis	Crohn disease;ulcerative colitis	-0.7705380424797568	0.0003673247084598	0.7061565610737713			True		1.0	0.0		-0.7705380424797568	-1.8406490907930224	0.0003673247084598	0.7061565610737713	0.3289383283902204	0.920009505703422	UNRESOLVED											False	True	True	True	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:PSMA1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	4	3.964037391802674	7.369270204420867e-05	2.667133614864687	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;ibd_uc_stromal:0.886,p=0.019;sjogren_gland_epithelial:0.809,p=0.0026;t1d_ductal_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2	0.00156455275109243	4	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6025670133390537	PSMA1	4.0	0.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		-0.0205187994462949	0.9295250036210368	0.9912593641611068			False		0.0	0.0		-0.0205187994462949	-0.0364595663254123	0.9295250036210368	0.9912593641611068	-0.8755747092217359	0.9965506589785832	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:CTSL	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	4	3.9281228959831997	8.561146202811365e-05	1.8551197120206757	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_stromal:1,p=0;ibd_uc_epithelial:0.886,p=0.019;t1d_ductal_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.755,p=0.0073	0.0016877688228399547	2	2	psoriasis;ulcerative colitis	1.7962057138695013	CTSL	2.0	1.0	psoriasis;ulcerative colitis	ulcerative colitis	0.4062437628526023	0.0338072600121596	0.8506970233122761			True		1.0	0.0		0.4062437628526023	0.9797671677476824	0.0338072600121596	0.8506970233122761	0.4179144661214493	0.9965506589785832	UNRESOLVED											False	True	True	True	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:ENO1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	6	3.8436948607648636	0.00012119568393942306	2.410511437764425	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_stromal:0.771,p=0.072;ibd_uc_stromal:0.771,p=0.072	0.0020906255479550477	6	3	Crohn disease;psoriasis;ulcerative colitis	1.4854075970711218	ENO1	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0882244973537567	0.7580778311467075	0.9709375242067292			False		1.0	0.0		0.0882244973537567	0.1337579391119723	0.7580778311467075	0.9709375242067292														False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:GSTO1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	4	3.772676548474885	0.00016150560682826946	2.3339820488424055	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_ductal_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.755,p=0.0073	0.0023993960337255348	3	2	psoriasis;ulcerative colitis	1.6894977788871177	GSTO1	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.2862699043732082	0.1871428268819449	0.8993702893651148			False		2.0	0.0		0.2862699043732082	0.6037310192759937	0.1871428268819449	0.8993702893651148	-0.3132702223370458	0.9971256078463696	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:CASP4	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	4	3.7912657079898455	0.0001498814985545434	2.070069746061073	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;t1d_stellate_cell:1,p=0;sjogren_gland_epithelial:0.791,p=0.0037;psoriasis_skin_apc:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67	0.0023993960337255348	6	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.837823503510728	CASP4	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.2066862758954002	0.4927047679399916	0.9271619615463814			False		4.0	0.0		0.2066862758954002	0.3001486595291572	0.4927047679399916	0.9271619615463814														False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:CAPZA1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	4	3.6868274511498655	0.00022706720695325226	2.32306946224851	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.673,p=0.023;ibd_uc_epithelial:0.543,p=0.27	0.003086757512538205	5	3	Crohn disease;psoriasis;ulcerative colitis	1.6780468701429827	CAPZA1	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.0475030377449154	0.734525172997871	0.9693303715651268			False		2.0	0.0		-0.0475030377449154	-0.1417443548955727	0.734525172997871	0.9693303715651268	-0.7379297891217984	0.920009505703422	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:TMSB10	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	4	3.678225814149731	0.00023486198464964605	1.597370552439565	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;sjogren_gland_epithelial:0.727,p=0.011;t1d_endothelial_cell:0.7,p=0.19;ibd_uc_epithelial:0.543,p=0.27	0.003086757512538205	8	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.7279493337054976	TMSB10	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1355995347879997	0.2921719507155929	0.9055783835864206			False		3.0	0.0		0.1355995347879997	0.4473531914622168	0.2921719507155929	0.9055783835864206	0.1195126146096611	0.9971256078463696	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:DBI	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	2	3.650708068955161	0.00026151835343056495	1.568988165396748	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_apc:1,p=0;t1d_acinar_cell:0.7,p=0.19;t1d_ductal_cell:0.7,p=0.19;t1d_stellate_cell:0.6,p=0.4;sjogren_gland_apc:0.55,p=0.12	0.00328086661576527	3	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.453301367739382	DBI	4.0	0.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.3206064424724584	0.1791727003295389	0.8993702893651148			False		0.0	0.0		0.3206064424724584	0.5755919213859353	0.1791727003295389	0.8993702893651148	-0.2290173988799942	1.0	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:MAGOHB	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	3	3.6248070568627826	0.000289177261390992	2.2532130390955865	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.709,p=0.015;ibd_uc_epithelial:0.6,p=0.21	0.0034701271366919043	3	3	Crohn disease;psoriasis;ulcerative colitis	1.518470458155587	MAGOHB	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1247308793297978	0.6937139762437037	0.9646161727383372			False		1.0	0.0		0.1247308793297978	0.1656232975631704	0.6937139762437037	0.9646161727383372	-0.5911026674986622	0.920009505703422	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:SCD	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	5	3.565692313632999	0.0003628969338228579	1.641550181236787	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_stromal:1,p=0;t1d_endothelial_cell:1,p=1.4e-24;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_apc:0.745,p=0.021;sjogren_gland_epithelial:0.709,p=0.015	0.004173314738962866	3	3	Crohn disease;psoriasis;ulcerative colitis	1.6869357204552073	SCD	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.3699574700771606	0.1572805657312676	0.8989378106274888			False		3.0	0.0		0.3699574700771606	0.6257125213812322	0.1572805657312676	0.8989378106274888														False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:SSR3	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	4	3.524810309439098	0.00042378613921172163	2.3172597260920846	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.609,p=0.047;ibd_crohn_epithelial:0.6,p=0.21	0.004498652862401352	4	3	Crohn disease;psoriasis;ulcerative colitis	1.7020047426695575	SSR3	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0999861813976039	0.4575487426225497	0.9239727808794144			False		1.0	0.0		0.0999861813976039	0.3263384471481286	0.4575487426225497	0.9239727808794144	-0.3606991659327336	0.9971256078463696	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:PSMA3	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	4	3.5253151713779554	0.0004229792265881408	0.9839209185127872	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;ibd_uc_stromal:0.657,p=0.16;ibd_crohn_myeloid:0.6,p=0.21;sjogren_gland_apc:0.6,p=0.088	0.004498652862401352	3	3	Crohn disease;psoriasis;type 1 diabetes mellitus	1.398277897473138	PSMA3	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus		0.4666329191743639	0.1222932329497812	0.8989378106274888			False		0.0	0.0		0.4666329191743639	0.6670840580636408	0.1222932329497812	0.8989378106274888	0.9814340917266056	0.9971256078463696	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:NCK1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	3	3.5146414267977275	0.0004403481279794332	1.1944770750957197	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:1,p=0;sjogren_gland_epithelial:0.782,p=0.0045;ibd_uc_stromal:0.714,p=0.11;t1d_endothelial_cell:0.7,p=0.19;sjogren_gland_apc:0.533,p=0.14	0.004501336419345317	4	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.3801887246117825	NCK1	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.4449989986308154	0.0055557148533128	0.8344760564031432			False		0.0	0.0		0.4449989986308154	1.2992882055107169	0.0055557148533128	0.8344760564031432	-0.2212256060267664	0.9971256078463696	UNRESOLVED											False	True	True	True	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:PSMA4	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	5	3.5032804562671758	0.00045956531746803975	1.8022838333779319	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;t1d_ductal_cell:0.9,p=0.037;t1d_endothelial_cell:0.9,p=0.037;ibd_crohn_stromal:0.657,p=0.16;ibd_uc_stromal:0.657,p=0.16	0.004530000986470677	5	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.7967753000413835	PSMA4	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1542598339379122	0.4197115533720868	0.9195199515584406			False		1.0	0.0		0.1542598339379122	0.3536640483643714	0.4197115533720868	0.9195199515584406	-0.1637142914741448	1.0	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:HSPG2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	3	3.4893250973426424	0.00048424183383780637	2.2624376426009283	ibd_crohn_stromal	1.0	ibd_crohn_stromal:1,p=0;t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.782,p=0.0045;t1d_endothelial_cell:0.6,p=0.28;psoriasis_skin_stromal:0.5,p=0.67	0.004608646418594296	4	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.5004970971137002	HSPG2	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	-0.9546932008932972	0.3187159992688665	0.9120391943246274			False		0.0	0.0		-0.9546932008932972	-0.4339816713986405	0.3187159992688665	0.9120391943246274	-0.108326056962916	0.9971256078463696	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:PSMA5	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	5	3.452702095453572	0.0005550015628362905	1.9839033560455928	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.636,p=0.035;t1d_ductal_cell:0.6,p=0.28	0.005010563346875484	4	3	Crohn disease;psoriasis;ulcerative colitis	1.567157288374689	PSMA5	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		-0.1820091427843166	0.6669236814806572	0.9572241788020496			False		2.0	0.0		-0.1820091427843166	-0.1930274329819929	0.6669236814806572	0.9572241788020496	0.8126183504967615	0.920009505703422	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:CTSB	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	3	3.4409477948593112	0.0005796803645047484	2.1801104739667414	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_stromal:0.714,p=0.11;ibd_uc_stromal:0.714,p=0.11	0.005010563346875484	4	3	Crohn disease;psoriasis;type 1 diabetes mellitus	1.6963317027944793	CTSB	2.0	0.0	psoriasis;ulcerative colitis		-0.0599954640789519	0.8140537383462653	0.9761732664217524	2.0	celiac;psoriasis	True		1.0	0.0		-0.0599954640789519	-0.1033313175720312	0.8140537383462653	0.9761732664217524	0.6806693526076654	0.920009505703422	UNRESOLVED	3.0	2.0	IBD_myeloid	5.0	0.6552505451187753	0.0415126765179189	NO_GO_MODEL_SCREEN				False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:SHISA5	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.9411764705882353	2	3.3840630024279537	0.0007142161241018001	1.6818597397674209	t1d_endothelial_cell	0.9999999999999999	t1d_endothelial_cell:1,p=1.4e-24;sjogren_gland_apc:0.85,p=0.0037;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_epithelial:0.6,p=0.21;ibd_crohn_stromal:0.6,p=0.21;t1d_ductal_cell:0.6,p=0.28	0.005973443947033237	5	3	Crohn disease;psoriasis;ulcerative colitis	1.6483472335543068	SHISA5	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.0837947727099397	0.6588121759675346	0.9553275718775284			False		1.0	0.0		-0.0837947727099397	-0.1859362216883681	0.6588121759675346	0.9553275718775284	-0.1053991974473151	1.0	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:OSMR	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	3	3.3539288275148116	0.000796728529949917	2.3924445674809567	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;sjogren_gland_epithelial:0.836,p=0.0013;t1d_stellate_cell:0.8,p=0.2;ibd_uc_stromal:0.657,p=0.16;ibd_crohn_stromal:0.6,p=0.21	0.006467561007828738	3	2	Crohn disease;psoriasis	1.603028433507267	OSMR	1.0	0.0	psoriasis		-0.1853364301887587	0.8643590462425126	0.9801638168834976	5.0	AS;Crohn;RA;UC;psoriasis	False		1.0	0.0		-0.1853364301887587	-0.0714008078732426	0.8643590462425126	0.9801638168834976	0.2277104987076789	1.0	UNRESOLVED											True	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:MPHOSPH6	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	4	3.3397911401354317	0.0008384141865226609	1.8474937219885479	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;t1d_stellate_cell:1,p=0;t1d_ductal_cell:0.9,p=0.037;ibd_uc_stromal:0.6,p=0.21;t1d_endothelial_cell:0.6,p=0.28;sjogren_gland_epithelial:0.555,p=0.077	0.006611494728007269	5	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6529494444630468	MPHOSPH6	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.5952492354373149	0.1685973390358947	0.8989378106274888			False		2.0	1.0	ibd_uc_stromal:ulcerative colitis	-0.5952492354373149	-0.6289133242544074	0.1685973390358947	0.8989378106274888	0.1254941891423294	1.0	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
gene:ASL	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8823529411764706	5	3.3153691381183625	0.0009152218089808807	1.1232345485371984	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:1,p=0;ibd_crohn_stromal:0.771,p=0.072;ibd_uc_stromal:0.771,p=0.072;t1d_ductal_cell:0.7,p=0.19;sjogren_gland_epithelial:0.591,p=0.056	0.006827059980506028	4	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6788871249253876	ASL	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.321226334266484	0.2727488139944647	0.9049965616313804			False		3.0	0.0		-0.321226334266484	-0.4928165122313689	0.2727488139944647	0.9049965616313804	0.2981492090706379	0.920009505703422	UNRESOLVED											False	True	True	False	False	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION
