n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	minimum_seed_global_positive_probability	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	minimum_seed_all_site_sign_probability	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	minimum_seed_all_site_ci_positive_probability	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	minimum_seed_all_leave_site_out_ci_positive_probability	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	minimum_seed_sign_transport_probability	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	minimum_seed_strict_precision_probability	median_minimum_site_events_across_seeds	median_widest_site_ci_half_width_across_seeds	median_minimum_site_z_across_seeds
1800	0.3	balanced	homogeneous_hr13	1200	1200	1183	0.9858333333333333	0.9774296573223678	0.9911364204253081	0.975	1161	0.9675	0.9558808941043687	0.9761355203320742	0.9625	380	0.31666666666666665	0.2909678610525014	0.343535505835168	0.295	1015	0.8458333333333333	0.8243013160967418	0.8651582418196997	0.835	969	0.8075	0.7842256312067858	0.8288119034225322	0.7975	374	0.31166666666666665	0.2860965036001626	0.3384387732935341	0.2925	102.0	0.19479278924457533	1.611351579292471
1800	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1035	0.8625	0.8418555541073806	0.8808309704556366	0.8575	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.9925	1137	0.9475	0.9333924593171582	0.9587515951433939	0.94	998	0.8316666666666667	0.8094458201213733	0.851770816145479	0.83	102.0	0.1948204694394792	2.8814375969839245
1800	0.3	balanced	null	1200	1200	27	0.0225	0.015508790005400645	0.0325386155702112	0.0225	157	0.13083333333333333	0.11292586703204983	0.1510968217463028	0.125	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	100.5	0.19578659356684008	-0.8252688751651633
1800	0.3	balanced	one_site_only_hr15	1200	1200	382	0.31833333333333336	0.2925924254535968	0.34523363809873014	0.315	312	0.26	0.23597602314062494	0.2855556571486878	0.2425	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	24	0.02	0.013476268672128098	0.029587091906497436	0.015	20	0.016666666666666666	0.01081468204022554	0.025603285209084888	0.01	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	104.0	0.19338202812804123	-0.5373894426766509
1800	0.3	balanced	one_site_reversed_hr15	1200	1200	96	0.08	0.06595666296985946	0.09672377753643786	0.0725	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	103.0	0.19507184624634943	-4.413858502990254
1800	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1192	0.9933333333333333	0.9869001244145462	0.9966180883240884	0.9875	1129	0.9408333333333333	0.9260248073759692	0.9528284604259527	0.935	310	0.25833333333333336	0.23436623122284447	0.28384275240181067	0.2375	995	0.8291666666666667	0.8068300019531043	0.849402589316762	0.8275	946	0.7883333333333333	0.7643197710202203	0.8105067519655358	0.785	308	0.25666666666666665	0.23275690489083312	0.2821293820691645	0.235	83.0	0.21708662555550057	1.4724337620209573
1800	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1194	0.995	0.9891344085810173	0.9977065008222751	0.9875	848	0.7066666666666667	0.6802798949707803	0.731734491446756	0.6875	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.995	1129	0.9408333333333333	0.9260248073759692	0.9528284604259527	0.9325	822	0.685	0.6581630146146209	0.7106563151623673	0.675	83.0	0.21934171464361296	2.4288632271214494
1800	0.3	imbalanced_60_30_10	null	1200	1200	42	0.035	0.025996787429477218	0.04697084313106626	0.0325	147	0.1225	0.10514486973453341	0.14226433572053143	0.1125	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	84.0	0.21568996608960123	-0.8203894748969265
1800	0.3	imbalanced_60_30_10	one_site_only_hr15	1200	1200	1081	0.9008333333333334	0.8826221595412077	0.9164863883089333	0.895	298	0.24833333333333332	0.2247173620963486	0.2735554415403613	0.2325	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	36	0.03	0.02174746653277537	0.04125207403379545	0.0275	27	0.0225	0.015508790005400645	0.0325386155702112	0.0225	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	82.0	0.21722505444526607	-0.5290339569905644
1800	0.3	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	418	0.34833333333333333	0.3218992316495759	0.3757353718665869	0.3175	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	82.0	0.21992834376593717	-2.566710354875811
2100	0.15	balanced	homogeneous_hr13	1200	1200	1119	0.9325	0.9168805719739571	0.9453592125046771	0.9175	1099	0.9158333333333334	0.8987669211364325	0.9302458966956263	0.9	121	0.10083333333333333	0.08505018171450617	0.11916396710001052	0.0825	716	0.5966666666666667	0.5686449001068568	0.6240715064432811	0.585	695	0.5791666666666667	0.5510247142247824	0.6068033773464514	0.565	119	0.09916666666666667	0.08351361169106683	0.11737784045879232	0.08	54.5	0.26591959569172596	1.0524347433123675
2100	0.15	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1189	0.9908333333333333	0.9836603162148858	0.9948738515267628	0.985	656	0.5466666666666666	0.5183961773239162	0.5746393292864952	0.515	1149	0.9575	0.9445516430654894	0.9675285913830081	0.945	1100	0.9166666666666666	0.8996678526290159	0.9310063135353716	0.9075	644	0.5366666666666666	0.5083809977866408	0.5647183288358252	0.5075	55.0	0.2646875155581309	2.056999377916778
2100	0.15	balanced	null	1200	1200	37	0.030833333333333334	0.022451332120917752	0.042209556777981855	0.03	165	0.1375	0.11916902954436343	0.15814444589261945	0.13	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	54.0	0.2671079401770693	-0.8287568311718418
2100	0.15	balanced	one_site_only_hr15	1200	1200	235	0.19583333333333333	0.17436580883507358	0.21924204986492352	0.1825	285	0.2375	0.21428411603979386	0.2623911592766419	0.2225	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	18	0.015	0.009509012635622722	0.02358625794903015	0.015	15	0.0125	0.00758963685401205	0.020521588733654502	0.0125	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	57.0	0.26087493012889906	-0.5549658017420999
2100	0.15	balanced	one_site_reversed_hr15	1200	1200	39	0.0325	0.02386447966792587	0.044119105895631276	0.025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	55.0	0.2657026514403037	-3.7061930012024034
2100	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1131	0.9425	0.9278620197697118	0.9543139446968676	0.94	1090	0.9083333333333333	0.8906781884260577	0.9233824944150419	0.9025	129	0.1075	0.09121036867432306	0.12629456679882384	0.0925	701	0.5841666666666666	0.5560553691702939	0.6117408123949124	0.5525	677	0.5641666666666667	0.5359502422641397	0.591973579325176	0.5375	129	0.1075	0.09121036867432306	0.12629456679882384	0.0925	54.0	0.2682487541870502	1.0562952104113807
2100	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1181	0.9841666666666666	0.9754028844550463	0.9898404966279718	0.9675	599	0.49916666666666665	0.4709248937846288	0.5274137578830425	0.475	1151	0.9591666666666666	0.9464264730838164	0.9689764580293384	0.945	1091	0.9091666666666667	0.8915752556961698	0.9241467754772588	0.8975	584	0.4866666666666667	0.4584747543965411	0.5149436722861985	0.465	54.0	0.2695749868103701	1.9710945215639875
2100	0.15	imbalanced_60_30_10	null	1200	1200	25	0.020833333333333332	0.014150649278407432	0.03057405963254687	0.015	151	0.12583333333333332	0.10825408961661079	0.14580050916776918	0.11	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	54.0	0.26775522702870336	-0.8241198151885307
2100	0.15	imbalanced_60_30_10	one_site_only_hr15	1200	1200	868	0.7233333333333334	0.6973402886503763	0.7479010644137354	0.6925	310	0.25833333333333336	0.23436623122284447	0.28384275240181067	0.25	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	34	0.028333333333333332	0.02034551348630239	0.039331330415610884	0.015	32	0.02666666666666667	0.018951808170813895	0.03740233906644183	0.015	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	53.0	0.2689405750723016	-0.5345333690602668
2100	0.15	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	1118	0.9316666666666666	0.9159696904117852	0.9446087457345201	0.8975	12	0.01	0.005729576190218534	0.01739760440046169	0.0075	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	182	0.15166666666666667	0.13248529214456123	0.17307110494201078	0.1425	8	0.006666666666666667	0.003381911675911539	0.013099875585453582	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	53.0	0.2709621391865999	-2.3221584988924198
2100	0.3	balanced	homogeneous_hr13	1200	1200	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.9925	1182	0.985	0.9764137420509698	0.9904909873643772	0.9825	498	0.415	0.3874365671031144	0.44310590299935043	0.385	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659	0.9075	1049	0.8741666666666666	0.8541994908322308	0.8917459103833891	0.87	493	0.41083333333333333	0.3833246917180665	0.43891103672275444	0.38	119.0	0.18075130171454917	1.7911351248647098
2100	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1106	0.9216666666666666	0.9050832852621238	0.9355589708962364	0.91	1200	1.0	0.9968089993972651	1.0	1.0	1148	0.9566666666666667	0.9436159878608664	0.9668028982553022	0.9375	1068	0.89	0.8710369399876369	0.9064740795422298	0.8725	119.0	0.18083078638187539	3.098988527907288
2100	0.3	balanced	null	1200	1200	28	0.023333333333333334	0.016192221802047435	0.03351653210589319	0.02	127	0.10583333333333333	0.0896682943309961	0.12451394447749325	0.0925	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	118.0	0.1806559387846698	-0.8447835940537958
2100	0.3	balanced	one_site_only_hr15	1200	1200	442	0.36833333333333335	0.3415026627791079	0.39600430071294557	0.3525	316	0.2633333333333333	0.23919699218752602	0.2889800814311017	0.24	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	28	0.023333333333333334	0.016192221802047435	0.03351653210589319	0.02	18	0.015	0.009509012635622722	0.02358625794903015	0.0075	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	121.5	0.17874145531101787	-0.48585452206235774
2100	0.3	balanced	one_site_reversed_hr15	1200	1200	105	0.0875	0.07280023118617167	0.10483234431108461	0.07	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	119.5	0.18025982396927906	-4.765723593744029
2100	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	1163	0.9691666666666666	0.957790443222018	0.9775486678790822	0.9525	385	0.32083333333333336	0.29502999635627386	0.34778011219303945	0.2975	1048	0.8733333333333333	0.8533161190293275	0.8909679338539636	0.87	992	0.8266666666666667	0.8042158281886741	0.8470327180842058	0.815	379	0.31583333333333335	0.2901557243191828	0.3426862942361578	0.2925	97.0	0.2011077634068962	1.532066992565495
2100	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1200	1.0	0.9968089993972651	1.0	1.0	955	0.7958333333333333	0.7720995649959038	0.8176790929808112	0.7775	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.9975	1142	0.9516666666666667	0.9380248071316127	0.9624259889905834	0.945	926	0.7716666666666666	0.7470722216586957	0.7945273346804848	0.7575	96.0	0.2033468264283121	2.683910035144982
2100	0.3	imbalanced_60_30_10	null	1200	1200	33	0.0275	0.01964758615413982	0.038367909415444684	0.025	160	0.13333333333333333	0.11526520621817149	0.15374152755716747	0.1175	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0025	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	97.5	0.19958463964007334	-0.778260928010997
2100	0.3	imbalanced_60_30_10	one_site_only_hr15	1200	1200	1125	0.9375	0.9223590588153541	0.9498488156572529	0.935	314	0.26166666666666666	0.2375862777452548	0.28726809920871543	0.25	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	25	0.020833333333333332	0.014150649278407432	0.03057405963254687	0.01	15	0.0125	0.00758963685401205	0.020521588733654502	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	96.0	0.20126844990762188	-0.5707959576909529
2100	0.3	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	502	0.41833333333333333	0.3907275386777052	0.44646032475407477	0.4125	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	96.0	0.20371922834304645	-2.8243836774110918
3000	0.15	balanced	homogeneous_hr13	1200	1200	1191	0.9925	0.9858076084338075	0.9960492559724986	0.9825	1158	0.965	0.9530291568689337	0.9740032125705227	0.9575	315	0.2625	0.2383915776628475	0.2881241476234516	0.245	971	0.8091666666666667	0.785960422954526	0.8303998083394496	0.7875	930	0.775	0.7505173741032951	0.7977275755652007	0.7525	312	0.26	0.23597602314062494	0.2855556571486878	0.2375	78.0	0.2226077811437855	1.475144908223692
3000	0.15	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.9975	910	0.7583333333333333	0.7333124066415182	0.781705576380402	0.7375	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.9925	1138	0.9483333333333334	0.9343171194320534	0.9594882833608276	0.9475	889	0.7408333333333333	0.7153007372088895	0.7648289308341265	0.7125	77.0	0.22323236476794628	2.584457765437748
3000	0.15	balanced	null	1200	1200	30	0.025	0.01756709059517496	0.03546435997742321	0.01	144	0.12	0.10281584099458076	0.13960931946349775	0.115	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	77.0	0.22379701721895018	-0.80614846090972
3000	0.15	balanced	one_site_only_hr15	1200	1200	322	0.2683333333333333	0.24403186677222335	0.2941132968403771	0.235	307	0.25583333333333336	0.23195241723925797	0.28127252138841086	0.2325	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	36	0.03	0.02174746653277537	0.04125207403379545	0.0275	24	0.02	0.013476268672128098	0.029587091906497436	0.0175	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	81.0	0.21804829609307486	-0.5442248411049682
3000	0.15	balanced	one_site_reversed_hr15	1200	1200	40	0.03333333333333333	0.02457363045521218	0.045071303440673734	0.02	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	79.0	0.221734386021105	-4.540310121780823
3000	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1185	0.9875	0.9794784112663455	0.992410363145988	0.98	1153	0.9608333333333333	0.9483062230574887	0.970419404720324	0.955	302	0.25166666666666665	0.22793174916689724	0.2769864477991277	0.24	948	0.79	0.7660475964068469	0.8121016232435667	0.7775	916	0.7633333333333333	0.7384685055984792	0.7865175674174136	0.7475	300	0.25	0.22632431519937957	0.2752711851019878	0.24	77.0	0.22452132626593035	1.4159455140192594
3000	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	869	0.7241666666666666	0.6981944341928672	0.7487082672035732	0.7	1194	0.995	0.9891344085810173	0.9977065008222751	0.9925	1134	0.945	0.9306235915364225	0.9565364179271432	0.9325	854	0.7116666666666667	0.6853935691049075	0.7365889073066013	0.6825	77.0	0.22583018188938664	2.481102079702125
3000	0.15	imbalanced_60_30_10	null	1200	1200	31	0.025833333333333333	0.01825827524499464	0.03643452365993231	0.0175	147	0.1225	0.10514486973453341	0.14226433572053143	0.115	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0	3	0.0025	0.0008505818993887718	0.007324463700332479	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	78.0	0.22251484103214167	-0.805421318413645
3000	0.15	imbalanced_60_30_10	one_site_only_hr15	1200	1200	1011	0.8425	0.8208007651713263	0.8620133994158004	0.825	292	0.24333333333333335	0.21989942047209418	0.2684052931706431	0.21	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	24	0.02	0.013476268672128098	0.029587091906497436	0.0075	18	0.015	0.009509012635622722	0.02358625794903015	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	75.0	0.2262246384103011	-0.5599810399239485
3000	0.15	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	1176	0.98	0.9704129080935024	0.9865237313278719	0.9725	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	287	0.23916666666666667	0.21588786236481616	0.26411010961627723	0.23	2	0.0016666666666666668	0.00045717916470629574	0.006056518102686179	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	76.5	0.22604340822204272	-2.753854251595742
3000	0.3	balanced	homogeneous_hr13	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1197	0.9975	0.9926755362996676	0.9991494181006112	0.995	811	0.6758333333333333	0.6488259327140901	0.7017185654072814	0.6725	1185	0.9875	0.9794784112663455	0.992410363145988	0.9825	1127	0.9391666666666667	0.924190523909133	0.9513400472281315	0.93	790	0.6583333333333333	0.6310324052096296	0.6846237779328376	0.6525	168.5	0.15149183505738595	2.3273456967617148
3000	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1200	1.0	0.9968089993972651	1.0	1.0	1185	0.9875	0.9794784112663455	0.992410363145988	0.985	1200	1.0	0.9968089993972651	1.0	1.0	1127	0.9391666666666667	0.924190523909133	0.9513400472281315	0.935	1116	0.93	0.9141497179013733	0.9431060215802747	0.9225	170.0	0.15117703981015485	3.8837986086696397
3000	0.3	balanced	null	1200	1200	23	0.019166666666666665	0.012805260881153014	0.028596751365143728	0.015	152	0.12666666666666668	0.10903206614603636	0.1466838809706724	0.0925	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0025	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	168.0	0.15147799044164917	-0.7796821013636436
