seed	design	n_per_outcome_group_per_compartment	n_unique_subjects	n_samples	interaction_effect_sd	paired_residual_correlation	composition_imbalance	composition_reliability	alpha	analysis_route	n_simulated_cohorts	n_valid_fits	valid_fit_rate	conclusive_count	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	median_interaction_estimate	median_interaction_se	maximum_design_condition
54911	paired	10	20	40	0.0	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	12	0.048	0.02766820153069461	0.08201230121318728	0.007994075385953259	0.49235990644695027	16.302399327735348
54911	paired	10	20	40	0.0	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	7	0.028	0.013628058600839217	0.05665777612286046	-0.004230448783452375	0.381467525113089	6.854101966249687
54911	paired	10	20	40	0.0	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	11	0.044	0.02474379816749356	0.07705777097235189	0.06573385545700418	0.34643977680391425	16.943189494788136
54911	unpaired	10	40	40	0.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	9	0.036	0.019053279530003277	0.06699042240176928	-0.034104064615787605	0.7280351018600667	46.97871376374782
54911	unpaired	10	40	40	0.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	13	0.052	0.030637655164191247	0.08692178118372709	0.07057788749802996	0.6753049847844228	84.31059596732747
54911	paired	10	20	40	0.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	16	0.064	0.039774745277095874	0.10142149188293179	0.31060623587381264	0.663520484385309	6.854101966249687
54911	paired	10	20	40	0.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	18	0.072	0.04602556925826497	0.11092853510983557	0.04487230240278012	0.644797281945453	17.100374989435974
54911	paired	10	20	40	0.0	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	18	0.072	0.04602556925826497	0.11092853510983557	0.31806312980599283	0.4967320147617338	6.854101966249687
54911	paired	10	20	40	0.0	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	9	0.036	0.019053279530003277	0.06699042240176928	0.059861289712923926	0.45614255566451634	16.395788320604776
54911	paired	10	20	40	0.0	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	32	0.128	0.09214693307442182	0.17511224175018894	0.312735131611899	0.3824223561955584	6.854101966249687
54911	paired	10	20	40	0.0	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	10	0.04	0.021869911954542545	0.07205272358126646	0.04338728249401661	0.29797448418837735	21.397697068772473
54911	unpaired	10	40	40	0.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	23	0.092	0.06208701511330671	0.13426175727497602	0.2501740925990444	0.7237401689049532	46.97871376374782
54911	unpaired	10	40	40	0.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	0.021331009908756332	0.6564766880594435	125.0084734451655
54911	paired	10	20	40	0.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	0.35668372047539565	0.6738319814046483	6.854101966249687
54911	paired	10	20	40	0.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	0.17754362898335396	0.6758325901689005	21.52691751935142
54911	paired	10	20	40	0.0	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	17	0.068	0.04288591857836033	0.10618925218570377	0.33362672004674215	0.5188033022190583	6.854101966249687
54911	paired	10	20	40	0.0	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	11	0.044	0.02474379816749356	0.07705777097235189	0.16862189277478024	0.5033954062347827	23.777305157100933
54911	paired	10	20	40	0.0	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	25	0.1	0.06865492898829106	0.14345171060806458	0.29571902092544233	0.38207054909841115	6.854101966249687
54911	paired	10	20	40	0.0	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	0.15770377395640514	0.34763875763408103	21.894983076381987
54911	unpaired	10	40	40	0.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	25	0.1	0.06865492898829106	0.14345171060806458	0.32742724893474673	0.7275853982521403	46.97871376374782
54911	unpaired	10	40	40	0.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	21	0.084	0.05559603876664466	0.12499486641356522	0.13714219432465397	0.6941644986229973	96.39579311100692
54911	paired	10	20	40	0.4	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	17	0.068	0.04288591857836033	0.10618925218570377	0.3611225039481335	0.6669737188273674	6.854101966249687
54911	paired	10	20	40	0.4	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	20	0.08	0.052382328372331775	0.12032964320384165	0.33605848028157204	0.6237707263819161	12.373070304993908
54911	paired	10	20	40	0.4	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	23	0.092	0.06208701511330671	0.13426175727497602	0.3087256405830874	0.5116234510822049	6.854101966249687
54911	paired	10	20	40	0.4	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	26	0.104	0.07196523249243102	0.14802034070796105	0.34980022324119464	0.46477267134712985	13.684326186651317
54911	paired	10	20	40	0.4	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	51	0.204	0.15870525412410838	0.2582536591771948	0.43442731174756183	0.3864420246181588	6.854101966249687
54911	paired	10	20	40	0.4	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	67	0.268	0.21691132145905745	0.32611052950682884	0.4053835787350828	0.29114076479300366	17.12028985193858
54911	unpaired	10	40	40	0.4	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	18	0.072	0.04602556925826497	0.11092853510983557	0.38433077700071505	0.7300110296548272	46.97871376374782
54911	unpaired	10	40	40	0.4	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	24	0.096	0.06536188077872192	0.1388658252135973	0.36393737086224554	0.6500244479701383	91.1493423602779
54911	paired	10	20	40	0.4	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	16	0.064	0.039774745277095874	0.10142149188293179	0.3975210556972508	0.6691894842265748	6.854101966249687
54911	paired	10	20	40	0.4	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	18	0.072	0.04602556925826497	0.11092853510983557	0.3783677421075215	0.6549533949488531	19.594027255127973
54911	paired	10	20	40	0.4	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	28	0.112	0.07863430779240635	0.1571091326160586	0.5158408467957274	0.5057797035675307	6.854101966249687
54911	paired	10	20	40	0.4	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	28	0.112	0.07863430779240635	0.1571091326160586	0.5184551755390765	0.47850757198140415	17.44751049290875
54911	paired	10	20	40	0.4	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	40	0.16	0.11975380512206552	0.2105368385348368	0.4199761226707764	0.3811448822566056	6.854101966249687
54911	paired	10	20	40	0.4	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	48	0.192	0.14798411102572986	0.245338001463464	0.42183563825264636	0.334763010558232	19.169350975944894
54911	unpaired	10	40	40	0.4	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	13	0.052	0.030637655164191247	0.08692178118372709	0.24998972353895973	0.7256795426791969	46.97871376374782
54911	unpaired	10	40	40	0.4	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	15	0.06	0.036694410839108495	0.09662289271688271	0.28301569174436636	0.6764675300544064	129.2673208581083
54911	paired	10	20	40	0.4	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	31	0.124	0.08874849146643424	0.17063174975414006	0.7661103826498374	0.677805139230719	6.854101966249687
54911	paired	10	20	40	0.4	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	22	0.088	0.05883135595378163	0.12963848283046467	0.43457956917223745	0.6588262920302286	16.776808103094517
54911	paired	10	20	40	0.4	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	56	0.224	0.17671830028529711	0.2796352810361883	0.6884842215055498	0.5144529222989576	6.854101966249687
54911	paired	10	20	40	0.4	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	33	0.132	0.09555801652382931	0.1795800919048179	0.37979420324454377	0.46772996606327744	23.02939014200263
54911	paired	10	20	40	0.4	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	106	0.424	0.3643452153621208	0.4859550461611866	0.728737493330179	0.37984306805099816	6.854101966249687
54911	paired	10	20	40	0.4	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	68	0.272	0.22060022692686898	0.33030055764305366	0.43915516300701063	0.29688217585597343	32.05060551698406
54911	unpaired	10	40	40	0.4	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	36	0.144	0.10586256867804505	0.19291234056271145	0.7154534938100257	0.7163261462103401	46.97871376374782
54911	unpaired	10	40	40	0.4	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	0.3859187286051338	0.6763916310491901	93.07620481085856
54911	paired	10	20	40	0.4	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	52	0.208	0.16229381886263317	0.26254402804270643	0.7463976635247932	0.678051218906055	6.854101966249687
54911	paired	10	20	40	0.4	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	37	0.148	0.10931982398325646	0.1973340188615365	0.5761620922247188	0.6731897739365884	17.52004547914965
54911	paired	10	20	40	0.4	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	59	0.236	0.18760668102989272	0.29238370110370193	0.6454198805512297	0.5133893263826232	6.854101966249687
54911	paired	10	20	40	0.4	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	46	0.184	0.14087551749687086	0.23668872778425012	0.5246867019940198	0.4963757052109362	23.251972995352325
54911	paired	10	20	40	0.4	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	90	0.36	0.3030322765929638	0.42120504726576063	0.6647420524100643	0.38508696872434844	6.854101966249687
54911	paired	10	20	40	0.4	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	68	0.272	0.22060022692686898	0.33030055764305366	0.4843676865614572	0.34522716894226413	18.809756063786352
54911	unpaired	10	40	40	0.4	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	39	0.156	0.11626576522540502	0.20614594482746082	0.6680695822574609	0.7249818958115786	46.97871376374782
54911	unpaired	10	40	40	0.4	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	21	0.084	0.05559603876664466	0.12499486641356522	0.4894275055620628	0.6897377739530834	88.29533448245132
54911	paired	10	20	40	0.7	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	37	0.148	0.10931982398325646	0.1973340188615365	0.7301836266851608	0.6787414945181585	6.854101966249687
54911	paired	10	20	40	0.7	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	40	0.16	0.11975380512206552	0.2105368385348368	0.7323387131172822	0.6290997501799118	13.612727221743206
54911	paired	10	20	40	0.7	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	66	0.264	0.2132279591407553	0.32191495822109456	0.765102646717468	0.5143837960331125	6.854101966249687
54911	paired	10	20	40	0.7	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	79	0.316	0.26152437100054704	0.3760446832137765	0.7742649983193828	0.46405145245417645	13.07279316575641
54911	paired	10	20	40	0.7	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	97	0.388	0.3297252242653439	0.44966463482163566	0.7153238525057681	0.3855275289960631	6.854101966249687
54911	paired	10	20	40	0.7	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	156	0.624	0.5625067230275577	0.681740218697572	0.7052097546942719	0.2910818938140636	18.489166526257897
54911	unpaired	10	40	40	0.7	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	31	0.124	0.08874849146643424	0.17063174975414006	0.6124122853348599	0.727331089919644	46.97871376374782
54911	unpaired	10	40	40	0.7	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	41	0.164	0.12325149320629131	0.21491808405464746	0.5826846627003257	0.6514075098656372	92.47066093844559
54911	paired	10	20	40	0.7	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	47	0.188	0.1444258093511374	0.24101736953401998	0.7327929980525375	0.6683204504111562	6.854101966249687
54911	paired	10	20	40	0.7	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	47	0.188	0.1444258093511374	0.24101736953401998	0.7440839959489066	0.6558618892061361	17.244045271668384
54911	paired	10	20	40	0.7	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	61	0.244	0.19489716930255266	0.3008510800391149	0.7697896147550269	0.5239812689494174	6.854101966249687
54911	paired	10	20	40	0.7	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	65	0.26	0.20955021872073462	0.3177137650370787	0.7732240054530186	0.4907982706338313	17.123807286377893
54911	paired	10	20	40	0.7	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	104	0.416	0.35662335915134685	0.47791903516388773	0.7410474128018045	0.3829801460126898	6.854101966249687
54911	paired	10	20	40	0.7	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	127	0.508	0.4463779498739719	0.569379917334101	0.7340994215893165	0.33743598613621173	18.496407116930992
54911	unpaired	10	40	40	0.7	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	35	0.14	0.1024162573102742	0.1884797183264459	0.7547284898394429	0.7216177901396363	46.97871376374782
54911	unpaired	10	40	40	0.7	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	43	0.172	0.13027472439385213	0.22365272007515946	0.7448881138687549	0.6862060863915947	125.94050055427827
54911	paired	10	20	40	0.7	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	67	0.268	0.21691132145905745	0.32611052950682884	0.9473813861193131	0.685306715897013	6.854101966249687
54911	paired	10	20	40	0.7	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	42	0.168	0.1267585530934315	0.21928995777154373	0.758455374193876	0.6526778933982955	23.37756586010721
54911	paired	10	20	40	0.7	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	121	0.484	0.4227644183135957	0.5457198472702585	1.077835489169168	0.5202293059984734	6.854101966249687
54911	paired	10	20	40	0.7	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	77	0.308	0.25403826197731444	0.36777292502893616	0.7833363764322047	0.4693310780965847	20.76381588658977
54911	paired	10	20	40	0.7	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	154	0.616	0.554388269038006	0.6741008054790509	0.9304780976958276	0.37867121658088476	6.854101966249687
54911	paired	10	20	40	0.7	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	140	0.56	0.4980209822582853	0.6201630218022616	0.6562489735809252	0.2931229008226369	14.985275497277618
54911	unpaired	10	40	40	0.7	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	56	0.224	0.17671830028529711	0.2796352810361883	0.981303759344396	0.7292377807650372	46.97871376374782
54911	unpaired	10	40	40	0.7	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	33	0.132	0.09555801652382931	0.1795800919048179	0.7109883607523173	0.6695675915998041	111.52853832745961
54911	paired	10	20	40	0.7	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	62	0.248	0.19855156651487427	0.3050756164308297	0.8786243036299831	0.6752789637001313	6.854101966249687
54911	paired	10	20	40	0.7	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	48	0.192	0.14798411102572986	0.245338001463464	0.7670452075857308	0.6715774904655267	20.607113017868457
54911	paired	10	20	40	0.7	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	107	0.428	0.3682121709415855	0.4899670241857584	0.990360211762666	0.5156139701839086	6.854101966249687
54911	paired	10	20	40	0.7	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	97	0.388	0.3297252242653439	0.44966463482163566	0.8546944011003748	0.5006287733743211	23.00613397131837
54911	paired	10	20	40	0.7	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	175	0.7	0.6405184593182177	0.7534282208836044	0.9895716375309828	0.3689986866043229	6.854101966249687
54911	paired	10	20	40	0.7	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	157	0.628	0.5665723240737058	0.6855535512554604	0.8536962080391515	0.340133624022958	23.493933413235084
54911	unpaired	10	40	40	0.7	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	65	0.26	0.20955021872073462	0.3177137650370787	0.9792913806833164	0.7329489055189844	46.97871376374782
54911	unpaired	10	40	40	0.7	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	54	0.216	0.16949229589420706	0.2711034182192054	0.7630403514587881	0.69539495934584	102.48495398354119
54911	paired	10	20	40	1.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	64	0.256	0.20587818222534185	0.3135068679284351	0.9917714634851541	0.6619125538178298	6.854101966249687
54911	paired	10	20	40	1.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	84	0.336	0.2803229470521072	0.39664077518239854	1.0326881299137993	0.6159397208571722	12.602247602361404
54911	paired	10	20	40	1.0	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	112	0.448	0.38760667582628155	0.5099671873212446	0.9926427436760077	0.507166797050418	6.854101966249687
54911	paired	10	20	40	1.0	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	128	0.512	0.45032711112743956	0.5733096896846697	0.9474103567004118	0.4380802862292043	11.321757700299754
54911	paired	10	20	40	1.0	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	162	0.648	0.5869651913984794	0.704555351950869	0.9961684011381162	0.3810823135097616	6.854101966249687
54911	paired	10	20	40	1.0	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	221	0.884	0.8383692329120548	0.9180083930754438	0.9930158168124832	0.2901401742541907	13.595542347436346
54911	unpaired	10	40	40	1.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	64	0.256	0.20587818222534185	0.3135068679284351	1.0050836168830484	0.7393283712125986	46.97871376374782
54911	unpaired	10	40	40	1.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	78	0.312	0.25777888902447976	0.3719112315858073	0.9808856206827637	0.6482978020214663	100.30975029269742
54911	paired	10	20	40	1.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	79	0.316	0.26152437100054704	0.3760446832137765	0.959474644037682	0.6698324840823164	6.854101966249687
54911	paired	10	20	40	1.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	81	0.324	0.2690297048761813	0.3842972165462152	1.0137621844699154	0.6658037459513431	17.589611882109043
54911	paired	10	20	40	1.0	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	105	0.42	0.3604822730348509	0.4819390548844201	0.9733160812789551	0.5110872692902177	6.854101966249687
54911	paired	10	20	40	1.0	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	119	0.476	0.41492428638011175	0.5378021119956694	1.003589098081342	0.47936808640092865	16.200011651706706
54911	paired	10	20	40	1.0	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	166	0.664	0.6033592248176015	0.7196770529478927	0.9892989730244444	0.3811721512527683	6.854101966249687
54911	paired	10	20	40	1.0	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	185	0.74	0.6822862349629212	0.7904497812792654	0.9750680703553707	0.33404447993317776	15.298132879534649
54911	unpaired	10	40	40	1.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	69	0.276	0.2242945999169993	0.3344851182569598	1.0576664908899742	0.7293063963812279	46.97871376374782
54911	unpaired	10	40	40	1.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	84	0.336	0.2803229470521072	0.39664077518239854	1.0828237082811638	0.680959630999235	85.04052118195551
54911	paired	10	20	40	1.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	131	0.524	0.46219788800433054	0.5850757136198882	1.3902625011786585	0.685208883934224	6.854101966249687
54911	paired	10	20	40	1.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	81	0.324	0.2690297048761813	0.3842972165462152	1.1077687457306848	0.6486049543819099	44.041478822175016
54911	paired	10	20	40	1.0	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	168	0.672	0.6115836088885267	0.7272105360850405	1.2426768236765107	0.5017495676427479	6.854101966249687
54911	paired	10	20	40	1.0	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	123	0.492	0.4306200826658989	0.553622050126028	0.9527477602147316	0.4639643850794689	22.72101004356842
54911	paired	10	20	40	1.0	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	223	0.892	0.8474274415961268	0.9247080515994447	1.3141675878169543	0.37902992837990723	6.854101966249687
54911	paired	10	20	40	1.0	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	225	0.9	0.8565482893919354	0.9313450710117088	1.015804040982364	0.2964408851146567	17.222046517992943
54911	unpaired	10	40	40	1.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	94	0.376	0.31825978130242794	0.4374932769724422	1.258490904409598	0.7414774009862449	46.97871376374782
54911	unpaired	10	40	40	1.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	84	0.336	0.2803229470521072	0.39664077518239854	0.9969349440046031	0.6742506779764146	89.89564948546415
54911	paired	10	20	40	1.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	119	0.476	0.41492428638011175	0.5378021119956694	1.367736329803483	0.6692315847513484	6.854101966249687
54911	paired	10	20	40	1.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	93	0.372	0.3144464487445396	0.4334276759262941	1.1673293381368142	0.6589194051143414	16.17621854578782
54911	paired	10	20	40	1.0	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	158	0.632	0.5706422103010869	0.6893625986321157	1.3176717033688474	0.5135963051191081	6.854101966249687
54911	paired	10	20	40	1.0	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	145	0.58	0.5180609451155799	0.639517726965149	1.152128985532359	0.4863986912376897	19.686183051546337
54911	paired	10	20	40	1.0	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	221	0.884	0.8383692329120548	0.9180083930754438	1.2872957654188661	0.37761023091054846	6.854101966249687
54911	paired	10	20	40	1.0	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	217	0.868	0.8204199080951821	0.9044419834761707	1.127705833367417	0.343287538903749	19.312805115668596
54911	unpaired	10	40	40	1.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	101	0.404	0.34507095342004057	0.46583464008308473	1.3277887143781189	0.7310483855179539	46.97871376374782
54911	unpaired	10	40	40	1.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	80	0.32	0.26527465872568123	0.38017332909267876	0.9575849637282511	0.6980509677373865	89.3814409829917
54911	paired	15	30	60	0.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	-0.07146735520254052	0.5569129154742527	6.854101966249684
54911	paired	15	30	60	0.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	-0.047875066058446186	0.5112489894622647	12.324317673054484
54911	paired	15	30	60	0.0	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	15	0.06	0.036694410839108495	0.09662289271688271	0.003260280753484987	0.4180168533245925	6.854101966249684
54911	paired	15	30	60	0.0	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	15	0.06	0.036694410839108495	0.09662289271688271	0.017930420508637884	0.3713108991926896	11.298217122741763
54911	paired	15	30	60	0.0	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	13	0.052	0.030637655164191247	0.08692178118372709	0.015125782016416539	0.3100411373027805	6.854101966249684
54911	paired	15	30	60	0.0	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	13	0.052	0.030637655164191247	0.08692178118372709	-0.007333533065542297	0.23545074401514834	12.639067061908298
54911	unpaired	15	60	60	0.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	25	0.1	0.06865492898829106	0.14345171060806458	0.020291445122382706	0.5977658967127611	46.97871376374783
54911	unpaired	15	60	60	0.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	21	0.084	0.05559603876664466	0.12499486641356522	0.0006107122219063954	0.5261689323988554	65.92254127004075
54911	paired	15	30	60	0.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	0.07202356460890101	0.5443841566265655	6.854101966249684
54911	paired	15	30	60	0.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	9	0.036	0.019053279530003277	0.06699042240176928	0.07775601731812826	0.5408389782099787	16.044182789181182
54911	paired	15	30	60	0.0	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	10	0.04	0.021869911954542545	0.07205272358126646	-0.02191755137097571	0.42156051923756716	6.854101966249684
54911	paired	15	30	60	0.0	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	8	0.032	0.01630236549364963	0.06186240283408649	-0.018675774008057824	0.39428999102240947	12.297711213850844
