analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	TNF	6	6	7.900509342385804	5.889313772316675	2.0111955700691286	1.492683242133194	2.8008534828964393	0.0200153187618115	0.1791668710384511	0.0956912606376603	1.0	6.894911557351239	False	0.2911397112681554	True	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	LTB	6	6	6.641315679118762	3.348994908489383	3.2923207706293787	2.339349959855504	4.389529069416776	0.0013885217611969	0.1261555559965978	0.0333795440146572	1.0	4.995155293804072	False	0.1155117865148156	True	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HLA-DRA	6	6	13.422515229503604	13.014367705220783	0.4081475242828194	0.9483795931636048	1.7795284435726038	0.1056596472415792	0.6229389670599164	0.5282140502731117	1.0	13.218441467362195	False	0.4909239460931884	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HLA-DRB1	6	6	12.066885130030032	12.39251009142202	-0.3256249613919877	-0.415774885899649	-0.7801551624634568	0.4595018757216971	0.5802456840068456	0.510826569750518	1.0	12.229697610726026	False	0.7785263107865036	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HLA-DPA1	6	6	12.08592752942264	12.063583094357243	0.0223444350653974	0.0483994806893132	0.0908162229149926	0.9305594744992932	0.6162121672601285	0.538937111522063	1.0	12.074755311889945	False	0.9865806606081589	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HLA-DPB1	6	6	11.956222561325893	11.956277455353977	-5.489402808223076e-05	-8.831863202763145e-05	-0.0001657200544207	0.999871173696844	0.5965195489108363	0.5240115590914538	1.0	11.956250008339934	False	0.9999169660629548	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	TNFAIP3	6	6	9.806123563293127	9.619755211345634	0.186368351947495	0.3934504847847411	0.7382659157355917	0.4777324275064227	0.5379576516342367	0.4698582911679594	1.0	9.712939387319384	False	0.7908726716992379	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	IL6	6	6	4.329707641536931	2.507293411458192	1.822414230078739	0.5849251365003318	1.097546726296297	0.2982353132290927	0.0355164925878245	0.0209796386192017	0.6666666666666666	3.418500526497562	False	0.6701183230989879	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	LAMP2	6	6	7.01185535295659	6.956924579292797	0.0549307736637931	0.079600582106252	0.1493616068967605	0.8857186282733592	0.2843235098904332	0.2405122557832913	1.0	6.984389966124694	True	0.9755918043976244	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CYP7B1	6	6	1.9541276426374496	1.1362697983166827	0.8178578443207667	0.6453570388480554	1.2109404453326196	0.2563866766982532	0.0152058255109745	0.0073169765928665	0.75	1.545198720477066	False	0.6436316904324659	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCL19	6	6	4.947792294515775	0.7196113086282843	4.228180985887491	1.9515514041077435	3.6618683676217425	0.008485341264983	0.0379357890593208	0.0051984126984126	0.5833333333333334	2.8337018015720297	False	0.2203008425387589	True	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CXCR5	6	6	0.4475666159056508	0.0	0.4475666159056508	1.1427308222172012	2.1442068304097464	0.0848644856352386	0.0013062248863691	0.0	0.25	0.2237833079528254	False	0.4649416116182261	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CH25H	6	6	0.7153760210022265	0.9220892299531064	-0.2067132089508799	-0.1489925652585953	-0.2795679173927344	0.7858485870623918	0.0026724328275252	0.0060140237324703	0.3333333333333333	0.8187326254776665	False	0.9398986819732906	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	GPR183	6	6	10.16227036932588	9.186967529528667	0.975302839797214	0.8644543147053063	1.6220520267160363	0.1413388691761818	0.3592598394246349	0.3179231359480146	1.0	9.674618949427275	False	0.5366204885073524	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	LAMP1	6	6	6.747752025763353	7.299738042682019	-0.5519860169186659	-0.5877188689693353	-1.1027888534236214	0.2960008242233584	0.2240261093512296	0.2551436244670468	1.0	7.023745034222685	True	0.6679927787333536	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	NFKBIA	6	6	10.69132748112746	10.051272943330613	0.6400545377968481	0.554521913239364	1.0404984716109529	0.3263755482921472	0.6325067464900997	0.5851388246776597	1.0	10.371300212229036	False	0.6930149898102476	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HSD3B7	6	6	3.4297758841793686	2.69639118611094	0.7333846980684289	0.4950029059268968	0.9288176982062576	0.3773457144518949	0.0348781478901483	0.0256224529545727	0.9166666666666666	3.0630835351451537	False	0.7257455313068424	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	ITGAX	6	6	7.914868319427476	7.026658750909102	0.8882095685183735	0.8408244607761173	1.5777132435035182	0.1650395926467387	0.3337137222981656	0.2180069583568774	1.0	7.470763535168288	False	0.5634082429972691	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCL22	6	6	3.823852286627227	1.513360318103613	2.310491968523614	1.1958137970507514	2.243811107290739	0.056456128930115	0.021046065468099	0.0078526908785808	0.8333333333333334	2.668606302365419	False	0.4100198800838511	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCL17	6	6	2.301183961348446	0.0	2.301183961348446	0.9825928140614204	1.8437257335319972	0.1245494398364808	0.0078394651123971	0.0	0.3333333333333333	1.150591980674223	False	0.5114424523330826	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCL2	6	6	5.860314488305679	6.543343306070689	-0.6830288177650097	-0.4429790738510943	-0.8312007844832264	0.4253432071931811	0.0595588565875891	0.1152833266981729	1.0	6.201828897188183	False	0.7561176117695114	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCL3	6	6	10.995214407628213	8.614906160817833	2.3803082468103796	1.4451491746603744	2.711661111280331	0.0221837342929655	0.2644446370638584	0.1889966941918802	1.0	9.805060284223025	False	0.3014736834150617	True	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCL4	6	6	10.69802733244214	8.699340878549458	1.998686453892681	1.0639742083220032	1.9964288356529645	0.0742412679890412	0.2523260145494022	0.1748592810910772	1.0	9.6986841054958	False	0.4501500917201046	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CCR7	6	6	6.668295752362312	1.5883933957697682	5.079902356592544	2.1069593053838096	3.9534739469385207	0.0030007312365754	0.0937476785248989	0.0093126348435814	0.6666666666666666	4.12834457406604	False	0.150316199865158	True	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	EBI3	6	6	5.243700341889639	4.64175734726991	0.601942994619729	0.6569993868859638	1.2327860118470986	0.2464751459787811	0.0673804149857526	0.0784365207787538	1.0	4.942728844579775	False	0.6365134652589683	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	IFI30	6	6	7.650095286193615	6.932822319095586	0.7172729670980287	1.1369441493013954	2.133348784621375	0.0587351072424498	0.2340546948451127	0.1759849306946798	1.0	7.291458802644601	True	0.4169029247437675	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ISG15	6	6	7.856748218454183	6.772836193244573	1.0839120252096102	1.131851497835449	2.1237929926134274	0.0788766500320014	0.3334469726239992	0.2209911591839181	1.0	7.314792205849379	False	0.4638367359739701	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	GBP1	6	6	8.427387609743455	5.450303084550911	2.977084525192544	2.686379918056668	5.040692048715771	0.0005633415265197	0.3756184774885511	0.0959761177034639	1.0	6.938845347147183	False	0.082977307796108	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CTSS	6	6	10.52126116139341	9.933626712730046	0.5876344486633638	0.9169822162593668	1.720614770548197	0.1323729263109174	0.6984495491597255	0.4458944463707814	1.0	10.227443937061729	True	0.5294332132888903	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	IL1B	6	6	11.451645334995884	8.154449294301115	3.297196040694768	1.6453234099431773	3.087265719312731	0.0128936753077196	0.5104242201140238	0.1870509762247222	1.0	9.8030473146485	False	0.2532011658502796	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	STAT1	6	6	7.603167508599118	6.7777756834730924	0.8253918251260259	1.2531612880476022	2.3514172727249787	0.0463543243051501	0.3489347561135111	0.2075961884214311	1.0	7.190471596036107	False	0.3826438923670785	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CYP27A1	6	6	2.838936229899696	2.7090372670364946	0.1298989628632014	0.0638867972430965	0.1198764436543855	0.9071196773374004	0.0274687658597754	0.0317774845464974	0.8333333333333334	2.773986748468096	False	0.976709217567319	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	LAMP3	6	6	5.3464586280677535	1.6994299898734038	3.6470286381943495	3.275238329733834	6.145619126829031	0.0001478560234181	0.0715026256516993	0.0099172424273556	0.9166666666666666	3.5229443089705783	True	0.0439819215912112	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CXCL8	6	6	11.622342017985671	9.260889680598828	2.3614523373868455	1.3757576595987822	2.5814556791044008	0.0395345796112527	0.523310872772181	0.1858697839078098	1.0	10.44161584929225	False	0.3679114388908132	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CXCL10	6	6	7.54142217500203	5.219338278106487	2.322083896895543	0.8832964260561454	1.657407145412687	0.1286240301409884	0.0903959404397625	0.0309825655810688	1.0	6.380380226554259	False	0.5247488216052834	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CXCL13	6	6	0.7543293918587045	0.0	0.7543293918587045	0.7813350556939768	1.4660880153796785	0.2025286914739827	0.0040074211502782	0.0	0.1666666666666666	0.3771646959293522	False	0.5887823032373961	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	IRF1	6	6	8.215198212790716	7.422988714372336	0.7922094984183792	1.0603417085119655	1.989612855237706	0.075943576236244	0.3840920710099594	0.3146721428143353	1.0	7.819093463581527	False	0.4638367359739701	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD74	6	6	12.19793898213535	13.043692811702122	-0.8457538295667728	-1.3701623928000837	-2.570956785529048	0.0286731100130888	0.6966153543085681	0.5498118664492045	1.0	12.620815896918735	False	0.3291168225354325	False	True	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD83	6	6	9.241691553177857	9.618130584441198	-0.3764390312633416	-0.4302839206233345	-0.8073797465495116	0.4435703545271964	0.5262571824156791	0.5432667890960771	1.0	9.429911068809526	False	0.7680241567820457	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	TNF	6	6	6.7964294507859675	5.889313772316675	0.9071156784692924	0.6972725168232123	1.3083540446808308	0.2213608360021556	0.1444453552169619	0.0956912606376603	1.0	6.342871611551321	False	0.6082967256645387	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	LTB	6	6	4.694452464452311	3.348994908489383	1.3454575559629285	0.8203799259702127	1.5393513560641696	0.1581551284820512	0.0796332680910039	0.0333795440146572	1.0	4.021723686470847	False	0.561143714485659	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HLA-DRA	6	6	13.250811883259903	13.014367705220783	0.23644417803912	0.6175007619517621	1.158671251197359	0.2742996283255121	0.6743085475282635	0.5282140502731117	1.0	13.132589794240344	False	0.6602553026211548	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HLA-DRB1	6	6	12.448577794567418	12.39251009142202	0.0560677031453984	0.0981804960431626	0.1842247414139956	0.8577145407442953	0.6754863327821221	0.510826569750518	1.0	12.42054394299472	False	0.9593229708788888	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HLA-DPA1	6	6	12.05842596872347	12.063583094357243	-0.0051571256337741	-0.0135382181679038	-0.0254029551866583	0.9804804584843844	0.6583384500442405	0.538937111522063	1.0	12.061004531540355	False	0.9955682095202384	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HLA-DPB1	6	6	11.720803813257112	11.956277455353977	-0.2354736420968635	-0.5009938089474294	-0.9400589589889364	0.3725027019962637	0.6379688011065191	0.5240115590914538	1.0	11.83854063430554	False	0.7219487347605044	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	TNFAIP3	6	6	9.415819914280856	9.619755211345634	-0.2039352970647794	-0.3333362732621297	-0.625468308070311	0.5469566998010165	0.5883632907089512	0.4698582911679594	1.0	9.517787562813243	False	0.8231357870746902	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	IL6	6	6	5.711250329328336	2.507293411458192	3.2039569178701437	1.3219186513853969	2.4804327899784746	0.0391214808385137	0.061946716689974	0.0209796386192017	0.75	4.109271870393264	False	0.3663471366660399	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	LAMP2	6	6	6.646323998489993	6.956924579292797	-0.310600580802804	-0.3249945566150888	-0.6098160079273749	0.5557353724114834	0.2693610252072811	0.2405122557832913	1.0	6.801624288891396	True	0.826172963908882	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CYP7B1	6	6	0.9591806769318184	1.1362697983166827	-0.1770891213848642	-0.1305859803008009	-0.2450300153569403	0.8114917798405547	0.0061812246854232	0.0073169765928665	0.5	1.0477252376242507	False	0.9398417971460092	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCL19	6	6	4.640617326217435	0.7196113086282843	3.921006017589151	1.5545287055694306	2.916899591526412	0.0253574901292824	0.0330600842386362	0.0051984126984126	0.5833333333333334	2.680114317422859	False	0.3146447893713838	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CH25H	6	6	0.5738210277253554	0.9220892299531064	-0.3482682022277511	-0.285430876495171	-0.5355791784834331	0.6082359344152134	0.0023203756876282	0.0060140237324703	0.4166666666666667	0.747955128839231	False	0.8534598117351756	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	GPR183	6	6	10.225515623620348	9.186967529528667	1.0385480940916807	1.067783427195447	2.0035764096644155	0.0969321031619274	0.5362138782486633	0.3179231359480146	1.0	9.706241576574508	False	0.4824170711003757	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	LAMP1	6	6	6.614421593541716	7.299738042682019	-0.685316449140303	-0.8920042218621259	-1.673746352233738	0.1346774031277156	0.2493095371460551	0.2551436244670468	1.0	6.957079818111866	True	0.5314362567001695	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	NFKBIA	6	6	10.467318216138322	10.051272943330613	0.4160452728077111	0.3510776088354732	0.6587579438947345	0.5264779843172116	0.7296487497242156	0.5851388246776597	1.0	10.259295579734465	False	0.8104044922650324	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HSD3B7	6	6	3.332554999880562	2.69639118611094	0.6361638137696222	0.4719869128582601	0.8856307563762649	0.4043705332039241	0.0369569717164646	0.0256224529545727	0.9166666666666666	3.0144730929957504	False	0.7424147937152915	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ITGAX	6	6	8.205449957696612	7.026658750909102	1.1787912067875093	1.1055415245620164	2.0744252646201153	0.0812759179544506	0.4727923125916571	0.2180069583568774	1.0	7.616054354302855	False	0.4650891400064659	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCL22	6	6	4.774015064339355	1.513360318103613	3.260654746235742	1.8325824394397352	3.4386363853488144	0.0085241390235136	0.0206013390662276	0.0078526908785808	0.8333333333333334	3.1436876912214835	False	0.2159026826512203	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCL17	6	6	2.515921867956583	0.0	2.515921867956583	1.1636948540555454	2.1835434960415414	0.0807513021537764	0.0086435801267747	0.0	0.3333333333333333	1.2579609339782916	False	0.4647625535427304	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCL2	6	6	6.091052306873055	6.543343306070689	-0.4522909991976336	-0.2780851172736964	-0.521795681275691	0.6131932971467327	0.0667398176901226	0.1152833266981729	1.0	6.317197806471871	False	0.8547519009424166	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCL3	6	6	11.156223902555718	8.614906160817833	2.5413177417378847	1.595989691575905	2.9946965036794544	0.0140980952755941	0.3376743850387818	0.1889966941918802	1.0	9.885565031686776	False	0.258808447352001	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCL4	6	6	11.393944036359906	8.699340878549458	2.694603157810448	1.7796630911489992	3.3393391354105777	0.0088202301557046	0.3293971801574212	0.1748592810910772	1.0	10.046642457454682	False	0.2205873444062544	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CCR7	6	6	6.13593866698992	1.5883933957697682	4.547545271220152	2.037920417761302	3.823930180789947	0.0046127539606142	0.0631125621125647	0.0093126348435814	0.6666666666666666	3.862166031379844	False	0.1802814053955853	True	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	EBI3	6	6	5.5333165672818625	4.64175734726991	0.8915592200119526	1.0153201481357077	1.905134922729355	0.0877707780295601	0.0832194346999253	0.0784365207787538	1.0	5.087536957275886	False	0.4741775471545529	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	IFI30	6	6	8.035497426193542	6.932822319095586	1.102675107097956	1.6895542762856646	3.170260002728038	0.0099920114564987	0.3637401906579744	0.1759849306946798	1.0	7.484159872644565	True	0.234125173330645	True	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	ISG15	6	6	7.237001264873572	7.94014544651391	-0.7031441816403374	-1.1944426193429685	-2.24123824537998	0.0545116621897532	0.1946078403850728	0.2108403096151763	1.0	7.5885733556937405	False	0.2993790932182213	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	GBP1	6	6	5.389909603534217	4.285021537547281	1.1048880659869358	1.095834559171526	2.0562112276061697	0.0680108170288574	0.0959819814447318	0.0427928983180715	1.0	4.837465570540749	False	0.3241631856250961	False	False	False	False
