analysis	dataset_path	disease_name	compartment	donor_id	disease	group	role	n_cells	cell_types	module	mean_score
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3606	normal	control	source	2746	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	-0.16587375875426605
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3606	normal	control	source	2746	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	-0.06387907164274523
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	-0.004685665068816887
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.015373603024187285
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	-0.044389399581785616
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.014469708335001977
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.05244088060345578
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	-0.00862922478026774
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	-0.010354654750124953
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.31443920725275015
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.04108828330840397
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.08869639190991302
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.08255680501293103
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.045633125250829056
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.15199928495313425
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3607	normal	control	source	1050	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	0.022200684916847437
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	0.08906482121629096
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.288423756265741
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	0.17056899376094453
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.0385536791813146
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.5501273319129302
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.22460809344992178
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.10336375898491522
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.6159609871762967
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.19092996681841135
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.2645928298961602
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.1841940108279888
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.07194562384443048
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.4808884474268925
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3614	normal	control	source	527	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	0.09761532901610795
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	0.032953061928198905
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.2565713059111233
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	0.042869465083164256
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.121960623544412
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.10471914075808225
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.22968641345891547
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.22765980448737994
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.3594915626148216
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.2777654529268983
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.20270685933463062
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.1551677411037638
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.05691466202597029
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.32881140333918374
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3617	Sjogren syndrome	case	source	1538	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	0.08739822520744418
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	-0.014871358026660729
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.00962614373833566
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	-0.13039753123529818
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	-0.0219082314343609
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	-0.010582913565910138
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.05847538746640387
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.05246368224400265
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.1171329666595306
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.089878316556249
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.10786614714154362
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.016326455616765153
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.008840524428619975
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.02368134287624896
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3618	Sjogren syndrome	case	source	1260	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	-0.023365384894152366
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	0.024646485012901134
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.14041057173925267
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	0.049586065172158765
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.026903001466768682
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.09028585403123482
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.23028396066532336
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.05026918982235456
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.20540392784444889
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.05983432862238712
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.1717877527177189
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.07485154910884528
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.027002827485982792
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.18935782196851383
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3621	normal	control	source	1256	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	0.0758172362176257
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	0.0006187521241222373
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.031058656457612317
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	0.18658948186612778
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.0904605756849877
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.06977475713442417
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.19735981003643954
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.24454991094216613
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.1257620094210033
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.2500923727466698
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.13764909838361136
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.09616464786401503
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.049126556210647904
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.1058861739937435
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3622	Sjogren syndrome	case	source	3167	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	0.05040370200993972
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	0.0824551159975663
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.24473959723591057
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	0.13643724722056338
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.1491539621882498
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.3234532803469369
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.11047261533977894
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.03613062970230285
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.4930133221339191
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.08193881114657438
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.07973238038463251
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.14244806964256318
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.07698034227946915
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_hif_nampt_metabolic	0.3825345669251729
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3623	normal	control	source	776	acinar cell of salivary gland,duct epithelial cell	target_inflammatory_nfkb	0.04821654923530731
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	endothelial_entry	0.09933282143542614
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	stromal_retention_fibrosis	0.16635636155273487
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	epithelial_chemokine_entry	-0.20234571879750557
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	tls_lymphoid_niche	0.1412196648572115
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	tl1a_comparator	0.05136633389412112
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_ifn_apc	0.02263579025601125
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_hla_ii_apc	0.0415499725085379
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_lysosomal_apc	0.352954900319402
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_mif_cd74_receptor_state	0.10625332376305269
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_mixscale_validated_ifng_readout	0.07351010535894154
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_lipid_loader_repair	0.11183025984148369
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	NIDCRDC3630	normal	control	source	1312	acinar cell of salivary gland,duct epithelial cell	target_complement_phagocytosis	0.023647399395054062
