analysis	dataset_path	disease_name	compartment	donor_id	disease	group	role	n_cells	cell_types	module	mean_score
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_inflammatory_nfkb	0.12565118775109643
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	endothelial_entry	0.029520412897579836
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	stromal_retention_fibrosis	-0.06132563949900802
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	epithelial_chemokine_entry	0.24483137813346986
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	tls_lymphoid_niche	-0.025737598203997635
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	tl1a_comparator	-0.051240958432779614
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_ifn_apc	-0.08549700262435313
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_hla_ii_apc	-0.05496761908966876
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_lysosomal_apc	-0.0652178124745415
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_mif_cd74_receptor_state	-0.05708334228580475
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_mixscale_validated_ifng_readout	-0.057577841981207724
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_lipid_loader_repair	-0.00848948649601508
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_complement_phagocytosis	0.01086901065985156
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_hif_nampt_metabolic	0.05361276420080319
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_inflammatory_nfkb	0.10024953708687058
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	endothelial_entry	-0.037389515378037586
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	stromal_retention_fibrosis	0.0314190020523645
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	epithelial_chemokine_entry	-0.025316879968940796
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	tls_lymphoid_niche	0.027817328855417375
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	tl1a_comparator	0.18507061022776236
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_ifn_apc	-0.030077482883538936
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_hla_ii_apc	0.04450918587755233
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_lysosomal_apc	0.16264879081336214
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_mif_cd74_receptor_state	0.037116064883834586
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_mixscale_validated_ifng_readout	0.009762980009158916
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_lipid_loader_repair	0.16942268009992142
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_complement_phagocytosis	0.1543112570245693
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_hif_nampt_metabolic	0.06414185964279552
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_inflammatory_nfkb	-0.004259081841313033
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	endothelial_entry	0.03857338737926963
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	stromal_retention_fibrosis	-0.027729350774415882
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	epithelial_chemokine_entry	-0.15505252160669608
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	tls_lymphoid_niche	0.019255500252000977
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	tl1a_comparator	-0.09889239172742946
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_ifn_apc	0.3235846269802657
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_hla_ii_apc	0.17271771055041996
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_lysosomal_apc	0.026896249135192844
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_mif_cd74_receptor_state	0.17461282636681819
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_mixscale_validated_ifng_readout	0.16868346012738394
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_lipid_loader_repair	0.008721013419188215
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_complement_phagocytosis	0.16511183818324282
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_hif_nampt_metabolic	-0.19046942345050652
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	target	60	myeloid cell	target_inflammatory_nfkb	-0.01296182802897969
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	endothelial_entry	-0.018974072498138515
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	stromal_retention_fibrosis	0.10964440746872839
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	epithelial_chemokine_entry	-0.21621577644705994
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	tls_lymphoid_niche	0.04833025679715088
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	tl1a_comparator	-0.07632812920303918
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_ifn_apc	-0.20119943206339383
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_hla_ii_apc	-0.38888742942888316
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_lysosomal_apc	-0.2723389697570198
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_mif_cd74_receptor_state	-0.35856989153559177
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_mixscale_validated_ifng_readout	-0.18334691558119973
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_lipid_loader_repair	-0.16223796482724026
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_complement_phagocytosis	-0.41536019949271324
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_hif_nampt_metabolic	0.126563363227644
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	target	112	myeloid cell	target_inflammatory_nfkb	0.04035420180000688
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	endothelial_entry	-0.03693524618406829
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	stromal_retention_fibrosis	-0.06674190472142319
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	epithelial_chemokine_entry	-0.1808406150437387
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	tls_lymphoid_niche	-0.055813116798597344
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	tl1a_comparator	-0.05712845556093158
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_ifn_apc	0.13013198507059973
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_hla_ii_apc	0.15148079708991244
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_lysosomal_apc	0.07495149116678246
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_mif_cd74_receptor_state	0.15340435738371883
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_mixscale_validated_ifng_readout	0.07305205679189039
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_lipid_loader_repair	-0.0847353577402597
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_complement_phagocytosis	-0.0019256045160886304
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_hif_nampt_metabolic	-0.16028923267764364
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	target	135	myeloid cell	target_inflammatory_nfkb	-0.2368520421645794
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	endothelial_entry	0.039735358926495025
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	stromal_retention_fibrosis	0.09242813493034066
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	epithelial_chemokine_entry	0.1804375376606914
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	tls_lymphoid_niche	0.04057181299292342
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	tl1a_comparator	0.17294168854328137
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_ifn_apc	0.06753128038178034
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_hla_ii_apc	0.2494901143426684
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_lysosomal_apc	0.19384977197993056
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_mif_cd74_receptor_state	0.21480689412019666
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_mixscale_validated_ifng_readout	0.14134903986659708
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_lipid_loader_repair	0.17688146543170247
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_complement_phagocytosis	0.2519023885551885
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_hif_nampt_metabolic	0.02655803823005117
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_4	normal	control	target	75	myeloid cell	target_inflammatory_nfkb	0.12565118775109643
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	endothelial_entry	0.029520412897579836
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	stromal_retention_fibrosis	-0.06132563949900802
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	epithelial_chemokine_entry	0.24483137813346986
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	tls_lymphoid_niche	-0.025737598203997635
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	tl1a_comparator	-0.051240958432779614
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_ifn_apc	-0.08549700262435313
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_hla_ii_apc	-0.05496761908966876
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_lysosomal_apc	-0.0652178124745415
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_mif_cd74_receptor_state	-0.05708334228580475
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_mixscale_validated_ifng_readout	-0.057577841981207724
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_lipid_loader_repair	-0.00848948649601508
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_complement_phagocytosis	0.01086901065985156
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_hif_nampt_metabolic	0.05361276420080319
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_5	normal	control	target	192	myeloid cell	target_inflammatory_nfkb	0.10024953708687058
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	endothelial_entry	-0.037389515378037586
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	stromal_retention_fibrosis	0.0314190020523645
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	epithelial_chemokine_entry	-0.025316879968940796
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	tls_lymphoid_niche	0.027817328855417375
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	tl1a_comparator	0.18507061022776236
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_ifn_apc	-0.030077482883538936
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_hla_ii_apc	0.04450918587755233
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_lysosomal_apc	0.16264879081336214
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_mif_cd74_receptor_state	0.037116064883834586
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_mixscale_validated_ifng_readout	0.009762980009158916
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_lipid_loader_repair	0.16942268009992142
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_complement_phagocytosis	0.1543112570245693
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_hif_nampt_metabolic	0.06414185964279552
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_6	normal	control	target	103	myeloid cell	target_inflammatory_nfkb	-0.004259081841313033
