analysis	gene	module	gene_metric	module_metric	n	spearman_r	spearman_p
ibd_crohn_epithelial	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	12	-0.2867132867132868	0.36625146058358227
ibd_crohn_epithelial	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	12	-0.2377622377622378	0.45680085263992326
ibd_crohn_epithelial	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.034965034965034975	0.9140933424107599
ibd_crohn_epithelial	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	-0.04195804195804196	0.8969858708195542
ibd_crohn_epithelial	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	-0.09090909090909093	0.7787253962454419
ibd_crohn_epithelial	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	-0.15384615384615385	0.6330906812462617
ibd_crohn_epithelial	GSK3B	hla_ii_apc	mean_log_norm	mean_score	12	0.3426573426573427	0.2755674509567803
ibd_crohn_epithelial	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	12	0.3426573426573427	0.2755674509567803
ibd_crohn_epithelial	GSK3B	hla_ii_apc	detection_fraction	mean_score	12	0.3426573426573427	0.2755674509567803
ibd_crohn_epithelial	GSK3B	hla_ii_apc	detection_fraction	high_fraction	12	0.3916083916083916	0.20806346369535322
ibd_crohn_epithelial	GSK3B	ifn_apc	mean_log_norm	mean_score	12	0.34965034965034975	0.26523878689278996
ibd_crohn_epithelial	GSK3B	ifn_apc	mean_log_norm	high_fraction	12	0.4265734265734266	0.16669998762494498
ibd_crohn_epithelial	GSK3B	ifn_apc	detection_fraction	mean_score	12	0.35664335664335667	0.2551377517589572
ibd_crohn_epithelial	GSK3B	ifn_apc	detection_fraction	high_fraction	12	0.4265734265734266	0.16669998762494498
ibd_crohn_epithelial	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.34965034965034975	0.26523878689278996
ibd_crohn_epithelial	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.32867132867132864	0.2969041156887641
ibd_crohn_epithelial	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.35664335664335667	0.2551377517589572
ibd_crohn_epithelial	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.3636363636363637	0.24526500073077723
ibd_crohn_epithelial	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.39860139860139865	0.19933549461780897
ibd_crohn_epithelial	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.3846153846153847	0.21702022575997731
ibd_crohn_epithelial	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.46153846153846156	0.13094806950717272
ibd_crohn_epithelial	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.43356643356643365	0.15910576941219534
ibd_crohn_epithelial	MED16	hla_ii_apc	mean_log_norm	mean_score	12	0.5384615384615385	0.07089431754922311
ibd_crohn_epithelial	MED16	hla_ii_apc	mean_log_norm	high_fraction	12	0.5174825174825175	0.08486877113393476
ibd_crohn_epithelial	MED16	hla_ii_apc	detection_fraction	mean_score	12	0.4055944055944056	0.19083587400450036
ibd_crohn_epithelial	MED16	hla_ii_apc	detection_fraction	high_fraction	12	0.4685314685314686	0.12445479118883407
ibd_crohn_epithelial	MED16	ifn_apc	mean_log_norm	mean_score	12	0.5664335664335665	0.054842119775407906
ibd_crohn_epithelial	MED16	ifn_apc	mean_log_norm	high_fraction	12	0.6153846153846154	0.033169901090105904
ibd_crohn_epithelial	MED16	ifn_apc	detection_fraction	mean_score	12	0.4265734265734266	0.16669998762494498
ibd_crohn_epithelial	MED16	ifn_apc	detection_fraction	high_fraction	12	0.49650349650349657	0.10060263183225476
ibd_crohn_epithelial	MED16	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.5804195804195805	0.04785597684206059
ibd_crohn_epithelial	MED16	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.5384615384615385	0.07089431754922311
ibd_crohn_epithelial	MED16	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.44055944055944063	0.1517350357167303
ibd_crohn_epithelial	MED16	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.44755244755244755	0.1445863013033476
ibd_crohn_epithelial	MED16	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.6083916083916086	0.035805997052029234
ibd_crohn_epithelial	MED16	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.5874125874125874	0.04460929646336318
ibd_crohn_epithelial	MED16	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.5524475524475525	0.06251148327961524
ibd_crohn_epithelial	MED16	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.5174825174825175	0.08486877113393476
ibd_crohn_epithelial	RFX5	hla_ii_apc	mean_log_norm	mean_score	12	0.5874125874125874	0.04460929646336318
ibd_crohn_epithelial	RFX5	hla_ii_apc	mean_log_norm	high_fraction	12	0.6363636363636365	0.026096891052703144
ibd_crohn_epithelial	RFX5	hla_ii_apc	detection_fraction	mean_score	12	0.4825174825174825	0.11210929146889187
ibd_crohn_epithelial	RFX5	hla_ii_apc	detection_fraction	high_fraction	12	0.5174825174825175	0.08486877113393476
ibd_crohn_epithelial	RFX5	ifn_apc	mean_log_norm	mean_score	12	0.5734265734265735	0.05126558978649151
ibd_crohn_epithelial	RFX5	ifn_apc	mean_log_norm	high_fraction	12	0.6363636363636365	0.026096891052703144
ibd_crohn_epithelial	RFX5	ifn_apc	detection_fraction	mean_score	12	0.49650349650349657	0.10060263183225476
ibd_crohn_epithelial	RFX5	ifn_apc	detection_fraction	high_fraction	12	0.5664335664335665	0.054842119775407906
ibd_crohn_epithelial	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.5594405594405596	0.05858947538856764
ibd_crohn_epithelial	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.6013986013986015	0.03858845292201946
ibd_crohn_epithelial	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.4895104895104896	0.10625237175934595
ibd_crohn_epithelial	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.4825174825174825	0.11210929146889187
ibd_crohn_epithelial	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.5804195804195805	0.04785597684206059
ibd_crohn_epithelial	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.6363636363636365	0.026096891052703144
ibd_crohn_epithelial	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.5524475524475525	0.06251148327961524
ibd_crohn_epithelial	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.5594405594405596	0.05858947538856764
ibd_crohn_myeloid	CD74	hla_ii_apc	mean_log_norm	mean_score	12	0.9090909090909092	4.191044653034231e-05
ibd_crohn_myeloid	CD74	hla_ii_apc	mean_log_norm	high_fraction	12	0.6643356643356644	0.01845271802844544
ibd_crohn_myeloid	CD74	hla_ii_apc	detection_fraction	mean_score	12	0.9370629370629372	6.9931649532105415e-06
ibd_crohn_myeloid	CD74	hla_ii_apc	detection_fraction	high_fraction	12	0.5804195804195805	0.04785597684206059
ibd_crohn_myeloid	CD74	ifn_apc	mean_log_norm	mean_score	12	0.5244755244755246	0.08001937592027474
ibd_crohn_myeloid	CD74	ifn_apc	mean_log_norm	high_fraction	12	0.6993006993006995	0.011374198642690932
ibd_crohn_myeloid	CD74	ifn_apc	detection_fraction	mean_score	12	0.7202797202797203	0.008239768712338436
ibd_crohn_myeloid	CD74	ifn_apc	detection_fraction	high_fraction	12	0.8321678321678322	0.0007854416778536134
ibd_crohn_myeloid	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.8531468531468532	0.00041811794041499677
ibd_crohn_myeloid	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.7132867132867133	0.009201779777634766
ibd_crohn_myeloid	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.8811188811188813	0.00015267406467669862
ibd_crohn_myeloid	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.6643356643356644	0.01845271802844544
ibd_crohn_myeloid	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.44755244755244755	0.1445863013033476
ibd_crohn_myeloid	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.5664335664335665	0.054842119775407906
ibd_crohn_myeloid	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.5734265734265735	0.05126558978649151
ibd_crohn_myeloid	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.5944055944055945	0.04152149441031857
ibd_crohn_myeloid	CIITA	hla_ii_apc	mean_log_norm	mean_score	12	0.4825174825174825	0.11210929146889187
ibd_crohn_myeloid	CIITA	hla_ii_apc	mean_log_norm	high_fraction	12	0.7902097902097903	0.0022231354099909186
ibd_crohn_myeloid	CIITA	hla_ii_apc	detection_fraction	mean_score	12	0.41958041958041964	0.1745190081300594
ibd_crohn_myeloid	CIITA	hla_ii_apc	detection_fraction	high_fraction	12	0.7622377622377624	0.003950448972542647
ibd_crohn_myeloid	CIITA	ifn_apc	mean_log_norm	mean_score	12	0.3706293706293707	0.23562100351264567
ibd_crohn_myeloid	CIITA	ifn_apc	mean_log_norm	high_fraction	12	0.4755244755244756	0.118175957013032
ibd_crohn_myeloid	CIITA	ifn_apc	detection_fraction	mean_score	12	0.23076923076923078	0.470531995381542
ibd_crohn_myeloid	CIITA	ifn_apc	detection_fraction	high_fraction	12	0.41958041958041964	0.1745190081300594
ibd_crohn_myeloid	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.5594405594405596	0.05858947538856764
ibd_crohn_myeloid	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.7972027972027973	0.0019003677255282697
ibd_crohn_myeloid	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.5174825174825175	0.08486877113393476
ibd_crohn_myeloid	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.7902097902097903	0.0022231354099909186
ibd_crohn_myeloid	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.5034965034965035	0.09515736659412467
ibd_crohn_myeloid	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.6433566433566434	0.024003191200713647
ibd_crohn_myeloid	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.39860139860139865	0.19933549461780897
ibd_crohn_myeloid	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.5664335664335665	0.054842119775407906
ibd_crohn_myeloid	GSK3A	hla_ii_apc	mean_log_norm	mean_score	12	-0.055944055944055944	0.8628980736949713
ibd_crohn_myeloid	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	12	0.16083916083916086	0.6175234895401425
ibd_crohn_myeloid	GSK3A	hla_ii_apc	detection_fraction	mean_score	12	0.003502632341691731	0.991380381721317
ibd_crohn_myeloid	GSK3A	hla_ii_apc	detection_fraction	high_fraction	12	0.3502632341691732	0.264344395526308
ibd_crohn_myeloid	GSK3A	ifn_apc	mean_log_norm	mean_score	12	-0.3356643356643357	0.28612290291498743
ibd_crohn_myeloid	GSK3A	ifn_apc	mean_log_norm	high_fraction	12	-0.11188811188811189	0.729194990751066
ibd_crohn_myeloid	GSK3A	ifn_apc	detection_fraction	mean_score	12	-0.2907184843604137	0.3592928176714779
ibd_crohn_myeloid	GSK3A	ifn_apc	detection_fraction	high_fraction	12	-0.06304738215045118	0.8456637160508921
ibd_crohn_myeloid	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.027972027972027972	0.9312343512018807
ibd_crohn_myeloid	GSK3A	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.1398601398601399	0.6646331617926677
ibd_crohn_myeloid	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.0665500144921429	0.8371878544641639
ibd_crohn_myeloid	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.3922948222694739	0.2071966088271393
ibd_crohn_myeloid	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	-0.2867132867132868	0.36625146058358227
ibd_crohn_myeloid	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	-0.11188811188811189	0.729194990751066
ibd_crohn_myeloid	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	-0.19614741113473694	0.5412137259515318
ibd_crohn_myeloid	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	-0.021015794050150388	0.948311888497252
ibd_crohn_myeloid	GSK3B	hla_ii_apc	mean_log_norm	mean_score	12	0.49650349650349657	0.10060263183225476
ibd_crohn_myeloid	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	12	0.6573426573426573	0.0201854985098541
ibd_crohn_myeloid	GSK3B	hla_ii_apc	detection_fraction	mean_score	12	0.4265734265734266	0.16669998762494498
ibd_crohn_myeloid	GSK3B	hla_ii_apc	detection_fraction	high_fraction	12	0.7202797202797203	0.008239768712338436
ibd_crohn_myeloid	GSK3B	ifn_apc	mean_log_norm	mean_score	12	0.7132867132867133	0.009201779777634766
ibd_crohn_myeloid	GSK3B	ifn_apc	mean_log_norm	high_fraction	12	0.7062937062937064	0.010245193941127849
ibd_crohn_myeloid	GSK3B	ifn_apc	detection_fraction	mean_score	12	0.43356643356643365	0.15910576941219534
ibd_crohn_myeloid	GSK3B	ifn_apc	detection_fraction	high_fraction	12	0.5244755244755246	0.08001937592027474
ibd_crohn_myeloid	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.5874125874125874	0.04460929646336318
ibd_crohn_myeloid	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.5874125874125874	0.04460929646336318
ibd_crohn_myeloid	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.5384615384615385	0.07089431754922311
ibd_crohn_myeloid	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.7482517482517484	0.005124081698753055
ibd_crohn_myeloid	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.7832167832167832	0.00258621483336259
ibd_crohn_myeloid	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.7342657342657343	0.006543490146837884
ibd_crohn_myeloid	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.6433566433566434	0.024003191200713647
ibd_crohn_myeloid	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.7552447552447553	0.004508435484294224
ibd_crohn_myeloid	MED16	hla_ii_apc	mean_log_norm	mean_score	12	0.1958041958041958	0.5419358857313173
ibd_crohn_myeloid	MED16	hla_ii_apc	mean_log_norm	high_fraction	12	0.2867132867132868	0.36625146058358227
ibd_crohn_myeloid	MED16	hla_ii_apc	detection_fraction	mean_score	12	0.10489510489510491	0.7456094809807079
ibd_crohn_myeloid	MED16	hla_ii_apc	detection_fraction	high_fraction	12	0.34965034965034975	0.26523878689278996
ibd_crohn_myeloid	MED16	ifn_apc	mean_log_norm	mean_score	12	0.37762237762237766	0.22620604493502647
ibd_crohn_myeloid	MED16	ifn_apc	mean_log_norm	high_fraction	12	0.3426573426573427	0.2755674509567803
ibd_crohn_myeloid	MED16	ifn_apc	detection_fraction	mean_score	12	0.22377622377622378	0.4844516614553987
ibd_crohn_myeloid	MED16	ifn_apc	detection_fraction	high_fraction	12	0.21678321678321683	0.49855598552418845
ibd_crohn_myeloid	MED16	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.2377622377622378	0.45680085263992326
ibd_crohn_myeloid	MED16	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.2517482517482518	0.4299187850328841
ibd_crohn_myeloid	MED16	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.16783216783216784	0.6020994277865379
ibd_crohn_myeloid	MED16	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.34965034965034975	0.26523878689278996
ibd_crohn_myeloid	MED16	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.4895104895104896	0.10625237175934595
ibd_crohn_myeloid	MED16	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.4265734265734266	0.16669998762494498
ibd_crohn_myeloid	MED16	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.4055944055944056	0.19083587400450036
ibd_crohn_myeloid	MED16	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.3916083916083916	0.20806346369535322
ibd_crohn_myeloid	RFX5	hla_ii_apc	mean_log_norm	mean_score	12	0.02097902097902098	0.9484022252365222
ibd_crohn_myeloid	RFX5	hla_ii_apc	mean_log_norm	high_fraction	12	0.1258741258741259	0.696683109395766
ibd_crohn_myeloid	RFX5	hla_ii_apc	detection_fraction	mean_score	12	0.1398601398601399	0.6646331617926677
ibd_crohn_myeloid	RFX5	hla_ii_apc	detection_fraction	high_fraction	12	0.3846153846153847	0.21702022575997731
ibd_crohn_myeloid	RFX5	ifn_apc	mean_log_norm	mean_score	12	-0.09090909090909093	0.7787253962454419
ibd_crohn_myeloid	RFX5	ifn_apc	mean_log_norm	high_fraction	12	0.04195804195804196	0.8969858708195542
ibd_crohn_myeloid	RFX5	ifn_apc	detection_fraction	mean_score	12	0.06993006993006995	0.8290236405313092
ibd_crohn_myeloid	RFX5	ifn_apc	detection_fraction	high_fraction	12	0.25874125874125875	0.41677476889913817
ibd_crohn_myeloid	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.027972027972027972	0.9312343512018807
ibd_crohn_myeloid	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.2797202797202798	0.37856866966230307
ibd_crohn_myeloid	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.20979020979020982	0.512840943181826
ibd_crohn_myeloid	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.4895104895104896	0.10625237175934595
ibd_crohn_myeloid	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	-0.08391608391608392	0.7954145018538978
ibd_crohn_myeloid	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.07692307692307693	0.8121826980280591
ibd_crohn_myeloid	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.18181818181818185	0.5717012385276553
ibd_crohn_myeloid	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.34965034965034975	0.26523878689278996
ibd_uc_epithelial	CD74	hla_ii_apc	mean_log_norm	mean_score	12	0.965034965034965	3.880985299627467e-07
ibd_uc_epithelial	CD74	hla_ii_apc	mean_log_norm	high_fraction	12	0.9790209790209792	3.08980139854871e-08
ibd_uc_epithelial	CD74	hla_ii_apc	detection_fraction	mean_score	12	0.9440559440559443	3.927261080965948e-06
ibd_uc_epithelial	CD74	hla_ii_apc	detection_fraction	high_fraction	12	0.9510489510489512	2.038424632465578e-06
ibd_uc_epithelial	CD74	ifn_apc	mean_log_norm	mean_score	12	0.9300699300699302	1.1702227928659685e-05
ibd_uc_epithelial	CD74	ifn_apc	mean_log_norm	high_fraction	12	0.9230769230769231	1.8621951098680993e-05
ibd_uc_epithelial	CD74	ifn_apc	detection_fraction	mean_score	12	0.9440559440559443	3.927261080965948e-06
ibd_uc_epithelial	CD74	ifn_apc	detection_fraction	high_fraction	12	0.9510489510489512	2.038424632465578e-06
ibd_uc_epithelial	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.9020979020979022	5.997857446537692e-05
ibd_uc_epithelial	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.9300699300699302	1.1702227928659685e-05
ibd_uc_epithelial	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.9020979020979022	5.997857446537692e-05
ibd_uc_epithelial	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.9230769230769231	1.8621951098680993e-05
ibd_uc_epithelial	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.9020979020979022	5.997857446537692e-05
ibd_uc_epithelial	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.8951048951048951	8.366586429091719e-05
ibd_uc_epithelial	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.8881118881118882	0.00011413359814618024
ibd_uc_epithelial	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.8951048951048951	8.366586429091719e-05
ibd_uc_epithelial	CIITA	hla_ii_apc	mean_log_norm	mean_score	12	0.7075317330217298	0.01005435545518543
ibd_uc_epithelial	CIITA	hla_ii_apc	mean_log_norm	high_fraction	12	0.7320501594135719	0.006792930007505311
ibd_uc_epithelial	CIITA	hla_ii_apc	detection_fraction	mean_score	12	0.6795106742881959	0.015070229310932323
ibd_uc_epithelial	CIITA	hla_ii_apc	detection_fraction	high_fraction	12	0.7320501594135719	0.006792930007505311
ibd_uc_epithelial	CIITA	ifn_apc	mean_log_norm	mean_score	12	0.6900185713132712	0.013012243184083052
ibd_uc_epithelial	CIITA	ifn_apc	mean_log_norm	high_fraction	12	0.6830133066298876	0.014359366083483243
ibd_uc_epithelial	CIITA	ifn_apc	detection_fraction	mean_score	12	0.6970238359966545	0.011760970883598036
ibd_uc_epithelial	CIITA	ifn_apc	detection_fraction	high_fraction	12	0.7110343653634216	0.009528761167698624
ibd_uc_epithelial	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.6795106742881959	0.015070229310932323
ibd_uc_epithelial	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.7320501594135719	0.006792930007505311
ibd_uc_epithelial	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.6374790861878952	0.025754387074544943
ibd_uc_epithelial	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.6900185713132712	0.013012243184083052
ibd_uc_epithelial	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.7390554240969553	0.006027815593903072
ibd_uc_epithelial	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.7145369977051133	0.009023925139442522
ibd_uc_epithelial	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.7460606887803388	0.00532943475257012
