gene_or_target	target_chembl_id	molecule_chembl_id	standard_type	standard_value_nM	pchembl_value	document_chembl_id	assay_chembl_id
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348342	IC50	37.8	7.42	CHEMBL4804286	CHEMBL4806367
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348345	IC50	43.1	7.37	CHEMBL4804286	CHEMBL4806367
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348350	IC50	10.0	8.00	CHEMBL4804286	CHEMBL4806367
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348351	IC50	23.1	7.64	CHEMBL4804286	CHEMBL4806367
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348353	IC50	4.0	8.40	CHEMBL4804286	CHEMBL4806367
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348350	IC50	5000.0		CHEMBL4804286	CHEMBL4806368
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348353	IC50	5000.0		CHEMBL4804286	CHEMBL4806368
CDK8_CDK19_family	CHEMBL3885556	CHEMBL1673046	IC50	50000.0		CHEMBL5661979	CHEMBL5663392
CDK8_CDK19_family	CHEMBL3885556	CHEMBL1409708	EC50	1200.0	5.92	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4784433	EC50	15000.0	4.82	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4785945	EC50	11000.0	4.96	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4780986	EC50	2800.0	5.55	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4792423	EC50	1700.0	5.77	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348339	EC50	180.0	6.75	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348353	EC50	25.0	7.60	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4226806	EC50	500.0	6.30	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4076837	EC50	50.0	7.30	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4225966	EC50	20.0	7.70	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3408213	EC50	20.0	7.70	CHEMBL5729374	CHEMBL5738566
CDK8_CDK19_family	CHEMBL3885556	CHEMBL6150737	EC50	275.0	6.56	CHEMBL6096701	CHEMBL6099961
CDK8_CDK19_family	CHEMBL3885556	CHEMBL6147810	EC50	6300.0	5.20	CHEMBL6096701	CHEMBL6099961
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798382	EC50	52000.0	4.28	CHEMBL6096701	CHEMBL6099961
CDK8_CDK19_family	CHEMBL3885556	CHEMBL6161800	EC50	603000.0		CHEMBL6096701	CHEMBL6099961
