candidate	source	query	hit_count	url
IRF1_STAT1_program	ClinicalTrials.gov	STAT1 autoimmune	10.0	https://clinicaltrials.gov/search?term=STAT1+autoimmune
IRF1_STAT1_program	Google Patents URL	"""IRF1"" autoimmune OR ""STAT1"" autoimmune"		https://patents.google.com/?q=(%22IRF1%22+autoimmune+OR+%22STAT1%22+autoimmune)
IRF1_STAT1_program	Espacenet URL	"""IRF1"" autoimmune OR ""STAT1"" autoimmune"		https://worldwide.espacenet.com/patent/search?q=%22IRF1%22+autoimmune+OR+%22STAT1%22+autoimmune
CIITA_RFX5_HLAII_gate	EuropePMC	"""CIITA"" autoimmune"	2155.0	https://europepmc.org/search?query=%22CIITA%22+autoimmune
CIITA_RFX5_HLAII_gate	EuropePMC	"""RFX5"" autoimmune"	304.0	https://europepmc.org/search?query=%22RFX5%22+autoimmune
CIITA_RFX5_HLAII_gate	EuropePMC	"""CIITA inhibitor"" autoimmune"	1.0	https://europepmc.org/search?query=%22CIITA+inhibitor%22+autoimmune
CIITA_RFX5_HLAII_gate	EuropePMC	"""MHC class II transactivator"" autoimmune"	322.0	https://europepmc.org/search?query=%22MHC+class+II+transactivator%22+autoimmune
CIITA_RFX5_HLAII_gate	EuropePMC	"""RFX5"" ""multiple sclerosis"""	83.0	https://europepmc.org/search?query=%22RFX5%22+%22multiple+sclerosis%22
CIITA_RFX5_HLAII_gate	EuropePMC	"""CIITA"" Crohn psoriasis Sjogren"	5.0	https://europepmc.org/search?query=%22CIITA%22+Crohn+psoriasis+Sjogren
CIITA_RFX5_HLAII_gate	ClinicalTrials.gov	CIITA autoimmune	0.0	https://clinicaltrials.gov/search?term=CIITA+autoimmune
CIITA_RFX5_HLAII_gate	ClinicalTrials.gov	RFX5 autoimmune	0.0	https://clinicaltrials.gov/search?term=RFX5+autoimmune
CIITA_RFX5_HLAII_gate	ClinicalTrials.gov	MHC class II transactivator	3.0	https://clinicaltrials.gov/search?term=MHC+class+II+transactivator
CIITA_RFX5_HLAII_gate	Google Patents URL	"""CIITA"" autoimmune OR ""RFX5"" autoimmune"		https://patents.google.com/?q=(%22CIITA%22+autoimmune+OR+%22RFX5%22+autoimmune)
CIITA_RFX5_HLAII_gate	Espacenet URL	"""CIITA"" autoimmune OR ""RFX5"" autoimmune"		https://worldwide.espacenet.com/patent/search?q=%22CIITA%22+autoimmune+OR+%22RFX5%22+autoimmune
TYK2_JAK_STAT	EuropePMC	"""TYK2 inhibitor"" autoimmune"	412.0	https://europepmc.org/search?query=%22TYK2+inhibitor%22+autoimmune
TYK2_JAK_STAT	EuropePMC	deucravacitinib lupus Crohn ulcerative colitis multiple sclerosis	9.0	https://europepmc.org/search?query=deucravacitinib+lupus+Crohn+ulcerative+colitis+multiple+sclerosis
TYK2_JAK_STAT	EuropePMC	"""TYK2"" ""multiple sclerosis"""	1660.0	https://europepmc.org/search?query=%22TYK2%22+%22multiple+sclerosis%22
TYK2_JAK_STAT	ClinicalTrials.gov	deucravacitinib	10.0	https://clinicaltrials.gov/search?term=deucravacitinib
TYK2_JAK_STAT	ClinicalTrials.gov	TYK2 inhibitor autoimmune	6.0	https://clinicaltrials.gov/search?term=TYK2+inhibitor+autoimmune
TYK2_JAK_STAT	ClinicalTrials.gov	zasocitinib	10.0	https://clinicaltrials.gov/search?term=zasocitinib
TYK2_JAK_STAT	ClinicalTrials.gov	ropsacitinib	6.0	https://clinicaltrials.gov/search?term=ropsacitinib
TYK2_JAK_STAT	Google Patents URL	"""TYK2 inhibitor"" autoimmune OR deucravacitinib lupus Crohn ulcerative colitis multiple sclerosis"		https://patents.google.com/?q=(%22TYK2+inhibitor%22+autoimmune+OR+deucravacitinib+lupus+Crohn+ulcerative+colitis+multiple+sclerosis)
TYK2_JAK_STAT	Espacenet URL	"""TYK2 inhibitor"" autoimmune OR deucravacitinib lupus Crohn ulcerative colitis multiple sclerosis"		https://worldwide.espacenet.com/patent/search?q=%22TYK2+inhibitor%22+autoimmune+OR+deucravacitinib+lupus+Crohn+ulcerative+colitis+multiple+sclerosis
CTSS_cathepsin_S	EuropePMC	"""cathepsin S inhibitor"" autoimmune"	94.0	https://europepmc.org/search?query=%22cathepsin+S+inhibitor%22+autoimmune
CTSS_cathepsin_S	EuropePMC	"""cathepsin S"" ""multiple sclerosis"""	491.0	https://europepmc.org/search?query=%22cathepsin+S%22+%22multiple+sclerosis%22
CTSS_cathepsin_S	EuropePMC	"""CTSS"" Sjogren"	66.0	https://europepmc.org/search?query=%22CTSS%22+Sjogren
CTSS_cathepsin_S	EuropePMC	"""CTSS"" celiac"	86.0	https://europepmc.org/search?query=%22CTSS%22+celiac
CTSS_cathepsin_S	EuropePMC	"""CTSS"" ""primary biliary cholangitis"""	22.0	https://europepmc.org/search?query=%22CTSS%22+%22primary+biliary+cholangitis%22
CTSS_cathepsin_S	ClinicalTrials.gov	cathepsin S autoimmune	2.0	https://clinicaltrials.gov/search?term=cathepsin+S+autoimmune
CTSS_cathepsin_S	ClinicalTrials.gov	RO5459072	3.0	https://clinicaltrials.gov/search?term=RO5459072
CTSS_cathepsin_S	ClinicalTrials.gov	petesicatib	2.0	https://clinicaltrials.gov/search?term=petesicatib
CTSS_cathepsin_S	ClinicalTrials.gov	RWJ-445380	2.0	https://clinicaltrials.gov/search?term=RWJ-445380
CTSS_cathepsin_S	ClinicalTrials.gov	VBY-891	1.0	https://clinicaltrials.gov/search?term=VBY-891
CTSS_cathepsin_S	Google Patents URL	"""cathepsin S inhibitor"" autoimmune OR ""cathepsin S"" ""multiple sclerosis"""		https://patents.google.com/?q=(%22cathepsin+S+inhibitor%22+autoimmune+OR+%22cathepsin+S%22+%22multiple+sclerosis%22)
CTSS_cathepsin_S	Espacenet URL	"""cathepsin S inhibitor"" autoimmune OR ""cathepsin S"" ""multiple sclerosis"""		https://worldwide.espacenet.com/patent/search?q=%22cathepsin+S+inhibitor%22+autoimmune+OR+%22cathepsin+S%22+%22multiple+sclerosis%22
IFI30_GILT	EuropePMC	"""IFI30"" autoimmune"	403.0	https://europepmc.org/search?query=%22IFI30%22+autoimmune
IFI30_GILT	EuropePMC	"""GILT"" antigen processing autoimmune"	170.0	https://europepmc.org/search?query=%22GILT%22+antigen+processing+autoimmune
IFI30_GILT	EuropePMC	"""IFI30"" ""multiple sclerosis"""	135.0	https://europepmc.org/search?query=%22IFI30%22+%22multiple+sclerosis%22
IFI30_GILT	EuropePMC	"""IFI30"" ""Crohn"""	8.0	https://europepmc.org/search?query=%22IFI30%22+%22Crohn%22
IFI30_GILT	EuropePMC	"""IFI30"" psoriasis"	65.0	https://europepmc.org/search?query=%22IFI30%22+psoriasis
IFI30_GILT	ClinicalTrials.gov	IFI30	1.0	https://clinicaltrials.gov/search?term=IFI30
IFI30_GILT	ClinicalTrials.gov	GILT autoimmune	0.0	https://clinicaltrials.gov/search?term=GILT+autoimmune
IFI30_GILT	Google Patents URL	"""IFI30"" autoimmune OR ""GILT"" antigen processing autoimmune"		https://patents.google.com/?q=(%22IFI30%22+autoimmune+OR+%22GILT%22+antigen+processing+autoimmune)
IFI30_GILT	Espacenet URL	"""IFI30"" autoimmune OR ""GILT"" antigen processing autoimmune"		https://worldwide.espacenet.com/patent/search?q=%22IFI30%22+autoimmune+OR+%22GILT%22+antigen+processing+autoimmune
CD74_MIF	EuropePMC	"""CD74"" MIF autoimmune"	1004.0	https://europepmc.org/search?query=%22CD74%22+MIF+autoimmune
CD74_MIF	EuropePMC	"""CD74"" ""multiple sclerosis"""	1308.0	https://europepmc.org/search?query=%22CD74%22+%22multiple+sclerosis%22
CD74_MIF	EuropePMC	"""CD74"" Sjogren"	90.0	https://europepmc.org/search?query=%22CD74%22+Sjogren
CD74_MIF	EuropePMC	"""CD74"" ""primary biliary cholangitis"""	60.0	https://europepmc.org/search?query=%22CD74%22+%22primary+biliary+cholangitis%22
CD74_MIF	ClinicalTrials.gov	CD74 autoimmune	4.0	https://clinicaltrials.gov/search?term=CD74+autoimmune
CD74_MIF	ClinicalTrials.gov	milatuzumab	9.0	https://clinicaltrials.gov/search?term=milatuzumab
CD74_MIF	ClinicalTrials.gov	MIF CD74 autoimmune	1.0	https://clinicaltrials.gov/search?term=MIF+CD74+autoimmune
CD74_MIF	Google Patents URL	"""CD74"" MIF autoimmune OR ""CD74"" ""multiple sclerosis"""		https://patents.google.com/?q=(%22CD74%22+MIF+autoimmune+OR+%22CD74%22+%22multiple+sclerosis%22)
CD74_MIF	Espacenet URL	"""CD74"" MIF autoimmune OR ""CD74"" ""multiple sclerosis"""		https://worldwide.espacenet.com/patent/search?q=%22CD74%22+MIF+autoimmune+OR+%22CD74%22+%22multiple+sclerosis%22
CXCL10_CXCR3	EuropePMC	"""CXCL10"" autoimmune"	18370.0	https://europepmc.org/search?query=%22CXCL10%22+autoimmune
CXCL10_CXCR3	EuropePMC	"""CXCL10"" ""primary biliary cholangitis"""	325.0	https://europepmc.org/search?query=%22CXCL10%22+%22primary+biliary+cholangitis%22
CXCL10_CXCR3	EuropePMC	"""CXCL10"" ""multiple sclerosis"""	6231.0	https://europepmc.org/search?query=%22CXCL10%22+%22multiple+sclerosis%22
CXCL10_CXCR3	EuropePMC	"""CXCL10"" Sjogren"	485.0	https://europepmc.org/search?query=%22CXCL10%22+Sjogren
CXCL10_CXCR3	ClinicalTrials.gov	CXCL10 autoimmune	10.0	https://clinicaltrials.gov/search?term=CXCL10+autoimmune
CXCL10_CXCR3	ClinicalTrials.gov	NI-0801	2.0	https://clinicaltrials.gov/search?term=NI-0801
CXCL10_CXCR3	ClinicalTrials.gov	anti-CXCL10	10.0	https://clinicaltrials.gov/search?term=anti-CXCL10
CXCL10_CXCR3	Google Patents URL	"""CXCL10"" autoimmune OR ""CXCL10"" ""primary biliary cholangitis"""		https://patents.google.com/?q=(%22CXCL10%22+autoimmune+OR+%22CXCL10%22+%22primary+biliary+cholangitis%22)
CXCL10_CXCR3	Espacenet URL	"""CXCL10"" autoimmune OR ""CXCL10"" ""primary biliary cholangitis"""		https://worldwide.espacenet.com/patent/search?q=%22CXCL10%22+autoimmune+OR+%22CXCL10%22+%22primary+biliary+cholangitis%22
OSM_OSMR	EuropePMC	"""oncostatin M"" autoimmune"	2295.0	https://europepmc.org/search?query=%22oncostatin+M%22+autoimmune
OSM_OSMR	EuropePMC	"""OSMR"" Crohn ulcerative colitis psoriasis ankylosing"	5.0	https://europepmc.org/search?query=%22OSMR%22+Crohn+ulcerative+colitis+psoriasis+ankylosing
OSM_OSMR	EuropePMC	"""oncostatin M"" ""multiple sclerosis"""	712.0	https://europepmc.org/search?query=%22oncostatin+M%22+%22multiple+sclerosis%22
OSM_OSMR	EuropePMC	"""GSK2330811"" Crohn"	1.0	https://europepmc.org/search?query=%22GSK2330811%22+Crohn
OSM_OSMR	ClinicalTrials.gov	GSK2330811	4.0	https://clinicaltrials.gov/search?term=GSK2330811
OSM_OSMR	ClinicalTrials.gov	oncostatin M	10.0	https://clinicaltrials.gov/search?term=oncostatin+M
OSM_OSMR	ClinicalTrials.gov	OSM Crohn	1.0	https://clinicaltrials.gov/search?term=OSM+Crohn
OSM_OSMR	Google Patents URL	"""oncostatin M"" autoimmune OR ""OSMR"" Crohn ulcerative colitis psoriasis ankylosing"		https://patents.google.com/?q=(%22oncostatin+M%22+autoimmune+OR+%22OSMR%22+Crohn+ulcerative+colitis+psoriasis+ankylosing)
OSM_OSMR	Espacenet URL	"""oncostatin M"" autoimmune OR ""OSMR"" Crohn ulcerative colitis psoriasis ankylosing"		https://worldwide.espacenet.com/patent/search?q=%22oncostatin+M%22+autoimmune+OR+%22OSMR%22+Crohn+ulcerative+colitis+psoriasis+ankylosing
TREM1	EuropePMC	"""TREM1"" inflammatory bowel disease"	692.0	https://europepmc.org/search?query=%22TREM1%22+inflammatory+bowel+disease
TREM1	EuropePMC	"""TREM1"" autoimmune"	1234.0	https://europepmc.org/search?query=%22TREM1%22+autoimmune
TREM1	EuropePMC	"""TREM1"" multiple sclerosis"	623.0	https://europepmc.org/search?query=%22TREM1%22+multiple+sclerosis
TREM1	ClinicalTrials.gov	TREM1 autoimmune	2.0	https://clinicaltrials.gov/search?term=TREM1+autoimmune
TREM1	ClinicalTrials.gov	TREM1 inflammatory bowel disease	4.0	https://clinicaltrials.gov/search?term=TREM1+inflammatory+bowel+disease
TREM1	Google Patents URL	"""TREM1"" inflammatory bowel disease OR ""TREM1"" autoimmune"		https://patents.google.com/?q=(%22TREM1%22+inflammatory+bowel+disease+OR+%22TREM1%22+autoimmune)
TREM1	Espacenet URL	"""TREM1"" inflammatory bowel disease OR ""TREM1"" autoimmune"		https://worldwide.espacenet.com/patent/search?q=%22TREM1%22+inflammatory+bowel+disease+OR+%22TREM1%22+autoimmune
