gene	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	fdr
ADGRG1	12.090427345502066	13.501849139793979	-1.411421794291913	-1.6204090083222638	-3.7443162738017746	0.002548226307770097	0.8344760564031432
LYVE1	9.461056843886842	10.49372189021756	-1.0326650463307185	-1.4426307245505479	-3.471727493142078	0.0025773161182327405	0.8344760564031432
LPCAT4	8.067184889374598	8.857219539117814	-0.790034649743216	-1.4923443460872412	-3.5145980825683405	0.0026546206284412907	0.8344760564031432
IGSF21	9.032318460092625	10.16248694486015	-1.130168484767525	-1.49216710910447	-3.51413994985066	0.002657723775432591	0.8344760564031432
ESCO1	8.959014581275307	8.44361327009961	0.5154013111756974	1.4690241951493341	3.4781869226480375	0.0026850794493089936	0.8344760564031432
DNAJC21	9.496388036978354	8.959360772173694	0.5370272648046601	1.430332568240532	3.4687940345812946	0.0027559821453096854	0.8344760564031432
STARD10	7.41408636850135	6.075857709756502	1.338228658744848	1.434006115411869	3.432725513202329	0.002791089287122218	0.8344760564031432
ELK2AP	5.986611771833717	0.6240930213072247	5.362518750526492	1.6445766364016121	3.779349535071386	0.002818938121912186	0.8344760564031432
LINC01002	8.68008967857616	10.354013688113021	-1.6739240095368615	-1.4339235855551444	-3.50390671235272	0.0028610657856583273	0.8344760564031432
CLASRP	10.007602198628433	10.34303741663855	-0.335435218010117	-1.418568889833391	-3.4301471605642573	0.0029167723926335127	0.8344760564031432
ADGRD1	9.200901681126808	6.848130170429172	2.352771510697636	1.418018090201585	3.425799666132518	0.002924539211569172	0.8344760564031432
NUPR1	10.192141791177185	8.81551077981727	1.3766310113599154	1.469025209917123	3.45759206423371	0.0030306017439894516	0.8344760564031432
CHRNA10	1.9525206751401911	4.775026264836177	-2.8225055896959863	-1.5957563348535506	-3.678843852210146	0.0030761136587152405	0.8344760564031432
SET	11.76099545786835	11.507144942073385	0.25385051579496576	1.4197318284166127	3.3903277882723546	0.0030861408586339884	0.8344760564031432
CCNG1	10.52567513142291	10.050726868495063	0.4749482629278461	1.4017376309335323	3.4045426780821875	0.003232501185671691	0.8344760564031432
ABHD2	11.691235391535367	10.98298614517809	0.7082492463572763	1.4522431738682335	3.420844552375401	0.0032438170483105925	0.8344760564031432
DENND4C	11.097326460557998	10.599664398371138	0.49766206218686015	1.4405526070112895	3.4016960519601955	0.003275789719975538	0.8344760564031432
MRPL44	8.897574155384234	8.293956808363639	0.6036173470205952	1.3999453122010619	3.405190008271805	0.0032894604231100476	0.8344760564031432
CCDC136	6.516713374801739	7.836407929270871	-1.319694554469132	-1.4993113228836725	-3.4945192016108493	0.0033488240682543035	0.8344760564031432
FAM177B	3.954367254781192	6.657368468517088	-2.703001213735896	-1.650018077121739	-3.7673393033429545	0.003532115832625465	0.8344760564031432
LINC01480	7.063165254740011	8.187904787714622	-1.124739532974611	-1.3772467642813235	-3.334775941244367	0.0036500303916385	0.8344760564031432
EPB41L4A-AS1	8.59193191258788	7.922502451042465	0.6694294615454144	1.382480708791681	3.370011203498649	0.0036615205477508175	0.8344760564031432
RNF187	9.531892833704656	8.970999342553448	0.5608934911512087	1.3919241237579356	3.314677777548788	0.0036996748929965548	0.8344760564031432
RC3H2	8.610850273164312	7.9394237221082795	0.6714265510560322	1.374767199524655	3.3331364665945644	0.003709387003344866	0.8344760564031432
CXCR6	3.543561913045397	0.4265406601337968	3.1170212529116004	1.4952539154567903	3.473989740025267	0.0037397056018009496	0.8344760564031432
C15orf48	8.44780786772869	7.224792279148872	1.223015588579818	1.4379284490095372	3.3758372847091636	0.0037534871126623927	0.8344760564031432
ARG1	1.001303076841591	3.8016068794019247	-2.8003038025603337	-1.3579990697051516	-3.2829138207135586	0.004042639432839502	0.8344760564031432
ZNF467	8.473956087645272	9.190643940923861	-0.7166878532785894	-1.4740370827871083	-3.425143195833852	0.004108962974411875	0.8344760564031432
FABP5	10.377212656256123	9.112077465267856	1.2651351909882678	1.3549214437451307	3.261405140617139	0.004142204528345043	0.8344760564031432
HIST1H4H	4.087036323700789	0.9369336411947639	3.1501026825060254	1.440427775814331	3.365345466112456	0.004163796880279633	0.8344760564031432
LOC100507140	0.5848579887363478	3.4792236758171344	-2.8943656870807866	-1.372750537269778	-3.3714138264300626	0.0041701440794870035	0.8344760564031432
TMEM150A	7.928076654365761	8.560731158908972	-0.6326545045432113	-1.487479049140152	-3.4456892416173455	0.004228055154531274	0.8344760564031432
POU5F2	0.0	2.6078004184879346	-2.6078004184879346	-1.4677119830094358	-3.6786557566016103	0.004255817261376566	0.8344760564031432
PABPC1L	7.73355676330071	8.607387213159155	-0.8738304498584455	-1.5568730437359282	-3.570902610830453	0.004316891810215037	0.8344760564031432
LTF	1.1992788427448549	4.511699930703276	-3.3124210879584215	-1.3439247455419583	-3.2472461370224144	0.004360876594222346	0.8344760564031432
COASY	8.967013827335535	9.37418999718575	-0.40717616985021543	-1.4180979111133203	-3.3212046274984224	0.004378826789725615	0.8344760564031432
PGBD2	6.6232474557783165	7.564869823894029	-0.9416223681157128	-1.4214410322500992	-3.3266810423738287	0.004379639830550467	0.8344760564031432
LOC100288069	7.175725065327789	8.418222914558	-1.24249784923021	-1.3439199588680295	-3.2219121437002447	0.004488659894236822	0.8344760564031432
ANKH	10.317798775619293	9.765266342535035	0.5525324330842576	1.3714899544650936	3.245577045917054	0.004511974021462272	0.8344760564031432
R3HDM4	7.9671553042333825	8.859496011083335	-0.8923407068499527	-1.3529059285753917	-3.2220831389515787	0.0045490707316490344	0.8344760564031432
CPNE3	10.011881130069558	9.687745067614507	0.3241360624550502	1.336477797893214	3.2233143022017328	0.004549795118190933	0.8344760564031432
RTN2	7.523832920846185	6.609941785288672	0.9138911355575123	1.3677253348509844	3.2366455401702	0.004601720176598303	0.8344760564031432
CHI3L1	9.860639105396741	7.853785954322422	2.006853151074319	1.3467454734949036	3.2128907418651305	0.004612603285727565	0.8344760564031432
ARHGAP10	7.206736676385654	4.090303970541597	3.1164327058440575	1.3872632247914338	3.442451484312499	0.004665867624340957	0.8344760564031432
ANKRD20A4	0.4331277758678082	2.6000356019724715	-2.1669078261046635	-1.3503984032580705	-3.3177039437662406	0.004690171329687473	0.8344760564031432
GOLGA8H	7.702424926787819	8.310370471829668	-0.607945545041849	-1.3324074871659222	-3.2428121269384707	0.004718292764285362	0.8344760564031432
PODNL1	0.6526690392270367	3.5252977526440388	-2.872628713417002	-1.3405810755016154	-3.2814907209737427	0.004724684071290751	0.8344760564031432
KIAA0895L	7.0014091016247395	7.85813197020036	-0.8567228685756207	-1.3999086748374303	-3.280111480518885	0.004738697109250141	0.8344760564031432
TAL1	10.61249717465667	11.279996325480203	-0.6674991508235326	-1.491311016311753	-3.439634453003124	0.004738794173408987	0.8344760564031432
NDST2	9.584247437958314	9.986515492050446	-0.40226805409213107	-1.416389151703033	-3.304494241560397	0.004841013997177629	0.8344760564031432
SCARB2	12.134423434943287	11.608852876242638	0.5255705587006485	1.4372708855046847	3.340445622672969	0.004841094142678912	0.8344760564031432
TSSC4	8.710555681920292	9.13083879816991	-0.42028311624961745	-1.383352389605421	-3.2500317523086455	0.00485618448517236	0.8344760564031432
WNT11	1.830010868563439	4.812943701627462	-2.9829328330640226	-1.4891692529197205	-3.4322476237439354	0.004888408267031276	0.8344760564031432
GPNMB	13.820465540970579	12.386507107555524	1.4339584334150555	1.3559119980959509	3.2080095098690995	0.00490974255015048	0.8344760564031432
PHLDA1	12.655974415194185	11.720747379241315	0.9352270359528703	1.3482519883414545	3.197638417041096	0.004924198453571096	0.8344760564031432
ANKS3	7.885352487397188	8.498742010405152	-0.6133895230079647	-1.3587798814315029	-3.2109958782630206	0.004932375669383555	0.8344760564031432
ZNF205	7.278748757891715	6.343067615868578	0.935681142023137	1.3746660158090254	3.2299909808176244	0.005060280223994331	0.8344760564031432
ADCY10P1	7.377330050898591	8.480258311398487	-1.1029282604998958	-1.414623154342569	-3.294253956123896	0.005113520707048983	0.8344760564031432
GOLGA6A	0.2596016771484923	2.739648451447036	-2.4800467742985437	-1.3551529782629224	-3.358168122115245	0.0052738906731375984	0.8344760564031432
PRDX6	10.983268364134666	10.56977185105528	0.4134965130793855	1.418252420678446	3.29553710193609	0.0053162575375039	0.8344760564031432
SEMA6C	6.002661422373643	6.870635460819681	-0.8679740384460377	-1.3233389754598772	-3.150886959393277	0.005337026271300177	0.8344760564031432
CD27	4.595671206061338	1.7028527560678994	2.8928184499934386	1.3038151505892248	3.161443892325563	0.005417491130568658	0.8344760564031432
SCYL2	10.488685093019104	10.07385878382253	0.4148263091965738	1.3818148395517005	3.229952951656889	0.005464535745225086	0.8344760564031432
NCK1	9.90474553621055	9.459746537579734	0.4449989986308154	1.2992882055107167	3.133397979303689	0.005555714853312897	0.8344760564031432
FAM3C	9.902408750402866	9.510505422782877	0.39190332761998903	1.3699832293693424	3.201950579805479	0.005800278731405029	0.8344760564031432
ADCY3	10.09187382061299	9.1501132094458	0.9417606111671901	1.3136335002628414	3.1179699732860553	0.005839364997926017	0.8344760564031432
DPY19L2P2	1.6649770130116663	4.729274202849324	-3.064297189837658	-1.297162449888116	-3.1001990380259854	0.005905515127873601	0.8344760564031432
VEZT	9.787894015027575	9.439031933444873	0.34886208158270193	1.3142187714697708	3.1140493613422744	0.005959575425530822	0.8344760564031432
FAM43B	0.0	2.6009815290303466	-2.6009815290303466	-1.3822246227152477	-3.4643912594091333	0.006077899897421144	0.8344760564031432
PABPC1	14.739830993518519	14.407408737128685	0.33242225638983314	1.2809446662333166	3.098975835023349	0.006105519936567511	0.8344760564031432
LOC105375787	0.0	2.2298938722050106	-2.2298938722050106	-1.3783684174522053	-3.4547261126679842	0.006177075974425478	0.8344760564031432
TCAP	0.6667172763174448	3.1027596203382073	-2.4360423440207626	-1.2791036942755891	-3.1105725541189875	0.00622481411045925	0.8344760564031432
TAOK2	9.788114787620287	10.234395316298457	-0.4462805286781695	-1.2931929299441312	-3.0777039565780275	0.006290354001418596	0.8344760564031432
PLEKHA1	9.548926101314718	8.65385081982871	0.8950752814860081	1.2781273487844056	3.1135145994598727	0.006303400202927332	0.8344760564031432
RFWD3	9.532634627305622	9.046115298117732	0.48651932918789065	1.2796653804549845	3.067887614946819	0.006332795415126588	0.8344760564031432
LTA4H	11.316455799477538	10.507608343418504	0.8088474560590342	1.3569435291855296	3.1673781822435667	0.006356614810154966	0.8344760564031432
RASAL3	10.541845416947638	11.08090623153847	-0.5390608145908331	-1.3627192129981316	-3.176905482299927	0.0063612682599187165	0.8344760564031432
MATK	8.694630044818265	7.261785985823237	1.4328440589950278	1.2749407761315323	3.0653391459470107	0.0063937719707341766	0.8344760564031432
SIX3	2.754022397010117	0.44255259263985885	2.311469804370258	1.4094751109980173	3.257254799299305	0.0063979027735362355	0.8344760564031432
CDK5RAP1	8.18976134643279	8.73550959803973	-0.5457482516069394	-1.3055780390348302	-3.0846408071169362	0.006506739078810499	0.8344760564031432
TSPAN33	8.826039374482646	9.64613256304909	-0.8200931885664442	-1.2973414943067603	-3.073523760450218	0.006521211654111284	0.8344760564031432
LRP12	8.2327363492467	7.390457009967952	0.8422793392787478	1.2646126036664411	3.0668195174435318	0.006670382573030856	0.8344760564031432
MAP3K6	5.09303412378302	8.129152888633362	-3.0361187648503423	-1.4350602298536208	-3.298162486639257	0.006686570651829635	0.8344760564031432
ZNF594	6.786754018901166	7.95453111907866	-1.167777100177494	-1.2930085641811102	-3.059695810825265	0.006780437777853522	0.8344760564031432
KIFC2	8.650301069020642	9.243673888386981	-0.5933728193663388	-1.3647497117649514	-3.171503667800376	0.0067920835186548	0.8344760564031432
MTG1	7.049088110876527	8.326519006155307	-1.2774308952787798	-1.3815195204818236	-3.199570401244205	0.006845107643882039	0.8344760564031432
JPH4	2.5547863983343064	5.48700563427922	-2.9322192359449137	-1.4072236821542414	-3.2448505949794217	0.006861712244867612	0.8344760564031432
RPS27	12.638247132050509	12.205485859953349	0.4327612720971601	1.2749973008224738	3.132996511253033	0.006866214697062419	0.8344760564031432
DOK6	1.1647138367481134	3.8175246227516095	-2.652810786003496	-1.2659332185682837	-3.02843771869819	0.006917622794707663	0.8344760564031432
GPR45	0.6793770607311862	3.2822219127494923	-2.602844852018306	-1.2600668051524881	-3.073630679170172	0.006974311473174497	0.8344760564031432
SUGP2	10.816991827511604	11.241154630860123	-0.4241628033485192	-1.264262042645846	-3.0183872418049185	0.007096900554132136	0.8344760564031432
GRIK5	4.407493283549282	7.084357343664877	-2.6768640601155944	-1.4238502675595865	-3.270617396628595	0.007116246994627386	0.8344760564031432
ANPEP	3.4494358583823064	5.94674764267069	-2.497311784288384	-1.3346303188123434	-3.1141170490482537	0.007129996014041365	0.8344760564031432
UXS1	9.478688951318517	9.047286799547676	0.4314021517708415	1.2514736627343939	3.0270341323852157	0.007140468534980787	0.8344760564031432
LDLRAD4	10.494218315786005	10.942808971141359	-0.44859065535535336	-1.2528258741656586	-3.0479804833796784	0.00715625120421717	0.8344760564031432
CHGB	0.0	1.9716174914558804	-1.9716174914558804	-1.3387707825652009	-3.3554790742768352	0.007297671420780164	0.8344760564031432
VRK1	6.914820953090699	5.808642489070256	1.1061784640204433	1.2568944890764786	3.004343954017178	0.007304549076642651	0.8344760564031432
RNF123	8.365728034964377	9.068374639359583	-0.7026466043952055	-1.2786041423554033	-3.0252075650518773	0.00731631553532683	0.8344760564031432
PLEK2	3.5599644632143126	0.5139686397935003	3.0459958234208124	1.3647899640433525	3.160837004881421	0.007378607611219247	0.8344760564031432
TRIQK	8.8915017258483	8.274009893519066	0.6174918323292342	1.2593965829218832	3.002483392858422	0.0073792702277832665	0.8344760564031432
MYO7A	10.175917446058211	10.838615910169171	-0.6626984641109601	-1.2566991592111092	-2.997818529724397	0.00744275501461916	0.8344760564031432
MPP1	10.597103017115456	9.961078940045168	0.6360240770702887	1.3004350605610535	3.0524415760678045	0.0074682485008516685	0.8344760564031432
IDS	12.56950193061503	12.149385065986166	0.4201168646288629	1.2545790920525224	2.9931038184529495	0.007518300901374776	0.8344760564031432
AGO1	10.087758795920314	9.442224058411595	0.6455347375087186	1.2712896342789826	3.0090910722918687	0.007554611211174925	0.8344760564031432
FAM157A	3.4558558952421117	6.752117910326516	-3.296262015084404	-1.388239108684009	-3.198877099869415	0.007584880466532341	0.8344760564031432
SELL	8.816929708557915	10.023454191554604	-1.2065244829966897	-1.2396077754852173	-2.993024590133589	0.007618103208045322	0.8344760564031432
CDK3	4.231660667439516	7.381539154634083	-3.1498784871945675	-1.472798873741049	-3.3530245933211327	0.007631549238660507	0.8344760564031432
LILRB2	8.554519699841956	9.284180889391163	-0.7296611895492067	-1.340263453087741	-3.1114836791222746	0.00778440799891855	0.8344760564031432
ZNF622	9.993336245713461	9.548123695816361	0.4452125498971	1.2573021901754948	2.985759342698607	0.007784877148418925	0.8344760564031432
CCDC125	7.597024501444148	8.186067801174572	-0.5890432997304238	-1.237340663672113	-3.013182544114928	0.007787222472943021	0.8344760564031432
LINC00963	8.356629973071284	7.686875721336272	0.6697542517350117	1.247724652835331	2.9745352327673067	0.007849326457415177	0.8344760564031432
SLC7A6	10.800080839881424	11.173638985078666	-0.37355814519724184	-1.2753664457332288	-3.0062843312781813	0.007870825363364154	0.8344760564031432
ZNF571-AS1	0.5140827726208164	3.199360138318696	-2.6852773656978797	-1.2331596179294462	-2.996859474195625	0.007905551772409102	0.8344760564031432
CISH	6.392864152220159	7.5306298722506035	-1.137765720030445	-1.239080880041353	-2.9674212672399243	0.00791228461693664	0.8344760564031432
FBXO30	10.382034037416178	9.821709743044584	0.5603242943715934	1.231175075629169	2.962291726288379	0.008045166077204348	0.8344760564031432
CRAMP1	9.746517896124189	10.068541252316262	-0.3220233561920729	-1.3034124046455848	-3.0450405610879914	0.008064977033120552	0.8344760564031432
DAP	10.474561325136673	10.08121568013226	0.3933456450044126	1.2478016829418355	2.966695209386449	0.00806919671270823	0.8344760564031432
TTC13	9.184640785849163	9.710563147196005	-0.5259223613468418	-1.229184660146147	-2.963324315543026	0.008077652322617316	0.8344760564031432
CDC42BPG	3.442742480110173	5.8139109089981895	-2.3711684288880166	-1.2932221985045917	-3.0271529288242376	0.008150020401183778	0.8344760564031432
PEX11B	7.889350178177767	8.557384209523027	-0.6680340313452602	-1.3109514823528097	-3.0551992145543765	0.008184852459198652	0.8344760564031432
SIPA1L3	8.207585530317111	8.828475775664543	-0.6208902453474323	-1.2723674198600965	-2.9942913085115723	0.008206858972735036	0.8344760564031432
ZNF154	2.2819325360991107	5.284408436486486	-3.0024759003873753	-1.346475250577588	-3.1147579879157568	0.008242569878673398	0.8344760564031432
GOLIM4	10.729939858006313	9.954219529036555	0.7757203289697578	1.231138015514215	2.9482704051178983	0.00825402041100591	0.8344760564031432
NDRG2	10.410357536894058	10.799308595888595	-0.38895105899453775	-1.3366132411763565	-3.097406061172549	0.00825784988137765	0.8344760564031432
B3GAT3	8.975123730015044	9.408164080883703	-0.43304035086865866	-1.2290665887555716	-2.946329506315471	0.00828932749093702	0.8344760564031432
CCDC14	8.995534605588622	9.503166664167477	-0.5076320585788547	-1.2519473818219378	-2.9641180709490045	0.008313314932096286	0.8344760564031432
SZT2	10.515582332199918	11.02147504496051	-0.505892712760593	-1.2865170124433296	-3.013397175629312	0.008317533953985443	0.8344760564031432
EIF3H	11.643144247933327	11.268104439379426	0.3750398085539004	1.2611051515245795	2.974615470264425	0.008372629931006724	0.8344760564031432
MAPK3	10.116250023087654	9.614333057526826	0.5019169655608273	1.2441556499150468	3.069934187020146	0.00839949099934932	0.8344760564031432
TDRD10	2.9716947770598163	5.764316017838999	-2.7926212407791824	-1.3788907636865695	-3.1694144376959987	0.008432919932937401	0.8344760564031432
MS4A4A	9.232728745986574	10.12235728513926	-0.889628539152687	-1.2445870077051753	-2.9516679804956185	0.00844926350985679	0.8344760564031432
SCARNA6	0.0	2.0845132150771497	-2.0845132150771497	-1.3037506933509542	-3.2677051416006555	0.008463088492239094	0.8344760564031432
PPP6R2	10.061784764430728	10.459840547923692	-0.3980557834929641	-1.238254245344819	-2.9441372402709507	0.008476017753238729	0.8344760564031432
TNFAIP8L1	9.147417548160586	8.691102575743914	0.4563149724166724	1.2714440874720627	2.9854769854611067	0.00856242420897067	0.8349413280632139
C1QL3	0.0	2.0380032028495276	-2.0380032028495276	-1.3001289037810866	-3.258627531548666	0.008594072489238614	0.8349413280632139
SLFNL1-AS1	2.3494359286441884	5.068497693022677	-2.719061764378489	-1.364053595717978	-3.139170881937795	0.00869315709787977	0.8349413280632139
LOC100289230	6.164598498893479	7.697443397885675	-1.5328448989921961	-1.322874598661555	-3.0665108324273707	0.008723837231800249	0.8349413280632139
MFI2	7.105411328811345	4.200267742131168	2.905143586680177	1.2312276947687135	3.034672704158967	0.008829640901351682	0.8349413280632139
VWA7	4.200290221917831	1.398754592824332	2.8015356290934985	1.2096711545594574	2.912074212431143	0.008996735549919053	0.8349413280632139
WAPL	10.908047262844333	10.536526914856525	0.37152034798780775	1.2161793895025215	2.9812195659068563	0.009028096313515078	0.8349413280632139
FBXO41	8.605757849643647	9.247441263051016	-0.6416834134073692	-1.2336432973258704	-2.923176423118208	0.009036351233151104	0.8349413280632139
OSBPL8	11.24984478811347	10.701464225267266	0.5483805628462051	1.3128802148575407	3.0443011613563784	0.009062327423917521	0.8349413280632139
CXADR	9.488764592669856	8.70490374353718	0.783860849132676	1.2311297119465767	2.9181548348723436	0.009117363038891711	0.8349413280632139
DCLRE1A	7.6691128637880555	7.061561367902232	0.607551495885823	1.213166829106539	2.972231953730683	0.009129429742442272	0.8349413280632139
ATG9B	2.214682282985904	5.075106274152279	-2.8604239911663756	-1.23138063986992	-2.9154685636141986	0.009235924847556821	0.8349413280632139
POT1	8.793118999651345	8.302450790490504	0.490668209160841	1.2023698864920533	2.909697447186908	0.009251110683223812	0.8349413280632139
FAM183BP	3.1001236876460703	0.6202253833518764	2.479898304294194	1.3344978766983622	3.078742506514219	0.009277082721043592	0.8349413280632139
SRGAP2	13.588660035973387	14.036466402647214	-0.4478063666738272	-1.264124681900048	-2.957734740770742	0.009461089278870754	0.8349413280632139
BATF3	7.699699567237326	8.58263571410153	-0.8829361468642034	-1.26486989482812	-2.9566940630888365	0.009594148287212093	0.8349413280632139
VANGL2	2.3429683937300316	5.695336660426445	-3.3523682666964136	-1.3424751200339575	-3.0882950588065397	0.009621192366037356	0.8349413280632139
UBE4A	10.517812659916164	10.793218045634907	-0.2754053857187433	-1.1999321076585827	-2.8746937907330765	0.009703020865985146	0.8349413280632139
GBA2	9.991724023088544	10.394807046733387	-0.40308302364484305	-1.35280360573655	-3.1050970524178796	0.009751255599141601	0.8349413280632139
ERI1	8.921610624627181	8.332614090669583	0.588996533957598	1.2428866523957058	2.919627408756009	0.009789549683997428	0.8349413280632139
UBE2I	9.87407770495412	9.5283490410749	0.3457286638792194	1.2020643576412275	2.867942410617781	0.009897288234300687	0.8349413280632139
AP1G2	10.270295584358237	10.630013832695026	-0.35971824833678845	-1.1948520614910318	-2.865295115172254	0.00990687501739598	0.8349413280632139
ARRDC1-AS1	6.501682022153497	7.192387075510197	-0.6907050533566998	-1.2065775084832717	-2.869775539090267	0.009955819175663379	0.8349413280632139
HDAC4	8.656048685426118	9.287704749357294	-0.6316560639311763	-1.1902130868583687	-2.863515187322379	0.00999081455392639	0.8349413280632139
NSUN5P1	8.929753697490156	9.586747136216045	-0.6569934387258893	-1.2379873295153818	-2.9081245268327405	0.010028557695865449	0.8349413280632139
CMPK1	10.848553702646605	10.470574706326765	0.37797899631983967	1.2612708259536924	2.943728427599258	0.010050849073716004	0.8349413280632139
FCN1	4.7147784969487585	7.186356102039749	-2.4715776050909906	-1.2469940189871287	-2.920903988511637	0.010074297098386902	0.8349413280632139
CA8	1.8399766941730324	5.134083662572531	-3.294106968399498	-1.198639399550329	-2.8585253702969387	0.010113876225931863	0.8349413280632139
ARC	9.188368537033067	8.383065791679172	0.8053027453538952	1.2066925552054897	2.8655658843546528	0.010116792969997672	0.8349413280632139
