query_name	mode	pert_id	cmap_name	target	moa	best_rank	min_qval	max_abs_combined_score	n_signatures
mif_cd74_receptor_state	opposite	BRD-A72180425	K784-3188			26	8.83733908701768e-06	13.472385956940853	1
mif_cd74_receptor_state	opposite	BRD-K28040935	BRD-K28040935			27	8.83733908701768e-06	12.67213517355033	1
mif_cd74_receptor_state	opposite	BRD-K60870698	BRD-K60870698			28	8.83733908701768e-06	13.678191672929724	1
mif_cd74_receptor_state	opposite	BRD-A68065211	BRD-A68065211			29	8.83733908701768e-06	13.450463661991735	1
mif_cd74_receptor_state	opposite	BRD-K01436366	XMD-1150	LRRK2	Leucine rich repeat kinase inhibitor	30	9.36227738231777e-06	11.65196046954043	1
mif_cd74_receptor_state	opposite	BRD-U86222656	BRD-U86222656			31	8.83733908701768e-06	13.480086748485506	1
mif_cd74_receptor_state	opposite	BRD-K27305650	LY-294002	MTOR	PLK inhibitor	32	8.83733908701768e-06	12.33797579119699	1
mif_cd74_receptor_state	opposite	BRD-K92301463	BRD-K92301463			33	8.92001488176717e-06	13.109317894857178	1
mif_cd74_receptor_state	opposite	BRD-K30296925	flavokavain-b	IKBKB	Anti-cancer agent	34	8.83733908701768e-06	13.593172166944457	1
mif_cd74_receptor_state	opposite	BRD-K99530743	BRD-K99530743			35	8.83733908701768e-06	12.873736894071506	1
mif_cd74_receptor_state	opposite	BRD-A01643550	prednisolone-acetate	NR3C1	Glucocorticoid receptor agonist	36	8.83733908701768e-06	13.28766883741419	1
mif_cd74_receptor_state	opposite	BRD-A72596465	GW-6471	PPARA	PPAR receptor antagonist	37	8.83733908701768e-06	11.843640608571592	1
mif_cd74_receptor_state	opposite	BRD-K86930074	cediranib	FLT1	KIT inhibitor	38	8.83733908701768e-06	13.020553292819171	1
mif_cd74_receptor_state	opposite	BRD-K74133369	oligomycin-a	ATP5F1A	ATPase inhibitor	39	8.92001488176717e-06	12.35478687391134	1
mif_cd74_receptor_state	opposite	BRD-A19500257	geldanamycin	HSP90AA1	HSP inhibitor	40	8.83733908701768e-06	12.236705548981242	1
mif_cd74_receptor_state	opposite	BRD-A56020723	CA-074-Me	CTSB	Cathepsin inhibitor	41	8.83733908701768e-06	13.944452359401405	1
mif_cd74_receptor_state	opposite	BRD-K56196992	BRD-K56196992			43	0.000242669740579655	9.431873164070948	1
mif_cd74_receptor_state	opposite	BRD-K08316444	rotenone	ND1	Mitochondrial complex I inhibitor	44	0.000242669740579655	10.113180817307558	1
mif_cd74_receptor_state	opposite	BRD-K37865504	LY-2183240	FAAH	FAAH inhibitor	45	0.000242669740579655	9.832139601459511	1
mif_cd74_receptor_state	opposite	BRD-K73290745	ICI-199441	OPRK1	Opioid receptor agonist	46	0.000242669740579655	10.12646901358551	1
mif_cd74_receptor_state	opposite	BRD-K36529613	PU-H71	HSP90AA1	HSP inhibitor	47	0.000242669740579655	9.220179856098763	1
mif_cd74_receptor_state	opposite	BRD-K05197617	BRD-K05197617			48	0.000242669740579655	9.196383131764884	1
mif_cd74_receptor_state	opposite	BRD-K77987382	mebendazole			49	0.000242669740579655	9.180494888748996	1
mif_cd74_receptor_state	opposite	BRD-K10846167	BRD-K10846167			50	0.000259569839373346	9.105607666589558	1
mif_cd74_receptor_state	similar	BRD-K92093830	doxorubicin	TOP2A	Topoisomerase inhibitor	1	3.08543314439944e-07	16.46393958458149	1
mif_cd74_receptor_state	similar	BRD-K49328571	dasatinib	EPHA2	KIT inhibitor	2	3.22959318770476e-07	17.436490463323103	2
mif_cd74_receptor_state	similar	BRD-K49010888	BRD-K49010888			3	3.22959318770476e-07	17.311532072075966	2
mif_cd74_receptor_state	similar	BRD-K19220233	JNK-9L	MAPK8	JNK inhibitor	4	3.34400318130942e-07	16.856391682794804	2
mif_cd74_receptor_state	similar	BRD-A75817871	blebbistatin	MYH2	ATPase inhibitor	5	3.08543314439944e-07	15.785596807517722	1
mif_cd74_receptor_state	similar	BRD-U94846492	quinine	KCNN4	Hemozoin biocrystallization inhibitor	6	3.08543314439944e-07	16.713016235321703	1
mif_cd74_receptor_state	similar	BRD-K18909381	CGS-12066B	HTR1B	Serotonin receptor agonist	7	3.08543314439944e-07	16.373616775142334	1
mif_cd74_receptor_state	similar	BRD-K11663430	pyroxamide			8	8.83733908701768e-06	12.743893431821101	1
mif_cd74_receptor_state	similar	BRD-A16478930	amcinonide	NR3C1	Glucocorticoid receptor agonist	9	8.83733908701768e-06	13.506877890527772	1
mif_cd74_receptor_state	similar	BRD-A11678676	wortmannin	PIK3CA	PI3K inhibitor	10	8.83733908701768e-06	13.115029584338263	1
mif_cd74_receptor_state	similar	BRD-A74980173	gatifloxacin			11	8.83733908701768e-06	13.00974567384785	1
mif_cd74_receptor_state	similar	BRD-A55416093	colforsin	ADCY2	Adenylyl cyclase activator	12	9.30440866348485e-06	12.133248482674604	1
mif_cd74_receptor_state	similar	BRD-K77480336	BRD-K77480336			13	8.83733908701768e-06	13.357850811560386	1
mif_cd74_receptor_state	similar	BRD-K89843224	BRD-K89843224			14	8.83733908701768e-06	12.770568952169311	1
mif_cd74_receptor_state	similar	BRD-A24396574	celastrol			15	8.83733908701768e-06	13.295465166195195	1
mif_cd74_receptor_state	similar	BRD-K98548675	parthenolide			16	8.92001488176717e-06	11.483520959549338	1
mif_cd74_receptor_state	similar	BRD-A30437061	camptothecin	TOP1	Topoisomerase inhibitor	17	8.83733908701768e-06	12.848922536842126	1
mif_cd74_receptor_state	similar	BRD-K98824517	BRD-K98824517			18	8.83733908701768e-06	13.511566263310028	1
mif_cd74_receptor_state	similar	BRD-K92571446	WZ-3105	CLK2	CLK inhibitor	19	9.03442048884882e-06	12.982756301268743	1
mif_cd74_receptor_state	similar	BRD-K00615600	AG-14361	PARP1	PARP inhibitor	20	8.83733908701768e-06	11.963789446386524	1
mif_cd74_receptor_state	similar	BRD-K01229043	BRD-K01229043			23	8.83733908701768e-06	13.976417690510651	1
mif_cd74_receptor_state	similar	BRD-K67578145	GDC-0879	BRAF	RAF inhibitor	24	8.83733908701768e-06	11.882760886359453	1
mif_cd74_receptor_state	similar	BRD-K26664453	BRD-K26664453			25	1.00829990243327e-05	11.463276397755038	1
mif_cd74_receptor_state	similar	BRD-K71879491	tretinoin	RARA	Retinoid receptor ligand	26	8.83733908701768e-06	12.301803408310171	1
mif_cd74_receptor_state	similar	BRD-K42918627	GSK-2126458			27	8.83733908701768e-06	13.817354522227998	1
mif_cd74_receptor_state	similar	BRD-A39996500	radicicol			28	8.97526997480644e-06	13.0454535682782	1
mif_cd74_receptor_state	similar	BRD-A67788537	salermide	SIRT2	SIRT inhibitor	29	8.83733908701768e-06	12.181647736530117	1
mif_cd74_receptor_state	similar	BRD-K43290182	Ro-04-6790	HTR6	Serotonin receptor antagonist	30	0.000242669740579655	9.057786840275732	1
mif_cd74_receptor_state	similar	BRD-K20285085	fostamatinib	SYK	Syk inhibitor	31	0.000242669740579655	9.172559627972243	1
mif_cd74_receptor_state	similar	BRD-K71726959	BRD-K71726959	CDK5	CDK inhibitor	32	0.000242669740579655	9.449651747115682	1
mif_cd74_receptor_state	similar	BRD-K74980345	BRD-K74980345			33	0.000242669740579655	9.003103946621328	1
mif_cd74_receptor_state	similar	BRD-A36630025	SN-38	TOP1	Topoisomerase inhibitor	34	0.000242669740579655	9.05016281628485	1
mif_cd74_receptor_state	similar	BRD-K65814004	diphenyleneiodonium	NOS2	Nitric oxide synthase inhibitor	35	0.000242669740579655	9.235972739255631	1
mif_cd74_receptor_state	similar	BRD-K76236182	BRD-K76236182			36	0.000242669740579655	9.30081919662412	1
mif_cd74_receptor_state	similar	BRD-K80738081	resveratrol	SIRT1	SIRT activator	37	0.000242669740579655	9.49999221126834	1
mif_cd74_receptor_state	similar	BRD-A72703248	SKF-96365	CYP3A4	Calcium channel blocker	38	0.000242669740579655	8.703690251846096	1
mif_cd74_receptor_state	similar	BRD-K80622725	STK-397047			39	0.000242669740579655	9.79203630403573	1
mif_cd74_receptor_state	similar	BRD-K22832646	MW-STK33-1A			40	0.000242669740579655	10.424680719820497	1
mif_cd74_receptor_state	similar	BRD-A82371568	clofarabine	POLA1	Ribonucleoside reductase inhibitor	41	0.000242669740579655	9.163894347297243	1
mif_cd74_receptor_state	similar	BRD-K57457519	BRD-K57457519			42	0.000242669740579655	9.39705131423544	1
mif_cd74_receptor_state	similar	BRD-A35989968	megestrol-acetate	PGR	DNA inhibitor	43	0.000242669740579655	8.932250875200488	1
mif_cd74_receptor_state	similar	BRD-K14681867	somatostatin	SSTR1	Somatostatin receptor agonist	44	0.000242669740579655	9.327767628173618	1
mif_cd74_receptor_state	similar	BRD-K83354763	BRD-K83354763			46	0.000242669740579655	9.167179519334361	1
mif_cd74_receptor_state	similar	BRD-K09499853	KU-0060648	PIK3CA	PI3K inhibitor	47	0.000242669740579655	9.772628208702441	1
mif_cd74_receptor_state	similar	BRD-K64746805	MBCQ	PDE5A	Phosphodiesterase inhibitor	48	0.000242669740579655	8.865757805147753	1
mif_cd74_receptor_state	similar	BRD-K08547377	irinotecan	TOP1	Topoisomerase inhibitor	49	0.000242669740579655	9.72492726834211	1
mif_cd74_receptor_state	similar	BRD-K89839824	raltitrexed	TYMS	Thymidylate synthase inhibitor	50	0.000247514273053829	8.882205962509905	1
