feature	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage
NDUFA9	32	20	17	15	23.297294002663108	23.485665645771345	-0.18837164310823695	-0.20055854460630945	0.04469247398755726	7.205573511912563e-06	ok	proteomics	0.00029385806847940854	True
RLBP1	32	20	17	15	21.27438448702234	20.741526917514214	0.5328575695081241	0.6189506678138832	0.13830714549495354	7.634361619965358e-06	ok	proteomics	0.00030740385206468106	True
CTSD	32	20	17	15	26.265333516932483	25.590661078953996	0.6746724379784865	0.6066369338197215	0.1360141406609723	8.192067514539698e-06	ok	proteomics	0.0003257370845468848	True
GMPR	32	20	17	15	22.764402170992724	23.18585748784019	-0.4214553168474673	-0.47960255907302757	0.10806671863467268	9.078901252703745e-06	ok	proteomics	0.00035654302326976065	True
BBOX1	32	20	17	15	22.782860434451994	23.111462672366258	-0.32860223791426435	-1.1336529338906793	0.25627041638445847	9.704315133545306e-06	ok	proteomics	0.0003725351436308694	True
TMEM205	32	20	17	15	22.562175151118794	22.32096834530693	0.2412068058118635	0.24674203857727342	0.05578231046366461	9.720344835385778e-06	ok	proteomics	0.0003725351436308694	True
FBLN1	30	20	15	15	22.762282407186447	23.75946066471006	-0.9971782575236112	-0.9849388917225568	0.22335743712900674	1.0351477293594037e-05	ok	proteomics	0.0003920005865586028	True
ALDH1A1	32	20	17	15	23.496466313209673	23.128263722400796	0.3682025908088775	0.5067933564023283	0.11530889289992864	1.107251252136863e-05	ok	proteomics	0.00041437249800557193	True
CTBP1	32	20	17	15	21.906001235399355	22.02263906362779	-0.11663782822843416	-0.17748302969595267	0.04049623298003444	1.1721495661417795e-05	ok	proteomics	0.00043355904301127914	True
NDUFS7	32	20	17	15	21.892779749272815	22.107579020905806	-0.21479927163299095	-0.3602960800269205	0.08226763152544098	1.1891883365315954e-05	ok	proteomics	0.0004348055285640236	True
GOLGA7	22	15	13	9	19.46161394786207	19.03517529299793	0.426438654864139	0.5616076244543664	0.12853903542691447	1.2472530707140315e-05	ok	proteomics	0.0004508536384024243	True
EGLN1	30	20	16	14	18.64106465043011	18.62379631101905	0.01726833941106065	0.35949763869572465	0.08284892729543374	1.4300568622797997e-05	ok	proteomics	0.0005111248178552857	True
IRAG1	32	20	17	15	20.737112247980303	20.32894507824592	0.4081671697343836	0.436582806819475	0.10107401651219779	1.5642803491743243e-05	ok	proteomics	0.0005463355687997645	True
PGAM1	32	20	17	15	25.58253612957903	25.802672127245433	-0.22013599766640368	-0.25828398475665676	0.05981334037307619	1.5733046432247516e-05	ok	proteomics	0.0005463355687997645	True
TNFAIP2	15	8	13	2	19.304583918103905	18.231374127657553	1.0732097904463522	1.1448401894410565	0.2651802092556972	1.58009658376543e-05	ok	proteomics	0.0005463355687997645	False
BPNT1	32	20	17	15	23.1977448464366	23.366196944687132	-0.1684520982505333	-0.16597640869172658	0.038587398960935694	1.6979045856383626e-05	ok	proteomics	0.0005807563964425411	True
ANO6	32	20	17	15	21.870930132893733	21.5269028283212	0.3440273045725313	0.3509096776482472	0.08194207936113304	1.8487892979209177e-05	ok	proteomics	0.0006200628619977016	True
CTSZ	30	19	17	13	23.064449899769684	22.44380398282565	0.620645916944035	0.6090307583453671	0.1422288350391537	1.851806723979304e-05	ok	proteomics	0.0006200628619977016	True
KCTD12	32	20	17	15	23.14740707695227	22.614049550029794	0.533357526922476	0.5435437076562744	0.1275177337430415	2.02156986787611e-05	ok	proteomics	0.0006681722901156805	True
EXOC8	32	20	17	15	20.57393402369927	20.32869432519908	0.245239698500189	0.2904082893976734	0.06818842345887519	2.054270849841958e-05	ok	proteomics	0.0006681722901156805	True
CAMK2G	32	20	17	15	27.03949454528709	27.238447380146507	-0.19895283485941562	-0.21548394604710389	0.05060150694418119	2.0584999821231278e-05	ok	proteomics	0.0006681722901156805	True
ALDH16A1	32	20	17	15	21.361160260784892	21.09056924728801	0.2705910134968832	0.2813936903301762	0.06627727811511074	2.17908357799655e-05	ok	proteomics	0.0006993846678077573	True
CTNNA1	32	20	17	15	22.178175795741872	21.796932716987936	0.38124307875393626	0.3623812284291227	0.08539273115314365	2.198631461200117e-05	ok	proteomics	0.0006993846678077573	True
DIABLO	32	20	17	15	20.992529848309825	21.222522503114607	-0.22999265480478215	-0.24423039582354905	0.05791257338992362	2.4732633853919845e-05	ok	proteomics	0.0007789555276170201	True
SORD	32	20	17	15	22.828049804841534	23.406561981788045	-0.5785121769465107	-0.5694141196395864	0.1352649367889463	2.5579941095496593e-05	ok	proteomics	0.0007968007616432799	True
CAPZA1	32	20	17	15	23.926707354379285	23.709148262801236	0.21755909157804965	0.21274508478110676	0.05056109759959351	2.580021328175348e-05	ok	proteomics	0.0007968007616432799	True
VPS16	32	20	17	15	21.951330213885562	21.744835791202043	0.20649442268351947	0.20747374592822443	0.049435898334679484	2.706845714844891e-05	ok	proteomics	0.0008279304056655382	True
ACSL1	32	20	17	15	21.335401483036684	20.93797597250116	0.39742551053552333	0.366170096192296	0.08734406699290008	2.7617445265620832e-05	ok	proteomics	0.0008366770799041891	True
PRPSAP2	32	20	17	15	22.336802737332142	22.547534853981965	-0.2107321166498224	-0.21572616135553518	0.05163152361856587	2.9384200653154603e-05	ok	proteomics	0.0008818032290347621	True
NDUFB9	31	20	17	14	22.458992793825782	22.64637800404954	-0.1873852102237592	-0.30539679030876704	0.07313460547077426	2.969173546162447e-05	ok	proteomics	0.0008827047710600695	True
CORO1C	32	20	17	15	23.653816623839607	23.43574205170632	0.21807457213328618	0.2621251306930459	0.06307387548953379	3.2409017632825675e-05	ok	proteomics	0.0009545656026853561	True
PLCG1	32	20	17	15	21.159911202471623	21.26935219940502	-0.10944099693339737	-0.11191072072722386	0.02697311030323413	3.339694181650621e-05	ok	proteomics	0.0009668242371024749	True
S100A6	32	20	17	15	26.936490293392637	26.24167297119836	0.6948173221942788	0.6960649276844012	0.16777800101321913	3.343309213494884e-05	ok	proteomics	0.0009668242371024749	True
RRBP1	32	20	17	15	20.857019221772042	20.48481947223195	0.3721997495400906	0.3494016183318636	0.08478671227433583	3.77316860991819e-05	ok	proteomics	0.0010813017430765552	True
S100A11	32	20	17	15	23.6023600071641	22.918469966122714	0.6838900410413871	0.6788192122975911	0.16500953408107388	3.8916809279216006e-05	ok	proteomics	0.0011053068778320188	True
CTNNA3	30	19	16	14	21.02426813574212	21.07254617903701	-0.04827804329488927	-0.1633771422968889	0.03976708006090879	3.9849333229852035e-05	ok	proteomics	0.0011172714553637775	True
CIB1	32	20	17	15	21.873749551798884	21.475582227287624	0.3981673245112596	0.3643868470132336	0.08871805591363263	4.0040536281506015e-05	ok	proteomics	0.0011172714553637775	True
LAMC3	17	12	8	9	17.84077346733926	18.39087083890362	-0.5500973715643589	-0.7535374967321796	0.1839926146165698	4.2130029693531296e-05	ok	proteomics	0.0011653532561315047	False
CAPG	32	20	17	15	25.559531391063064	24.937195766861855	0.6223356242012095	0.6275720747698337	0.15358314846684779	4.384882853897584e-05	ok	proteomics	0.0011967947527705565	True
SURF4	28	19	17	11	22.644421615737286	22.499963568828818	0.14445804690846842	0.1604610931223751	0.03927763971476548	4.40191719818155e-05	ok	proteomics	0.0011967947527705565	True
HSPB1	32	20	17	15	27.06861195283605	26.69546934154396	0.37314261129209214	0.3835578260698212	0.09435836342713588	4.8051937077520416e-05	ok	proteomics	0.0012953662020643427	True
UROS	30	19	15	15	19.924236921655513	20.24365667572823	-0.3194197540727153	-0.3754116034217353	0.09249662845389336	4.935685412380031e-05	ok	proteomics	0.0013193626299815864	True
STK39	32	20	17	15	21.927135027294156	22.121461419540143	-0.19432639224598702	-0.25626082377855075	0.06322435683561901	5.0522251337057654e-05	ok	proteomics	0.00133926067919317	True
NAGK	32	20	17	15	22.900828885848938	22.627579883028208	0.27324900282073017	0.2526987052662636	0.062476833561343856	5.239497613167346e-05	ok	proteomics	0.0013774249510318452	True
LCP1	32	20	17	15	23.384358590770006	22.961030381002068	0.42332820976793784	0.4186521638541829	0.10437831115394454	6.048479279678108e-05	ok	proteomics	0.0015770666056275462	True
CYBB	32	20	17	15	22.771110326008394	22.396700380459365	0.3744099455490293	0.37933403804104404	0.0949670807683466	6.486540569860538e-05	ok	proteomics	0.0016775354107907616	True
ERP29	32	20	17	15	23.602402670684686	23.34406137471056	0.2583412959741267	0.2512393560972027	0.06296208277899581	6.59820095046773e-05	ok	proteomics	0.0016926513889869233	True
HEBP2	32	20	17	15	22.47076936414339	22.707609069158615	-0.23683970501522467	-0.2863194430220781	0.07187081076761731	6.781994324776804e-05	ok	proteomics	0.0017258819157692012	True
RFTN1	30	19	17	13	20.797889793204025	20.463370960550584	0.3345188326534405	0.3360831029073814	0.0845174655738641	6.993908213125993e-05	ok	proteomics	0.0017656842877741099	True
ASS1	32	20	17	15	23.728719485613265	22.936753667981943	0.791965817631322	0.7795745641708245	0.19714060509735276	7.672409674860181e-05	ok	proteomics	0.0019131157069858773	True
MICAL1	31	19	17	14	20.138916521339862	19.378588075225007	0.7603284461148547	0.7607698371300968	0.19242422757799213	7.698170716573163e-05	ok	proteomics	0.0019131157069858773	True
SYNE1	32	20	17	15	20.968314190241607	21.29828346362868	-0.32996927338707494	-0.33064770900222706	0.0837810321602984	7.92787474749058e-05	ok	proteomics	0.001954927873780429	True
AARS1	32	20	17	15	23.450048883548437	23.637735384810252	-0.1876865012618154	-0.2002575435166493	0.05079219347881356	8.05749552954943e-05	ok	proteomics	0.001971607175345903	True
MAPRE2	32	20	17	15	23.458855272785897	23.282828006043538	0.17602726674235925	0.12958308065212776	0.03289792740579851	8.184116387689924e-05	ok	proteomics	0.0019873033762779885	True
KCTD21	32	20	17	15	20.657510807424963	20.43405037364135	0.22346043378361102	0.22300291906742037	0.0566552534330569	8.280322861843596e-05	ok	proteomics	0.001995432350267006	True
ASRGL1	32	20	17	15	22.744632469285172	23.168757079995803	-0.42412461071063134	-0.4603817025150652	0.117102977832505	8.444345695236209e-05	ok	proteomics	0.0020196589215448406	True
LAMTOR3	32	20	17	15	21.39233484785754	21.187368707869936	0.20496613998760438	0.198229864977732	0.05046367509110513	8.559490810065643e-05	ok	proteomics	0.0020319209154342397	True
NDUFA10	32	20	17	15	24.283925543670538	24.463053914250125	-0.17912837057958697	-0.19601711038769945	0.04992568362633054	8.630637119383786e-05	ok	proteomics	0.0020336338279081352	True
NAAA	31	19	17	14	20.074396844298235	19.4490043483599	0.6253924959383355	0.6151706385667199	0.15710224255270094	9.012946887091733e-05	ok	proteomics	0.0021067764938539875	True
TTYH1	30	19	16	14	22.852261036179524	23.199271602985338	-0.3470105668058139	-0.3450018824966957	0.08814293472312132	9.073510834894572e-05	ok	proteomics	0.0021067764938539875	True
NAMPT	32	20	17	15	24.26902198984748	23.622782073846324	0.6462399160011572	0.630770532294644	0.16122637672194037	9.141048993593463e-05	ok	proteomics	0.002107078032508754	True
ARHGDIB	32	20	17	15	22.92754447947564	22.451343406827498	0.4762010726481414	0.46056147208926224	0.11807684471053463	9.59850271877334e-05	ok	proteomics	0.0021966069890948198	True
AKR1C3	32	20	17	15	23.41891743708622	23.88986642973326	-0.4709489926470418	-0.4785704177051453	0.12320431592797926	0.00010259807415471481	ok	proteomics	0.0023311748134724843	True
NDUFS1	32	20	17	15	23.850334208324657	24.079962457728257	-0.22962824940359994	-0.2316340096361581	0.059909239700010275	0.00011044673241640673	ok	proteomics	0.002491709615720495	True
GMPPB	32	20	17	15	22.43481355495428	22.62919047433524	-0.19437691938095725	-0.2341159985413922	0.060578704303329775	0.00011124477768108024	ok	proteomics	0.002492039702841664	True
GSTM5	29	20	15	14	23.18444967751916	23.824776241103763	-0.6403265635846012	-0.7107845810056934	0.18458674780851472	0.00011779010544218279	ok	proteomics	0.002620212065815269	True
GGACT	11	9	7	4	20.577890925661528	21.099270880892874	-0.5213799552313461	-0.5212905566917782	0.1361219288880915	0.000128359313308536	ok	proteomics	0.0028354928863503683	False
PLEKHO2	24	17	13	11	21.210343937413043	20.673926177832985	0.5364177595800577	0.5338520953285417	0.13960815842155833	0.00013134018724423078	ok	proteomics	0.0028813319698199873	True
EHD1	32	20	17	15	21.22314491213578	21.09303823972703	0.1301066724087505	0.12454204272547995	0.032616978141892995	0.00013436385545217633	ok	proteomics	0.002927475508173787	True
PNPO	32	20	17	15	24.013132963283464	24.321779163697954	-0.30864620041448987	-0.30985171164025527	0.08152226699327735	0.000144216263635292	ok	proteomics	0.0031207614600262845	True
ACADM	32	20	17	15	22.670036873246712	22.82708903196709	-0.15705215872037925	-0.301173376588256	0.07951499582393749	0.00015209116629978967	ok	proteomics	0.003268932432429939	True
IMPA1	32	20	17	15	25.40009017768387	25.69021601463599	-0.290125836952118	-0.27418390496019907	0.07286515424209739	0.000167957912537954	ok	proteomics	0.003585732347538468	True
KLK6	31	19	17	14	21.188610354958445	21.920571692632677	-0.7319613376742318	-0.7019348091217107	0.1866881984664541	0.00016995999378097818	ok	proteomics	0.003593438160658287	True
MRPL38	28	20	14	14	16.29861066055928	16.670687581212462	-0.372076920653182	-1.9441948651598513	0.5174865969210625	0.00017196552238946081	ok	proteomics	0.003593438160658287	True
STARD13	6	6	5	1	19.98052818427458	19.8227760210427	0.1577521632318799	0.36028445001260145	0.09592315427233	0.00017267166411181963	ok	proteomics	0.003593438160658287	False
CAPS	32	20	17	15	26.253443569986104	27.168534641918686	-0.9150910719325829	-0.8989638481341214	0.23943173653625674	0.00017363748168199781	ok	proteomics	0.003593438160658287	True
EIF4G2	32	20	17	15	21.146826317787994	21.121206160485468	0.025620157302526536	0.9127738233857882	0.24314068101937764	0.00017396714138364546	ok	proteomics	0.003593438160658287	True
TPD52L2	32	20	17	15	23.151326367108748	22.891382234943432	0.259944132165316	0.25228297668793526	0.06742615894181471	0.00018283878776629775	ok	proteomics	0.0037511865046543935	True
