feature	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage
MYO1E	26	17	16	10	22.08900631785506	21.970611234185508	0.11839508366955087	0.09877704464942075	0.07554834552360705	0.1910538141047461	ok	proteomics	0.4376681422384321	True
RAB35	32	20	17	15	23.84143941681364	23.792623563367638	0.048815853446001256	0.04386646108517145	0.03355494682100425	0.19111004387588248	ok	proteomics	0.4376681422384321	True
YWHAZ	32	20	17	15	25.86266556794851	25.948806213980742	-0.0861406460322307	-0.08205948924034097	0.06281049908780109	0.19139571544882872	ok	proteomics	0.4380070293832548	True
RPL11	32	20	17	15	22.8823725714993	22.791009394934413	0.09136317656488657	0.07598384965359055	0.05820084070301735	0.19170714114955778	ok	proteomics	0.4384043249437407	True
TMOD1	32	20	17	15	22.0339485146578	22.165222527199354	-0.13127401254155302	-0.12291308900344328	0.09428276725228356	0.1923480260066277	ok	proteomics	0.43955393012003074	True
SH2D5	23	17	11	12	18.395464890839193	18.49911124601473	-0.10364635517553822	-0.5104446194384515	0.39193887981478986	0.1927941343634555	ok	proteomics	0.44025710079695035	True
LLGL1	32	20	17	15	24.417078905844022	24.50628811559126	-0.08920920974723856	-0.07411984304980732	0.056980409101177715	0.19332856303021528	ok	proteomics	0.4411608027253335	True
NEO1	32	20	17	15	21.442383827212296	21.5583559962339	-0.11597216902160312	-0.10369314340147298	0.07990116539198679	0.19436720740372826	ok	proteomics	0.44321296541308935	True
PDHX	32	20	17	15	22.040836674884932	22.118249686705376	-0.07741301182044324	-0.08211626241679695	0.06348134107700121	0.1958210460818134	ok	proteomics	0.4457531582131032	True
PCNA	32	20	17	15	23.770598335507987	23.687079959964883	0.08351837554310393	0.09591120555544648	0.07415289705910248	0.19586413301188488	ok	proteomics	0.4457531582131032	True
LANCL2	32	20	17	15	21.621570712893337	21.692888887712297	-0.07131817481895908	-0.045074062888204355	0.03486235272463072	0.19604041814203066	ok	proteomics	0.4457531582131032	True
LUM	30	20	16	14	21.24291838462244	21.659033979550816	-0.41611559492837813	-0.42058610089378	0.3253015659322414	0.1960417064885669	ok	proteomics	0.4457531582131032	True
CEND1	31	20	16	15	21.465498563132776	21.61337522003021	-0.14787665689743434	-0.10786627334797581	0.08358451765649151	0.19687523002652763	ok	proteomics	0.4473286476531317	True
RIMS3	28	20	15	13	20.944993288631693	21.05222818573642	-0.10723489710472833	-0.19516972546350547	0.15142273631291855	0.19743064827797174	ok	proteomics	0.44788062173794896	True
MCRIP1	25	18	13	12	21.011172596151944	21.14461904777578	-0.13344645162383628	-0.10434604916098972	0.08096305226346158	0.197463900506062	ok	proteomics	0.44788062173794896	True
ZC3H13	24	17	13	11	20.897486301872885	20.719807398294535	0.17767890357835014	0.17470750948998184	0.1356198111071048	0.19767104329364327	ok	proteomics	0.44788062173794896	True
MBOAT7	32	20	17	15	21.21267302748144	21.044896274574153	0.16777675290728666	0.0873861890551196	0.0678366437101929	0.1976813558378121	ok	proteomics	0.44788062173794896	True
HUWE1	32	20	17	15	24.82257605571886	24.79280642131044	0.02976963440841729	0.0307459192097815	0.023974580630250843	0.19968895378009366	ok	proteomics	0.45095379221934623	True
CIAPIN1	26	17	11	15	20.04688377755136	20.1642224605746	-0.11733868302323813	-0.14602543214816363	0.11386762223784765	0.1996974579747921	ok	proteomics	0.45095379221934623	True
SSR4	32	20	17	15	21.625601321095463	21.503695103211605	0.12190621788385769	0.11430062993330133	0.08914985657163291	0.199801278663443	ok	proteomics	0.45095379221934623	True
COL6A3	31	20	16	15	23.088556852953168	22.94523550335939	0.1433213495937764	0.3805130340871657	0.2968219715745147	0.19985769551888344	ok	proteomics	0.45095379221934623	True
STRAP	32	20	17	15	23.142398339132086	23.19093930785255	-0.048540968720462985	-0.03244197443802631	0.025309846958686138	0.19991541217326414	ok	proteomics	0.45095379221934623	True
CAMK2A	32	20	17	15	25.38983212558894	25.160792577836492	0.22903954775244628	0.24631130357464415	0.19220936887622123	0.200027236091173	ok	proteomics	0.45095379221934623	True
RRAS2	32	20	17	15	21.468264658471924	21.30276247533031	0.16550218314161214	0.10883231021181523	0.08492798870944686	0.20003011657387537	ok	proteomics	0.45095379221934623	True
ADCY2	30	20	17	13	19.277533942260476	19.42090839534387	-0.1433744530833927	-0.12572820092966877	0.09819666032822001	0.200414527902133	ok	proteomics	0.4515004343177656	True
DPYSL3	32	20	17	15	26.374819096160888	26.479618382145418	-0.10479928598453014	-0.07034068286241646	0.05505333892902587	0.20136142919886713	ok	proteomics	0.45331260175626065	True
LZTFL1	30	20	15	15	21.24769192493852	21.36893190406295	-0.1212399791244323	-0.06915544326593555	0.05420761362900112	0.20204338449737236	ok	proteomics	0.45442893136571866	True
AASDHPPT	31	20	16	15	21.34805241862753	21.446972367865637	-0.09891994923810898	-0.09650261132277935	0.07566044571355478	0.2021430172532197	ok	proteomics	0.45442893136571866	True
EPHA5	23	17	11	12	18.247467397603156	18.443489391703586	-0.19602199410043042	-0.20026267158561478	0.1573251906281611	0.20304577740997798	ok	proteomics	0.4561360296194491	True
ERLIN2	32	20	17	15	23.583405408968527	23.460587925666125	0.12281748330240205	0.05087726169127751	0.039990842371161586	0.20329396680867973	ok	proteomics	0.4563103609395412	True
CLU	32	20	17	15	24.221914100054267	24.452193448996443	-0.23027934894217594	-0.1772221547609634	0.13933704857342977	0.2034102772122821	ok	proteomics	0.4563103609395412	True
NACA	32	20	17	15	20.594675249227265	20.51719839248849	0.07747685673877669	0.08735212169392266	0.06872777241424217	0.20373318850752598	ok	proteomics	0.45639543089455625	True
TKT	32	20	17	15	26.610151809199543	26.611538837165696	-0.0013870279661531981	-0.10677202697176537	0.08400752333376096	0.2037351499120622	ok	proteomics	0.45639543089455625	True
KHDRBS1	32	20	17	15	20.290034606976388	20.148220090263198	0.14181451671318968	0.14143810212998176	0.11135866812790125	0.20404434933774707	ok	proteomics	0.4567664146681023	True
COQ6	29	19	14	15	19.12772280868055	19.30620202578529	-0.17847921710474068	-0.1892696978297462	0.1491738248525954	0.20451731051488786	ok	proteomics	0.45679419363919066	True
RPS15A	31	20	16	15	22.14879869476359	21.992383668309614	0.15641502645397765	0.1404182563119713	0.11068884603188468	0.20458896687245187	ok	proteomics	0.45679419363919066	True
LAP3	32	20	17	15	25.31320870880236	25.201048298999023	0.1121604098033373	0.08778861646944976	0.06920579540593885	0.20461395870508692	ok	proteomics	0.45679419363919066	True
HSPA12A	32	20	17	15	24.871632658141376	24.994094917245718	-0.12246225910434205	-0.13258629911893907	0.10452481593060896	0.2046311618786063	ok	proteomics	0.45679419363919066	True
COX7C	32	20	17	15	22.524161422630215	22.679119319065162	-0.15495789643494717	-0.16083081798063237	0.12699849107629005	0.20537011131791094	ok	proteomics	0.4580330426083267	True
FCSK	32	20	17	15	21.059715066147085	21.15213427225956	-0.09241920611247423	-0.09907114666431674	0.0782485220021181	0.20547411248100667	ok	proteomics	0.4580330426083267	True
DYNC1LI1	32	20	17	15	21.600259334690005	21.68569561089058	-0.08543627620057492	-0.07916552612465688	0.06258728931349052	0.20591368550433786	ok	proteomics	0.4586914801045509	True
MPV17	32	20	17	15	21.09143177824097	21.145088338033947	-0.053656559792976566	0.16838878184072012	0.13323702106386304	0.20629148873409797	ok	proteomics	0.45906562527832356	True
WDR26	31	20	16	15	20.33145730793832	20.40593570995225	-0.07447840201393063	-0.08199027805850269	0.06490103827131632	0.20647697794063036	ok	proteomics	0.45906562527832356	True
CYFIP1	32	20	17	15	23.302617285946646	23.22822453976027	0.07439274618637626	0.07294458058905905	0.05776735505854894	0.2066861768971796	ok	proteomics	0.45906562527832356	True
ACTN4	32	20	17	15	24.004660553348955	23.921152697795787	0.08350785555316875	0.07582170031944209	0.06006060032684395	0.2067977127194235	ok	proteomics	0.45906562527832356	True
VIM	32	20	17	15	29.568684012496874	29.32460887498323	0.24407513751364363	0.26641775536729284	0.21103990458348	0.20680321943534663	ok	proteomics	0.45906562527832356	True
SNRNP70	32	20	17	15	21.23080941625002	21.139347968225174	0.09146144802484457	0.09289984393044542	0.07375713229987108	0.20783640145862403	ok	proteomics	0.4609212180528125	True
RPL3	32	20	17	15	22.459201666454643	22.349931168466938	0.10927049798770483	0.09271961529945665	0.07362902504454007	0.2079289367827054	ok	proteomics	0.4609212180528125	True
C8orf82	27	19	14	13	20.932726134419163	20.954176614748317	-0.021450480329153976	-0.15505445458651643	0.12320711190622137	0.20821596167103484	ok	proteomics	0.460924972556277	True
IMMT	32	20	17	15	24.72339839640466	24.777018527673665	-0.053620131269003224	-0.06645542584404793	0.05280922927049384	0.2082451350808615	ok	proteomics	0.460924972556277	True
DCTN3	32	20	17	15	22.375808134957698	22.310652421979896	0.06515571297780198	0.07101399915727341	0.056449318700547535	0.20838691136493692	ok	proteomics	0.460924972556277	True
PITHD1	32	20	17	15	24.446456045498003	24.540372197206032	-0.09391615170802936	-0.10308306104637778	0.08196595660707477	0.2085246493277253	ok	proteomics	0.460924972556277	True
WFS1	32	20	17	15	21.681361794405813	21.753216978535814	-0.07185518413000125	-0.09427609937401028	0.07498464355412662	0.20865512746967585	ok	proteomics	0.460924972556277	True
NONO	32	20	17	15	22.922947652529956	22.813082568734227	0.10986508379572868	0.10453627049337734	0.08321694502946618	0.20904719465384747	ok	proteomics	0.4614705941664738	True
RPS16	32	20	17	15	22.7343903671551	22.61380296887413	0.12058739828097131	0.07092435429663255	0.05648009376018804	0.20920998606138497	ok	proteomics	0.4615096849245947	True
RAB1A	32	20	17	15	25.049809934994123	24.99228542162265	0.05752451337147235	0.060175287317494004	0.0479635843585176	0.20962268298723696	ok	proteomics	0.4618347730859959	True
DDX39B	32	20	17	15	22.085260055460417	21.92185013381	0.16340992165041612	0.106803051776307	0.08517774255590836	0.2098839869100948	ok	proteomics	0.4618347730859959	True
ARVCF	32	20	17	15	23.156850368759198	23.548610341296943	-0.39175997253774497	-0.22669504725452086	0.1807993189341935	0.20989689106489795	ok	proteomics	0.4618347730859959	True
RPS15	32	20	17	15	21.598490946414326	21.497663418165054	0.10082752824927255	0.09414485292978006	0.07509146833593795	0.2099380955304464	ok	proteomics	0.4618347730859959	True
PTGFRN	32	20	17	15	20.63405516433852	20.53782775772161	0.09622740661690798	0.0885083911025434	0.07064924605402598	0.21028357359376304	ok	proteomics	0.4621044176968331	True
STRN3	32	20	17	15	20.612850882853614	20.54411147986064	0.06873940299297487	0.05952541199143079	0.04752147390600713	0.21035120931311357	ok	proteomics	0.4621044176968331	True
ANXA5	32	20	17	15	27.723870120720836	27.797643352394484	-0.07377323167364835	-0.08460879131257837	0.0676681697320032	0.21117228596762794	ok	proteomics	0.4635880204713765	True
PDCD10	25	18	12	13	21.28435676246814	21.341908845961427	-0.05755208349328811	0.2482519300882837	0.198732022742922	0.21159949944364354	ok	proteomics	0.46394688763211683	True
S100A13	32	20	17	15	24.77563957735065	24.637019337756158	0.13862023959449132	0.1440585910510401	0.1153296463513133	0.21162745487400236	ok	proteomics	0.46394688763211683	True
ARMCX1	17	15	9	8	18.61629050290141	18.03000424923819	0.5862862536632214	0.7927535291670794	0.6357262371029803	0.21239581830461685	ok	proteomics	0.4653106735723045	False
ZZEF1	24	15	14	10	19.29949659381374	19.19562166986452	0.10387492394922049	0.11440696798972792	0.09186613164129614	0.21299720083767315	ok	proteomics	0.46630701711262096	True
DUT	31	20	16	15	21.555061378565544	21.4887256373404	0.06633574122514219	0.08179915764075088	0.06580451642150845	0.21384462985620456	ok	proteomics	0.4667979909754203	True
PEF1	32	20	17	15	22.06431264496407	22.17621028007782	-0.11189763511375261	-0.09798605705611245	0.07884651570289675	0.21396207801735	ok	proteomics	0.4667979909754203	True
ARPC4	32	20	17	15	24.119114445461946	24.00088910144874	0.11822534401320439	0.07928553780800629	0.06380495931836311	0.21400662944918447	ok	proteomics	0.4667979909754203	True
RAB7A	32	20	17	15	25.343178704181756	25.29719224671828	0.04598645746347785	0.05094650166990568	0.0410002257855445	0.21401867701268718	ok	proteomics	0.4667979909754203	True
COMMD9	32	20	17	15	21.76464599444312	21.663472891630434	0.10117310281268743	0.1476845350355353	0.1188695626352015	0.21408594303648865	ok	proteomics	0.4667979909754203	True
ADSS2	32	20	17	15	23.548064254831576	23.66643762385112	-0.11837336901954387	-0.08651677917059884	0.0696387794566494	0.2141019392747998	ok	proteomics	0.4667979909754203	True
ACOT7	32	20	17	15	25.467241329981974	25.645748234402422	-0.17850690442044836	-0.19125593366259364	0.1540708547870011	0.21447629423486492	ok	proteomics	0.46729389860349674	True
GMPS	24	16	14	10	21.32869332413548	21.371571397981718	-0.04287807384623932	-0.07089751725217788	0.05726119868233432	0.2156632692694389	ok	proteomics	0.4695584254251096	True
UTRN	32	20	17	15	22.212855887223256	22.106808655782384	0.10604723144087203	0.08513671520650423	0.06880147281596358	0.2159290580030213	ok	proteomics	0.46981554959480903	True
SYNRG	25	18	14	11	18.36435809792352	18.204133472667937	0.16022462525558367	0.19166123546967628	0.15497187008374838	0.21618044866020114	ok	proteomics	0.4700410165332193	True
TSG101	32	20	17	15	20.28596479213136	20.238128444950714	0.04783634718064533	0.07923427519123225	0.06411621204458855	0.2165360444053065	ok	proteomics	0.47020506134281737	True
HIBCH	32	20	17	15	22.56253538550302	22.497550403320837	0.06498498218218174	-0.5477234480196955	0.4433568567450559	0.21668134793890814	ok	proteomics	0.47020506134281737	True
ANKS1B	17	10	11	6	18.829716152600156	19.017588821387516	-0.1878726687873602	-0.3898890771156837	0.3156978785481163	0.21682791402079282	ok	proteomics	0.47020506134281737	False
NAPRT	31	19	17	14	21.326447543162217	21.597165932849034	-0.2707183896868166	-0.2595298802897651	0.21015326857691038	0.21684716283870265	ok	proteomics	0.47020506134281737	True
DBT	32	20	17	15	21.73489673790114	21.655672139379256	0.07922459852188268	0.07530377095468901	0.06111690353681952	0.21790174505845872	ok	proteomics	0.4720854958785553	True
HIKESHI	28	19	13	15	21.119299360855862	21.211366150184556	-0.09206678932869394	-0.07408718907518619	0.06014382092243296	0.21801118938874497	ok	proteomics	0.4720854958785553	True
TAX1BP3	32	20	17	15	22.20129822511292	22.364369661679063	-0.16307143656614187	-0.13854900108005844	0.11257506040586565	0.21842553558591127	ok	proteomics	0.47266097190393447	True
HSPA4	32	20	17	15	24.13559320706276	24.205188637166994	-0.06959543010423275	-0.08792794889312043	0.07153434357078327	0.21900765611812667	ok	proteomics	0.47359847322349485	True
RNF7	32	20	17	15	21.09012968943611	21.036059445845176	0.05407024359093526	0.07414855416474049	0.060370605346622135	0.2193633405697507	ok	proteomics	0.47404537116329964	True
KIF1A	32	20	17	15	21.74788349938264	21.828970489937984	-0.08108699055534174	-0.05772888789692408	0.04710941436935741	0.22041646090864409	ok	proteomics	0.4759978018672076	True
OMG	32	20	17	15	23.52259462936428	23.310838556603347	0.21175607276093444	-0.35879705109464394	0.2930773025559215	0.22086158250898258	ok	proteomics	0.47635928883773976	True
SPTBN2	32	20	17	15	23.76800563006701	23.842266710348596	-0.07426108028158751	-0.0758669739086259	0.06201989086113825	0.22122833074442372	ok	proteomics	0.47635928883773976	True
FAHD2A	32	20	17	15	21.33053106479114	21.159365881013002	0.17116518377813605	0.14494403895839383	0.11850064001696407	0.2212731066979351	ok	proteomics	0.47635928883773976	True
TMX3	17	12	10	7	21.313976607977814	21.45968075367099	-0.1457041456931769	-0.12560139359684389	0.1026908567219847	0.22129116833347406	ok	proteomics	0.47635928883773976	False
CHMP2B	32	20	17	15	21.153485267693878	21.15201470097925	0.0014705667146266421	-0.03713786682552749	0.03037003303474469	0.2213879495099006	ok	proteomics	0.47635928883773976	True
PEPD	32	20	17	15	23.187555536446506	23.289222022485166	-0.1016664860386598	-0.1293087299857634	0.10576571489223505	0.22148236032411728	ok	proteomics	0.47635928883773976	True
NCAM1	32	20	17	15	25.674484772679644	25.642659434292707	0.031825338386937574	0.08965745879701363	0.07337370594738281	0.2217344793731847	ok	proteomics	0.476579310058176	True
HP1BP3	32	20	17	15	22.666795764583668	22.585791226709414	0.08100453787425366	0.07436211257920392	0.060965776693804014	0.22256521873936297	ok	proteomics	0.4779153607900143	True
VPS53	27	16	15	12	20.14208038850172	20.03711467359931	0.1049657149024128	0.10526421012365111	0.0863179071547132	0.22265657487922075	ok	proteomics	0.4779153607900143	True
GRIPAP1	32	20	17	15	22.84054964108311	22.74052000163105	0.10002963945206034	0.11894977126380485	0.09772758489550637	0.22354465359184972	ok	proteomics	0.47949800611980714	True
SNCB	32	20	17	15	23.70867331930853	23.54032397871845	0.16834934059007978	0.19332893835499687	0.1589383961500241	0.2238415118272462	ok	proteomics	0.4797177518079636	True
UFSP2	32	20	17	15	21.276841098158524	21.31778552173532	-0.040944423576796396	-0.07669736215987644	0.06308254116447996	0.2240514026529885	ok	proteomics	0.4797177518079636	True
JPT1	32	20	17	15	21.841897404484158	22.013981733975463	-0.17208432949130525	-0.18216026490822265	0.14983991278831016	0.22409952190714677	ok	proteomics	0.4797177518079636	True
RAP1GAP	30	19	16	14	20.205071145863982	20.332061018013583	-0.12698987214960056	-0.11946527804634645	0.0983610227582166	0.2245342853983181	ok	proteomics	0.48032519290655673	True
CD44	32	20	17	15	27.008001808879218	26.903794519078307	0.10420728980091098	0.09030425911179758	0.07437983860181518	0.22471109509530418	ok	proteomics	0.4803803719745716	True
LASP1	32	20	17	15	24.619878161096896	24.541458904953764	0.07841925614313183	0.07246904911805395	0.059758794439697484	0.2252473616935865	ok	proteomics	0.48120339660664785	True
NDUFA8	20	13	11	9	23.58017871432779	23.652385024963	-0.07220631063520955	-0.07623144189099236	0.0629771983671001	0.22610205094489566	ok	proteomics	0.4827051168159148	False
RPS3A	32	20	17	15	22.913066270493104	22.838864411122465	0.07420185937063906	0.06476984867977975	0.05355833158797774	0.22653500312174257	ok	proteomics	0.4832330578252076	True
UROD	32	20	17	15	20.79397392623418	20.72740668852567	0.06656723770851158	0.06717921180818694	0.05556477411975977	0.2266531663864224	ok	proteomics	0.4832330578252076	True
TOMM70	32	20	17	15	22.803937715115183	22.901709936500158	-0.09777222138497521	-0.06349364359056069	0.05261519871361312	0.2275265879756706	ok	proteomics	0.48477031235807644	True
DENND10	27	18	14	13	19.435137941372155	19.112201457249178	0.3229364841229767	0.2062328284712374	0.17100929427847758	0.22782736724469843	ok	proteomics	0.4850862484641136	True
ACTR1B	32	20	17	15	22.67329448091138	22.74992869029254	-0.07663420938115806	-0.07913243987380367	0.06566067082908734	0.2281366864844443	ok	proteomics	0.4854199329143929	True
RPS2	32	20	17	15	22.883778622855218	22.811881478086043	0.0718971447691743	0.060720082106648705	0.0504404203249287	0.22866762459271384	ok	proteomics	0.4861057583472143	True
CASKIN1	32	20	17	15	20.12291723797156	20.292692969333338	-0.16977573136177782	-0.10634272534034107	0.08835775273559163	0.2287646401275636	ok	proteomics	0.4861057583472143	True
PSMB6	32	20	17	15	22.08780444772741	22.18703510685255	-0.09923065912514062	-0.12252713143269973	0.1018546446130395	0.22899154098384855	ok	proteomics	0.48626307868466107	True
PCCB	32	20	17	15	22.54217700184945	22.610038971505215	-0.06786196965576607	-0.08305743901389902	0.06909075367399062	0.2293054762293183	ok	proteomics	0.48660488317909373	True
TMEM14C	31	19	16	15	21.002299903614286	20.853308742922202	0.14899116069208418	0.1528795482811292	0.12732009573272474	0.22984836513270468	ok	proteomics	0.48720769889195503	True
PC	32	20	17	15	23.419093237967566	23.269601165269968	0.14949207269759768	0.08348046371236534	0.06954565052594242	0.2299959471137889	ok	proteomics	0.48720769889195503	True
LSM2	32	20	17	15	22.22067048791075	22.17561144595584	0.045059041954907286	0.04388187042573041	0.036561139535498006	0.23004902978174047	ok	proteomics	0.48720769889195503	True
DDB1	32	20	17	15	22.820322146690547	22.900676554028834	-0.08035440733828736	-0.09480765401330886	0.07909813901855164	0.23068044634452967	ok	proteomics	0.4879036629054258	True
DFFA	32	20	17	15	21.768404418912578	21.71985454573341	0.04854987317916937	0.05912984109818273	0.049332516452196336	0.23068441025141795	ok	proteomics	0.4879036629054258	True
PRKAR2A	32	20	17	15	21.87787338180464	21.91731316978115	-0.03943978797650871	-0.033356494989663636	0.027847395986952107	0.23098252516993156	ok	proteomics	0.4882095764555165	True
ARFGEF1	31	19	17	14	19.67357078709053	19.823106759655612	-0.1495359725650829	-0.11077288130624471	0.09251942505301963	0.2311922820548734	ok	proteomics	0.48832845233502814	True
LRRC47	32	20	17	15	22.960600756901925	23.155376029711963	-0.1947752728100376	-0.21017186416604888	0.17566666422951216	0.23153102683619164	ok	proteomics	0.4887194401897317	True
POLR2A	29	20	15	14	21.52851411789561	21.208545869532458	0.3199682483631534	0.28429256794245766	0.23803533799284096	0.2323491981284579	ok	proteomics	0.49012121965956534	True
CLIC1	32	20	17	15	24.43727712787909	24.530989691241132	-0.09371256336204326	-0.11678812570085916	0.09783776931637286	0.2325986183170773	ok	proteomics	0.49032220335760296	True
SRRM1	14	13	6	8	20.002201386893066	19.855544624143686	0.14665676274938022	0.15816348459396157	0.13287563306494898	0.2339237149088501	ok	proteomics	0.49278896498347824	False
ABI1	32	20	17	15	23.700181905167987	23.608567008852223	0.09161489631576458	0.07800713595595549	0.0655769806156316	0.2342230759905498	ok	proteomics	0.49281628093822566	True
APOE	32	20	17	15	23.695576619453416	23.508947210254053	0.18662940919936233	0.215135431666076	0.18086344607229624	0.2342465315242368	ok	proteomics	0.49281628093822566	True
RPL29	32	20	17	15	22.34626941828681	22.27136583493582	0.0749035833509879	0.10613734617674951	0.08932301820829223	0.23473814992325026	ok	proteomics	0.4935241605458421	True
NAA50	29	19	16	13	20.47725760342125	20.442535570077137	0.03472203334411361	0.106338769173364	0.08969363487313202	0.23578913146635871	ok	proteomics	0.49538357716139636	True
AIFM1	32	20	17	15	22.5116065391243	22.563955049057327	-0.052348509933025866	-0.07522231758945316	0.06347593919663018	0.2359967077403411	ok	proteomics	0.49538357716139636	True
HGS	32	20	17	15	23.565628047280608	23.58047168333663	-0.014843636056021126	0.048675473811723984	0.041082688626174875	0.23608975258619203	ok	proteomics	0.49538357716139636	True
C9orf64	32	20	17	15	23.124268805851298	23.194201399587413	-0.06993259373611593	-0.08373121116533293	0.07085365612464188	0.23730545564131988	ok	proteomics	0.4975599569197168	True
CNDP2	32	20	17	15	26.48569925341898	26.560184537400378	-0.07448528398139942	-0.10154161037741208	0.08594949441882711	0.2374398033964571	ok	proteomics	0.4975599569197168	True
HPCAL4	29	18	15	14	20.63178952487749	20.76015411998023	-0.12836459510273812	-0.15324366176799217	0.1299554459819365	0.23831793383272026	ok	proteomics	0.49907132819083816	True
PEBP1	32	20	17	15	28.839608877367063	28.970145687285843	-0.13053680991878025	-0.13258806606625276	0.1125906410751883	0.23895140851953722	ok	proteomics	0.4998197194431258	True
ATP2A2	32	20	17	15	22.801405328346746	22.715154771405274	0.08625055694147221	0.08245278556405693	0.07004563025538334	0.23914377753188998	ok	proteomics	0.4998197194431258	True
NUP188	32	20	17	15	17.073090827655324	16.870236268089645	0.20285455956567944	0.24814402699640806	0.2108598332385078	0.23926743757711277	ok	proteomics	0.4998197194431258	True
CCDC47	27	17	16	11	18.309759272222614	18.062565806283956	0.24719346593865765	0.27078298389531485	0.23012701961006302	0.2393282462241545	ok	proteomics	0.4998197194431258	True
EWSR1	23	16	12	11	20.834025898546255	20.76116434238692	0.0728615561593351	0.08005937833027663	0.06805830166981232	0.23946094072031554	ok	proteomics	0.4998197194431258	True
ANKFY1	32	20	17	15	22.58641381495292	22.625888099514377	-0.039474284561457296	-0.059678246271944145	0.05078916987347261	0.23998706187263152	ok	proteomics	0.500589405781535	True
SYNCRIP	32	20	17	15	23.299150150055887	23.244848219836104	0.05430193021978269	-0.05567052357561942	0.04741561998274524	0.24035628984782886	ok	proteomics	0.500766568994617	True
COPS3	32	20	17	15	21.85321610716369	21.897708689607757	-0.04449258244406806	-0.03764273604850999	0.03206310146030313	0.24038684402853827	ok	proteomics	0.500766568994617	True
TIAL1	29	18	16	13	19.253457310620966	19.181911531616677	0.07154577900428905	0.10769328797261576	0.09180955673517337	0.24079284460775652	ok	proteomics	0.5012840567390533	True
HECTD4	21	17	11	10	19.336072126582792	19.5451662135049	-0.20909408692210718	-0.2596156973980765	0.22160040090087732	0.2413782296696133	ok	proteomics	0.5017913213477181	True
LANCL1	32	20	17	15	24.74385126314293	24.539079931150084	0.2047713319928448	0.15704171904582107	0.13409416225085447	0.241546458446263	ok	proteomics	0.5017913213477181	True
PALM2	23	18	11	12	19.539983081345106	19.49055838433111	0.04942469701399688	-0.18556447911508492	0.15848653653149566	0.24165776236986136	ok	proteomics	0.5017913213477181	True
PRKDC	32	20	17	15	21.674210415226923	21.56393264219448	0.11027777303244335	0.07926369867976618	0.06769877997148716	0.24166749585184033	ok	proteomics	0.5017913213477181	True
PDE1B	26	17	13	13	21.092710031261543	21.312413178033957	-0.21970314677241376	-0.24931722865191377	0.21315980182485547	0.242151542966207	ok	proteomics	0.5024684006363369	True
RPL32	28	19	15	13	21.456381256740055	21.533806936949265	-0.0774256802092097	-0.07303162468349635	0.06247136130470483	0.24238684213994888	ok	proteomics	0.5026077585317135	True
PYCR3	26	19	14	12	21.027923381761948	21.132212078617947	-0.10428869685599906	-0.10372897591941527	0.08875778154160784	0.24253470900540086	ok	proteomics	0.5026077585317135	True
PPP2R5D	32	20	17	15	22.157285242371078	22.18011253884647	-0.02282729647539128	-0.048252836701285474	0.04131212190265228	0.2428040474107076	ok	proteomics	0.5028383299566802	True
CNTN2	32	20	17	15	22.436035291299635	22.627835378982052	-0.19180008768241663	-0.16761217496343173	0.143708590878046	0.24347954606501565	ok	proteomics	0.5039091971586303	True
CDH2	32	20	17	15	23.565723523819898	23.603616016626766	-0.03789249280686846	-0.09660097961694868	0.08296893411972527	0.24430123774169898	ok	proteomics	0.5052810385281823	True
ITGA1	20	16	9	11	21.432148021574424	20.971981779910344	0.46016624166407993	0.27143158221936864	0.2332929769119705	0.2446350349617814	ok	proteomics	0.5053125720834805	True
TUBA4A	32	20	17	15	27.353063577518245	27.53984214016148	-0.18677856264323367	-0.1629606627047908	0.1400813762412882	0.24469623106132887	ok	proteomics	0.5053125720834805	True
SEMA7A	15	13	7	8	20.46638455910627	20.37455329556525	0.091831263541021	0.23290070893865875	0.20024309056904718	0.24479304419385206	ok	proteomics	0.5053125720834805	False
MAPK1	32	20	17	15	25.948022214299918	26.06265940674113	-0.11463719244121151	-0.06403925652949459	0.05512275797325869	0.2453341364908116	ok	proteomics	0.5061010947971931	True
NIBAN1	29	18	15	14	19.387911299842088	19.226801009617642	0.16111029022444612	0.15309096343482864	0.13184534399203554	0.2455847829613098	ok	proteomics	0.5062898215164786	True
OPA3	29	18	16	13	20.09770920087107	20.28498840468047	-0.18727920380939977	-0.2083734040242505	0.1795749942029951	0.24589826812114057	ok	proteomics	0.5063986780966189	True
CAMKK2	32	20	17	15	20.49612118511524	20.343188479356513	0.15293270575872597	0.15094294215362497	0.1301017503176498	0.24597085536835528	ok	proteomics	0.5063986780966189	True
PCBP1	32	20	17	15	25.074157426398372	25.03330330905614	0.04085411734223143	0.04557295064829726	0.03929368884029172	0.24612889336110222	ok	proteomics	0.5063986780966189	True
SYP	32	20	17	15	23.476413877525943	23.557856343865442	-0.08144246633949948	-0.177524817613625	0.15311173702294015	0.24627436498442923	ok	proteomics	0.5063986780966189	True
ABI2	32	20	17	15	21.884457956513582	21.978728133482672	-0.0942701769690899	-0.0818322743200248	0.07062763683101911	0.24660140292475674	ok	proteomics	0.5067435805579142	True
PRDX4	31	20	16	15	23.87012851156298	23.627105508323815	0.24302300323916626	0.1433649944836767	0.12407013392005178	0.24787928458447395	ok	proteomics	0.5088271789714133	True
