gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage	passes_convergence_gate
CNRIP1	10	0.0188606474066156	0.0302419859647664	0.0484426763682712	0.389339500221522	0.7	0.185143724157873	0.704059519908048	32	20	17	15	23.0476400558261	23.2434779650044	-0.195837909178262	-0.189840431810292	0.0863995267866534	0.0280033634711049	ok	proteomics	0.128279604952138	TRUE	FALSE
COPS8	10	-0.00468837711365873	-0.00528535991634767	0.016221666908152	-0.289019441725969	0.3	0.414823067184775	0.867355401336879	32	20	17	15	22.5413434288046	22.6593004650854	-0.117957036280806	-0.112645259656599	0.0512744940200857	0.0280271378314165	ok	proteomics	0.128279604952138	TRUE	FALSE
GPC4	10	-0.00411710816433376	-0.0010738932041356	0.0114013312642282	-0.36110766970268	0.3	0.23395283347059	0.773746688938233	32	20	17	15	20.2859775228631	20.5304866168241	-0.244509093961003	-0.250570224211814	0.114172882665608	0.0281882692458964	ok	proteomics	0.128646893072018	TRUE	FALSE
SEC11A	10	-0.000772870416665841	0.00774583589156341	0.0612531021453847	-0.0126176534672714	0.6	0.918812683274642	1	32	20	17	15	19.7589114845204	19.554137814453	0.204773670067485	0.222608120627242	0.101423915690149	0.0281758882013954	ok	proteomics	0.128646893072018	TRUE	FALSE
DLAT	10	-0.00917952611964064	-0.0155953309078477	0.0286047518563248	-0.320909133061084	0.2	0.153576396549984	0.678424684837983	32	20	17	15	22.5875605443402	22.6582328403236	-0.0706722959833144	-0.0897859826668602	0.0409536109262126	0.0283518943082504	ok	proteomics	0.129208274777284	TRUE	FALSE
PTGR1	10	0.00947304716235933	0.018672137363096	0.0345957830873774	0.273820862456952	0.6	0.475532659596901	0.905849723120519	32	20	17	15	22.8283879541319	22.9188299232194	-0.0904419690874967	-0.17250916753068	0.0787075214692852	0.028395766620874	ok	proteomics	0.129223081002862	TRUE	FALSE
SCFD2	10	-0.155592726228371	-0.100778155432989	0.162816137923059	-0.955634547122712	0	0.00592153702414871	0.272182974860348	21	14	13	8	19.4933900451643	18.9548546100568	0.538535435107512	0.648820699964306	0.29649103698634	0.0286454580139663	ok	proteomics	0.130173145632038	FALSE	FALSE
SF3B2	10	0.00841999955483047	0.00332684984820551	0.0557477067836967	0.151037594918485	0.6	0.838463781922464	1	32	20	17	15	21.4032927284768	21.2257488997604	0.177543828716416	0.192886276065688	0.0881762132311125	0.0287053736669818	ok	proteomics	0.130259334714221	TRUE	FALSE
PLPP3	10	0.0625733213503752	0.0181002725202328	0.117507435871837	0.532505206041794	0.8	0.0190588916017305	0.338796700953688	32	20	17	15	24.4204320094986	24.6111792515036	-0.190747242004981	-0.204186627811866	0.0934366127717382	0.0288671727151872	ok	proteomics	0.130435335805413	TRUE	FALSE
ACP1	10	-0.00964108242006921	-0.0128518418382645	0.0195649326163543	-0.492773607204261	0.3	0.185143724157873	0.704059519908048	32	20	17	15	23.9980048076378	23.955240795866	0.0427640117718191	-0.178760580494499	0.0817630483169748	0.0287918507774945	ok	proteomics	0.130435335805413	TRUE	FALSE
ITCH	10	-0.00943503593599863	-0.0228897484724411	0.0934087878788235	-0.101008011668436	0.4	0.610298655976554	0.991220451757667	32	20	17	15	20.3592874311519	20.385272054565	-0.0259846234131516	-0.0810657654511128	0.0370945160933138	0.0288606961143686	ok	proteomics	0.130435335805413	TRUE	FALSE
SPARC	10	0.00988321014579635	0.0123245427295956	0.0216116908927755	0.45730850930781	0.7	0.22127181567247	0.742589494275625	32	20	17	15	22.2916732679205	22.5070544920416	-0.21538122412105	-0.262366845420114	0.120123410900303	0.0289516572084546	ok	proteomics	0.130631519971765	TRUE	FALSE
ENO1	10	-0.0289707908991596	-0.0308966926596652	0.0461990767613906	-0.627085927469681	0.3	0.0831311427008039	0.550231530657708	32	20	17	15	29.0683655300212	29.2698955844165	-0.201530054395239	-0.22577809057218	0.103533315166913	0.029203475526724	ok	proteomics	0.131413325616607	TRUE	FALSE
IDH3B	10	0.00759759679586793	0.00569989173134307	0.0207765999751139	0.365680467688086	0.7	0.153576396549984	0.678424684837983	32	20	17	15	22.6278230919164	22.7845641988366	-0.156741106920176	-0.14620420316925	0.0670454253475774	0.0292075514652441	ok	proteomics	0.131413325616607	TRUE	FALSE
UBA1	10	-0.00336472600293919	-0.000672618009668988	0.0367307170581253	-0.0916052359559062	0.5	0.838463781922464	1	32	20	17	15	26.0276331321528	26.1199728233529	-0.0923396912000349	-0.0885694922549737	0.0406543875365048	0.0293616822882505	ok	proteomics	0.131920213783792	TRUE	FALSE
SLC25A3	10	0.00793822088795712	0.0210422423917275	0.0423888036160035	0.187271642763706	0.6	0.540817904242618	0.964263921110291	32	20	17	15	24.8156241588759	24.957826123982	-0.142201965106054	-0.152627537754604	0.0701035186759745	0.0294676091559346	ok	proteomics	0.132209400176344	TRUE	FALSE
PPIF	10	0.0022552531713402	0.00225621779100335	0.0185710869046053	0.121438943392211	0.6	0.838463781922464	1	32	20	17	15	22.4836676537435	22.6746054362105	-0.190937782466996	-0.176676562603774	0.0812143332054928	0.0295974791029676	ok	proteomics	0.132605043699352	TRUE	FALSE
SERPING1	10	0.00279011475587121	0.00714634959772098	0.0327082076839478	0.085303199210164	0.7	0.759765825978067	1	25	16	14	11	19.3076316010651	19.7798921107466	-0.472260509681451	-0.649558194919698	0.298734714461331	0.0296777626841247	ok	proteomics	0.132777725876513	TRUE	FALSE
CLMN	10	0.0312066895276037	0.0382457178900222	0.0826787238313866	0.377445225101031	0.8	0.22127181567247	0.742589494275625	30	19	16	14	19.5652626594968	19.1937968633487	0.371465796148108	0.337793067838548	0.155403019882583	0.0297308046917365	ok	proteomics	0.132828215905076	TRUE	FALSE
MFN1	10	-0.0147790900607524	0.00131353437106223	0.0892813856782602	-0.165533833827482	0.5	0.918812683274642	1	24	17	13	11	15.3642163160484	15.8764518783064	-0.512235562258041	-0.503811913125123	0.231885462076642	0.029804732482862	ok	proteomics	0.132971744779781	TRUE	FALSE
CRIP1	10	0.000602313287647619	0	0.00315397325865318	0.190969687518791	0.3	1	1	27	18	14	13	21.0332949344916	21.8186547892865	-0.785359854794901	-0.837329816891533	0.385513790375889	0.0298568634353537	ok	proteomics	0.133017762728095	TRUE	FALSE
MYO1C	10	0.00288129847621235	-0.00667349252730391	0.0268011391317315	0.107506567614546	0.4	0.838463781922464	1	32	20	17	15	20.7208318729273	20.4700761867461	0.250755686181215	0.245910192963926	0.113391909203641	0.0301073705242717	ok	proteomics	0.133946217675116	TRUE	FALSE
SCAMP4	10	-0.0157788418399392	-0.0165203742979665	0.0276564130022138	-0.570531031579406	0.2	0.102917539402853	0.588505606955251	24	15	15	9	23.1957462319303	23.0527484273727	0.142997804557549	0.19697350450091	0.0912795202467892	0.0309343911495743	ok	proteomics	0.137241699088976	TRUE	FALSE
SLC6A9	10	3.43078656980779e-05	-0.00207956292449706	0.0109256231632961	0.00314012895972221	0.4	1	1	32	20	17	15	21.3716015672744	21.5959582393485	-0.224356672074041	-0.235965889083818	0.109348613916768	0.0309338188787569	ok	proteomics	0.137241699088976	TRUE	FALSE
RNASE1	10	0.0302292262674272	0.0487238534073301	0.0761623706948672	0.39690500691655	0.7	0.185143724157873	0.704059519908048	8	8	5	3	21.4687567128	21.015529808458	0.453226904341982	0.26026014684388	0.120689912515308	0.0310495879050831	ok	proteomics	0.137560918002882	FALSE	FALSE
PDHB	10	0.000497317769407037	-0.0055036937541008	0.0342967736519318	0.0145004242805511	0.5	0.838463781922464	1	32	20	17	15	23.8564464972628	23.9717251728569	-0.115278675594123	-0.136278359178358	0.0633319602134066	0.0314123046659276	ok	proteomics	0.138974327040773	TRUE	FALSE
KANK1	10	0.0147188699425403	0.0142974387797219	0.0416226105606702	0.353626784679584	0.6	0.414823067184775	0.867355401336879	26	18	11	15	19.8662165674858	19.6671479799624	0.199068587523392	0.166696573973747	0.077543801972135	0.0315782758533901	ok	proteomics	0.139514577068936	TRUE	FALSE
PLD3	10	0.118344537751167	0.104019545706278	0.138913827590809	0.851927700817286	0.9	0.0249324556028632	0.363845543463064	32	20	17	15	22.393605943514	22.1166918093516	0.276914134162421	0.238630142808249	0.111035061364731	0.0316231246151401	ok	proteomics	0.139518945077338	TRUE	FALSE
COTL1	10	-0.151940101326306	-0.177703765767699	0.142866098816152	-1.06351403576737	0.1	0.0249324556028631	0.363845543463064	32	20	17	15	25.2418099457423	25.3927065285703	-0.15089658282805	-0.179039302822389	0.0833844244997036	0.0317809258977104	ok	proteomics	0.139634150940078	TRUE	FALSE
DENND5A	10	0.0218843832926167	0.0359253033150241	0.0698603480137026	0.313259007646573	0.8	0.22127181567247	0.742589494275625	11	9	6	5	19.844870909815	19.6317209782105	0.213149931604516	0.215307851705197	0.100263058440579	0.0317591024232669	ok	proteomics	0.139634150940078	FALSE	FALSE
MAPT	10	-0.0134298584166692	-0.0131397097085397	0.0375908784137044	-0.357263756086453	0.3	0.358951435852626	0.853658649396203	32	20	17	15	23.8107878153084	24.0104658851444	-0.19967806983599	-0.201915068604767	0.0940195801080919	0.0317467138491675	ok	proteomics	0.139634150940078	TRUE	FALSE
HOOK3	10	0.0359433251859116	0.0443956170576614	0.0638238337853051	0.563164621335976	0.8	0.185143724157873	0.704059519908048	31	19	17	14	20.9165322302628	20.7602429783254	0.156289251937327	0.168510093889543	0.078512324170831	0.0318499731863007	ok	proteomics	0.139744503042238	TRUE	FALSE
SUMF2	10	0.00945063008886381	0.0070720191967247	0.0411665753484649	0.22957047091886	0.5	0.610298655976554	0.991220451757667	32	20	17	15	20.3199797230157	20.5991114327589	-0.279131709743133	-0.452711259099662	0.211111586002103	0.0319994949446474	ok	proteomics	0.140014296312137	TRUE	FALSE
LEMD2	10	-0.0200109805428875	0.000259047842000995	0.074372168489704	-0.269065444093617	0.5	0.918812683274642	1	31	20	17	14	21.1392307391438	20.9249629725778	0.21426776656601	0.217509165934058	0.101422227411266	0.0319855863283035	ok	proteomics	0.140014296312137	TRUE	FALSE
RETREG2	10	0.0178730091649108	0.0138823272161581	0.0265184623436986	0.673983616895413	0.7	0.0414910873877314	0.44582820057862	32	20	17	15	20.3116411443686	20.4836926756301	-0.17205153126158	-0.174002084215095	0.081172592744946	0.0320644425833275	ok	proteomics	0.140105758046105	TRUE	FALSE
LTA4H	10	0.106482455504238	0.129708223880519	0.0717935565728327	1.48317565791874	0.9	0.0108269212771313	0.293188890507795	32	20	17	15	24.1422318651891	23.9589754531322	0.183256412056874	0.168569375712274	0.0786642603844979	0.0321214024743875	ok	proteomics	0.140162114226374	TRUE	FALSE
ALDH7A1	10	0.0123150659673099	0.00259917175107423	0.0386565736055315	0.318576242503493	0.5	0.414823067184775	0.867355401336879	32	20	17	15	27.178009721445	27.4094448073114	-0.231435085866412	-0.234739877266004	0.109706197558909	0.0323778939695297	ok	proteomics	0.141087781804211	TRUE	FALSE
BDH1	10	-0.0378105042809564	-0.0206537395763328	0.0331019038140205	-1.1422456089955	0	0.00592153702414871	0.272182974860348	32	20	17	15	22.1242513082812	22.2835269163234	-0.159275608042257	-0.160670576958323	0.07520668971709	0.0326479014903355	ok	proteomics	0.142069732750694	TRUE	FALSE
ACSBG1	10	0.0105418338043999	-0.00304118449452104	0.0413235743000465	0.255104597870859	0.3	0.918812683274642	1	30	18	17	13	21.0758584762897	20.5668543608596	0.509004115430113	0.420061169426026	0.197347431008013	0.0332926440879971	ok	proteomics	0.144677460169288	TRUE	FALSE
PDE6D	10	-0.00464644261080256	-0.0103943287756927	0.0459967400346341	-0.101016780913255	0.3	0.610298655976554	0.991220451757667	32	20	17	15	21.6462080412821	21.756197545742	-0.109989504459904	-0.12658142809866	0.0595193384718806	0.033442711397717	ok	proteomics	0.145131330090229	TRUE	FALSE
PLS3	10	-0.012057168568984	-0.0199519238827651	0.0199698389248045	-0.603768944475952	0.3	0.0831311427008039	0.550231530657708	32	20	17	15	22.7706357000915	22.8991420546027	-0.128506354511231	-0.141468869811987	0.0666111666999547	0.0336867781098436	ok	proteomics	0.145991336740344	TRUE	FALSE
PLCD3	10	0.00208979005139281	-0.000212696293532667	0.0165758930839347	0.126074054701658	0.2	0.446872820710831	0.900203647122529	32	20	17	15	22.5240995498044	22.7610377630248	-0.23693821322037	-0.234145018368202	0.110397688492308	0.0339282662363641	ok	proteomics	0.146837843398469	TRUE	FALSE
CAD	10	-0.000417317154950555	0.00328921896946484	0.0185938175760511	-0.0224438662605823	0.5	1	1	32	20	17	15	21.1888451002527	21.0581913785225	0.130653721730191	0.131879709812024	0.0622056635216234	0.0340010252570179	ok	proteomics	0.146952800737193	TRUE	FALSE
ITGAV	10	-0.0599768649252402	-0.0494731894139429	0.181188284115775	-0.331019553598269	0.3	0.358951435852626	0.853658649396203	32	20	17	15	21.4814840447727	21.3772798224789	0.10420422229376	0.0777087271386261	0.0367695414850669	0.034566596756567	ok	proteomics	0.14919449699137	TRUE	FALSE
ERI3	10	-0.0696706141714597	-0.0562323668662872	0.0876292252815502	-0.795061395871184	0.1	0.00804523748656169	0.272182974860348	31	19	16	15	21.7248677805534	21.9467593015336	-0.221891520980247	-0.168749815206769	0.0798768300753724	0.034632848173962	ok	proteomics	0.14925362783184	TRUE	FALSE
BCAP31	10	0.0170724282803239	0.0121632926609387	0.0418968866333992	0.40748680038469	0.6	0.262192602406773	0.806593233815048	32	20	17	15	23.2444187218537	23.0577044118269	0.186714310026801	0.233000067701025	0.110324014682843	0.0346897546319196	ok	proteomics	0.14925362783184	TRUE	FALSE
KCNQ4	10	0.000332051017462495	0	0.00252702919563978	0.131399755109844	0.2	0.855132140584706	1	28	19	14	14	19.4201991876957	19.5598225150291	-0.1396233273334	-0.248999508300133	0.117920013256282	0.0347210577163035	ok	proteomics	0.14925362783184	TRUE	FALSE
TGFB1I1	10	0.000456250216929716	0	0.00332708188565299	0.137132247600263	0.4	0.67498671397049	1	30	18	16	14	18.4913315424025	18.594084178309	-0.102752635906548	-0.189717577042545	0.0900312967067982	0.0350967549547027	ok	proteomics	0.150665016883818	TRUE	FALSE
CAPN1	10	-0.00137433960595523	-0.000726586359784655	0.0262004766044584	-0.0524547559459801	0.5	1	1	32	20	17	15	24.2742154324416	24.3501828493159	-0.0759674168743061	-0.123564594130509	0.0586661513418175	0.0351841028740283	ok	proteomics	0.150836430245666	TRUE	FALSE
RABGAP1	10	-0.0215805322952864	-0.0332696607744172	0.0690907957694372	-0.312350321847541	0.4	0.308063229907199	0.837780909563191	32	20	17	15	22.2683022126258	22.1482797655461	0.120022447079716	0.119540127074377	0.0567977342956699	0.0353205963216027	ok	proteomics	0.151217788558571	TRUE	FALSE
RPS21	10	0.0464307891388773	0.0307573957528235	0.0562003035364962	0.826166163119125	0.8	0.0249324556028632	0.363845543463064	32	20	17	15	22.5247263002242	22.4025520223647	0.122174277859507	0.119313485560052	0.0567139656203057	0.0353979823228142	ok	proteomics	0.151345405603323	TRUE	FALSE
TXNDC5	10	0.00491250441417168	0.00578915377186105	0.0296008100545129	0.165958445229195	0.7	0.540817904242618	0.964263921110291	32	20	17	15	21.9043637367292	21.6533314009164	0.251032335812841	0.239023530110327	0.113646157024797	0.0354460355672433	ok	proteomics	0.151347435086444	TRUE	FALSE
PRDX1	10	0.0605851538309925	0.0638597521258005	0.11777126912993	0.514430678030247	0.8	0.185143724157873	0.704059519908048	32	20	17	15	27.9861040562307	28.1154621973894	-0.129358141158693	-0.131258369799771	0.0624588783515742	0.0355956421780371	ok	proteomics	0.151376654770503	TRUE	FALSE
PPP1R7	10	-0.00997468754986113	-0.0097782145665285	0.0303490354946146	-0.328665718277312	0.4	0.475532659596901	0.905849723120519	32	20	17	15	22.8362170197116	22.861267030366	-0.025050010654347	-0.11324396682752	0.0538847691489408	0.035588759432956	ok	proteomics	0.151376654770503	TRUE	FALSE
MADD	10	-0.000605020880193519	0.0111921001665034	0.0555305809286511	-0.0108952737406238	0.6	0.838463781922464	1	13	11	7	6	20.5800255601388	20.8558068863902	-0.275781326251394	-0.315467066502258	0.150057576293296	0.035526407277087	ok	proteomics	0.151376654770503	FALSE	FALSE
PABPC4	10	0.0313226213088773	0.00865189148548791	0.094310924553101	0.332120816939307	0.6	0.475532659596901	0.905849723120519	20	14	11	9	20.8994231723124	20.8384161945943	0.0610069777180868	0.172314343742952	0.082041437254059	0.0356995521721611	ok	proteomics	0.151615855086308	FALSE	FALSE
NGEF	10	-0.00404236648554128	-0.000990358024487907	0.0127088903314982	-0.318073913622697	0.4	0.55361699196578	0.968938294141862	19	15	10	9	19.4039855002676	19.5037406416664	-0.099755141398802	-4.19849735715811	2.00039419319788	0.0358314478734745	ok	proteomics	0.151973114247363	FALSE	FALSE
PTPN23	10	-0.00141309955691987	-0.00233920175712852	0.0329020206295923	-0.0429487165189155	0.4	0.918812683274642	1	30	18	17	13	21.6183259715195	21.5982167597379	0.020109211781584	0.314756497185297	0.150062350205745	0.0359489142838604	ok	proteomics	0.152268304043888	TRUE	FALSE
UBA3	10	-0.0497873814796767	-0.0611939669449962	0.0709379865977086	-0.701843735177069	0.3	0.0831311427008039	0.550231530657708	32	20	17	15	22.5456558536048	22.6197386059407	-0.0740827523359293	-0.0791181236737172	0.0378255724374715	0.0364692089338119	ok	proteomics	0.154266693641564	TRUE	FALSE
NTRK2	10	0.00584752153676994	0.00189624359527174	0.0436210139332984	0.134052856857282	0.5	0.759765825978067	1	32	20	17	15	23.0493688415895	23.2209667179216	-0.171597876332051	-0.194374314103788	0.0930447029035202	0.0367039214559777	ok	proteomics	0.15505335212678	TRUE	FALSE
DARS2	10	0.00884948530849008	0.00783091554202598	0.0193025511491264	0.458461953558433	0.6	0.22127181567247	0.742589494275625	32	20	17	15	20.3917255001903	20.2391460241707	0.152579476019636	0.176131848943689	0.0843928741657357	0.0368839353952466	ok	proteomics	0.155607159804084	TRUE	FALSE
JAM3	10	-0.0349698511026526	-0.0137985401176709	0.0710626386555991	-0.492098967393147	0.3	0.22127181567247	0.742589494275625	32	20	17	15	22.925166630455	22.7026496764207	0.22251695403429	0.204236948428062	0.0979125363308008	0.0369865821889239	ok	proteomics	0.155833533699294	TRUE	FALSE
SERPINA1	10	-0.0103234571468353	-0.00602694153693138	0.0225166017632648	-0.4584820238584	0.4	0.185143724157873	0.704059519908048	32	20	17	15	24.4156222339854	24.2709125140243	0.144709719961149	-0.342829115132879	0.164966663745685	0.0376935124404014	ok	proteomics	0.158601935281636	TRUE	FALSE
SLC6A1	10	0.00978988996896101	0.00840734240767584	0.0139540175883686	0.701582172085076	0.7	0.0831311427008039	0.550231530657708	31	20	16	15	19.7119523528057	19.9436427851123	-0.231690432306607	-0.249688919783135	0.120305244973415	0.0379437714795816	ok	proteomics	0.159444038410236	TRUE	FALSE
DDT	10	0.0265566087526817	0.0183329618641986	0.0494599857151999	0.536931185253463	0.8	0.0665457213437162	0.514554351548001	32	20	17	15	23.8298382235772	23.9945628534941	-0.164724629916837	-0.168367007459117	0.0811704563080577	0.0380570268529321	ok	proteomics	0.15970897416778	TRUE	FALSE
EPB41L3	10	-0.0752188205668079	-0.0409123106839759	0.128003954314906	-0.587628882009069	0.3	0.153576396549984	0.678424684837983	32	20	17	15	24.5897527097813	24.7525580829176	-0.162805373136266	-0.19983290589665	0.096472626662129	0.0383219080453207	ok	proteomics	0.160608681807859	TRUE	FALSE
