feature	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage
CES1	31	19	17	14	25.993324628127255	25.363010219565098	0.6303144085621568	0.24779205778144003	0.8530783854861506	0.771458151781319	ok	abpp	0.8644049170561768	True
ABHD12	34	20	18	16	24.987357985098363	24.871493648289924	0.1158643368084391	0.0407322805376754	0.16364513882055695	0.8034333823852281	ok	abpp	0.8895155304979312	True
ABHD14B	34	20	18	16	24.482416431765543	24.33748391067046	0.14493252109508248	-0.09429267422815994	0.5004623324506748	0.8505543744484748	ok	abpp	0.9306065508671547	True
PARK7	34	20	18	16	22.25624500513655	22.270863166924137	-0.014618161787588235	-0.02346940267213444	0.1425989309392905	0.8692719763899945	ok	abpp	0.9400266721426684	True
DDAH1	34	20	18	16	22.117257044826637	21.988044607170963	0.12921243765567425	-0.06483272691826712	0.4650850313189299	0.8891342871917179	ok	abpp	0.9504538932049399	True
PREPL	34	20	18	16	23.572154520821115	23.807701078627154	-0.23554655780603895	0.052462539261379226	0.5300306731485901	0.9211539951595407	ok	abpp	0.97349229033906	True
PPME1	31	18	17	14	22.19580400135257	22.09934114010406	0.09646286124851144	0.018506799012525922	0.21669076216201807	0.9319382278702422	ok	abpp	0.9738230920441857	True
PSMB5	29	19	15	14	20.332100882948275	20.302749638047498	0.029351244900777118	-0.01397748753414035	0.22750426350249245	0.9510101077648556	ok	abpp	0.9787298926525737	True
PDIA3	32	19	17	15	21.28295093421916	21.156669049903012	0.12628188431614618	0.010160689002598023	0.2708558776994489	0.9700757616329653	ok	abpp	0.9787298926525737	True
RBBP9	25	16	14	11	21.77459806966447	21.8365252122601	-0.06192714259562848	-0.008968518889876263	0.2521619272128375	0.9716280151458234	ok	abpp	0.9787298926525737	True
VNN1	10	7	9	1	20.4275289847378	20.3635658591649	0.06396312557290074	-0.009058123666468756	0.33974820949528367	0.9787298926525736	ok	abpp	0.9787298926525737	False
GBE1	15	12	10	5	21.39837507933622	21.57882741870248	-0.18045233936626204				ok	abpp		False
OTUD7B	12	9	7	5	21.01955216851593	20.857852475266036	0.16169969324989353				ok	abpp		False
PLA2G6	4	4	3	1	21.076609027752067	20.7164075368819	0.3602014908701676				insufficient	abpp		False
USP24	15	12	9	6	20.80161970601912	20.92437225703545	-0.12275255101632965				ok	abpp		False
