analysis	sample	donor	group	n_cells	panel_total	SOAT1_count	SOAT1_log10k	SOAT1_detect	LIPA_count	LIPA_log10k	LIPA_detect	PLIN2_count	PLIN2_log10k	PLIN2_detect	ABCA1_count	ABCA1_log10k	ABCA1_detect	ABCG1_count	ABCG1_log10k	ABCG1_detect	NR1H3_count	NR1H3_log10k	NR1H3_detect	LAMP1_count	LAMP1_log10k	LAMP1_detect	CTSD_count	CTSD_log10k	CTSD_detect	GPNMB_count	GPNMB_log10k	GPNMB_detect	SPP1_count	SPP1_log10k	SPP1_detect	APOE_count	APOE_log10k	APOE_detect
t_near_vs_t_far_pathological	ms15r1	ms15	t_near	135	7677	19	4.686458562888746	0.13333333333333333	4	2.634678906135717	0.02962962962962963	14	4.2657586922895705	0.08148148148148149	78	6.680917691625994	0.34814814814814815	0	0.0	0.0	2	1.8500730198327835	0.014814814814814815	10	3.8100236622217096	0.07407407407407407	8	3.513583881958092	0.05925925925925926	118	7.273384171475207	0.4444444444444444	966	10.298410909596466	0.7703703703703704	90	6.88549254249577	0.45925925925925926
t_near_vs_t_far_pathological	ms15r1	ms15	t_far	693	41402	94	4.567071844912198	0.1240981240981241	33	3.1652092176415088	0.04329004329004329	55	3.8363667557981342	0.06926406926406926	328	6.325948075764864	0.31601731601731603	3	0.7862640238603976	0.002886002886002886	2	0.5685851867001211	0.002886002886002886	63	4.019404468034989	0.0836940836940837	27	2.9110058436848663	0.03751803751803752	618	7.231395458279062	0.443001443001443	5236	10.305689234806685	0.7647907647907648	391	6.576520356186463	0.39105339105339104
pathological_vs_homeostatic	ms1r1	ms1	pathological	204	15909	38	4.637253804375818	0.15196078431372548	30	4.31159397949702	0.11764705882352941	3	1.5289338529773528	0.014705882352941176	60	5.274802150347551	0.19607843137254902	3	1.5289338529773528	0.014705882352941176	5	2.050632327139618	0.024509803921568627	60	5.274802150347551	0.22549019607843138	26	4.116277457953287	0.10784313725490197	196	6.956529540951751	0.37745098039215685	832	9.033352563802623	0.5245098039215687	277	7.452161169426968	0.6323529411764706
pathological_vs_homeostatic	ms1r1	ms1	homeostatic	287	24708	55	4.539778990873735	0.1672473867595819	30	3.716092788573889	0.09059233449477352	4	1.3889658511718248	0.013937282229965157	31	3.759852892995194	0.09059233449477352	4	1.3889658511718248	0.013937282229965157	3	1.1467735792325107	0.010452961672473868	90	5.225947729082296	0.23693379790940766	29	3.670963712056028	0.08710801393728224	25	3.4748487840303697	0.08013937282229965	344	7.131611723446301	0.5087108013937283	294	6.906767971829068	0.578397212543554
t_near_vs_t_far_pathological	ms1r1	ms1	t_near	148	10744	24	4.544612064316176	0.14189189189189189	18	4.15003456169493	0.10135135135135136	3	1.9230564124700913	0.02027027027027027	41	5.291339583226589	0.16216216216216217	3	1.9230564124700913	0.02027027027027027	5	2.499210703404398	0.033783783783783786	43	5.358337814783607	0.22297297297297297	17	4.072344641099072	0.0945945945945946	151	7.145102292055147	0.39864864864864863	591	9.106103456032736	0.4864864864864865	209	7.611225343510204	0.6486486486486487
t_near_vs_t_far_pathological	ms1r1	ms1	t_far	56	5165	14	4.812781495029363	0.17857142857142858	12	4.598919037254763	0.16071428571428573	0	0.0	0.0	19	5.239782190440356	0.2857142857142857	0	0.0	0.0	0	0.0	0.0	17	5.083802377205831	0.23214285714285715	9	4.203590819217305	0.14285714285714285	45	6.461477466281946	0.32142857142857145	241	8.869137690492078	0.625	68	7.051539297395124	0.5892857142857143
pathological_vs_homeostatic	ms1r2	ms1	pathological	989	84631	114	3.8550170848277423	0.1051567239635996	84	3.4496196137154245	0.07482305358948432	21	1.7996511147297363	0.020222446916076844	141	4.142459326667046	0.11324570273003033	9	1.0450515660903053	0.008088978766430738	22	1.8478046427479458	0.021233569261880688	405	5.610428556271181	0.31445904954499493	86	3.480492762512067	0.08493427704752275	216	4.729148272679495	0.10717896865520728	500	5.908813055282498	0.20525783619817997	1141	7.085558224514479	0.5793731041456016
pathological_vs_homeostatic	ms1r2	ms1	homeostatic	1097	96566	167	4.19328852117474	0.13126709206927986	73	3.09754279712708	0.061075660893345485	31	2.0739023476674885	0.02643573381950775	119	3.7358663392473876	0.09389243391066546	7	0.7865067191679407	0.006381039197812215	24	1.8013022186071832	0.02187784867821331	445	5.557118166765389	0.3108477666362808	93	3.410167255163119	0.07930720145852324	72	3.07998227425846	0.05742935278030994	272	4.866278149302612	0.17684594348222424	1334	7.120433439692579	0.6216955332725616
t_near_vs_t_far_pathological	ms1r2	ms1	t_near	401	32176	28	3.278302735735831	0.06234413965087282	33	3.4926340557774154	0.0773067331670823	9	1.9249040210985857	0.022443890274314215	47	3.9641361890938005	0.09725685785536159	2	0.6974013594431135	0.004987531172069825	6	1.518406176173878	0.014962593516209476	146	5.535288912440521	0.28428927680798005	32	3.4522397042376864	0.0798004987531172	59	4.273265853134285	0.08478802992518704	183	5.854860635919667	0.19451371571072318	428	7.066287265419401	0.5635910224438903
t_near_vs_t_far_pathological	ms1r2	ms1	t_far	588	52455	86	4.120601208651481	0.13435374149659865	51	3.42258547424011	0.07312925170068027	12	1.7170677556949743	0.01870748299319728	94	4.241849487037405	0.12414965986394558	7	1.223099480386364	0.01020408163265306	16	2.0180050951370188	0.025510204081632654	259	5.654654796289235	0.33503401360544216	54	3.4975533762050524	0.08843537414965986	157	4.950954357573846	0.12244897959183673	317	5.940936105218478	0.21258503401360543	713	7.097252941934079	0.5901360544217688
pathological_vs_homeostatic	ms4r1	ms4	pathological	291	44985	107	4.631436468408479	0.24398625429553264	43	3.400366025893009	0.13402061855670103	19	2.385052738893255	0.06529209621993128	117	4.755350669518139	0.2611683848797251	5	1.078255678576325	0.01718213058419244	16	2.1880024147762507	0.05154639175257732	207	5.555059598276134	0.43986254295532645	47	3.5170144833995423	0.140893470790378	147	5.0737156763651114	0.140893470790378	358	6.332387192189553	0.32989690721649484	599	7.067762352002439	0.7628865979381443
pathological_vs_homeostatic	ms4r1	ms4	homeostatic	298	56040	113	4.403551900574993	0.2785234899328859	77	3.8816827832384093	0.21476510067114093	21	2.2471143151576456	0.06040268456375839	103	4.276476474108584	0.24496644295302014	12	1.6513744159637278	0.040268456375838924	10	1.4773870425937439	0.03355704697986577	212	5.279104310479926	0.4798657718120805	43	3.116546188396106	0.13087248322147652	43	3.116546188396106	0.087248322147651	238	5.441937056629487	0.28859060402684567	642	6.85251113064453	0.7684563758389261
t_near_vs_t_far_pathological	ms4r1	ms4	t_near	166	23406	49	4.45514984698554	0.19879518072289157	22	3.3784144218633445	0.1144578313253012	7	1.996636821244255	0.04216867469879518	53	4.563387976350779	0.23493975903614459	1	0.5132288420012057	0.006024096385542169	7	1.996636821244255	0.04216867469879518	109	5.571957548411565	0.43373493975903615	24	3.4923378991240064	0.13253012048192772	114	5.635332435245406	0.1686746987951807	195	6.397665586003466	0.29518072289156627	316	7.087548950354304	0.7409638554216867
t_near_vs_t_far_pathological	ms4r1	ms4	t_far	125	21579	58	4.801054291052326	0.304	21	3.423804518027674	0.16	12	2.7139073754921985	0.096	64	4.938213525811193	0.296	4	1.512810429273377	0.032	9	2.3703656116973826	0.064	98	5.536504398703451	0.448	23	3.543311586417578	0.152	33	4.026148985064163	0.104	163	6.2580741595608975	0.376	283	7.045989181447645	0.792
pathological_vs_homeostatic	ms4r2	ms4	pathological	949	235502	425	4.251458237932114	0.3087460484720759	108	2.4818022247952864	0.09694415173867228	82	2.1641180952679484	0.08008429926238145	233	3.445429933132213	0.17281348788198103	18	0.8191161093861518	0.01791359325605901	22	0.9517180765958162	0.022128556375131718	417	4.225495204249701	0.31822971548998946	125	2.6571393304557933	0.12223393045310854	459	4.356867817572174	0.14857744994731295	369	4.059065943058658	0.19810326659641728	1223	5.726057860777532	0.59536354056902
pathological_vs_homeostatic	ms4r2	ms4	homeostatic	28	1256	2	4.0809617635988795	0.07142857142857142	2	4.0809617635988795	0.07142857142857142	1	3.1637858643449057	0.03571428571428571	3	4.637224791292046	0.10714285714285714	0	0.0	0.0	0	0.0	0.0	1	3.1637858643449057	0.03571428571428571	1	3.1637858643449057	0.03571428571428571	7	5.826103129816184	0.17857142857142858	8	6.015565977232722	0.17857142857142858	17	7.09117425971241	0.32142857142857145
t_near_vs_t_far_pathological	ms4r2	ms4	t_near	484	113787	188	4.131103645802202	0.2727272727272727	67	2.7841259031585546	0.11776859504132231	37	2.088036261464773	0.07024793388429752	148	3.8080511883857775	0.19834710743801653	15	1.2130377259362437	0.028925619834710745	10	0.9098383868151342	0.02066115702479339	185	4.109230811452822	0.27479338842975204	60	2.6491578849912183	0.10950413223140495	359	5.024593487105474	0.19421487603305784	214	4.307943529954512	0.21487603305785125	596	5.738188669556356	0.5743801652892562
t_near_vs_t_far_pathological	ms4r2	ms4	t_far	465	121715	237	4.355560183705416	0.34623655913978496	41	2.1271461914009295	0.07526881720430108	45	2.231789167650994	0.09032258064516129	85	2.9970262644795316	0.14623655913978495	3	0.3178567564165092	0.0064516129032258064	12	0.9898000296756799	0.023655913978494623	232	4.326315936997962	0.3634408602150538	65	2.664561173121334	0.13548387096774195	100	3.2041272894246706	0.1010752688172043	155	3.779750032528919	0.18064516129032257	627	5.714624201409997	0.6172043010752688
pathological_vs_homeostatic	ms5r1	ms5	pathological	708	39735	100	4.709661717075469	0.11581920903954802	27	2.962552166966238	0.038135593220338986	69	4.198890401307111	0.07627118644067797	559	7.146512859448387	0.4463276836158192	28	3.008394428773642	0.038135593220338986	28	3.008394428773642	0.038135593220338986	162	5.384398758782615	0.19915254237288135	239	5.9342448196570485	0.2598870056497175	527	7.062085705673766	0.4293785310734463	3627	9.835730341162456	0.7570621468926554	1282	8.33823485365159	0.6892655367231638
pathological_vs_homeostatic	ms5r1	ms5	homeostatic	318	14391	38	4.77638787931438	0.1069182389937107	6	2.369961245842244	0.018867924528301886	9	2.858758585798724	0.02830188679245283	191	7.063091301747787	0.34591194968553457	7	2.5519223034679652	0.0220125786163522	18	3.755722675474637	0.05660377358490566	51	5.187404174648987	0.14465408805031446	82	5.857484846099802	0.22012578616352202	48	5.102413729864968	0.13522012578616352	543	8.56346002503931	0.6352201257861635	429	8.224498479019994	0.6415094339622641
t_near_vs_t_far_pathological	ms5r1	ms5	t_near	163	7505	19	4.717893294681267	0.09202453987730061	6	3.169070387546377	0.03680981595092025	12	4.086557940179698	0.05521472392638037	123	7.3653665670674675	0.4601226993865031	5	2.93776342538699	0.03067484662576687	8	3.5434414773476566	0.04294478527607362	37	5.65249987078352	0.20245398773006135	64	6.430895451187185	0.2883435582822086	141	7.561286036846049	0.49079754601226994	508	9.404890520076416	0.5766871165644172	247	8.36682018181938	0.6196319018404908
t_near_vs_t_far_pathological	ms5r1	ms5	t_far	545	32230	81	4.707738171311078	0.12293577981651377	21	2.909901459263541	0.03853211009174312	57	4.22383848398656	0.08256880733944955	436	7.090405604712033	0.44220183486238535	23	3.0243566506895196	0.04036697247706422	20	2.849078261361544	0.03669724770642202	125	5.314107069962261	0.1981651376146789	175	5.789135532652089	0.25137614678899084	386	6.916048965878421	0.41100917431192663	3119	9.91995367954606	0.8110091743119267	1035	8.331496449825938	0.710091743119266
pathological_vs_homeostatic	ms6r0	ms6	pathological	455	62886	327	5.727889288504423	0.35384615384615387	157	4.698541389609723	0.22637362637362637	119	4.316372466926729	0.1912087912087912	736	6.883097529239407	0.5582417582417583	70	3.600656709685477	0.12307692307692308	48	3.109838502096532	0.09230769230769231	392	5.984931503815292	0.45714285714285713	598	6.586355042629289	0.5142857142857142	4997	9.635922084247094	0.7824175824175824	530	6.41412690301945	0.24615384615384617	3717	9.209622858769976	0.8791208791208791
pathological_vs_homeostatic	ms6r0	ms6	homeostatic	211	15847	25	4.06831453182715	0.08530805687203792	18	3.627445374815474	0.08056872037914692	19	3.699290768749744	0.06635071090047394	179	6.832322106531286	0.33649289099526064	18	3.627445374815474	0.07582938388625593	6	2.2588823690229245	0.02843601895734597	90	5.852824949698782	0.27488151658767773	80	5.686016967189068	0.27488151658767773	158	6.653968782021532	0.3222748815165877	179	6.832322106531286	0.3080568720379147	749	8.887661323035166	0.8293838862559242
t_near_vs_t_far_pathological	ms6r0	ms6	t_near	399	53366	259	5.630311504407007	0.3358395989974937	132	4.685651463102652	0.22055137844611528	84	4.065258564554696	0.17042606516290726	588	6.796786088554683	0.5363408521303258	56	3.5227554129982543	0.11779448621553884	41	3.1181594041230003	0.08771929824561403	327	5.9605804950777985	0.44611528822055135	535	6.661793717316686	0.5087719298245614	4136	9.59995987217379	0.7719298245614035	439	6.379588291305185	0.24561403508771928	3245	9.250452534397928	0.8646616541353384
t_near_vs_t_far_pathological	ms6r0	ms6	t_far	56	9520	68	6.178487014945737	0.48214285714285715	25	4.768740340909329	0.26785714285714285	35	5.2389666458719635	0.3392857142857143	148	7.28967020612088	0.7142857142857143	14	3.9732330904372146	0.16071428571428573	7	3.0622842782543422	0.125	65	6.114311026231313	0.5357142857142857	63	6.069884094112504	0.5535714285714286	861	9.822430242519703	0.8571428571428571	91	6.593775570527465	0.25	472	8.95651648269373	0.9821428571428571
