gene	donor	hmg_like	mims2_like	delta_mims2_minus_hmg
TMEM119	ms15	0.411052425731246	0.0234156710891973	-0.387636754642048
TMEM119	ms16	0.576851567635932	0.0394791344328044	-0.537372433203127
TMEM119	ms4	0.434375313291021	0.0217750495759492	-0.412600263715072
TMEM119	ms5	0.255432760837924	0.017331395840494	-0.23810136499743
TMEM119	ms6	0.754830497530842	0.0262852298790019	-0.72854526765184
TMEM119	ms7	0.238676220420577	0.0467143579224648	-0.191961862498113
TMEM119	ms8	0.558613653341649	0.0714010750765659	-0.487212578265083
SALL1	ms1	0.598783231881445	0.0625278246085645	-0.536255407272881
SALL1	ms10	0.752215674060919	0.114663339952956	-0.637552334107964
SALL1	ms11	0.647777351849624	0.0534741133979671	-0.594303238451657
SALL1	ms15	0.644493623506661	0.0591633488690858	-0.585330274637575
SALL1	ms16	0.674727264668347	0.091579018704267	-0.58314824596408
SALL1	ms4	0.674412276596607	0.0386404350951758	-0.635771841501431
SALL1	ms5	0.509857253401602	0.141175645519777	-0.368681607881825
SALL1	ms6	0.586102530888812	0.0576739987424754	-0.528428532146336
SALL1	ms7	0.744370876662329	0.0880388744045613	-0.656332002257768
SALL1	ms8	0.669894230233924	0.0850125558540411	-0.584881674379883
LPL	ms1	0.045146216819296	0.204411041172675	0.159264824353379
LPL	ms10	0.0443349546417972	0.342138964629796	0.297804009987999
LPL	ms11	0.4341684871768	0.91559440762243	0.48142592044563
LPL	ms15	0.0251283585147142	0.0898690170710577	0.0647406585563435
LPL	ms16	0.0326714868219634	0.193224473279906	0.160552986457943
LPL	ms4	0.202084284605221	0.337565294967265	0.135481010362044
LPL	ms5	0.0733849032573744	0.173478954778853	0.100094051521479
LPL	ms6	0.111341657540511	0.162118304671388	0.0507766471308768
LPL	ms7	0.106517807228805	0.113343705463377	0.00682589823457172
LPL	ms8	0.0870277607259966	0.232330636248092	0.145302875522095
SPP1	ms1	1.95368757014995	2.28654547039637	0.332857900246426
SPP1	ms10	2.43607560235242	2.44996078009858	0.0138851777461579
SPP1	ms11	3.07977964597621	3.18859988556701	0.108820239590808
SPP1	ms15	2.60699276029821	2.80648051333299	0.19948775303478
SPP1	ms16	1.55989462498608	1.66102098022349	0.101126355237407
SPP1	ms4	1.43405174816068	1.6753034701973	0.241251722036621
SPP1	ms5	2.84504068347648	2.81479875342733	-0.0302419300491477
SPP1	ms6	3.18850416141523	2.25769054072448	-0.930813620690751
SPP1	ms7	1.19980294731224	1.14207095785811	-0.0577319894541255
SPP1	ms8	0.749594667846406	1.28578999019804	0.53619532235163
TREM2	ms1	0.242181741169246	0.293760789123734	0.0515790479544882
TREM2	ms10	0.146385100321416	0.233269729364681	0.0868846290432651
TREM2	ms11	0.26751229460073	0.267779205167964	0.000266910567234158
TREM2	ms15	0.1760131786738	0.22088170666773	0.0448685279939301
TREM2	ms16	0.175751697036915	0.164515048126837	-0.0112366489100778
TREM2	ms4	0.409175777403757	0.543456662198519	0.134280884794762
TREM2	ms5	0.0737729338552714	0.0951184613897766	0.0213455275345052
TREM2	ms6	0.480614186237292	0.365753440734515	-0.114860745502777
TREM2	ms7	0.167656482723489	0.103195359126305	-0.0644611235971844
TREM2	ms8	0.188873701989126	0.383949559083428	0.195075857094302
CTSD	ms1	0.205070675151227	0.56648067836217	0.361410003210942
CTSD	ms10	0.251930048931237	0.550006157105394	0.298076108174158
CTSD	ms11	0.73079524769761	1.2799005651137	0.549105317416091
CTSD	ms15	0.332317491500285	0.44540182274435	0.113084331244065
CTSD	ms16	0.299070576971055	0.509432969920738	0.210362392949683
CTSD	ms4	0.46495835541145	1.06230205917858	0.597343703767125
CTSD	ms5	0.235516584853509	0.380714938508344	0.145198353654835
CTSD	ms6	0.945511199940236	1.56722873386239	0.62171753392215
CTSD	ms7	0.332757886448104	0.464056676146118	0.131298789698014
CTSD	ms8	0.263415178985979	0.482314065151331	0.218898886165352
PLIN2	ms1	0.0148147937281904	0.0293837444117369	0.0145689506835465
PLIN2	ms10	0.0531278864191613	0.125850720306008	0.0727228338868466
PLIN2	ms11	0.0688716757068099	0.176547346137344	0.107675670430534
PLIN2	ms15	0.016235425884226	0.0412164065613013	0.0249809806770752
PLIN2	ms16	0.0417464541397742	0.0907038458225349	0.0489573916827607
PLIN2	ms4	0.076176287432953	0.216030727690171	0.139854440257218
PLIN2	ms5	0.0785488711027959	0.12614535511529	0.0475964840124937
PLIN2	ms6	0.188854110048509	0.380215476987021	0.191361366938512
PLIN2	ms7	0.02898207559751	0.0754566457601917	0.0464745701626818
PLIN2	ms8	0.0170909148411014	0.0341791374200444	0.017088222578943
LGALS3	ms1	0.0160227149825098	0.0674482140567043	0.0514254990741945
LGALS3	ms10	0	0.135845996444053	0.135845996444053
LGALS3	ms11	0.083700578361459	0.245619853294943	0.161919274933484
LGALS3	ms15	0.0251126428799809	0.0551868127964601	0.0300741699164792
LGALS3	ms16	0.0230944760929536	0.070911683574456	0.0478172074815024
LGALS3	ms4	0.0990017904799717	0.553746062603571	0.454744272123599
LGALS3	ms5	0.013597560541743	0.0254019972080548	0.0118044366663117
LGALS3	ms6	0.164767408815769	0.636490689024847	0.471723280209078
LGALS3	ms7	0.0986962733850432	0.182118640613503	0.0834223672284596
LGALS3	ms8	0.0131974899104078	0.091166204825582	0.0779687149151743
PPARG	ms1	0.34993634957125	0.526528280915092	0.176591931343842
PPARG	ms10	0.551470567230879	0.741886289048711	0.190415721817832
PPARG	ms11	0.671884610261593	0.815187447778947	0.143302837517354
PPARG	ms15	0.366199765247415	0.393567585800141	0.0273678205527261
PPARG	ms16	0.463596780335709	0.653584824594886	0.189988044259177
PPARG	ms4	0.592194329335631	0.873640690546457	0.281446361210826
PPARG	ms5	0.964258331629297	0.976952046140129	0.0126937145108318
PPARG	ms6	0.937989601849955	1.0223414131181	0.084351811268149
PPARG	ms7	0.529892977651698	0.646946894685969	0.11705391703427
PPARG	ms8	0.279058670956948	0.487195245473237	0.208136574516288
FTL	ms1	1.84995311738556	2.22537465581029	0.375421538424728
FTL	ms10	1.07453193774847	1.49122971688674	0.416697779138275
FTL	ms11	1.60907063925443	2.25327685391357	0.644206214659143
FTL	ms15	1.22875818732019	1.46427052157059	0.235512334250408
FTL	ms16	1.55790294584525	1.84284723279286	0.284944286947611
FTL	ms4	2.4203485091737	3.25696106393825	0.836612554764549
FTL	ms5	0.618589427294032	0.820233995281324	0.201644567987292
FTL	ms6	2.56854954969691	3.15475784260502	0.586208292908104
FTL	ms7	0.612357275512618	0.903029392567753	0.290672117055135
FTL	ms8	1.66945308623711	2.00762847285586	0.338175386618753
HSPB1	ms1	0.10567247528282	0.210373897381921	0.104701422099101
HSPB1	ms10	0.0443722357527167	0	-0.0443722357527167
HSPB1	ms11	0.0543007465178598	0.0592439805804224	0.00494323406256259
HSPB1	ms15	0.102731607887512	0.0948292787076302	-0.00790232917988219
HSPB1	ms16	0.203475367171527	0.205719035180466	0.00224366800893944
HSPB1	ms4	1.73715265207476	1.69505456674085	-0.0420980853339039
HSPB1	ms5	0.168498617464975	0.167442877790176	-0.00105573967479908
HSPB1	ms6	0.134695830842427	0.128543273865547	-0.00615255697687961
HSPB1	ms7	0.235217402077883	0.257467840291761	0.0222504382138779
HSPB1	ms8	0.0656717119695208	0.169257352307438	0.103585640337917
MGLL	ms1	0.774058621395917	0.670227657577908	-0.103830963818009
MGLL	ms10	0.390796107377106	0.303560106100773	-0.0872360012763329
MGLL	ms11	0.512314112982861	0.43896913680433	-0.0733449761785314
MGLL	ms15	0.318255739685348	0.235581026282205	-0.082674713403144
MGLL	ms16	0.329629156297066	0.460963450094022	0.131334293796956
MGLL	ms4	0.459567465723423	0.580778262607119	0.121210796883696
MGLL	ms5	0.112001196426911	0.12460711399085	0.0126059175639392
MGLL	ms6	0.38963801354929	0.355664547933868	-0.0339734656154221
MGLL	ms7	0.63629845980062	0.536752206614049	-0.0995462531865707
MGLL	ms8	0.852359379996077	0.815617931270771	-0.0367414487253059
TBXAS1	ms1	2.11911152049135	1.7343396022902	-0.384771918201147
TBXAS1	ms10	2.56038309631167	2.42954120180711	-0.130841894504555
TBXAS1	ms11	2.09669002143397	1.81033503145139	-0.286354989982578
TBXAS1	ms15	1.94559128689979	1.77082989387378	-0.174761393026013
TBXAS1	ms16	2.22642070735299	2.21895098612443	-0.00746972122855993
TBXAS1	ms4	1.59049936108399	1.58850673712324	-0.00199262396074684
TBXAS1	ms5	2.38930990310656	2.14942280245413	-0.239887100652429
TBXAS1	ms6	2.34021359022282	2.26006176877596	-0.0801518214468615
TBXAS1	ms7	2.1616766533164	1.94685364307077	-0.214823010245639
TBXAS1	ms8	2.19847133361018	1.89816123552998	-0.3003100980802
