analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	positive_trend	negative_trend
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	C15ORF48	3	3	1.7026944089870275	3.098076638237835	-1.3953822292508071	-0.6489518363474329	-0.99350054168334	0.3863397119115232	0.0226930874937182	0.0279586108286655	1.0	2.400385523612431	False	0.6796008793691151	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	C15ORF48	6	6	10.478013022379583	10.628590416298564	-0.1505773939189776	-0.3434517055460694	-0.6444487876146426	0.5360754977178109	0.6594571561014589	0.6727719864729517	1.0	10.553301719339077	False	0.7582795750034089	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	C15ORF48	3	3	8.108538356750993	8.577903572304853	-0.4693652155538608	-0.3466510038883585	-0.5306987989687661	0.6258297057769004	0.2480750487329434	0.2825510597302504	1.0	8.343220964527925	False	0.8863585895297242	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	C15ORF48	3	3	1.320812911568239	1.2776886218649812	0.0431242897032577	0.0669742486941848	0.1025329595043845	0.9246715890079404	0.0154001219231998	0.0132196174812271	1.0	1.2992507667166102	False	0.9773302113659676	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD200	5	17	7.023602438166746	4.8028051884309635	2.2207972497357824	0.901262736177904	2.639137410225284	0.0190851289907581	0.3135170950593428	0.1209088901594267	0.8636363636363636	5.307531836098186	False	0.324723480901774	True	False	False	False	True	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD200	6	6	2.1824651058978484	0.0	2.1824651058978484	1.671232477715684	3.135881192884685	0.02578580071459	0.0098888084355781	0.0	0.3333333333333333	1.0912325529489242	False	0.3202498069060335	True	False	False	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD200	6	6	4.9624523325225445	3.054171594347291	1.9082807381752531	1.3206352187651025	2.4780245719298293	0.0427297806195632	0.1202528185052405	0.0334079209485837	1.0	4.008311963434918	False	0.3570598760717819	True	False	False	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD200	4	17	2.0855658444915233	0.922074753144732	1.1634910913467915	0.8022528350169099	2.255763978424711	0.0484023601329357	0.0151808007926197	0.0116804343604314	0.4285714285714285	1.143692103877454	False	0.4503142993162095	True	False	False	False	True	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD200	10	14	5.047270566253719	5.610781189512402	-0.5635106232586828	-0.8177583742576005	-1.9803368536096864	0.0639509868168177	0.0570807434378998	0.0809119437582279	1.0	5.375985096487951	False	0.8414957034907469	False	False	False	False	False	True
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD200	6	6	1.4835508209803951	0.0	1.4835508209803951	1.160380705458487	2.1773248661414417	0.0813871927538417	0.0093291866924663	0.0	0.3333333333333333	0.7417754104901976	False	0.4650891400064659	False	False	False	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD200	3	3	2.925421788986922	0.8097965875335925	2.1156252014533297	1.553596903468495	2.378449799666116	0.0954350474482588	0.037609649122807	0.0093333333333333	0.8333333333333334	1.8676091882602572	False	0.7297013371935511	False	False	False	False	True	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD200	6	6	2.05787376229457	1.7431488329194451	0.3147249293751246	1.0043505287878531	1.884551656508332	0.095591841931731	0.011055614482224	0.0075230690926366	1.0	1.9005112976070075	False	0.3649520369387714	False	False	False	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CD200	6	6	2.9488523216882148	1.7431488329194451	1.2057034887687694	0.9847624978105828	1.8477969028960617	0.1219381347351846	0.0270855786242034	0.0075230690926366	0.9166666666666666	2.34600057730383	False	0.4504944193236364	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CD200	3	19	6.640453279965157	5.812041190117964	0.828412089847193	1.1821248912476787	1.8230461967893627	0.1822902010583931	0.3398993590997123	0.2748658357129604	1.0	5.925006475097126	False	0.800748218655544	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD200	3	3	5.067780769501134	4.024758497119188	1.043022272381946	0.7958665086801991	1.2184167810230049	0.3134704356372933	0.1420207054003457	0.0594280580549484	1.0	4.546269633310161	False	0.7322074784966256	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CD200	5	18	0.97520345234599	0.5346483739946506	0.4405550783513393	0.4243297461209718	0.8387004948792857	0.4332151305689231	0.0065115732355039	0.0038536692281441	0.5217391304347826	0.6304212171145069	False	0.7350223988844664	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD200	9	13	0.8115563742192982	0.4343887345760337	0.3771676396432644	0.2285621269780707	0.5444454575112585	0.5932157728382657	0.003395061728395	0.0006178560395427	0.1363636363636363	0.5886845871573692	False	0.9721463212818175	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD200	6	6	3.461437986581032	3.054171594347291	0.4072663922337409	0.2676937170542263	0.5022973787052945	0.6315165509312612	0.0579172008240965	0.0334079209485837	0.9166666666666666	3.2578047904641614	False	0.8823071940141174	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD200	11	14	1.918809533670406	2.054673492081745	-0.135863958411339	-0.1056985890014276	-0.2658712405910109	0.7931010312538355	0.0083017015220189	0.0101289328429518	0.96	1.994893350380756	False	0.9360696302731156	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CD200	5	19	1.358164937870718	1.4093654444741317	-0.0512005066034135	-0.0317540091372614	-0.0814688725166456	0.9368409249609684	0.0096723031927306	0.0159259199531561	0.6666666666666666	1.398698672265087	False	0.9738626419159104	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD200	3	3	1.9101510552926797	1.93414445552881	-0.0239934002361303	-0.0249619353266964	-0.0382150028392249	0.9715468839142264	0.0267898717887454	0.0246340337498075	1.0	1.9221477554107451	False	0.9867077605000324	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD300A	3	3	0.576539662119665	0.856503652965458	-0.279963990845793	-1.956124768466428	-2.9946922224766466	0.0803941779377561	0.0073643885087904	0.0104481713795454	1.0	0.7165216575425615	False	0.4327782574887212	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD300A	6	6	7.005430971706498	6.590878699503555	0.4145522722029433	0.8838692920093396	1.6584820644276177	0.1314810411741527	0.275722787755806	0.2339228352254242	1.0	6.798154835605025	False	0.5287109373430809	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD300A	11	14	0.3925187220763401	0.1886494585831702	0.2038692634931699	0.5088020650379217	1.2498553545954438	0.2281651466828509	0.0008095099223761	0.0002988726719109	0.48	0.278351934520165	False	0.8441184433525579	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD300A	5	17	1.2501885563962756	0.0755433188914681	1.1746452375048075	1.260419106487766	1.3730231079697406	0.2406483188889029	0.0089446589446589	0.0002085940759282	0.1363636363636363	0.3425081455971062	False	0.6318710255487103	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CD300A	5	19	0.3450501155510397	0.1287433347202094	0.2163067808308303	0.5250369159332603	1.0633073660534809	0.3275896650539009	0.0012810712964006	0.0008292021714769	0.25	0.173807247393299	False	0.6521726274113633	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CD300A	6	6	0.1587868584835784	0.339566179959453	-0.1807793214758745	-0.4970765496827918	-0.932708659243433	0.3754439695533652	0.0009009009009009	0.0009380806592123	0.4166666666666667	0.2491765192215157	False	0.7011803686928806	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD300A	6	6	6.351271151805887	6.590878699503555	-0.239607547697668	-0.3857689697679836	-0.7238524102567874	0.4867016772003428	0.2293240328567516	0.2339228352254242	1.0	6.47107492565472	False	0.7964105655721803	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CD300A	3	19	0.6797157738823946	0.1548711790037235	0.524844594878671	1.1223069320297754	0.7690542047734593	0.5211519895627432	0.0050251256281407	0.0010193956283455	0.3181818181818182	0.2264408964871787	False	0.8819046809187733	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD300A	3	3	4.8941383836852586	4.566626243526152	0.3275121401591061	0.396115682128257	0.6064258127054547	0.577737035113211	0.1326998050682261	0.1411946050096339	1.0	4.730382313605706	False	0.8665884716683055	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD300A	10	14	0.4492877618115136	0.589035514056116	-0.1397477522446024	-0.2015271444827492	-0.5369227447463792	0.5967137345807169	0.0007840642975603	0.0014752626760519	0.4583333333333333	0.5308072839541983	False	0.9414904492836016	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD300A	9	13	7.312206783847366	7.252135696641811	0.0600710872055554	0.1140950773409579	0.2789721647584935	0.7833616960606707	0.2153061289018219	0.2718717705201697	1.0	7.2767102323168125	False	0.9948639731126404	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD300A	6	6	0.3035828402580693	0.339566179959453	-0.0359833397013836	-0.0746049552075991	-0.1399878706589588	0.8925136983193905	0.0007024541455709	0.0009380806592123	0.5	0.3215745101087611	False	0.9530175383648238	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD300A	3	3	0.5116165306875631	0.4750144552923907	0.0366020753951723	0.0802079684140934	0.1227928724498743	0.9105042469451065	0.0061596738971947	0.0035550173232592	1.0	0.4933154929899769	False	0.9732080631946886	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD300C	3	3	3.447847749794038	2.867193164262224	0.5806545855318137	1.9461141750609787	2.9793666938105083	0.0408520220663389	0.0573586744639376	0.0428940269749518	1.0	3.157520457028131	False	0.7297013371935511	True	False	False	False	True	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD300C	9	13	3.7424130793911905	4.96146560904924	-1.2190525296580494	-0.581808051784416	-1.3394870175161016	0.2005759169348579	0.0394418194842823	0.0822663193413337	0.8636363636363636	4.462762301461857	False	0.941417255008202	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD300C	3	3	0.0212374553530626	0.0480924576544756	-0.026855002301413	-0.3336624151892083	-0.5108141647238924	0.6476156647330745	0.0001295504599041	0.0002841716396703	0.3333333333333333	0.0346649565037691	False	0.8844828569764355	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD300C	6	6	4.2922769398856095	4.260173533218295	0.0321034066673142	0.0560524160366661	0.1051761018343687	0.919491285091636	0.0643764254450272	0.0660169453434016	1.0	4.276225236551952	False	0.9848647335217258	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD300C	6	6	4.344512620079459	4.260173533218295	0.0843390868611635	0.0485713312126267	0.0911386812391526	0.9303259996943049	0.1009266573013734	0.0660169453434016	0.9166666666666666	4.302343076648877	False	0.9824999410961844	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD300E	6	6	6.852060883815362	3.6086162511224544	3.2434446326929076	2.1255243113654396	3.9883091083417743	0.0081664283805748	0.1501922952136281	0.0351942550213181	0.9166666666666666	5.230338567468909	False	0.2173981010417404	True	False	False	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD300E	6	6	7.32885360516912	3.6086162511224544	3.720237354046666	1.7174561949048623	3.2226148384615656	0.0091874130694488	0.2925617921370804	0.0351942550213181	0.9166666666666666	5.468734928145788	False	0.2241778824108726	True	False	False	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD300E	3	3	6.024909080407852	4.426475688463368	1.598433391944484	2.882258905194731	4.412539765199979	0.0115918751168825	0.1894858674463937	0.1006011560693641	1.0	5.22569238443561	False	0.7297013371935511	True	False	False	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD300E	6	6	0.7808632481857813	0.0	0.7808632481857813	1.0598341521099417	1.9886604823053593	0.1034268778201762	0.0052825886396805	0.0	0.25	0.3904316240928907	False	0.4758364097426049	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD300E	3	3	0.2592073520011241	0.0514554012365615	0.2077519507645626	1.2330265745967148	1.887678716908581	0.1837394036949862	0.0015042168706358	0.0003572031417977	0.8333333333333334	0.1553313766188428	False	0.6738570189741121	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD300E	3	3	0.1088681632714662	0.0348003952215827	0.0740677680498835	0.9665413496351478	1.4797082011919398	0.2131246668220902	0.0011462818176041	0.0002427773731488	0.6666666666666666	0.0718342792465245	False	0.5640721223874192	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD300E	5	17	1.1247546507211563	0.0	1.1247546507211563	1.2946238525553269	1.3457274256825107	0.2496075982033998	0.008043758043758	0.0	0.0909090909090909	0.2556260569820809	False	0.6368619967831529	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD300E	9	13	4.187240042591394	3.1943003814816056	0.992939661109788	0.3671270499152954	0.8977352001150991	0.3808622856172316	0.0510326983029439	0.0526351581869185	0.6818181818181818	3.600502970117428	False	0.9621803366179228	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD300LB	3	3	4.094154442691347	5.21362337276156	-1.1194689300702132	-1.3396552354943467	-2.0509198488807407	0.1126905978541493	0.1062378167641325	0.1738766859344894	1.0	4.653888907726454	False	0.7297013371935511	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD300LB	9	13	2.925040382066993	3.5040406622932037	-0.5790002802262109	-0.249360119563318	-0.5890050371271905	0.563861137073481	0.0227270084412941	0.0477522608448846	0.7272727272727273	3.2671769112915716	False	0.9721306459324308	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD300LB	3	3	0.3577546831879569	0.4322442060743444	-0.0744895228863874	-0.4366661683029458	-0.6685058126740616	0.5709694121474743	0.0032240687149555	0.0029657901829849	1.0	0.3949994446311506	False	0.8492242906703801	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD300LB	3	3	0.305868239210934	0.2528434422983727	0.0530247969125613	0.3246480804535962	0.4970138394283324	0.6651663251200378	0.0029648382205264	0.0023271076543922	1.0	0.2793558407546533	False	0.8439216552899308	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD300LB	6	6	3.9945854131084766	3.704034200738864	0.2905512123696123	0.1743023631415642	0.3270589279105526	0.7532661837276781	0.0706085627332239	0.0383176443896508	0.9166666666666666	3.849309806923671	False	0.9183416628192768	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD300LB	6	6	3.7203884720201175	3.704034200738864	0.0163542712812532	0.0182307339653512	0.0342079372778649	0.9734015394830798	0.0413127697479255	0.0383176443896508	1.0	3.712211336379491	False	0.9958788332592152	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD300LF	3	3	3.1424647950682627	0.8966658983806625	2.2457988966876004	2.102009132988344	3.2180311315571934	0.0329241262330017	0.0478679337231968	0.0073333333333333	0.8333333333333334	2.019565346724463	False	0.7297013371935511	True	False	False	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CD300LF	6	6	0.7230696226963403	2.3429120486051427	-1.6198424259088022	-0.8593785725121212	-1.6125279630709255	0.13796299304558	0.0026881720430107	0.0157777845053858	0.5833333333333334	1.5329908356507416	False	0.4714553114319784	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD300LF	3	3	0.0287393392634126	0.0	0.0287393392634126	1.2680125820581143	1.9412398834196023	0.1917400513785026	0.0003260024999155	0.0	0.3333333333333333	0.0143696696317063	False	0.5456756292179015	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD300LF	9	13	5.365843211029866	5.153476866610442	0.2123663444194248	0.2918155337961253	0.7839790715145531	0.4429111215810773	0.0579306953283295	0.0754172082034379	1.0	5.240354007509297	False	0.9693858770743689	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD300LF	6	6	1.8589692288611872	2.3429120486051427	-0.4839428197439555	-0.287428126970884	-0.539326796057757	0.6019621313678509	0.0084977925297943	0.0157777845053858	1.0	2.100940638733165	False	0.7993204385709738	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	CD300LF	6	6	5.411786994165291	5.11277557131162	0.2990114228536704	0.2739908848661951	0.5141133111822549	0.6214935927393879	0.1490330155706592	0.1007967810910772	1.0	5.2622812827384555	False	0.8584455259842255	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD300LF	6	6	5.261084633084199	5.11277557131162	0.1483090617725784	0.1850349264702208	0.34719738497296	0.7357837248931032	0.1027596445578584	0.1007967810910772	1.0	5.18693010219791	False	0.9250326337221634	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD300LF	3	3	0.0158839158131419	0.0189024325581204	-0.0030185167449785	-0.0798574070697536	-0.1222561871891389	0.9087583967125284	0.0001798884691491	0.0001290489095367	0.3333333333333333	0.0173931741856312	False	0.9731028665771542	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD300LG	10	14	2.4061523080217793	3.397462621250155	-0.9913103132283756	-0.7713717191559807	-1.9380632789213548	0.0669736484842217	0.0107422996373436	0.0234370026156941	0.9583333333333334	2.984416657404998	False	0.8414957034907469	False	False	False	False	False	True
