dataset	disease	tissue	treatment	feature_class	gene	n_subjects	n_pasi75_responders	n_pasi75_nonresponders	mean_score_responder	mean_score_nonresponder	effect_responder_minus_non	hedges_g_responder_minus_non	auc_high_score_response	auc_high_expression_nonresponse	p	t	spearman_score_vs_pct_pasi_improvement	spearman_p	nonresponse_high_direction	system	cohort	fdr_within_treatment
GSE85034	psoriasis	skin_lesional_baseline	ADA	gene	PLEK2	14	9	5	0.07788551428451503	-0.04691440781298273	0.12479992209749775	0.14281683748291113	0.5111111111111111	0.48888888888888893	0.8047176674342259	0.25678070063943603	-0.23956043956043957	0.4094298928517327	False	psoriasis_GSE85034_baseline_skin	GSE85034_ADA	0.9229772416500344
GSE85034	psoriasis	skin_lesional_baseline	ADA	gene	ROMO1	14	9	5	0.4646646826687376	-0.027331480344738136	0.49199616301347576	0.505325566488388	0.6444444444444445	0.3555555555555555	0.4202754301624001	0.8635766592644959	0.1384615384615385	0.6368849912650185	False	psoriasis_GSE85034_baseline_skin	GSE85034_ADA	0.780511513158743
GSE85034	psoriasis	skin_lesional_baseline	ADA	gene	SEL1L3	14	9	5	0.46736625079342886	0.5321459387860268	-0.06477968799259792	-0.057423760687104156	0.5111111111111111	0.48888888888888893	0.9229772416500343	-0.10048530719518241	-0.0945054945054945	0.7479382611415479	True	psoriasis_GSE85034_baseline_skin	GSE85034_ADA	0.9229772416500344
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	C15ORF48	13	3	10	1.7251551878744056	0.4774857845827521	1.2476694032916535	1.2979926263236228	0.9	0.09999999999999998	0.0034642868405250224	3.716030679366761	0.2087912087912088	0.49362181935688504	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.045035728926825294
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD200	13	3	10	-0.6592242791209408	-0.13254058120502066	-0.5266836979159202	-0.6264579731183711	0.23333333333333334	0.7666666666666666	0.2436935623770526	-1.3091172648499836	-0.34615384615384615	0.24662526251007164	True	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.6242921421254115
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD300A	13	3	10	-0.5818554112662035	-0.41512216929616697	-0.16673324197003658	-0.14760404705193308	0.43333333333333335	0.5666666666666667	0.8551055614689317	-0.20081734203942123	0.03846153846153846	0.9007243023389339	True	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.9559070804411037
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD300C	13	3	10	1.1717055105157421	-0.397397040155274	1.5691025506710161	1.7161087963355348	0.9666666666666667	0.033333333333333326	0.02315399952023739	3.3540256721268724	0.3736263736263736	0.20855405979520913	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.15050099688154303
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD300E	13	3	10	-0.5814347071855387	-0.5136909872911437	-0.06774371989439498	-0.07840388698681627	0.4666666666666667	0.5333333333333333	0.9201709108533099	-0.10967465234749779	-0.13736263736263735	0.6545168402947128	True	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.9559070804411037
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD300LB	13	3	10	-0.34353075760768953	-0.04047892908614541	-0.3030518285215441	-0.30433733591353224	0.4666666666666667	0.5333333333333333	0.48786205526617515	-0.7276171248032699	-0.17032967032967034	0.5779754288392673	True	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.7046896353844753
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD300LF	13	3	10	0.2997778732053191	-0.4367564241870273	0.7365342973923464	0.7284829641278014	0.7333333333333333	0.2666666666666667	0.29457782365003804	1.2315772509349545	0.34065934065934067	0.25470646075412506	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.6242921421254115
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CD300LG	13	3	10	-0.922826037182548	-0.6079093550206294	-0.3149166821619186	-0.7488926332784961	0.3	0.7	0.38417977976948403	-1.0342294078277718	-0.32417582417582413	0.27988186889314	True	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.6242921421254115
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	CHI3L1	13	3	10	0.16343327547450276	0.1274402188611771	0.035993056613325664	0.04724134496651464	0.6	0.4	0.9060112663115948	0.12120690540899054	0.10989010989010989	0.7208097995138619	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.9559070804411037
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	NRCAM	13	3	10	0.14222636286234766	-0.31953630009473477	0.46176266295708246	0.5285428622171182	0.7	0.30000000000000004	0.3621076334854437	1.015821011822683	0.027472527472527472	0.929011729160351	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.6242921421254115
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	PLEK2	13	3	10	0.5097271314513914	0.5295946610036095	-0.019867529552218155	-0.01964394352825091	0.6	0.4	0.9559070804411037	-0.05658592291886521	0.42857142857142855	0.14397143468783602	True	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.9559070804411037
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	ROMO1	13	3	10	0.7536771377644903	0.3900960070816301	0.3635811306828602	0.30645152573508366	0.6	0.4	0.37066805627849775	0.9422308349815969	0.24175824175824176	0.4261755195945089	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.6242921421254115
GSE85034	psoriasis	skin_lesional_baseline	MTX	gene	SEL1L3	13	3	10	1.2788349631851121	-0.0864539367028051	1.3652888998879171	1.4438023288813198	0.8	0.19999999999999996	0.1970764465025074	1.7595989815732804	0.14285714285714285	0.6415164215860882	False	psoriasis_GSE85034_baseline_skin	GSE85034_MTX	0.6242921421254115
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	C15ORF48	27	12	15	0.8535354870822368	0.6251976045541532	0.22833788252808362	0.23547257250036488	0.5833333333333334	0.41666666666666663	0.5276612318315734	0.6405399840493003	-0.025950236907438827	0.8977673926716674	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.8397788841051428
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD200	27	12	15	-0.053172365368964775	-0.18050621541909415	0.12733385005012937	0.18481854358768843	0.5222222222222223	0.47777777777777775	0.6193828977951409	0.5029875238591354	0.06075408405388619	0.763393389846593	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.8397788841051428
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD300A	27	12	15	-0.01158731177777166	-0.004552709728072039	-0.007034602049699622	-0.006399865285812571	0.4777777777777778	0.5222222222222221	0.9867268140371184	-0.01682309895714333	0.08212486738942405	0.6838390906409465	True	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.9867268140371184
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD300C	27	12	15	0.4357757771739113	-0.22578754397978915	0.6615633211537004	0.6519380716851777	0.6722222222222223	0.3277777777777777	0.11160913720564358	1.6684411041663072	0.32819417265290274	0.09466026373887478	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.7340866130332734
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD300E	27	12	15	-0.04272964066431568	-0.5235071084623383	0.4807774677980226	0.5850258195213304	0.6277777777777778	0.37222222222222223	0.15183655400474666	1.493954057232469	0.17371393882744343	0.3861898295105561	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.7340866130332734
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD300LB	27	12	15	-0.2957927050554536	-0.19449434049214706	-0.10129836456330651	-0.10216311745022576	0.5	0.5	0.7832027690029829	-0.27813049738268686	-0.16974507906512926	0.39730014736124347	True	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.9256032724580708
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD300LF	27	12	15	0.1359309831105482	-0.3285432137594274	0.4644741968699756	0.4780075272426059	0.6	0.4	0.22805968512718833	1.2417415556908682	0.22378263121356068	0.2618241097534278	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.7387732945577407
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CD300LG	27	12	15	-0.7242552549450324	-0.4999654047303745	-0.22428985021465792	-0.41542619977519063	0.35555555555555557	0.6444444444444444	0.3078734244101715	-1.05033473457482	-0.21309723954579174	0.2858774782543121	True	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.7387732945577407
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	CHI3L1	27	12	15	-0.08106881018337292	0.15412152055259065	-0.23519033073596357	-0.36186834702551757	0.40555555555555556	0.5944444444444444	0.34097228979588035	-0.9712537514767888	-0.2207296621656267	0.2685581770376733	True	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.7387732945577407
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	NRCAM	27	12	15	0.04161948284084829	0.03334729651283523	0.008272186328013062	0.00920173801703436	0.5	0.5	0.9801719777744448	0.025103256975355613	0.06624942834016735	0.7426742752847995	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.9867268140371184
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	PLEK2	27	12	15	0.18584591857623411	0.3374249713980788	-0.1515790528218447	-0.16731088334843205	0.4722222222222222	0.5277777777777778	0.645983757003956	-0.4650960289103303	-0.146542514300831	0.46577054781804356	True	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.8397788841051428
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	ROMO1	27	12	15	0.5369177964426758	0.2509535112728407	0.2859642851698351	0.2822143390354778	0.5666666666666667	0.43333333333333335	0.43408935431638607	0.7961410576757922	0.09677911881950714	0.6310756679162819	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.8061659437304313
GSE85034	psoriasis	skin_lesional_baseline	ALL	gene	SEL1L3	27	12	15	0.6702334288913495	0.11974602179347228	0.5504874070978772	0.5375530674664016	0.6388888888888888	0.36111111111111116	0.16940460300767846	1.4189734405609498	0.13707831025223566	0.49536218441376545	False	psoriasis_GSE85034_baseline_skin	GSE85034_ALL	0.7340866130332734
