source	analysis	dataset	disease_name	compartment	unit_id	group_label	group	axis_family	module	n_cells	mean_score	high_fraction	cell_types
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	COVARIATE	inflammatory_nfkb	647.0	2.2165234764749924	0.9134466769706336	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	COVARIATE	hif_nampt_metabolic	647.0	1.117969908782916	0.8809891808346213	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	COVARIATE	lipid_loader_repair	647.0	0.1626875060537997	0.45440494590417313	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	COVARIATE	lysosomal_apc	647.0	0.05488918117212674	0.250386398763524	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	OSM_OSMR	osm_ligand_inflammatory	438.0	-0.04624959057218147	0.2237442922374429	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	OSM_OSMR	osmr_receptor_response	438.0	0.026743462537894027	0.2968036529680365	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	OSM_OSMR	osm_osmr_core	438.0	0.04620226526767858	0.2990867579908676	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	C1Q_COMPLEMENT	c1q_core	438.0	0.22168062139927447	0.2899543378995434	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	C1Q_COMPLEMENT	c1q_phagolysosomal	438.0	0.14228329139244855	0.2876712328767123	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	COVARIATE	ifn_apc	438.0	0.6551480009808427	0.5502283105022832	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	COVARIATE	inflammatory_nfkb	438.0	0.0019745678838465576	0.24429223744292236	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	COVARIATE	hif_nampt_metabolic	438.0	0.06279935898892548	0.3333333333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	COVARIATE	lipid_loader_repair	438.0	0.028320133907760257	0.2831050228310502	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	COVARIATE	lysosomal_apc	438.0	0.14858379029428997	0.365296803652968	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	OSM_OSMR	osm_ligand_inflammatory	60.0	-0.001623323949282624	0.26666666666666666	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	OSM_OSMR	osmr_receptor_response	60.0	0.0949783849246869	0.35	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	OSM_OSMR	osm_osmr_core	60.0	-0.11446129358822091	0.13333333333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	C1Q_COMPLEMENT	c1q_core	60.0	0.33451135784168967	0.4	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	60.0	0.19232126571696118	0.31666666666666665	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	COVARIATE	ifn_apc	60.0	0.3235846269802657	0.4666666666666667	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	COVARIATE	inflammatory_nfkb	60.0	-0.01296182802897969	0.2833333333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	COVARIATE	hif_nampt_metabolic	60.0	-0.19046942345050652	0.05	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	COVARIATE	lipid_loader_repair	60.0	0.008721013419188215	0.31666666666666665	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	COVARIATE	lysosomal_apc	60.0	0.026896249135192844	0.23333333333333334	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	OSM_OSMR	osm_ligand_inflammatory	112.0	0.15480704890111419	0.32142857142857145	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	OSM_OSMR	osmr_receptor_response	112.0	0.04286507456392224	0.24107142857142858	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	OSM_OSMR	osm_osmr_core	112.0	0.03217969793288321	0.22321428571428573	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	C1Q_COMPLEMENT	c1q_core	112.0	-0.6081488616686516	0.05357142857142857	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	112.0	-0.28925317019404456	0.0625	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	COVARIATE	ifn_apc	112.0	-0.20119943206339383	0.125	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	COVARIATE	inflammatory_nfkb	112.0	0.04035420180000688	0.29464285714285715	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	COVARIATE	hif_nampt_metabolic	112.0	0.126563363227644	0.25892857142857145	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	COVARIATE	lipid_loader_repair	112.0	-0.16223796482724026	0.03571428571428571	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	COVARIATE	lysosomal_apc	112.0	-0.2723389697570198	0.0625	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	OSM_OSMR	osm_ligand_inflammatory	135.0	-0.2190121224219315	0.08888888888888889	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	OSM_OSMR	osmr_receptor_response	135.0	-0.20617915599333306	0.08888888888888889	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	OSM_OSMR	osm_osmr_core	135.0	-0.07879016997841368	0.16296296296296298	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	C1Q_COMPLEMENT	c1q_core	135.0	0.18380673553495103	0.28888888888888886	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	135.0	-0.023019027700511712	0.21481481481481482	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	COVARIATE	ifn_apc	135.0	0.13013198507059973	0.22962962962962963	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	COVARIATE	inflammatory_nfkb	135.0	-0.2368520421645794	0.07407407407407407	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	COVARIATE	hif_nampt_metabolic	135.0	-0.16028923267764364	0.13333333333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	COVARIATE	lipid_loader_repair	135.0	-0.0847353577402597	0.17777777777777778	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	COVARIATE	lysosomal_apc	135.0	0.07495149116678246	0.24444444444444444	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	OSM_OSMR	osm_ligand_inflammatory	75.0	0.09266022677082231	0.3466666666666667	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	OSM_OSMR	osmr_receptor_response	75.0	0.1808756070580451	0.4	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	OSM_OSMR	osm_osmr_core	75.0	0.0972217275818547	0.3466666666666667	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	C1Q_COMPLEMENT	c1q_core	75.0	0.22732553835395974	0.30666666666666664	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	75.0	0.19533867931257723	0.37333333333333335	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	COVARIATE	ifn_apc	75.0	0.06753128038178034	0.36	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	COVARIATE	inflammatory_nfkb	75.0	0.12565118775109643	0.41333333333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	COVARIATE	hif_nampt_metabolic	75.0	0.02655803823005117	0.37333333333333335	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	COVARIATE	lipid_loader_repair	75.0	0.17688146543170247	0.4	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	COVARIATE	lysosomal_apc	75.0	0.19384977197993056	0.36	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	OSM_OSMR	osm_ligand_inflammatory	192.0	0.046812976481622824	0.2864583333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	OSM_OSMR	osmr_receptor_response	192.0	0.011014209682462651	0.2604166666666667	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	OSM_OSMR	osm_osmr_core	192.0	0.0046399599016938575	0.2916666666666667	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	C1Q_COMPLEMENT	c1q_core	192.0	0.027204075366737895	0.28125	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	192.0	0.0032511092991087467	0.2864583333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	COVARIATE	ifn_apc	192.0	-0.08549700262435313	0.20833333333333334	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	COVARIATE	inflammatory_nfkb	192.0	0.10024953708687058	0.296875	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	COVARIATE	hif_nampt_metabolic	192.0	0.05361276420080319	0.3020833333333333	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	COVARIATE	lipid_loader_repair	192.0	-0.00848948649601508	0.28125	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	COVARIATE	lysosomal_apc	192.0	-0.0652178124745415	0.25	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	OSM_OSMR	osm_ligand_inflammatory	103.0	-0.03506759228437292	0.23300970873786409	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	OSM_OSMR	osmr_receptor_response	103.0	0.016060153631779452	0.2815533980582524	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	OSM_OSMR	osm_osmr_core	103.0	0.055511869166329116	0.3106796116504854	myeloid cell
direct_h5ad	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	C1Q_COMPLEMENT	c1q_core	103.0	0.009276542642801746	0.22330097087378642	myeloid cell
