stack	attendance_mode	death_mode	switch_mode	site_mode	route	n_requested	event_probability_before_ascertainment	molecular_progression_hr	n_simulated_cohorts	n_valid_fits	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_probability	maximum_seed_probability	positive_call_probability	negative_call_probability	median_z_across_seeds	median_one_step_log_hr_across_seeds	median_events_across_seeds	median_usable_n_across_seeds
clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	1800	1800	1795	0.9972222222222222	0.9935137429517263	0.9988129336788555	0.995	1.0	0.9972222222222222	0.0	4.707949217005085	0.3044129953250779	243.0	810.0
clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.7	1800	1800	1800	1.0	0.997870401081032	1.0	1.0	1.0	1.0	0.0	6.008924299115188	0.3910578367804146	243.0	810.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.0	1800	1800	91	0.050555555555555555	0.04135709247254135	0.06166829144461983	0.03833333333333333	0.06166666666666667	0.026111111111111113	0.024444444444444446	0.01190497488400671	0.0009205027372200828	162.0	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.2	1800	1800	815	0.4527777777777778	0.4299074699890679	0.4758492143532791	0.43333333333333335	0.4766666666666667	0.4527777777777778	0.0	1.8460138457210449	0.14489388716624946	162.0	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.3	1800	1800	1361	0.7561111111111111	0.7357412013448584	0.7753901929866479	0.74	0.775	0.7561111111111111	0.0	2.638336264977796	0.2076698310213251	162.0	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.5	1800	1800	1769	0.9827777777777778	0.9756585289661461	0.9878407805220948	0.98	0.985	0.9827777777777778	0.0	4.0770866090237945	0.32133320480779204	162.0	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.7	1800	1800	1799	0.9994444444444445	0.9968597321206145	0.9999019240703273	0.9983333333333333	1.0	0.9994444444444445	0.0	5.214874629745383	0.4138751077279911	162.0	1081.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.0	1800	1800	103	0.05722222222222222	0.047405217303181764	0.06892510529505985	0.05	0.06833333333333333	0.03111111111111111	0.026111111111111113	0.027334099885233894	0.0014847791288470186	324.0	1081.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.2	1800	1800	1255	0.6972222222222222	0.6755950973597362	0.7180093386222264	0.6716666666666666	0.7316666666666667	0.6972222222222222	0.0	2.5016982745555953	0.1399573320348606	324.0	1079.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.3	1800	1800	1702	0.9455555555555556	0.9340932522396268	0.9551201496125818	0.9333333333333333	0.955	0.9455555555555556	0.0	3.5782044053340503	0.20163299818946448	325.0	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.5	1800	1800	1800	1.0	0.997870401081032	1.0	1.0	1.0	1.0	0.0	5.409561433630939	0.30339832521592436	323.5	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.7	1800	1800	1800	1.0	0.997870401081032	1.0	1.0	1.0	1.0	0.0	7.031888832708953	0.3953288217826644	322.5	1080.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	1800	1800	86	0.04777777777777778	0.03885074867482457	0.05863091079188645	0.043333333333333335	0.056666666666666664	0.023333333333333334	0.024444444444444446	-0.01778177424364481	-0.0012577781708437955	202.0	1350.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.2	1800	1800	953	0.5294444444444445	0.5063479089906088	0.5524155701841632	0.505	0.5716666666666667	0.5294444444444445	0.0	1.9785680496864224	0.1396546070286896	203.0	1350.5
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.3	1800	1800	1500	0.8333333333333334	0.8154106364112378	0.8498362976427837	0.82	0.86	0.8333333333333334	0.0	2.899652217598864	0.20501730345914987	202.0	1350.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	1800	1800	1789	0.9938888888888889	0.9890899798817218	0.99658422740832	0.9933333333333333	0.995	0.9938888888888889	0.0	4.48141330161441	0.31723078224144163	202.0	1350.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.7	1800	1800	1800	1.0	0.997870401081032	1.0	1.0	1.0	1.0	0.0	5.8977531836807	0.4169099793647427	203.0	1351.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	1800	1800	79	0.04388888888888889	0.03535721717279368	0.05436322806328708	0.03666666666666667	0.051666666666666666	0.021666666666666667	0.022222222222222223	0.03294915748771392	0.0016483935808246854	405.0	1351.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.2	1800	1800	1420	0.7888888888888889	0.7694309345668809	0.8071164082799375	0.78	0.8	0.7888888888888889	0.0	2.8266466394383016	0.1412898101223095	404.0	1351.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.3	1800	1800	1759	0.9772222222222222	0.9692463694989097	0.9831654910884309	0.975	0.98	0.9772222222222222	0.0	4.002879948853223	0.19913376952287	405.0	1351.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	1800	1800	1800	1.0	0.997870401081032	1.0	1.0	1.0	1.0	0.0	6.074448269957189	0.3040233901696557	405.0	1351.0
clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.7	1800	1800	1800	1.0	0.997870401081032	1.0	1.0	1.0	1.0	0.0	7.815023917007178	0.39352908815480614	405.0	1350.0
