analysis	disease_name	compartment	role	gene	metric	n_case	n_control	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	positive_nominal	negative_nominal	residual_layer	residual_model	covariate_set	covariate_count	n_complete_for_model	covariate_slope	covariate_r2	raw_n_case	raw_n_control	raw_mean_case	raw_mean_control	raw_delta_case_minus_control	raw_hedges_g	raw_welch_t	raw_p	residual_n_case	residual_n_control	residual_mean_case	residual_mean_control	residual_delta_case_minus_control	residual_hedges_g	residual_welch_t	residual_p	residual_fdr	retains_nominal_positive	retains_direction_only
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SP140	detection_fraction	6.0	6.0	0.002637012012012	0.0011402310654409	0.0014967809465711	0.4367421423192568	0.8194978786620495	0.4470058459996063	0.6753759204187738	False	False	raw																									
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFI30	mean_z_vs_controls	6.0	6.0	0.8349724862363018	0.0701134073330303	0.7648590789032715	1.4021029246437446	2.630889628167539	0.0364897593142796	0.2907864487324174	True	False	raw																									
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFI30	detection_fraction	6.0	6.0	0.3637401906579744	0.1759849306946798	0.1877552599632945	1.5115864904131504	2.8363233182161607	0.0188268121898486	0.2474079962374989	False	False	raw																									
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IL7R	mean_z_vs_controls	6.0	6.0	3.840916782484477	-0.0079677930166141	3.848884575501091	3.8957797231054094	7.309995783474781	0.000723787727738	0.1055270949667834	True	False	raw																									
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IL7R	detection_fraction	6.0	6.0	0.1944498652825372	0.0117729523038989	0.1826769129786383	3.654545448098754	6.857346594232995	0.0008083478896545	0.1055803264800741	False	False	raw																									
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SP140	mean_z_vs_controls	6.0	6.0	0.2097208207917093	-0.0047924306562632	0.2145132514479726	1.2827580493285673	2.406952291526274	0.0530996900423885	0.3290823400149597	False	False	raw																									
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SP140	detection_fraction	6.0	6.0	0.0445887737258794	0.0079866194500094	0.03660215427587	1.412935188632993	2.651215162390448	0.043048083171565	0.3070876699922552	False	False	raw																									
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFI30	mean_z_vs_controls	6.0	6.0	-0.0889096227985118	-0.0056686878532475	-0.0832409349452642	-0.8087779418364726	-1.5175815279102365	0.1601779311255769	0.4602706775648952	False	False	raw																									
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFI30	detection_fraction	6.0	6.0	0.0068455043495301	0.0278178847220636	-0.0209723803725334	-1.2533479315481888	-2.3517674884197244	0.0517069366726951	0.326702940066383	False	False	raw																									
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL7R	mean_z_vs_controls	6.0	6.0	2.03037636956249	0.0316325578569176	1.998743811705572	1.8506703838740823	3.4725763940106504	0.0168528265281964	0.2418776470993732	True	False	raw																									
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL7R	detection_fraction	6.0	6.0	0.1471419097696123	0.014266360524493	0.1328755492451192	2.009823940528988	3.7712102775365377	0.0114941616159961	0.2133097718871889	False	False	raw																									
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SP140	mean_z_vs_controls	6.0	6.0	-0.0415025859473286	0.0002988599048058	-0.0418014458521345	-0.8584691879134582	-1.610821604381712	0.1424863877988419	0.4426152025806367	False	False	raw																									
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SP140	detection_fraction	6.0	6.0	0.0011904761904761	0.0035851435932761	-0.0023946674027999	-0.713718136301697	-1.3392124138877342	0.2105160220083675	0.5077548028150476	False	False	raw																									
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IFI30	mean_z_vs_controls	3.0	3.0	0.0677026935915002	0.0077559552416994	0.0599467383498008	0.8571698167675067	1.3122679212470898	0.293850183263836	0.5733414170319688	False	False	raw																									
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IFI30	detection_fraction	3.0	3.0	0.0112390300495729	0.0045854030005058	0.0066536270490671	1.267634244338697	1.9406606744427148	0.1711552608792815	0.4740689302372249	False	False	raw																									
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IL7R	mean_z_vs_controls	3.0	3.0	0.0483265976998753	-0.0055414938156365	0.0538680915155119	0.7477379486230292	1.144735272151153	0.3568326189400571	0.6179088928547102	False	False	raw																									
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IL7R	detection_fraction	3.0	3.0	0.011465741337334	0.007197889408571	0.0042678519287629	0.5490828101789048	0.8406079446698688	0.4764436174464925	0.6958877764007928	False	False	raw																									
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SP140	mean_z_vs_controls	3.0	3.0	0.0606836317934519	-0.0060401562683982	0.0667237880618502	1.4971940845581713	2.2921009706755564	0.0872830036283447	0.3786030166994401	False	False	raw																									
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SP140	detection_fraction	3.0	3.0	0.0256139120072438	0.0126963372051004	0.0129175748021434	1.7700298416067957	2.7097937133974868	0.0555713157827029	0.3359827464307433	False	False	raw																									
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFI30	mean_z_vs_controls	3.0	3.0	0.140552269881923	-0.0032017914656157	0.1437540613475386	1.0326125708558176	1.580858687862683	0.2146870594615818	0.5114403443984462	False	False	raw																									
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFI30	detection_fraction	3.0	3.0	0.1116349902534113	0.0796339113680154	0.0320010788853959	0.4726192832462486	0.7235475540957647	0.5100191882072833	0.7181172030554727	False	False	raw																									
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL7R	mean_z_vs_controls	3.0	3.0	0.5100063364568213	0.0787037497583674	0.4313025866984538	1.345716194125515	2.0601987588797908	0.142364388301386	0.4425820140952136	False	False	raw																									
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL7R	detection_fraction	3.0	3.0	0.2475268031189084	0.1443815028901734	0.103145300228735	1.0527607415434852	1.611704148759737	0.1938631300824881	0.4923951931542749	False	False	raw																									
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SP140	mean_z_vs_controls	3.0	3.0	0.1152934509731747	-0.0161489744840032	0.131442425457178	0.8503905345990566	1.3018893074126827	0.2945173688075582	0.5738629059918792	False	False	raw																									
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SP140	detection_fraction	3.0	3.0	0.0996710526315789	0.0587475915221579	0.0409234611094209	0.7501773061304506	1.1484697603970342	0.3526319988820204	0.6160989657137178	False	False	raw																									
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IFI30	mean_z_vs_controls	3.0	3.0	0.0612489503273252	-0.0046684926272267	0.065917442954552	2.2912006182722453	3.5076702581977126	0.0352034533784011	0.2895864373257762	False	False	raw																									
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IFI30	detection_fraction	3.0	3.0	0.0056060847600186	0.0017429277936736	0.0038631569663449	1.8662923619510587	2.857164998521068	0.0803982781082377	0.3730149417217158	False	False	raw																									
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IL7R	mean_z_vs_controls	3.0	3.0	0.1038322140532097	0.0024838280975623	0.1013483859556473	1.413342574206787	2.163730086598936	0.1492887409165631	0.4492102694334997	False	False	raw																									
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IL7R	detection_fraction	3.0	3.0	0.0165805386025284	0.0057762427994282	0.0108042958031002	1.4192219049052617	2.1727309367491507	0.1589563721008574	0.4582914602249808	False	False	raw																									
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SP140	mean_z_vs_controls	3.0	3.0	0.0429002411956987	0.0060794418348069	0.0368207993608918	1.100897124603658	1.685397634110097	0.1672724639702181	0.4693615406925523	False	False	raw																									
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SP140	detection_fraction	3.0	3.0	0.0274123149949058	0.024034602221475	0.0033777127734308	0.9118229272213948	1.395938067164587	0.2354779537594998	0.5268914095526224	False	False	raw																									
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IFI30	mean_z_vs_controls	9.0	13.0	0.106772227368207	0.1834785965070021	-0.076706369138795	-0.22512797186707	-0.5220574484575251	0.6091147946997085	0.7841973908442993	False	False	raw																									
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IFI30	detection_fraction	9.0	13.0	0.3205533092930727	0.3884668056871231	-0.0679134963940504	-0.3798932889199093	-0.8737187134118063	0.3962563711250078	0.6407329586007943	False	False	raw																									
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IL7R	mean_z_vs_controls	9.0	13.0	0.1501342449345172	0.1352659969768836	0.0148682479576335	0.0503032899523185	0.1264864162414949	0.9006312231948559	0.9527947344527268	False	False	raw																									
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IL7R	detection_fraction	9.0	13.0	0.0556279701942425	0.0563536054153615	-0.000725635221119	-0.0129532664862273	-0.0321649022504281	0.9746721538480586	0.9898088584655504	False	False	raw																									
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SP140	mean_z_vs_controls	9.0	13.0	0.1004853042203964	0.0721923197675731	0.0282929844528233	0.1242351020792009	0.2856520675170995	0.7791163793124077	0.887272363315897	False	False	raw																									
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SP140	detection_fraction	9.0	13.0	0.0415726251865165	0.045203380086138	-0.0036307548996214	-0.0874444041029225	-0.204080112405462	0.8409151566049723	0.921259970038032	False	False	raw																									
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFI30	mean_z_vs_controls	11.0	14.0	0.0580763648286872	0.0691374495238249	-0.0110610846951377	-0.1073491822690996	-0.2742609872710348	0.7865349421735164	0.8914457822373539	False	False	raw																									
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFI30	detection_fraction	11.0	14.0	0.01182726229057	0.0144790888824292	-0.0026518265918592	-0.2084075237151941	-0.5291961388048206	0.6023099449485669	0.7799063345620426	False	False	raw																									
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL7R	mean_z_vs_controls	11.0	14.0	0.0781478586820346	0.0421323134100698	0.0360155452719647	0.328298668924104	0.88712055716965	0.3844847020585801	0.6341783862870821	False	False	raw																									
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL7R	detection_fraction	11.0	14.0	0.0025713717453423	0.0023180087048654	0.0002533630404769	0.084273832811644	0.2309896695546129	0.819554195093427	0.9087806655840608	False	False	raw																									
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SP140	mean_z_vs_controls	11.0	14.0	0.0784644083249981	0.0034469360958812	0.0750174722291169	1.1761936987440076	2.765190078907852	0.0162437474249129	0.2400787626683633	False	False	raw																									
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SP140	detection_fraction	11.0	14.0	0.0026512791834097	0.0008890594161287	0.001762219767281	0.7992904434361733	1.882156741406312	0.0824698551111217	0.3746874578643296	False	False	raw																									
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFI30	mean_z_vs_controls	10.0	14.0	0.0344362717872934	0.0256711294290005	0.0087651423582928	0.0949111861121649	0.2196232317859393	0.8293583259341721	0.9150600433734604	False	False	raw																									
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFI30	detection_fraction	10.0	14.0	0.013264055553071	0.0131736916162415	9.036393682949374e-05	0.0082970205886854	0.0199951760196037	0.9842831671874568	0.9936936489573276	False	False	raw																									
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IL7R	mean_z_vs_controls	10.0	14.0	0.0518346553541413	0.0207525727235329	0.0310820826306083	0.2828439050354657	0.6808002565189367	0.5053393906841863	0.7142024528636017	False	False	raw																									
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IL7R	detection_fraction	10.0	14.0	0.0048683778925046	0.0036905293964038	0.0011778484961008	0.182268989117554	0.4500151405298313	0.657900901599141	0.8101661757683746	False	False	raw																									
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SP140	mean_z_vs_controls	10.0	14.0	-0.0108924109960924	-0.0030546755778405	-0.0078377354182519	-0.18197345518461	-0.4986085440886784	0.6232254113505894	0.7923177676338248	False	False	raw																									
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SP140	detection_fraction	10.0	14.0	0.0011442027587941	0.001594566067796	-0.0004503633090019	-0.1675760653468789	-0.4635731597897662	0.6478569633230246	0.8044944594780479	False	False	raw																									
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFI30	mean_z_vs_controls	5.0	18.0	0.1949719842158822	0.0072387352475803	0.1877332489683019	0.7702312000886463	0.97133766691831	0.3825081452601188	0.6326569196765249	False	False	raw																									
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFI30	detection_fraction	5.0	18.0	0.0474240974508636	0.029616673737587	0.0178074237132766	0.5349399343884269	0.8707655295382812	0.4234045142661609	0.6597828245100736	False	False	raw																									
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IL7R	mean_z_vs_controls	5.0	18.0	0.0731034782405808	-0.0053553093418706	0.0784587875824515	2.020815567429551	2.1542493721448452	0.0964797909636597	0.3902436726383082	False	False	raw																									
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IL7R	detection_fraction	5.0	18.0	0.0007076910970037	2.706067002218975e-05	0.0006806304269815	2.114930577672125	2.2617821639662226	0.0854350556381105	0.3782699889515578	False	False	raw																									
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SP140	mean_z_vs_controls	5.0	18.0	-0.0122936999923692	-0.0072300301584817	-0.0050636698338875	-0.2998042937816367	-1.0401117771564374	0.3103741808416144	0.585865574717307	False	False	raw																									
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SP140	detection_fraction	5.0	18.0	5.2042674993494666e-05	0.0001107779928218	-5.873531782832426e-05	-0.2347069757084848	-0.7271733056918657	0.477743026563176	0.6966018319620958	False	False	raw																									
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFI30	mean_z_vs_controls	3.0	19.0	-0.0105968853248082	-0.0551479022200816	0.0445510168952734	0.5382184742405459	1.0582887792175342	0.36605389714177	0.6200995621939802	False	False	raw																									
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFI30	detection_fraction	3.0	19.0	0.017873089178072	0.0130793801407682	0.0047937090373038	0.3152374332010717	0.6129712916546759	0.5828012107902214	0.7670942424403381	False	False	raw																									
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IL7R	mean_z_vs_controls	3.0	19.0	0.3178941616468622	-0.005637262236427	0.3235314238832893	1.4860728496372293	0.9051900184890888	0.4604832026541001	0.6852573253216687	False	False	raw																									
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IL7R	detection_fraction	3.0	19.0	0.0100502512562814	0.0015269460668722	0.0085233051894091	1.2754350292485728	0.8453742928643012	0.485939872688906	0.7007437012560489	False	False	raw																									
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SP140	mean_z_vs_controls	3.0	19.0	0.2623733134535522	-0.0231062493259745	0.2854795627795267	1.6439994838508336	0.948826190051543	0.4427715435593899	0.6727682116652525	False	False	raw																									
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SP140	detection_fraction	3.0	19.0	0.0082304526748971	0.0008361214925513	0.0073943311823457	1.5081771265947126	0.8976658103106921	0.4638271451241903	0.6867002866017566	False	False	raw																									
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFI30	mean_z_vs_controls	5.0	19.0	0.1392598946812014	-0.0017788997529984	0.1410387944341999	1.0795353075517642	1.4111069342881497	0.2248592225595366	0.5180520361140175	False	False	raw																									
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFI30	detection_fraction	5.0	19.0	0.054181893852883	0.0198357797663355	0.0343461140865475	1.4082813752739096	1.7264814561669173	0.1546029467599158	0.4545043449257717	False	False	raw																									
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IL7R	mean_z_vs_controls	5.0	19.0	0.1191797746863074	0.0728656164472238	0.0463141582390836	0.1806455169839887	0.5056996255108456	0.6229325347362895	0.7923177676338248	False	False	raw																									
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IL7R	detection_fraction	5.0	19.0	0.0036951187131094	0.0031439088201731	0.0005512098929363	0.0602104274485424	0.1771513749458362	0.8621756395327819	0.93210984770418	False	False	raw																									
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SP140	mean_z_vs_controls	5.0	19.0	0.0674443870590861	-0.0085409294806566	0.0759853165397427	1.752106220997079	1.9067097000835365	0.1273505202613874	0.4250511468017126	False	False	raw																									
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SP140	detection_fraction	5.0	19.0	0.0005840086616927	6.04266118798719e-05	0.0005235820498128	1.5144993413479872	2.0733437578053375	0.0991096899453041	0.3937351875884229	False	False	raw																									
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFI30	mean_z_vs_controls	5.0	17.0	0.0184204104103665	0.0090082848136426	0.0094121255967238	0.0785071419026953	0.1985997211742944	0.8466476611061934	0.924633791490264	False	False	raw																									
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFI30	detection_fraction	5.0	17.0	0.0116350671723928	0.0097852529343715	0.0018498142380213	0.1377287588432741	0.3612138979845364	0.7249915166388595	0.8544300741556422	False	False	raw																									
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IL7R	mean_z_vs_controls	5.0	17.0	-0.0384200113892331	-0.0028260744744895	-0.0355939369147436	-0.353400234249922	-1.1238875477549897	0.2758962847055497	0.5599838221284033	False	False	raw																									
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IL7R	detection_fraction	5.0	17.0	0.0027027027027027	0.0030290977093581	-0.0003263950066554	-0.0534781050877637	-0.1070150611660323	0.9180694400793208	0.9616971256505276	False	False	raw																									
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SP140	mean_z_vs_controls	5.0	17.0	-0.02554880651538	-0.0158748639593834	-0.0096739425559966	-0.2608657404148396	-0.9999999999999998	0.3321949846529795	0.6005063184111553	False	False	raw																									
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SP140	detection_fraction	5.0	17.0	0.0	0.000247157686604	-0.000247157686604	-0.2608657404148397	-1.0	0.3321949846529792	0.6005063184111553	False	False	raw																									
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFI30	mean_z_vs_controls	4.0	17.0	0.0141179474803848	-0.0008256776640131	0.014943625144398	0.1040839714693327	0.1550164737726728	0.8848487844243245	0.9445770047029628	False	False	raw																									
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFI30	detection_fraction	4.0	17.0	0.0118177751068041	0.0139136437492088	-0.0020958686424047	-0.1207653607150432	-0.2324607252826722	0.8260200802026828	0.9133690973837776	False	False	raw																									
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL7R	mean_z_vs_controls	4.0	17.0	0.5589050058166551	-0.0285986559016104	0.5875036617182656	2.547958118624878	2.1681937954137003	0.1181880639538698	0.4110133362591485	False	False	raw																									
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL7R	detection_fraction	4.0	17.0	0.0343783373044186	0.0010457516339869	0.0333325856704317	2.451355953733343	2.075577250354494	0.1291624375022247	0.4269552135586302	False	False	raw																									
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SP140	mean_z_vs_controls	4.0	17.0	0.1074613429730496	-0.0182306930895085	0.1256920360625582	1.14753798463629	1.0324074166002355	0.3766745824892213	0.6282625067596844	False	False	raw																									
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SP140	detection_fraction	4.0	17.0	0.0032908687567285	0.0003267973856209	0.0029640713711076	1.2809373957465844	1.2639523054313253	0.2924302268126558	0.5723032675682946	False	False	raw																									
