analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	source	context_id
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD58	6	6	4.439838724802844	4.374261534976685	0.0655771898261594	0.1525081330625896	0.2861644879512035	0.7813690418301857	0.0739468089501489	0.0604911249930445	1.0	4.407050129889765	False	0.897656076827227	False	False	False	False	broad_h5ad	ibd_crohn_epithelial|Crohn disease|colon epithelial|tissue_resident
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	SP140	6	6	0.8009805760979355	0.4252446552113798	0.3757359208865556	0.5381222536275233	1.0097263409635306	0.3453527852060747	0.0032614036205845	0.0011402310654409	0.75	0.6131126156546576	False	0.62198746881364	False	False	False	False	broad_h5ad	ibd_crohn_epithelial|Crohn disease|colon epithelial|tissue_resident
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	IL7R	6	6	1.8426348680974376	1.3216967642204565	0.5209381038769814	0.6296248542255564	1.1814207569957125	0.2663991845036469	0.0096293504093994	0.0046814243851763	1.0	1.5821658161589471	False	0.5583103429718302	False	False	False	False	broad_h5ad	ibd_crohn_epithelial|Crohn disease|colon epithelial|tissue_resident
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	GALC	6	6	2.8111791997857978	2.3776857799063102	0.4334934198794875	0.6890520868554643	1.2929293254529457	0.2291461615048152	0.0275489181089946	0.0140490136273885	1.0	2.5944324898460542	False	0.5220289367824489	False	False	False	False	broad_h5ad	ibd_crohn_epithelial|Crohn disease|colon epithelial|tissue_resident
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	IFI30	6	6	3.5254882034427752	3.4000280618385283	0.1254601416042469	0.1539640671781371	0.2888963858001881	0.7785615380091883	0.0362029422650102	0.0297446833173316	1.0	3.4627581326406527	True	0.8959783692468007	False	False	False	False	broad_h5ad	ibd_crohn_epithelial|Crohn disease|colon epithelial|tissue_resident
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	CD58	6	6	4.565452438961857	4.374261534976685	0.1911909039851718	0.3142739290389684	0.5896999469722718	0.5744237474796365	0.0623316799887258	0.0604911249930445	1.0	4.469856986969271	False	0.8141435073503706	False	False	False	False	broad_h5ad	ibd_uc_epithelial|ulcerative colitis|colon epithelial|tissue_resident
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	SP140	6	6	0.4794845955736341	0.4252446552113798	0.0542399403622543	0.0735558748370854	0.1380193884474265	0.894139389936751	0.002637012012012	0.0011402310654409	0.5833333333333334	0.452364625392507	False	0.9595687407432432	False	False	False	False	broad_h5ad	ibd_uc_epithelial|ulcerative colitis|colon epithelial|tissue_resident
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	IL7R	6	6	1.0805927447070531	1.3216967642204565	-0.2411040195134033	-0.1362408072128378	-0.2556406668365673	0.8069232574820783	0.0106106106106106	0.0046814243851763	0.6666666666666666	1.201144754463755	False	0.9264053493510916	False	False	False	False	broad_h5ad	ibd_uc_epithelial|ulcerative colitis|colon epithelial|tissue_resident
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	GALC	6	6	3.6860323905598698	2.3776857799063102	1.308346610653559	1.6102560892494022	3.021465806425223	0.0187846638691718	0.0359338038083793	0.0140490136273885	1.0	3.0318590852330902	False	0.2378071335610502	True	False	False	False	broad_h5ad	ibd_uc_epithelial|ulcerative colitis|colon epithelial|tissue_resident
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	IFI30	6	6	2.3424210582766123	3.4000280618385283	-1.057607003561916	-0.6717922766788259	-1.2605432182851029	0.2506566236720592	0.0186899070122754	0.0297446833173316	0.8333333333333334	2.8712245600575703	True	0.6027639165667898	False	False	False	False	broad_h5ad	ibd_uc_epithelial|ulcerative colitis|colon epithelial|tissue_resident
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD58	6	6	3.356636180293041	3.424786543125373	-0.0681503628323318	-0.0480393377158872	-0.0901404548263663	0.9311660040341162	0.0808894901244564	0.046644677753922	0.9166666666666666	3.3907113617092066	False	0.9842469996632384	False	False	False	False	broad_h5ad	ibd_crohn_stromal|Crohn disease|colon stromal|tissue_resident
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	SP140	6	6	0.1056316731133299	0.6384326697040295	-0.5328009965906996	-1.094368585520108	-2.053460491688789	0.0796412587800552	0.0004578754578754	0.0035851435932761	0.4166666666666667	0.3720321714086796	False	0.6385356982203558	False	False	False	False	broad_h5ad	ibd_crohn_stromal|Crohn disease|colon stromal|tissue_resident
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	IL7R	6	6	4.923872400910559	1.5888224566841986	3.335049944226361	1.0927064706415592	2.050341718652988	0.081471078565238	0.1329195828034927	0.014266360524493	0.8333333333333334	3.2563474287973797	False	0.6387464495112208	False	False	False	False	broad_h5ad	ibd_crohn_stromal|Crohn disease|colon stromal|tissue_resident
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	GALC	6	6	2.716735481165648	3.2577693918561472	-0.5410339106904991	-0.4620600932371272	-0.8670041874397767	0.4184116565049156	0.0450723579235304	0.0486558150196707	0.9166666666666666	2.987252436510897	False	0.8093423483176909	False	False	False	False	broad_h5ad	ibd_crohn_stromal|Crohn disease|colon stromal|tissue_resident
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	IFI30	6	6	2.5114408078819737	2.4973372509501415	0.0141035569318321	0.0111263327727229	0.020877321469631	0.9838317261763274	0.0374633003144728	0.0278178847220636	0.9166666666666666	2.5043890294160573	True	0.9962388941271814	False	False	False	False	broad_h5ad	ibd_crohn_stromal|Crohn disease|colon stromal|tissue_resident
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD58	6	6	4.22464621466804	3.424786543125373	0.7998596715426669	1.005695789386428	1.887075887856664	0.0952778794363456	0.0876283866292049	0.046644677753922	1.0	3.824716378896705	False	0.4624793572516464	False	False	False	False	broad_h5ad	ibd_uc_stromal|ulcerative colitis|colon stromal|tissue_resident
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	SP140	6	6	0.1527823954954448	0.6384326697040295	-0.4856502742085846	-0.9179091241287538	-1.7223540096988863	0.1209005688496958	0.0011904761904761	0.0035851435932761	0.4166666666666667	0.3956075325997372	False	0.502793639524259	False	False	False	False	broad_h5ad	ibd_uc_stromal|ulcerative colitis|colon stromal|tissue_resident
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	IL7R	6	6	6.019375382833291	1.5888224566841986	4.430552926149093	2.37791042574745	4.46188347934585	0.0013514104334589	0.1471419097696123	0.014266360524493	0.9166666666666666	3.804098919758745	False	0.0947343849407491	True	False	True	False	broad_h5ad	ibd_uc_stromal|ulcerative colitis|colon stromal|tissue_resident
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	GALC	6	6	2.6207352720109744	3.2577693918561472	-0.6370341198451728	-0.5964657088165781	-1.119201322029805	0.3031603942261267	0.0440081746845031	0.0486558150196707	0.9166666666666666	2.93925233193356	False	0.6883570612515197	False	False	False	False	broad_h5ad	ibd_uc_stromal|ulcerative colitis|colon stromal|tissue_resident
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	IFI30	6	6	1.1499444892871662	2.4973372509501415	-1.3473927616629753	-1.0024820961675385	-1.881045751260353	0.0967696072395511	0.0068455043495301	0.0278178847220636	0.75	1.8236408701186535	True	0.4659164658867894	False	False	False	False	broad_h5ad	ibd_uc_stromal|ulcerative colitis|colon stromal|tissue_resident
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	GALC	3	3	4.568825179664803	3.6988251696977024	0.870000009967101	5.093321185084418	7.79752374972784	0.0139295253128186	0.1518640350877193	0.074747591522158	1.0	4.133825174681252	False	0.7297013371935511	True	False	False	False	broad_h5ad	psoriasis_skin_apc|psoriasis|skin APC|myeloid_apc
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	IFI30	3	3	4.193922031516598	3.6564469344592054	0.5374750970573925	1.866555399991659	2.8575676916350763	0.0488900207867186	0.1116349902534113	0.0796339113680154	1.0	3.925184482987902	True	0.7297013371935511	True	False	False	False	broad_h5ad	psoriasis_skin_apc|psoriasis|skin APC|myeloid_apc
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	SP140	3	3	4.010122068828719	3.3344721778244466	0.6756498910042721	0.6539585772135506	1.0011655169310456	0.3734253216285565	0.0996710526315789	0.0587475915221579	1.0	3.672297123326582	False	0.7799455873463177	False	False	False	False	broad_h5ad	psoriasis_skin_apc|psoriasis|skin APC|myeloid_apc
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	IL7R	3	3	7.271685145064141	6.15130624990874	1.120378895155401	0.8304300876849124	1.271331238676705	0.3126361737176209	0.2475268031189084	0.1443815028901734	1.0	6.711495697486441	False	0.7502155760958235	False	False	False	False	broad_h5ad	psoriasis_skin_apc|psoriasis|skin APC|myeloid_apc
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CD58	3	3	7.792956403557088	9.019007616913088	-1.2260512133560004	-1.6195219599822666	-2.479376518242919	0.1253659785603313	0.4943104288499025	0.579776493256262	1.0	8.405982010235087	False	0.7297013371935511	False	False	False	False	broad_h5ad	psoriasis_skin_apc|psoriasis|skin APC|myeloid_apc
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	GALC	3	3	3.216071659625181	3.1891776698597414	0.0268939897654396	0.1170858514934994	0.1792503701614757	0.8665336456711799	0.100209697438803	0.0908984627013558	1.0	3.2026246647424608	False	0.9438746267862548	False	False	False	False	broad_h5ad	psoriasis_keratinocyte|psoriasis|skin keratinocyte|tissue_resident
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	IFI30	3	3	0.853803573487414	0.4940325606939317	0.3597710127934822	1.0026777612303293	1.5350305571565577	0.2012354009093203	0.0112390300495729	0.0045854030005058	1.0	0.6739180670906729	True	0.5519682367015982	False	False	False	False	broad_h5ad	psoriasis_keratinocyte|psoriasis|skin keratinocyte|tissue_resident
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	SP140	3	3	1.4733570008485106	0.9937847937624006	0.47957220708611	1.9747556646472608	3.0232148406602763	0.0415544209135246	0.0256139120072438	0.0126963372051004	1.0	1.2335708973054558	False	0.4022305021632905	True	False	False	False	broad_h5ad	psoriasis_keratinocyte|psoriasis|skin keratinocyte|tissue_resident
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	IL7R	3	3	1.075604258196699	0.8776497262705781	0.1979545319261207	0.2454289734799611	0.3757348457006058	0.7340346006468752	0.011465741337334	0.007197889408571	1.0	0.9766269922336384	False	0.8805619369602143	False	False	False	False	broad_h5ad	psoriasis_keratinocyte|psoriasis|skin keratinocyte|tissue_resident
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	CD58	3	3	5.979645422489276	5.418993303181992	0.5606521193072842	1.0153150715652834	1.5543774084327062	0.1978707577387003	0.4249987615948418	0.2964459654122374	1.0	5.699319362835634	False	0.5504717317892978	False	False	False	False	broad_h5ad	psoriasis_keratinocyte|psoriasis|skin keratinocyte|tissue_resident
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	GALC	3	3	3.879970516344558	3.9545815807837688	-0.0746110644392108	-0.2054127893990425	-0.3144728254183974	0.7697051260307693	0.1252952545544657	0.1083682025192038	1.0	3.917276048564163	False	0.9294002960763666	False	False	False	False	broad_h5ad	psoriasis_skin_stromal|psoriasis|skin stromal|tissue_resident
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	IFI30	3	3	0.5875304827331174	0.2705149649160323	0.317015517817085	2.8475868298321334	4.359459207098924	0.0220807157568995	0.0056060847600186	0.0017429277936736	1.0	0.4290227238245749	True	0.5484245698960116	True	False	False	False	broad_h5ad	psoriasis_skin_stromal|psoriasis|skin stromal|tissue_resident
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	SP140	3	3	1.9097038127723365	1.9336386732334216	-0.0239348604610851	-0.0759838480876397	-0.1163260353174178	0.9130090473251103	0.0274123149949058	0.024034602221475	1.0	1.9216712430028788	False	0.9740431842101624	False	False	False	False	broad_h5ad	psoriasis_skin_stromal|psoriasis|skin stromal|tissue_resident
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	IL7R	3	3	2.1317555830329025	1.024599761740143	1.1071558212927597	2.00536311161183	3.0700727327805843	0.0636805998603905	0.0165805386025284	0.0057762427994282	1.0	1.5781776723865228	False	0.5880840274306147	False	False	False	False	broad_h5ad	psoriasis_skin_stromal|psoriasis|skin stromal|tissue_resident
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD58	3	3	5.352108953947322	5.1497233732028125	0.2023855807445098	0.7369019940736125	1.1281461724498651	0.3376258790916052	0.2627572034918104	0.2071116987137628	1.0	5.250916163575067	False	0.7402565067172746	False	False	False	False	broad_h5ad	psoriasis_skin_stromal|psoriasis|skin stromal|tissue_resident
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	CD58	9	13	7.044898672618943	6.953123534918687	0.0917751377002558	0.1472523189664426	0.3388663658201853	0.7394686846369862	0.1809903598575118	0.2226287435959228	1.0	6.9906679094324256	False	0.9902620263503026	False	False	False	False	broad_h5ad	sjogren_gland_apc|Sjogren syndrome|salivary gland APC|myeloid_apc
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	SP140	9	13	4.168556667718646	3.329142572175663	0.8394140955429834	0.3720223154639177	0.9362832499336556	0.3604696282687569	0.0415726251865165	0.045203380086138	0.7727272727272727	3.672539247625066	False	0.9621803366179228	False	False	False	False	broad_h5ad	sjogren_gland_apc|Sjogren syndrome|salivary gland APC|myeloid_apc
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	IL7R	9	13	4.700524000829236	4.081081534610242	0.6194424662189943	0.2750047306446158	0.6710980424204168	0.5104996368113743	0.0556279701942425	0.0563536054153615	0.8636363636363636	4.334489816245283	False	0.9715241121707002	False	False	False	False	broad_h5ad	sjogren_gland_apc|Sjogren syndrome|salivary gland APC|myeloid_apc
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	GALC	9	13	4.848610500628668	4.621730594024168	0.2268799066045002	0.1597324701147712	0.4159617877009031	0.6818927333923884	0.0520191013897413	0.0626811424546604	0.9545454545454546	4.714545101271464	False	0.9822240208825238	False	False	False	False	broad_h5ad	sjogren_gland_apc|Sjogren syndrome|salivary gland APC|myeloid_apc
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	IFI30	9	13	8.007345158011553	8.027921732036116	-0.0205765740245631	-0.042471607896765	-0.1000664206399573	0.921513035796456	0.3205533092930727	0.3884668056871231	1.0	8.019504042662431	True	0.9990053045348096	False	False	False	False	broad_h5ad	sjogren_gland_apc|Sjogren syndrome|salivary gland APC|myeloid_apc
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	CD58	11	14	5.649352935263449	5.3297352997842555	0.3196176354791937	0.6599886916480883	1.701618095093078	0.102936915394518	0.0858217769575327	0.1180559328822678	1.0	5.470367059395101	False	0.8441184433525579	False	False	False	False	broad_h5ad	sjogren_gland_epithelial|Sjogren syndrome|salivary gland epithelial|tissue_resident
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	SP140	11	14	1.2077012635946187	0.336008908651023	0.8716923549435956	1.2111662324502792	2.888538692711417	0.0118385266546702	0.0026512791834097	0.0008890594161287	0.64	0.7195535448262054	False	0.8441184433525579	True	False	False	False	broad_h5ad	sjogren_gland_epithelial|Sjogren syndrome|salivary gland epithelial|tissue_resident
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL7R	11	14	1.6502153365259873	0.8821375364465961	0.7680778000793912	0.676212791761796	1.7111514511635395	0.1022785591659104	0.0025713717453423	0.0023180087048654	0.72	1.2200917684815282	False	0.8441184433525579	False	False	False	False	broad_h5ad	sjogren_gland_epithelial|Sjogren syndrome|salivary gland epithelial|tissue_resident
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	GALC	11	14	3.0210422193067954	3.5862427582390004	-0.565200538932205	-0.6410393447235623	-1.5057973563902376	0.156495806916616	0.02203120963411	0.0376163952741393	0.96	3.3375545211088298	False	0.8441184433525579	False	False	False	False	broad_h5ad	sjogren_gland_epithelial|Sjogren syndrome|salivary gland epithelial|tissue_resident
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFI30	11	14	2.208463106336439	2.298666030181706	-0.090202923845267	-0.1036837386923026	-0.2493194936312854	0.8065191190220313	0.01182726229057	0.0144790888824292	0.96	2.2589767436897885	True	0.9401472987439068	False	False	False	False	broad_h5ad	sjogren_gland_epithelial|Sjogren syndrome|salivary gland epithelial|tissue_resident
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD58	10	14	6.065578521807071	6.244171706806127	-0.1785931849990563	-0.3549498565462207	-0.8311673450542969	0.4191840171171753	0.0959169476564011	0.1318046571457809	1.0	6.169757879723188	False	0.9049326754136924	False	False	False	False	broad_h5ad	sjogren_gland_stromal|Sjogren syndrome|salivary gland stromal/endothelial|tissue_resident
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SP140	10	14	0.555527693833384	0.7015501665837826	-0.1460224727503986	-0.1447668936291009	-0.3914056160861576	0.6993190980105448	0.0011442027587941	0.001594566067796	0.4166666666666667	0.6407074696044498	False	0.9613120915446182	False	False	False	False	broad_h5ad	sjogren_gland_stromal|Sjogren syndrome|salivary gland stromal/endothelial|tissue_resident
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IL7R	10	14	1.819573245658475	1.2379609240475824	0.5816123216108926	0.3892026628904623	0.9538438077693328	0.3527677423284091	0.0048683778925046	0.0036905293964038	0.5833333333333334	1.4802993913854543	False	0.8915490218343045	False	False	False	False	broad_h5ad	sjogren_gland_stromal|Sjogren syndrome|salivary gland stromal/endothelial|tissue_resident
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	GALC	10	14	4.575467293226884	4.583783827602822	-0.0083165343759379	-0.0074636745077116	-0.0215184627273459	0.983090136401868	0.038793794158234	0.054871830876115	0.9583333333333334	4.580318604946181	False	0.9983536635735626	False	False	False	False	broad_h5ad	sjogren_gland_stromal|Sjogren syndrome|salivary gland stromal/endothelial|tissue_resident
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFI30	10	14	2.6803909011136207	2.874061817438021	-0.1936709163244003	-0.1699098215758209	-0.3944676302901377	0.6991333325793911	0.013264055553071	0.0131736916162415	0.9583333333333334	2.793365602302854	True	0.9613120915446182	False	False	False	False	broad_h5ad	sjogren_gland_stromal|Sjogren syndrome|salivary gland stromal/endothelial|tissue_resident
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IL7R	3	19	1.096237342066307	0.1997800192486135	0.8964573228176934	1.175758174052971	0.8142494773537637	0.4997699456426663	0.0100502512562814	0.0015269460668722	0.2727272727272727	0.3220241996328444	False	0.8819046809187733	False	False	False	False	broad_h5ad	t1d_beta_cell|type 1 diabetes mellitus|pancreatic beta cell|tissue_resident
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	GALC	3	19	4.784317344711109	4.48593333188336	0.298384012827749	0.4003497029949006	1.58785475276098	0.1284577667791342	0.1140928161752605	0.1348826962186106	1.0	4.526622060905326	False	0.7333651724473972	False	False	False	False	broad_h5ad	t1d_beta_cell|type 1 diabetes mellitus|pancreatic beta cell|tissue_resident
