predictor	analysis	disease_name	compartment	role	n_case	rho	p
gene:MMP7	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6546536707079772	0.15830242337545788
gene:MMP7	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:MMP7	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:MMP7	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:MMP7	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.04950737714883372	0.8993501682338607
gene:MMP7	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5181818181818182	0.10249153979096377
gene:MMP7	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.17792750455055614	0.6228731846521807
gene:MMP7	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.49999999999999994	0.3910022189557703
gene:MMP7	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:MMP7	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:MMP7	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.3	0.623837664781073
gene:MMP7	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.19999999999999998	0.8
gene:MOB3B	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:MOB3B	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.08571428571428573	0.8717434402332361
gene:MOB3B	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.3714285714285715	0.4684781341107872
gene:MOB3B	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:MOB3B	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3142857142857143	0.5440932944606415
gene:MOB3B	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.14285714285714288	0.7871720116618076
gene:MOB3B	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:MOB3B	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:MOB3B	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:MOB3B	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.2333333333333333	0.5456987782182728
gene:MOB3B	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7454545454545456	0.008454728885061566
gene:MOB3B	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.5393939393939393	0.1075931877824148
gene:MOB3B	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:MOB3B	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:MOB3B	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.3	0.623837664781073
gene:MOB3B	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.8720815992723809	0.05385421772754213
gene:MOB3B	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-1.0	0.0
gene:MPHOSPH6	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:MPHOSPH6	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.028571428571428574	0.9571545189504373
gene:MPHOSPH6	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:MPHOSPH6	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:MPHOSPH6	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3714285714285715	0.4684781341107872
gene:MPHOSPH6	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:MPHOSPH6	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:MPHOSPH6	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:MPHOSPH6	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:MPHOSPH6	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.3	0.43284532670948234
gene:MPHOSPH6	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5545454545454546	0.0766523333397824
gene:MPHOSPH6	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.2121212121212121	0.5563057751029298
gene:MPHOSPH6	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:MPHOSPH6	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:MPHOSPH6	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:MPHOSPH6	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:MPHOSPH6	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	1.0	0.0
gene:MRRF	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:MRRF	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.48571428571428577	0.3287230320699708
gene:MRRF	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:MRRF	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.14285714285714288	0.7871720116618076
gene:MRRF	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:MRRF	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:MRRF	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:MRRF	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:MRRF	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:MRRF	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.45	0.22421610749233675
gene:MRRF	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6272727272727273	0.03884525362035333
gene:MRRF	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.1515151515151515	0.6760651759978539
gene:MRRF	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.6	0.28475697986529386
gene:MRRF	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:MRRF	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:MRRF	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:MRRF	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:MSR1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.8285714285714287	0.04156268221574335
gene:MSR1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.41194292043554975	0.4170383519896916
gene:MSR1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.14285714285714288	0.7871720116618076
gene:MSR1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.09759000729485333	0.8540797033781717
gene:MSR1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:MSR1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:MSR1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:MSR1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.8833333333333333	0.0015905004234978695
gene:MSR1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	-0.3579939178712621	0.27970019300882715
gene:MSR1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.018406293574195463	0.9597498710616379
gene:MSR1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.35355339059327373	0.5594043441634877
gene:MSR1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.0	1.0
gene:MSR1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7826237921249264	0.11761376087345812
gene:MSR1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.10540925533894598	0.894590744661054
gene:MSRB1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:MSRB1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.942857142857143	0.004804664723032055
gene:MSRB1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:MSRB1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:MSRB1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:MSRB1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:MSRB1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:MSRB1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:MSRB1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:MSRB1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.06666666666666667	0.8646897846262036
gene:MSRB1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7545454545454545	0.007282041008429152
gene:MSRB1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.0303030303030303	0.9337729580941466
gene:MSRB1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.3	0.623837664781073
gene:MSRB1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:MSRB1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7	0.1881204043741873
gene:MSRB1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:MSRB1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:MTF1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:MTF1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.028571428571428574	0.9571545189504373
gene:MTF1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:MTF1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.20291986247835694	0.699797968157019
gene:MTF1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.028571428571428574	0.9571545189504373
gene:MTF1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:MTF1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:MTF1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:MTF1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:MTF1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.39999999999999997	0.286105101908313
gene:MTF1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5909090909090909	0.05557560428877467
gene:MTF1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.2121212121212121	0.5563057751029298
gene:MTF1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:MTF1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:MTF1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:MTF1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:MTF1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:MTHFD2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:MTHFD2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:MTHFD2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.14285714285714288	0.7871720116618076
gene:MTHFD2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:MTHFD2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.14285714285714288	0.7871720116618076
gene:MTHFD2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.2571428571428572	0.6227871720116619
gene:MTHFD2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:MTHFD2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:MTHFD2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:MTHFD2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.25	0.5164895523012261
gene:MTHFD2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7090909090909092	0.014552051953727706
gene:MTHFD2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.05454545454545454	0.8810361811618524
gene:MTHFD2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:MTHFD2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:MTHFD2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:MTHFD2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.3	0.623837664781073
gene:MTHFD2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:MYD88	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:MYD88	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.3142857142857143	0.5440932944606415
gene:MYD88	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:MYD88	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:MYD88	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:MYD88	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:MYD88	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:MYD88	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:MYD88	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:MYD88	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.9500000000000001	8.762523965086185e-05
gene:MYD88	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5909090909090909	0.05557560428877467
gene:MYD88	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.10303030303030303	0.7769984634438898
gene:MYD88	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:MYD88	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:MYD88	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:MYD88	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:MYD88	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:NAMPT	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:NAMPT	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:NAMPT	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.2	0.7040000000000001
gene:NAMPT	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:NAMPT	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.3142857142857143	0.5440932944606415
gene:NAMPT	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:NAMPT	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:NAMPT	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:NAMPT	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:NAMPT	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5833333333333334	0.09918581647988327
gene:NAMPT	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7636363636363637	0.006233059747904752
gene:NAMPT	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.4424242424242424	0.20042268671194216
gene:NAMPT	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:NAMPT	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:NAMPT	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:NAMPT	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7	0.1881204043741873
gene:NAMPT	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:NCK1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:NCK1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:NCK1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:NCK1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:NCK1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:NCK1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:NCK1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:NCK1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:NCK1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:NCK1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5333333333333333	0.13922686754397814
gene:NCK1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7818181818181819	0.004473162252783042
gene:NCK1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.4787878787878787	0.161522928017456
gene:NCK1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.39999999999999997	0.5046315754686912
gene:NCK1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:NCK1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:NCK1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7	0.1881204043741873
gene:NCK1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	1.0	0.0
gene:NDUFA11	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:NDUFA11	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.4285714285714286	0.3965014577259473
gene:NDUFA11	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.5428571428571429	0.26570262390670546
gene:NDUFA11	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:NDUFA11	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.14285714285714288	0.7871720116618076
gene:NDUFA11	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:NDUFA11	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:NDUFA11	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:NDUFA11	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:NDUFA11	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.03333333333333333	0.9321567355405039
gene:NDUFA11	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6727272727272727	0.02331303983318598
gene:NDUFA11	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.13939393939393938	0.7009318849100583
gene:NDUFA11	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:NDUFA11	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:NDUFA11	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:NDUFA11	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:NDUFA11	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:NLRC5	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:NLRC5	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:NLRC5	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:NLRC5	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:NLRC5	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3142857142857143	0.5440932944606415
gene:NLRC5	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:NLRC5	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:NLRC5	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:NLRC5	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-1.0	0.0
gene:NLRC5	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.6	0.08762282904140249
gene:NLRC5	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.08181818181818183	0.810990394300046
gene:NLRC5	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.41818181818181815	0.22911284098281895
gene:NLRC5	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.49999999999999994	0.3910022189557703
gene:NLRC5	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:NLRC5	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.3	0.623837664781073
gene:NLRC5	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:NLRC5	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.6000000000000001	0.4
gene:NLRP3	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.15179418517972906	0.7740575031656568
gene:NLRP3	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.2	0.7040000000000001
gene:NLRP3	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.13093073414159545	0.8047261622231062
gene:NLRP3	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.028571428571428574	0.9571545189504373
gene:NLRP3	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:NLRP3	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
