predictor	gate	passed
gene:ENO1	ms_anchor_nominal	False
gene:ENO1	perturbation_or_model_hint	False
gene:GSTO1	circuit_coupling	True
gene:GSTO1	disease_up_recurrence	True
gene:GSTO1	ms_anchor_nominal	False
gene:GSTO1	perturbation_or_model_hint	False
gene:CASP4	circuit_coupling	True
gene:CASP4	disease_up_recurrence	True
gene:CASP4	ms_anchor_nominal	False
gene:CASP4	perturbation_or_model_hint	False
gene:CCL20	circuit_coupling	False
gene:CCL20	disease_up_recurrence	True
gene:CCL20	ms_anchor_nominal	False
gene:CCL20	perturbation_or_model_hint	False
gene:CAPZA1	circuit_coupling	True
gene:CAPZA1	disease_up_recurrence	True
gene:CAPZA1	ms_anchor_nominal	False
gene:CAPZA1	perturbation_or_model_hint	False
gene:TMSB10	circuit_coupling	True
gene:TMSB10	disease_up_recurrence	True
gene:TMSB10	ms_anchor_nominal	False
gene:TMSB10	perturbation_or_model_hint	False
gene:DBI	circuit_coupling	True
gene:DBI	disease_up_recurrence	True
gene:DBI	ms_anchor_nominal	False
gene:DBI	perturbation_or_model_hint	False
gene:MAGOHB	circuit_coupling	True
gene:MAGOHB	disease_up_recurrence	True
gene:MAGOHB	ms_anchor_nominal	False
gene:MAGOHB	perturbation_or_model_hint	False
gene:SCD	circuit_coupling	True
gene:SCD	disease_up_recurrence	True
gene:SCD	ms_anchor_nominal	False
gene:SCD	perturbation_or_model_hint	False
gene:SSR3	circuit_coupling	True
gene:SSR3	disease_up_recurrence	True
gene:SSR3	ms_anchor_nominal	False
gene:SSR3	perturbation_or_model_hint	False
gene:PSMA3	circuit_coupling	True
gene:PSMA3	disease_up_recurrence	True
gene:PSMA3	ms_anchor_nominal	False
gene:PSMA3	perturbation_or_model_hint	False
gene:NCK1	circuit_coupling	True
gene:NCK1	disease_up_recurrence	True
gene:NCK1	ms_anchor_nominal	True
gene:NCK1	perturbation_or_model_hint	False
gene:PSMA4	circuit_coupling	True
gene:PSMA4	disease_up_recurrence	True
gene:PSMA4	ms_anchor_nominal	False
gene:PSMA4	perturbation_or_model_hint	False
gene:HSPG2	circuit_coupling	True
gene:HSPG2	disease_up_recurrence	True
gene:HSPG2	ms_anchor_nominal	False
gene:HSPG2	perturbation_or_model_hint	False
gene:PSMA5	circuit_coupling	True
gene:PSMA5	disease_up_recurrence	True
gene:PSMA5	ms_anchor_nominal	False
gene:PSMA5	perturbation_or_model_hint	False
gene:CTSB	circuit_coupling	True
gene:CTSB	disease_up_recurrence	True
gene:CTSB	ms_anchor_nominal	False
gene:CTSB	perturbation_or_model_hint	False
gene:P4HB	circuit_coupling	False
gene:P4HB	disease_up_recurrence	True
gene:P4HB	ms_anchor_nominal	False
gene:P4HB	perturbation_or_model_hint	False
gene:SHISA5	circuit_coupling	True
gene:SHISA5	disease_up_recurrence	True
gene:SHISA5	ms_anchor_nominal	False
gene:SHISA5	perturbation_or_model_hint	False
gene:OSMR	circuit_coupling	True
gene:OSMR	disease_up_recurrence	True
gene:OSMR	ms_anchor_nominal	False
gene:OSMR	perturbation_or_model_hint	False
gene:MPHOSPH6	circuit_coupling	True
gene:MPHOSPH6	disease_up_recurrence	True
gene:MPHOSPH6	ms_anchor_nominal	False
gene:MPHOSPH6	perturbation_or_model_hint	False
gene:PIKFYVE	circuit_coupling	True
gene:PIKFYVE	disease_up_recurrence	False
gene:PIKFYVE	ms_anchor_nominal	False
gene:PIKFYVE	perturbation_or_model_hint	False
gene:ASL	circuit_coupling	True
gene:ASL	disease_up_recurrence	True
gene:ASL	ms_anchor_nominal	False
gene:ASL	perturbation_or_model_hint	False
gene:DDIT4	circuit_coupling	True
gene:DDIT4	disease_up_recurrence	True
gene:DDIT4	ms_anchor_nominal	False
gene:DDIT4	perturbation_or_model_hint	False
gene:RAB3D	circuit_coupling	False
gene:RAB3D	disease_up_recurrence	False
gene:RAB3D	ms_anchor_nominal	False
gene:RAB3D	perturbation_or_model_hint	False
gene:CASP8	circuit_coupling	True
gene:CASP8	disease_up_recurrence	True
gene:CASP8	ms_anchor_nominal	False
gene:CASP8	perturbation_or_model_hint	False
gene:ARPC5	circuit_coupling	True
gene:ARPC5	disease_up_recurrence	True
gene:ARPC5	ms_anchor_nominal	False
gene:ARPC5	perturbation_or_model_hint	False
gene:SH3GLB1	circuit_coupling	True
gene:SH3GLB1	disease_up_recurrence	True
gene:SH3GLB1	ms_anchor_nominal	False
gene:SH3GLB1	perturbation_or_model_hint	False
gene:NME1	circuit_coupling	True
gene:NME1	disease_up_recurrence	True
gene:NME1	ms_anchor_nominal	False
gene:NME1	perturbation_or_model_hint	False
gene:SNRPG	circuit_coupling	True
gene:SNRPG	disease_up_recurrence	True
gene:SNRPG	ms_anchor_nominal	False
gene:SNRPG	perturbation_or_model_hint	False
gene:GK	circuit_coupling	True
gene:GK	disease_up_recurrence	True
gene:GK	ms_anchor_nominal	False
gene:GK	perturbation_or_model_hint	False
gene:LIPA	circuit_coupling	True
gene:LIPA	disease_up_recurrence	True
gene:LIPA	ms_anchor_nominal	False
gene:LIPA	perturbation_or_model_hint	False
gene:PSME1	circuit_coupling	True
gene:PSME1	disease_up_recurrence	True
gene:PSME1	ms_anchor_nominal	False
gene:PSME1	perturbation_or_model_hint	False
gene:APOL1	circuit_coupling	False
gene:APOL1	disease_up_recurrence	True
gene:APOL1	ms_anchor_nominal	False
gene:APOL1	perturbation_or_model_hint	False
gene:TTYH3	circuit_coupling	True
gene:TTYH3	disease_up_recurrence	True
gene:TTYH3	ms_anchor_nominal	False
gene:TTYH3	perturbation_or_model_hint	False
gene:TNFAIP8L1	circuit_coupling	True
gene:TNFAIP8L1	disease_up_recurrence	True
gene:TNFAIP8L1	ms_anchor_nominal	True
gene:TNFAIP8L1	perturbation_or_model_hint	False
gene:RAB10	circuit_coupling	True
gene:RAB10	disease_up_recurrence	True
gene:RAB10	ms_anchor_nominal	False
gene:RAB10	perturbation_or_model_hint	False
gene:LTA4H	circuit_coupling	True
gene:LTA4H	disease_up_recurrence	True
gene:LTA4H	ms_anchor_nominal	True
gene:LTA4H	perturbation_or_model_hint	False
gene:LYPLA1	circuit_coupling	True
gene:LYPLA1	disease_up_recurrence	True
gene:LYPLA1	ms_anchor_nominal	False
gene:LYPLA1	perturbation_or_model_hint	False
gene:AQR	circuit_coupling	True
gene:AQR	disease_up_recurrence	True
gene:AQR	ms_anchor_nominal	True
gene:AQR	perturbation_or_model_hint	False
gene:APOL2	circuit_coupling	True
gene:APOL2	disease_up_recurrence	True
gene:APOL2	ms_anchor_nominal	False
gene:APOL2	perturbation_or_model_hint	False
gene:ACSL1	circuit_coupling	False
gene:ACSL1	disease_up_recurrence	True
gene:ACSL1	ms_anchor_nominal	False
gene:ACSL1	perturbation_or_model_hint	False
complement_effector	circuit_coupling	True
complement_effector	disease_up_recurrence	True
complement_effector	ms_anchor_nominal	False
complement_effector	perturbation_or_model_hint	False
gene:FKBP1A	circuit_coupling	True
gene:FKBP1A	disease_up_recurrence	True
gene:FKBP1A	ms_anchor_nominal	False
gene:FKBP1A	perturbation_or_model_hint	False
gene:TGM2	circuit_coupling	False
gene:TGM2	disease_up_recurrence	True
gene:TGM2	ms_anchor_nominal	False
gene:TGM2	perturbation_or_model_hint	False
gene:CSTA	circuit_coupling	False
gene:CSTA	disease_up_recurrence	True
gene:CSTA	ms_anchor_nominal	False
gene:CSTA	perturbation_or_model_hint	False
gene:MYD88	circuit_coupling	True
gene:MYD88	disease_up_recurrence	True
gene:MYD88	ms_anchor_nominal	True
gene:MYD88	perturbation_or_model_hint	False
gene:SPP1	circuit_coupling	True
gene:SPP1	disease_up_recurrence	False
gene:SPP1	ms_anchor_nominal	False
gene:SPP1	perturbation_or_model_hint	False
gene:DUSP6	circuit_coupling	True
gene:DUSP6	disease_up_recurrence	True
gene:DUSP6	ms_anchor_nominal	False
gene:DUSP6	perturbation_or_model_hint	False
gene:GALE	circuit_coupling	True
gene:GALE	disease_up_recurrence	True
gene:GALE	ms_anchor_nominal	False
gene:GALE	perturbation_or_model_hint	False
gene:RPP40	circuit_coupling	True
gene:RPP40	disease_up_recurrence	True
gene:RPP40	ms_anchor_nominal	False
gene:RPP40	perturbation_or_model_hint	False
gene:CBX3	circuit_coupling	True
gene:CBX3	disease_up_recurrence	True
gene:CBX3	ms_anchor_nominal	True
gene:CBX3	perturbation_or_model_hint	False
gene:CHI3L1	circuit_coupling	True
gene:CHI3L1	disease_up_recurrence	True
gene:CHI3L1	ms_anchor_nominal	True
gene:CHI3L1	perturbation_or_model_hint	False
gene:CNN3	circuit_coupling	True
gene:CNN3	disease_up_recurrence	True
gene:CNN3	ms_anchor_nominal	False
gene:CNN3	perturbation_or_model_hint	False
gene:AGRN	circuit_coupling	False
gene:AGRN	disease_up_recurrence	True
gene:AGRN	ms_anchor_nominal	False
gene:AGRN	perturbation_or_model_hint	False
gene:JAK3	circuit_coupling	False
gene:JAK3	disease_up_recurrence	True
gene:JAK3	ms_anchor_nominal	True
gene:JAK3	perturbation_or_model_hint	False
gene:ACSL4	circuit_coupling	True
gene:ACSL4	disease_up_recurrence	True
gene:ACSL4	ms_anchor_nominal	False
gene:ACSL4	perturbation_or_model_hint	False
gene:POMP	circuit_coupling	False
gene:POMP	disease_up_recurrence	True
gene:POMP	ms_anchor_nominal	False
gene:POMP	perturbation_or_model_hint	False
gene:PPIB	circuit_coupling	True
gene:PPIB	disease_up_recurrence	True
gene:PPIB	ms_anchor_nominal	False
gene:PPIB	perturbation_or_model_hint	False
gene:PPIL3	circuit_coupling	True
gene:PPIL3	disease_up_recurrence	True
gene:PPIL3	ms_anchor_nominal	True
gene:PPIL3	perturbation_or_model_hint	False
gene:PPARG	circuit_coupling	True
gene:PPARG	disease_up_recurrence	False
gene:PPARG	ms_anchor_nominal	True
gene:PPARG	perturbation_or_model_hint	False
gene:CHD1L	circuit_coupling	True
gene:CHD1L	disease_up_recurrence	True
gene:CHD1L	ms_anchor_nominal	False
gene:CHD1L	perturbation_or_model_hint	False
gene:CDV3	circuit_coupling	False
gene:CDV3	disease_up_recurrence	True
gene:CDV3	ms_anchor_nominal	True
gene:CDV3	perturbation_or_model_hint	False
gene:DENND2D	circuit_coupling	True
gene:DENND2D	disease_up_recurrence	True
gene:DENND2D	ms_anchor_nominal	False
gene:DENND2D	perturbation_or_model_hint	False
gene:TFE3	circuit_coupling	False
gene:TFE3	disease_up_recurrence	False
gene:TFE3	ms_anchor_nominal	False
gene:TFE3	perturbation_or_model_hint	False
gene:HSP90B1	circuit_coupling	False
gene:HSP90B1	disease_up_recurrence	True
gene:HSP90B1	ms_anchor_nominal	True
gene:HSP90B1	perturbation_or_model_hint	False
gene:PSMB8	circuit_coupling	True
gene:PSMB8	disease_up_recurrence	True
gene:PSMB8	ms_anchor_nominal	False
gene:PSMB8	perturbation_or_model_hint	False
gene:ANGPTL4	circuit_coupling	False
gene:ANGPTL4	disease_up_recurrence	True
gene:ANGPTL4	ms_anchor_nominal	False
gene:ANGPTL4	perturbation_or_model_hint	False
gene:CD300LF	circuit_coupling	False
gene:CD300LF	disease_up_recurrence	True
gene:CD300LF	ms_anchor_nominal	False
gene:CD300LF	perturbation_or_model_hint	False
gene:S100A11	circuit_coupling	False
gene:S100A11	disease_up_recurrence	True
gene:S100A11	ms_anchor_nominal	False
gene:S100A11	perturbation_or_model_hint	False
gene:PDPN	circuit_coupling	False
gene:PDPN	disease_up_recurrence	True
gene:PDPN	ms_anchor_nominal	False
gene:PDPN	perturbation_or_model_hint	False
gene:DYNLT1	circuit_coupling	False
gene:DYNLT1	disease_up_recurrence	True
gene:DYNLT1	ms_anchor_nominal	False
gene:DYNLT1	perturbation_or_model_hint	False
gene:TFEB	circuit_coupling	False
gene:TFEB	disease_up_recurrence	False
gene:TFEB	ms_anchor_nominal	False
gene:TFEB	perturbation_or_model_hint	False
gene:MAGIX	circuit_coupling	False
gene:MAGIX	disease_up_recurrence	True
gene:MAGIX	ms_anchor_nominal	False
gene:MAGIX	perturbation_or_model_hint	False
gene:FXYD5	circuit_coupling	False
gene:FXYD5	disease_up_recurrence	True
gene:FXYD5	ms_anchor_nominal	False
gene:FXYD5	perturbation_or_model_hint	False
gene:PTPN2	circuit_coupling	False
gene:PTPN2	disease_up_recurrence	True
gene:PTPN2	ms_anchor_nominal	False
gene:PTPN2	perturbation_or_model_hint	False
osmr_receptor_core	circuit_coupling	False
osmr_receptor_core	disease_up_recurrence	False
osmr_receptor_core	ms_anchor_nominal	False
osmr_receptor_core	perturbation_or_model_hint	False
gene:SPNS1	circuit_coupling	False
gene:SPNS1	disease_up_recurrence	True
gene:SPNS1	ms_anchor_nominal	False
gene:SPNS1	perturbation_or_model_hint	False
gene:SLC10A7	circuit_coupling	False
gene:SLC10A7	disease_up_recurrence	True
gene:SLC10A7	ms_anchor_nominal	False
gene:SLC10A7	perturbation_or_model_hint	False
gene:CD74	circuit_coupling	False
gene:CD74	disease_up_recurrence	True
gene:CD74	ms_anchor_nominal	False
gene:CD74	perturbation_or_model_hint	False
gene:SUB1	circuit_coupling	False
gene:SUB1	disease_up_recurrence	True
gene:SUB1	ms_anchor_nominal	False
gene:SUB1	perturbation_or_model_hint	False
gene:ESCO2	circuit_coupling	False
gene:ESCO2	disease_up_recurrence	True
gene:ESCO2	ms_anchor_nominal	False
gene:ESCO2	perturbation_or_model_hint	False
gene:NDUFA11	circuit_coupling	False
gene:NDUFA11	disease_up_recurrence	True
gene:NDUFA11	ms_anchor_nominal	False
gene:NDUFA11	perturbation_or_model_hint	False
gene:PSME2	circuit_coupling	False
gene:PSME2	disease_up_recurrence	True
gene:PSME2	ms_anchor_nominal	False
gene:PSME2	perturbation_or_model_hint	False
gene:RAB24	circuit_coupling	False
gene:RAB24	disease_up_recurrence	True
gene:RAB24	ms_anchor_nominal	False
gene:RAB24	perturbation_or_model_hint	False
gene:MARCO	circuit_coupling	False
gene:MARCO	disease_up_recurrence	True
gene:MARCO	ms_anchor_nominal	False
gene:MARCO	perturbation_or_model_hint	False
gene:RABGGTB	circuit_coupling	False
gene:RABGGTB	disease_up_recurrence	True
gene:RABGGTB	ms_anchor_nominal	False
gene:RABGGTB	perturbation_or_model_hint	False
gene:COX7A2	circuit_coupling	False
gene:COX7A2	disease_up_recurrence	True
gene:COX7A2	ms_anchor_nominal	False
gene:COX7A2	perturbation_or_model_hint	False
gene:HIF1A	circuit_coupling	False
gene:HIF1A	disease_up_recurrence	True
gene:HIF1A	ms_anchor_nominal	False
gene:HIF1A	perturbation_or_model_hint	False
gene:SEC61A1	circuit_coupling	False
gene:SEC61A1	disease_up_recurrence	True
gene:SEC61A1	ms_anchor_nominal	False
gene:SEC61A1	perturbation_or_model_hint	False
gene:ROMO1	circuit_coupling	False
gene:ROMO1	disease_up_recurrence	True
gene:ROMO1	ms_anchor_nominal	False
gene:ROMO1	perturbation_or_model_hint	False
gene:CSGALNACT1	circuit_coupling	False
gene:CSGALNACT1	disease_up_recurrence	True
gene:CSGALNACT1	ms_anchor_nominal	False
gene:CSGALNACT1	perturbation_or_model_hint	False
gene:MTHFD2	circuit_coupling	False
gene:MTHFD2	disease_up_recurrence	True
gene:MTHFD2	ms_anchor_nominal	False
gene:MTHFD2	perturbation_or_model_hint	False
gene:GOLT1B	circuit_coupling	False
gene:GOLT1B	disease_up_recurrence	True
gene:GOLT1B	ms_anchor_nominal	False
gene:GOLT1B	perturbation_or_model_hint	False
gene:AXL	circuit_coupling	False
gene:AXL	disease_up_recurrence	False
gene:AXL	ms_anchor_nominal	False
gene:AXL	perturbation_or_model_hint	False
gene:ABHD2	circuit_coupling	False
gene:ABHD2	disease_up_recurrence	True
gene:ABHD2	ms_anchor_nominal	True
gene:ABHD2	perturbation_or_model_hint	False
gene:CD300A	circuit_coupling	False
gene:CD300A	disease_up_recurrence	False
gene:CD300A	ms_anchor_nominal	False
gene:CD300A	perturbation_or_model_hint	False
gene:JAK1	circuit_coupling	False
gene:JAK1	disease_up_recurrence	True
gene:JAK1	ms_anchor_nominal	False
gene:JAK1	perturbation_or_model_hint	False
gene:S100P	circuit_coupling	False
gene:S100P	disease_up_recurrence	True
gene:S100P	ms_anchor_nominal	False
gene:S100P	perturbation_or_model_hint	False
gene:AP2B1	circuit_coupling	False
gene:AP2B1	disease_up_recurrence	True
gene:AP2B1	ms_anchor_nominal	False
gene:AP2B1	perturbation_or_model_hint	False
gene:COX7B	circuit_coupling	False
gene:COX7B	disease_up_recurrence	True
gene:COX7B	ms_anchor_nominal	False
gene:COX7B	perturbation_or_model_hint	False
gene:TNIP3	circuit_coupling	False
gene:TNIP3	disease_up_recurrence	True
gene:TNIP3	ms_anchor_nominal	False
gene:TNIP3	perturbation_or_model_hint	False
gene:SERPINA1	circuit_coupling	False
gene:SERPINA1	disease_up_recurrence	True
gene:SERPINA1	ms_anchor_nominal	False
gene:SERPINA1	perturbation_or_model_hint	False
gene:FABP5	circuit_coupling	False
gene:FABP5	disease_up_recurrence	True
gene:FABP5	ms_anchor_nominal	True
gene:FABP5	perturbation_or_model_hint	False
gene:GYS1	circuit_coupling	False
gene:GYS1	disease_up_recurrence	True
gene:GYS1	ms_anchor_nominal	False
gene:GYS1	perturbation_or_model_hint	False
gene:CD24	circuit_coupling	False
gene:CD24	disease_up_recurrence	True
gene:CD24	ms_anchor_nominal	False
gene:CD24	perturbation_or_model_hint	False
gene:C4ORF46	circuit_coupling	False
gene:C4ORF46	disease_up_recurrence	True
gene:C4ORF46	ms_anchor_nominal	False
gene:C4ORF46	perturbation_or_model_hint	False
gene:DDX39A	circuit_coupling	False
gene:DDX39A	disease_up_recurrence	True
gene:DDX39A	ms_anchor_nominal	False
gene:DDX39A	perturbation_or_model_hint	False
gene:PI3	circuit_coupling	False
gene:PI3	disease_up_recurrence	True
gene:PI3	ms_anchor_nominal	False
gene:PI3	perturbation_or_model_hint	False
gene:ITGA2	circuit_coupling	False
gene:ITGA2	disease_up_recurrence	True
gene:ITGA2	ms_anchor_nominal	False
gene:ITGA2	perturbation_or_model_hint	False
gene:SLPI	circuit_coupling	False
gene:SLPI	disease_up_recurrence	True
gene:SLPI	ms_anchor_nominal	True
gene:SLPI	perturbation_or_model_hint	False
gene:MERTK	circuit_coupling	False
gene:MERTK	disease_up_recurrence	False
gene:MERTK	ms_anchor_nominal	False
gene:MERTK	perturbation_or_model_hint	False
gene:CALR	circuit_coupling	False
gene:CALR	disease_up_recurrence	True
gene:CALR	ms_anchor_nominal	False
gene:CALR	perturbation_or_model_hint	False
gene:GABARAPL2	circuit_coupling	False
gene:GABARAPL2	disease_up_recurrence	False
gene:GABARAPL2	ms_anchor_nominal	True
gene:GABARAPL2	perturbation_or_model_hint	False
gene:SERPINB1	circuit_coupling	False
gene:SERPINB1	disease_up_recurrence	True
gene:SERPINB1	ms_anchor_nominal	False
gene:SERPINB1	perturbation_or_model_hint	False
gene:PLEK2	circuit_coupling	False
gene:PLEK2	disease_up_recurrence	True
gene:PLEK2	ms_anchor_nominal	True
gene:PLEK2	perturbation_or_model_hint	False
gene:ASPM	circuit_coupling	False
gene:ASPM	disease_up_recurrence	True
gene:ASPM	ms_anchor_nominal	False
gene:ASPM	perturbation_or_model_hint	False
gene:PPIF	circuit_coupling	False
gene:PPIF	disease_up_recurrence	True
gene:PPIF	ms_anchor_nominal	False
gene:PPIF	perturbation_or_model_hint	False
gene:ITGB4	circuit_coupling	False
gene:ITGB4	disease_up_recurrence	True
gene:ITGB4	ms_anchor_nominal	False
gene:ITGB4	perturbation_or_model_hint	False
gene:PDIA4	circuit_coupling	False
gene:PDIA4	disease_up_recurrence	True
gene:PDIA4	ms_anchor_nominal	True
gene:PDIA4	perturbation_or_model_hint	False
gene:PTGS2	circuit_coupling	False
gene:PTGS2	disease_up_recurrence	True
gene:PTGS2	ms_anchor_nominal	False
gene:PTGS2	perturbation_or_model_hint	False
gene:SBNO2	circuit_coupling	False
gene:SBNO2	disease_up_recurrence	True
gene:SBNO2	ms_anchor_nominal	False
gene:SBNO2	perturbation_or_model_hint	False
gene:ZWILCH	circuit_coupling	False
gene:ZWILCH	disease_up_recurrence	True
gene:ZWILCH	ms_anchor_nominal	False
gene:ZWILCH	perturbation_or_model_hint	False
gene:CD36	circuit_coupling	False
gene:CD36	disease_up_recurrence	False
gene:CD36	ms_anchor_nominal	False
gene:CD36	perturbation_or_model_hint	False
gene:PKM	circuit_coupling	False
gene:PKM	disease_up_recurrence	True
gene:PKM	ms_anchor_nominal	False
gene:PKM	perturbation_or_model_hint	False
gene:ITGA5	circuit_coupling	False
gene:ITGA5	disease_up_recurrence	True
gene:ITGA5	ms_anchor_nominal	False
gene:ITGA5	perturbation_or_model_hint	False
gene:MRRF	circuit_coupling	False
gene:MRRF	disease_up_recurrence	True
gene:MRRF	ms_anchor_nominal	False
gene:MRRF	perturbation_or_model_hint	False
gene:CDC42SE1	circuit_coupling	False
gene:CDC42SE1	disease_up_recurrence	True
gene:CDC42SE1	ms_anchor_nominal	False
gene:CDC42SE1	perturbation_or_model_hint	False
gene:TPM4	circuit_coupling	False
gene:TPM4	disease_up_recurrence	True
gene:TPM4	ms_anchor_nominal	False
gene:TPM4	perturbation_or_model_hint	False
gene:CFB	circuit_coupling	False
gene:CFB	disease_up_recurrence	True
gene:CFB	ms_anchor_nominal	False
gene:CFB	perturbation_or_model_hint	False
gene:DDAH1	circuit_coupling	False
gene:DDAH1	disease_up_recurrence	True
gene:DDAH1	ms_anchor_nominal	False
gene:DDAH1	perturbation_or_model_hint	False
gene:GPX2	circuit_coupling	False
gene:GPX2	disease_up_recurrence	True
gene:GPX2	ms_anchor_nominal	True
gene:GPX2	perturbation_or_model_hint	False
gene:SLC25A22	circuit_coupling	False
gene:SLC25A22	disease_up_recurrence	True
gene:SLC25A22	ms_anchor_nominal	False
gene:SLC25A22	perturbation_or_model_hint	False
gene:EPSTI1	circuit_coupling	False
gene:EPSTI1	disease_up_recurrence	True
gene:EPSTI1	ms_anchor_nominal	False
gene:EPSTI1	perturbation_or_model_hint	False
gene:FBXO6	circuit_coupling	False
gene:FBXO6	disease_up_recurrence	True
gene:FBXO6	ms_anchor_nominal	False
gene:FBXO6	perturbation_or_model_hint	False
gene:S100A9	circuit_coupling	False
gene:S100A9	disease_up_recurrence	True
gene:S100A9	ms_anchor_nominal	False
gene:S100A9	perturbation_or_model_hint	False
gene:NUP205	circuit_coupling	False
gene:NUP205	disease_up_recurrence	True
gene:NUP205	ms_anchor_nominal	False
gene:NUP205	perturbation_or_model_hint	False
gene:IL23A	circuit_coupling	False
gene:IL23A	disease_up_recurrence	True
gene:IL23A	ms_anchor_nominal	False
gene:IL23A	perturbation_or_model_hint	False
gene:CASP10	circuit_coupling	False
gene:CASP10	disease_up_recurrence	True
gene:CASP10	ms_anchor_nominal	False
gene:CASP10	perturbation_or_model_hint	False
gene:TYK2	circuit_coupling	False
gene:TYK2	disease_up_recurrence	False
gene:TYK2	ms_anchor_nominal	False
gene:TYK2	perturbation_or_model_hint	False
gene:PDE4D	circuit_coupling	False
gene:PDE4D	disease_up_recurrence	True
gene:PDE4D	ms_anchor_nominal	False
gene:PDE4D	perturbation_or_model_hint	False
gene:CFP	circuit_coupling	False
gene:CFP	disease_up_recurrence	True
gene:CFP	ms_anchor_nominal	True
gene:CFP	perturbation_or_model_hint	False
gene:CTSS	circuit_coupling	False
gene:CTSS	disease_up_recurrence	True
gene:CTSS	ms_anchor_nominal	False
gene:CTSS	perturbation_or_model_hint	False
gene:SAA1	circuit_coupling	False
gene:SAA1	disease_up_recurrence	True
gene:SAA1	ms_anchor_nominal	False
gene:SAA1	perturbation_or_model_hint	False
gene:REG1A	circuit_coupling	False
gene:REG1A	disease_up_recurrence	True
gene:REG1A	ms_anchor_nominal	False
gene:REG1A	perturbation_or_model_hint	False
gene:IFT43	circuit_coupling	False
gene:IFT43	disease_up_recurrence	True
gene:IFT43	ms_anchor_nominal	False
gene:IFT43	perturbation_or_model_hint	False
gene:C15ORF48	circuit_coupling	False
gene:C15ORF48	disease_up_recurrence	True
gene:C15ORF48	ms_anchor_nominal	True
gene:C15ORF48	perturbation_or_model_hint	False
gene:TIMP1	circuit_coupling	False
gene:TIMP1	disease_up_recurrence	True
gene:TIMP1	ms_anchor_nominal	False
gene:TIMP1	perturbation_or_model_hint	False
gene:STAT1	circuit_coupling	False
gene:STAT1	disease_up_recurrence	True
gene:STAT1	ms_anchor_nominal	False
gene:STAT1	perturbation_or_model_hint	False
gene:CD274	circuit_coupling	False
gene:CD274	disease_up_recurrence	True
gene:CD274	ms_anchor_nominal	False
gene:CD274	perturbation_or_model_hint	False
gene:BICD1	circuit_coupling	False
gene:BICD1	disease_up_recurrence	True
gene:BICD1	ms_anchor_nominal	False
gene:BICD1	perturbation_or_model_hint	False
gene:APOC1	circuit_coupling	False
gene:APOC1	disease_up_recurrence	True
gene:APOC1	ms_anchor_nominal	True
gene:APOC1	perturbation_or_model_hint	False
gene:IL7R	circuit_coupling	False
gene:IL7R	disease_up_recurrence	True
gene:IL7R	ms_anchor_nominal	False
gene:IL7R	perturbation_or_model_hint	True
