analysis	dataset_path	disease_name	compartment	donor_id	disease	group	module	n_cells	mean_score	high_fraction	cell_types
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	hla_ii_apc	38	0.3062302121567808	0.42105263157894735	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	lysosomal_apc	38	0.23690647053723	0.3684210526315789	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	mif_cd74_receptor_state	38	0.4153486446997817	0.42105263157894735	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	mixscale_validated_ifng_readout	38	0.6733451855512068	0.6578947368421053	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	lipid_loader_repair	38	0.12484038923224113	0.39473684210526316	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	complement_phagocytosis	38	-0.07031516536200849	0.23684210526315788	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	hif_nampt_metabolic	38	0.5008719256697737	0.6052631578947368	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	inflammatory_nfkb	38	0.6772239762204292	0.4473684210526316	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	ifn_apc	406	0.8460982323714901	0.6650246305418719	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	hla_ii_apc	406	0.3196486807910428	0.3078817733990148	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	lysosomal_apc	406	0.1992188117233549	0.33251231527093594	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	mif_cd74_receptor_state	406	0.3154714827258003	0.3399014778325123	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	mixscale_validated_ifng_readout	406	0.4250507142333318	0.4729064039408867	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	lipid_loader_repair	406	0.07182422167128362	0.3522167487684729	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	complement_phagocytosis	406	-0.05284276612450102	0.16995073891625614	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	hif_nampt_metabolic	406	0.4613086542756409	0.49507389162561577	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	inflammatory_nfkb	406	0.7135594821495264	0.4827586206896552	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	ifn_apc	323	0.7000482186614274	0.56656346749226	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	hla_ii_apc	323	0.19877713520825493	0.22291021671826625	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	lysosomal_apc	323	0.07359079604037658	0.22910216718266255	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	mif_cd74_receptor_state	323	0.19334071262304425	0.24458204334365324	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	mixscale_validated_ifng_readout	323	0.2990862349083735	0.34055727554179566	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	lipid_loader_repair	323	0.12898426549389203	0.39628482972136225	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	complement_phagocytosis	323	-0.07279577596540342	0.14860681114551083	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	hif_nampt_metabolic	323	0.1575243138099639	0.33436532507739936	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	inflammatory_nfkb	323	0.28357013193311414	0.3126934984520124	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	ifn_apc	647	-0.007531655919945884	0.22720247295208656	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	hla_ii_apc	647	-0.45750218838415274	0.0633693972179289	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	lysosomal_apc	647	0.05488918117212674	0.250386398763524	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	mif_cd74_receptor_state	647	-0.1548695583637064	0.08500772797527048	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	mixscale_validated_ifng_readout	647	0.14788498900450528	0.2921174652241113	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	lipid_loader_repair	647	0.1626875060537997	0.45440494590417313	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	complement_phagocytosis	647	-0.40788479519227366	0.05255023183925812	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	hif_nampt_metabolic	647	1.117969908782916	0.8809891808346213	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	inflammatory_nfkb	647	2.2165234764749924	0.9134466769706336	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	ifn_apc	438	0.6551480009808427	0.5502283105022832	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	hla_ii_apc	438	0.3782426489036206	0.408675799086758	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	lysosomal_apc	438	0.14858379029428997	0.365296803652968	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	mif_cd74_receptor_state	438	0.3593031490984408	0.3881278538812785	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	mixscale_validated_ifng_readout	438	0.3705087728674712	0.4383561643835616	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	lipid_loader_repair	438	0.028320133907760257	0.2831050228310502	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	complement_phagocytosis	438	0.10087604639860694	0.23972602739726026	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	hif_nampt_metabolic	438	0.06279935898892548	0.3333333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	inflammatory_nfkb	438	0.0019745678838465576	0.24429223744292236	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	ifn_apc	60	0.3235846269802657	0.4666666666666667	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	hla_ii_apc	60	0.17271771055041996	0.3333333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	lysosomal_apc	60	0.026896249135192844	0.23333333333333334	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	mif_cd74_receptor_state	60	0.17461282636681819	0.31666666666666665	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	mixscale_validated_ifng_readout	60	0.16868346012738394	0.36666666666666664	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	lipid_loader_repair	60	0.008721013419188215	0.31666666666666665	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	complement_phagocytosis	60	0.16511183818324282	0.3	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	hif_nampt_metabolic	60	-0.19046942345050652	0.05	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	inflammatory_nfkb	60	-0.01296182802897969	0.2833333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	ifn_apc	112	-0.20119943206339383	0.125	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	hla_ii_apc	112	-0.38888742942888316	0.14285714285714285	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	lysosomal_apc	112	-0.2723389697570198	0.0625	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	mif_cd74_receptor_state	112	-0.35856989153559177	0.125	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	mixscale_validated_ifng_readout	112	-0.18334691558119973	0.13392857142857142	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	lipid_loader_repair	112	-0.16223796482724026	0.03571428571428571	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	complement_phagocytosis	112	-0.41536019949271324	0.044642857142857144	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	hif_nampt_metabolic	112	0.126563363227644	0.25892857142857145	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	inflammatory_nfkb	112	0.04035420180000688	0.29464285714285715	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	ifn_apc	135	0.13013198507059973	0.22962962962962963	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	hla_ii_apc	135	0.15148079708991244	0.25925925925925924	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	lysosomal_apc	135	0.07495149116678246	0.24444444444444444	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	mif_cd74_receptor_state	135	0.15340435738371883	0.26666666666666666	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	mixscale_validated_ifng_readout	135	0.07305205679189039	0.24444444444444444	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	lipid_loader_repair	135	-0.0847353577402597	0.17777777777777778	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	complement_phagocytosis	135	-0.0019256045160886304	0.22962962962962963	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	hif_nampt_metabolic	135	-0.16028923267764364	0.13333333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	inflammatory_nfkb	135	-0.2368520421645794	0.07407407407407407	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	ifn_apc	75	0.06753128038178034	0.36	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	hla_ii_apc	75	0.2494901143426684	0.3466666666666667	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	lysosomal_apc	75	0.19384977197993056	0.36	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	mif_cd74_receptor_state	75	0.21480689412019666	0.37333333333333335	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	mixscale_validated_ifng_readout	75	0.14134903986659708	0.36	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	lipid_loader_repair	75	0.17688146543170247	0.4	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	complement_phagocytosis	75	0.2519023885551885	0.41333333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	hif_nampt_metabolic	75	0.02655803823005117	0.37333333333333335	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_4	normal	control	inflammatory_nfkb	75	0.12565118775109643	0.41333333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	ifn_apc	192	-0.08549700262435313	0.20833333333333334	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	hla_ii_apc	192	-0.05496761908966876	0.25	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	lysosomal_apc	192	-0.0652178124745415	0.25	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	mif_cd74_receptor_state	192	-0.05708334228580475	0.22916666666666666	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	mixscale_validated_ifng_readout	192	-0.057577841981207724	0.22916666666666666	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	lipid_loader_repair	192	-0.00848948649601508	0.28125	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	complement_phagocytosis	192	0.01086901065985156	0.2708333333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	hif_nampt_metabolic	192	0.05361276420080319	0.3020833333333333	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_5	normal	control	inflammatory_nfkb	192	0.10024953708687058	0.296875	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	ifn_apc	103	-0.030077482883538936	0.2815533980582524	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	hla_ii_apc	103	0.04450918587755233	0.23300970873786409	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	lysosomal_apc	103	0.16264879081336214	0.3883495145631068	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	mif_cd74_receptor_state	103	0.037116064883834586	0.27184466019417475	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	mixscale_validated_ifng_readout	103	0.009762980009158916	0.27184466019417475	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	lipid_loader_repair	103	0.16942268009992142	0.36893203883495146	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	complement_phagocytosis	103	0.1543112570245693	0.3106796116504854	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	hif_nampt_metabolic	103	0.06414185964279552	0.32038834951456313	myeloid cell
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_6	normal	control	inflammatory_nfkb	103	-0.004259081841313033	0.20388349514563106	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	ifn_apc	60	0.3235846269802657	0.4666666666666667	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	hla_ii_apc	60	0.17271771055041996	0.3333333333333333	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	lysosomal_apc	60	0.026896249135192844	0.23333333333333334	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	mif_cd74_receptor_state	60	0.17461282636681819	0.31666666666666665	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	mixscale_validated_ifng_readout	60	0.16868346012738394	0.36666666666666664	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	lipid_loader_repair	60	0.008721013419188215	0.31666666666666665	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	complement_phagocytosis	60	0.16511183818324282	0.3	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	hif_nampt_metabolic	60	-0.19046942345050652	0.05	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_1	normal	control	inflammatory_nfkb	60	-0.01296182802897969	0.2833333333333333	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	ifn_apc	112	-0.20119943206339383	0.125	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	hla_ii_apc	112	-0.38888742942888316	0.14285714285714285	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	lysosomal_apc	112	-0.2723389697570198	0.0625	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	mif_cd74_receptor_state	112	-0.35856989153559177	0.125	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	mixscale_validated_ifng_readout	112	-0.18334691558119973	0.13392857142857142	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	lipid_loader_repair	112	-0.16223796482724026	0.03571428571428571	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	complement_phagocytosis	112	-0.41536019949271324	0.044642857142857144	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	hif_nampt_metabolic	112	0.126563363227644	0.25892857142857145	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_2	normal	control	inflammatory_nfkb	112	0.04035420180000688	0.29464285714285715	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	ifn_apc	135	0.13013198507059973	0.22962962962962963	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	hla_ii_apc	135	0.15148079708991244	0.25925925925925924	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	lysosomal_apc	135	0.07495149116678246	0.24444444444444444	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	mif_cd74_receptor_state	135	0.15340435738371883	0.26666666666666666	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	mixscale_validated_ifng_readout	135	0.07305205679189039	0.24444444444444444	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	lipid_loader_repair	135	-0.0847353577402597	0.17777777777777778	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	complement_phagocytosis	135	-0.0019256045160886304	0.22962962962962963	myeloid cell
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	HC_3	normal	control	hif_nampt_metabolic	135	-0.16028923267764364	0.13333333333333333	myeloid cell
