analysis	disease_name	compartment	role	module	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	6	6	0.10961856681615212	0.04720483659275037	0.06241373022340175	1.174442167243658	2.2037096295687637	0.0581557728267589	0.43368516217709224
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	6	6	0.07984086777052983	0.017486097214345256	0.062354770556184574	1.2415581079257867	2.329645200432925	0.04281872605562936	0.43368516217709224
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	6	6	0.18280537149819712	0.08761544574665688	0.09518992575154024	1.262410330750318	2.3687720689309972	0.04905315707400701	0.43368516217709224
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	6	6	0.07113094291053222	0.013491301157316634	0.057639641753215586	0.7673514281461937	1.4398492992105585	0.20068605392158934	0.5418523455882912
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	6	6	0.09242204213762141	0.040410609153906506	0.052011432983714904	0.9858812911911468	1.8498961937892293	0.12075005206153754	0.525409812269525
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	6	6	-0.0206453441262326	0.005167984898316799	-0.0258133290245494	-0.5658362060906165	-1.0617284791868755	0.3160332442567391	0.6198163276333357
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	6	6	0.021362842044081436	0.027621350103534646	-0.006258508059453209	-0.16301845517032737	-0.3058859341702627	0.7682753966736686	0.8826993919229384
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	6	6	0.00374006157920105	0.006226240478815189	-0.002486178899614139	-0.07099400779526382	-0.13321233091219933	0.8968021156423449	0.9589567177165668
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	6	6	0.053906882100854946	0.04325548648019593	0.010651395620659018	0.25735244737734514	0.48289314050223736	0.6437076914457858	0.8478101301968886
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	6	6	0.0362539358531126	0.007637247919479726	0.028616687933632878	0.5910043815221105	1.1089537509831262	0.30233148385779474	0.6198163276333357
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	6	6	0.03299449050722395	0.017514191172535176	0.015480299334688776	0.6135782933903781	1.151311176787999	0.298229017784075	0.6198163276333357
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	endosomal_tlr_sensor_chaperone	mean_z_score	6	6	0.015162974157824782	0.003318791764847645	0.011844182392977137	0.1186408588348813	0.22261632830192313	0.8283833652983666	0.9319312859606625
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	endosomal_tlr_sensor_chaperone	high_fraction	6	6	0.158474619153237	0.17381438781014025	-0.015339768656903258	-0.19917627887379316	-0.3737320542279105	0.7164094231798674	0.8757773578311124
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	6	6	0.07520783848566283	0.009146017989615401	0.06606182049604743	0.6345081036618243	1.190583629469498	0.2632356302235006	0.6180314796551754
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	6	6	0.31115542991534045	0.25748510299481175	0.0536703269205287	0.49174723248121044	0.9227087904004111	0.3787766446648163	0.6198163276333357
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	slc15a4_tasl_irf5_core	mean_z_score	6	6	0.15526765758944686	0.016915652955972357	0.1383520046334745	0.9089383620846502	1.7055213760856385	0.1243907016948613	0.525409812269525
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	slc15a4_tasl_irf5_core	high_fraction	6	6	0.22241720499024617	0.17758974054382634	0.04482746444641983	0.49885293615525034	0.9360418501696242	0.37336535691926875	0.6198163276333357
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	6	6	-0.017142793876419746	0.020482194257116722	-0.03762498813353647	-0.6420411248009348	-1.2047185027625469	0.25612934025603457	0.6147104166144829
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	6	6	0.034528753996957054	0.04720483659275037	-0.012676082595793316	-0.2464159158760865	-0.4623719599319167	0.6556360613004238	0.8531168026559732
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	6	6	0.0017732017914111671	0.017486097214345256	-0.015712895422934088	-0.35535155095858345	-0.6667775192093898	0.5200617579013859	0.7390351296493378
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	6	6	0.0925803945747981	0.08761544574665688	0.004964948828141219	0.07562002998420435	0.14189254516940084	0.8907228504940964	0.9589567177165668
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	6	6	0.02699452934851904	0.013491301157316634	0.013503228191202405	0.3478070618331052	0.6526211275200373	0.5306786103689869	0.7439194708299924
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	6	6	0.0588092163354168	0.040410609153906506	0.018398607181510297	0.7136810119538016	1.3391427541929186	0.22796499818304225	0.5725632512504317
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	3	3	0.04392315194818578	0.0060018705327926055	0.03792128141539317	0.8639170724245849	1.3225975046995577	0.28130314242657706	0.6198163276333357
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	3	3	0.17058511186693207	0.11364099405215301	0.05694411781477905	1.0479942383340484	1.6044069608094502	0.23366044622619014	0.5735301861915577
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	3	3	0.027021942582619144	0.006855167063197983	0.02016677551942116	0.4339819195962166	0.6643964128776791	0.5551335401243354	0.7589167383978255
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	3	3	0.31182355728424666	0.24377315385997264	0.06805040342427401	0.7947502606597587	1.2167078822252102	0.3287811666427382	0.6198163276333357
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	3	3	0.004486996761863621	0.007992895770405132	-0.003505899008541511	-0.06801473185047906	-0.10412586751618545	0.9232980761237023	0.9776097276603907
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	3	3	0.19921161289712766	0.15785325807543812	0.041358354821689536	0.7381676722782524	1.130083838562321	0.3505265630193229	0.6198163276333357
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	endosomal_tlr_sensor_chaperone	mean_z_score	3	3	0.139073440060837	-0.0017970706432228409	0.14087051070405984	1.1617882580508068	1.7786177633633669	0.1999643396585441	0.5418523455882912
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	endosomal_tlr_sensor_chaperone	high_fraction	3	3	0.36477826510721245	0.24477842003853564	0.11999984506867681	1.2705514048984958	1.9451266462360135	0.1810638693098993	0.5285107536613276
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	3	3	0.12304642966578776	-0.0038327430725686937	0.12687917273835644	1.563075284680588	2.3929605481393725	0.12648754739821896	0.525409812269525
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	3	3	0.3638157894736842	0.23789980732177263	0.12591598215191158	1.1000900039048274	1.6841619879394882	0.16814941604154238	0.5285107536613276
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	slc15a4_tasl_irf5_core	mean_z_score	3	3	0.10167708247238873	-0.006546972978363136	0.10822405545075187	2.4468396122934903	3.7459428328427955	0.02949788847260075	0.43368516217709224
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	slc15a4_tasl_irf5_core	high_fraction	3	3	0.3076876218323587	0.2449980732177264	0.0626895486146323	1.5708530135620145	2.4048677150876245	0.09707761641283391	0.49925631298028866
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	3	3	0.04941504524410826	0.004574550493712841	0.04484049475039542	1.6950213241320324	2.594960842037609	0.06437543829161828	0.4345342084684234
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	3	3	0.11148697212151948	0.05981403504336805	0.05167293707815143	2.357282151306016	3.608836531543718	0.024873431661362366	0.43368516217709224
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	3	3	0.03064994927456266	0.0053774157027540745	0.025272533571808586	1.1348295085577438	1.7373457756374175	0.1600108796191441	0.5285107536613276
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	3	3	0.2339607607570521	0.16942275855582556	0.06453800220122655	2.7432130010150666	4.199670067659915	0.0440778734763561	0.43368516217709224
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	3	3	0.005629821315168536	0.0064479026481424	-0.0008180813329738638	-0.03652632461852307	-0.05591928593415058	0.9589516616531972	0.9797932715405501
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	3	3	0.1474468268740411	0.1230163865562145	0.024430440317826596	1.42142918172181	2.1761101254501622	0.09528156907454538	0.49925631298028866
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	endosomal_tlr_sensor_chaperone	mean_z_score	18	18	-0.035265652160367575	-0.012897647773065082	-0.022368004387302493	-0.26242488579829026	-0.8051672632447543	0.4268906645027951	0.6403359967541927
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	endosomal_tlr_sensor_chaperone	high_fraction	18	18	0.051726050880968565	0.062167927464914396	-0.010441876583945832	-0.24368261115369502	-0.7476625569488371	0.46031031728440186	0.6718042468475054
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	18	18	-0.02502561851490799	-0.00943159268862321	-0.015594025826284781	-0.21833004868638253	-0.6698762857423101	0.507596874780747	0.7309394996842757
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	18	18	0.1020821554984373	0.11335267288647088	-0.011270517388033585	-0.1793174150101782	-0.5501784324175921	0.5859160329751559	0.7909866445164605
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	slc15a4_tasl_irf5_core	mean_z_score	18	18	-0.014785584869448285	-0.005965537604181222	-0.008820047265267063	-0.12220593445530574	-0.37495002616968803	0.7100429625657848	0.8757773578311124
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	slc15a4_tasl_irf5_core	high_fraction	18	18	0.05542348024884198	0.0592835694334271	-0.003860089184585122	-0.11705558085399048	-0.3591478048929254	0.721705415249713	0.8757773578311124
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	endosomal_tlr_sensor_chaperone	mean_z_score	9	13	-0.01951665638605284	0.08093050471202276	-0.1004471610980756	-0.7909948817057844	-2.019374723233927	0.05707783991603695	0.43368516217709224
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	endosomal_tlr_sensor_chaperone	high_fraction	9	13	0.2546389792370987	0.30961952626131384	-0.05498054702421512	-0.5666942230756065	-1.4189305237187178	0.1716788445791267	0.5285107536613276
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	9	13	0.042017912677879604	0.101715968019948	-0.0596980553420684	-0.47759025281226736	-1.2604873670492835	0.2223624290337645	0.5717891032296801
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	9	13	0.2682460500552705	0.3342142761980469	-0.06596822614277636	-0.5808083592633752	-1.5083308458253362	0.14715931119877698	0.5285107536613276
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	slc15a4_tasl_irf5_core	mean_z_score	9	13	0.12406400476312286	0.12942991909718163	-0.005365914334058766	-0.030988771880455703	-0.08001763647122544	0.9370189804337782	0.9797932715405501
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	slc15a4_tasl_irf5_core	high_fraction	9	13	0.33396851578531894	0.3549180437061544	-0.02094952792083543	-0.157063059676964	-0.3992040905323508	0.6939932570234137	0.8757773578311124
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	11	14	0.026511677168197776	0.05056396301973082	-0.02405228585153304	-0.4133782825312832	-1.1188759466180611	0.2751663056721896	0.6198163276333357
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	11	14	0.11888242422444635	0.1723601983586327	-0.05347777413418635	-0.47760994866722467	-1.2822128523647776	0.21272687572112764	0.5603537214117508
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	11	14	0.027850131582270562	0.05045146625986815	-0.022601334677597586	-0.4072578943868216	-1.0933599221245869	0.28571990744388304	0.6198163276333357
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	11	14	0.1415940878007614	0.20515903572052194	-0.06356494791976053	-0.5070126653387832	-1.3604860318337757	0.18703922676368132	0.5315851708020416
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	11	14	0.029634737467700945	0.05030147058005126	-0.020666733112350313	-0.34635900282543775	-0.9158012828551779	0.369274593878123	0.6198163276333357
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	11	14	0.041923420442177055	0.06719942075407333	-0.025276000311896273	-0.5364947069580144	-1.4557602826490708	0.15959147010103716	0.5285107536613276
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	10	14	0.05835937824061164	0.02241652330063994	0.035942854939971694	0.4583942484653682	0.9994678613126851	0.3398158689515274	0.6198163276333357
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	10	14	0.057079581688655665	0.06920570506930583	-0.012126123380650167	-0.3722466835552641	-0.948464598469589	0.3538223626963937	0.6198163276333357
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	10	14	0.044384663661114855	0.023738434835192026	0.02064622882592283	0.38261496232095327	0.8648809775187326	0.40344538763080434	0.6224634382958156
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	10	14	0.11378365487408668	0.14007951558279688	-0.026295860708710206	-0.37418679077126	-0.9364885900239937	0.36042986418771583	0.6198163276333357
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	10	14	0.025751710888452396	0.02550098354792813	0.00025072734052426424	0.004589210069168118	0.011114263263874003	0.9912605968792015	0.9946710401880313
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	10	14	0.06358943940140376	0.08096432826705525	-0.0173748888656515	-0.37068583560377105	-0.9081910615466509	0.37576320807044944	0.6198163276333357
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	5	18	-0.03302173204583829	0.0011009081731185482	-0.034122640218956835	-0.7781612582359675	-2.214368565402555	0.04623088888816773	0.43368516217709224
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	5	18	0.047612593227007824	0.0824323346551386	-0.03481974142813078	-0.6422448781572331	-2.1356606994745304	0.04589564721807542	0.43368516217709224
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	5	18	-0.028736232741703043	0.0007610894994008901	-0.029497322241103935	-0.9187821913738546	-3.213901024420332	0.0042155774743197075	0.43368516217709224
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	5	18	0.15412304080193479	0.2032874666054371	-0.049164425803502304	-0.6298038699188137	-1.7062930991972447	0.11630039431058507	0.525409812269525
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	5	18	-0.024450733437567825	0.0004212708256832074	-0.02487200426325103	-0.45250926174571804	-1.1299101069726942	0.28777826111971316	0.6198163276333357
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	5	18	0.11965508848180625	0.14350709415412177	-0.02385200567231552	-0.4214463298216082	-0.89173542439384	0.40344852482136195	0.6224634382958156
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	3	19	-0.030943550867719976	0.028171581068893486	-0.05911513193661346	-0.379069469616989	-1.40955799507337	0.17812602668461436	0.5285107536613276
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	3	19	0.017610231130302974	0.034426337852678575	-0.0168161067223756	-0.6063411726356386	-1.1000606091859852	0.3555600328880165	0.6198163276333357
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	3	19	-0.032302004626379645	0.017829691158378968	-0.05013169578475861	-0.6039596334059459	-1.996852550051859	0.0753003047371921	0.478378406565691
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	3	19	0.1204651777562805	0.19622306788784805	-0.07575789013156754	-0.911158087772139	-1.8749601301875516	0.15110619488892435	0.5285107536613276
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	3	19	-0.03366045838503936	0.007487801247864423	-0.041148259632903784	-0.44742566292937863	-1.0366035520332875	0.36173039711129323	0.6198163276333357
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	3	19	0.10620503037807132	0.16972490151196842	-0.06351987113389711	-0.8499178731008927	-1.8857372950233597	0.14157404333732068	0.5285107536613276
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	5	19	0.00384444398274948	0.0018941881477258307	0.001950255835023649	0.027743066230833075	0.05032754485944324	0.9616489516972065	0.9797932715405501
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	5	19	0.17714822436340788	0.1739667803243453	0.003181444039062592	0.030670279594131787	0.05656226149489996	0.9568731215323182	0.9797932715405501
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	5	19	-0.005488238012648613	0.0003364956203915454	-0.005824733633040159	-0.11772237647936297	-0.38106219508958655	0.7079159293337548	0.8757773578311124
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	5	19	0.20464994020783905	0.2514912407826858	-0.046841300574846756	-0.624370568553239	-1.8217692100184972	0.09260643095688145	0.49925631298028866
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	5	19	-0.014820920008046698	-0.0012211969069427144	-0.013599723101103984	-0.18470732245785002	-0.3931691238942765	0.7066565971989466	0.8757773578311124
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	5	19	0.2499112741582953	0.2572442071828334	-0.0073329330245381075	-0.0796758157854114	-0.16903227042748276	0.870886846265978	0.9589567177165668
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	5	17	0.02205006480465859	0.009487794036242954	0.012562270768415637	0.18184425404870572	0.3113043466321799	0.7673924515084675	0.8826993919229384
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	5	17	0.04381733147114607	0.03800461588858105	0.00581271558256502	0.12910844002592234	0.26672356039101125	0.7977464508695716	0.9069117546727762
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	5	17	0.01246316023088724	0.006320826790487987	0.006142333440399254	0.10234174896079734	0.32379040527749053	0.7498909707680869	0.8803067917712324
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	high_fraction	5	17	0.10507636746357008	0.11564820716172297	-0.010571839698152896	-0.13283445211739678	-0.3392784657608835	0.741420548452391	0.8803067917712324
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	slc15a4_tasl_irf5_core	mean_z_score	5	17	0.0028762556571159253	0.003153859544733042	-0.0002776038876171165	-0.003377410640287916	-0.006935582254097642	0.9946710401880313	0.9946710401880313
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	slc15a4_tasl_irf5_core	high_fraction	5	17	0.06431869942944593	0.08927018663285764	-0.024951487203411712	-0.4137290895349283	-0.9160311041780446	0.388348358765996	0.6224634382958156
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	endosomal_tlr_sensor_chaperone	mean_z_score	4	17	-0.0173177791923895	0.00042926653273267664	-0.017747045725122174	-0.2643688297610607	-0.6490460122160198	0.5372751733772168	0.7439194708299924
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	endosomal_tlr_sensor_chaperone	high_fraction	4	17	0.07148727053034873	0.07735904303867298	-0.005871772508324255	-0.08266376876021558	-0.15800297082380915	0.8811088179148062	0.9589567177165668
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	full_slc15a4_tasl_tlr_irf5_branch	mean_z_score	4	17	-0.020165083394021746	-0.0001918024075309037	-0.019973280986490843	-0.17377519465151248	-0.5257706196025009	0.6084602874467921	0.8112803832623895
