dataset	sample	module	score	group	genotype	treatment	n_cells	condition
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI1	generic_ifn	-0.9901853121030052	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI2	generic_ifn	0.06200503014977272	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI3	generic_ifn	0.2930424555059526	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI4	generic_ifn	-0.370270199366451	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl1	stress_cytotoxicity	-0.17911332669227653	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl2	stress_cytotoxicity	-0.2705176889512609	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl3	stress_cytotoxicity	1.0336570394878857	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl4	stress_cytotoxicity	0.6256242424667969	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI1	stress_cytotoxicity	0.04059490464664024	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI2	stress_cytotoxicity	-0.7181535919023461	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI3	stress_cytotoxicity	-0.02020268658118012	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI4	stress_cytotoxicity	-0.5118888924742498	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl1	fibrosis_profibrotic	-0.19729828917461076	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl2	fibrosis_profibrotic	0.012489399570786106	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl3	fibrosis_profibrotic	-0.7048272072098314	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl4	fibrosis_profibrotic	-0.5436086941810601	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI1	fibrosis_profibrotic	1.2172619279781787	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI2	fibrosis_profibrotic	0.6926149018806279	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI3	fibrosis_profibrotic	-0.507094690814038	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI4	fibrosis_profibrotic	0.030462651949950754	LipaOE				LipaOE
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_1	resolution_efferocytosis	-0.08027562990529126	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_2	resolution_efferocytosis	0.013007338158032277	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_3	resolution_efferocytosis	-0.058686707105947464	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_1	resolution_efferocytosis	-0.5537138865070526	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_2	resolution_efferocytosis	-0.37697820411302413	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_3	resolution_efferocytosis	-0.4122692909446544	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_1	resolution_efferocytosis	0.3203092878777883	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_2	resolution_efferocytosis	0.48532867185288603	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_3	resolution_efferocytosis	0.49677517568870755	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_1	resolution_efferocytosis	-0.024394076743038888	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_2	resolution_efferocytosis	0.11111100136855181	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_3	resolution_efferocytosis	0.07978632037303347	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_1	lipid_lysosomal_apc	-0.5492790149931013	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_2	lipid_lysosomal_apc	-0.6339461789254821	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_3	lipid_lysosomal_apc	-0.6519413752196556	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_1	lipid_lysosomal_apc	-0.24956262849968153	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_2	lipid_lysosomal_apc	-0.2718622421875751	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_3	lipid_lysosomal_apc	-0.31610371028454065	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_1	lipid_lysosomal_apc	0.7269832857693772	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_2	lipid_lysosomal_apc	0.6478199150120035	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_3	lipid_lysosomal_apc	0.6024489615775557	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_1	lipid_lysosomal_apc	0.21407537106855115	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_2	lipid_lysosomal_apc	0.2885124141217099	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_3	lipid_lysosomal_apc	0.1928552025608092	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_1	generic_ifn	0.8381225756390239	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_2	generic_ifn	1.0740261384330902	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_3	generic_ifn	0.8254349436235049	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_1	generic_ifn	-1.0035032658857512	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_2	generic_ifn	-0.9317024903325232	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_3	generic_ifn	-1.0807333129706849	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_1	generic_ifn	0.9271218352876857	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_2	generic_ifn	1.0334741091688566	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_3	generic_ifn	0.9236721310201905	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_1	generic_ifn	-0.8984288032160859	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_2	generic_ifn	-0.8574792763330238	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_3	generic_ifn	-0.8500045844342813	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_1	stress_cytotoxicity	0.3992645009537494	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_2	stress_cytotoxicity	0.3686520543851843	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_3	stress_cytotoxicity	0.5127673811525368	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_1	stress_cytotoxicity	-1.1803702650194505	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_2	stress_cytotoxicity	-1.2542267893578911	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_3	stress_cytotoxicity	-1.3005402969279154	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_1	stress_cytotoxicity	1.1688479618424947	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_2	stress_cytotoxicity	0.9569336657087373	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_3	stress_cytotoxicity	0.9411225941358917	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_1	stress_cytotoxicity	-0.16180181730144097	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_2	stress_cytotoxicity	-0.21180599617042048	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_3	stress_cytotoxicity	-0.23884299340145176	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_1	fibrosis_profibrotic	0.9952986281570319	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_2	fibrosis_profibrotic	0.9980448861159109	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_BMDM_3	fibrosis_profibrotic	1.0578936266649466	WT_BMDM				WT_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_1	fibrosis_profibrotic	-1.0483585312143384	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_2	fibrosis_profibrotic	-0.9079024810263926	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	WT_FC_3	fibrosis_profibrotic	-0.748748343855246	WT_OxLDL				WT_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_1	fibrosis_profibrotic	0.49702845227024656	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_2	fibrosis_profibrotic	0.5304664670907268	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_BMDM_3	fibrosis_profibrotic	0.5336633813376136	GpnmbR150X_BMDM				GpnmbR150X_BMDM
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_1	fibrosis_profibrotic	-0.6747465347657265	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_2	fibrosis_profibrotic	-0.6623587308544661	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE274954_GpnmbR150X_BMDM_OxLDL	R150X_FC_3	fibrosis_profibrotic	-0.5702808199202899	GpnmbR150X_OxLDL				GpnmbR150X_OxLDL
GSE287142_RXR_bexarotene_CNS_myeloid	YV1	resolution_efferocytosis	0.3194373312759659	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV2	resolution_efferocytosis	0.19782979849706808	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV3	resolution_efferocytosis	0.21513756092874042	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YB1	resolution_efferocytosis	0.4581399518118965	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB2	resolution_efferocytosis	0.19282687192455092	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB3	resolution_efferocytosis	0.23259001014371447	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AV1	resolution_efferocytosis	-0.1829020229606573	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV2	resolution_efferocytosis	-0.2476449323154251	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV3	resolution_efferocytosis	-0.270876611686425	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AB1	resolution_efferocytosis	0.14261514546291057	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB2	resolution_efferocytosis	-0.05374978490240876	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB3	resolution_efferocytosis	0.06811617565796457	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV1	resolution_efferocytosis	-0.14149117509444836	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV2	resolution_efferocytosis	0.20418777802063648	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV3	resolution_efferocytosis	-0.26518391122449897	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB1	resolution_efferocytosis	-0.3477770205080321	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB2	resolution_efferocytosis	-0.28418584248753076	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB3	resolution_efferocytosis	-0.2370693225440261	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YV1	lipid_lysosomal_apc	-0.495099881630262	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV2	lipid_lysosomal_apc	-0.3954170426251086	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV3	lipid_lysosomal_apc	-0.33856859815029944	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YB1	lipid_lysosomal_apc	-0.8441609784054439	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB2	lipid_lysosomal_apc	-0.36860907514197616	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB3	lipid_lysosomal_apc	-0.5852693199064104	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AV1	lipid_lysosomal_apc	0.12749836744094814	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV2	lipid_lysosomal_apc	0.4153511696410973	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV3	lipid_lysosomal_apc	0.11847987746065067	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AB1	lipid_lysosomal_apc	0.3692032424785888	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB2	lipid_lysosomal_apc	0.26140869359862234	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB3	lipid_lysosomal_apc	0.10401153780132055	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV1	lipid_lysosomal_apc	0.6623343112872762	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV2	lipid_lysosomal_apc	0.06642282159318821	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV3	lipid_lysosomal_apc	0.2407185695549675	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB1	lipid_lysosomal_apc	0.459851490513723	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB2	lipid_lysosomal_apc	0.2935394875493052	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB3	lipid_lysosomal_apc	-0.09169467306020743	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YV1	generic_ifn	-0.8429271906882092	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV2	generic_ifn	-0.8793783543873682	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV3	generic_ifn	-0.8367436523728907	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YB1	generic_ifn	-1.10896955703934	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB2	generic_ifn	-0.6935877565107615	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB3	generic_ifn	-0.8069713401561981	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AV1	generic_ifn	-0.012281977283039522	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV2	generic_ifn	-0.3753096343795914	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV3	generic_ifn	-0.27766482958644284	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AB1	generic_ifn	-0.08168166473769431	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB2	generic_ifn	-0.47407013084361255	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB3	generic_ifn	-0.3912066237228718	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV1	generic_ifn	1.5499398931399966	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV2	generic_ifn	1.400602041059268	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV3	generic_ifn	1.016507010889743	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB1	generic_ifn	0.7487679386382496	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB2	generic_ifn	1.0823897462743195	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB3	generic_ifn	0.9825860817064354	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YV1	stress_cytotoxicity	1.21754456849793	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV2	stress_cytotoxicity	0.6130984140803903	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV3	stress_cytotoxicity	0.3580219542315781	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YB1	stress_cytotoxicity	-0.005030127334326826	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB2	stress_cytotoxicity	-0.07034618212865616	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB3	stress_cytotoxicity	-0.31400908547885353	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AV1	stress_cytotoxicity	0.48020155577829265	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV2	stress_cytotoxicity	0.00442923473433211	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV3	stress_cytotoxicity	0.6794797813529431	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AB1	stress_cytotoxicity	0.4176768349725977	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB2	stress_cytotoxicity	-0.3304675601647192	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB3	stress_cytotoxicity	0.05127298294508324	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV1	stress_cytotoxicity	-0.29184510345418957	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV2	stress_cytotoxicity	0.23649190247198887	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV3	stress_cytotoxicity	-0.8299562876687561	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB1	stress_cytotoxicity	-0.9917911443274954	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB2	stress_cytotoxicity	-0.6011767164363703	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB3	stress_cytotoxicity	-0.623595022071812	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YV1	fibrosis_profibrotic	-0.016654134652028845	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV2	fibrosis_profibrotic	0.1954691791632391	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YV3	fibrosis_profibrotic	0.19488312661358523	Young_vehicle				Young_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	YB1	fibrosis_profibrotic	-0.24074527568362067	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB2	fibrosis_profibrotic	-0.7116179960108107	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	YB3	fibrosis_profibrotic	-0.6908375894826863	Young_BEX				Young_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AV1	fibrosis_profibrotic	0.706306493504005	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV2	fibrosis_profibrotic	-0.4971436171376842	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AV3	fibrosis_profibrotic	-0.5083370201695726	Aged_vehicle				Aged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	AB1	fibrosis_profibrotic	-0.6648637643867428	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB2	fibrosis_profibrotic	-0.8164668727572416	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	AB3	fibrosis_profibrotic	0.23402201005524403	Aged_BEX				Aged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV1	fibrosis_profibrotic	1.1080220501093596	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV2	fibrosis_profibrotic	0.6136831008259686	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAV3	fibrosis_profibrotic	0.30207079437633483	StrokeAged_vehicle				StrokeAged_vehicle
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB1	fibrosis_profibrotic	-0.06733657741730892	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB2	fibrosis_profibrotic	0.5381701841910682	StrokeAged_BEX				StrokeAged_BEX
GSE287142_RXR_bexarotene_CNS_myeloid	StrAB3	fibrosis_profibrotic	0.3213759088588819	StrokeAged_BEX				StrokeAged_BEX
GSE302857_Trem2KO_cuprizone_microglia	WT_Basal_1	resolution_efferocytosis	-0.5224058869353788	WT_Basal				WT_Basal
GSE302857_Trem2KO_cuprizone_microglia	WT_Basal_2	resolution_efferocytosis	0.14656044666291643	WT_Basal				WT_Basal
GSE302857_Trem2KO_cuprizone_microglia	WT_Basal_3	resolution_efferocytosis	-0.21714996972336564	WT_Basal				WT_Basal
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229NegativeCD11cNegative_1	resolution_efferocytosis	0.12565131789254286	WT_CPZ_neg_neg				WT_CPZ_neg_neg
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229NegativeCD11cNegative_2	resolution_efferocytosis	-0.03768725528860907	WT_CPZ_neg_neg				WT_CPZ_neg_neg
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229NegativeCD11cNegative_3	resolution_efferocytosis	0.34843096789175854	WT_CPZ_neg_neg				WT_CPZ_neg_neg
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229PositiveCD11cNegative_1	resolution_efferocytosis	0.3885611229948887	WT_CPZ_cd229pos_cd11cneg				WT_CPZ_cd229pos_cd11cneg
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229PositiveCD11cNegative_2	resolution_efferocytosis	0.47590775145829295	WT_CPZ_cd229pos_cd11cneg				WT_CPZ_cd229pos_cd11cneg
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229PositiveCD11cNegative_3	resolution_efferocytosis	0.7051946229149088	WT_CPZ_cd229pos_cd11cneg				WT_CPZ_cd229pos_cd11cneg
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229PositiveCD11cPositive_1	resolution_efferocytosis	0.6859697436018993	WT_CPZ_cd229pos_cd11cpos				WT_CPZ_cd229pos_cd11cpos
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229PositiveCD11cPositive_2	resolution_efferocytosis	0.5249591052110786	WT_CPZ_cd229pos_cd11cpos				WT_CPZ_cd229pos_cd11cpos
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ4w_CD229PositiveCD11cPositive_3	resolution_efferocytosis	0.3497760974378887	WT_CPZ_cd229pos_cd11cpos				WT_CPZ_cd229pos_cd11cpos
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_1	resolution_efferocytosis	-0.5601056213418567	Trem2KO_Basal				Trem2KO_Basal
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_2	resolution_efferocytosis	-0.7516441820156549	Trem2KO_Basal				Trem2KO_Basal
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_3	resolution_efferocytosis	-0.11040297366703632	Trem2KO_Basal				Trem2KO_Basal
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ4w_CD229NegativeCD11cNegative_1	resolution_efferocytosis	-0.43729038686674415	Trem2KO_CPZ_neg_neg				Trem2KO_CPZ_neg_neg
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ4w_CD229NegativeCD11cNegative_2	resolution_efferocytosis	-0.5637089797623771	Trem2KO_CPZ_neg_neg				Trem2KO_CPZ_neg_neg
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ4w_CD229NegativeCD11cNegative_3	resolution_efferocytosis	-0.4166371944038954	Trem2KO_CPZ_neg_neg				Trem2KO_CPZ_neg_neg
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ4w_CD229NegativeCD11cNegative_4	resolution_efferocytosis	-0.41442403521141913	Trem2KO_CPZ_neg_neg				Trem2KO_CPZ_neg_neg
