dataset	sample	module	score	group	genotype	treatment	n_cells	condition
GSE156234_Mertk_scRNA_pseudobulk	WT_Ctrl	stress_cytotoxicity	-0.06163284349985498	WT_Ctrl	WT	control	1612.0	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC	stress_cytotoxicity	-0.13911673900613303	WT_2h_AC	WT	2h_AC	1288.0	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC	stress_cytotoxicity	-0.5671399539404185	WT_6h_AC	WT	6h_AC	1077.0	
GSE156234_Mertk_scRNA_pseudobulk	MertkKO_Ctrl	stress_cytotoxicity	0.05573901870701541	MertkKO_Ctrl	MertkKO	control	1431.0	
GSE156234_Mertk_scRNA_pseudobulk	MertkKO_2h_AC	stress_cytotoxicity	-0.4239816916667976	MertkKO_2h_AC	MertkKO	2h_AC	1005.0	
GSE156234_Mertk_scRNA_pseudobulk	MertkKO_6h_AC	stress_cytotoxicity	1.136132209406182	MertkKO_6h_AC	MertkKO	6h_AC	1347.0	
GSE156234_Mertk_scRNA_pseudobulk	WT_Ctrl	fibrosis_profibrotic	-0.08641022386665852	WT_Ctrl	WT	control	1612.0	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC	fibrosis_profibrotic	-0.09184974479160757	WT_2h_AC	WT	2h_AC	1288.0	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC	fibrosis_profibrotic	-0.6904601588581993	WT_6h_AC	WT	6h_AC	1077.0	
GSE156234_Mertk_scRNA_pseudobulk	MertkKO_Ctrl	fibrosis_profibrotic	1.2804842306938096	MertkKO_Ctrl	MertkKO	control	1431.0	
GSE156234_Mertk_scRNA_pseudobulk	MertkKO_2h_AC	fibrosis_profibrotic	0.00011751016532451919	MertkKO_2h_AC	MertkKO	2h_AC	1005.0	
GSE156234_Mertk_scRNA_pseudobulk	MertkKO_6h_AC	fibrosis_profibrotic	-0.4118816133426787	MertkKO_6h_AC	MertkKO	6h_AC	1347.0	
GSE169160_human_MF_efferocytosis	MF_1	resolution_efferocytosis	0.30211777982798466	MF				control
GSE169160_human_MF_efferocytosis	MF_2	resolution_efferocytosis	-0.2667222537233079	MF				control
GSE169160_human_MF_efferocytosis	MF_3	resolution_efferocytosis	0.34254496311403	MF				control
GSE169160_human_MF_efferocytosis	MF_4	resolution_efferocytosis	-0.17603889025226124	MF				control
GSE169160_human_MF_efferocytosis	MF_5	resolution_efferocytosis	0.15847506795119332	MF				control
GSE169160_human_MF_efferocytosis	MF_6	resolution_efferocytosis	-0.4338997933420715	MF				control
GSE169160_human_MF_efferocytosis	MF+AC_1	resolution_efferocytosis	0.1316411124919961	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_2	resolution_efferocytosis	-0.09638567213827856	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_3	resolution_efferocytosis	0.47360829403839405	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_4	resolution_efferocytosis	-0.16647100369024473	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_5	resolution_efferocytosis	0.28345150064539204	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_6	resolution_efferocytosis	-0.5523211049228242	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF_1	lipid_lysosomal_apc	0.7578338302070189	MF				control
GSE169160_human_MF_efferocytosis	MF_2	lipid_lysosomal_apc	-0.8286680373895184	MF				control
GSE169160_human_MF_efferocytosis	MF_3	lipid_lysosomal_apc	0.3893965500757801	MF				control
GSE169160_human_MF_efferocytosis	MF_4	lipid_lysosomal_apc	0.06796864753040881	MF				control
GSE169160_human_MF_efferocytosis	MF_5	lipid_lysosomal_apc	0.2350302651362031	MF				control
GSE169160_human_MF_efferocytosis	MF_6	lipid_lysosomal_apc	-0.6607662492243259	MF				control
GSE169160_human_MF_efferocytosis	MF+AC_1	lipid_lysosomal_apc	0.506206762154647	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_2	lipid_lysosomal_apc	-0.7585896822930561	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_3	lipid_lysosomal_apc	0.42280777443263556	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_4	lipid_lysosomal_apc	0.1317152090994276	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_5	lipid_lysosomal_apc	0.16409898950050536	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_6	lipid_lysosomal_apc	-0.42703405922970317	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF_1	generic_ifn	-0.34305264807840113	MF				control
GSE169160_human_MF_efferocytosis	MF_2	generic_ifn	-0.37191887385872047	MF				control
GSE169160_human_MF_efferocytosis	MF_3	generic_ifn	0.948510180696604	MF				control
GSE169160_human_MF_efferocytosis	MF_4	generic_ifn	-0.44652888174148775	MF				control
GSE169160_human_MF_efferocytosis	MF_5	generic_ifn	-0.38814236807165514	MF				control
GSE169160_human_MF_efferocytosis	MF_6	generic_ifn	0.8438747779704483	MF				control
GSE169160_human_MF_efferocytosis	MF+AC_1	generic_ifn	-0.5734352105191902	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_2	generic_ifn	-0.06944144298810158	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_3	generic_ifn	0.588401835888922	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_4	generic_ifn	-0.8646280605639732	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_5	generic_ifn	-0.16876795584910184	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_6	generic_ifn	0.8451286471146643	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF_1	stress_cytotoxicity	-0.11327216344472703	MF				control
GSE169160_human_MF_efferocytosis	MF_2	stress_cytotoxicity	-0.32767265476687624	MF				control
GSE169160_human_MF_efferocytosis	MF_3	stress_cytotoxicity	-0.08241208410168775	MF				control
GSE169160_human_MF_efferocytosis	MF_4	stress_cytotoxicity	-0.1436181405038124	MF				control
GSE169160_human_MF_efferocytosis	MF_5	stress_cytotoxicity	-0.22192023710988226	MF				control
GSE169160_human_MF_efferocytosis	MF_6	stress_cytotoxicity	0.282508680141645	MF				control
GSE169160_human_MF_efferocytosis	MF+AC_1	stress_cytotoxicity	-0.14231529878725402	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_2	stress_cytotoxicity	-0.15478482455147208	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_3	stress_cytotoxicity	0.5476828645999086	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_4	stress_cytotoxicity	0.2303775848720072	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_5	stress_cytotoxicity	0.008498728381334246	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_6	stress_cytotoxicity	0.11692754527081545	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF_1	fibrosis_profibrotic	-0.20392769141389974	MF				control
GSE169160_human_MF_efferocytosis	MF_2	fibrosis_profibrotic	0.5033760829324274	MF				control
GSE169160_human_MF_efferocytosis	MF_3	fibrosis_profibrotic	-0.8952967385199988	MF				control
GSE169160_human_MF_efferocytosis	MF_4	fibrosis_profibrotic	-0.022324776390476857	MF				control
GSE169160_human_MF_efferocytosis	MF_5	fibrosis_profibrotic	-0.4094075553091205	MF				control
GSE169160_human_MF_efferocytosis	MF_6	fibrosis_profibrotic	0.180386509775243	MF				control
GSE169160_human_MF_efferocytosis	MF+AC_1	fibrosis_profibrotic	-0.8064954898246135	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_2	fibrosis_profibrotic	0.6178282909331483	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_3	fibrosis_profibrotic	0.3435545535101444	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_4	fibrosis_profibrotic	0.04027270729491476	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_5	fibrosis_profibrotic	-0.12643825559637667	MF_AC				apoptotic_cell
GSE169160_human_MF_efferocytosis	MF+AC_6	fibrosis_profibrotic	0.7784723626086112	MF_AC				apoptotic_cell
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone	resolution_efferocytosis	0.10469328198882522	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.1	resolution_efferocytosis	-0.11098909955170261	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.2	resolution_efferocytosis	-0.1970357480302414	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.3	resolution_efferocytosis	-0.28473618728180944	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min	resolution_efferocytosis	0.4019060329496231	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min	resolution_efferocytosis	0.13915417980949357	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.1	resolution_efferocytosis	-0.23003497340662613	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.2	resolution_efferocytosis	-0.47981061994950636	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.3	resolution_efferocytosis	-0.4117095659040615	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min	resolution_efferocytosis	-0.35676699581528104	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.1	resolution_efferocytosis	0.12457223434298224	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.1	resolution_efferocytosis	0.5859981019760694	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.2	resolution_efferocytosis	-0.20932455059950192	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.2	resolution_efferocytosis	0.4667769471480416	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.3	resolution_efferocytosis	0.14641970477793897	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.3	resolution_efferocytosis	0.3108872575458149	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone	lipid_lysosomal_apc	0.027121715721212275	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.1	lipid_lysosomal_apc	-0.0680606361562169	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.2	lipid_lysosomal_apc	-0.26121328339029015	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.3	lipid_lysosomal_apc	-0.16819157908953955	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min	lipid_lysosomal_apc	0.4896044583499869	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min	lipid_lysosomal_apc	0.20794286230079978	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.1	lipid_lysosomal_apc	-0.15313333397068693	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.2	lipid_lysosomal_apc	-0.16582544496497043	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.3	lipid_lysosomal_apc	0.0861085041324506	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min	lipid_lysosomal_apc	-0.3512887746957999	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.1	lipid_lysosomal_apc	-0.09386830153100749	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.1	lipid_lysosomal_apc	0.33844298122896815	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.2	lipid_lysosomal_apc	-0.4362139330461027	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.2	lipid_lysosomal_apc	0.3620678541503997	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.3	lipid_lysosomal_apc	-0.3242918592096733	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.3	lipid_lysosomal_apc	0.5107987701704475	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone	generic_ifn	0.6108070217055027	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.1	generic_ifn	0.6050576193195513	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.2	generic_ifn	0.41046275416979333	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.3	generic_ifn	0.5007681209333832	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min	generic_ifn	-1.4009261103120585	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min	generic_ifn	0.4718329962542269	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.1	generic_ifn	0.7252599332172088	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.2	generic_ifn	0.49917217539056574	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.3	generic_ifn	0.49167938090267554	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min	generic_ifn	0.35493752164625453	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.1	generic_ifn	0.35157148749689054	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.1	generic_ifn	-1.4457462848575544	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.2	generic_ifn	0.42196740839602526	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.2	generic_ifn	-1.4954281554658093	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.3	generic_ifn	0.45345675873012614	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.3	generic_ifn	-1.554872627526767	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone	stress_cytotoxicity	-0.025832089746391344	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.1	stress_cytotoxicity	-0.15834711760289177	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.2	stress_cytotoxicity	-0.06877032747703181	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.3	stress_cytotoxicity	0.06295533236865881	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min	stress_cytotoxicity	0.31460782762393097	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min	stress_cytotoxicity	0.31428594134999477	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.1	stress_cytotoxicity	-0.066548106228642	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.2	stress_cytotoxicity	0.2106144899837984	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.3	stress_cytotoxicity	-0.17434807999204793	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min	stress_cytotoxicity	0.1850929910882784	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.1	stress_cytotoxicity	-0.07909976533819184	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.1	stress_cytotoxicity	-0.011145937159593737	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.2	stress_cytotoxicity	-0.3507977470037133	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.2	stress_cytotoxicity	0.4122624911052509	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.3	stress_cytotoxicity	-0.5001799806779611	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.3	stress_cytotoxicity	-0.06474992229341404	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone	fibrosis_profibrotic	-0.17356053281164252	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.1	fibrosis_profibrotic	-0.17225524937084913	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.2	fibrosis_profibrotic	-0.300494541073626	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_Alone.3	fibrosis_profibrotic	0.6923007451946829	Alone				Alone
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min	fibrosis_profibrotic	0.02565250964456839	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min	fibrosis_profibrotic	0.14395449100842336	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.1	fibrosis_profibrotic	0.10880121461890191	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.2	fibrosis_profibrotic	-0.7402460210138423	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_45min.3	fibrosis_profibrotic	0.006991128710577684	AC_45min				AC_45min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min	fibrosis_profibrotic	-0.6958339879215716	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.1	fibrosis_profibrotic	-0.46687336242196736	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.1	fibrosis_profibrotic	-0.07938507348920908	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.2	fibrosis_profibrotic	0.07470059768263264	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.2	fibrosis_profibrotic	1.0882921687223892	AC_180min				AC_180min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_90min.3	fibrosis_profibrotic	-0.22026740416067017	AC_90min				AC_90min
GSE253577_mouse_efferocytosis_timecourse	Mac_AC_180min.3	fibrosis_profibrotic	0.7082233166812414	AC_180min				AC_180min
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600866_M0_5	resolution_efferocytosis	0.03284382991221156	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600867_M0_6	resolution_efferocytosis	0.12210889669190102	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600868_M0_7	resolution_efferocytosis	0.14054915140339502	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600869_M0_8	resolution_efferocytosis	0.14979237132716122	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600870_IFNg_nonphago_1	resolution_efferocytosis	-0.38409209659300253	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600871_IFNg_nonphago_2	resolution_efferocytosis	-0.44885190799022867	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600872_IFNg_nonphago_3	resolution_efferocytosis	-0.5827211872143946	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600873_IFNg_nonphago_4	resolution_efferocytosis	-0.3371863020749702	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600874_IFNg_BV421_Tconv_1	resolution_efferocytosis	-0.24847899690753136	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600875_IFNg_BV421_Tconv_2	resolution_efferocytosis	-0.6164893165755475	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600876_IFNg_Ax647_Tconv_3	resolution_efferocytosis	-0.36710342025159104	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600877_IFNg_Ax647_Tconv_4	resolution_efferocytosis	-0.3272718522630779	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600878_IFNg_Ax647_Treg_1	resolution_efferocytosis	-0.2687768442990796	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600879_IFNg_Ax647_Treg_2	resolution_efferocytosis	-0.29684359375775093	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600880_IFNg_BV421_Treg_3	resolution_efferocytosis	-0.21915250983832818	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600881_IFNg_BV421_Treg_4	resolution_efferocytosis	-0.38955279150184524	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600882_IL10_nonphago_1	resolution_efferocytosis	0.1653470323182412	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600883_IL10_nonphago_2	resolution_efferocytosis	0.15872993921088213	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600884_IL10_nonphago_3	resolution_efferocytosis	0.13775764843425384	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600885_IL10_nonphago_4	resolution_efferocytosis	0.19734097299613745	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600886_IL10_BV421_Tconv_1	resolution_efferocytosis	0.4643130089311834	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600887_IL10_BV421_Tconv_2	resolution_efferocytosis	0.2706767164189942	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600888_IL10_Ax647_Tconv_3	resolution_efferocytosis	0.30715342088523595	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600889_IL10_Ax647_Tconv_4	resolution_efferocytosis	0.4237397674201027	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600890_IL10_Ax647_Treg_1	resolution_efferocytosis	0.41090617351409603	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600891_IL10_Ax647_Treg_2	resolution_efferocytosis	0.6670476604743426	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600892_IL10_BV421_Treg_3	resolution_efferocytosis	0.44994247246553193	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600893_IL10_BV421_Treg_4	resolution_efferocytosis	0.3882717568636576	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600866_M0_5	lipid_lysosomal_apc	-0.14984402594000937	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600867_M0_6	lipid_lysosomal_apc	-0.25546546135073195	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600868_M0_7	lipid_lysosomal_apc	-0.21058569190612358	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600869_M0_8	lipid_lysosomal_apc	-0.26551756238707486	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600870_IFNg_nonphago_1	lipid_lysosomal_apc	-0.0570321530442205	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600871_IFNg_nonphago_2	lipid_lysosomal_apc	-0.11551614984999745	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600872_IFNg_nonphago_3	lipid_lysosomal_apc	-0.27122538118344786	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600873_IFNg_nonphago_4	lipid_lysosomal_apc	-0.1584312295932751	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600874_IFNg_BV421_Tconv_1	lipid_lysosomal_apc	-0.1682541629159233	IFNg_Tconv_phago				IFNg_Tconv_phago
