n_requested	latent_event_probability	allocation	score_site_structure	effect_pattern	n_simulated_cohorts	n_valid_fits	valid_fit_rate	pooled_significant_count	pooled_significant_probability	pooled_significant_ci_low	pooled_significant_ci_high	minimum_seed_pooled_significant_probability	stratified_significant_count	stratified_significant_probability	stratified_significant_ci_low	stratified_significant_ci_high	minimum_seed_stratified_significant_probability	pooled_positive_probability	minimum_seed_pooled_positive_probability	maximum_seed_pooled_positive_probability	pooled_negative_probability	minimum_seed_pooled_negative_probability	maximum_seed_pooled_negative_probability	stratified_positive_probability	minimum_seed_stratified_positive_probability	maximum_seed_stratified_positive_probability	stratified_negative_probability	minimum_seed_stratified_negative_probability	maximum_seed_stratified_negative_probability	transport_pass_probability	minimum_seed_transport_pass_probability	maximum_seed_transport_pass_probability	heterogeneity_detection_probability	minimum_seed_heterogeneity_detection_probability	maximum_seed_heterogeneity_detection_probability	median_pooled_z_across_seeds	median_stratified_z_across_seeds	median_heterogeneity_p_across_seeds	median_minimum_site_events_across_seeds	median_minimum_site_n_across_seeds
300	0.3	balanced	hazard_aligned_score	one_site_reversed	1200	1200	1.0	787	0.6558333333333334	0.6284938062181884	0.6821783319272927	0.6225	91	0.07583333333333334	0.06217133249020407	0.0922023663544494	0.0675	0.6558333333333333	0.6225	0.6925	0.0	0.0	0.0	0.06416666666666666	0.055	0.07	0.011666666666666667	0.0075	0.015	0.0	0.0	0.0	0.8641666666666667	0.86	0.87	2.301813259711068	0.3575164279591929	0.0020791979237437903	17.0	88.0
300	0.3	imbalanced_60_30_10	balanced_score	homogeneous	1200	1200	1.0	1118	0.9316666666666666	0.9159696904117852	0.9446087457345201	0.925	1134	0.945	0.9306235915364225	0.9565364179271432	0.94	0.9316666666666666	0.925	0.945	0.0	0.0	0.0	0.945	0.94	0.95	0.0	0.0	0.0	0.5275	0.5125	0.5475	0.06333333333333334	0.045	0.075	3.4460908555669243	3.4979621757165242	0.4864128482039079	14.0	27.0
300	0.3	imbalanced_60_30_10	balanced_score	null	1200	1200	1.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.06	69	0.0575	0.04568605530313232	0.07213798023028808	0.0525	0.03166666666666667	0.0275	0.0375	0.03	0.025	0.035	0.0325	0.0275	0.035	0.025000000000000005	0.0175	0.0325	0.0025	0.0	0.005	0.03833333333333334	0.035	0.0425	-0.00306331045059097	-0.0575801484766587	0.4956360544553392	14.0	27.0
300	0.3	imbalanced_60_30_10	balanced_score	one_site_only	1200	1200	1.0	566	0.4716666666666667	0.44355784679025057	0.49995630991057105	0.44	539	0.44916666666666666	0.4212302846482005	0.4774274670797441	0.4125	0.47083333333333327	0.44	0.495	0.0008333333333333334	0.0	0.0025	0.4483333333333333	0.4125	0.4725	0.0008333333333333334	0.0	0.0025	0.010833333333333334	0.0075	0.0175	0.35166666666666674	0.325	0.37	1.9104438773438697	1.8705981364671849	0.09587868064338875	13.0	27.0
300	0.3	imbalanced_60_30_10	balanced_score	one_site_reversed	1200	1200	1.0	843	0.7025	0.6760213480919418	0.7276862966639505	0.6925	821	0.6841666666666667	0.6573137057638422	0.7098442756808171	0.6675	0.7025	0.6925	0.7225	0.0	0.0	0.0	0.6841666666666667	0.6675	0.6975	0.0	0.0	0.0	0.02666666666666667	0.02	0.0325	0.5991666666666666	0.595	0.6025	2.541642443487042	2.455287942387471	0.027712322205197593	13.0	27.0
300	0.3	imbalanced_60_30_10	hazard_aligned_score	homogeneous	1200	1200	1.0	1190	0.9916666666666667	0.9847282563176801	0.9954672597562971	0.9875	1128	0.94	0.9251073066122435	0.9520846128573497	0.9325	0.9916666666666667	0.9875	0.995	0.0	0.0	0.0	0.94	0.9325	0.95	0.0	0.0	0.0	0.5016666666666666	0.4875	0.515	0.047499999999999994	0.0325	0.055	4.510568075338329	3.456063277535951	0.4791540859211127	14.0	27.0
300	0.3	imbalanced_60_30_10	hazard_aligned_score	null	1200	1200	1.0	417	0.3475	0.32108353763314845	0.37488971755068556	0.345	69	0.0575	0.04568605530313232	0.07213798023028808	0.0525	0.3475	0.345	0.35	0.0	0.0	0.0	0.0275	0.0175	0.0325	0.030000000000000002	0.02	0.035	0.0	0.0	0.0	0.051666666666666666	0.045	0.0625	1.566011967731313	0.004961664339244873	0.5111766974067609	14.0	27.0
300	0.3	imbalanced_60_30_10	hazard_aligned_score	one_site_only	1200	1200	1.0	1017	0.8475	0.8260528264068602	0.8667294281742391	0.8425	501	0.4175	0.3899046734620722	0.4456218416373789	0.4075	0.8475	0.8425	0.85	0.0	0.0	0.0	0.4175	0.4075	0.4275	0.0	0.0	0.0	0.018333333333333333	0.01	0.0225	0.3358333333333334	0.3225	0.355	2.972751088999897	1.7582057062279504	0.11500436553358698	14.0	27.0
300	0.3	imbalanced_60_30_10	hazard_aligned_score	one_site_reversed	1200	1200	1.0	1165	0.9708333333333333	0.9597073089889877	0.9789544987767701	0.9675	855	0.7125	0.6862462142866692	0.7373976104571685	0.685	0.9708333333333333	0.9675	0.9725	0.0	0.0	0.0	0.7125	0.685	0.73	0.0	0.0	0.0	0.03333333333333333	0.03	0.0375	0.6	0.5825	0.625	3.6902133701654307	2.4722476920814738	0.027855785052385455	14.0	27.0
450	0.15	balanced	balanced_score	homogeneous	1200	1200	1.0	1082	0.9016666666666666	0.8835157653786112	0.9172541308038582	0.8925	1087	0.9058333333333334	0.8879893854891716	0.9210872523549418	0.9025	0.9016666666666667	0.8925	0.915	0.0	0.0	0.0	0.9058333333333334	0.9025	0.91	0.0	0.0	0.0	0.3633333333333333	0.3475	0.39	0.051666666666666666	0.04	0.06	3.1833531566360085	3.205094237668142	0.48574947719439987	12.0	132.0
450	0.15	balanced	balanced_score	null	1200	1200	1.0	39	0.0325	0.02386447966792587	0.044119105895631276	0.0275	36	0.03	0.02174746653277537	0.04125207403379545	0.0275	0.016666666666666666	0.015	0.02	0.015833333333333335	0.0075	0.0225	0.016666666666666666	0.01	0.0225	0.013333333333333336	0.005	0.0175	0.0025	0.0025	0.0025	0.043333333333333335	0.04	0.0475	-0.0019458629643092028	-0.02365809193532955	0.49953679985817295	11.0	132.0
450	0.15	balanced	balanced_score	one_site_only	1200	1200	1.0	130	0.10833333333333334	0.09198189717988407	0.1271843866255916	0.09	117	0.0975	0.08197849378868173	0.11559026169651988	0.08	0.10583333333333333	0.0875	0.12	0.0025	0.0	0.005	0.09583333333333333	0.0775	0.105	0.0016666666666666668	0.0	0.0025	0.005	0.0025	0.0075	0.21166666666666667	0.2075	0.22	0.7407390145229651	0.7199046793229732	0.24434684776599713	12.0	132.0
450	0.15	balanced	balanced_score	one_site_reversed	1200	1200	1.0	89	0.07416666666666667	0.06066079154899041	0.0903902106310055	0.06	89	0.07416666666666667	0.06066079154899041	0.0903902106310055	0.0575	0.055	0.0375	0.0675	0.019166666666666665	0.005	0.03	0.05000000000000001	0.03	0.07	0.02416666666666667	0.01	0.035	0.0008333333333333334	0.0	0.0025	0.7858333333333333	0.7375	0.81	0.23838427254764089	0.15740885081054165	0.00465965088327908	12.0	132.0
450	0.15	balanced	hazard_aligned_score	homogeneous	1200	1200	1.0	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546	0.985	1061	0.8841666666666667	0.8648214031613295	0.9010601780422358	0.87	0.9891666666666666	0.985	0.995	0.0	0.0	0.0	0.8841666666666667	0.87	0.905	0.0	0.0	0.0	0.37666666666666665	0.355	0.3925	0.043333333333333335	0.04	0.045	4.335700054672019	3.1416380040445233	0.5014523958112882	12.0	132.0
450	0.15	balanced	hazard_aligned_score	null	1200	1200	1.0	513	0.4275	0.39978441612982774	0.45567827895756874	0.4075	60	0.05	0.039041012521836546	0.06383088802062488	0.04	0.4266666666666667	0.4075	0.4525	0.0008333333333333334	0.0	0.0025	0.028333333333333335	0.025	0.035	0.021666666666666667	0.015	0.0275	0.0008333333333333334	0.0	0.0025	0.05416666666666666	0.0475	0.06	1.7412553753938451	0.07414203982274428	0.4850816346186236	11.0	132.0
450	0.15	balanced	hazard_aligned_score	one_site_only	1200	1200	1.0	722	0.6016666666666667	0.5736859133523122	0.6289985831917984	0.585	116	0.09666666666666666	0.08121148963232573	0.11469591752054707	0.07	0.6016666666666666	0.585	0.61	0.0	0.0	0.0	0.09416666666666666	0.07	0.1075	0.0025	0.0	0.0075	0.0075	0.0025	0.01	0.18416666666666667	0.1725	0.2	2.1656675059683685	0.7181804547743244	0.2458712956804416	12.0	132.0
450	0.15	balanced	hazard_aligned_score	one_site_reversed	1200	1200	1.0	532	0.44333333333333336	0.41545108149009397	0.47157723191154927	0.425	83	0.06916666666666667	0.056142321206953394	0.08494059097906986	0.05	0.44333333333333336	0.425	0.47	0.0	0.0	0.0	0.04	0.0225	0.06	0.029166666666666664	0.02	0.04	0.0	0.0	0.0	0.7958333333333334	0.795	0.7975	1.8792607640603567	0.12598193904159466	0.004117181122667773	12.0	132.0
450	0.15	imbalanced_60_30_10	balanced_score	homogeneous	1200	1200	1.0	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038	0.8825	1072	0.8933333333333333	0.8745955794695804	0.9095608333896014	0.88	0.8941666666666667	0.8825	0.9	0.0	0.0	0.0	0.8933333333333332	0.88	0.9025	0.0	0.0	0.0	0.33916666666666667	0.3175	0.35	0.051666666666666666	0.045	0.0575	3.1759799435451868	3.14624064590101	0.49053226778815523	12.0	41.0
450	0.15	imbalanced_60_30_10	balanced_score	null	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.035	54	0.045	0.034651851044372725	0.058251959504116047	0.0425	0.020833333333333332	0.0125	0.0275	0.02333333333333333	0.02	0.0275	0.022500000000000003	0.02	0.025	0.022500000000000003	0.0175	0.0275	0.0	0.0	0.0	0.055	0.035	0.07	-0.048786409697010445	-0.06422289821297289	0.4868509599837011	11.0	40.5
450	0.15	imbalanced_60_30_10	balanced_score	one_site_only	1200	1200	1.0	457	0.38083333333333336	0.3537803967488041	0.40864679172818097	0.3675	454	0.37833333333333335	0.35132330159509606	0.4061198418849027	0.355	0.38083333333333336	0.3675	0.3925	0.0	0.0	0.0	0.37833333333333335	0.355	0.3925	0.0	0.0	0.0	0.015	0.0125	0.0175	0.30916666666666665	0.2925	0.3375	1.635381791882951	1.5917748842027941	0.1657927525485906	11.0	41.0
450	0.15	imbalanced_60_30_10	balanced_score	one_site_reversed	1200	1200	1.0	684	0.57	0.5418094323522907	0.5977438275633263	0.555	670	0.5583333333333333	0.5300949807832153	0.5861994024797991	0.55	0.57	0.555	0.5875	0.0	0.0	0.0	0.5583333333333333	0.55	0.565	0.0	0.0	0.0	0.020833333333333332	0.015	0.025	0.5558333333333334	0.55	0.56	2.157573733052825	2.106122600551549	0.04033610314374432	11.0	41.0
450	0.15	imbalanced_60_30_10	hazard_aligned_score	homogeneous	1200	1200	1.0	1183	0.9858333333333333	0.9774296573223678	0.9911364204253081	0.985	1068	0.89	0.8710369399876369	0.9064740795422298	0.8775	0.9858333333333333	0.985	0.9875	0.0	0.0	0.0	0.89	0.8775	0.9075	0.0	0.0	0.0	0.35333333333333333	0.3275	0.3725	0.04666666666666667	0.04	0.0525	4.217180810566395	3.1976783497647356	0.49659013515356765	11.0	41.0
450	0.15	imbalanced_60_30_10	hazard_aligned_score	null	1200	1200	1.0	388	0.3233333333333333	0.29746843165119763	0.3503257218951019	0.3125	69	0.0575	0.04568605530313232	0.07213798023028808	0.05	0.3233333333333333	0.3125	0.33	0.0	0.0	0.0	0.03166666666666667	0.02	0.0425	0.025833333333333333	0.02	0.03	0.0016666666666666668	0.0	0.0025	0.05833333333333333	0.0525	0.0625	1.4698943348728335	0.046083668189642504	0.5036102238285022	11.0	41.0
450	0.15	imbalanced_60_30_10	hazard_aligned_score	one_site_only	1200	1200	1.0	892	0.7433333333333333	0.7178706179308354	0.7672430951091669	0.72	416	0.3466666666666667	0.32026793411436	0.37404397273714535	0.31	0.7433333333333333	0.72	0.7875	0.0	0.0	0.0	0.3466666666666667	0.31	0.3825	0.0	0.0	0.0	0.012500000000000002	0.0125	0.0125	0.27166666666666667	0.2625	0.29	2.6255111716729784	1.5571827164516499	0.1410929955287922	11.0	41.0
450	0.15	imbalanced_60_30_10	hazard_aligned_score	one_site_reversed	1200	1200	1.0	1079	0.8991666666666667	0.8808360328999894	0.9149498182854938	0.8925	633	0.5275	0.499210391924223	0.5556141030426265	0.51	0.8991666666666666	0.8925	0.9125	0.0	0.0	0.0	0.5275	0.51	0.5475	0.0	0.0	0.0	0.019166666666666665	0.0075	0.0275	0.5475	0.52	0.5725	3.210079170853086	2.0111221802692736	0.03889283506811594	11.0	41.0
450	0.3	balanced	balanced_score	homogeneous	1200	1200	1.0	1183	0.9858333333333333	0.9774296573223678	0.9911364204253081	0.9725	1190	0.9916666666666667	0.9847282563176801	0.9954672597562971	0.9825	0.9858333333333333	0.9725	0.9975	0.0	0.0	0.0	0.9916666666666667	0.9825	1.0	0.0	0.0	0.0	0.8008333333333333	0.7875	0.8275	0.051666666666666666	0.035	0.0675	4.135334802420437	4.235110238356433	0.5150008255245633	26.0	132.0
450	0.3	balanced	balanced_score	null	1200	1200	1.0	70	0.058333333333333334	0.0464284241141606	0.07305695975158857	0.0375	57	0.0475	0.03684195434139706	0.06104590120407803	0.0325	0.035	0.02	0.0625	0.023333333333333334	0.015	0.0325	0.02666666666666667	0.0125	0.0475	0.020833333333333332	0.015	0.0275	0.0033333333333333335	0.0	0.005	0.055833333333333325	0.045	0.0625	0.008771665713401234	0.05154031780768934	0.4969618941811476	25.0	132.0
450	0.3	balanced	balanced_score	one_site_only	1200	1200	1.0	218	0.18166666666666667	0.160878376880167	0.2044865601702409	0.175	203	0.16916666666666666	0.14901840831587682	0.19142630374959946	0.165	0.18083333333333332	0.175	0.185	0.0008333333333333334	0.0	0.0025	0.16833333333333333	0.165	0.17	0.0008333333333333334	0.0	0.0025	0.014166666666666666	0.0125	0.015	0.35916666666666663	0.3475	0.375	1.0666229550643758	0.9915761758065935	0.11060304829519982	26.0	132.0
450	0.3	balanced	balanced_score	one_site_reversed	1200	1200	1.0	126	0.105	0.08889775524372129	0.12362313523243929	0.0925	90	0.075	0.061415797813133576	0.09129655269919108	0.0675	0.09833333333333333	0.0875	0.1075	0.006666666666666667	0.005	0.01	0.06416666666666666	0.06	0.0725	0.010833333333333334	0.0075	0.015	0.0	0.0	0.0	0.9683333333333334	0.9625	0.9725	0.6767797267162146	0.38425316113999164	8.235018200808129e-05	26.0	132.0
450	0.3	balanced	hazard_aligned_score	homogeneous	1200	1200	1.0	1200	1.0	0.9968089993972651	1.0	1.0	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573	0.985	1.0	1.0	1.0	0.0	0.0	0.0	0.9941666666666666	0.985	1.0	0.0	0.0	0.0	0.8166666666666668	0.785	0.8375	0.05333333333333334	0.0475	0.0625	5.899285098932226	4.361374569865225	0.49503653827586036	26.0	132.0
450	0.3	balanced	hazard_aligned_score	null	1200	1200	1.0	822	0.685	0.6581630146146209	0.7106563151623673	0.65	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0525	0.685	0.65	0.7175	0.0	0.0	0.0	0.02666666666666667	0.0225	0.035	0.02666666666666667	0.0175	0.0325	0.0008333333333333334	0.0	0.0025	0.06083333333333333	0.0525	0.065	2.4755213365899587	0.055514858701614864	0.5014443895528149	25.0	132.0
450	0.3	balanced	hazard_aligned_score	one_site_only	1200	1200	1.0	1062	0.885	0.8657084255674209	0.9018345039684731	0.8725	209	0.17416666666666666	0.15375759954961554	0.19665520250983337	0.1575	0.8849999999999999	0.8725	0.9	0.0	0.0	0.0	0.17250000000000001	0.155	0.1925	0.0016666666666666668	0.0	0.0025	0.013333333333333334	0.01	0.0175	0.37083333333333335	0.355	0.3825	3.1071662872254704	1.0110098681475006	0.11157636355600971	27.0	132.0
450	0.3	balanced	hazard_aligned_score	one_site_reversed	1200	1200	1.0	994	0.8283333333333334	0.8059584293898875	0.84861281354765	0.81	109	0.09083333333333334	0.07585322452274126	0.10842474430383015	0.075	0.8283333333333333	0.81	0.8575	0.0	0.0	0.0	0.08416666666666668	0.07	0.0975	0.006666666666666667	0.005	0.01	0.0	0.0	0.0	0.975	0.97	0.98	2.837922925646162	0.45352786850013593	9.534530559231427e-05	26.0	132.0
450	0.3	imbalanced_60_30_10	balanced_score	homogeneous	1200	1200	1.0	1190	0.9916666666666667	0.9847282563176801	0.9954672597562971	0.985	1194	0.995	0.9891344085810173	0.9977065008222751	0.99	0.9916666666666667	0.985	0.995	0.0	0.0	0.0	0.995	0.99	1.0	0.0	0.0	0.0	0.7583333333333333	0.7475	0.77	0.06416666666666666	0.06	0.07	4.250034621308375	4.360262218750939	0.4959022461516925	20.0	40.5
450	0.3	imbalanced_60_30_10	balanced_score	null	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.05	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.0425	0.030833333333333334	0.03	0.0325	0.022500000000000003	0.02	0.0275	0.03166666666666667	0.0225	0.0375	0.022500000000000003	0.0175	0.03	0.0	0.0	0.0	0.05333333333333332	0.0425	0.0725	-0.0023073653637180835	0.021366189369332447	0.4962667606195512	21.0	41.0
450	0.3	imbalanced_60_30_10	balanced_score	one_site_only	1200	1200	1.0	703	0.5858333333333333	0.5577329065429336	0.6133859716869302	0.56	670	0.5583333333333333	0.5300949807832153	0.5861994024797991	0.5225	0.5858333333333333	0.56	0.6075	0.0	0.0	0.0	0.5583333333333332	0.5225	0.5825	0.0	0.0	0.0	0.0175	0.015	0.02	0.47833333333333333	0.4525	0.5	2.1787396649491577	2.126703221992207	0.053233135375337755	20.0	41.0
450	0.3	imbalanced_60_30_10	balanced_score	one_site_reversed	1200	1200	1.0	1031	0.8591666666666666	0.8383375169562732	0.8777036142774288	0.8175	992	0.8266666666666667	0.8042158281886741	0.8470327180842058	0.775	0.8591666666666667	0.8175	0.8975	0.0	0.0	0.0	0.8266666666666667	0.775	0.87	0.0	0.0	0.0	0.03	0.0275	0.0325	0.7633333333333333	0.75	0.785	3.026652658302583	2.934658035437221	0.006159514820472393	20.0	41.0
450	0.3	imbalanced_60_30_10	hazard_aligned_score	homogeneous	1200	1200	1.0	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1189	0.9908333333333333	0.9836603162148858	0.9948738515267628	0.985	0.9991666666666666	0.9975	1.0	0.0	0.0	0.0	0.9908333333333333	0.985	0.9975	0.0	0.0	0.0	0.7483333333333334	0.7325	0.77	0.06083333333333333	0.0475	0.07	5.580965597484007	4.277492438438188	0.48398103041577345	20.0	41.0
450	0.3	imbalanced_60_30_10	hazard_aligned_score	null	1200	1200	1.0	578	0.4816666666666667	0.45349962951211514	0.5099507071766517	0.4525	48	0.04	0.030301435740345037	0.05263428481417108	0.0375	0.4808333333333333	0.45	0.515	0.0008333333333333334	0.0	0.0025	0.019166666666666665	0.01	0.0275	0.020833333333333332	0.0175	0.0275	0.0033333333333333335	0.0025	0.005	0.06166666666666667	0.0475	0.0725	1.9116036171143649	0.01853002847271937	0.49561025893066224	21.0	41.0
450	0.3	imbalanced_60_30_10	hazard_aligned_score	one_site_only	1200	1200	1.0	1137	0.9475	0.9333924593171582	0.9587515951433939	0.9325	697	0.5808333333333333	0.5527012735623946	0.6084495146734965	0.5625	0.9475000000000001	0.9325	0.9625	0.0	0.0	0.0	0.5808333333333333	0.5625	0.595	0.0	0.0	0.0	0.022500000000000003	0.0125	0.0275	0.4991666666666667	0.495	0.5025	3.6732989088869044	2.205047167298077	0.049748282774015024	20.0	41.0
450	0.3	imbalanced_60_30_10	hazard_aligned_score	one_site_reversed	1200	1200	1.0	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573	0.9875	1018	0.8483333333333334	0.8269288950579893	0.8675147078554387	0.845	0.9941666666666666	0.9875	1.0	0.0	0.0	0.0	0.8483333333333333	0.845	0.85	0.0	0.0	0.0	0.03	0.0175	0.0375	0.7725	0.7225	0.8025	4.45383133896005	3.0392102686821607	0.006731040226177788	20.0	41.0
