cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
DC	COX6C	29	-0.34210238021581296	0.007185357709637964	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023676136961150777
DC	COX7A2	29	-0.4550596309421847	0.006536295164158612	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
DC	COX7A2L	29	-0.3037508385102602	0.02594070826209731	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04311197223190225
DC	COX7B	29	-0.29822216366264953	0.03249518603800934	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04853549867502475
DC	CPEB3	29	-1.430199299828997	0.03621958361784613	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.052022692469809007
DC	CPQ	29	-0.8253203683903849	0.009078931693185206	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02664324841810445
DC	CPSF2	29	-0.5612920882760675	0.05240725413151534	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06680388675725825
DC	CPSF6	29	-0.6209732825934068	0.0602625773514507	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07355223955806572
DC	CSRP2	29	-1.6460754336425838	0.0198920895302782	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03729402915747278
DC	CST3	29	0.7599416816335418	0.007145994359913403	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023676136961150777
DC	CST7	29	-0.9513628004005288	0.030566745945485547	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04666257505419158
DC	CTF1	29	0.9258611633953729	0.013856211882310147	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03157059054622162
DC	CTSB	29	-0.7158326400559138	0.012715130713543951	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.030380579193114432
DC	CTSC	29	-0.9660901043988662	0.0018155100953475838	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.014391699818328243
DC	CTSD	29	-0.5667493926667674	0.1921797484995047	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1972337000783858
DC	CTSL	29	-2.4081453527340124	0.0023813202688148937	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01654963218783684
DC	CTSS	29	-0.5258061924669403	0.02288580213638608	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0403185131089303
DC	CTSV	29	-0.9518399939247804	0.10748751715664809	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11786455411557521
DC	CTTNBP2	29	1.9589892808079081	0.002603974906838001	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017082973311238956
DC	CX3CR1	29	1.1216340607382271	0.07293351022106058	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08585058202355314
DC	CXCL9	29	-3.134546369807196	0.003222258170495585	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018572626288399372
DC	CYB561D2	29	2.16135663179004	0.0014344732953418316	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013328937995177202
DC	CYBB	29	-0.6673495507615256	0.03723344318020639	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05301150656714137
DC	DCK	29	-1.2049881639521411	0.029603226776805564	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04611679749672269
DC	DCLRE1B	29	1.2245896392649733	0.019896683098467736	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03729402915747278
DC	DEPDC5	29	-2.629943504556733	0.00043548678680746804	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010388258645119284
DC	DIAPH3	29	-0.8737835946683505	0.0948200138550966	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10580356384710926
DC	DLD	29	-1.40295882095146	0.020498890042933822	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.038074978824917526
DC	DLEU7-AS1	29	1.0281959894769814	0.013984282642300614	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03176728086803214
DC	DLGAP1-AS1	29	-1.8222516139182696	0.03897337376855698	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05481432811033467
DC	DMBT1	29	-1.7656306872819774	0.01075143884956592	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028329196907323537
DC	DNAH14	29	-0.7620776455456555	0.04860220233613536	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06355030236735225
DC	DNAJB1	29	1.0310113934625538	0.003998944343895912	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020702017997991762
DC	DNAJB2	29	-1.1084298314756245	0.03065382095762169	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04670181731481502
DC	DNAJC1	29	-0.7704291465187999	0.02161445692920096	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0389316017115312
DC	DNAJC27	29	-1.9103768890322588	0.005233417219689618	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
DC	DNAJC9-AS1	29	-0.6693884899681621	0.013015593498526634	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.030760455442170088
DC	DNHD1	29	-1.6862802501017904	0.00312454302296995	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018357064261934043
DC	DNMBP	29	1.6660750297280835	0.02361199089345392	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04107137158838499
DC	DPAGT1	29	-1.3822951697132286	0.051842182975703054	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06632618259867872
DC	DPP7	29	0.3728796931002159	0.07376356648095847	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08655986752815635
DC	DSC2	29	-1.8619266956012588	0.01003762961315415	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027776858674946576
DC	DTNA	29	1.9599438037407138	0.005715826813186521	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02307556607339492
DC	DUOX1	29	-1.8908126970444348	0.015753097715512643	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0334563663633408
DC	DUSP16	29	-1.5766511004889865	0.011935536455346034	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029538026804937664
DC	E2F5	29	-1.5275749011456061	0.046613630577897566	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06142506124637238
DC	EBF1	29	-1.0697649649534198	0.018000729556045023	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0355345141171213
DC	EBI3	29	-3.181062682678587	4.418100683674588e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.006724349240552724
DC	ECT2	29	-1.4765584515317767	0.045572731865844755	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06047227367028397
DC	EDARADD	29	-1.375655200356052	0.06839374863894439	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08137853175446513
DC	EEA1	29	0.7820703711094713	0.014271190151842828	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03184860910719177
DC	EIF2AK3	29	-0.7590137841461291	0.22323743001824198	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.22726914280118013
DC	EIF3B	29	-0.4845146933045186	0.00856705361920184	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025849837057058764
DC	EIF4E3	29	-1.5561312350251093	0.03946696077641107	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.055311891622189364
DC	ELAC2	29	1.7123519484002399	0.02286338709387931	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0403185131089303
DC	ELF2	29	-0.6990379426368095	0.005370127029055068	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022578268890115508
DC	ELL2	29	-1.474516041847698	0.07747837698345332	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08987964159208532
DC	EMSY	29	-1.0887630162019588	0.1196034389711073	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12901235585685705
DC	ENDOD1	29	-1.1412952771596085	0.04334296580011486	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.058678431101047854
DC	ENTPD4	29	-0.848775216826316	0.03787109839601679	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05375008378623278
DC	EPB41L3	29	-0.5880260177519006	0.05015484609852256	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06518845069338287
DC	EPHA2	29	-1.8147315820045165	0.010148199397218373	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027912195848027035
DC	ERVW-1	29	-0.34582086891140534	0.10939889699999916	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1197878570028768
DC	ESCO1	29	-0.8138757842540834	0.004075035759009494	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02081276652755856
DC	F8A1	29	-1.125962113824583	0.11172967060109107	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12163988458859844
DC	FADS1	29	-0.8508474188508311	0.07970171511004723	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09155805051016846
DC	FAM227B	29	-0.6124750663207142	0.10358157933567104	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11415725108536663
DC	FAM49A	29	-0.45218210639003975	0.08202827955306068	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0937290101199387
DC	FAM50A	29	-0.5655210379408211	0.0038569565551979956	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020538035218381094
DC	FAM57A	29	-2.0727356787433164	0.006238285361342406	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
DC	FAS	29	-1.0133603912738056	0.16722929571817063	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.17373582804304144
DC	FASTKD3	29	-1.8041939147257378	0.007427858737654852	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.024049068521786728
DC	FBF1	29	-0.8503796422782296	0.07793460844826673	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09006565987719208
DC	FCER1A	29	1.8278245693810384	0.026902870111817544	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04398084673489399
DC	FCER1G	29	-0.3414519944581854	0.04273243690058787	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05817421195232087
DC	FCGR1A	29	-1.6298924848170484	0.030395206136350984	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04664853166736304
DC	FCGRT	29	0.5184714630592604	0.048447743125928415	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06345737094463257
DC	FCRLA	29	-0.8384725583760394	0.08958150021792212	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10084544625124073
DC	FEM1B	29	-1.5696530116856626	0.0048223559827983275	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
DC	FHAD1	29	-1.2809333345094231	0.03149293311689427	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04774127908756283
DC	FILIP1L	29	0.9559478601013234	0.08421289851898132	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0957937455499922
DC	FJX1	29	-1.588780615086631	0.06773305485765763	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08072804188986288
DC	FLCN	29	-1.750522105092879	0.019466961657336062	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03680585794095091
DC	FLVCR1	29	-1.6189365099846595	0.008141105304120514	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025275060450117084
DC	FOLR2	29	-0.7117622853470755	0.16398309150193438	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1704796893893061
DC	FP565260.1	29	-0.3899873566278549	0.2473846661369323	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.2506787362585958
DC	FPR1	29	-1.51484766104297	0.03184108169976684	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04807454965274474
DC	FPR2	29	-1.7100788832428135	0.006597687738591535	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023437292946584275
DC	GATA6-AS1	29	-0.413960740326437	0.02268629960427484	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04024306293438963
DC	GATM	29	1.7115973830954982	0.009318507394801575	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02673399814542284
