cell_state	gene	n_patient_units	n_remission	n_non_remission	mean_delta_remission	mean_delta_non_remission	raw_delta_remission_minus_non	raw_t	raw_p	raw_fdr	mean_delta	paired_p	paired_fdr	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	ms_max_l2g_score	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_relevant_qtl_h4	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave55_score	wave55_genetic_diseases_ge_0_25	has_cross_autoimmune_genetics	has_any_druggability_flag	manual_or_prior_blocked	wave68_posthoc_blocker	perturbation_strength	integrated_score	wave68_call	wave68_call_priority
Mono_macro	SLC39A8	29	13	16	-2.0280010219867926	0.0694992631705331	-2.0975002851573255	-2.7287922607390014	0.011680852392439546	0.7257759135089102	-1.0707264444967928	0.0071716131939124515	0.6131834783274692	29.0	-2.4130984126116966	0.002093803650279033	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015469753183129552	solute carrier family 39 member 8	2.3641997575759888	NO_GO_WAVE62_TARGET_RESOLUTION			0.8641997575759888	Crohn	1.0	Crohn	0.0	0.0		0.0	0.0	0.0	3.0		0.0	7.0	Crohn	False	False	False		4.076908606549588	5.259008485337582	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	SMPD2	29	13	16	-1.8743476576379665	0.37798568464548093	-2.2523333422834475	-4.73661695528374	6.206823919112977e-05	0.29327243017808813	-0.5184187845294087	0.0897068584535529	1.0	29.0	-2.1660173161331753	0.00031102678763823285	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.25430492701509	5.25430492701509	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	BNC2	29	13	16	1.7495843745549056	0.7930477576053948	0.9565366169495108	1.6171142813161345	0.12072022639861747	1.0	1.1004507658052487	4.6405489203919684e-05	0.08974935263939267							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.251650603417418	5.251650603417418	DESCRIPTIVE_GENE_SIGNAL	2
DC	AKIRIN2	29	13	16	-0.46943009877447495	-0.14539609280429822	-0.32403400597017673	-1.9508979028758873	0.061943898600198846	1.0	-0.31621711873594766	9.104706987092027e-05	0.3011381835980688							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.248735491025999	5.248735491025999	DESCRIPTIVE_GENE_SIGNAL	2
DC	PTPRC	29	13	16	-0.17071816576416143	0.16956770560949647	-0.3402858713736579	-3.1295212045721414	0.004541322491651136	1.0	-0.02468910850240829	0.640432826601267	1.0	29.0	-0.3311295983099262	0.025294371110424974	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04270587457656624	protein tyrosine phosphatase receptor type C	3.3840110422859	NO_GO_WAVE62_TARGET_RESOLUTION			0.8877849578857422	Crohn	1.0	Crohn	0.0	2.0	Celiac;PBC	0.0	0.9962260844001578	0.0	12.0	CHEMBL3243	0.0	13.0	Crohn;RA;SLE	False	True	False		2.5363440721660395	5.228349593308989	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	TSPAN8	29	13	16	1.7880067667700272	0.967764594293604	0.8202421724764233	1.67472069952413	0.10679542521121348	1.0	1.271214014224803	5.549718590369047e-05	0.08974935263939267							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.227176388847151	5.227176388847151	DESCRIPTIVE_GENE_SIGNAL	2
DC	ATP5MD	29	13	16	-0.35923954187757745	0.12084530028927501	-0.48008484216685243	-4.340722310822959	0.0002247581061303616	0.9293895952441369	-0.1411707573707455	0.026576826811647494	1.0	29.0	-0.5134409842825036	0.0003137077438141637	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.223781509712673	5.223781509712673	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	TXN	29	13	16	-1.2257745592380893	-0.02501920257217055	-1.2007553566659188	-3.4816996511297504	0.0018488298867634441	0.5984736235424485	-0.5662339617248051	0.003324932009559964	0.4998733009827082	29.0	-1.359583659052301	0.0005325155895793998	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011056346100118585		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.211320278016249	5.211320278016249	DESCRIPTIVE_GENE_SIGNAL	2
DC	KRT8	29	13	16	1.5674552829531387	0.8920659773079042	0.6753893056452346	1.506648978841592	0.14444872430336841	1.0	1.141097259251788	4.432338532286255e-05	0.2443326615922798							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.1936533658214685	5.1936533658214685	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PTPRC	29	13	16	-0.3019562936793369	0.1275141679185444	-0.42947046159788127	-2.9714988230221233	0.00690259278573936	0.6994804288380453	-0.05120923648655307	0.45645624352567243	1.0	29.0	-0.45583491940499965	0.006841863915076445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005	protein tyrosine phosphatase receptor type C	3.3840110422859	NO_GO_WAVE62_TARGET_RESOLUTION			0.8877849578857422	Crohn	1.0	Crohn	0.0	2.0	Celiac;PBC	0.0	0.9962260844001578	0.0	12.0	CHEMBL3243	0.0	13.0	Crohn;RA;SLE	False	True	False		2.501588594948753	5.1935941160917025	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ATP6V1G1	29	13	16	-0.30390748175389387	-0.1479996854051579	-0.15590779634873597	-1.5107075629620224	0.142561050730436	1.0	-0.23506267275252915	0.00014813163997417714	0.13399124899463655						ATPase H+ transporting V1 subunit G1	0.9523677264073004	NO_GO_WAVE62_TARGET_RESOLUTION			0.0849280208349227	Crohn	0.0		0.0	1.0	Crohn	0.0	0.8674397055723776	0.0	0.0		0.0	0.0		False	False	False		4.675351281413315	5.1515351446169655	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MT-CO2	29	13	16	0.3380070648629018	0.20041531080192526	0.1375917540609765	1.2234068084674676	0.23490507322175064	1.0	0.2522673250034941	3.14979619458172e-05	0.08043939776540077							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.130825149736008	5.130825149736008	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CALCOCO2	29	13	16	-0.5620303272839714	0.227500120538507	-0.7895304478224784	-5.288858346582918	1.661484435717619e-05	0.14843317396279496	-0.08512178762894718	0.4590996619179194	1.0	29.0	-0.718116002583816	0.0001984563965374534	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.117596749754578	5.117596749754578	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	L3MBTL3	29	13	16	-1.6396535855367687	-0.02890797462378939	-1.6107456109129792	-3.1763084909389248	0.007106126396425616	0.6994804288380453	-0.6240495924820553	0.014380390726687956	0.7601636676423256	29.0	-1.677465828163271	0.004438475278576183	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0215341584088288	L3MBTL histone methyl-lysine binding protein 3	2.237840148101028	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.7917315363883972	MS	1.0	MS	0.7917315363883972	1.0	MS	1.0	0.946108611712631	0.946108611712631	2.0		0.0	4.0	MS	False	False	False		3.990596385662282	5.109516459712796	DESCRIPTIVE_GENE_SIGNAL	2
DC	SUB1	29	13	16	-0.2889143357525254	0.1036910702376968	-0.3926054059902222	-4.68031049850677	8.088804864233079e-05	0.891790736281697	-0.08833945261729963	0.09889820990746791	1.0	29.0	-0.3838360700435688	0.0004264554202863528	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010388258645119284		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.096927210669856	5.096927210669856	DESCRIPTIVE_GENE_SIGNAL	2
DC	ATP5F1E	29	13	16	-0.2600018824608465	-0.09092488938041886	-0.16907699308042762	-1.652563662420869	0.11391147952936612	1.0	-0.20257303904668858	7.055320218502685e-05	0.3011381835980688							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.094915777527385	5.094915777527385	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	LGALS4	29	13	16	1.67777314825932	0.8591931468448246	0.8185800014144953	1.7117212084947024	0.09852962194071281	1.0	1.2277456093202688	8.182669032383244e-05	0.09332475111933647							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.093538198147512	5.093538198147512	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ETS1	29	13	16	-1.1803941180565674	-0.022770708215174407	-1.157623409841393	-1.936249258613631	0.06392648319251701	0.9641442916518468	-0.5087517342700014	0.10531428900495539	1.0						ETS proto-oncogene 1, transcription factor	3.8270368999129536	NO_GO_WAVE62_TARGET_RESOLUTION			0.8309189677238464	SLE	4.0	Celiac;Psoriasis;RA;SLE	0.0	2.0	Celiac;Psoriasis	0.0	0.996117932189107	0.0	17.0	CHEMBL2169736	0.0	20.0	Celiac;PBC;Psoriasis;RA;SLE	True	True	False		2.1718318867834228	5.0853503367399	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MT-ND4	29	13	16	0.4603450727304355	0.2414935761960383	0.2188514965343972	1.3719807982928631	0.1847082985463537	1.0	0.34174376907153375	4.4748044676466823e-05	0.08974935263939267							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.0827395291960356	5.0827395291960356	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	FKBP1A	29	13	16	-0.5304486896520122	0.13258951479480494	-0.6630382044468172	-3.9292875834679273	0.0006968083069045427	0.5600144427242525	-0.1376327983500411	0.1428113664395052	1.0	29.0	-0.6457031584742687	0.0019220530084361673	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01477456908504973	FKBP prolyl isomerase 1A	2.0982146859169006	NO_GO_WAVE62_TARGET_RESOLUTION			0.5982146859169006	Sjogren	1.0	Sjogren	0.0	0.0		0.0	0.0	0.0	1.0		0.0	6.5	Sjogren	False	False	False		4.002123906021957	5.051231248980407	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PLA2G2D	29	13	16	-2.235771461065626	-1.2572981225228306	-0.9784733385427953	-1.3690571642016385	0.18373422662279235	1.0	-1.615397873912027	4.953622864894039e-05	0.08974935263939267							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.040886995052964	5.040886995052964	DESCRIPTIVE_GENE_SIGNAL	2
DC	RIMKLB	29	13	16	-1.72269229715061	0.10002484486703764	-1.8227171420176476	-3.6559913172953005	0.0010934457363262352	0.9293895952441369	-0.7668513618001093	0.008780409784926035	0.8032881900345843	29.0	-2.33539817734745	0.00020030545146599554	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		5.017687979461945	5.017687979461945	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RGS1	29	13	16	0.6935819782724526	0.12337915948428738	0.5702028187881653	1.208090033887129	0.23843221663336783	1.0	0.4120873044909259	0.11669919718698568	1.0	29.0	0.9151407956791089	0.11996237370467133	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1291070360344559	regulator of G protein signaling 1	6.883494989496564	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW			0.8937927484512329	T1D	4.0	Celiac;MS;Psoriasis;T1D	0.884235680103302	2.0	Celiac;MS	2.0	0.9897022410453306	0.9856571406462532	4.0		0.0	21.0	Celiac;MS;Psoriasis;SLE;T1D	True	False	False		1.5555671952956682	4.99731469004395	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CLEC6A	29	13	16	-1.7987879461531806	-0.33470809997785644	-1.4640798461753242	-3.028289857042761	0.005488491352072586	0.6703550679744023	-0.8868590871589505	0.0018575412687434247	0.4226646101625442	29.0	-1.4944745937405979	0.0015077414955749586	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013718251217325946		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.9916085445505365	4.9916085445505365	DESCRIPTIVE_GENE_SIGNAL	2
DC	SLC44A2	29	13	16	-1.4968321996902831	1.360861107793387	-2.85769330748367	-4.357564172751663	0.0001710402063623589	0.9293895952441369	0.15815318014214585	0.672215086223456	1.0	29.0	-2.9031073672199605	0.0006184692828443651	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459	solute carrier family 44 member 2 (CTL2 blood group)	2.096922996950998	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			0.6169834136962891	MS	1.0	MS	0.6169834136962891	1.0	MS	1.0	0.9799395832547088	0.9799395832547088	2.0		0.0	0.0		False	False	False		3.9393935332324754	4.987855031707975	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	UBD	29	13	16	-2.3387333815315	-0.5550009331209971	-1.783732448410503	-2.913694478090638	0.00721061902263736	0.6994804288380453	-1.2012161370376937	0.0014293545854698931	0.3794159334584825	29.0	-1.11774512044664	0.09228850250330307	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10343380030193466		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.986887470788165	4.986887470788165	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NDUFA7	29	13	16	-1.669277481149701	-0.13237482875647627	-1.5369026523932248	-3.6456066873651083	0.0014992171745045392	0.5873562852590756	-0.5778746401674555	0.007021088774940002	0.6080757515531291	29.0	-1.4873956949246183	0.0043752898665751355	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021412190279509184		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.97773098699602	4.97773098699602	DESCRIPTIVE_GENE_SIGNAL	2
DC	TPD52	29	13	16	-1.4590726308845534	0.022311859281275367	-1.4813844901658288	-3.031821531055868	0.0069962587584163904	1.0	-0.6952384137197725	0.00335668576748163	0.6910591719060241	29.0	-1.536383809719167	0.004597378077578991	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021934825812148038	tumor protein D52	0.6829138547182083	NO_GO_WAVE62_TARGET_RESOLUTION			0.1829138547182083	Psoriasis	0.0		0.0	0.0		0.0	0.0	0.0	2.0		0.0	6.0	RA	False	False	False		4.629223449262739	4.970680376621843	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MAP3K7CL	29	13	16	-2.5180920491044265	0.8409898266020092	-3.3590818757064356	-4.758943183816093	0.00010156582399868591	0.3964716939086816	-0.7084289040567618	0.1107317177179077	1.0	29.0	-3.0152167731967414	0.0016438764340353407	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013899888514454381		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.9489803667923	4.9489803667923	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	COX7C	29	13	16	-0.36840482300886995	-0.201388852447152	-0.16701597056171796	-1.455327715825908	0.15712870183462105	1.0	-0.24181541274327753	7.50865433610829e-05	0.09332475111933647							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.928182365663801	4.928182365663801	DESCRIPTIVE_GENE_SIGNAL	2
DC	CLIP4	29	13	16	-1.698985054203646	0.7916013138747076	-2.4905863680783535	-4.377685368161681	0.00019162398961818788	0.9293895952441369	-0.37145923898264427	0.24365468500293355	1.0	29.0	-2.782124422019928	0.00029824650364555463	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003	CAP-Gly domain containing linker protein family member 4	1.1710799199190272	NO_GO_WAVE62_TARGET_RESOLUTION			0.2142642885446548	AS	0.0		0.0	1.0	Crohn	0.0	0.9568156313743724	0.0	0.0		0.0	0.0		False	False	False		4.33077535561877	4.9163153155782835	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CLEC9A	29	13	16	1.971853858550163	-1.1575036895901254	3.1293575481402884	5.208265168105745	1.741882472790965e-05	0.14843317396279496	0.1168313587268737	0.7612794720297087	1.0	29.0	3.16528150291363	2.315541491064527e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.005873756915667018	C-type lectin domain containing 9A	0.0651226118206977	NO_GO_WAVE62_TARGET_RESOLUTION			0.0651226118206977	T1D	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		False	False	False		4.87743703162564	4.909998337535989	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ANKRD55	29	13	16	-0.45243076597196474	-0.12397833041070264	-0.32845243556126213	-0.8512595802641649	0.407269577912711	1.0	-0.23305558201422372	0.07989472280143767	1.0						ankyrin repeat domain 55	6.823852360248566	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW			0.8238523602485657	RA	4.0	Crohn;MS;RA;T1D	0.7806254625320435	3.0	Crohn;MS;RA	0.0	1.0	0.9983304925105227	22.0		0.0	22.0	AITD;AS;Celiac;Crohn;MS;Psoriasis;RA;SLE;T1D;UC	True	False	False		1.4875999352031082	4.899526115327391	DESCRIPTIVE_GENE_SIGNAL	2
DC	VMP1	29	13	16	-0.6287324540955103	-0.027026693460011977	-0.6017057606354983	-2.5707257082634998	0.018250831405172457	1.0	-0.2657767784175773	0.014401859429513546	0.9057535352652163	29.0	-0.6616262632931662	0.006996722694838766	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023574357147905005	vacuole membrane protein 1	2.6143598903577243	NO_GO_WAVE62_TARGET_RESOLUTION			0.1441502124071121	MS	0.0		0.1441502124071121	1.0	MS	1.0	0.9702096779506124	0.9702096779506124	5.0		0.0	0.0		False	False	False		3.5802987791042833	4.887478724283145	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	BASP1	29	13	16	-1.0168529080062403	0.06400447547089866	-1.0808573834771389	-3.9511793106712316	0.0005293069661670451	0.5600144427242525	-0.37156005720166635	0.024909701227950304	0.8459096338174189	29.0	-1.231066555265081	0.0008885692509848922	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.879923871704921	4.879923871704921	DESCRIPTIVE_GENE_SIGNAL	2
DC	CHSY1	29	13	16	-0.4005869552286245	1.3800542418506199	-1.7806411970792444	-4.156272873196772	0.000320911941259514	0.9293895952441369	0.6023242027417521	0.04676794773626783	1.0	29.0	-1.5495382744206385	0.005589263486676689	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302909647375249		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.823665809650955	4.823665809650955	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	IL32	29	13	16	-1.6871196745196095	-0.3836532383425296	-1.30346643617708	-2.688609677816524	0.012143135014991478	0.735902312729011	-0.9451944330204335	0.0012745590461078525	0.36030803803433525	29.0	-0.911733603017268	0.12145216569606859	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.13045179688737926		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.810309216498659	4.810309216498659	DESCRIPTIVE_GENE_SIGNAL	2
DC	LAD1	29	13	16	-2.364616862279221	0.10578052856476025	-2.4703973908439814	-3.4340148047386836	0.0019397674850708158	1.0	-1.1025717032902913	0.008414842069423565	0.8032881900345843	29.0	-2.359231266950353	0.009245909211802848	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.787204355203124	4.787204355203124	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NCF4	29	13	16	0.5988732509261078	-0.27092215155927746	0.8697954024853852	3.9075306284071716	0.0005965860747269681	0.5600144427242525	0.0947529829989168	0.4421323015712404	1.0	29.0	0.8219957532917913	0.002736677270104737	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01713411979142037	neutrophil cytosolic factor 4	2.416077136993408	NO_GO_WAVE62_TARGET_RESOLUTION			0.9160771369934082	Psoriasis	1.0	Psoriasis	0.0	1.0	Psoriasis	0.0	1.0	0.0	5.0		0.0	9.0	Crohn;Psoriasis	False	False	False		3.578774642967372	4.786813211464076	DESCRIPTIVE_GENE_SIGNAL	2
DC	FCER1G	29	13	16	-0.024557584475585835	0.4096883546970545	-0.4342459391726403	-2.8774555668891897	0.007757605516326386	1.0	0.230859191281656	0.002109916645306614	0.6112389558673825	29.0	-0.3414519944581854	0.04273243690058787	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05817421195232087		0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.786007010245363	4.786007010245363	DESCRIPTIVE_GENE_SIGNAL	2
DC	CARD16	29	13	16	-0.6269467222222093	-0.2747529598355569	-0.35219376238665234	-1.7833983530163604	0.08967669612410237	1.0	-0.4121681630377844	0.0001829696607493255	0.4513871356812807							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.784941317592853	4.784941317592853	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	TALDO1	29	13	16	-0.9556995398774253	-0.1814469446112041	-0.7742525952662211	-2.4741444536944375	0.023624801268079535	0.8366013009531024	-0.46709294772699483	0.0007096154550044079	0.2761238961678917							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.77560877048689	4.77560877048689	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MT-CO1	29	13	16	0.35570876702572324	0.148101528002393	0.20760723902333023	1.6923891493660674	0.10759659574598032	1.0	0.25067649471103837	0.0001598034568635929	0.13909208778324567							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		4.764615299392065	4.764615299392065	DESCRIPTIVE_GENE_SIGNAL	2
