gene	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	fdr	gene_norm
PLLP	5.88526016063528	6.286412007871002	-0.401151847235722	-0.1578037802235052	-0.378488011845986	0.7092657869613989	0.9669212366619434	PLLP
SP140	8.223094342192848	8.30985715503845	-0.0867628128456026	-0.150620240850205	-0.3557961481329739	0.7262224269643743	0.9677805697088556	SP140
TBX21	3.678139530651535	4.028012388198386	-0.3498728575468508	-0.1477085657135776	-0.3519794192978481	0.7287737220810949	0.9683074309967752	TBX21
TRAF1	9.37368869636517	9.486776600670655	-0.1130879043054875	-0.1454054152321639	-0.341891860743014	0.7367002437914002	0.9693303715651268	TRAF1
A4GNT	1.511309570161863	1.8265524297100864	-0.3152428595482235	-0.1404439863064193	-0.336814339878954	0.7399499612583098	0.9693303715651268	A4GNT
INTS7	6.27241371353601	6.593782835121052	-0.3213691215850422	-0.1357922622353132	-0.3233143671071704	0.7500444708175612	0.970415871093437	INTS7
JUNB	15.206402148754558	15.309358990061993	-0.1029568413074333	-0.1333348739059237	-0.3183052017217267	0.753744284294401	0.970567668619057	JUNB
TNFSF15	6.264819313765168	5.870410099921039	0.3944092138441286	0.1357085095316002	0.3168894576670077	0.7556576392930524	0.9708581480143637	TNFSF15
TPX2	4.708264028585154	4.3196089782419	0.388655050343254	0.1307943150621055	0.3144257522286242	0.7566394056553223	0.9709375242067292	TPX2
ELK1	8.337540662976982	8.247296151561626	0.0902445114153565	0.1332510947810564	0.3136488023561413	0.7576237269390892	0.9709375242067292	ELK1
SOX2	6.8861936234796755	7.074183818350545	-0.1879901948708697	-0.1249940806193975	-0.3022017167369397	0.7658907498413144	0.9731037064293462	SOX2
SYK	11.914445016456584	11.986226967867804	-0.0717819514112196	-0.1290223420687262	-0.2958114095683072	0.7728653669980862	0.9733233960040236	SYK
JUN	17.401242052639194	17.274721261339202	0.1265207912999919	0.1171541479831168	0.2835324995286302	0.779961469590927	0.9745041645639924	JUN
ZFP36	14.412206010462569	14.495188070407544	-0.0829820599449746	-0.1157963064844037	-0.2823575991089734	0.7811125274181416	0.9745041645639924	ZFP36
ZSWIM7	8.21493580775472	8.13464523750203	0.080290570252691	0.1184828329456013	0.281877902063029	0.7811454644298303	0.9745041645639924	ZSWIM7
MAP2K3	10.425284009022675	10.555006000896713	-0.1297219918740353	-0.1214533676678976	-0.282955022286228	0.7811846489757214	0.9745041645639924	MAP2K3
MGST2	9.2111164863431	9.268036060555676	-0.0569195742125767	-0.1101249112579305	-0.2659783305549599	0.7931953916304236	0.9749895148938428	MGST2
TSC1	10.59098997022385	10.554565274702544	0.0364246955213065	0.1056662007502238	0.2581552580774379	0.7995019245596273	0.9754873976997136	TSC1
MAPK9	9.48231866481564	9.433516776988087	0.0488018878275529	0.1085776498364095	0.2539031687636879	0.8029149219016007	0.9754873976997136	MAPK9
CTSB	15.357356554454594	15.417352018533546	-0.0599954640789519	-0.1033313175720312	-0.2397858396780299	0.8140537383462653	0.9761732664217524	CTSB
CREB1	10.331965611770618	10.285403905363925	0.0465617064066954	0.1003832817225251	0.2382173364901182	0.8143559520374598	0.9761732664217524	CREB1
SMPD1	8.0605298884101	8.127376751891253	-0.0668468634811532	-0.1005407924766858	-0.2358977504487898	0.8164640687512335	0.9761732664217524	SMPD1
MED16	8.568131486977869	8.628282305534219	-0.0601508185563499	-0.0932958020558732	-0.2254185944444684	0.8241295054203107	0.9761732664217524	MED16
GUK1	10.319899426461872	10.244719067640904	0.0751803588209671	0.0940905755954104	0.2207726616807669	0.8280222465902959	0.9761732664217524	GUK1
MAPK14	9.96112657646697	9.936898254026772	0.024228322440198	0.0914526455764644	0.2157811140115197	0.831669682060653	0.9761732664217524	MAPK14
RECQL4	5.21445354194014	5.40576335783692	-0.1913098158967807	-0.089240803314312	-0.212691976148133	0.8338579124203143	0.9761732664217524	RECQL4
ZFP36L1	14.586728092249624	14.65376893477959	-0.0670408425299662	-0.0876094555381454	-0.2089326136543477	0.8367440032626986	0.9761732664217524	ZFP36L1
MAPK8	8.298418370646832	8.335811433987816	-0.0373930633409838	-0.0815241361372804	-0.1946494213190465	0.8477438062005698	0.9764789562278756	MAPK8
TRAF2	7.844488631951913	7.90089857959645	-0.0564099476445365	-0.077444909647719	-0.1806318157262467	0.859096591005766	0.9797533479060436	TRAF2
CD80	4.138523346178551	4.359087039132935	-0.2205636929543839	-0.0739090850993836	-0.1760763383245615	0.8621214280819472	0.9799447573450102	CD80
ETS2	13.029345655004551	13.09010616482799	-0.0607605098234369	-0.0756317771357967	-0.1739241496673958	0.8649092339386921	0.9801638168834976	ETS2
DRAP1	9.2316525115608	9.273272503939817	-0.0416199923790152	-0.0671247651986774	-0.1561333456472885	0.8781226527483211	0.9824139730000536	DRAP1
ABTB2	5.787910640882845	5.935652177511357	-0.1477415366285122	-0.0629868697702489	-0.1496651811307316	0.8826494351185098	0.9840278968329756	ABTB2
LILRB4	11.777225885312328	11.833935211890177	-0.0567093265778488	-0.0627677211582155	-0.1455391856238336	0.8864378306397437	0.9842134382901514	LILRB4
ZNFX1	10.93882707700307	10.973947014631763	-0.0351199376286945	-0.0615336756658419	-0.1448477647064625	0.8865422410809203	0.9842134382901514	ZNFX1
FCGRT	12.330948595496707	12.30778623293591	0.0231623625607966	0.0600762107328941	0.1396120166206659	0.8909537537424405	0.9842134382901514	FCGRT
ID3	9.740496925389143	9.790792125974225	-0.0502952005850794	-0.0574177279512946	-0.1371207184625596	0.892384278537022	0.9842134382901514	ID3
LHX2	3.482015292744195	3.3206033575257448	0.1614119352184504	0.0567370096511994	0.1351407006319779	0.8939418631098478	0.9842134382901514	LHX2
NKAIN2	3.055119218713874	2.9092034506815883	0.1459157680322858	0.0540926343331488	0.1283143070461404	0.8993021428533917	0.9847461495953936	NKAIN2
PRDM1	12.457056010095773	12.498195691140934	-0.0411396810451609	-0.0516167319653758	-0.1233686080655004	0.9031141115364548	0.9853557740270772	PRDM1
OBFC1	7.586270438022332	7.614877164797084	-0.0286067267747522	-0.0494981917146295	-0.1191528901702055	0.9064160647311352	0.9859682246933096	OBFC1
GLA	11.047290764729372	11.021834474386306	0.0254562903430652	0.0478015439777927	0.1119133085336434	0.9123071949639586	0.987134375559508	GLA
RNF114	10.325134391939462	10.299582043935702	0.0255523480037602	0.0468188325456422	0.1078194380778354	0.9159266322384516	0.9882111716135832	RNF114
IRF1	10.364342633214994	10.39474080718185	-0.0303981739668568	-0.0418791682937852	-0.0989507689231155	0.9222930745319916	0.9899194730321256	IRF1
BRD9	8.845645625502735	8.866672225158364	-0.0210265996556291	-0.0427306903111171	-0.0983058700220515	0.9233472171389157	0.990032027436974	BRD9
IKBKG	8.674452247630942	8.696332329429845	-0.0218800817989031	-0.0363468965005173	-0.0874745846479295	0.9312169256758616	0.991945427665568	IKBKG
NFE2L3	8.712901196507344	8.740768338841916	-0.0278671423345713	-0.0330846120018386	-0.0803527948094769	0.936860718208761	0.99290759090381	NFE2L3
KLHL33	2.8677124574465624	2.773967932999931	0.0937445244466315	0.0324529789305721	0.0773210449756342	0.9391868189731134	0.9934095934399912	KLHL33
SLC38A9	8.15951863942767	8.173348104257066	-0.0138294648293957	-0.0308014546886368	-0.074049671755083	0.941748458767518	0.99432431646682	SLC38A9
TNFRSF1B	12.820888785721367	12.793873997873654	0.0270147878477153	0.0302039126944311	0.0705619041053714	0.9446639557846565	0.9944057947422876	TNFRSF1B
TRAF3	9.390691057079312	9.377254959038032	0.0134360980412804	0.028488568364095	0.0683138530081871	0.9462497901456196	0.9944057947422876	TRAF3
HERC5	8.402993516495853	8.386053664514954	0.0169398519808989	0.0265540408910593	0.0639868658816392	0.9496578798074654	0.9947112982412312	HERC5
AKT1	10.973654046907011	10.966414757406351	0.0072392895006583	0.0241879087828933	0.0561219334179579	0.9560583403032692	0.995447887770418	AKT1
EHF	4.296738058737617	4.360141941882932	-0.0634038831453152	-0.0193335201739449	-0.0457894548389139	0.9639811724889108	0.9960658822944214	EHF
ETS1	9.1491633289117	9.133788332735314	0.0153749961763871	0.0181468905399157	0.0428780574241137	0.9662802005584104	0.9967096674502096	ETS1
PRKDC	10.988175778237489	10.98089199863386	0.0072837796036271	0.0164058475836923	0.0394427680219265	0.9689508155504596	0.9972770011564556	PRKDC
USP18	4.901052789228486	4.872485565251239	0.0285672239772472	0.0122320908366498	0.0285765552382422	0.977573107765436	0.9979621421870412	USP18
RFX5	10.52554752440773	10.521217289263385	0.0043302351443461	0.0112453973210766	0.0270701487790876	0.9786885809467264	0.9982687727683835	RFX5
STAT3	11.575739321547404	11.580984561450707	-0.0052452399033047	-0.0090931693783233	-0.0219392116836157	0.9827297093959808	0.9982687727683835	STAT3
PTPN2	10.074355884872356	10.08029769060304	-0.0059418057306839	-0.0082627624468498	-0.0198678522162021	0.9843569990044077	0.998541739884114	PTPN2
KLF4	14.004002914274444	13.997510986021917	0.0064919282525277	0.0080733206548017	0.0197007297325375	0.9845161376406896	0.998541739884114	KLF4
KLF6	15.051727090931966	15.056748315325722	-0.0050212243937561	-0.0074632262667866	-0.0183695138745449	0.9855942800041836	0.9986975177820756	KLF6
MMP9	7.070997087203105	7.07829847950197	-0.0073013922988645	-0.005913441374476	-0.0139924748604504	0.988990838871722	0.9992380443970746	MMP9
CEBPB	11.314035643445958	11.317993247458816	-0.0039576040128572	-0.0053751102042142	-0.0129161787427823	0.989829783430383	0.9992380443970746	CEBPB
PLEK	13.035274644402543	13.03442350128458	0.0008511431179645	0.0015521143064327	0.0036049568797739	0.997174971498952	0.999536131442628	PLEK
CASP3	8.956721570370515	8.956931881313578	-0.0002103109430624	-0.0003482249587187	-0.000816477859856	0.9993585933597678	0.999590665021506	CASP3
