analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	module	mean_z_score	high_fraction
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_3	normal	control	135	myeloid cell	endosomal_tlr_sensor_chaperone	-0.10678595733753665	0.06666666666666667
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_3	normal	control	135	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	-0.04707393732696291	0.15555555555555556
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_4	normal	control	75	myeloid cell	slc15a4_tasl_irf5_core	0.11889899676923323	0.25333333333333335
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_4	normal	control	75	myeloid cell	endosomal_tlr_sensor_chaperone	0.00181767079631765	0.18666666666666668
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_4	normal	control	75	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.051995381927567176	0.3333333333333333
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_5	normal	control	192	myeloid cell	slc15a4_tasl_irf5_core	-0.0710862592493379	0.140625
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_5	normal	control	192	myeloid cell	endosomal_tlr_sensor_chaperone	0.04113767071977548	0.19270833333333334
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_5	normal	control	192	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	-0.006958299266987374	0.25
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_6	normal	control	103	myeloid cell	slc15a4_tasl_irf5_core	0.14110694154183104	0.27184466019417475
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_6	normal	control	103	myeloid cell	endosomal_tlr_sensor_chaperone	0.12837908538543427	0.27184466019417475
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	HC_6	normal	control	103	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.13383388088103293	0.3786407766990291
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_1	normal	control	60	myeloid cell	slc15a4_tasl_irf5_core	0.014608860524340416	0.16666666666666666
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_1	normal	control	60	myeloid cell	endosomal_tlr_sensor_chaperone	0.035432675324301596	0.2
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_1	normal	control	60	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.02650818326717538	0.26666666666666666
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_2	normal	control	112	myeloid cell	slc15a4_tasl_irf5_core	-0.13457671120403472	0.10714285714285714
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_2	normal	control	112	myeloid cell	endosomal_tlr_sensor_chaperone	-0.08006839429920645	0.125
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_2	normal	control	112	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	-0.1034291015441328	0.16071428571428573
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_3	normal	control	135	myeloid cell	slc15a4_tasl_irf5_core	0.03254208935380207	0.1259259259259259
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_3	normal	control	135	myeloid cell	endosomal_tlr_sensor_chaperone	-0.10678595733753665	0.06666666666666667
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_3	normal	control	135	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	-0.04707393732696291	0.15555555555555556
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_4	normal	control	75	myeloid cell	slc15a4_tasl_irf5_core	0.11889899676923323	0.25333333333333335
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_4	normal	control	75	myeloid cell	endosomal_tlr_sensor_chaperone	0.00181767079631765	0.18666666666666668
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_4	normal	control	75	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.051995381927567176	0.3333333333333333
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_5	normal	control	192	myeloid cell	slc15a4_tasl_irf5_core	-0.0710862592493379	0.140625
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_5	normal	control	192	myeloid cell	endosomal_tlr_sensor_chaperone	0.04113767071977548	0.19270833333333334
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_5	normal	control	192	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	-0.006958299266987374	0.25
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_6	normal	control	103	myeloid cell	slc15a4_tasl_irf5_core	0.14110694154183104	0.27184466019417475
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_6	normal	control	103	myeloid cell	endosomal_tlr_sensor_chaperone	0.12837908538543427	0.27184466019417475
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	HC_6	normal	control	103	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.13383388088103293	0.3786407766990291
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_1	ulcerative colitis	case	49	myeloid cell	slc15a4_tasl_irf5_core	-0.1653060987257945	0.04081632653061224
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_1	ulcerative colitis	case	49	myeloid cell	endosomal_tlr_sensor_chaperone	-0.1207400292001856	0.061224489795918366
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_1	ulcerative colitis	case	49	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	-0.13983977328258942	0.10204081632653061
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_2	ulcerative colitis	case	138	myeloid cell	slc15a4_tasl_irf5_core	0.25095935570071015	0.2318840579710145
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_2	ulcerative colitis	case	138	myeloid cell	endosomal_tlr_sensor_chaperone	-0.026888263835587865	0.11594202898550725
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_2	ulcerative colitis	case	138	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.09218928739425414	0.30434782608695654
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_3	ulcerative colitis	case	275	myeloid cell	slc15a4_tasl_irf5_core	0.2221950900301021	0.2545454545454545
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_3	ulcerative colitis	case	275	myeloid cell	endosomal_tlr_sensor_chaperone	0.033718105572150714	0.15272727272727274
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_3	ulcerative colitis	case	275	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.11449395605412989	0.3418181818181818
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_4	ulcerative colitis	case	189	myeloid cell	slc15a4_tasl_irf5_core	0.2500678907491816	0.31216931216931215
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_4	ulcerative colitis	case	189	myeloid cell	endosomal_tlr_sensor_chaperone	0.08930234362552647	0.2275132275132275
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_4	ulcerative colitis	case	189	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.15820186382137874	0.42857142857142855
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_5	ulcerative colitis	case	329	myeloid cell	slc15a4_tasl_irf5_core	0.10541681537221724	0.2188449848024316
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_5	ulcerative colitis	case	329	myeloid cell	endosomal_tlr_sensor_chaperone	0.15273384582917732	0.2553191489361702
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_5	ulcerative colitis	case	329	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.13245511849048017	0.3586626139817629
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_6	ulcerative colitis	case	181	myeloid cell	slc15a4_tasl_irf5_core	0.26827289241026453	0.27624309392265195
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_6	ulcerative colitis	case	181	myeloid cell	endosomal_tlr_sensor_chaperone	-0.03714815704413236	0.13812154696132597
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	UC_6	ulcerative colitis	case	181	myeloid cell	full_slc15a4_tasl_tlr_irf5_branch	0.09374657843632347	0.3314917127071823
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_1	Crohn disease	case	307	colon epithelial cell	slc15a4_tasl_irf5_core	0.01481240081910006	0.019543973941368076
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_1	Crohn disease	case	307	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.04845845962301822	0.05211726384364821
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_1	Crohn disease	case	307	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.03403872013562473	0.06840390879478828
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_2	Crohn disease	case	598	colon epithelial cell	slc15a4_tasl_irf5_core	0.014651232891162849	0.013377926421404682
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_2	Crohn disease	case	598	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.020552879745947376	0.021739130434782608
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_2	Crohn disease	case	598	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.018023602522468284	0.033444816053511704
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_3	Crohn disease	case	846	colon epithelial cell	slc15a4_tasl_irf5_core	0.002348151749171435	0.02127659574468085
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_3	Crohn disease	case	846	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.07974585055859904	0.09929078014184398
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_3	Crohn disease	case	846	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.046575408211701474	0.11347517730496454
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_4	Crohn disease	case	573	colon epithelial cell	slc15a4_tasl_irf5_core	0.09045370451505362	0.0506108202443281
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_4	Crohn disease	case	573	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.10096092713163574	0.15008726003490402
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_4	Crohn disease	case	573	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.09645783172452911	0.18324607329842932
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_5	Crohn disease	case	288	colon epithelial cell	slc15a4_tasl_irf5_core	0.16098995623857126	0.06944444444444445
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_5	Crohn disease	case	288	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.0914863955397815	0.12152777777777778
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_5	Crohn disease	case	288	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.12127363583926283	0.1701388888888889
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_6	Crohn disease	case	2089	colon epithelial cell	slc15a4_tasl_irf5_core	0.03162252175083627	0.02106270943034945
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_6	Crohn disease	case	2089	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.0340482568882259	0.04786979415988511
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	CD_6	Crohn disease	case	2089	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.033008656115058904	0.06606031594064146
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_1	normal	control	256	colon epithelial cell	slc15a4_tasl_irf5_core	0.027829988228912122	0.01953125
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_1	normal	control	256	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.006181304454698498	0.015625
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_1	normal	control	256	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.015459311786504334	0.03515625
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_2	normal	control	976	colon epithelial cell	slc15a4_tasl_irf5_core	0.03550338588533687	0.018442622950819672
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_2	normal	control	976	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.06646134333853508	0.06967213114754098
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_2	normal	control	976	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.053193647287164414	0.0860655737704918
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_3	normal	control	1671	colon epithelial cell	slc15a4_tasl_irf5_core	-0.03219603795109207	0.00718132854578097
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_3	normal	control	1671	colon epithelial cell	endosomal_tlr_sensor_chaperone	-0.018025168846598508	0.01436265709156194
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_3	normal	control	1671	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	-0.02409839846281004	0.019748653500897665
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_4	normal	control	1439	colon epithelial cell	slc15a4_tasl_irf5_core	0.001316068080017554	0.020847810979847115
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_4	normal	control	1439	colon epithelial cell	endosomal_tlr_sensor_chaperone	-0.034802046681039187	0.010423905489923557
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_4	normal	control	1439	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	-0.01932285464058631	0.029881862404447533
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_5	normal	control	1302	colon epithelial cell	slc15a4_tasl_irf5_core	-0.017865421378326397	0.013824884792626729
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_5	normal	control	1302	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.00766849455788179	0.03225806451612903
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_5	normal	control	1302	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	-0.00327461227192173	0.04377880184331797
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_6	normal	control	1069	colon epithelial cell	slc15a4_tasl_irf5_core	0.031235504652030278	0.025257249766136577
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_6	normal	control	1069	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.0035239825664231178	0.023386342376052385
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	HC_6	normal	control	1069	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.015400349174540464	0.04490177736202058
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	HC_1	normal	control	256	colon epithelial cell	slc15a4_tasl_irf5_core	0.027829988228912122	0.01953125
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	HC_1	normal	control	256	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.006181304454698498	0.015625
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	HC_1	normal	control	256	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.015459311786504334	0.03515625
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	HC_2	normal	control	976	colon epithelial cell	slc15a4_tasl_irf5_core	0.03550338588533687	0.018442622950819672
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	HC_2	normal	control	976	colon epithelial cell	endosomal_tlr_sensor_chaperone	0.06646134333853508	0.06967213114754098
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	HC_2	normal	control	976	colon epithelial cell	full_slc15a4_tasl_tlr_irf5_branch	0.053193647287164414	0.0860655737704918
