tracking_id	gene_type	D0_RPKM	Description	D3_RPKM	D7_RPKM	D14_RPKM	D21_RPKM	LCL_RPKM	late_mean_RPKM	early_mean_RPKM	log2_late_vs_D0	log2_early_vs_D0
DLGAP5	protein_coding	0.144835719	DLG associated protein 5	7.237042769	3.356600082	30.44576157	22.26537497	26.4169667	26.376034413333333	5.2968214255	6.75672919322297	4.4622239982232745
FCER2	protein_coding	3.297986471	Fc fragment of IgE receptor II	16.02871423	10.96209586	354.5387899	360.6087513	358.4380027	357.86184796666663	13.495405044999998	6.718981912689619	2.0003671203171134
ZWINT	protein_coding	0.344735169	ZW10 interacting kinetochore protein	17.48196087	8.136568418	50.85258334	30.32877492	59.00243413	46.72793079666667	12.809264644	6.718278984920916	4.859316516509052
BMP4	protein_coding	0.037142305	bone morphogenetic protein 4	0.06787509	0.015752858	16.84632312	5.930586298	20.09846438	14.291791265999999	0.041813974000000004	6.713428681820634	0.04832602378668849
TSPAN12	protein_coding	0.012443541	tetraspanin 12	0.0	0.047498186	9.298150722	16.75699792	8.073447113	11.376198585	0.023749093	6.673300235738196	0.1382171592441348
CCR10	protein_coding	0.230825691	C-C motif chemokine receptor 10	1.884123005	3.752763965	28.73313186	17.06122594	51.16321308	32.31919029333333	2.818443485	6.614632973576983	3.1410559513831995
FAM174B	protein_coding	0.157706509	family with sequence similarity 174 member B	0.292631964	0.509368379	14.75726216	43.06741398	16.99906241	24.941246183333334	0.4010001715	6.602433573476167	0.9590821208733811
CDC45	protein_coding	0.061563415	cell division cycle 45	9.61901016	2.056192576	16.45450767	8.826191039	17.7960595	14.358919403	5.837601368	6.483715379289517	5.19970778740126
CDK1	protein_coding	0.115389656	cyclin dependent kinase 1	5.471996438	2.740598568	15.06377471	20.78594747	21.26626244	19.03866154	4.1062975029999995	6.473397161714446	4.2875300207898395
SPC25	protein_coding	0.0	SPC25, NDC80 kinetochore complex component	4.340364884	2.473105153	6.886654526	6.908637198	11.61412006	8.469803928	3.4067350185	6.4211902916011	5.132056514374831
TOP2A	protein_coding	0.565676077	DNA topoisomerase II alpha	26.56091827	14.8959309	62.21223126	48.65598697	55.86134118	55.576519803333326	20.728424585	6.386104902849169	4.9675895893268
RRM2	protein_coding	0.641077913	ribonucleotide reductase regulatory subunit M2	25.85509613	11.10041182	61.83171959	41.55917687	66.0959255	56.49560732	18.477753975	6.254921044289879	4.647807054377012
BCL2L10	protein_coding	0.145133768	BCL2 like 10	0.106088919	0.030777192	19.26276989	19.06126622	17.48475203	18.602929380000003	0.0684330555	6.253551208312265	-0.5413939344970675
VASH2	protein_coding	0.035497597	vasohibin 2	0.280236218	0.108398174	7.300802349	15.75856	7.645165762	10.234842703666667	0.194317196	6.253105354742246	1.1191045705963176
CEP55	protein_coding	0.180052144	centrosomal protein 55	11.12132576	5.08584414	27.49755846	15.54891007	20.13228422	21.05958425	8.10358495	6.239471997797862	4.872487124028755
PBK	protein_coding	0.059358586	PDZ binding kinase	3.303029161	1.302820011	11.67790874	10.5525119	13.34344561	11.857955416666664	2.302924586	6.229550175496371	3.9144427147150243
MYBL2	protein_coding	0.850193645	MYB proto-oncogene like 2	54.28195044	24.48571112	73.85474587	61.68531045	73.47492272	69.67165968	39.383830780000004	6.198275783779888	5.376896600901404
TYMS	protein_coding	1.713168283	thymidylate synthetase	40.39709228	25.7213529	116.1433658	116.9149977	154.722133	129.2601655	33.059222590000005	6.156736789354408	4.192825448387323
PIGR	protein_coding	0.067168926	polymeric immunoglobulin receptor	1.145636249	1.414894111	9.351722793	18.7914034	7.243177581	11.795434591333333	1.28026518	6.152957471686403	3.045566864038524
WFDC2	protein_coding	0.056369682	WAP four-disulfide core domain 2	9.765522515	24.81609582	2.768789808	28.21897104	1.214041517	10.733934121666666	17.2908091675	6.114452592676907	6.797220429960637
SOX9	protein_coding	0.016216132	SRY-box 9	0.453398699	0.237277681	4.440124125	15.59027669	3.121413352	7.717271389	0.34533819	6.071782875357528	1.938090991853142
HMMR	protein_coding	0.233626399	hyaluronan mediated motility receptor	7.807372695	4.497644211	25.77444408	18.98302993	22.02711359	22.2615292	6.152508452999999	6.066641590417981	4.228129747676144
PRRX1	protein_coding	0.0	paired related homeobox 1	0.0	0.0498589	0.188380218	19.44752427	0.168790837	6.601565108333332	0.02492945	6.0664261621507	0.32111360793643984
UGT2B17	protein_coding	0.04608364	UDP glucuronosyltransferase family 2 member B17	0.0	0.0	0.0	28.79051573	0.0	9.596838576666666	0.0	6.052647943627445	-0.546794618850182
CDCA5	protein_coding	0.35918166	cell division cycle associated 5	16.66301303	9.739045755	28.85179054	22.61182592	38.07853472	29.847383726666664	13.201029392499999	6.027221140057691	4.856329071762867
HJURP	protein_coding	0.150071683	Holliday junction recognition protein	8.216410489	5.193730776	19.39536494	12.52786753	16.32217718	16.081803216666668	6.7050706325	6.0158868705657	4.766196528565224
KIF20A	protein_coding	0.082727502	kinesin family member 20A	4.293483669	2.958964108	14.68795836	9.314703145	11.12333624	11.708665915	3.6262238884999998	6.014008387284745	4.349948667618468
MKI67	protein_coding	0.492735161	marker of proliferation Ki-67	24.25311375	13.97781751	50.992808	31.80685735	31.32426508	38.041310143333334	19.11546563	6.0078229498549165	5.018736485455403
BUB1B	protein_coding	0.323997626	BUB1 mitotic checkpoint serine/threonine kinase B	10.05919711	4.686555381	32.42551132	21.89367669	27.21183056	27.17700619	7.3728762455	6.007485311623485	4.139535538612153
SDC1	protein_coding	0.028377029	syndecan 1	0.300771365	0.613801047	9.143952311	3.190857157	12.07040892	8.135072796000001	0.45728620600000003	6.00332241943086	2.11803136560547
CENPA	protein_coding	0.111478826	centromere protein A	3.446944643	1.560259536	10.29890842	14.44060202	15.48602853	13.40851299	2.5036020895	5.997211839167113	3.6219238491498977
HMX2	protein_coding	0.0	H6 family homeobox 2	0.064464658	0.0	5.284134534	2.69730133	10.86857991	6.283338591333333	0.032232329	5.996239269562141	0.4030749392206565
SLC1A1	protein_coding	0.085330944	solute carrier family 1 member 1	0.430385069	0.108572122	11.55734552	14.00108864	8.901767042	11.486733734	0.2694785955	5.9662263392034225	0.9953870063476082
CDC20	protein_coding	0.99049103	cell division cycle 20	15.51775291	7.707013122	68.41845795	42.12576858	92.63671316	67.72697989666666	11.612383016	5.958809447934573	3.4249848301974692
CDKN3	protein_coding	0.297346131	cyclin dependent kinase inhibitor 3	11.2805742	4.502161079	35.70498603	16.85129432	20.85297337	24.469751240000004	7.8913676395	5.950343143946532	4.329974224601999
TNFRSF17	protein_coding	0.995032633	TNF receptor superfamily member 17	17.10427674	48.72230757	64.47265572	45.30321209	90.4732685	66.74971210333334	32.913292155	5.931875577939218	4.914001245075585
KIF23	protein_coding	0.145686027	kinesin family member 23	5.994907306	3.04218035	17.56277422	10.91597804	16.16125513	14.880002463333334	4.518543828	5.930078241750996	4.2325503445540855
OXTR	protein_coding	0.021948113	oxytocin receptor	0.481304579	0.456124902	6.200737242	6.396944968	9.306271301	7.301317836999999	0.4687147405	5.923442832319706	2.2214377636027782
CCNB2	protein_coding	0.556127487	cyclin B2	16.39608016	8.674618135	48.97095169	31.57261901	38.42747067	39.65701379	12.5353491475	5.9210894268480905	4.26734555914832
HECW2	protein_coding	0.070489345	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	0.627971106	0.571762201	13.96440548	7.656689541	8.919064468	10.180053163000002	0.5998666534999999	5.914022336612706	2.037398491116842
ENTPD2	protein_coding	0.0	ectonucleoside triphosphate diphosphohydrolase 2	0.016650557	0.019321807	5.713273428	5.634953503	6.418500553	5.9222424946666665	0.017986182	5.9122288964088385	0.23861790766011115
GLDC	protein_coding	0.100515327	glycine decarboxylase	1.983798732	1.14037213	10.86349002	14.25239366	10.33923366	11.818372446666666	1.5620854309999999	5.893330909277619	3.0512101155741282
SKA3	protein_coding	0.054650976	spindle and kinetochore associated complex subunit 3	4.266490008	2.489388768	10.86313015	5.751938149	10.53437841	9.049815569666668	3.3779393879999997	5.886654820284458	4.4911449468127
TROAP	protein_coding	0.055934853	trophinin associated protein	4.967756862	3.615413582	10.18303402	7.472043183	9.577178497	9.077418566666665	4.291585222	5.8790730820508905	4.815726474636362
C16orf59	protein_coding	0.039195626	tubulin epsilon and delta complex 2	4.705920046	0.748067253	6.328672756	5.685488098	11.97654194	7.996900931333333	2.7269936495000002	5.862184043084145	4.344082859705984
NRCAM	protein_coding	0.052499273	neuronal cell adhesion molecule	0.047097291	0.145741629	9.810960092	3.129814174	13.16989877	8.703557678666668	0.09641946000000001	5.851212390900592	0.3651355048252958
NEK2	protein_coding	0.038956337	NIMA related kinase 2	2.562844041	1.635700656	8.641166195	7.871665389	7.184005443	7.898945675666667	2.0992723485	5.847106319727537	3.984322738269997
KIF18B	protein_coding	0.05207197	kinesin family member 18B	4.42892793	2.158005715	8.637072668	7.227034793	10.09333001	8.652479157	3.2934668225	5.846865556816452	4.479933743912091
LYPD6B	protein_coding	0.088576457	LY6/PLAUR domain containing 6B	0.058272328	0.04508064	15.23683215	3.011899856	13.37762864	10.542120215333334	0.051676483999999995	5.8184922227715425	-0.31415214593307805
TPX2	protein_coding	0.749276524	TPX2, microtubule nucleation factor	21.20749945	9.18988296	55.46897178	34.98632147	44.85832848	45.104540576666665	15.198691205	5.73408951037427	4.171030055135531
CDC25A	protein_coding	0.077481694	cell division cycle 25A	2.671381109	1.018711769	7.953447357	5.40170961	13.84817291	9.067776625666667	1.8450464389999999	5.690829759566213	3.4540624672575064
SPC24	protein_coding	0.096281373	SPC24, NDC80 kinetochore complex component	5.502767418	2.756363988	12.31350029	7.16164117	10.14132248	9.872154646666667	4.129565703	5.666910082694257	4.429514359846632
LINC00176	protein_coding	0.382528167	chromosome 20 open reading frame 204	0.484962302	0.866962019	24.32349279	34.21178941	14.19220902	24.24249707333333	0.6759621605	5.656720197836682	0.6853731412295898
QPRT	protein_coding	0.699440335	quinolinate phosphoribosyltransferase	18.05184363	26.71542012	42.38197516	49.27638555	27.99141107	39.88325726	22.383631875	5.644261832262771	4.813740924318215
CENPF	protein_coding	0.185927971	centromere protein F	4.709225926	2.913732608	17.65938296	8.663730065	15.28746347	13.870192164999999	3.811479267	5.610556296445358	3.773990653794061
ZFP57	protein_coding	0.051184877	ZFP57 zinc finger protein	0.018707391	0.086834473	10.03865084	0.046043898	11.62087682	7.235190519333334	0.052770932	5.600448698655718	0.015056231092165806
XRCC2	protein_coding	0.031147322	X-ray repair cross complementing 2	3.551786594	2.153271707	7.801442124	4.244863834	6.736192124	6.260832694	2.8525291505	5.599955386993907	4.492691050013634
KIF2C	protein_coding	0.4086673	kinesin family member 2C	14.36013336	7.180593915	27.27256074	19.7858873	26.64032503	24.56625769	10.770363637500001	5.599672686902357	4.417534039644059
ROBO1	protein_coding	0.286707003	roundabout guidance receptor 1	0.788120765	0.493245306	27.62501357	8.445654902	18.69848275	18.256383740666667	0.6406830354999999	5.568897170648913	0.9376154034158621
TEAD4	protein_coding	0.014764109	TEA domain transcription factor 4	0.291388608	0.262994738	8.054235	1.075778074	6.538394466	5.222802513333334	0.277191673	5.535442607040146	1.7166262987635603
MELK	protein_coding	0.305722881	maternal embryonic leucine zipper kinase	7.964659168	2.754057333	20.16700847	14.17433785	21.13590907	18.492418463333333	5.3593582505	5.518075968481938	3.7501648001420618
TTK	protein_coding	0.1478072	TTK protein kinase	3.519119005	2.350809183	12.93128586	10.07183608	10.7579967	11.253706213333333	2.9349640939999997	5.517801400669942	3.6143894378885664
STC2	protein_coding	0.023885637	stanniocalcin 2	0.111306	0.698998821	6.664915372	7.034168459	2.451572	5.383551943666666	0.4051524105	5.468029854830807	2.0277097972091362
PKMYT1	protein_coding	0.200032852	protein kinase, membrane associated tyrosine/threonine 1	12.07870807	3.890441059	11.16918375	10.12171899	17.80952149	13.033474743333334	7.9845745645	5.451984375726045	4.751979474679661
PHLDA3	protein_coding	0.203362011	pleckstrin homology like domain family A member 3	3.307511774	15.00754299	5.655609064	15.58008773	18.05161298	13.095769924666667	9.157527382	5.4428912857780345	4.931514573438448
CCNB1	protein_coding	1.073804755	cyclin B1	12.62865328	9.301877729	51.31393753	40.5501542	60.25212767	50.705406466666666	10.9652655045	5.435717667216766	3.2367737055604366
PRR18	protein_coding	0.011799275	proline rich 18	0.0	0.0	0.357601944	13.35792402	0.349418569	4.688314844333334	0.0	5.420535278722361	-0.16091083257022598
MCM10	protein_coding	0.070121406	minichromosome maintenance 10 replication initiation factor	4.928349091	1.293690519	7.093695161	4.314566244	9.92965891	7.1126401050000005	3.111019805	5.405890849614948	4.2383949747182585
DEPDC1B	protein_coding	0.114675383	DEP domain containing 1B	2.710330393	1.329392786	9.427737764	8.063474438	9.501789993	8.997667398333332	2.0198615895	5.405268021313317	3.30374140029525
UBE2C	protein_coding	1.013669258	ubiquitin conjugating enzyme E2 C	18.47782055	12.70411105	55.11310901	32.51909735	52.73679671	46.789667689999995	15.5909658	5.395877310632322	3.816541410861763
KIF4A	protein_coding	0.099238693	kinesin family member 4A	4.624478692	2.426146696	9.637776359	5.394532159	9.780134778	8.270814432	3.525312694	5.392798238287593	4.185535680002104
CMBL	protein_coding	0.0	carboxymethylenebutenolidase homolog	0.406274424	0.531638538	1.235852429	7.882585661	3.119924707	4.079454265666667	0.46895648100000004	5.385242668864096	2.508318306228526
CHDH	protein_coding	0.12052708	choline dehydrogenase	0.72684221	0.624371729	4.147668814	17.29708733	5.828979895	9.091245346333332	0.6756069695	5.381232619376295	1.8143699425005326
EXO1	protein_coding	0.17510097	exonuclease 1	7.133989526	2.990108219	13.4740828	7.361703784	13.05024496	11.295343848000002	5.0620488725	5.372339420960353	4.229910668749197
BUB1	protein_coding	0.710760295	BUB1 mitotic checkpoint serine/threonine kinase	15.11496481	7.759517552	35.68173119	34.24192009	30.39106357	33.438238283333334	11.437241181000001	5.370387659840037	3.830879035444057
RHOV	protein_coding	0.056138252	ras homolog family member V	0.102588918	0.0	3.75478787	12.0189427	3.29971856	6.357816376666666	0.051294459	5.370150490825505	-0.04546487227012319
AURKB	protein_coding	0.840164316	aurora kinase B	24.94166907	13.46934734	41.77241416	30.92079647	43.399087	38.69743254333333	19.205508205	5.366904449658582	4.359955798583703
KCNN3	protein_coding	0.038564919	potassium calcium-activated channel subfamily N member 3	2.645448665	4.686057089	4.453497908	8.634926633	2.881067174	5.3231639049999995	3.665752877	5.290500817470869	4.76430437162867
DMKN	protein_coding	0.025161861	dermokine	0.689724392	0.528248753	7.139357691	3.514024553	3.57324828	4.742210174666666	0.6089865725	5.273798780406736	2.501963289597435
TP73	protein_coding	0.208002288	tumor protein p73	3.516020598	1.926099324	9.709529888	14.50107629	10.73279097	11.647799049333335	2.721059961	5.253305614858506	3.1952243572543817
GTSE1	protein_coding	0.358831426	G2 and S-phase expressed 1	7.407994584	5.035255426	17.02522538	13.19752465	21.97017228	17.39764077	6.221625005	5.253052397548569	3.7842593459445215
CDCA8	protein_coding	0.551860545	cell division cycle associated 8	11.59527137	6.156218359	26.87850775	18.16594769	28.03802269	24.360826043333333	8.8757448645	5.2297659581058555	3.7833964065766703
HMSD	protein_coding	0.305801021	histocompatibility minor serpin domain containing	0.670597211	0.194545286	14.54108706	18.08694053	12.48610671	15.038044766666667	0.4325712485	5.221262573372488	0.39220205008589215
DSCC1	protein_coding	0.042184099	DNA replication and sister chromatid cohesion 1	3.669418879	1.037689178	4.320374513	4.060345341	7.173559443	5.184759765666667	2.3535540285	5.216005854241175	4.109041003728471
ASPM	protein_coding	0.158236862	abnormal spindle microtubule assembly	4.064407492	2.915630137	12.29243206	7.259525917	8.149147756	9.233701910999999	3.4900188145	5.175682535064089	3.7972245470715
KIFC1	protein_coding	0.719223812	kinesin family member C1	18.51271245	9.81123653	31.92626996	22.8300995	32.106878	28.954415819999998	14.161974489999999	5.14835598721302	4.121772268284903
KCND2	protein_coding	0.0	potassium voltage-gated channel subfamily D member 2	0.013119378	0.0	4.220274988	3.600368641	2.432009945	3.417551191333333	0.006559689	5.136499514211383	0.0916617769473711
KIF15	protein_coding	0.138517684	kinesin family member 15	4.259847357	2.383504864	11.11902843	5.206711016	8.381579992	8.235773146	3.3216761105	5.12714787738175	3.842535064932475
FAM83D	protein_coding	0.21016214	family with sequence similarity 83 member D	2.505974015	1.704694056	8.799116657	8.86188653	14.51595555	10.725652912333333	2.1053340355	5.125287634302223	2.8299026937424983
DEPDC1	protein_coding	0.035202545	DEP domain containing 1	0.617570951	0.664392304	4.727415073	4.686689684	4.398919143	4.604341300000001	0.6409816275	5.120798517790992	2.454315463017825
GINS2	protein_coding	0.784111828	GINS complex subunit 2	14.05242138	4.437940679	35.23651972	22.18223323	34.21179284	30.543515263333333	9.2451810295	5.1152091326776725	3.4019218439305994
KIF14	protein_coding	0.06576592	kinesin family member 14	1.927732759	1.009717747	7.042551855	4.206306559	5.636129769	5.628329394333334	1.4687252530000001	5.110895116676532	3.242373363245803
DTL	protein_coding	0.298439268	denticleless E3 ubiquitin protein ligase homolog	9.755922717	3.302713398	15.14483518	11.28486164	14.35917046	13.596289093333333	6.5293180575	5.103281409955251	4.056428727617493
PLK1	protein_coding	1.247064713	polo like kinase 1	12.3830276	9.359875296	50.31513999	32.33082413	53.01854465	45.22150292333333	10.871451448	5.072304639042889	3.0258633323957227
CDCA2	protein_coding	0.180163059	cell division cycle associated 2	3.008019787	1.292041689	9.987584545	6.817888762	10.99021522	9.265229509	2.150030738	5.06297570395536	3.0056060640928646
CHI3L2	protein_coding	2.812255783	chitinase 3 like 2	14.2015922	17.73988943	27.81712801	235.3777792	28.12463575	97.10651431999999	15.970740815000001	5.060844021747781	2.4642274567353644
FBXO16	protein_coding	0.047372294	F-box protein 16	1.090778388	0.723298286	5.223040825	5.62508083	3.570922413	4.806348022666667	0.9070383369999999	5.05711234412852	2.772581378145477
FAM64A	protein_coding	0.0	PICALM interacting mitotic regulator	1.925867745	1.130563472	1.900395253	5.576560202	2.197403352	3.2247862689999995	1.5282156085	5.055189696083284	4.025219848986419
EDA2R	protein_coding	0.087844824	ectodysplasin A2 receptor	3.236296231	5.130274883	3.864958338	9.281103538	5.261919	6.135993625333334	4.183285557	5.053006184588801	4.511104592993253
BHLHE22	protein_coding	0.0	basic helix-loop-helix family member e22	0.041192607	0.0	0.215941292	8.769891956	0.619484608	3.201772618666667	0.0205963035	5.045168865284726	0.27018568664139897
CCNE1	protein_coding	0.27729503	cyclin E1	4.024097526	1.82636515	11.19966623	9.970410674	15.3694801	12.179852334666668	2.925231338	5.024456306104244	3.0032804676336067
CCNA2	protein_coding	0.879453577	cyclin A2	13.24367096	8.087861619	36.96150015	24.7100379	33.29644413	31.655994059999998	10.665766289499999	5.018908006393456	3.4583300866559012
DIAPH3	protein_coding	0.068253139	diaphanous related formin 3	2.136251623	0.457899017	5.836049918	5.031831564	5.186680726	5.351520736	1.29707532	5.017953409175803	3.0537044766096795
WNT5B	protein_coding	0.151863972	Wnt family member 5B	0.968801625	2.160622805	4.559274053	10.39484335	9.050217218	8.001444873666667	1.5647122150000001	5.007462561262	2.7245561238325915
TRIP13	protein_coding	0.23418736	thyroid hormone receptor interactor 13	4.915447084	1.943911545	12.23714207	5.71806956	13.49496682	10.483392816666667	3.4296793145	4.985001222302721	3.4008080424755978
CCDC74A	protein_coding	0.975519925	coiled-coil domain containing 74A	4.299447445	2.409422369	42.59866258	24.51947993	34.39857083	33.83890444666667	3.354434907	4.979833837823241	1.6834154746863574
E2F8	protein_coding	0.048219506	E2F transcription factor 8	2.828585792	1.206605471	5.69439708	3.199007105	4.716566584	4.536656923	2.0175956315	4.9672777553446075	3.836619896772483
MAL	protein_coding	0.56121794	mal, T-cell differentiation protein	0.307676527	0.499851916	10.00005699	39.0374909	12.61583468	20.55112752333333	0.4037642215	4.964950874744222	-0.3923772058303141
POLQ	protein_coding	0.06904323	DNA polymerase theta	3.916641595	1.719975314	5.434425991	4.663045965	5.405025527	5.167499160999999	2.8183084545000003	4.961654035139809	4.109668234777115
ORC6	protein_coding	0.661934438	origin recognition complex subunit 6	13.18854431	7.339366015	19.54743465	20.31335604	30.54894037	23.469910353333333	10.2639551625	4.951135597367908	3.7657640050925583
ADTRP	protein_coding	0.103030915	androgen dependent TFPI regulating protein	9.564732589	10.7059241	1.686905308	15.50115659	1.317525815	6.168529237666667	10.1353283445	4.948355663667027	5.6557141542200355
IGF2BP1	protein_coding	0.0	insulin like growth factor 2 mRNA binding protein 1	0.071808733	0.240728253	2.992493551	2.223984865	3.717249341	2.9779092523333333	0.156268493	4.943878791420716	1.3576561169955572
EMX1	protein_coding	0.0	empty spiracles homeobox 1	0.0	0.129874686	1.112459229	3.344916641	4.45562392	2.97099993	0.064937343	4.940636574316534	0.7219180722845229
ABCA6	protein_coding	0.05421963	ATP binding cassette subfamily A member 6	5.489185118	5.066724295	3.078714687	4.966802936	5.757585018	4.601034213666667	5.2779547065	4.9299198634268215	5.1239992878500065
FSBP	protein_coding	0.053145874	fibrinogen silencer binding protein	0.997104286	2.193924478	3.684240093	8.820563863	1.184353337	4.563052431	1.595514382	4.928296247308056	3.4687446178929835
NRG2	protein_coding	0.071715075	neuregulin 2	0.043684842	0.060831843	4.047163608	6.257669344	4.99829443	5.101042460666666	0.0522583425	4.920712210633462	-0.1734954221463294
NR2F2	protein_coding	0.026109034	nuclear receptor subfamily 2 group F member 2	0.017176508	0.073084497	0.305601427	10.37875433	0.463908909	3.7160882219999998	0.0451305025	4.919350990593447	0.20267913780841607
FAM81A	protein_coding	0.101198858	family with sequence similarity 81 member A	1.533272438	0.550164494	7.33591026	2.954483464	7.665518701	5.985304141666667	1.041718466	4.918635348628135	2.5045129217870477
MAD2L1	protein_coding	1.020612681	mitotic arrest deficient 2 like 1	9.803947794	4.290999774	25.76106027	36.97360242	38.25782101	33.66416123333334	7.047473784000001	4.913133090028448	2.67314569974984
IGF1	protein_coding	0.027764381	insulin like growth factor 1	0.604501758	0.817554555	4.746155746	4.201276745	2.295759451	3.747730647333334	0.7110281565	4.912450216293122	2.6662663131546793
SHCBP1	protein_coding	0.23579768	SHC binding and spindle associated 1	3.652744828	1.861667262	8.258421676	8.859851168	12.76926314	9.962511994666666	2.757206045	4.905254429875561	3.0889409108053836
GGH	protein_coding	0.427397721	gamma-glutamyl hydrolase	4.21762077	4.214496332	9.51389496	18.59874338	18.46737668	15.526671673333333	4.216058551	4.888975384024714	3.0327511942119973
MACC1	protein_coding	0.21945956	MACC1, MET transcriptional regulator	8.074427769	3.590134752	6.734916725	12.06594955	9.242055082	9.347640452333332	5.8322812605	4.886248842495789	4.214881781452233
JPH4	protein_coding	0.02897842	junctophilin 4	0.01588684	0.0	1.385518536	6.833033671	2.876767032	3.6984397463333334	0.00794342	4.880205329623173	-0.25685439915450825
DST	protein_coding	0.30127339	dystonin	0.195648605	0.151357678	13.47650319	12.68064816	8.709437901	11.622196417	0.1735031415	4.868513617641774	-0.5530280844330528
HELLS	protein_coding	0.410019521	helicase, lymphoid specific	6.063967804	1.540818819	13.41305434	11.68271029	18.36723085	14.487665159999999	3.8023933115	4.838052712538652	2.9357348181300216
KPNA2	protein_coding	2.870530434	karyopherin subunit alpha 2	30.50677435	16.34582116	82.04271059	54.40115428	117.2483426	84.56406915666666	23.426297755	4.832957355099163	2.985481832350133
CLSPN	protein_coding	0.103510025	claspin	3.866382959	1.000939387	5.632338305	3.012222987	8.26237834	5.635646544	2.433661173	4.816784352312582	3.6380518362962984
PLS3	protein_coding	0.231847735	plastin 3	0.18040836	0.190319345	13.9672936	0.615591592	12.48334064	9.022075277333334	0.18536385249999998	4.780768743297421	-0.21771882938874154
FJX1	protein_coding	0.035621779	four jointed box 1	0.429636434	0.407915199	2.742414952	1.682307294	6.297360311	3.574027519	0.4187758165	4.75970165323231	1.9355223536592
PGF	protein_coding	0.066782292	placental growth factor	0.80546527	0.849714627	1.570328031	10.27277677	1.393352463	4.412152421333333	0.8275899485	4.757777778231308	2.475521067096666
ASF1B	protein_coding	1.548261209	anti-silencing function 1B histone chaperone	25.05990655	11.0927152	43.82207057	34.14736248	54.68201499	44.217149346666666	18.076310875	4.748848286999764	3.4630426174673765
ESCO2	protein_coding	0.199467115	establishment of sister chromatid cohesion N-acetyltransferase 2	4.061714871	1.54694102	7.931317514	5.011300537	10.49695029	7.813189446999999	2.8043279455000003	4.723789804717252	3.277734874090612
SLC12A8	protein_coding	0.825996254	solute carrier family 12 member 8	4.777170457	3.765009362	30.97179793	21.45815944	20.66085385	24.36360374	4.271089909500001	4.723486775828648	2.2389147910343823
RAD54B	protein_coding	0.161840901	RAD54 homolog B (S. cerevisiae)	2.096410658	3.649106831	6.608085589	10.73609869	3.039758311	6.79464753	2.8727587445	4.718714422825623	3.5050400085065183
