gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
FCGR2C	ENSG00000244682	Fc gamma receptor IIc (gene/pseudogene)	0.0	False	0		0		0	0.0	0.0	0.041093584042391995	0.0	0.0	0	0		-0.1927371144321004	0.6652660420138101	0.9565589890801192	0	False				
FCHO2	ENSG00000157107	FCH and mu domain containing endocytic adaptor 2	0.0	False	0		0		0	0.0	0.0	0.11133584707422427	0.0	0.0	0	0		0.0991249319477756	0.671398121568549	0.9588123098887668	0	False				
FGF1	ENSG00000113578	fibroblast growth factor 1	0.0	False	0		0		0	0.0	0.0	0.10060784933083547	0.1654922726831635	0.0	0	2		-0.931088481619314	0.0294561049417771	0.8506970233122761	0	False				
FGF19	ENSG00000162344	fibroblast growth factor 19	0.0	False	0		0		0	0.0	0.0	0.10248131692437609	0.0	0.842869923081662	0	0		0.0	1.0	1.0	0	False				
FGF2	ENSG00000138685	fibroblast growth factor 2	0.0	False	0		0		0	0.0	0.0	0.0235942281398625	0.0	0.0	0	0		0.8359365210512371	0.3909202091289149	0.9157809859344704	0	False				
FGF21	ENSG00000105550	fibroblast growth factor 21	0.0	False	0		0		0	0.0	0.0	0.02476185026387502	0.0	0.20365681719989306	0	0		0.0	1.0	1.0	0	False				
FGF9	ENSG00000102678	fibroblast growth factor 9	0.0	False	0		0		0	0.0	0.0	0.12391500251404063	0.0	0.0697431720593332	0	2		-0.5578818696049743	0.57684735133344	0.9445249184552256	0	False				
FHIP2B	ENSG00000158863	FHF complex subunit HOOK interacting protein 2B	0.0	False	0		0		0	0.0	0.0	0.032256929716880774	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
FN1	ENSG00000115414	fibronectin 1	0.0	False	0		0		0	0.0	0.0	0.016432733416015758	0.0	0.13515299340463643	0	1		0.2203171968107842	0.7438577520727726	0.9698965049433842	0	False				
FOXB2	ENSG00000204612	forkhead box B2	0.0	False	0		0		0	0.0	0.0	0.13356804596599117	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
FOXK2	ENSG00000141568	forkhead box K2	0.0	False	0		0		0	0.0	0.0	0.14627756765837624	0.0	0.0	0	3		0.0674664551259809	0.8038228165937541	0.9754873976997136	0	False				
FOXL2	ENSG00000183770	forkhead box L2	0.0	False	0		0		0	0.0	0.0	0.1847899273423509	0.0	0.0	0	0		-0.6715486692801251	0.5162928135799962	0.9344623617039246	0	False				
FOXO3	ENSG00000118689	forkhead box O3	0.0	False	0		0		0	0.0	0.0	0.024741318049725874	0.0	0.20348794753388985	0	1		0.0600478464608773	0.8206204482709658	0.9761732664217524	0	False				
FRMD1	ENSG00000153303	FERM domain containing 1	0.0	False	0		0		0	0.0	0.0	0.09806881263644163	0.0	0.0	0	2		0.0	1.0	1.0	0	False				
FSCN2	ENSG00000186765	fascin actin-bundling protein 2, retinal	0.0	False	0		0		0	0.0	0.0	0.12690711405987432	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
GAA	ENSG00000171298	alpha glucosidase	0.0	False	0		0		0	0.0	0.0	0.26408124587112547	0.42555155832813474	0.17684077243503338	0	3		0.0731313519578922	0.6196391916792721	0.9486134601500598	0	False				
GABRA3	ENSG00000011677	gamma-aminobutyric acid type A receptor subunit alpha3	0.0	False	0		0		1	0.0	0.327757555958305	0.327757555958305	0.4559480982087158	0.0	0	0		0.4138299041679052	0.7156117874694067	0.967153709312081	0	False				
GABRA4	ENSG00000109158	gamma-aminobutyric acid type A receptor subunit alpha4	0.0	False	0		0		1	0.0	0.3560588449402255	0.3560588449402255	0.4559480982087158	0.0	0	0		0.0	1.0	1.0	0	False				
GABRA5	ENSG00000186297	gamma-aminobutyric acid type A receptor subunit alpha5	0.0	False	0		0		0	0.0	0.0	0.037475423095854186	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
GABRB1	ENSG00000163288	gamma-aminobutyric acid type A receptor subunit beta1	0.0	False	0		0		1	0.0	0.4388760774380833	0.4388760774380833	0.4559480982087158	0.0	0	0		0.0	1.0	1.0	0	False				
GADD45B	ENSG00000099860	growth arrest and DNA damage inducible beta	0.0	False	0		0		0	0.0	0.0	0.025701747709237686	0.0	0.0	0	2		0.2958770974055174	0.3589508208465747	0.9141270983319502	0	False				
GAK	ENSG00000178950	cyclin G associated kinase	0.0	False	0		0		1	0.0	0.3306519587405314	0.3306519587405314	0.0	0.0	0	1		-0.2661157075824931	0.0215205548115109	0.8372898579012464	0	False				
GARIN6	ENSG00000180219	golgi associated RAB2 interactor family member 6	0.0	False	0		0		0	0.0	0.0	0.06673695871681852	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
GATA1	ENSG00000102145	GATA binding protein 1	0.0	False	0		0		0	0.0	0.0	0.1847899273423509	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
GATA2	ENSG00000179348	GATA binding protein 2	0.0	False	0		0		1	0.0	0.0	0.37418668779607145	0.0	0.1431389949943162	0	0		0.1507251784256702	0.7689962841546655	0.9733233960040236	0	False				
GBF1	ENSG00000107862	golgi brefeldin A resistant guanine nucleotide exchange factor 1	0.0	False	0		0		1	0.0	0.454131338095757	0.454131338095757	0.0	0.0	0	0		-0.2713505178904665	0.351882215916014	0.9141270983319502	0	False				
GCK	ENSG00000106633	glucokinase	0.0	False	0		0		0	0.0	0.0	0.13030607911420858	0.06079307976116211	0.3811240960806026	0	0		-1.339339882179717	0.1439137204450268	0.8989378106274888	0	False				
GDI1	ENSG00000203879	GDP dissociation inhibitor 1	0.0	False	0		0		1	0.0	0.3387130788903483	0.3387130788903483	0.0	0.07917443951602204	0	1		0.0749685848693566	0.4918831724457065	0.9271619615463814	0	False				
GEM	ENSG00000164949	GTP binding protein overexpressed in skeletal muscle	0.0	False	0		0		0	0.0	0.0	0.03531075960021788	0.0	0.29041759143428275	0	0		0.5164946478329959	0.1369292701813772	0.8989378106274888	0	False				
GFAP	ENSG00000131095	glial fibrillary acidic protein	0.0	False	0		0		0	0.0	0.0	0.049338910600407695	0.0	0.40579380740575705	0	0		0.2854747611947061	0.3513010565461113	0.9141270983319502	0	False				
GGPS1	ENSG00000152904	geranylgeranyl diphosphate synthase 1	0.0	False	0		0		1	0.0	0.4317979612726048	0.4317979612726048	0.0	0.0	0	0		0.1644806273007439	0.4062773458105438	0.917114990754058	0	False				
GGTLC3	ENSG00000274252	gamma-glutamyltransferase light chain family member 3	0.0	False	0		0		0	0.0	0.0	0.06708569248032495	0.0	0.5517543505271046	0	0		0.0	1.0	1.0	0	False				
GGTLC4P	ENSG00000230712	gamma-glutamyltransferase light chain 4 pseudogene	0.0	False	0		0		0	0.0	0.0	0.06708569248032495	0.0	0.5517543505271046	0	0		0.0	1.0	1.0	0	False				
GGTLC5P	ENSG00000276160	gamma-glutamyltransferase light chain 5 pseudogene	0.0	False	0		0		0	0.0	0.0	0.06708569248032495	0.0	0.5517543505271046	0	0		0.0	1.0	1.0	0	False				
GHR	ENSG00000112964	growth hormone receptor	0.0	False	0		0		0	0.0	0.0	0.21435531592648674	0.3478715119666499	0.08409709366960759	0	1		-0.2109097805624828	0.8463902546407912	0.976211196296546	0	False				
GHRL	ENSG00000157017	ghrelin and obestatin prepropeptide	0.0	False	0		0		0	0.0	0.0	0.05636092783941702	0.0	0.46354723317886104	0	1		-1.592209479416374	0.1806931490293312	0.8993702893651148	0	False				
GIMAP1-GIMAP5	ENSG00000281887	GIMAP1-GIMAP5 readthrough	0.0	False	0		0		0	0.0	0.0	0.03497703744736018	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
GIMAP5	ENSG00000196329	GTPase, IMAP family member 5	0.0	False	0		0		0	0.0	0.0	0.03497703744736018	0.0	0.0	0	1		-1.1541312946215037	0.1551959816563803	0.8989378106274888	0	False				
GIP	ENSG00000159224	gastric inhibitory polypeptide	0.0	False	0		0		0	0.0	0.0	0.028714735374018696	0.0	0.23616779645668826	0	0		0.0	1.0	1.0	0	False				
GIPR	ENSG00000010310	gastric inhibitory polypeptide receptor	0.0	False	0		0		0	0.0	0.0	0.2314357215187961	0.3478715119666499	0.038502283848736	0	0		-0.565069582655056	0.56425983940668	0.9421446607973148	0	False				
GLI2	ENSG00000074047	GLI family zinc finger 2	0.0	False	0		0		0	0.0	0.0	0.03194369233176733	0.0	0.06383273374922022	0	1		0.6640741457486042	0.4808598568712455	0.926038761164836	0	False				
GNL3	ENSG00000163938	G protein nucleolar 3	0.0	False	0		0		0	0.0	0.0	0.01404403447801867	0.0	0.115506851546208	0	0		-0.2993972330955596	0.1824222916652124	0.8993702893651148	0	False				
GNPAT	ENSG00000116906	glyceronephosphate O-acyltransferase	0.0	False	0		0		1	0.0	0.3591863932957481	0.3591863932957481	0.0	0.0	0	2		-0.3055842295014166	0.0626721123505066	0.8989378106274888	0	False				
GOLGB1	ENSG00000173230	golgin B1	0.0	False	0		0		0	0.0	0.0	0.014783194187388075	0.0	0.12158615952232422	0	1		-0.0181632171908407	0.8856076863426762	0.9842134382901514	0	False				
GP1BA	ENSG00000185245	glycoprotein Ib platelet subunit alpha	0.0	False	0		0		0	0.0	0.0	0.01829468002225361	0.0	0.15046679732403717	0	1		-0.1544703091151946	0.8853280101730691	0.9842134382901514	0	False				
GPAM	ENSG00000119927	glycerol-3-phosphate acyltransferase, mitochondrial	0.0	False	0		0		0	0.0	0.0	0.13130209925693287	0.0	0.0	0	1		-0.9175221277259008	0.3044584648889167	0.9075477698307116	0	False				
GPC6	ENSG00000183098	glypican 6	0.0	False	0		0		0	0.0	0.0	0.1441862753066242	0.0	0.0	0	1		0.0504474312839913	0.9697914928567496	0.99755596790631	0	False				
GPR141	ENSG00000187037	G protein-coupled receptor 141	0.0	False	0		0		0	0.0	0.0	0.02473359221980491	0.0	0.0	0	0		-0.3880403817382412	0.7607710354752169	0.9717767030102692	0	False				
GPR25	ENSG00000170128	G protein-coupled receptor 25	0.0	False	0		0		0	0.0	0.0	0.10092610813716375	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
GPR37	ENSG00000170775	G protein-coupled receptor 37	0.0	False	0		0		0	0.0	0.0	0.027214168449065806	0.0	0.0	0	0		-0.1780737119691497	0.8362381495101828	0.9761732664217524	0	False				
GSTM1	ENSG00000134184	glutathione S-transferase mu 1	0.0	False	0		0		0	0.0	0.0	0.03030134948953264	0.0	0.24921709517413498	0	0		-2.2973508245629457	0.1621769091402117	0.8989378106274888	0	False				
GTF2A1	ENSG00000165417	general transcription factor IIA subunit 1	0.0	False	0		0		0	0.0	0.0	0.11593602938780014	0.0	0.0	0	0		0.4227883149833893	0.0603173595061619	0.8989378106274888	0	False				
GUCA2A	ENSG00000197273	guanylate cyclase activator 2A	0.0	False	0		0		0	0.0	0.0	0.14568056851133002	0.0	0.0	0	2		0.0	1.0	1.0	0	False				
GUCY2C	ENSG00000070019	guanylate cyclase 2C	0.0	False	0		0		0	0.0	0.0	0.26114666523627145	0.42555155832813474	0.08029752618453495	0	0		0.9874955762727382	0.277958434776037	0.9049965616313804	0	False				
GYPB	ENSG00000250361	glycophorin B (MNS blood group)	0.0	False	0		0		0	0.0	0.0	0.022076641028430658	0.0	0.06079307976116211	0	0		0.0	1.0	1.0	0	False				
GYPE	ENSG00000197465	glycophorin E (MNS blood group)	0.0	False	0		0		0	0.0	0.0	0.0185156129297836	0.0	0.0	0	0		0.9771080458943276	0.3395569671309768	0.9141270983319502	0	False				
H3P28	ENSG00000220347	H3 histone pseudogene 28	0.0	False	0		0		0	0.0	0.0	0.027977810966056404	0.0	0.2301068729859787	0	0		0.0	1.0	1.0	0	False				
HAMP	ENSG00000105697	hepcidin antimicrobial peptide	0.0	False	0		0		0	0.0	0.0	0.06814845941170074	0.0	0.5604952050417229	0	0		-0.6888988591771934	0.1436026833640918	0.8989378106274888	0	False				
HAVCR2	ENSG00000135077	hepatitis A virus cellular receptor 2	0.0	False	0		0		0	0.0	0.0	0.025981712405703142	0.0	0.21368972017684865	0	1		0.1190427137902556	0.4421644824402852	0.9214560346888634	0	False				
HEPH	ENSG00000089472	hephaestin	0.0	False	0		0		0	0.0	0.0	0.018848572588919792	0.0	0.15502235339096337	0	0		0.114960183524519	0.9175200572409452	0.988305912235339	0	False				
HES4	ENSG00000188290	hes family bHLH transcription factor 4	0.0	False	0		0		1	0.0	0.33123807668888017	0.33123807668888017	0.0	0.0	0	0		-1.97024081900872	0.076323633291881	0.8989378106274888	0	False	-0.0543510413543221	0.0	null_or_wrong_direction	
HHIP	ENSG00000164161	hedgehog interacting protein	0.0	False	0		0		0	0.0	0.0	0.05578621752698846	0.0	0.0	0	2		-0.8283903663630934	0.3977421484070396	0.9157809859344704	0	False				
HIC1	ENSG00000177374	HIC ZBTB transcriptional repressor 1	0.0	False	0		0		1	0.0	0.345767751272613	0.345767751272613	0.0	0.0	0	2		-0.6713250549574026	0.4367822652750227	0.921123013053911	0	False				
HLA-DQA2	ENSG00000237541	major histocompatibility complex, class II, DQ alpha 2	0.0	False	0		0		0	0.0	0.0	0.026979193825493856	0.0	0.2218936261453365	0	1		-1.6977256022591352	0.0607769321058472	0.8989378106274888	0	False				
HLA-E	ENSG00000204592	major histocompatibility complex, class I, E	0.0	False	0		0		0	0.0	0.0	0.08145136092632221	0.0	0.0	0	0		0.2582591096604787	0.0716264638716183	0.8989378106274888	0	False				
HOATZ	ENSG00000183644	HOATZ cilia and flagella associated protein	0.0	False	0		0		0	0.0	0.0	0.05097058925540738	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
HRH3	ENSG00000101180	histamine receptor H3	0.0	False	0		0		0	0.0	0.0	0.08163459487149499	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
HTATSF1	ENSG00000102241	HIV-1 Tat specific factor 1	0.0	False	0		0		0	0.0	0.0	0.02372085550901284	0.0	0.0	0	1		0.0219178359782983	0.874801703550597	0.9816946883653512	0	False				
HTR1A	ENSG00000178394	5-hydroxytryptamine receptor 1A	0.0	False	0		0		0	0.0	0.0	0.2594835558901903	0.42555155832813474	0.025583754399489053	0	0		0.0	1.0	1.0	0	False				
ICAM5	ENSG00000105376	intercellular adhesion molecule 5	0.0	False	0		0		0	0.0	0.0	0.14327116756189578	0.0	0.16844749183821997	0	1		-0.2099593462652871	0.6913868515825613	0.9645410601391506	0	False				
IFNA1	ENSG00000197919	interferon alpha 1	0.0	False	0		0		0	0.0	0.0	0.1494622803028775	0.18757426608443703	0.9948026772129251	0	0		0.0	1.0	1.0	0	False				
IFNA17	ENSG00000234829	interferon alpha 17	0.0	False	0		0		0	0.0	0.0	0.14755248305739854	0.18757426608443703	0.9790953199530037	0	0		0.0	1.0	1.0	0	False				
IFNA2	ENSG00000188379	interferon alpha 2	0.0	False	0		0		0	0.0	0.0	0.14756160247993813	0.18757426608443703	0.9791703237410616	0	0		0.0	1.0	1.0	0	False				
IFNL3	ENSG00000197110	interferon lambda 3	0.0	False	0		0		0	0.0	0.0	0.024392270409190318	0.0	0.20061716321183495	0	0		0.0	1.0	1.0	0	False				
IFT57	ENSG00000114446	intraflagellar transport 57	0.0	False	0		0		0	0.0	0.0	0.11870169661088903	0.0	0.0	0	2		-0.3286299433360442	0.312413812941299	0.9105809632001528	0	False				
IFT74	ENSG00000096872	intraflagellar transport 74	0.0	False	0		0		0	0.0	0.0	0.027586073078038703	0.0	0.0	0	0		1.0421641407891178	0.1517101911540614	0.8989378106274888	0	False				
IFT80	ENSG00000068885	intraflagellar transport 80	0.0	False	0		0		0	0.0	0.0	0.039405264164474256	0.0	0.0	0	0		-0.7455436262483266	0.0159133866200984	0.8372898579012464	0	False				
IGF1	ENSG00000017427	insulin like growth factor 1	0.0	False	0		0		0	0.0	0.0	0.0320476017321745	0.0	0.2635793568781182	0	2		-1.0150363280408756	0.4706391346980709	0.9239963547089984	0	False				
IGF2	ENSG00000167244	insulin like growth factor 2	0.0	False	0		0		0	0.0	0.0	0.07301498355147018	0.0	0.030396539880581056	0	0		-0.0184798687272049	0.987870504617006	0.9992380443970746	0	False				
IGHE	ENSG00000211891	immunoglobulin heavy constant epsilon	0.0	False	0		0		0	0.0	0.0	0.03231468862285135	0.0	0.265776045150255	0	0		0.0	1.0	1.0	0	False				
IGKV1-16	ENSG00000240864	immunoglobulin kappa variable 1-16	0.0	False	0		0		0	0.0	0.0	0.022544371135766808	0.0	0.18541889327154443	0	0		0.0	1.0	1.0	0	False				
IKZF3	ENSG00000161405	IKAROS family zinc finger 3	0.0	False	0		0		0	0.0	0.0	0.11704790154697056	0.0	0.07554693843539587	0	0		0.0639214390808105	0.9422334383361692	0.9944057947422876	0	False				
IL1RL1	ENSG00000115602	interleukin 1 receptor like 1	0.0	False	0		0		0	0.0	0.0	0.028547925489595	0.0	0.0745356931805048	0	0		-2.2061962100339154	0.0988512903313939	0.8989378106274888	0	False				
IL20RB	ENSG00000174564	interleukin 20 receptor subunit beta	0.0	False	0		0		0	0.0	0.0	0.1420811159033587	0.0	0.0	0	1		0.2205877992180522	0.8370572464696995	0.9761732664217524	0	False				
IL22	ENSG00000127318	interleukin 22	0.0	False	0		0		0	0.0	0.0	0.13112084394621143	0.13678442946261474	0.8753398764534974	0	0		0.0	1.0	1.0	0	False				
IL37	ENSG00000125571	interleukin 37	0.0	False	0		0		0	0.0	0.0	0.12140864064554299	0.0	0.9376622054831629	0	1		0.0	1.0	1.0	0	False				
IL4	ENSG00000113520	interleukin 4	0.0	False	0		0		0	0.0	0.0	0.07582236323907005	0.0	0.24143555649898943	0	0		0.0	1.0	1.0	0	False				
IL5	ENSG00000113525	interleukin 5	0.0	False	0		0		0	0.0	0.0	0.017326724876184786	0.0	0.14250573374680411	0	0		0.0	1.0	1.0	0	False				
IMP3	ENSG00000177971	IMP U3 small nucleolar ribonucleoprotein 3	0.0	False	0		0		1	0.0	0.4619748183558772	0.4619748183558772	0.0	0.0	0	0		-0.0708603672098764	0.8013675597993316	0.9754873976997136	0	False				
IMPG2	ENSG00000081148	interphotoreceptor matrix proteoglycan 2	0.0	False	0		0		0	0.0	0.0	0.02585430523937305	0.0	0.0	0	0		0.3216555992478036	0.7888658720663287	0.9745041645639924	0	False				
ING3	ENSG00000071243	inhibitor of growth family member 3	0.0	False	0		0		1	0.0	0.4022551619305217	0.4022551619305217	0.0	0.0	0	0		-0.2220128592063108	0.3700186235642486	0.9141270983319502	0	False				
IQCH	ENSG00000103599	IQ motif containing H	0.0	False	0		0		0	0.0	0.0	0.10374563546134793	0.0	0.0	0	0		-1.3721455831124345	0.2206809979788386	0.8993702893651148	0	False				
ISCA1	ENSG00000135070	iron-sulfur cluster assembly 1	0.0	False	0		0		0	0.0	0.0	0.07675588466684313	0.0	0.03647584785669726	0	1		0.251496135704051	0.4022550955620685	0.9157809859344704	0	False				
ISYNA1	ENSG00000105655	inositol-3-phosphate synthase 1	0.0	False	0		0		0	0.0	0.0	0.1523436012658145	0.0	0.48415255619816083	0	0		-0.0854386549379082	0.7166328981964901	0.9673954558510796	0	False				
ITGAE	ENSG00000083457	integrin subunit alpha E	0.0	False	0		0		0	0.0	0.0	0.03257144156795944	0.0	0.26788774064353155	0	1		-0.9203578015930168	0.2405814074091911	0.9004758652001262	0	False				
ITGB3	ENSG00000259207	integrin subunit beta 3	0.0	False	0		0		0	0.0	0.0	0.2800164373363003	0.4559480982087158	0.09315357385736069	0	1		0.2022468879301255	0.4194336423861977	0.919288659011176	0	False				
ITGB5	ENSG00000082781	integrin subunit beta 5	0.0	False	0		0		0	0.0	0.0	0.2658178403975171	0.42555155832813474	0.23397209505313998	0	3		-0.1844179401977843	0.5975172979631346	0.9466965949245808	0	False				
ITK	ENSG00000113263	IL2 inducible T cell kinase	0.0	False	0		0		0	0.0	0.0	0.07391597093694036	0.12158615952232422	0.0	0	1		0.2518084177395785	0.8104205943107547	0.9761732664217524	0	False				
JAM2	ENSG00000154721	junctional adhesion molecule 2	0.0	False	0		0		0	0.0	0.0	0.0844276376590767	0.0	0.0	0	0		0.2359744138954909	0.4279406420659927	0.9195199515584406	0	False				
JMJD1C	ENSG00000171988	jumonji domain containing 1C	0.0	False	0		0		0	0.0	0.0	0.020482505218043165	0.0	0.0	0	0		-0.0983287428204864	0.680255765435817	0.9604606324595966	0	False				
KANSL1	ENSG00000120071	KAT8 regulatory NSL complex subunit 1	0.0	False	0		0		0	0.0	0.0	0.10514604246074892	0.0	0.0	0	0		-0.2141311874436553	0.141961495387504	0.8989378106274888	0	False				
KAT5	ENSG00000172977	lysine acetyltransferase 5	0.0	False	0		0		1	0.0	0.3697848556745756	0.3697848556745756	0.0	0.018133224735426633	0	2		0.0730860052276849	0.7111403045250965	0.9669212366619434	0	False				
KAT7	ENSG00000136504	lysine acetyltransferase 7	0.0	False	0		0		1	0.0	0.3520776964296628	0.3520776964296628	0.0	0.0	0	1		0.1408102732947593	0.481271839692387	0.926038761164836	0	False				
KCNJ5	ENSG00000120457	potassium inwardly rectifying channel subfamily J member 5	0.0	False	0		0		0	0.0	0.0	0.09317920656383594	0.0	0.0	0	1		-0.6044261972889515	0.5810589211096033	0.9460303616141402	0	False				
KCTD12	ENSG00000178695	potassium channel tetramerization domain containing 12	0.0	False	0		0		0	0.0	0.0	0.12703019928677076	0.0	0.0	0	1		-0.1152517924576326	0.5604238906987932	0.9411347275568752	0	False				
KDM5C	ENSG00000126012	lysine demethylase 5C	0.0	False	0		0		0	0.0	0.0	0.27810884065023805	0.0	0.030396539880581056	0	0		-0.1597793132019056	0.3028421845356246	0.9075477698307116	0	False				
KIAA1671	ENSG00000197077	KIAA1671	0.0	False	0		0		0	0.0	0.0	0.0608680788689881	0.0	0.0	0	0		-0.6386144679336514	0.3258093911917308	0.9123553860771748	0	False				
KIF1A	ENSG00000130294	kinesin family member 1A	0.0	False	0		0		1	0.0	0.48210354438770764	0.48210354438770764	0.0	0.0	0	0		-0.936646527901842	0.2883813519212542	0.9055783835864206	0	False				
KIF4B	ENSG00000226650	kinesin family member 4B	0.0	False	0		0		0	0.0	0.0	0.13044331132484194	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
KIR3DL1	ENSG00000167633	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	0.0	False	0		0		0	0.0	0.0	0.03550831313871076	0.0	0.292042394284122	0	0		0.0	1.0	1.0	0	False				
KLHL12	ENSG00000117153	kelch like family member 12	0.0	False	0		0		0	0.0	0.0	0.08586574791428497	0.0	0.7062131763321245	0	1		-0.0416443686736496	0.8207448736938903	0.9761732664217524	0	False				
KLRB1	ENSG00000111796	killer cell lectin like receptor B1	0.0	False	0		0		0	0.0	0.0	0.02709636301263338	0.0	0.22285729822446004	0	1		1.6606595169742937	0.1741339113663306	0.8993702893651148	0	False				
KLRK1	ENSG00000213809	killer cell lectin like receptor K1	0.0	False	0		0		0	0.0	0.0	0.037327565323154885	0.0	0.30700505279386864	0	0		0.0665371315326521	0.9552695059647868	0.995447887770418	0	False				
KMT2A	ENSG00000118058	lysine methyltransferase 2A	0.0	False	0		0		0	0.0	0.0	0.27810884065023805	0.0	0.030396539880581056	0	0		0.1505981485075285	0.3881882761481719	0.9157809859344704	0	False				
KMT2C	ENSG00000055609	lysine methyltransferase 2C	0.0	False	0		0		1	0.0	0.0	0.3707989548998076	0.0	0.04010654567576667	0	1		0.1167290578854274	0.5837617484228285	0.9462443469354512	0	False				
KMT2D	ENSG00000167548	lysine methyltransferase 2D	0.0	False	0		0		0	0.0	0.0	0.278942996315301	0.0	0.05212465708786702	0	0		-0.283363167669437	0.2040986123389334	0.8993702893651148	0	False				
KRT3	ENSG00000186442	keratin 3	0.0	False	0		0		0	0.0	0.0	0.08026657497198025	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
