molecule_chembl_id	off_target_label	off_target_chembl_id	n_activity_rows	best_nM	status	mode	url	raw_path	ptpn22_target_chembl_id	ptpn22_best_nM_in_top_row	offtarget_over_ptpn22_ratio
CHEMBL1650894	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650894&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650894_CHEMBL335.json	CHEMBL2889	560.0	
CHEMBL1650894	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650894&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650894_CHEMBL3864.json	CHEMBL2889	560.0	
CHEMBL1650895	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650895&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650895_CHEMBL3807.json	CHEMBL2889	610.0	
CHEMBL1650895	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650895&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650895_CHEMBL335.json	CHEMBL2889	610.0	
CHEMBL1650895	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650895&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650895_CHEMBL3864.json	CHEMBL2889	610.0	
CHEMBL1650896	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650896&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650896_CHEMBL3807.json	CHEMBL2889	640.0	
CHEMBL1650896	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650896&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650896_CHEMBL335.json	CHEMBL2889	640.0	
CHEMBL1650896	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650896&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650896_CHEMBL3864.json	CHEMBL2889	640.0	
CHEMBL1650897	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650897&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650897_CHEMBL3807.json	CHEMBL2889	650.0	
CHEMBL1650897	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650897&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650897_CHEMBL335.json	CHEMBL2889	650.0	
CHEMBL1650897	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650897&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650897_CHEMBL3864.json	CHEMBL2889	650.0	
CHEMBL1650898	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650898&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650898_CHEMBL3807.json	CHEMBL2889	650.0	
CHEMBL1650898	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650898&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650898_CHEMBL335.json	CHEMBL2889	650.0	
CHEMBL1650898	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650898&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650898_CHEMBL3864.json	CHEMBL2889	650.0	
CHEMBL1650899	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650899&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650899_CHEMBL3807.json	CHEMBL2889	710.0	
CHEMBL1650899	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650899&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650899_CHEMBL335.json	CHEMBL2889	710.0	
CHEMBL1650899	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650899&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650899_CHEMBL3864.json	CHEMBL2889	710.0	
CHEMBL1650900	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650900&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650900_CHEMBL3807.json	CHEMBL2889	740.0	
CHEMBL1650900	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650900&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650900_CHEMBL335.json	CHEMBL2889	740.0	
CHEMBL1650900	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650900&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650900_CHEMBL3864.json	CHEMBL2889	740.0	
CHEMBL1650901	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650901&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650901_CHEMBL3807.json	CHEMBL2889	770.0	
CHEMBL1650901	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650901&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650901_CHEMBL335.json	CHEMBL2889	770.0	
CHEMBL1650901	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650901&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650901_CHEMBL3864.json	CHEMBL2889	770.0	
CHEMBL1650902	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650902&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650902_CHEMBL3807.json	CHEMBL2889	900.0	
CHEMBL1650902	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650902&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650902_CHEMBL335.json	CHEMBL2889	900.0	
CHEMBL1650902	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650902&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650902_CHEMBL3864.json	CHEMBL2889	900.0	
CHEMBL1650903	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650903&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650903_CHEMBL3807.json	CHEMBL2889	910.0	
CHEMBL1650903	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650903&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650903_CHEMBL335.json	CHEMBL2889	910.0	
CHEMBL1650903	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650903&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650903_CHEMBL3864.json	CHEMBL2889	910.0	
CHEMBL1650904	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650904&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650904_CHEMBL3807.json	CHEMBL2889	970.0	
CHEMBL1650904	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650904&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650904_CHEMBL335.json	CHEMBL2889	970.0	
CHEMBL1650904	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650904&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650904_CHEMBL3864.json	CHEMBL2889	970.0	
