truth	pathology	pathology_severity	cohorts	primary_pass_rate	batch_risk_flag_rate	guarded_acceptable_pass_rate	mean_auc	mean_batch_auc	mean_batch_response_delta	mean_auc_attenuation
planted	label_swap	0.3	30	0.1	0.1	0.1	0.6024735885767092	0.5554533405151003	0.11090668103020063	-0.0003996409216296274
planted	missing_timepoints	0.0	30	0.9333333333333333	0.26666666666666666	0.7	0.7774814814814816	0.5633333333333332	0.12666666666666665	0.0014444444444444483
planted	missing_timepoints	0.1	30	0.8333333333333334	0.23333333333333334	0.6333333333333333	0.7633308048340847	0.5626659169906296	0.12533183398125927	0.0062982153294526355
planted	missing_timepoints	0.25	30	0.9333333333333333	0.1	0.8666666666666667	0.771323879316648	0.5532666334901495	0.10653326698029889	0.001766479941854134
planted	missing_timepoints	0.4	30	0.8	0.23333333333333334	0.6666666666666666	0.7819245627256214	0.5579253825934065	0.1158507651868131	0.003271628795875133
planted	normalization_noise	0.0	30	0.8666666666666667	0.3	0.5666666666666667	0.7694074074074073	0.5644444444444444	0.1288888888888889	0.00744444444444445
planted	normalization_noise	0.25	30	0.5333333333333333	0.1	0.43333333333333335	0.7147407407407407	0.5444444444444444	0.08888888888888888	0.0017037037037037036
planted	normalization_noise	0.5	30	0.43333333333333335	0.23333333333333334	0.36666666666666664	0.6964814814814815	0.5588888888888889	0.11777777777777776	0.0015185185185185117
planted	normalization_noise	1.0	30	0.13333333333333333	0.13333333333333333	0.13333333333333333	0.6436666666666666	0.55	0.09999999999999999	0.00433333333333333
planted	outlier_samples	0.0	30	0.9666666666666667	0.06666666666666667	0.9	0.7923703703703704	0.5394444444444445	0.07888888888888887	0.0013703703703703848
planted	outlier_samples	0.05	30	0.7333333333333333	0.06666666666666667	0.7	0.7556296296296297	0.5477777777777778	0.09555555555555555	0.00537037037037037
planted	outlier_samples	0.1	30	0.5333333333333333	0.13333333333333333	0.4666666666666667	0.7367777777777778	0.5466666666666666	0.09333333333333332	0.004333333333333333
planted	outlier_samples	0.2	30	0.3	0.2	0.23333333333333334	0.6877407407407408	0.548888888888889	0.09777777777777777	0.008407407407407419
planted	receptor_artifact	0.0	30	0.9333333333333333	0.26666666666666666	0.6666666666666666	0.7757407407407407	0.5616666666666668	0.12333333333333332	0.005999999999999994
planted	receptor_artifact	0.25	30	0.9666666666666667	0.2	0.7666666666666667	0.7837777777777777	0.5538888888888889	0.10777777777777776	0.0012962962962962843
planted	receptor_artifact	0.5	30	0.8	0.13333333333333333	0.6666666666666666	0.772888888888889	0.5522222222222222	0.10444444444444442	0.00022222222222221624
planted	receptor_artifact	0.75	30	0.9	0.16666666666666666	0.7333333333333333	0.7711111111111111	0.5477777777777778	0.09555555555555555	0.001407407407407409
planted	receptor_artifact	1.0	30	0.9	0.1	0.8	0.7802592592592592	0.5399999999999999	0.07999999999999999	-3.7037037037031724e-05
