gene	score	candidate_for_route	genetics_gate	same_gene_cellstate_gate	ms_expression_trend	perturbation_trend	reachable	hard_closed_or_prior_blocked	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	c15_trend_positive_disease_count	c15_strict_positive_context_count	c15_myeloid_positive_context_count	positive_c15_contexts	best_c15_context	ms_delta_log2	ms_p	ms_fdr	w37_contrast_lfc	w37_contrast_fdr	chembl_target_id	druggable_activity_count	wave62_call	wave103_call	wave164_blockers	prior_text
ADM	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.4472306428657475	0.2265084165897911	0.8993702893651148	-0.3606519701255484	0.920009505703422		0.0				     
ADSS	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.2644524594562565	0.1721732620617159	0.8993702893651148	-0.69673734360004	0.920009505703422		0.0				     
ATF5	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.5161155260346195	0.0307494520500533	0.8506970233122761	-0.3848082523414436	0.920009505703422		0.0				     
LAMP3	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	1.112744457164954	0.1588852707263668	0.8989378106274888	-0.801997805315049	0.920009505703422		0.0				     
LRIF1	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	1.0	sjogren_gland_apc;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.4425924130297822	0.2038972660276511	0.8993702893651148	-0.4594721239338404	0.920009505703422		0.0				     
LRRK2	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.6195523948131534	0.1043486548165995	0.8989378106274888	-0.3228966709770039	0.920009505703422		0.0				     
LYST	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.2753048913918388	0.0231677538025387	0.8472374898464006	0.8638335766821179	0.920009505703422		0.0				     
MED25	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	1.0	ibd_crohn_myeloid;t1d_endothelial_cell	ibd_crohn_myeloid	0.4125659279239304	0.0981521022922135	0.8989378106274888	-0.8476447872392048	0.920009505703422		0.0				     
OLR1	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	0.3924586769368492	0.1370778985637552	0.8989378106274888	-0.3671495780584581	0.920009505703422		0.0				     
PPARG	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid	1.33861418076643	0.0023372069061631	0.8344760564031432	-0.9775030223770492	0.920009505703422		0.0				     
RAB30	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_crohn_myeloid	0.5627855074065531	0.2033162300517361	0.8993702893651148	-0.5313779324089196	0.920009505703422		0.0				     
RIN2	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	2.0	1.0	ibd_uc_myeloid;t1d_ductal_cell;t1d_endothelial_cell	ibd_uc_myeloid	0.1806434304030535	0.2231052812421509	0.8993702893651148	-0.4267286048305519	0.920009505703422		0.0				     
SUMO1	6.3	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	3.0	1.0	2.0	ibd_uc_myeloid;sjogren_gland_apc;t1d_acinar_cell	t1d_acinar_cell	0.2217305079366287	0.0937717722652941	0.8989378106274888	-0.4156442633893127	0.920009505703422		0.0				     
AVPI1	6.1	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	1.0	2.0	ibd_uc_myeloid;sjogren_gland_apc	sjogren_gland_apc	0.6057869702034608	0.1316033932304567	0.8989378106274888	-0.5776165255658245	0.920009505703422		0.0				     
CCDC115	6.1	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	1.0	1.0	sjogren_gland_apc;t1d_endothelial_cell	sjogren_gland_apc	0.3915110657057585	0.1875047258084329	0.8993702893651148	-0.9946039478105564	0.920009505703422		0.0				     
EIF3E	6.1	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	1.0	1.0	sjogren_gland_apc;t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.4446815913034569	0.0101902913790008	0.8349413280632139	-0.7955022598888388	0.920009505703422		0.0				     
UBE2I	6.1	False	False	True	True	True	False	False	0.0		0.0		0.0	0.0	2.0	1.0	2.0	ibd_crohn_myeloid;sjogren_gland_apc	ibd_crohn_myeloid	0.3457286638792194	0.0098972882343006	0.8349413280632139	-0.8561743110321409	0.920009505703422		0.0				     
ACTG1	5.9	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.2705016865406886	0.1886772248244732	0.8993702893651148	-0.1401287681934512	1.0		0.0				     
CD200	5.9	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	1.8384397244159705	0.0908591902171466	0.8989378106274888	-0.135588233704518	0.9971256078463696		0.0				     
CXCL9	5.9	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	4.0	3.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_stellate_cell	t1d_stellate_cell	2.5544176187121583	0.0309913568123503	0.8506970233122761	-0.5153785982306389	1.0		0.0				     
SNX10	5.9	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	4.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid	0.712408223548989	0.0127398445881719	0.8349413280632139	0.3099054422051462	1.0		0.0				     
CBX3	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell	0.3505111291715241	0.0165873089490037	0.8372898579012464	-0.3118552610209786	1.0		0.0				     
CRADD	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.6395780084188543	0.168070248819301	0.8989378106274888	0.0913839534252852	0.9971256078463696		0.0				     
G0S2	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_endothelial_cell	ibd_uc_myeloid	0.7358708981907647	0.1173038510181446	0.8989378106274888	0.4211299473152753	0.9965506589785832		0.0				     
GBP1	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell	ibd_uc_myeloid	0.491428502182563	0.0681848307220474	0.8989378106274888	0.0	1.0		0.0				     
GBP4	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	4.0	2.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_acinar_cell	ibd_uc_myeloid	0.405019017634137	0.0775354784129323	0.8989378106274888	-0.1907462135089619	0.9971256078463696		0.0				     
IL15	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	4.0	2.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell	ibd_crohn_myeloid	1.1957614008388182	0.1225512579945805	0.8989378106274888	-0.2151726182472718	0.9971256078463696		0.0				     
LITAF	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	ibd_uc_myeloid	0.3084198322537244	0.1715754140954014	0.8993702893651148	0.0487929518498577	0.9971256078463696		0.0				     
PEA15	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_endothelial_cell	t1d_endothelial_cell	0.3066247922032499	0.0547005265126087	0.8921150595400847	0.0	1.0		0.0				     
SDC4	5.7	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	3.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_endothelial_cell	t1d_endothelial_cell	0.9585668826117236	0.0249633235459631	0.8472374898464006	0.1523448873002308	1.0		0.0				     
LGALS2	5.6	False	False	True	False	True	False	False	0.0		0.0		0.0	0.0	4.0	4.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1554109202312115	0.8653456808810899	0.9801638168834976	-0.3818181081849305	0.920009505703422		0.0				     
AIMP1	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	2.0	2.0	ibd_uc_myeloid;sjogren_gland_apc;t1d_stellate_cell	sjogren_gland_apc	0.2238525410573295	0.215820329917765	0.8993702893651148	0.3485989582847685	0.9971256078463696		0.0				     
CA2	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	2.0	3.0	1.0	ibd_crohn_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.4335383477413721	0.244992519837715	0.9004758652001262	0.0	1.0		0.0				     
FNDC3B	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell	ibd_crohn_myeloid	0.2759492293845866	0.1275202300872474	0.8989378106274888	-0.1653789442280424	1.0		0.0				     
GNG5	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	2.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc	ibd_crohn_myeloid	0.2565477825061375	0.1175598615123031	0.8989378106274888	0.1886096811476607	0.920009505703422		0.0				     
GSTO1	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	2.0	3.0	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc	ibd_uc_myeloid	0.2862699043732082	0.1871428268819449	0.8993702893651148	-0.3132702223370458	0.9971256078463696		0.0				     
IL32	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	2.0	3.0	1.0	ibd_crohn_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_ductal_cell	1.0081045036770142	0.1778387908597707	0.8993702893651148	0.0	1.0		0.0				     
KRTCAP3	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	2.0	3.0	1.0	ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	2.0628495204019814	0.0373082507309811	0.8506970233122761	-0.4012307236368659	0.9971256078463696		0.0				     
LRRC75A	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	2.0	3.0	1.0	ibd_uc_myeloid;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.939823697422896	0.1038699322600425	0.8989378106274888	-0.273433496956283	0.9965506589785832		0.0				     
LTA4H	5.5	False	False	True	True	False	False	False	0.0		0.0		0.0	0.0	3.0	2.0	2.0	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell	ibd_crohn_myeloid	0.8088474560590342	0.0063566148101549	0.8344760564031432	0.279229707089404	0.9971256078463696		0.0				     
