sle	tp	tp_label	complication_any	module	n	mean	sd
0	4	32-40 weeks	0	mif_cd74_receptor_state	35	0.16225291524157173	0.4086189544961629
0	4	32-40 weeks	0	monocyte_cd64	35	0.04837430369850304	0.39194590376715055
0	4	32-40 weeks	0	regulatory_pregnancy	35	-0.08361811374832046	0.37998738685992156
0	5	8-20 weeks postpartum	0	hif_nampt_metabolic	40	-0.15186596112950013	0.5445523963621647
0	5	8-20 weeks postpartum	0	hla_ii_only	40	0.4982948853236481	0.4082103235609381
0	5	8-20 weeks postpartum	0	ifn_apc	40	-0.30956325024270437	0.44674055384958805
0	5	8-20 weeks postpartum	0	lysosomal_apc	40	-0.3990336577148518	0.4936285435022537
0	5	8-20 weeks postpartum	0	mif_cd74_receptor_state	40	0.4285356503914045	0.4042437379843218
0	5	8-20 weeks postpartum	0	monocyte_cd64	40	-0.5680194594048504	0.4505775649770412
0	5	8-20 weeks postpartum	0	regulatory_pregnancy	40	0.28363442290571167	0.403096904411231
1	1	<16 weeks	0	hif_nampt_metabolic	45	-0.10184369253201392	0.7543846491378013
1	1	<16 weeks	0	hla_ii_only	45	0.1324062471303053	0.6562350646404128
1	1	<16 weeks	0	ifn_apc	45	0.2665374377122305	0.7110290051307951
1	1	<16 weeks	0	lysosomal_apc	45	0.06184787475008565	0.6157668903532989
1	1	<16 weeks	0	mif_cd74_receptor_state	45	0.07915331447935837	0.7293689617218265
1	1	<16 weeks	0	monocyte_cd64	45	-0.007419090669985557	0.6250333819291168
1	1	<16 weeks	0	regulatory_pregnancy	45	0.05413349732529883	0.41118325793872723
1	1	<16 weeks	1	hif_nampt_metabolic	38	-0.05598081166294441	0.667858373567883
1	1	<16 weeks	1	hla_ii_only	38	-0.19809993799411182	0.7466077998631008
1	1	<16 weeks	1	ifn_apc	38	0.2587620617009204	0.6509787998254501
1	1	<16 weeks	1	lysosomal_apc	38	0.026209442469470757	0.49431151627255643
1	1	<16 weeks	1	mif_cd74_receptor_state	38	-0.19016887840898491	0.8452790799640927
1	1	<16 weeks	1	monocyte_cd64	38	0.17775193522993357	0.6480089001987733
1	1	<16 weeks	1	regulatory_pregnancy	38	0.05448387398914537	0.4288984943630115
1	2	16-23 weeks	0	hif_nampt_metabolic	39	-0.051584678041618974	0.6724624349465657
1	2	16-23 weeks	0	hla_ii_only	39	-0.15013060082900861	0.6559621397503337
1	2	16-23 weeks	0	ifn_apc	39	0.20105702288094715	0.7279609044807613
1	2	16-23 weeks	0	lysosomal_apc	39	0.050772118521525474	0.5312170959413489
1	2	16-23 weeks	0	mif_cd74_receptor_state	39	-0.12586273513237392	0.6957935523390731
1	2	16-23 weeks	0	monocyte_cd64	39	0.2104394936598188	0.4971455085762709
1	2	16-23 weeks	0	regulatory_pregnancy	39	-0.08388720934608174	0.34639097308491906
1	2	16-23 weeks	1	hif_nampt_metabolic	36	0.145606422057747	0.4798859765825513
1	2	16-23 weeks	1	hla_ii_only	36	-0.4122933283574155	0.643633431198592
1	2	16-23 weeks	1	ifn_apc	36	0.19262622188254225	0.5097674365928235
1	2	16-23 weeks	1	lysosomal_apc	36	0.07421650136437548	0.4590089647214492
1	2	16-23 weeks	1	mif_cd74_receptor_state	36	-0.24219780691709017	0.550101456743666
1	2	16-23 weeks	1	monocyte_cd64	36	0.2873684392973211	0.39498200726987237
1	2	16-23 weeks	1	regulatory_pregnancy	36	-0.05936805762701569	0.4721189688262337
1	3	24-31 weeks	0	hif_nampt_metabolic	44	0.11563731690732619	0.6365629334489671
1	3	24-31 weeks	0	hla_ii_only	44	-0.22499512493090837	0.6314134395212341
1	3	24-31 weeks	0	ifn_apc	44	0.1385955022477798	0.5611116606414946
1	3	24-31 weeks	0	lysosomal_apc	44	0.06957699944839675	0.5109749299692034
1	3	24-31 weeks	0	mif_cd74_receptor_state	44	-0.13438463200979658	0.5332213120635277
1	3	24-31 weeks	0	monocyte_cd64	44	0.14024750255794285	0.47960703383488157
1	3	24-31 weeks	0	regulatory_pregnancy	44	-0.16680336215639752	0.3248257408132941
1	3	24-31 weeks	1	hif_nampt_metabolic	26	0.20491178312480968	0.407034801670356
1	3	24-31 weeks	1	hla_ii_only	26	-0.23747418593524122	0.6903534728425693
1	3	24-31 weeks	1	ifn_apc	26	0.28737717236488475	0.46401054776915474
1	3	24-31 weeks	1	lysosomal_apc	26	0.1012601098946951	0.4914589375566544
1	3	24-31 weeks	1	mif_cd74_receptor_state	26	-0.1670059410596567	0.5540426829917271
1	3	24-31 weeks	1	monocyte_cd64	26	0.3812044581351016	0.2990534591889354
1	3	24-31 weeks	1	regulatory_pregnancy	26	-0.01842024118133406	0.5012866778344264
1	4	32-40 weeks	0	hif_nampt_metabolic	42	0.12139725443978025	1.052785540218486
1	4	32-40 weeks	0	hla_ii_only	42	-0.198704712792482	0.8412911047498519
1	4	32-40 weeks	0	ifn_apc	42	0.03747515063995093	0.7068841881377832
1	4	32-40 weeks	0	lysosomal_apc	42	-0.09432498787574659	0.6736863850661153
1	4	32-40 weeks	0	mif_cd74_receptor_state	42	-0.12417248668891943	0.8283030421093813
1	4	32-40 weeks	0	monocyte_cd64	42	0.21868744230301046	0.582009919740784
1	4	32-40 weeks	0	regulatory_pregnancy	42	-0.08481390361787149	0.35500076187540414
1	4	32-40 weeks	1	hif_nampt_metabolic	13	0.21497871834881058	0.5052176860362918
1	4	32-40 weeks	1	hla_ii_only	13	0.10140087990917472	0.5406556974372315
1	4	32-40 weeks	1	ifn_apc	13	0.3669363070154947	0.45091921218644737
1	4	32-40 weeks	1	lysosomal_apc	13	0.026126274913480466	0.37769582401512863
1	4	32-40 weeks	1	mif_cd74_receptor_state	13	0.08457683320598537	0.5700994114266594
1	4	32-40 weeks	1	monocyte_cd64	13	0.25081851861759363	0.4248975427052054
1	4	32-40 weeks	1	regulatory_pregnancy	13	-0.09073963104364739	0.33040617547060813
1	5	8-20 weeks postpartum	0	hif_nampt_metabolic	25	-0.4122211765139256	0.6330719872363618
1	5	8-20 weeks postpartum	0	hla_ii_only	25	0.2537943669006024	0.5578414167526172
1	5	8-20 weeks postpartum	0	ifn_apc	25	0.22105749087198148	0.5930553706000824
1	5	8-20 weeks postpartum	0	lysosomal_apc	25	-0.10547400950492915	0.5028976738035943
1	5	8-20 weeks postpartum	0	mif_cd74_receptor_state	25	0.18163903996186714	0.5398682269400222
1	5	8-20 weeks postpartum	0	monocyte_cd64	25	-0.27654405122780146	0.504734533993615
1	5	8-20 weeks postpartum	0	regulatory_pregnancy	25	0.22093663152554746	0.377295728733453
1	5	8-20 weeks postpartum	1	hif_nampt_metabolic	15	-0.15526454692282468	0.9601887054514827
1	5	8-20 weeks postpartum	1	hla_ii_only	15	-0.37141520830842933	0.8090569051417956
1	5	8-20 weeks postpartum	1	ifn_apc	15	-0.11289932517516355	0.9293935429486417
1	5	8-20 weeks postpartum	1	lysosomal_apc	15	-0.18737427749429197	0.37187030321286374
1	5	8-20 weeks postpartum	1	mif_cd74_receptor_state	15	-0.18767832637486223	0.8126556865677068
1	5	8-20 weeks postpartum	1	monocyte_cd64	15	-0.18409850017891896	0.7600665028401724
1	5	8-20 weeks postpartum	1	regulatory_pregnancy	15	0.23661914143958074	0.5630150603407947
