dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_responder	n_nonresponder	mean_responder	mean_nonresponder	delta_responder_minus_nonresponder	hedges_g	welch_t	p	auc_responder_high	confounders	generic_adjusted_delta	generic_adjusted_p	generic_adjusted_hedges_g	generic_adjustment_covariates	module_generic_max_abs_r	fdr	min_group_n	effect_claim_allowed	kill_reason	global_baseline_fdr	global_generic_adjusted_fdr	direction	independent_nominal_same_module_direction_count	independent_nominal_same_module_direction_datasets	strict_claim_allowed	strict_kill_reason
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	mif_cd74_receptor_state	11	18	0.1397408888056203	-0.3017422977900319	0.4414831865956522	0.6052185050113035	1.6657873549555196	0.109391473877918	0.6919191919191919	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0364277425412105	0.7797373729242797	-0.0973763497716435	inflammatory_nfkb,ifn_apc	0.7572831191585488	0.2707945926864285	11	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	mixscale_validated_ifng_readout	11	18	0.2300197333487558	-0.2427271300803238	0.4727468634290797	1.012957298367822	2.8251546956569924	0.009420494142165	0.7828282828282828	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.145163203928171	0.1429550630693236	0.5093389935227218	inflammatory_nfkb,ifn_apc	0.7457462819971996	0.0802850750183391	11	False	not_independent_of_generic_inflammation	0.7737944846856722	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	lipid_loader_repair	11	18	0.0575802960315636	-0.1709325637138924	0.228512859745456	0.4612782545875244	1.207425752902101	0.2417024459179234	0.6616161616161615	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0648642328497466	0.5288385147472524	-0.2413280961603378	inflammatory_nfkb,ifn_apc	0.7553765870616689	0.2876664138115703	11	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	complement_phagocytosis	11	18	0.1515623992129662	-0.2713661892280875	0.4229285884410537	0.4373130909663897	1.1686783585078264	0.255703478943618	0.5909090909090908	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2566074774933967	0.1812753741676396	-0.5372265754741431	inflammatory_nfkb,ifn_apc	0.8116007986900415	0.2876664138115703	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	hif_nampt_metabolic	11	18	0.1658472591126454	-0.1830125575600824	0.3488598166727278	0.5849379349434111	1.459119880842816	0.1631529416708511	0.6161616161616161	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1947565874164339	0.1694111754833175	0.5307928355478041	inflammatory_nfkb,ifn_apc	0.7910335599504328	0.2755504919504364	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	inflammatory_nfkb	11	18	0.0241623096349154	-0.2172786940191176	0.241441003654033	0.3567891493262495	0.9655467734822848	0.3448939797634864	0.6161616161616161	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.056917609907972	0.8061119825485543	-0.0951718585986554	ifn_apc	0.4928062568028629	0.3448939797634864	11	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	ifn_apc	10	23	-0.0307127383521603	0.1342263773401799	-0.1649391156923403	-0.2269929261332685	-0.6857084128257889	0.4998989700771245	0.4478260869565217	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1422807255316489	0.5494017603790846	-0.2076023931411642	inflammatory_nfkb	0.3348568410866542	0.8203340594724446	10	False	not_corrected_significant	0.9492982233755103	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	hla_ii_apc	10	23	-0.0016539874586792	0.1579832796437667	-0.159637267102446	-0.1715709381226525	-0.5644587218916758	0.5769947709139802	0.4217391304347826	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0139701237412203	0.925505722276016	0.0281015440723128	inflammatory_nfkb,ifn_apc	0.8026047232741588	0.8203340594724446	10	False	not_corrected_significant	0.9492982233755103	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	lysosomal_apc	10	23	-0.1001611566091582	0.0994002363738334	-0.1995613929829917	-0.3299482380863427	-0.8911457647556339	0.3852020357991558	0.4521739130434783	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0954986502976042	0.4996061586118548	-0.237648332894589	inflammatory_nfkb,ifn_apc	0.7462599150581897	0.8203340594724446	10	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	mif_cd74_receptor_state	10	23	0.0291484214307576	0.0946298313708886	-0.065481409940131	-0.0892423556425831	-0.2785659094211822	0.7829204042317378	0.4347826086956522	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.054831296787485	0.65653299689561	0.1289987455695156	inflammatory_nfkb,ifn_apc	0.69160489528994	0.8203340594724446	10	False	not_corrected_significant	0.9683476008676173	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	mixscale_validated_ifng_readout	10	23	0.0790398913997001	0.1164672641058867	-0.0374273727061865	-0.0897124289731128	-0.2676193433450756	0.7915079146569975	0.5	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0334597265061325	0.7483336600826442	0.1335397081466548	inflammatory_nfkb,ifn_apc	0.7255991775978716	0.8203340594724446	10	False	not_corrected_significant	0.9694801084851983	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	lipid_loader_repair	10	23	-0.0083074586893082	0.0293241821717	-0.0376316408610083	-0.0883732765734333	-0.274665832798481	0.7859052992548778	0.5434782608695652	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.023757004592527	0.7881761992784889	0.0751302994926799	inflammatory_nfkb,ifn_apc	0.6175892065765884	0.8203340594724446	10	False	not_corrected_significant	0.9683476008676173	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	complement_phagocytosis	10	23	-0.0896802919724819	0.139151821256079	-0.228832113228561	-0.2487281792089775	-0.8569815129602504	0.3982554307812364	0.4739130434782608	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0497868627187608	0.7470864777680652	-0.1067643103361278	inflammatory_nfkb,ifn_apc	0.8403251938220485	0.8203340594724446	10	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	hif_nampt_metabolic	10	23	0.0595798931087166	-0.0297628629285004	0.089342756037217	0.1618512129302652	0.3862963677163528	0.7053645725289747	0.5304347826086956	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1433388401290408	0.1748399563585554	0.4558307128506373	inflammatory_nfkb,ifn_apc	0.8058093435828791	0.8203340594724446	10	False	not_corrected_significant	0.9567680810732627	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	inflammatory_nfkb	10	23	-0.0218688615997564	0.0426458537927612	-0.0645147153925177	-0.0926555641704054	-0.2312727500563594	0.8203340594724446	0.4695652173913043	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0118558195342537	0.9654042758073296	-0.0180528677840579	ifn_apc	0.3348568410866542	0.8203340594724446	10	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	ifn_apc	10	18	0.3270439834582572	-0.129749945726089	0.4567939291843462	0.622496688733508	1.7402384009587388	0.0954044702124326	0.6833333333333333	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.4650545045027652	0.0923424475970099	0.6367160016810122	inflammatory_nfkb	0.071128050612344	0.5217337631261677	10	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	hla_ii_apc	10	18	0.1642271714057516	-0.0636644713439926	0.2278916427497442	0.2986721600583683	0.7461408846383443	0.4661106649503138	0.5722222222222222	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.15225830378316	0.4154064712960785	-0.3271577695592564	inflammatory_nfkb,ifn_apc	0.7676125138367724	0.9188416617207512	10	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	lysosomal_apc	10	18	-0.0401243441143765	-0.015891663085281	-0.0242326810290954	-0.0339735797819043	-0.1030786275814496	0.918693877155709	0.4555555555555556	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1746214445715194	0.4035434035845062	-0.2651392332146818	inflammatory_nfkb,ifn_apc	0.3626208561394747	0.9626906241423996	10	False	not_corrected_significant	0.9845637352824658	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	mif_cd74_receptor_state	10	18	0.0745467998930775	-0.0734250001931875	0.147971800086265	0.2724138621766083	0.6731837445991112	0.5104675898448618	0.5499999999999999	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1175340630932832	0.3777073549226817	-0.3668288715344128	inflammatory_nfkb,ifn_apc	0.8031480554665303	0.9188416617207512	10	False	not_corrected_significant	0.9492982233755103	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	mixscale_validated_ifng_readout	10	18	0.1824840997934508	-0.0636726551945647	0.2461567549880156	0.4745780731803862	1.4293862851403514	0.1648881601827467	0.6111111111111112	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0004302255560832	0.996465833462604	0.0014720478966778	inflammatory_nfkb,ifn_apc	0.8239036792108092	0.5217337631261677	10	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	lipid_loader_repair	10	18	-0.066425306709463	-0.0585759007721238	-0.0078494059373391	-0.0215839028019489	-0.0613026157438225	0.9516366568317866	0.5611111111111111	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0336611259316523	0.7912253930838518	-0.0933323791730833	inflammatory_nfkb,ifn_apc	0.1198432690098096	0.9626906241423996	10	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	complement_phagocytosis	10	18	-0.0393000274755577	-0.0289139026993511	-0.0103861247762066	-0.0156001259388154	-0.0472321339540021	0.9626906241423996	0.5	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1996578491547934	0.2876072864122282	-0.3752670997425014	inflammatory_nfkb,ifn_apc	0.5451176652635231	0.9626906241423996	10	False	not_corrected_significant	0.9845637352824658	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	hif_nampt_metabolic	10	18	-0.2007359773959464	-0.0052355731623436	-0.1955004042336028	-0.4493285377225866	-1.398189653993229	0.1739112543753892	0.4055555555555555	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1431852284085448	0.1559179712500178	-0.4477121614982387	inflammatory_nfkb,ifn_apc	0.6777070101081555	0.5217337631261677	10	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	inflammatory_nfkb	10	18	-0.1328425618395959	-0.0275481463640662	-0.1052944154755296	-0.1512390975083596	-0.4465452791400411	0.6590082089703735	0.5055555555555556	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1347520031306937	0.5754275412909616	-0.1944190399258935	ifn_apc	0.071128050612344	0.9626906241423996	10	False	not_corrected_significant	0.9567680810732627	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	ifn_apc	11	23	-0.0624717771264563	0.1901400461172638	-0.2526118232437202	-0.3128590239883816	-0.9795048453091044	0.3361747182902236	0.4268774703557312	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2603989668749714	0.3239099426679253	-0.3245837194286911	inflammatory_nfkb	0.1049745036411215	0.8751887252811819	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	hla_ii_apc	11	23	0.0029521075653083	0.1755676672071347	-0.1726155596418263	-0.1850568570958512	-0.5816674031753423	0.5656519394666673	0.4426877470355731	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0717550725415166	0.7113812471356749	0.1328971378425158	inflammatory_nfkb,ifn_apc	0.8125217294102258	0.8751887252811819	11	False	not_corrected_significant	0.9492982233755103	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	lysosomal_apc	11	23	-0.1680293773028128	0.198747123974555	-0.3667765012773679	-0.4737419177122056	-1.2984802834808833	0.2097647969998129	0.3992094861660079	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2585075462101851	0.2547192318542835	-0.401871506071918	inflammatory_nfkb,ifn_apc	0.524787208332133	0.8751887252811819	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	mif_cd74_receptor_state	11	23	0.0126727946622779	0.1856915995951346	-0.1730188049328566	-0.2437504051219046	-0.717743124641188	0.4802469535525204	0.4466403162055336	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0072865479913367	0.9616441460700794	-0.016887721163328	inflammatory_nfkb,ifn_apc	0.7907533286356297	0.8751887252811819	11	False	not_corrected_significant	0.9492982233755103	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	mixscale_validated_ifng_readout	11	23	0.1014808717070107	0.1267141179876212	-0.0252332462806104	-0.0473416575274482	-0.1610033343601324	0.8731288317433232	0.541501976284585	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0962641990703885	0.4105864259916119	0.357854772163106	inflammatory_nfkb,ifn_apc	0.828143113637547	0.8751887252811819	11	False	not_corrected_significant	0.9845637352824658	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	lipid_loader_repair	11	23	0.0102867399936934	0.1006695780649487	-0.0903828380712552	-0.1794796820851235	-0.538939506689572	0.5949214437442315	0.458498023715415	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0418823968290141	0.7765504039009582	-0.0895592187811351	inflammatory_nfkb,ifn_apc	0.3582489561041118	0.8751887252811819	11	False	not_corrected_significant	0.9492982233755103	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	complement_phagocytosis	11	23	-0.215237164797973	0.2292000863391954	-0.4444372511371685	-0.533905198505957	-1.5815765346749204	0.1273842051082018	0.3715415019762845	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2833380764284484	0.2430453627778023	-0.4307367251886036	inflammatory_nfkb,ifn_apc	0.6227518750326726	0.8751887252811819	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	hif_nampt_metabolic	11	23	0.0333275882271257	-0.0082712650240193	0.0415988532511451	0.065838050335545	0.1598814112746002	0.8751887252811819	0.5296442687747036	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0033637886779915	0.9772531499779934	-0.0103164562332816	inflammatory_nfkb,ifn_apc	0.8564666868914032	0.8751887252811819	11	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	inflammatory_nfkb	11	23	0.0566956880181912	-0.008606360777134	0.0653020487953252	0.0908872333366458	0.2324003861764244	0.8191615683086323	0.4940711462450592	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0886457628601365	0.7566948036366354	0.1241704531960641	ifn_apc	0.1049745036411215	0.8751887252811819	11	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	ifn_apc	20	41	0.1547763978456435	0.0334198485729825	0.121356549272661	0.1511226361536739	0.6530983134778706	0.5164173132600419	0.5536585365853658	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1225116883960638	0.5194331727223589	0.1543446096817136	inflammatory_nfkb	0.150842805908938	0.5820123932375234	20	False	not_corrected_significant	0.9492982233755103	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	hla_ii_apc	20	41	0.2484651015522614	0.034598092950112	0.2138670086021493	0.2403231638400588	1.018296563353975	0.3131808884462898	0.5634146341463414	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.095800544891049	0.3814379171512402	0.2265166060666275	inflammatory_nfkb,ifn_apc	0.879697975485606	0.5820123932375234	20	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
