analysis	disease_name	compartment	role	gene
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ANGPT2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ANXA1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AREG
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AXL
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QB
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QC
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1R
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1S
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C3AR1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C5AR1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CALR
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL13
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL20
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL4
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL5
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL7
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCL8
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCR2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCR5
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CCR6
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD200
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD200R1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD24
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD27
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD274
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD36
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD40
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD40LG
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD44
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD70
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CD74
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CFB
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CFD
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CHUK
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CIITA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSF1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSF2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSF3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL10
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL11
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL12
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL13
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL8
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCL9
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCR3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CXCR4
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	DDT
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	EGF
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	EREG
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	FCER1G
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	FPR2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	GAS6
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	GPR65
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	HBEGF
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	HIF1A
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	HLA-DRA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	HLA-DRB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	HMGB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ICAM1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFI30
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFNG
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFNGR1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFNGR2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL10
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL12A
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL12B
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL18
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL1A
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL1B
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL23A
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL33
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL34
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL6
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL6ST
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IRF1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IRF5
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ITGAM
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ITGAV
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ITGB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ITGB2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	ITGB3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	JAK1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	JAK2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LGALS1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LGALS3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LIF
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LILRB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LILRB2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LILRB3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LILRB4
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LIPA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	LRP1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MARCO
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MERTK
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MIF
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MMP12
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MMP14
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MMP3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MMP9
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MSR1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	MYD88
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	NAMPT
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	NFKB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	NFKBIA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	NPC1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	NPC2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	OSM
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	OSMR
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	P2RX7
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PDCD1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PDCD1LG2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PLA2G7
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PROS1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PTGER4
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PTGS2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	PTPN2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	RELA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	S100A12
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	S100A8
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	S100A9
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SCARB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SCARB2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SEMA4D
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SEMA7A
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SERPINE1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SIGLEC10
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SLC15A4
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SOCS3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SPP1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	STAT1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	STAT3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SYK
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TBXAS1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TGFB1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TGFB2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TGFB3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TIMP1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TLR7
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TLR9
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TNF
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TNFRSF1A
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TNFRSF1B
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TNFSF10
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TNFSF13B
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TNFSF14
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TRAF2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TRAF3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TRAF6
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TREM1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TREM2
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TYRO3
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	TYROBP
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	UNC93B1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	VCAM1
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	VEGFA
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	VEGFB
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ADORA2A
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ADORA2B
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ALOX5
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ANGPT1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ANGPT2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ANXA1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	AREG
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	AXL
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1QA
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1QB
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1QC
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1R
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1S
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C3AR1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C5AR1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CALR
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL13
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL20
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL4
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL5
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL7
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCL8
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCR2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCR5
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CCR6
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD200
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD200R1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD24
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD27
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD274
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD36
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD40
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD40LG
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD44
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD70
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD74
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CFB
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CFD
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CHUK
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CIITA
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CSF1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CSF2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CSF3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL10
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL11
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL12
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL13
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL8
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCL9
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCR3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CXCR4
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	DDT
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	EGF
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	EREG
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	FCER1G
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	FPR2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GAS6
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GPR65
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	HBEGF
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	HIF1A
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	HLA-DRA
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	HLA-DRB1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	HMGB1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ICAM1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFNG
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFNGR1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFNGR2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL10
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL12A
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL12B
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL18
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL1A
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL1B
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL23A
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL33
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL34
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL6
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL6ST
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IRF1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IRF5
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ITGAM
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ITGAV
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ITGB1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ITGB2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	ITGB3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	JAK1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	JAK2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LGALS1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LGALS3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LIF
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LILRB1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LILRB2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LILRB3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LILRB4
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LIPA
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	LRP1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MARCO
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MERTK
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MIF
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MMP12
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MMP14
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MMP3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MMP9
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MSR1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MYD88
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	NAMPT
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	NFKB1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	NFKBIA
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	NPC1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	NPC2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	OSM
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	OSMR
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	P2RX7
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PDCD1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PDCD1LG2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PLA2G7
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PROS1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PTGER4
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PTGS2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	PTPN2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	RELA
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	S100A12
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	S100A8
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	S100A9
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SCARB1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SCARB2
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SEMA4D
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SEMA7A
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SERPINE1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SIGLEC10
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SLC15A4
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SOCS3
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SPP1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	STAT1
